EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceFtPoints,PenaltyFG2M,Corner3Assists,OffThreePtRebounds,SelfOReb,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,FTDefRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls Drawn,BlockingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,Fg3aBlocked,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Blocked3s,BlockedArc3,Arc3PctBlocked,OffensiveGoaltends,on,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,BlockedCorner3,HeaveMakes
1626214,1610612740,Bryce Dejean-Jones,Bryce Dejean-Jones,1626214,NOP,9271.0,155,-14,301,302,21.0,19.0,40.0,603,6.0,14.0,1.0,2.0,1.0,1.0,4.0,9.0,5.0,15.0,2.0,1.0,10.0,24.0,5.0,15.0,8.0,43.0,319,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,12.0,8.0,12.0,3.0,2.0,15.0,5.0,5.0,8.0,4.0,12.0,4.0,6.0,1.0,1.0,28.0,2.0,1.0,6.0,15.0,21.0,3.0,24.0,6.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,5.0,3.0,6.0,1.0,12.0,1.0,1.0,15.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,21.0,0.6,0.6666666666666666,0.8,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.5,0.44871794871794873,0.3333333333333333,0.4673913043478261,0.3333333333333333,0.16666666666666666,0.38461538461538464,0.20833333333333334,0.2857142857142857,1.0,14.44759206798867,0.2,0.09090909090909091,0.13761467889908258,0.014285714285714285,0.1875,0.14893617021276595,0.011834319526627219,0.03636363636363636,0.05,0.15151515151515152,0.2222222222222222,0.2222222222222222,0.358974358974359,0.42857142857142855,0.6,0.8333333333333334,0.02564102564102564,0.23076923076923078,0.4444444444444444,0.4444444444444444,0.25,0.38461538461538464,0.3333333333333333,0.3333333333333333,0.8,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.7435897435897436,0.3333333333333333,0.5566602564102563,0.58294,0.6090249999999999,0.15555555555555556,0.23333333333333334,0.09302325581395349,0.023255813953488372,7.708333333333333,25.37333333333333,0.06976744186046512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201583,1610612740,Ryan Anderson,Ryan Anderson,201583,NOP,14205.0,237,11,479,474,76.0,94.0,62.0,953,11.0,25.0,2.0,4.0,2.0,21.0,12.0,27.0,13.0,35.0,3.0,1.0,32.0,73.0,18.0,45.0,31.0,149.0,481,3.0,11.0,3.0,8.0,7.0,1.0,7.0,15.0,34.0,30.0,51.0,3.0,4.0,35.0,13.0,7.0,5.0,5.0,10.0,4.0,4.0,1.0,,25.0,7.0,,5.0,21.0,26.0,12.0,38.0,3.0,2.0,1.0,8.0,2.0,3.0,7.0,2.0,15.0,5.0,14.0,1.0,22.0,2.0,,34.0,1.0,14.0,1.0,,,,15.0,75.0,0.53125,0.5666666666666667,0.9444444444444444,0.4,0.4,0.4383561643835616,0.2727272727272727,0.5,0.21428571428571427,0.5492424242424242,0.26666666666666666,0.6363636363636364,0.3813559322033898,0.0958904109589041,0.24,0.047619047619047616,26.824817518248175,0.5333333333333333,,0.13636363636363635,0.04142011834319527,0.06172839506172839,0.11063829787234042,0.04780876494023904,0.04081632653061224,0.14035087719298245,0.08695652173913043,0.17647058823529413,0.06666666666666667,0.211864406779661,0.44,0.5789473684210527,0.5454545454545454,0.17796610169491525,0.2288135593220339,0.4444444444444444,0.4444444444444444,0.5,0.2966101694915254,0.37142857142857144,0.37142857142857144,0.9230769230769231,0.2857142857142857,0.5,0.21428571428571427,0.25,0.125,0.5932203389830508,0.37142857142857144,0.4830042372881355,0.43386538461538454,0.39399375000000003,0.10687022900763359,0.16279069767441862,0.053691275167785234,0.10067114093959731,10.495890410958905,25.257777777777783,0.15866388308977036,1.0,9.0,5.0,10.0,2.0,4.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,0.5714285714285714,0.5,0.06097560975609756,0.05405405405405406,0.021739130434782608,0.0847457627118644,0.047619047619047616,0.04918032786885246,0.42857142857142855,0.45,0.5555555555555556,0.0847457627118644,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201600,1610612740,Omer Asik,Omer Asik,201600,NOP,70692.0,1178,-205,2331,2326,281.0,332.0,269.0,4657,102.0,179.0,31.0,59.0,26.0,13.0,,3.0,,,,,104.0,195.0,,,61.0,269.0,2567,32.0,62.0,,83.0,29.0,,16.0,46.0,148.0,60.0,,,52.0,,,38.0,18.0,8.0,26.0,7.0,9.0,1.0,8.0,60.0,92.0,5.0,107.0,170.0,294.0,120.0,414.0,21.0,13.0,8.0,27.0,5.0,18.0,33.0,2.0,60.0,61.0,124.0,11.0,104.0,24.0,5.0,112.0,6.0,56.0,3.0,23.0,18.0,23.0,46.0,280.0,0.7115384615384616,0.9487179487179487,,,,0.5333333333333333,0.5161290322580645,0.5333333333333333,0.5161290322580645,0.5423387096774194,0.532051282051282,0.5609756097560976,,0.19487179487179487,0.18994413407821228,0.3076923076923077,11.62702906757267,0.45,0.07692307692307693,0.23129251700680273,0.10562571756601608,0.3039772727272727,0.2548298068077277,0.09599332220367279,0.0858085808580858,0.22869955156950672,0.24423963133640553,0.22372881355932203,0.3115942028985507,0.9179487179487179,0.5698324022346368,0.7034482758620689,0.7058823529411765,0.06666666666666667,0.015384615384615385,,,,,,,,0.9516129032258065,0.5254237288135594,,0.896551724137931,,0.9179487179487179,,0.6156502564102565,0.5840666666666666,0.5971586206896551,0.22857142857142856,0.22857142857142856,0.30855018587360594,0.17100371747211895,1.8902564102564103,,0.12054912054912055,15.0,2.0,,,19.0,15.0,1.0,23.0,7.0,9.0,9.0,9.0,2.0,1.0,15.0,,12.0,2.0,0.5172413793103449,0.5172413793103449,0.07033639143730887,0.12861736334405144,0.10116731517509728,0.058333333333333334,0.27631578947368424,0.1320754716981132,0.15384615384615385,0.2222222222222222,1.0,,,,,0.5769230769230769,17.0,6.0,2.0,4.0,2.0,5.0,16.0,1.0,2.0,12.0,0.3695652173913043,0.10344827586206896,0.6956521739130435,0.12903225806451613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201950,1610612740,Jrue Holiday,Jrue Holiday,201950,NOP,25767.0,429,-40,874,869,131.0,169.0,93.0,1743,28.0,53.0,2.0,6.0,12.0,61.0,20.0,51.0,23.0,54.0,2.0,12.0,72.0,165.0,27.0,66.0,43.0,268.0,946,9.0,19.0,3.0,25.0,29.0,14.0,10.0,41.0,28.0,116.0,51.0,30.0,,54.0,23.0,12.0,62.0,19.0,81.0,15.0,30.0,14.0,18.0,181.0,5.0,,12.0,18.0,33.0,5.0,38.0,20.0,10.0,10.0,21.0,6.0,15.0,11.0,1.0,32.0,14.0,33.0,2.0,43.0,1.0,4.0,51.0,3.0,23.0,4.0,3.0,2.0,3.0,39.0,130.0,0.19444444444444445,0.19444444444444445,0.6296296296296297,0.4090909090909091,0.4090909090909091,0.43636363636363634,0.47368421052631576,0.487012987012987,0.5454545454545454,0.5254901960784314,0.5681818181818182,0.4270833333333333,0.2857142857142857,0.07272727272727272,0.1320754716981132,0.06557377049180328,29.34560327198364,0.65625,,0.06976744186046512,0.016556291390728478,0.08571428571428572,0.07537688442211055,0.011547344110854504,0.010309278350515464,0.10294117647058823,0.06578947368421052,0.05263157894736842,0.09090909090909091,0.22943722943722944,0.5283018867924528,0.6086956521739131,0.2857142857142857,0.26406926406926406,0.22077922077922077,0.39215686274509803,0.4,0.15,0.23376623376623376,0.42592592592592593,0.42592592592592593,0.6086956521739131,0.2727272727272727,0.3333333333333333,0.09090909090909091,0.27906976744186046,0.27906976744186046,0.5151515151515151,0.42592592592592593,0.4812833333333334,0.4628025,0.4649662790697675,0.09163346613545817,0.12432432432432433,0.09328358208955224,0.15298507462686567,9.306666666666667,25.134848484848487,0.14988558352402745,6.0,24.0,4.0,12.0,1.0,8.0,4.0,,4.0,6.0,2.0,7.0,2.0,,,,5.0,3.0,0.27586206896551724,0.36046511627906974,,0.008928571428571428,0.03225806451612903,,0.06666666666666667,0.03389830508474576,0.39344262295081966,0.42105263157894735,0.125,0.05194805194805195,0.3333333333333333,0.36363636363636365,0.75,0.5,3.0,1.0,,,3.0,1.0,1.0,,,,0.16666666666666666,,0.3333333333333333,0.5,1.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,0.6666666666666666,0.35714285714285715,0.015151515151515152,0.0196078431372549,0.08333333333333333,0.045454545454545456,1.0,0.5,0.046511627906976744,1.0,0.25,,,,,,,,,,True,,,,,,
201962,1610612740,Toney Douglas,Toney Douglas,201962,NOP,19919.0,332,-99,671,667,124.0,127.0,88.0,1338,12.0,22.0,,2.0,5.0,23.0,11.0,28.0,13.0,45.0,8.0,5.0,27.0,73.0,17.0,54.0,14.0,119.0,762,2.0,7.0,8.0,10.0,15.0,7.0,6.0,24.0,16.0,38.0,33.0,18.0,,45.0,13.0,8.0,31.0,14.0,45.0,10.0,14.0,7.0,10.0,104.0,5.0,2.0,14.0,17.0,31.0,10.0,41.0,16.0,11.0,5.0,11.0,1.0,10.0,9.0,3.0,20.0,12.0,31.0,,22.0,1.0,2.0,18.0,,8.0,,1.0,,1.0,24.0,124.0,0.2962962962962963,0.2962962962962963,0.6470588235294118,0.3148148148148148,0.3148148148148148,0.3698630136986301,0.2857142857142857,0.41338582677165353,0.3333333333333333,0.43703703703703706,0.3333333333333333,0.48,0.4251968503937008,0.1095890410958904,0.2727272727272727,0.08695652173913043,20.02583979328165,0.55,0.08,0.09042553191489362,0.0196078431372549,0.14432989690721648,0.10877192982456141,0.022535211267605635,0.011494252873563218,0.03508771929824561,0.0851063829787234,0.13095238095238096,0.15492957746478872,0.1732283464566929,0.5454545454545454,0.75,0.3333333333333333,0.18110236220472442,0.2204724409448819,0.39285714285714285,0.39285714285714285,0.36363636363636365,0.3543307086614173,0.28888888888888886,0.28888888888888886,0.6153846153846154,0.13333333333333333,,0.5333333333333333,0.22727272727272727,0.22727272727272727,0.5984251968503937,0.28888888888888886,0.5114805555555555,0.4888166666666667,0.5085428571428572,0.06666666666666667,0.09876543209876543,0.08403361344537816,0.20168067226890757,10.384931506849316,24.779629629629632,0.18479880774962743,3.0,4.0,4.0,9.0,,6.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,,3.0,1.0,4.0,,0.4,0.4090909090909091,0.03,0.011627906976744186,0.036585365853658534,0.0410958904109589,0.11538461538461539,0.02666666666666667,0.17391304347826086,0.19047619047619047,,0.07086614173228346,0.4444444444444444,0.4444444444444444,0.75,0.6,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,,2.0,2.0,2.0,2.0,2.0,,0.25,0.2857142857142857,,,,,0.25,0.5,0.09090909090909091,,0.4,1.0,1.0,1.0,0.018518518518518517,,,,,,True,,,,,,
202708,1610612740,Norris Cole,Norris Cole,202708,NOP,24730.0,412,-38,804,802,114.0,125.0,101.0,1606,20.0,46.0,1.0,1.0,4.0,37.0,41.0,89.0,10.0,25.0,1.0,3.0,74.0,172.0,13.0,33.0,9.0,196.0,863,2.0,3.0,3.0,7.0,17.0,4.0,,14.0,38.0,110.0,36.0,3.0,,25.0,10.0,5.0,63.0,12.0,75.0,9.0,30.0,13.0,20.0,162.0,1.0,,16.0,36.0,52.0,1.0,53.0,11.0,5.0,6.0,19.0,5.0,16.0,8.0,,27.0,17.0,30.0,,20.0,,2.0,10.0,,5.0,,1.0,,1.0,14.0,113.0,0.25675675675675674,0.25675675675675674,0.9230769230769231,0.3939393939393939,0.3939393939393939,0.43023255813953487,0.6666666666666666,0.4560975609756098,0.5833333333333334,0.4666666666666667,0.5833333333333334,0.3333333333333333,0.16097560975609757,0.029069767441860465,0.06521739130434782,0.05405405405405406,25.732899022801302,0.7037037037037037,,0.13432835820895522,0.003003003003003003,0.13559322033898305,0.13471502590673576,0.0023584905660377358,,0.09195402298850575,0.13333333333333333,0.17582417582417584,0.14736842105263157,0.22439024390243903,0.43478260869565216,0.46511627906976744,0.3,0.18048780487804877,0.43414634146341463,0.4606741573033708,0.4606741573033708,0.2682926829268293,0.12195121951219512,0.4,0.4,0.9,0.16666666666666666,1.0,0.16666666666666666,0.19047619047619047,0.14285714285714285,0.3853658536585366,0.4,0.4728009756097561,0.4984583333333333,0.45588095238095233,0.023809523809523808,0.02824858757062147,0.03571428571428571,0.07142857142857142,11.98081395348837,25.224242424242423,0.1417910447761194,,13.0,3.0,8.0,,7.0,3.0,,1.0,3.0,1.0,3.0,2.0,,1.0,,1.0,,0.4117647058823529,0.3333333333333333,,,0.00980392156862745,,0.08695652173913043,0.00909090909090909,0.35135135135135137,0.37142857142857144,0.15384615384615385,0.03902439024390244,0.375,0.42857142857142855,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,2.0,,1.0,1.0,,1.0,,1.0,0.3333333333333333,,0.030303030303030304,,0.125,0.3333333333333333,1.0,1.0,0.047619047619047616,,,,,,,,,,,,True,,,,,,
202087,1610612740,Alonzo Gee,Alonzo Gee,202087,NOP,28378.0,473,-109,937,935,96.0,121.0,101.0,1872,18.0,33.0,3.0,9.0,4.0,4.0,5.0,12.0,,2.0,,,24.0,49.0,7.0,27.0,6.0,75.0,1010,3.0,9.0,2.0,6.0,6.0,,,6.0,30.0,18.0,21.0,,4.0,2.0,,8.0,22.0,6.0,28.0,5.0,13.0,2.0,7.0,62.0,14.0,1.0,19.0,26.0,51.0,18.0,69.0,17.0,11.0,6.0,7.0,2.0,3.0,7.0,1.0,14.0,11.0,44.0,,12.0,1.0,2.0,9.0,1.0,5.0,,,,,6.0,95.0,0.625,0.6818181818181818,1.0,0.25925925925925924,0.25925925925925924,0.4897959183673469,0.3333333333333333,0.45394736842105265,0.2727272727272727,0.46875,0.2727272727272727,0.5,0.35526315789473684,0.16326530612244897,0.24242424242424243,,8.918406072106263,0.5,0.045454545454545456,0.08176100628930817,0.040229885057471264,0.14728682170542637,0.10067114093959731,0.03505154639175258,0.008,0.04040404040404041,0.03571428571428571,0.14074074074074075,0.15625,0.4342105263157895,0.5454545454545454,0.72,0.6111111111111112,0.05263157894736842,0.15789473684210525,0.4166666666666667,0.4166666666666667,0.8,0.02631578947368421,,,,0.8181818181818182,0.3333333333333333,,0.6666666666666666,,0.7894736842105263,,0.5972592105263157,0.6192500000000001,0.68735,0.0625,0.09433962264150944,0.08,0.08,5.9530612244897965,23.55555555555555,0.10245464247598719,3.0,1.0,7.0,25.0,,3.0,1.0,3.0,2.0,4.0,,1.0,3.0,2.0,,,2.0,,0.5,0.5,0.021897810218978103,0.056451612903225805,0.06060606060606061,0.010101010101010102,0.12121212121212122,0.05555555555555555,0.25,0.25,,0.32894736842105265,0.28,0.2916666666666667,1.0,0.75,6.0,2.0,,,1.0,,,,,,0.3,0.05263157894736842,,0.3333333333333333,2.0,,,,,,,1.0,,,0.037037037037037035,,0.04,0.18181818181818182,,,,,,,,,,,,,,,True,,,,,,
201967,1610612740,Dante Cunningham,Dante Cunningham,201967,NOP,35893.0,598,-127,1182,1189,135.0,159.0,140.0,2371,21.0,32.0,2.0,3.0,8.0,11.0,11.0,27.0,6.0,12.0,2.0,2.0,35.0,70.0,12.0,39.0,22.0,128.0,1336,3.0,4.0,4.0,8.0,9.0,5.0,6.0,26.0,60.0,10.0,36.0,,2.0,12.0,6.0,7.0,22.0,4.0,26.0,4.0,5.0,3.0,14.0,56.0,9.0,2.0,15.0,20.0,35.0,15.0,50.0,13.0,9.0,4.0,3.0,1.0,1.0,6.0,1.0,9.0,23.0,41.0,,18.0,2.0,,29.0,1.0,13.0,2.0,9.0,8.0,9.0,26.0,135.0,0.8571428571428571,0.8823529411764706,1.0,0.3076923076923077,0.3076923076923077,0.5,0.75,0.48623853211009177,0.375,0.5203252032520326,0.4444444444444444,0.7647058823529411,0.3577981651376147,0.1,0.125,0.2727272727272727,9.777777777777779,0.3333333333333333,0.05263157894736842,0.05952380952380952,0.019955654101995565,0.07894736842105263,0.06653992395437262,0.021630615640599003,0.024242424242424242,0.07291666666666667,0.029411764705882353,0.07246376811594203,0.07333333333333333,0.29357798165137616,0.65625,0.75,0.8571428571428571,0.10091743119266056,0.24770642201834864,0.4074074074074074,0.4074074074074074,0.9090909090909091,0.11009174311926606,0.5,0.5,1.0,0.375,0.6666666666666666,0.25,0.5714285714285714,0.14285714285714285,0.6513761467889908,0.5,0.5388761467889909,0.5387928571428572,0.6038035714285714,0.10743801652892562,0.15853658536585366,0.0625,0.203125,9.591428571428573,23.94102564102564,0.11421319796954314,6.0,3.0,6.0,27.0,2.0,7.0,,4.0,2.0,2.0,1.0,1.0,2.0,1.0,,,1.0,2.0,0.7777777777777778,0.7142857142857143,0.02666666666666667,0.013605442176870748,0.02158273381294964,0.028037383177570093,0.1,0.03636363636363636,0.2727272727272727,0.375,0.6666666666666666,0.24770642201834864,0.2222222222222222,0.2222222222222222,1.0,0.75,,1.0,1.0,1.0,1.0,1.0,6.0,1.0,,,,0.023255813953488372,0.6666666666666666,0.5,2.0,1.0,3.0,,1.0,,2.0,,,0.4,,,,0.25,,,0.21428571428571427,0.3333333333333333,0.5,,,,,,,,,,True,,,,,,
203076,1610612740,Anthony Davis,Anthony Davis,203076,NOP,40693.0,678,-99,1328,1330,78.0,155.0,143.0,2658,58.0,84.0,11.0,17.0,6.0,130.0,80.0,171.0,9.0,26.0,4.0,1.0,187.0,385.0,12.0,37.0,69.0,479.0,1473,24.0,36.0,5.0,53.0,20.0,1.0,14.0,26.0,278.0,96.0,33.0,3.0,14.0,25.0,9.0,17.0,28.0,12.0,40.0,8.0,15.0,4.0,9.0,92.0,21.0,,31.0,117.0,153.0,25.0,178.0,26.0,20.0,6.0,18.0,6.0,7.0,13.0,3.0,31.0,18.0,31.0,3.0,91.0,3.0,2.0,97.0,10.0,41.0,6.0,30.0,17.0,30.0,26.0,78.0,0.7433155080213903,0.7722222222222223,0.9166666666666666,0.32432432432432434,0.3333333333333333,0.4857142857142857,0.6666666666666666,0.48578199052132703,0.6219512195121951,0.5108932461873639,0.6162790697674418,0.4482758620689655,0.08767772511848342,0.04415584415584416,0.09523809523809523,0.05384615384615385,32.642140468227424,0.5806451612903226,,0.2588495575221239,0.04183266932270916,0.16847826086956522,0.23270440251572327,0.03714710252600297,0.02127659574468085,0.2248062015503876,0.3106060606060606,0.24607329842931938,0.15333333333333332,0.1990521327014218,0.6904761904761905,0.7631578947368421,0.6896551724137931,0.3080568720379147,0.4052132701421801,0.4678362573099415,0.47337278106508873,0.8375,0.061611374407582936,0.34615384615384615,0.34615384615384615,0.8888888888888888,0.4146341463414634,0.6470588235294118,0.0975609756097561,0.2857142857142857,0.047619047619047616,0.28672985781990523,0.36,0.47708028503562955,0.5203605263157894,0.4698095238095238,0.09050772626931568,0.0985576923076923,0.11064718162839249,0.054279749478079335,10.948051948051946,25.94324324324324,0.058734939759036146,3.0,49.0,3.0,11.0,2.0,6.0,4.0,4.0,7.0,11.0,2.0,2.0,2.0,,1.0,13.0,1.0,4.0,0.3,0.2857142857142857,0.023391812865497075,0.059880239520958084,0.047619047619047616,0.015748031496062992,0.23529411764705882,0.03414634146341464,0.3769230769230769,0.3983739837398374,0.6530612244897959,0.026066350710900472,0.2727272727272727,0.2727272727272727,1.0,0.5,5.0,3.0,,,,11.0,17.0,,,,0.22727272727272727,0.045454545454545456,0.5666666666666667,0.2727272727272727,1.0,,,1.0,,1.0,,,0.2,,,0.011695906432748537,,0.024390243902439025,0.25,1.0,,,,,,2.0,,1.0,,,,,True,,,,,,
201569,1610612740,Eric Gordon,Eric Gordon,201569,NOP,28176.0,470,-29,919,909,65.0,118.0,89.0,1828,26.0,49.0,2.0,4.0,2.0,23.0,11.0,28.0,33.0,90.0,4.0,5.0,46.0,100.0,35.0,100.0,35.0,232.0,956,4.0,8.0,5.0,16.0,3.0,6.0,7.0,15.0,46.0,46.0,87.0,18.0,,90.0,33.0,9.0,33.0,9.0,42.0,3.0,19.0,3.0,11.0,93.0,2.0,,11.0,16.0,30.0,2.0,32.0,13.0,8.0,5.0,16.0,3.0,7.0,7.0,2.0,23.0,12.0,28.0,1.0,38.0,,,37.0,5.0,17.0,1.0,7.0,5.0,9.0,15.0,65.0,0.5,0.5,0.8285714285714286,0.35,0.35,0.46,0.5,0.4925,0.5384615384615384,0.5395348837209303,0.5714285714285714,0.625,0.5,0.09,0.12244897959183673,0.13043478260869565,23.310479921645445,0.6956521739130435,,0.049079754601226995,0.006369426751592357,0.07534246575342465,0.057203389830508475,0.0043859649122807015,0.00909090909090909,0.04081632653061224,0.010101010101010102,0.08527131782945736,0.06896551724137931,0.245,0.5306122448979592,0.6046511627906976,0.46153846153846156,0.115,0.14,0.39285714285714285,0.39285714285714285,0.7272727272727273,0.45,0.36666666666666664,0.36666666666666664,0.8181818181818182,0.3076923076923077,0.5,0.3076923076923077,0.2222222222222222,0.5555555555555556,0.745,0.36666666666666664,0.5275065326633166,0.539540909090909,0.50956875,0.08878504672897196,0.15178571428571427,0.06896551724137931,0.06465517241379311,8.081999999999999,25.10199999999999,0.07072905331882481,1.0,9.0,2.0,10.0,2.0,1.0,6.0,,2.0,9.0,,2.0,1.0,,,,,,0.3333333333333333,0.4444444444444444,,,0.01098901098901099,,0.1,0.01818181818181818,0.391304347826087,0.45,0.3333333333333333,0.05,0.2,0.2,1.0,0.5,3.0,1.0,,,,,2.0,,,,0.16666666666666666,,0.2222222222222222,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,,0.4,0.3333333333333333,,,,0.07692307692307693,0.5,0.5,0.1111111111111111,,0.4,,2.0,2.0,0.0196078431372549,,2.0,2.0,,,True,,,,,,
