EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,DefensiveGoaltends,FG3APct,Corner3Frequency,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,3SecondViolations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,SelfOReb,ThreePtShootingFoulsDrawn,SelfORebPct,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,Travels,Technical Free Throw Trips,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3FGM,SecondChanceFG3M,HeaveMakes,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,BlockedLongMidRange,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,on,LongMidRangePctBlocked,OffensiveGoaltends,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Corner3PctBlocked
1626143,1610612755,Jahlil Okafor,Jahlil Okafor,1626143,PHI,7541.0,126,-61,255,257,17,14,21,512,24,37,7.0,10.0,2.0,2.0,11.0,25,3.0,11.0,38,73,10.0,86,305,7.0,10.0,2.0,16.0,4.0,6,2.0,10,24,52.0,12.0,9.0,3.0,3.0,3.0,6.0,1.0,8.0,5.0,17,1.0,23,9.0,32,2.0,1.0,1.0,5.0,3.0,1.0,2.0,6.0,8.0,10.0,1.0,10,1.0,11.0,3.0,7.0,4.0,3.0,1.0,4.0,2.0,10,17,0.3157894736842105,0.375,0.5205479452054794,0.7,0.6666666666666666,0.5205479452054794,0.7,0.6666666666666666,0.5584415584415584,0.7272727272727273,0.7142857142857143,0.1232876712328767,0.24324324324324326,29.96389891696751,0.8333333333333334,0.1111111111111111,0.25,0.1111111111111111,0.16666666666666666,0.02564102564102564,0.22448979591836735,0.08108108108108109,0.15151515151515152,0.08,0.07142857142857142,0.030303030303030304,0.23809523809523808,0.25925925925925924,0.25,0.17391304347826086,0.14285714285714285,0.5,0.5068493150684932,0.6486486486486487,0.8571428571428571,0.25,0.3424657534246575,0.44,0.44,0.36363636363636365,0.1506849315068493,0.2727272727272727,0.2727272727272727,0.6666666666666666,1.0,0.7,0.14285714285714285,0.3333333333333333,1.0,0.5068493150684932,0.5077068493150685,0.7462857142857143,0.49305,0.09090909090909091,0.09090909090909091,0.18604651162790697,0.11627906976744186,6.290410958904109,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1626158,1610612755,Richaun Holmes,Richaun Holmes,1626158,PHI,4925.0,82,-22,178,174,57,56,14,352,13,17,,1.0,2.0,4.0,3.0,7,,3.0,16,27,2.0,34,196,,1.0,,,2.0,9,,4,30,2.0,,1.0,2.0,4.0,1.0,10.0,1.0,2.0,7.0,6,4.0,17,3.0,20,3.0,3.0,,3.0,2.0,1.0,1.0,4.0,3.0,5.0,,3,,3.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,4,57,0.9375,0.9375,0.5925925925925926,,0.2222222222222222,0.48484848484848486,,0.18181818181818182,0.5,,0.18181818181818182,0.037037037037037035,0.058823529411764705,19.895287958115183,0.75,0.8,0.13636363636363635,0.037037037037037035,0.2413793103448276,0.038461538461538464,0.1780821917808219,0.0375,,0.05,0.05555555555555555,0.05,,0.15384615384615385,0.21052631578947367,0.21739130434782608,0.3333333333333333,0.3333333333333333,0.5151515151515151,0.7647058823529411,0.8125,0.9230769230769231,0.21212121212121213,0.42857142857142855,0.42857142857142855,1.0,0.09090909090909091,,,,1.0,,,0.36363636363636365,0.5,0.696969696969697,0.5900621212121212,0.4778,0.5178272727272727,0.058823529411764705,0.07142857142857142,,0.11764705882352941,4.733333333333333,0.3202247191011236,1.0,5.0,2.0,6.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18181818181818182,0.030303030303030304,0.15151515151515152,0.18181818181818182,25.183333333333337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
203088,1610612755,Kendall Marshall,Kendall Marshall,203088,PHI,23978.0,400,-114,834,826,192,228,71,1660,11,21,,,2.0,3.0,8.0,24,8.0,24.0,27,69,9.0,111,952,,,,,5.0,14,3.0,34,16,38.0,,5.0,50.0,73.0,32.0,169.0,1.0,1.0,7.0,19,,26,2.0,28,16.0,7.0,9.0,24.0,19.0,19.0,5.0,43.0,16.0,30.0,,21,2.0,13.0,1.0,7.0,2.0,1.0,1.0,2.0,,34,192,0.2962962962962963,0.2962962962962963,0.391304347826087,,0.35714285714285715,0.4322033898305085,,0.5344827586206896,0.4475806451612903,,0.5666666666666667,0.07246376811594203,0.14285714285714285,18.331503841931944,0.5581395348837209,,0.07883817427385892,0.004,0.06140350877192982,0.0072992700729927005,0.07323943661971831,0.00516795865633075,,0.011627906976744186,,0.008928571428571428,0.1,0.07058823529411765,0.06578947368421052,0.06451612903225806,0.047619047619047616,,0.17796610169491525,0.5238095238095238,0.6111111111111112,0.18181818181818182,0.2033898305084746,0.3333333333333333,0.36363636363636365,0.25,0.2033898305084746,0.3333333333333333,0.3333333333333333,0.5,,,,0.10344827586206896,0.6666666666666666,0.5932203389830508,0.48330173913043467,0.3804,0.4581814814814816,0.056451612903225805,0.09333333333333334,,0.3063063063063063,10.031884057971018,0.2302158273381295,11.0,38.0,12.0,49.0,15.0,37.0,23.0,15.0,8.0,9.0,12.0,,7.0,1.0,,0.4152542372881356,0.09322033898305085,0.3220338983050847,0.41379310344827586,26.663265306122454,4.0,1.0,3.0,12.0,2.0,6.0,16.0,2.0,7.0,42.0,6.0,1.0,12.0,9.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,0.875,0.32653061224489793,0.4666666666666667,0.3333333333333333,0.08333333333333333,0.36363636363636365,0.36363636363636365,1.0,0.3157894736842105,0.3157894736842105,0.8333333333333334,1.0,0.10344827586206896,0.3333333333333333,0.5,0.32432432432432434,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
203138,1610612755,Hollis Thompson,Hollis Thompson,203138,PHI,11725.0,195,-46,412,411,134,164,36,823,5,9,1.0,3.0,1.0,2.0,2.0,6,2.0,11.0,9,26,8.0,74,484,1.0,3.0,1.0,3.0,1.0,8,,17,16,2.0,2.0,1.0,5.0,7.0,2.0,16.0,,3.0,6.0,10,,16,3.0,19,5.0,4.0,1.0,3.0,2.0,2.0,1.0,5.0,14.0,23.0,,10,,11.0,1.0,3.0,1.0,,1.0,1.0,1.0,17,134,0.8888888888888888,1.0,0.34615384615384615,0.3333333333333333,0.125,0.515625,0.25,0.38636363636363635,0.5441176470588235,0.375,0.38636363636363635,0.038461538461538464,,16.114790286975715,0.6,,0.08547008547008547,0.02631578947368421,0.10714285714285714,,0.09248554913294797,0.016129032258064516,0.025,0.05128205128205128,,,0.18181818181818182,0.041666666666666664,0.05555555555555555,0.11363636363636363,0.08333333333333333,1.0,0.140625,0.5555555555555556,0.5555555555555556,0.8,0.09375,0.3333333333333333,0.4,1.0,0.171875,0.18181818181818182,0.18181818181818182,1.0,0.75,0.3333333333333333,,0.09090909090909091,0.5,0.734375,0.49449296875000004,0.5967375,0.4890568181818182,0.07352941176470588,0.10714285714285714,0.04054054054054054,0.22972972972972974,10.403846153846153,0.32524271844660196,11.0,27.0,8.0,38.0,14.0,27.0,2.0,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,0.59375,0.171875,0.421875,0.36363636363636365,25.07105263157895,6.0,2.0,6.0,10.0,,3.0,16.0,1.0,5.0,48.0,,,10.0,1.0,,,1.0,,,,2.0,1.0,0.42105263157894735,0.35714285714285715,0.42105263157894735,0.16666666666666666,0.5454545454545454,0.5454545454545454,1.0,0.37037037037037035,0.37037037037037035,1.0,,0.2727272727272727,0.3333333333333333,0.375,0.37037037037037035,1.0,1.0,2.0,0.02631578947368421,0.25,0.05,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
203477,1610612755,Isaiah Canaan,Isaiah Canaan,203477,PHI,8824.0,147,-61,298,306,41,64,23,604,2,4,,,1.0,1.0,3.0,6,,1.0,5,11,6.0,58,364,1.0,1.0,,2.0,1.0,1,,5,4,6.0,,1.0,7.0,15.0,5.0,38.0,,1.0,7.0,4,1.0,12,1.0,13,4.0,1.0,3.0,5.0,5.0,1.0,,6.0,6.0,10.0,,7,2.0,10.0,1.0,3.0,,,,,,5,41,0.4,0.4,0.45454545454545453,1.0,1.0,0.6341463414634146,1.0,0.5,0.6477272727272727,1.0,0.5,0.09090909090909091,0.25,15.527950310559005,0.8333333333333334,0.1111111111111111,0.0449438202247191,0.012048192771084338,0.175,,0.08527131782945736,0.007575757575757576,,,0.04,,0.06060606060606061,0.034482758620689655,0.037037037037037035,0.16129032258064516,0.2222222222222222,,0.0975609756097561,0.5,0.6666666666666666,0.5,0.14634146341463414,0.5,0.5,0.3333333333333333,0.024390243902439025,,,,,,,0.2,1.0,0.8292682926829268,0.5146280487804877,0.3746,0.4687,0.09090909090909091,0.23076923076923078,0.034482758620689655,0.08620689655172414,6.381818181818181,0.13758389261744966,9.0,21.0,2.0,30.0,4.0,21.0,8.0,7.0,1.0,1.0,,,1.0,,,0.7317073170731707,0.21951219512195122,0.5121951219512195,0.4,24.89666666666667,4.0,1.0,2.0,10.0,,,14.0,,1.0,27.0,15.0,,10.0,1.0,,,,,,,,0.6428571428571429,0.4666666666666667,0.25,0.4666666666666667,,0.4444444444444444,0.4444444444444444,1.0,0.47619047619047616,0.47619047619047616,0.5,,0.4,0.5,,0.47619047619047616,,,1.0,,,0.03225806451612903,1.0,2.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
203960,1610612755,JaKarr Sampson,JaKarr Sampson,203960,PHI,3625.0,60,1,131,123,32,26,11,254,7,10,1.0,3.0,,1.0,1.0,5,,2.0,8,17,8.0,24,139,1.0,4.0,2.0,4.0,,2,7.0,7,6,10.0,2.0,1.0,1.0,4.0,,11.0,,4.0,2.0,6,,8,4.0,12,,,,2.0,1.0,5.0,1.0,7.0,5.0,10.0,2.0,6,,10.0,2.0,3.0,2.0,2.0,,2.0,1.0,7,32,0.375,0.42857142857142855,0.47058823529411764,0.25,,0.42105263157894735,0.25,,0.5217391304347826,0.4,0.5,0.058823529411764705,0.1,20.97902097902098,0.2857142857142857,,0.1935483870967742,0.1111111111111111,0.09523809523809523,,0.15384615384615385,0.08,0.21428571428571427,0.07142857142857142,,,0.09090909090909091,0.23076923076923078,0.2857142857142857,0.0625,0.2,0.5,0.5263157894736842,0.7,0.7777777777777778,0.42857142857142855,0.2631578947368421,0.2,0.2,,0.10526315789473684,,,,0.75,0.3333333333333333,,0.3333333333333333,,0.631578947368421,0.5560710526315789,0.586275,0.42766666666666664,0.15,0.16666666666666666,0.16666666666666666,0.2916666666666667,4.447058823529412,0.24427480916030533,,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,,1.0,,,0.10526315789473684,,0.10526315789473684,0.3333333333333333,26.1,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.2222222222222222,,,1.0,,1.0,3.0,3.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,
203496,1610612755,Robert Covington,Robert Covington,203496,PHI,11074.0,185,-34,386,378,69,80,31,764,11,23,3.0,4.0,3.0,4.0,2.0,7,,1.0,13,31,10.0,105,415,5.0,6.0,3.0,16.0,4.0,6,3.0,23,14,12.0,6.0,3.0,7.0,10.0,5.0,23.0,2.0,4.0,9.0,27,2.0,38,6.0,44,7.0,6.0,1.0,4.0,4.0,5.0,,9.0,7.0,21.0,1.0,12,,14.0,3.0,6.0,3.0,3.0,,3.0,2.0,23,69,0.5384615384615384,0.7,0.41935483870967744,0.8333333333333334,0.6666666666666666,0.5459770114942529,0.7222222222222222,0.5,0.5706521739130435,0.8,0.5227272727272727,0.0967741935483871,0.13043478260869565,23.923444976076556,0.4444444444444444,0.18181818181818182,0.2288135593220339,0.035398230088495575,0.19148936170212766,0.030303030303030304,0.21818181818181817,0.0335195530726257,0.06,,0.034482758620689655,0.037037037037037035,0.1875,0.3142857142857143,0.2,0.1891891891891892,0.2,0.6666666666666666,0.26436781609195403,0.4782608695652174,0.55,0.5454545454545454,0.08045977011494253,0.2857142857142857,0.2857142857142857,0.5,0.011494252873563218,,,,0.4444444444444444,0.75,,0.2,0.75,0.9080459770114943,0.5288517857142858,0.51363125,0.4683583333333334,0.07692307692307693,0.17647058823529413,0.1523809523809524,0.21904761904761905,3.690322580645161,0.17875647668393782,6.0,50.0,12.0,56.0,14.0,47.0,3.0,1.0,2.0,1.0,1.0,,3.0,1.0,,0.6436781609195402,0.06896551724137931,0.5747126436781609,0.6,26.573214285714293,2.0,,2.0,21.0,1.0,4.0,23.0,3.0,4.0,66.0,3.0,2.0,20.0,1.0,,,,1.0,1.0,,4.0,0.9565217391304348,0.4107142857142857,0.2857142857142857,0.4074074074074074,,0.3333333333333333,0.3333333333333333,1.0,0.42,0.42857142857142855,0.9523809523809523,0.1111111111111111,0.1,,0.3333333333333333,0.425531914893617,2.0,2.0,1.0,0.046511627906976744,0.2222222222222222,0.017543859649122806,2.0,,,1.0,,1.0,1.0,1.0,1.0,0.3333333333333333,0.017857142857142856,0.02,1.0,1.0,,,,,,,True,,,,,,,,,,,
203917,1610612755,Nik Stauskas,Nik Stauskas,203917,PHI,9578.0,160,-53,337,334,106,124,29,671,17,27,1.0,1.0,7.0,9.0,1.0,4,2.0,7.0,20,38,10.0,71,386,1.0,2.0,,2.0,8.0,14,4.0,35,26,14.0,2.0,3.0,10.0,12.0,7.0,26.0,1.0,,9.0,8,,17,1.0,18,3.0,2.0,1.0,4.0,2.0,1.0,2.0,5.0,7.0,9.0,,10,,14.0,3.0,5.0,1.0,,1.0,1.0,1.0,35,106,0.65,0.6842105263157895,0.5263157894736842,0.5,0.5714285714285714,0.5258620689655172,0.5,0.7045454545454546,0.5564516129032258,0.5,0.7291666666666666,0.07894736842105263,0.1111111111111111,18.15718157181572,0.8,,0.0898876404494382,,0.20454545454545456,0.017543859649122806,0.12781954887218044,0.005952380952380952,,,,,0.05,0.1111111111111111,0.09090909090909091,0.21621621621621623,0.14285714285714285,1.0,0.46551724137931033,0.6296296296296297,0.7083333333333334,0.6470588235294118,0.06896551724137931,0.25,0.25,1.0,0.1206896551724138,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,,0.4090909090909091,0.7777777777777778,0.8103448275862069,0.5897077586206897,0.4405,0.5703681818181817,0.09836065573770492,0.125,0.028169014084507043,0.49295774647887325,4.98157894736842,0.314540059347181,2.0,18.0,6.0,20.0,8.0,18.0,2.0,,2.0,2.0,1.0,,1.0,1.0,,0.3448275862068966,0.034482758620689655,0.3103448275862069,0.2727272727272727,25.345,2.0,2.0,2.0,5.0,,3.0,7.0,,5.0,21.0,,,5.0,1.0,,,,,1.0,,,1.0,0.35,0.625,0.35,,1.0,1.0,1.0,0.2777777777777778,0.2777777777777778,1.0,,0.09090909090909091,1.0,0.5,0.2777777777777778,,,1.0,,,0.047619047619047616,,2.0,,1.0,1.0,,,,,,,,,,0.16666666666666666,,,,,,True,,,,,,,,,,,
201171,1610612755,Carl Landry,Carl Landry,201171,PHI,5560.0,93,-2,195,193,57,67,16,388,13,17,3.0,5.0,2.0,2.0,3.0,9,5.0,11.0,21,37,19.0,61,224,3.0,5.0,4.0,10.0,5.0,7,9.0,19,38,4.0,4.0,2.0,3.0,8.0,2.0,21.0,1.0,5.0,4.0,12,2.0,18,6.0,24,5.0,1.0,4.0,2.0,,1.0,2.0,3.0,5.0,11.0,,15,2.0,25.0,1.0,7.0,2.0,2.0,,2.0,2.0,19,57,0.9047619047619048,1.0,0.5675675675675675,0.6,0.7142857142857143,0.5384615384615384,0.6,0.5555555555555556,0.5980392156862745,0.7142857142857143,0.6785714285714286,0.05405405405405406,0.058823529411764705,25.35211267605634,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.09803921568627451,0.12121212121212122,0.037037037037037035,0.1839080459770115,0.07692307692307693,0.15384615384615385,0.15,,0.047619047619047616,0.2,0.29411764705882354,0.18181818181818182,0.13793103448275862,,1.0,0.4358974358974359,0.7647058823529411,0.8125,0.8461538461538461,0.23076923076923078,0.3333333333333333,0.375,1.0,0.28205128205128205,0.45454545454545453,0.45454545454545453,1.0,1.0,0.6,0.3333333333333333,0.2222222222222222,1.0,0.48717948717948717,0.48796538461538463,0.50075,0.45328333333333337,0.15555555555555556,0.16279069767441862,0.16393442622950818,0.3114754098360656,8.254054054054055,0.2923076923076923,,2.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,,,,1.0,3.0,,0.05128205128205128,,0.05128205128205128,0.2222222222222222,24.9,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,0.1111111111111111,,,,,,,,,,,,,2.0,,0.125,,,,,,6.0,5.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,
203924,1610612755,Jerami Grant,Jerami Grant,203924,PHI,9597.0,160,-68,324,328,60,84,27,652,15,23,2.0,2.0,3.0,3.0,2.0,6,,3.0,17,32,21.0,61,380,3.0,4.0,2.0,8.0,4.0,5,6.0,14,22,12.0,4.0,2.0,4.0,9.0,3.0,23.0,4.0,3.0,7.0,9,4.0,20,7.0,27,4.0,3.0,1.0,6.0,4.0,7.0,2.0,13.0,9.0,21.0,2.0,22,,29.0,3.0,16.0,11.0,7.0,4.0,11.0,8.0,14,60,0.6470588235294118,0.7333333333333333,0.53125,0.75,0.8,0.5,0.75,0.6666666666666666,0.5754716981132075,0.8,0.7,0.0625,0.043478260869565216,18.64406779661017,0.46153846153846156,0.36363636363636365,0.08108108108108109,0.031578947368421054,0.13725490196078433,0.07692307692307693,0.09876543209876543,0.047619047619047616,,0.034482758620689655,0.08695652173913043,0.07692307692307693,0.0975609756097561,0.05263157894736842,0.09375,0.09302325581395349,0.375,0.7272727272727273,0.575,0.6521739130434783,0.6818181818181818,0.6666666666666666,0.15,0.3333333333333333,0.4,0.5,0.075,,,,0.5,1.0,,0.5,1.0,0.775,0.58451125,0.5191666666666667,0.5655,0.3018867924528302,0.35555555555555557,0.13114754098360656,0.22950819672131148,3.69375,0.18518518518518517,4.0,4.0,,8.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,,1.0,1.0,0.2,0.1,0.1,,24.4625,2.0,,1.0,,,,2.0,,,6.0,,,,,1.0,6.0,1.0,1.0,,,2.0,1.0,0.25,,0.25,0.16666666666666666,0.5,0.5,1.0,,,,,0.16666666666666666,,,,,1.0,,0.05263157894736842,,,1.0,,1.0,,,,,,,,,,,,0.07692307692307693,1.0,,,,,True,,,,,,,,,,,
