EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SelfOReb,DefensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3FGM,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls Drawn,Technical Free Throw Trips,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,OffensiveGoaltends,on
200757,1610612737,Thabo Sefolosha,Thabo Sefolosha,200757,ATL,28787.0,480,11.0,925,956,244,265,96,1881,21.0,34,5.0,6.0,8.0,14.0,7.0,11.0,5.0,12.0,6.0,15.0,2.0,2.0,1.0,3.0,3.0,14.0,1.0,2.0,33.0,57,9.0,29.0,20.0,113.0,976,6.0,8.0,2.0,2.0,5.0,23.0,10.0,19.0,2.0,5.0,3.0,29.0,40.0,26.0,24.0,3.0,8.0,1.0,1.0,12.0,2.0,5.0,1.0,21,10.0,31,8.0,2.0,14.0,3.0,4.0,72,6.0,8.0,1.0,19,48,10.0,77,15.0,92,21.0,15.0,6.0,10.0,1.0,8.0,8.0,2.0,2.0,1.0,1.0,18,1.0,5.0,17.0,1.0,37.0,1.0,1.0,2.0,20.0,2.0,1.0,27.0,3.0,13.0,2.0,13.0,8.0,2.0,3.0,13.0,7.0,29.0,244,4.0,2.0,0.6060606060606061,0.6896551724137931,0.8888888888888888,0.3103448275862069,1.0,0.4,0.2857142857142857,0.5789473684210527,0.75,0.5263157894736842,0.5406976744186046,0.9,0.5416666666666666,0.576530612244898,0.9583333333333334,0.5576923076923077,0.3372093023255814,0.034482758620689655,0.08771929824561403,0.14705882352941177,0.06666666666666667,11.262135922330096,0.5555555555555556,0.37037037037037035,0.03571428571428571,0.1553398058252427,0.03076923076923077,0.12101910828025478,0.034482758620689655,0.14377682403433475,0.03225806451612903,0.018518518518518517,0.04918032786885246,0.03296703296703297,0.03787878787878788,0.023809523809523808,0.08737864077669903,0.14606741573033707,0.2222222222222222,0.12280701754385964,0.11627906976744186,0.5384615384615384,0.3953488372093023,0.6176470588235294,0.7241379310344828,0.5714285714285714,0.12790697674418605,0.6363636363636364,0.6363636363636364,0.42857142857142855,0.13953488372093023,0.4166666666666667,0.4166666666666667,1.0,0.1744186046511628,0.4,0.42857142857142855,1.0,0.16279069767441862,0.21428571428571427,0.21428571428571427,0.6666666666666666,0.6,0.8333333333333334,0.2,0.2,1.0,1.0,0.5833333333333334,0.5714285714285714,0.125,0.3333333333333333,0.08333333333333333,0.5,0.7325581395348837,0.16666666666666666,0.541199411764706,0.50925625,0.555004347826087,0.13541666666666666,0.19402985074626866,0.20353982300884957,0.25663716814159293,6.37719298245614,25.28620689655172,0.2637837837837838,,,,,,,,,,,,,,,,,,,,,,,,,True
200794,1610612737,Paul Millsap,Paul Millsap,200794,ATL,16579.0,276,62.0,556,560,126,142,53,1116,22.0,39,2.0,7.0,3.0,6.0,11.0,29.0,5.0,14.0,,4.0,,1.0,,1.0,11.0,25.0,6.0,10.0,38.0,82,11.0,29.0,23.0,132.0,562,2.0,9.0,,2.0,3.0,7.0,8.0,19.0,6.0,11.0,7.0,41.0,44.0,32.0,33.0,,2.0,,,25.0,11.0,9.0,,13,10.0,23,5.0,5.0,10.0,1.0,2.0,56,10.0,4.0,,20,40,6.0,66,14.0,80,15.0,7.0,8.0,15.0,3.0,6.0,12.0,2.0,9.0,,4.0,27,,8.0,10.0,,23.0,1.0,2.0,2.0,35.0,1.0,1.0,36.0,2.0,16.0,3.0,22.0,19.0,,3.0,22.0,12.0,41.0,126,4.0,2.0,0.5789473684210527,0.5945945945945946,1.0,0.3793103448275862,,0.5454545454545454,0.3793103448275862,0.4634146341463415,0.2222222222222222,0.42105263157894735,0.49099099099099097,0.18181818181818182,0.5666666666666667,0.515625,0.2692307692307692,0.5540540540540541,0.26126126126126126,,0.10975609756097561,0.15384615384615385,,24.959481361426256,0.5555555555555556,0.2857142857142857,,0.2185792349726776,0.02962962962962963,0.2222222222222222,0.09615384615384616,0.21978021978021978,0.058577405857740586,0.01818181818181818,0.030303030303030304,0.0425531914893617,0.1038961038961039,0.07407407407407407,0.1891891891891892,0.22916666666666666,0.2459016393442623,0.23529411764705882,0.18181818181818182,0.5454545454545454,0.35135135135135137,0.5641025641025641,0.6666666666666666,0.6363636363636364,0.26126126126126126,0.3793103448275862,0.4230769230769231,0.36363636363636365,0.12612612612612611,0.35714285714285715,0.35714285714285715,0.8,0.036036036036036036,,,,0.22522522522522523,0.44,0.44,1.0,0.6363636363636364,0.2857142857142857,,0.09090909090909091,,,0.2,0.5,0.03333333333333333,,0.3333333333333333,0.6,0.6126126126126126,0.44,0.5066054054054056,0.45427,0.47653833333333334,0.128,0.16666666666666666,0.05303030303030303,0.3106060606060606,6.4621951219512175,24.796551724137927,0.22661870503597123,1.0,1.0,1.0,1.0,0.10344827586206896,0.019230769230769232,0.09090909090909091,,,,,,,,,,,,,,,,,,True
201143,1610612737,Al Horford,Al Horford,201143,ATL,29905.0,498,103.0,985,981,203,244,89,1966,52.0,69,9.0,16.0,9.0,10.0,12.0,23.0,21.0,55.0,2.0,6.0,,,,1.0,15.0,30.0,2.0,4.0,85.0,147,17.0,36.0,17.0,238.0,983,11.0,18.0,2.0,2.0,3.0,31.0,13.0,21.0,2.0,5.0,5.0,37.0,136.0,34.0,51.0,,12.0,,,30.0,15.0,2.0,,35,32.0,67,21.0,11.0,24.0,3.0,8.0,166,9.0,20.0,,30,61,7.0,98,29.0,127,16.0,14.0,2.0,12.0,,8.0,7.0,2.0,4.0,,1.0,19,1.0,2.0,21.0,,36.0,,5.0,3.0,22.0,1.0,,23.0,7.0,13.0,2.0,23.0,14.0,3.0,6.0,26.0,18.0,37.0,203,2.0,1.0,0.8,0.8607594936708861,1.0,0.4722222222222222,1.0,0.4,0.4722222222222222,0.5782312925170068,0.6111111111111112,0.6190476190476191,0.6038251366120219,0.7,0.6153846153846154,0.6230366492146597,0.6739130434782609,0.6607142857142857,0.19672131147540983,,0.013605442176870748,0.014492753623188406,,19.408502772643253,0.631578947368421,0.30434782608695654,,0.18373493975903615,0.07751937984496124,0.17341040462427745,0.046632124352331605,0.1801980198019802,0.06430155210643015,0.10526315789473684,0.07692307692307693,0.05102040816326531,0.041666666666666664,0.061224489795918366,0.19827586206896552,0.17708333333333334,0.175,0.1885245901639344,0.13725490196078433,0.6923076923076923,0.3770491803278688,0.7536231884057971,0.7647058823529411,0.7884615384615384,0.12568306010928962,0.5217391304347826,0.5454545454545454,0.6666666666666666,0.3005464480874317,0.38181818181818183,0.38181818181818183,0.9047619047619048,0.03278688524590164,0.3333333333333333,0.3333333333333333,1.0,0.16393442622950818,0.5,0.5,1.0,0.8,0.5625,0.2222222222222222,,,,0.38461538461538464,0.9,0.038461538461538464,,0.15384615384615385,0.5,0.5737704918032787,0.5,0.5296590163934426,0.5901833333333334,0.5306884615384615,0.06878306878306878,0.08496732026143791,0.13025210084033614,0.15546218487394958,8.568707482993197,24.76666666666667,0.20609137055837565,2.0,4.0,2.0,3.0,0.043478260869565216,0.05063291139240506,0.1,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,True
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,10591.0,177,-2.0,356,367,59,78,27,723,18.0,35,,1.0,1.0,5.0,7.0,15.0,4.0,12.0,1.0,1.0,,,,,9.0,18.0,,2.0,29.0,62,10.0,19.0,20.0,108.0,400,,2.0,2.0,2.0,2.0,8.0,3.0,8.0,,2.0,2.0,8.0,6.0,52.0,18.0,12.0,,,,18.0,9.0,12.0,,29,8.0,37,6.0,2.0,15.0,6.0,8.0,82,,2.0,,9,9,,18,2.0,20,10.0,5.0,5.0,15.0,2.0,9.0,6.0,,6.0,,,21,1.0,6.0,7.0,1.0,18.0,2.0,,,20.0,,1.0,26.0,,11.0,1.0,,,,,1.0,1.0,8.0,59,3.0,1.0,0.10344827586206896,0.10344827586206896,0.6,0.5263157894736842,1.0,,0.5263157894736842,0.46774193548387094,,0.375,0.5432098765432098,0.75,0.3,0.5698924731182796,0.8,0.3333333333333333,0.2345679012345679,,0.1935483870967742,0.2571428571428571,,29.23076923076923,0.7142857142857143,,,0.08256880733944955,0.021505376344086023,0.140625,,0.10404624277456648,0.012987012987012988,,0.038461538461538464,0.03225806451612903,,,0.047619047619047616,0.08108108108108109,0.13333333333333333,0.10869565217391304,0.2222222222222222,1.0,0.43209876543209874,0.5142857142857142,0.6923076923076923,0.16666666666666666,0.18518518518518517,0.4666666666666667,0.5833333333333334,,0.14814814814814814,0.3333333333333333,0.3333333333333333,,0.012345679012345678,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,0.5555555555555556,0.25,,,,,,0.5,0.2,,,0.2,,0.6666666666666666,0.5,0.5421154320987654,0.48925,0.5212399999999999,0.11956521739130435,0.1506849315068493,0.07407407407407407,0.07407407407407407,6.237096774193549,24.936842105263157,0.16573033707865167,2.0,1.0,,,0.2,0.03333333333333333,0.5,2.0,1.0,1.0,,,1.0,1.0,2.0,2.0,,,,,,,,,True
203501,1610612737,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,ATL,51842.0,864,101.0,1714,1726,405,498,161,3440,42.0,62,3.0,3.0,11.0,16.0,7.0,19.0,17.0,41.0,17.0,47.0,1.0,3.0,4.0,9.0,31.0,96.0,7.0,27.0,66.0,122,48.0,143.0,50.0,326.0,1742,5.0,7.0,5.0,13.0,2.0,27.0,14.0,24.0,11.0,36.0,13.0,74.0,92.0,40.0,135.0,9.0,6.0,1.0,3.0,92.0,30.0,12.0,3.0,32,19.0,51,14.0,5.0,17.0,4.0,11.0,121,3.0,4.0,,24,49,6.0,79,7.0,86,21.0,15.0,6.0,12.0,3.0,8.0,11.0,3.0,4.0,,1.0,23,1.0,4.0,22.0,1.0,48.0,3.0,2.0,,47.0,2.0,2.0,56.0,4.0,17.0,7.0,7.0,5.0,1.0,1.0,7.0,4.0,74.0,405,4.0,5.0,0.696969696969697,0.7301587301587301,0.9375,0.3356643356643357,0.38461538461538464,0.3055555555555556,0.3357142857142857,0.5409836065573771,0.7142857142857143,0.5833333333333334,0.5207547169811321,0.625,0.5083333333333333,0.5609756097560976,0.65,0.553030303030303,0.539622641509434,0.02097902097902098,0.09836065573770492,0.12903225806451613,,16.376122556788168,0.5217391304347826,0.12244897959183673,,0.08581436077057793,0.00881057268722467,0.08247422680412371,0.009036144578313253,0.08468677494199536,0.008905852417302799,0.011904761904761904,0.015748031496062992,,0.004081632653061225,0.022988505747126436,0.06763285024154589,0.09090909090909091,0.10050251256281408,0.07511737089201878,0.10256410256410256,0.5714285714285714,0.2339622641509434,0.6774193548387096,0.7777777777777778,0.6904761904761905,0.07169811320754717,0.3684210526315789,0.4375,0.5714285714285714,0.15471698113207547,0.4146341463414634,0.425,0.7647058823529411,0.17735849056603772,0.3617021276595745,0.3617021276595745,0.9411764705882353,0.3622641509433962,0.3229166666666667,0.3333333333333333,0.9354838709677419,0.15,1.0,,0.15,0.3333333333333333,1.0,0.26666666666666666,0.6875,0.15,0.4444444444444444,0.45,0.25925925925925924,0.7735849056603774,0.32608695652173914,0.5424318702290079,0.5362233333333334,0.5378525423728814,0.075,0.1259259259259259,0.08282208588957055,0.22699386503067484,8.424590163934425,25.272027972027974,0.23628938156359394,10.0,2.0,,,0.15789473684210525,0.015267175572519083,0.5,4.0,,,,,0.4,0.75,5.0,4.0,1.0,2.0,4.0,0.024390243902439025,0.03125,0.027586206896551724,,,True
203471,1610612737,Dennis Schroder,Dennis Schroder,203471,ATL,35584.0,593,96.0,1166,1164,259,293,110,2330,65.0,120,3.0,6.0,20.0,38.0,8.0,34.0,31.0,74.0,2.0,6.0,,,,1.0,23.0,75.0,9.0,23.0,104.0,228,25.0,81.0,66.0,349.0,1143,7.0,15.0,1.0,6.0,4.0,21.0,31.0,65.0,9.0,24.0,20.0,109.0,46.0,162.0,63.0,12.0,,,3.0,72.0,23.0,24.0,,83,50.0,133,48.0,2.0,54.0,11.0,18.0,316,3.0,2.0,1.0,37,42,,79,6.0,85,23.0,14.0,9.0,48.0,11.0,31.0,27.0,2.0,17.0,1.0,5.0,75,3.0,14.0,22.0,2.0,60.0,3.0,2.0,3.0,80.0,2.0,3.0,85.0,14.0,39.0,8.0,3.0,2.0,,1.0,3.0,2.0,109.0,259,2.0,7.0,0.22115384615384615,0.22115384615384615,0.84,0.30864197530864196,0.16666666666666666,0.375,0.32051282051282054,0.45614035087719296,0.4666666666666667,0.47692307692307695,0.45792880258899676,0.40476190476190477,0.5,0.5073099415204678,0.45652173913043476,0.5454545454545454,0.2621359223300971,,0.10526315789473684,0.15833333333333333,,32.47663551401869,0.64,,0.034482758620689655,0.105,0.006349206349206349,0.18592964824120603,0.013452914798206279,0.1318864774624374,0.00929368029739777,0.008547008547008548,,0.008547008547008548,0.01775147928994083,,0.06896551724137931,0.11009174311926606,0.136986301369863,0.20279720279720279,0.14285714285714285,0.6666666666666666,0.3883495145631068,0.5416666666666666,0.6435643564356436,0.2153846153846154,0.11003236245954692,0.23529411764705882,0.26666666666666666,0.125,0.23948220064724918,0.4189189189189189,0.4246575342465753,0.25806451612903225,0.019417475728155338,0.3333333333333333,0.3333333333333333,1.0,0.24271844660194175,0.30666666666666664,0.30666666666666664,0.8260869565217391,0.2857142857142857,0.5,0.3333333333333333,,,,0.42696629213483145,0.5263157894736842,0.011235955056179775,,0.25842696629213485,0.391304347826087,0.6504854368932039,0.3194444444444444,0.5161039215686275,0.5121892857142857,0.5139738636363637,0.11676646706586827,0.1541501976284585,0.06017191977077364,0.3123209169054441,7.932017543859649,25.63456790123457,0.2221269296740995,6.0,1.0,,,0.11764705882352941,0.006711409395973154,0.2857142857142857,1.0,,,,1.0,0.16666666666666666,1.0,3.0,5.0,4.0,,,0.013513513513513514,,,1.0,,True
2594,1610612737,Kyle Korver,Kyle Korver,2594,ATL,9213.0,154,58.0,327,300,52,54,28,627,2.0,2,,,,,,,3.0,8.0,3.0,7.0,,1.0,,2.0,10.0,26.0,,3.0,5.0,10,13.0,33.0,3.0,52.0,300,,,3.0,6.0,,9.0,,,,5.0,,,10.0,,39.0,,,,,26.0,10.0,,,12,4.0,16,2.0,2.0,7.0,2.0,3.0,36,1.0,,,3,8,,11,1.0,12,,,,2.0,1.0,2.0,3.0,1.0,,1.0,,5,1.0,1.0,10.0,,10.0,,,,5.0,,,3.0,,,,4.0,3.0,,1.0,4.0,2.0,,52,,,1.0,1.0,1.0,0.3939393939393939,0.5,,0.3939393939393939,0.5,,,0.5697674418604651,0.75,,0.5697674418604651,0.75,,0.7674418604651163,,,,,13.333333333333332,0.4,,,0.07407407407407407,,0.06,0.014084507042253521,0.06962025316455696,0.006944444444444444,,,,0.018867924528301886,,0.0784313725490196,0.07142857142857142,0.06896551724137931,0.02702702702702703,0.15384615384615385,0.5,0.046511627906976744,1.0,1.0,1.0,,,,,0.18604651162790697,0.375,0.375,1.0,0.16279069767441862,0.42857142857142855,0.42857142857142855,1.0,0.6046511627906976,0.38461538461538464,0.38461538461538464,1.0,,,,0.16666666666666666,,,,,0.4,,0.6,,0.813953488372093,0.38461538461538464,0.5363151162790697,0.57165,0.55674,,,0.17307692307692307,,15.75,24.606060606060606,0.15902140672782875,5.0,,,,,,0.8333333333333334,3.0,,,,,0.6,1.0,,3.0,,,,,,,,,True
201168,1610612737,Tiago Splitter,Tiago Splitter,201168,ATL,3202.0,53,17.0,111,111,17,48,10,222,9.0,10,1.0,2.0,2.0,2.0,,4.0,,,,,,,,,,,,,9.0,14,,,8.0,26.0,113,1.0,4.0,,,2.0,4.0,2.0,2.0,,,2.0,6.0,18.0,,,,,,,,,1.0,,2,2.0,4,2.0,,1.0,,1.0,10,,5.0,,3,3,,6,5.0,11,1.0,1.0,,2.0,,1.0,,,1.0,,,2,1.0,,6.0,,9.0,,1.0,,6.0,,,8.0,,4.0,,,,,,,,6.0,17,1.0,,1.0,1.0,,,,,,0.6428571428571429,0.25,1.0,0.6428571428571429,0.25,1.0,0.7222222222222222,0.4,1.0,,,0.07142857142857142,0.1,,16.39344262295082,1.0,,,0.10714285714285714,0.17857142857142858,0.17647058823529413,,0.13333333333333333,0.11363636363636363,0.2,0.08333333333333333,0.3333333333333333,,,0.125,,0.14285714285714285,0.07142857142857142,0.6666666666666666,,0.7142857142857143,0.9,1.0,1.0,0.2857142857142857,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,1.0,1.0,,,,,0.7142857142857143,,0.5709714285714286,0.5123666666666667,0.51805,0.2222222222222222,0.2222222222222222,0.15384615384615385,0.23076923076923078,2.878571428571429,,0.15315315315315314,,,,,,,,,,,,,,,,,,,,,,,,,True
203118,1610612737,Mike Scott,Mike Scott,203118,ATL,32809.0,547,79.0,1081,1083,244,303,93,2164,29.0,41,4.0,10.0,5.0,6.0,16.0,33.0,2.0,12.0,4.0,18.0,2.0,3.0,,4.0,31.0,60.0,9.0,13.0,47.0,86,35.0,78.0,23.0,222.0,1068,4.0,14.0,4.0,7.0,3.0,23.0,10.0,15.0,9.0,17.0,,47.0,80.0,14.0,102.0,3.0,4.0,,,60.0,31.0,4.0,,26,14.0,40,9.0,5.0,18.0,1.0,7.0,94,9.0,14.0,1.0,31,54,1.0,86,24.0,110,12.0,9.0,3.0,9.0,4.0,7.0,11.0,1.0,2.0,,2.0,20,5.0,4.0,24.0,,43.0,2.0,8.0,1.0,25.0,1.0,,31.0,3.0,16.0,1.0,10.0,7.0,,3.0,10.0,8.0,47.0,244,2.0,1.0,0.851063829787234,0.8888888888888888,0.9714285714285714,0.44871794871794873,0.5714285714285714,0.5294117647058824,0.44871794871794873,0.5465116279069767,0.2857142857142857,0.6666666666666666,0.6067073170731707,0.47619047619047616,0.734375,0.6235955056179775,0.5,0.7121212121212122,0.47560975609756095,,0.046511627906976744,0.07317073170731707,,16.69477234401349,0.45,0.03571428571428571,0.03571428571428571,0.15041782729805014,0.04878048780487805,0.15736040609137056,0.04285714285714286,0.1528776978417266,0.04627766599597585,0.0625,0.05,0.031578947368421054,0.038461538461538464,0.05555555555555555,0.15671641791044777,0.1326530612244898,0.15748031496062992,0.1619718309859155,0.14545454545454545,0.8,0.25,0.7073170731707317,0.7631578947368421,0.896551724137931,0.20121951219512196,0.48484848484848486,0.5,0.75,0.07317073170731707,0.16666666666666666,0.16666666666666666,1.0,0.10975609756097561,0.2222222222222222,0.2222222222222222,1.0,0.36585365853658536,0.5166666666666667,0.5166666666666667,0.967741935483871,0.47619047619047616,0.4,0.5,0.14285714285714285,0.6666666666666666,1.0,0.1875,0.8333333333333334,0.125,,0.40625,0.6923076923076923,0.725609756097561,0.5166666666666667,0.5414766871165644,0.528453125,0.4891596774193548,0.0903954802259887,0.16161616161616163,0.1036036036036036,0.21171171171171171,6.137209302325579,25.035897435897436,0.22571692876965774,4.0,1.0,,,0.030303030303030304,0.013157894736842105,0.19047619047619047,2.0,,,,,0.5,1.0,1.0,,,,,,,,,1.0,True
203488,1610612737,Mike Muscala,Mike Muscala,203488,ATL,10358.0,173,-51.0,338,347,112,137,36,685,14.0,20,5.0,7.0,8.0,10.0,6.0,10.0,6.0,13.0,2.0,4.0,,1.0,,,1.0,7.0,,2.0,26.0,43,3.0,11.0,9.0,70.0,370,7.0,10.0,,1.0,5.0,19.0,12.0,19.0,,2.0,8.0,32.0,44.0,8.0,9.0,,6.0,,1.0,6.0,1.0,1.0,,4,3.0,7,1.0,2.0,2.0,1.0,1.0,17,7.0,7.0,1.0,5,19,3.0,27,15.0,42,2.0,2.0,,3.0,2.0,3.0,3.0,1.0,,,,6,,2.0,16.0,1.0,20.0,,,,12.0,2.0,,13.0,1.0,4.0,3.0,8.0,4.0,,4.0,8.0,6.0,32.0,112,2.0,3.0,0.8461538461538461,0.9565217391304348,1.0,0.2727272727272727,,,0.3,0.6046511627906976,0.7,0.631578947368421,0.5648148148148148,0.6363636363636364,0.5714285714285714,0.5833333333333334,0.6785714285714286,0.6153846153846154,0.2037037037037037,,0.023255813953488372,0.05,,17.50663129973475,0.5,0.2727272727272727,0.08333333333333333,0.1743119266055046,0.07446808510638298,0.09803921568627451,0.09859154929577464,0.15,0.08484848484848485,0.07407407407407407,0.029411764705882353,0.12121212121212122,0.08163265306122448,0.13636363636363635,0.12195121951219512,0.21212121212121213,0.2,0.1282051282051282,,0.75,0.37037037037037035,0.7,0.7368421052631579,0.7857142857142857,0.18518518518518517,0.6,0.6,0.8333333333333334,0.24074074074074073,0.46153846153846156,0.46153846153846156,1.0,0.07407407407407407,0.5,0.5,1.0,0.12962962962962962,0.14285714285714285,0.14285714285714285,1.0,0.6363636363636364,0.7142857142857143,0.4,0.09090909090909091,,,0.47619047619047616,0.8,,,0.09523809523809523,,0.5740740740740741,0.16666666666666666,0.49951226415094335,0.5332833333333333,0.5086700000000001,0.07017543859649122,0.08695652173913043,0.2714285714285714,0.45714285714285713,7.727906976744185,28.145454545454548,0.33136094674556216,,1.0,,,,0.043478260869565216,,,,,,,,,1.0,,,,,,,,,,True
