EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Travels,OffensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedArc3,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,on,Corner3PctBlocked
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,17757.0,296,139,581,579,135,119,68.0,1160,25,40,9.0,14.0,5.0,7.0,16.0,35.0,5.0,12.0,1.0,1.0,46,87,1.0,16.0,108,528,9.0,18.0,6.0,24.0,5.0,12.0,1.0,7.0,17,56.0,36.0,10.0,1.0,9.0,22.0,9.0,31,6.0,3.0,16.0,4.0,2.0,71,9.0,21.0,1.0,22.0,53.0,3.0,78,31.0,109,5.0,8.0,4.0,4.0,14.0,1.0,9.0,4.0,5.0,18.0,1.0,7.0,13.0,22,1.0,2.0,1.0,21.0,1.0,3.0,27.0,3.0,11.0,4.0,18.0,11.0,1.0,6.0,18.0,11.0,16,130,1.0,3.0,0.6086956521739131,0.6829268292682927,0.5287356321839081,0.5,0.4166666666666667,0.5227272727272727,0.5,0.38461538461538464,0.54,0.5217391304347826,0.4473684210526316,0.011363636363636364,0.10344827586206896,0.075,0.17142857142857143,17.82477341389728,0.7777777777777778,0.2727272727272727,0.09090909090909091,0.23555555555555555,0.13291139240506328,0.3055555555555556,0.09782608695652174,0.25252525252525254,0.12,0.15,0.12280701754385964,0.13114754098360656,0.10144927536231885,0.08695652173913043,0.3333333333333333,0.18666666666666668,0.18666666666666668,0.28888888888888886,0.3333333333333333,0.15625,0.6111111111111112,0.45454545454545453,0.625,0.6756756756756757,0.6,0.3977272727272727,0.45714285714285713,0.5517241379310345,0.5625,0.13636363636363635,0.4166666666666667,0.4166666666666667,0.8,0.011363636363636364,0.7777777777777778,0.6428571428571429,0.5384615384615384,0.7142857142857143,0.07692307692307693,0.4659090909090909,0.46500689655172417,0.5119133333333334,0.46513333333333334,0.11458333333333333,0.11578947368421053,0.2222222222222222,0.1574074074074074,6.4137931034482785,45.4,0.23235800344234078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626246,1610612759,Boban Marjanovic,Boban Marjanovic,1626246,SAS,12777.0,213,34,428,426,149,116,59.0,854,27,40,10.0,16.0,8.0,11.0,17.0,28.0,1.0,1.0,,,45,69,,37.0,127,437,15.0,22.0,12.0,42.0,16.0,22.0,,17.0,49,62.0,28.0,14.0,,7.0,6.0,3.0,9,2.0,1.0,3.0,,3.0,21,10.0,24.0,,13.0,38.0,2.0,53,34.0,87,2.0,6.0,5.0,1.0,6.0,,3.0,5.0,3.0,11.0,2.0,2.0,18.0,27,,5.0,1.0,36.0,,4.0,52.0,4.0,21.0,8.0,12.0,9.0,1.0,2.0,12.0,7.0,49,149,2.0,6.0,0.6888888888888889,0.8157894736842105,0.6521739130434783,0.6818181818181818,0.7272727272727273,0.6521739130434783,0.6818181818181818,0.7272727272727273,0.675531914893617,0.65625,0.765625,,0.10144927536231885,0.15,0.03571428571428571,21.10655737704918,0.5454545454545454,0.16666666666666666,,0.2814814814814815,0.19834710743801653,0.24074074074074073,0.15873015873015872,0.2698412698412698,0.18478260869565216,0.22916666666666666,0.10256410256410256,0.2647058823529412,0.15555555555555556,0.16666666666666666,0.29545454545454547,0.34146341463414637,0.22,0.19444444444444445,0.3333333333333333,0.125,0.5833333333333334,0.5797101449275363,0.675,0.7941176470588235,0.7037037037037037,0.4057971014492754,0.6071428571428571,0.6296296296296297,0.6470588235294118,0.014492753623188406,1.0,1.0,1.0,,0.7272727272727273,0.625,0.5,0.7272727272727273,,0.5797101449275363,0.5357449275362319,0.6099058823529412,0.4627545454545455,0.2441860465116279,0.2441860465116279,0.33070866141732286,0.3858267716535433,4.228985507246376,,0.34813084112149534,2.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,99720.0,1662,380,3292,3301,970,791,338.0,6593,58,92,6.0,7.0,16.0,22.0,10.0,26.0,69.0,174.0,236.0,76.0,137,292,320.0,47.0,690,3288,10.0,18.0,3.0,62.0,42.0,81.0,102.0,31.0,205,120.0,154.0,4.0,4.0,12.0,180.0,46.0,226,31.0,15.0,79.0,35.0,66.0,498,11.0,16.0,,41.0,85.0,5.0,131,27.0,158,3.0,59.0,37.0,22.0,54.0,7.0,42.0,22.0,12.0,76.0,5.0,20.0,43.0,102,,2.0,2.0,121.0,7.0,,58.0,1.0,6.0,18.0,5.0,4.0,1.0,,6.0,2.0,203,962,9.0,15.0,0.43795620437956206,0.4444444444444444,0.4691780821917808,0.5555555555555556,0.5185185185185185,0.5253267973856209,0.686046511627907,0.47540983606557374,0.5408163265306123,0.6888888888888889,0.504950495049505,0.5228758169934641,0.0410958904109589,0.07608695652173914,,19.39608269858542,0.7105263157894737,0.056179775280898875,,0.07562277580071175,0.016376663254861822,0.09557109557109557,0.023305084745762712,0.08113329040566646,0.018633540372670808,0.010714285714285714,0.022222222222222223,0.015706806282722512,0.02631578947368421,0.015384615384615385,0.060453400503778336,0.05813953488372093,0.10704960835509138,0.0958904109589041,0.0948905109489051,0.009202453987730062,0.3333333333333333,0.1503267973856209,0.6304347826086957,0.6823529411764706,0.603448275862069,0.042483660130718956,0.38461538461538464,0.38461538461538464,0.2,0.28431372549019607,0.39655172413793105,0.40828402366863903,0.3333333333333333,0.38562091503267976,0.16279069767441862,0.8571428571428571,0.12021857923497267,0.7272727272727273,0.41530054644808745,0.673202614379085,0.510242409240924,0.5281277777777779,0.4950525423728814,0.01938610662358643,0.020202020202020204,0.08985507246376812,0.2971014492753623,12.556164383561642,25.153124999999996,0.29465370595382745,1.0,,,0.3333333333333333,32.0,84.0,5.0,9.0,10.0,26.0,91.0,8.0,16.0,20.0,123.0,13.0,25.0,30.0,312.0,57.0,232.0,91.0,4.0,4.0,5.0,2.0,24.0,5.0,4.0,1.0,6.0,1.0,1.0,0.8455284552845529,0.384375,0.52,0.29411764705882354,0.38924050632911394,0.028735632183908046,0.13725490196078433,0.38095238095238093,0.38095238095238093,0.9375,0.3855932203389831,0.3855932203389831,0.8131868131868132,0.20930232558139536,0.5555555555555556,0.8,0.37209302325581395,0.5,1.0,0.14207650273224043,0.38461538461538464,0.2631578947368421,0.3922413793103448,0.018633540372670808,,,,,,,True,
203937,1610612759,Kyle Anderson,Kyle Anderson,203937,SAS,37577.0,626,59,1232,1243,319,282,124.0,2475,20,34,1.0,6.0,7.0,11.0,17.0,42.0,21.0,44.0,4.0,1.0,58,120,21.0,31.0,165,1242,2.0,13.0,1.0,5.0,18.0,37.0,5.0,8.0,47,58.0,58.0,,,9.0,44.0,18.0,62,14.0,4.0,27.0,6.0,11.0,142,4.0,8.0,1.0,35.0,70.0,10.0,115,13.0,128,3.0,27.0,13.0,14.0,14.0,2.0,12.0,13.0,2.0,27.0,2.0,4.0,28.0,51,,2.0,2.0,31.0,1.0,,39.0,4.0,18.0,2.0,16.0,9.0,,7.0,17.0,9.0,47,314,4.0,2.0,0.5,0.5,0.48333333333333334,0.15384615384615385,0.4864864864864865,0.475177304964539,0.15384615384615385,0.4642857142857143,0.5221518987341772,0.17857142857142858,0.5108695652173914,0.14893617021276595,0.075,0.17647058823529413,0.047619047619047616,13.553113553113553,0.5185185185185185,0.3333333333333333,0.037037037037037035,0.17587939698492464,0.020671834625323,0.20833333333333334,0.024242424242424242,0.1855123674911661,0.021739130434782608,0.008928571428571428,0.035398230088495575,0.018518518518518517,0.03305785123966942,,0.12408759124087591,0.14655172413793102,0.2482758620689655,0.2033898305084746,0.22,0.04838709677419355,0.5294117647058824,0.24113475177304963,0.5882352941176471,0.7142857142857143,0.65,0.2978723404255319,0.40476190476190477,0.425,0.4117647058823529,0.3120567375886525,0.4772727272727273,0.4883720930232558,0.42857142857142855,0.028368794326241134,0.46153846153846156,0.16666666666666666,0.2619047619047619,0.6363636363636364,0.023809523809523808,0.3900709219858156,0.46406464285714283,0.4532125,0.4609190476190475,0.12179487179487179,0.13432835820895522,0.030303030303030304,0.28484848484848485,9.862500000000004,24.6047619047619,0.25892857142857145,2.0,,1.0,1.0,6.0,17.0,,,1.0,4.0,,,,,6.0,,,1.0,18.0,,4.0,,1.0,2.0,3.0,3.0,2.0,1.0,,,1.0,1.0,,1.0,0.2857142857142857,,0.2,0.2857142857142857,0.022727272727272728,0.12056737588652482,0.35294117647058826,0.35294117647058826,1.0,,,,,,,,,,0.09523809523809523,0.25,,,0.045454545454545456,1.0,2.0,,,,,True,
2755,1610612759,Kevin Martin,Kevin Martin,2755,SAS,7908.0,132,-26,268,270,73,66,20.0,538,7,9,,,1.0,2.0,3.0,10.0,3.0,7.0,12.0,3.0,13,26,16.0,17.0,55,304,,,,,1.0,2.0,5.0,6.0,17,12.0,14.0,,,1.0,4.0,2.0,6,2.0,,3.0,,1.0,14,2.0,,,3.0,10.0,1.0,14,2.0,16,,5.0,4.0,1.0,5.0,,3.0,2.0,2.0,7.0,2.0,2.0,2.0,9,,1.0,,14.0,,,19.0,3.0,8.0,3.0,1.0,1.0,,,1.0,,17,72,1.0,3.0,0.46153846153846156,0.46153846153846156,0.5,,0.5,0.4523809523809524,,0.7857142857142857,0.55,,0.85,0.38095238095238093,0.038461538461538464,0.1111111111111111,,19.453924914675767,0.7142857142857143,0.14285714285714285,,0.12048192771084337,,0.0967741935483871,0.06666666666666667,0.11403508771929824,0.01680672268907563,,,,0.08,,0.03333333333333333,0.2,0.14285714285714285,0.13043478260869565,,,,0.21428571428571427,0.7777777777777778,0.875,0.5714285714285714,0.23809523809523808,0.3,0.3,0.3333333333333333,0.16666666666666666,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.2857142857142857,,,0.2857142857142857,0.5,0.42857142857142855,0.5952380952380952,0.5001976190476191,0.526875,0.4988857142857143,0.1702127659574468,0.25806451612903225,,0.3090909090909091,9.088461538461537,24.743750000000006,0.27238805970149255,1.0,,,,3.0,4.0,,,2.0,2.0,1.0,,2.0,1.0,4.0,,2.0,3.0,12.0,,12.0,1.0,,,,,1.0,2.0,,,,,,1.0,0.25,,0.6,0.25,,0.09523809523809523,0.75,0.75,1.0,0.08333333333333333,0.09090909090909091,1.0,,,,1.0,,,0.2857142857142857,1.0,0.3333333333333333,0.08333333333333333,,,,1.0,0.0625,0.08333333333333333,,True,
1889,1610612759,Andre Miller,Andre Miller,1889,SAS,1298.0,22,-12,42,42,6,5,5.0,84,1,2,,,,,1.0,1.0,1.0,1.0,,,3,4,,3.0,9,57,,,,,,,,3.0,3,4.0,2.0,,,1.0,2.0,,2,,,,,2.0,4,,1.0,,,2.0,,2,1.0,3,,1.0,1.0,,,,,,,,,,1.0,2,,,,2.0,,,4.0,,1.0,1.0,,,,,,,1,5,,,0.6666666666666666,0.6666666666666666,0.75,,,0.75,,,0.75,,0.75,,0.25,0.5,,12.5,,,,0.2,0.07142857142857142,,,0.16666666666666666,0.058823529411764705,,,0.16666666666666666,,,,0.3333333333333333,0.3333333333333333,,,,,0.5,0.5,1.0,1.0,0.25,1.0,1.0,,0.25,1.0,1.0,1.0,,,,,,,0.5,0.4713,,,0.2,0.2,,0.3333333333333333,7.9,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
203613,1610612759,Jonathon Simmons,Jonathon Simmons,203613,SAS,26768.0,446,61,895,908,279,236,89.0,1803,44,69,4.0,8.0,13.0,20.0,5.0,25.0,6.0,9.0,17.0,5.0,55,103,25.0,46.0,183,940,6.0,12.0,1.0,16.0,19.0,32.0,8.0,14.0,58,68.0,42.0,2.0,2.0,15.0,17.0,17.0,34,12.0,5.0,8.0,4.0,5.0,85,3.0,8.0,,11.0,25.0,5.0,41,11.0,52,1.0,12.0,5.0,7.0,19.0,2.0,14.0,20.0,5.0,39.0,3.0,14.0,23.0,65,,3.0,3.0,54.0,5.0,1.0,56.0,12.0,28.0,6.0,2.0,2.0,,,2.0,2.0,58,278,8.0,5.0,0.6181818181818182,0.6296296296296297,0.5339805825242718,0.5,0.59375,0.53515625,0.5357142857142857,0.55,0.61,0.5714285714285714,0.6041666666666666,0.1953125,0.14563106796116504,0.15942028985507245,0.16,19.09090909090909,0.48717948717948717,0.17857142857142858,,0.0847457627118644,0.03187250996015936,0.09401709401709402,0.026785714285714284,0.08737864077669903,0.030303030303030304,,0.05952380952380952,0.034482758620689655,0.012987012987012988,0.05714285714285714,0.09574468085106383,0.09,0.06930693069306931,0.10714285714285714,0.06060606060606061,0.022222222222222223,1.0,0.5390625,0.6376811594202898,0.7586206896551724,0.6818181818181818,0.1953125,0.2,0.23809523809523808,0.2,0.0703125,0.6666666666666666,0.6666666666666666,0.5,0.1328125,0.5714285714285714,0.5,0.5,0.65,0.125,0.734375,0.5724138888888889,0.5264545454545455,0.5718179487179489,0.19444444444444445,0.23529411764705882,0.08743169398907104,0.31693989071038253,4.192233009708738,26.84,0.311731843575419,3.0,,1.0,0.5,4.0,8.0,,,1.0,3.0,5.0,1.0,2.0,1.0,9.0,1.0,2.0,2.0,27.0,,15.0,5.0,3.0,1.0,2.0,4.0,9.0,1.0,,,,,,1.0,0.36,0.5,0.25,0.391304347826087,,0.0625,0.5,0.5,1.0,0.29411764705882354,0.29411764705882354,1.0,,,,0.14285714285714285,0.5,1.0,0.075,0.3333333333333333,0.2,0.3333333333333333,,,1.0,,,,1.0,True,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,45569.0,759,225,1523,1521,511,421,151.0,3044,55,101,10.0,16.0,18.0,32.0,19.0,49.0,20.0,34.0,105.0,42.0,94,184,123.0,65.0,406,1480,14.0,24.0,7.0,59.0,35.0,65.0,45.0,34.0,149,96.0,92.0,4.0,2.0,16.0,102.0,32.0,134,22.0,10.0,62.0,18.0,22.0,300,8.0,13.0,,33.0,56.0,4.0,93,21.0,114,4.0,43.0,28.0,15.0,43.0,10.0,34.0,24.0,9.0,67.0,3.0,18.0,17.0,69,,1.0,4.0,101.0,4.0,4.0,78.0,3.0,24.0,14.0,6.0,3.0,,3.0,6.0,4.0,149,510,11.0,12.0,0.5106382978723404,0.5217391304347826,0.5108695652173914,0.5833333333333334,0.5384615384615384,0.5553745928338762,0.7027027027027027,0.5227272727272727,0.5903790087463557,0.7195121951219512,0.573076923076923,0.4006514657980456,0.08695652173913043,0.09900990099009901,0.12244897959183673,24.14605418138987,0.6417910447761194,0.08333333333333333,,0.11089108910891089,0.03178484107579462,0.171875,0.03404255319148936,0.12769010043041606,0.03260869565217391,0.04032258064516129,0.044444444444444446,0.013333333333333334,0.03888888888888889,0.01818181818181818,0.049723756906077346,0.12883435582822086,0.16149068322981366,0.16923076923076924,0.1774193548387097,0.028169014084507043,0.6666666666666666,0.3289902280130293,0.5445544554455446,0.6043956043956044,0.5818181818181818,0.15960912052117263,0.3877551020408163,0.4418604651162791,0.3157894736842105,0.11074918566775244,0.5882352941176471,0.5882352941176471,0.5,0.34201954397394135,0.43243243243243246,0.625,0.2909090909090909,0.5625,0.38181818181818183,0.7296416938110749,0.5058259016393442,0.5446946428571429,0.47952201834862396,0.07598784194528875,0.11707317073170732,0.14532019704433496,0.3669950738916256,6.42282608695652,25.378048780487806,0.3355219960604071,2.0,,,0.6,11.0,18.0,1.0,1.0,2.0,3.0,40.0,7.0,12.0,13.0,51.0,8.0,13.0,15.0,135.0,18.0,103.0,40.0,7.0,,4.0,,12.0,4.0,,2.0,1.0,,,0.8823529411764706,0.4146341463414634,0.6153846153846154,0.3333333333333333,0.4214876033057851,,0.05863192182410423,0.6111111111111112,0.6111111111111112,0.8181818181818182,0.38095238095238093,0.38095238095238093,0.9,0.02702702702702703,1.0,1.0,0.32432432432432434,0.5833333333333334,1.0,0.02727272727272727,0.6666666666666666,0.30952380952380953,0.3883495145631068,0.008064516129032258,,,,,,,True,
200746,1610612759,LaMarcus Aldridge,LaMarcus Aldridge,200746,SAS,37697.0,628,158,1220,1232,437,299,131.0,2452,76,96,24.0,29.0,16.0,20.0,37.0,87.0,49.0,110.0,,,162,293,4.0,93.0,417,1241,30.0,42.0,21.0,81.0,42.0,76.0,,32.0,116,204.0,120.0,38.0,,6.0,17.0,14.0,31,10.0,4.0,12.0,2.0,3.0,76,18.0,34.0,1.0,34.0,99.0,8.0,141,53.0,194,6.0,12.0,11.0,1.0,16.0,4.0,7.0,15.0,9.0,31.0,2.0,9.0,32.0,53,,3.0,1.0,73.0,,3.0,102.0,7.0,46.0,8.0,21.0,12.0,,9.0,21.0,13.0,114,430,2.0,7.0,0.6296296296296297,0.7132867132867133,0.552901023890785,0.7142857142857143,0.5526315789473685,0.5454545454545454,0.7142857142857143,0.5526315789473685,0.6046511627906976,0.7641509433962265,0.6170212765957447,0.013468013468013467,0.020477815699658702,0.03125,0.022988505747126436,27.39225712198685,0.5161290322580645,0.2222222222222222,0.05555555555555555,0.23349056603773585,0.09018567639257294,0.21518987341772153,0.11920529801324503,0.22852233676975944,0.09848484848484848,0.13333333333333333,0.11194029850746269,0.0457516339869281,0.14678899082568808,0.047619047619047616,0.19463087248322147,0.2773722627737226,0.2318840579710145,0.25892857142857145,0.10869565217391304,0.046875,0.6190476190476191,0.32323232323232326,0.7916666666666666,0.8172043010752689,0.5921052631578947,0.29292929292929293,0.42528735632183906,0.43529411764705883,0.43243243243243246,0.37037037037037035,0.44545454545454544,0.44954128440366975,0.8367346938775511,,0.6904761904761905,0.8275862068965517,0.2631578947368421,0.8,,0.3367003367003367,0.4729548821548821,0.5418757575757576,0.45411842105263156,0.13690476190476192,0.13855421686746988,0.19424460431654678,0.27817745803357313,9.964163822525599,23.925,0.3581967213114754,5.0,,1.0,0.08333333333333333,,4.0,,,,,,,,,,,,,,,,,2.0,,,2.0,3.0,1.0,,1.0,,,,,,,,,0.00909090909090909,0.013468013468013467,,,,,,,,,,,,,,,,,,,,,,,1.0,True,
201980,1610612759,Danny Green,Danny Green,201980,SAS,34343.0,572,181,1114,1107,251,206,138.0,2221,21,35,7.0,10.0,4.0,7.0,2.0,10.0,5.0,26.0,79.0,18.0,28,71,121.0,7.0,177,1059,9.0,13.0,,24.0,6.0,14.0,26.0,4.0,46,36.0,20.0,8.0,2.0,4.0,27.0,12.0,39,8.0,4.0,15.0,7.0,5.0,90,7.0,14.0,,19.0,54.0,2.0,75,21.0,96,3.0,21.0,14.0,7.0,13.0,3.0,9.0,13.0,4.0,26.0,2.0,5.0,22.0,42,,4.0,,20.0,3.0,1.0,11.0,,4.0,1.0,20.0,12.0,1.0,7.0,21.0,16.0,46,251,1.0,1.0,0.6428571428571429,0.75,0.39436619718309857,0.6923076923076923,0.42857142857142855,0.4427083333333333,0.5454545454545454,0.525,0.4467005076142132,0.5454545454545454,0.5232558139534884,0.6302083333333334,0.056338028169014086,0.08571428571428572,,17.586750788643535,0.5,0.06451612903225806,,0.135,0.039660056657223795,0.12101910828025478,0.03783783783783784,0.1310592459605027,0.03903345724907063,0.04672897196261682,0.041666666666666664,0.031746031746031744,0.050724637681159424,,0.11564625850340136,0.16793893129770993,0.12295081967213115,0.12871287128712872,0.10714285714285714,0.02654867256637168,0.7619047619047619,0.18229166666666666,0.6,0.65625,0.5714285714285714,0.052083333333333336,0.2,0.2,1.0,0.13541666666666666,0.19230769230769232,0.2,0.8,0.4114583333333333,0.45454545454545453,0.7,0.175,0.5714285714285714,0.45,0.8125,0.5312398936170213,0.5693678571428572,0.528796052631579,0.02040816326530612,0.05333333333333334,0.13559322033898305,0.2598870056497175,8.584507042253522,25.187603305785117,0.2253141831238779,1.0,,1.0,0.2857142857142857,16.0,42.0,1.0,5.0,4.0,8.0,22.0,1.0,4.0,6.0,38.0,2.0,9.0,10.0,114.0,,77.0,22.0,1.0,6.0,,1.0,4.0,,,1.0,,1.0,,1.0,0.3140495867768595,0.2222222222222222,0.38461538461538464,0.31932773109243695,0.038461538461538464,0.21875,0.38095238095238093,0.38095238095238093,1.0,0.27848101265822783,0.28205128205128205,1.0,0.22727272727272727,0.2,1.0,0.18181818181818182,0.25,1.0,0.2,0.5,0.3333333333333333,0.2857142857142857,,1.0,1.0,1.0,0.008264462809917356,0.012658227848101266,,True,
