EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFG3A,NonHeaveArc3FGA,LostBallSteals,LostBallTurnovers,Charge Fouls Drawn,RecoveredBlocks,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,BadPassOutOfBoundsTurnovers,Charge Fouls,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,FTOffRebounds,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked3s,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,OffensiveGoaltends,SecondChanceFg3Pct,PenaltyFg3Pct,OffFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,PenaltyArc3FGM,BlockedArc3,PenaltyArc3Accuracy,Fg3aBlocked,Clear Path Fouls,DefensiveGoaltends,3SecondViolations,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,3pt And 1 Free Throw Trips,on,HeaveMakes
1626185,1610612763,Jarell Martin,Jarell Martin,1626185,MEM,5080.0,85.0,-17.0,169.0,172,56.0,70.0,32.0,341,10.0,16.0,6.0,9.0,4.0,5.0,4.0,9.0,1.0,5.0,1.0,1.0,15.0,30.0,1.0,6.0,36.0,200.0,6.0,9.0,1.0,13.0,7.0,9.0,1.0,5.0,19.0,10.0,20.0,12.0,1.0,5.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,12.0,2.0,9.0,1.0,5.0,1.0,7.0,11.0,18.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,6.0,1.0,11.0,2.0,1.0,7.0,1.0,8.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,19.0,56.0,1.0,2.0,0.3333333333333333,0.5555555555555556,0.5,0.6666666666666666,0.7777777777777778,0.4838709677419355,0.6666666666666666,0.7,0.5294117647058824,0.65,0.7916666666666666,0.03225806451612903,0.16666666666666666,0.1875,0.2222222222222222,18.04878048780488,0.3333333333333333,0.14285714285714285,0.09615384615384616,0.13636363636363635,0.06666666666666667,0.1,0.08955223880597014,0.12790697674418605,0.25925925925925924,0.043478260869565216,0.0625,0.07692307692307693,0.14285714285714285,0.125,0.15384615384615385,0.1,0.1111111111111111,0.5161290322580645,0.625,0.7692307692307693,0.2,0.2903225806451613,0.4444444444444444,0.5714285714285714,0.5,0.16129032258064516,0.2,0.2,1.0,0.03225806451612903,1.0,0.6666666666666666,0.5,0.8,0.1,0.5483870967741935,0.5164966666666666,0.6186999999999999,0.5176777777777777,0.09375,0.0967741935483871,0.3611111111111111,0.5277777777777778,5.633333333333335,57.1,0.33136094674556216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627293,1610612763,Alex Stepheson,Alex Stepheson,1627293,MEM,964.0,16.0,-5.0,33.0,32,11.0,10.0,5.0,65,2.0,4.0,1.0,3.0,1.0,1.0,,3.0,,,,,2.0,7.0,,2.0,6.0,37.0,1.0,4.0,,2.0,1.0,3.0,,,2.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,4.0,,2.0,,2.0,4.0,6.0,2.0,,,,,,,,,4.0,,4.0,,,3.0,,6.0,,2.0,1.0,,,,,2.0,11.0,,1.0,0.5,1.0,0.2857142857142857,0.25,0.3333333333333333,0.2857142857142857,0.25,0.3333333333333333,0.3,0.25,0.25,,0.14285714285714285,,0.3333333333333333,26.31578947368421,,,0.13333333333333333,0.26666666666666666,,,0.11764705882352941,0.25,0.5,0.3333333333333333,0.14285714285714285,,,0.2,,,0.5,0.5714285714285714,0.5,0.5,0.5,0.42857142857142855,,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,,0.5714285714285714,0.5346571428571428,0.5682999999999999,0.4805333333333333,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,3.7857142857142856,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627362,1610612763,Briante Weber,Briante Weber,1627362,MEM,5710.0,95.0,-51.0,190.0,185,23.0,31.0,35.0,375,2.0,3.0,,,,1.0,,5.0,5.0,11.0,3.0,1.0,7.0,19.0,3.0,2.0,16.0,233.0,2.0,2.0,,4.0,,2.0,1.0,2.0,2.0,2.0,12.0,,,1.0,10.0,5.0,15.0,4.0,1.0,9.0,,1.0,35.0,,3.0,5.0,6.0,,11.0,3.0,14.0,,3.0,1.0,6.0,5.0,,,6.0,,6.0,1.0,10.0,,,5.0,,2.0,,,1.0,1.0,1.0,1.0,,,21.0,1.0,,0.14285714285714285,0.14285714285714285,0.3684210526315789,1.0,,0.3181818181818182,0.6666666666666666,,0.34782608695652173,0.6666666666666666,0.25,0.13636363636363635,0.05263157894736842,0.3333333333333333,,12.083333333333334,1.0,,0.13043478260869565,0.03529411764705882,0.14705882352941177,,0.1375,0.02654867256637168,0.046511627906976744,0.041666666666666664,,,,0.13043478260869565,0.1111111111111111,0.11538461538461539,,0.13636363636363635,0.6666666666666666,1.0,,0.22727272727272727,,,,0.5,0.45454545454545453,0.45454545454545453,0.2,0.13636363636363635,,,0.3333333333333333,,0.3333333333333333,0.2727272727272727,0.4512227272727273,0.4495,0.5132666666666666,,,0.25,0.125,13.34736842105263,24.866666666666664,0.12105263157894737,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.14285714285714285,0.25,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
203798,1610612763,PJ Hairston,PJ Hairston,203798,MEM,3549.0,59.0,-4.0,119.0,128,11.0,33.0,15.0,247,5.0,5.0,1.0,1.0,,,1.0,4.0,1.0,2.0,6.0,,7.0,11.0,9.0,4.0,21.0,134.0,1.0,3.0,,2.0,,,,,,2.0,12.0,2.0,,1.0,2.0,,2.0,,,,1.0,1.0,4.0,,1.0,2.0,3.0,,5.0,1.0,6.0,,1.0,1.0,1.0,,2.0,,3.0,,1.0,,4.0,,,3.0,,6.0,1.0,3.0,,,,,,,11.0,,,0.14285714285714285,0.16666666666666666,0.6363636363636364,0.3333333333333333,,0.425,0.3333333333333333,,0.45454545454545453,0.3333333333333333,,0.45,0.09090909090909091,,0.25,18.38235294117647,0.3333333333333333,,0.07692307692307693,0.02631578947368421,0.1,,0.0847457627118644,0.018518518518518517,0.07142857142857142,,,,,0.09523809523809523,0.08333333333333333,0.14285714285714285,,0.25,1.0,1.0,0.2,0.2,0.25,0.3333333333333333,,0.1,0.5,0.5,,0.3,0.3333333333333333,1.0,,,,0.7,0.48036499999999993,0.447,,0.13636363636363635,0.23076923076923078,0.09523809523809523,,7.590909090909091,24.98888888888889,0.09243697478991597,,,6.0,,1.0,,,,,,,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.15,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2754,1610612763,Tony Allen,Tony Allen,2754,MEM,97190.0,1620.0,-91.0,3070.0,3134,644.0,806.0,417.0,6204,161.0,293.0,25.0,62.0,34.0,58.0,17.0,73.0,22.0,61.0,11.0,,200.0,427.0,42.0,90.0,535.0,3354.0,27.0,72.0,14.0,74.0,39.0,75.0,3.0,31.0,112.0,232.0,168.0,36.0,,59.0,59.0,11.0,70.0,9.0,2.0,27.0,19.0,13.0,151.0,14.0,89.0,80.0,101.0,11.0,192.0,104.0,296.0,17.0,110.0,60.0,45.0,27.0,33.0,6.0,78.0,13.0,68.0,2.0,175.0,13.0,5.0,105.0,2.0,138.0,14.0,64.0,12.0,17.0,12.0,18.0,,109.0,623.0,17.0,4.0,0.58,0.6373626373626373,0.468384074941452,0.375,0.52,0.4744136460554371,0.38461538461538464,0.5192307692307693,0.5037664783427496,0.42528735632183906,0.5490196078431373,0.08955223880597014,0.13817330210772832,0.15699658703071673,0.1780821917808219,17.049272116461367,0.5769230769230769,0.12790697674418605,0.11744186046511627,0.07319078947368421,0.1509433962264151,0.043478260869565216,0.1302158273381295,0.06697009102730819,0.07013574660633484,0.09925558312655088,0.04851752021563342,0.04405286343612335,0.042105263157894736,0.07507507507507508,0.14855072463768115,0.1700507614213198,0.08808290155440414,0.6247334754797441,0.5494880546075085,0.6518218623481782,0.5527950310559007,0.15565031982942432,0.2328767123287671,0.2833333333333333,0.5294117647058824,0.1300639658848614,0.36065573770491804,0.36065573770491804,0.8181818181818182,0.023454157782515993,0.7948717948717948,0.4032258064516129,0.7435897435897436,0.5862068965517241,,0.7142857142857143,0.5636651385927508,0.5543397058823532,0.5862217948717948,0.1233140655105973,0.13417190775681342,0.1383177570093458,0.20934579439252338,5.001873536299764,23.833333333333332,0.20977198697068403,3.0,6.0,11.0,50.0,18.0,1.0,9.0,0.1394422310756972,0.09558823529411764,0.5,0.038461538461538464,11.0,31.0,15.0,42.0,8.0,3.0,,0.9333333333333333,0.35714285714285715,0.35714285714285715,0.06609808102345416,0.3548387096774194,0.3548387096774194,1.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,7.0,17.0,5.0,4.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,0.3333333333333333,0.010752688172043012,0.36363636363636365,0.36363636363636365,0.75,0.08,0.038461538461538464,0.3333333333333333,1.0,0.3333333333333333,0.038461538461538464,0.3333333333333333,0.36363636363636365,,,,,,,,,,,,,,,,True,
2440,1610612763,Matt Barnes,Matt Barnes,2440,MEM,36589.0,610.0,-132.0,1168.0,1207,256.0,330.0,180.0,2375,31.0,65.0,6.0,13.0,5.0,12.0,7.0,23.0,4.0,20.0,82.0,18.0,42.0,108.0,108.0,39.0,240.0,1361.0,7.0,20.0,8.0,22.0,6.0,18.0,24.0,22.0,58.0,58.0,26.0,10.0,1.0,8.0,43.0,6.0,49.0,2.0,4.0,35.0,4.0,4.0,104.0,6.0,20.0,36.0,52.0,10.0,98.0,28.0,126.0,3.0,21.0,13.0,29.0,21.0,14.0,4.0,43.0,7.0,45.0,1.0,69.0,,1.0,34.0,,45.0,2.0,14.0,8.0,17.0,13.0,18.0,2.0,54.0,248.0,8.0,5.0,0.6904761904761905,0.7837837837837838,0.3888888888888889,0.35,0.3333333333333333,0.4652777777777778,0.2916666666666667,0.42857142857142855,0.5021186440677966,0.375,0.5370370370370371,0.5,0.07407407407407407,0.09230769230769231,0.08695652173913043,19.98567335243553,0.6744186046511628,0.3125,0.16149068322981366,0.04201680672268908,0.17061611374407584,0.04054054054054054,0.1651031894934334,0.041666666666666664,0.06153846153846154,0.018072289156626505,0.043478260869565216,0.04,0.041666666666666664,0.11627906976744186,0.2358490566037736,0.14375,0.023809523809523808,0.30092592592592593,0.47692307692307695,0.5254237288135594,0.7096774193548387,0.10648148148148148,0.30434782608695654,0.3333333333333333,0.8571428571428571,0.09259259259259259,0.2,0.2,0.25,0.37962962962962965,0.5416666666666666,0.46153846153846156,0.2857142857142857,0.4166666666666667,0.42857142857142855,0.8009259259259259,0.5453358139534883,0.4997399999999999,0.5378023809523809,0.06140350877192982,0.11666666666666667,0.09166666666666666,0.24166666666666667,6.102777777777779,24.90185185185185,0.2191780821917808,1.0,4.0,81.0,8.0,8.0,,12.0,0.13793103448275862,0.2549019607843137,0.6666666666666666,0.041666666666666664,11.0,26.0,39.0,111.0,8.0,,3.0,0.9487179487179487,0.3611111111111111,0.3644859813084112,0.12037037037037036,0.4230769230769231,0.4230769230769231,1.0,,3.0,2.0,6.0,28.0,,,8.0,6.0,28.0,2.0,,1.0,5.0,3.0,1.0,1.0,,2.0,2.0,,,0.3333333333333333,0.041666666666666664,0.34146341463414637,0.34146341463414637,0.9285714285714286,0.16666666666666666,0.125,,,,0.14285714285714285,0.3333333333333333,0.345679012345679,6.0,1.0,0.3333333333333333,,,,,,,,,,,,,True,
202362,1610612763,Lance Stephenson,Lance Stephenson,202362,MEM,9646.0,161.0,30.0,318.0,319,94.0,137.0,50.0,637,20.0,30.0,2.0,3.0,8.0,13.0,3.0,15.0,6.0,16.0,7.0,1.0,29.0,61.0,8.0,16.0,80.0,340.0,3.0,6.0,2.0,8.0,10.0,19.0,1.0,5.0,25.0,12.0,46.0,4.0,,9.0,12.0,4.0,16.0,4.0,,7.0,2.0,3.0,36.0,2.0,5.0,7.0,14.0,3.0,24.0,7.0,31.0,,8.0,5.0,5.0,4.0,7.0,1.0,12.0,,5.0,,17.0,2.0,1.0,17.0,1.0,21.0,4.0,11.0,1.0,1.0,1.0,1.0,,25.0,91.0,2.0,,0.20689655172413793,0.2222222222222222,0.47540983606557374,0.5,0.5263157894736842,0.463768115942029,0.375,0.5,0.512987012987013,0.4444444444444444,0.5681818181818182,0.11594202898550725,0.14754098360655737,0.2,0.2,23.607427055702917,0.4166666666666667,0.3,0.16470588235294117,0.04310344827586207,0.12280701754385964,0.0625,0.14788732394366197,0.0472972972972973,0.04081632653061224,0.09090909090909091,,0.038461538461538464,0.16666666666666666,0.11904761904761904,0.14285714285714285,0.15384615384615385,,0.43478260869565216,0.6666666666666666,0.8333333333333334,0.25,0.21739130434782608,0.2,0.25,,0.2318840579710145,0.375,0.375,0.16666666666666666,0.10144927536231885,0.375,0.6666666666666666,0.65,0.6153846153846154,0.05,0.5507246376811594,0.5215347826086956,0.47401,0.54459,0.14473684210526316,0.16176470588235295,0.1,0.3125,7.190163934426229,24.975,0.29559748427672955,1.0,2.0,7.0,3.0,1.0,,,0.2727272727272727,0.05555555555555555,,0.125,,1.0,2.0,6.0,2.0,1.0,1.0,1.0,0.25,0.25,0.014492753623188406,,,,,1.0,,,2.0,,,,,2.0,,,2.0,5.0,1.0,,,,,,,,,,0.2857142857142857,0.2857142857142857,1.0,,0.125,,,,,,0.2857142857142857,,,,,,,,,,,,,,,,True,
203492,1610612763,Ray McCallum,Ray McCallum,203492,MEM,5959.0,99.0,10.0,193.0,196,37.0,63.0,30.0,389,1.0,1.0,,,,,1.0,4.0,4.0,17.0,7.0,,6.0,22.0,9.0,2.0,26.0,204.0,,2.0,,,,4.0,,,,6.0,6.0,,,2.0,12.0,3.0,15.0,3.0,,2.0,1.0,9.0,33.0,,,1.0,4.0,,5.0,,5.0,,2.0,2.0,1.0,1.0,4.0,,5.0,1.0,3.0,,8.0,,,4.0,,3.0,,1.0,,2.0,2.0,2.0,,,37.0,2.0,,0.5,0.5,0.2727272727272727,,,0.3870967741935484,,,0.390625,,,0.2903225806451613,0.09090909090909091,,0.5,16.444444444444443,0.2,,0.06896551724137931,,0.034482758620689655,,0.05747126436781609,,,,,,,0.043478260869565216,0.09523809523809523,,,0.03225806451612903,1.0,1.0,1.0,0.12903225806451613,0.25,0.5,,0.5483870967741935,0.23529411764705882,0.23529411764705882,0.5,0.22580645161290322,,,,,,0.3225806451612903,0.4511209677419355,0.4081,0.338625,0.03125,0.043478260869565216,,,16.295454545454547,24.577777777777776,0.19170984455958548,,,7.0,,,,,0.07142857142857142,0.08333333333333333,,,,2.0,4.0,9.0,2.0,,1.0,0.75,0.4444444444444444,0.4444444444444444,0.06451612903225806,,,,,,,,4.0,,,,3.0,4.0,,1.0,1.0,1.0,,,,,,,,,,,0.5714285714285714,0.5714285714285714,0.75,,,,,,,,0.5714285714285714,,,,,,,,,,,,,,,,True,
200797,1610612763,Ryan Hollins,Ryan Hollins,200797,MEM,9548.0,159.0,-77.0,300.0,304,15.0,29.0,46.0,604,16.0,22.0,7.0,9.0,1.0,1.0,3.0,7.0,1.0,1.0,,,20.0,30.0,,4.0,44.0,361.0,7.0,9.0,,14.0,1.0,2.0,,,2.0,26.0,14.0,10.0,,5.0,3.0,,3.0,,,3.0,,,6.0,6.0,13.0,6.0,11.0,2.0,19.0,19.0,38.0,,2.0,1.0,1.0,1.0,5.0,1.0,6.0,,13.0,2.0,19.0,1.0,2.0,14.0,,9.0,1.0,5.0,,9.0,8.0,9.0,1.0,2.0,15.0,1.0,,0.65,0.8666666666666667,0.6666666666666666,0.7777777777777778,0.5,0.6666666666666666,0.7777777777777778,0.5,0.6470588235294118,0.7,0.3333333333333333,,0.16666666666666666,0.18181818181818182,0.14285714285714285,10.95890410958904,0.16666666666666666,0.2222222222222222,0.1375,0.0948905109489051,0.12244897959183673,0.13953488372093023,0.13178294573643412,0.10555555555555556,0.1,0.07692307692307693,0.11428571428571428,0.125,0.18181818181818182,0.13333333333333333,0.10714285714285714,0.13333333333333333,,0.7333333333333333,0.7272727272727273,0.8888888888888888,0.5625,0.23333333333333334,0.42857142857142855,0.5,1.0,0.03333333333333333,1.0,1.0,1.0,,1.0,0.7777777777777778,0.5,1.0,,0.7333333333333333,0.5799333333333333,0.671775,0.5743,0.14705882352941177,0.14705882352941177,0.3181818181818182,0.045454545454545456,3.17,,0.05,,,,1.0,,,6.0,0.18181818181818182,0.10526315789473684,0.6666666666666666,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,,1.0,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,True,
203210,1610612763,JaMychal Green,JaMychal Green,203210,MEM,28665.0,478.0,-37.0,928.0,956,212.0,323.0,129.0,1884,49.0,84.0,20.0,36.0,12.0,15.0,12.0,30.0,22.0,47.0,5.0,1.0,83.0,161.0,11.0,28.0,200.0,1027.0,23.0,40.0,6.0,52.0,19.0,30.0,2.0,6.0,47.0,108.0,58.0,34.0,,14.0,20.0,10.0,30.0,8.0,2.0,13.0,4.0,3.0,70.0,7.0,34.0,28.0,27.0,12.0,67.0,42.0,109.0,4.0,15.0,9.0,12.0,3.0,17.0,1.0,29.0,3.0,26.0,2.0,68.0,3.0,8.0,34.0,,34.0,4.0,16.0,3.0,11.0,9.0,11.0,,47.0,210.0,9.0,2.0,0.6506024096385542,0.8181818181818182,0.515527950310559,0.575,0.6333333333333333,0.5,0.5609756097560976,0.640625,0.5347593582887701,0.5909090909090909,0.6527777777777778,0.06395348837209303,0.08695652173913043,0.14285714285714285,0.06666666666666667,19.907834101382488,0.41379310344827586,0.36363636363636365,0.1134453781512605,0.0918918918918919,0.1830065359477124,0.0660377358490566,0.14066496163682865,0.0861344537815126,0.09554140127388536,0.12962962962962962,0.047619047619047616,0.07692307692307693,0.03571428571428571,0.06862745098039216,0.1388888888888889,0.18518518518518517,0.056338028169014086,0.4883720930232558,0.5833333333333334,0.6805555555555556,0.5714285714285714,0.1744186046511628,0.4,0.42857142857142855,0.4166666666666667,0.27325581395348836,0.46808510638297873,0.46808510638297873,0.9545454545454546,0.029069767441860465,0.8780487804878049,0.5555555555555556,0.46875,0.8,0.03125,0.5523255813953488,0.5409776162790696,0.6156736111111111,0.5387671875,0.08695652173913043,0.09248554913294797,0.26,0.235,7.611180124223603,24.29090909090909,0.22844827586206898,,1.0,5.0,6.0,9.0,6.0,6.0,0.15625,0.17777777777777778,0.5454545454545454,,,6.0,2.0,6.0,6.0,,,1.0,0.18181818181818182,0.18181818181818182,0.03488372093023256,,,,,1.0,,1.0,2.0,,,1.0,,2.0,1.0,1.0,,7.0,4.0,,,,2.0,,,,0.5,0.037037037037037035,0.4,0.4,1.0,0.1,0.024390243902439025,,,,0.03125,,0.4,1.0,,1.0,1.0,1.0,3.0,1.0,0.09090909090909091,0.16666666666666666,,,,,,,True,
