EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,ThreePtAssists,Assists,Arc3Assists,AssistPoints,AtRimFGA,FG2A,ShootingFouls,BlockingFouls,Fouls,Usage,AtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG3M,FG3A,Points,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,LongMidRangeFGA,Corner3FGM,Corner3FGA,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangeFGM,PtsAssisted2s,Corner3Assists,Assisted2sPct,NonPutbacksAssisted2sPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,FtPoints,SecondChanceFtPoints,TwoPtAssists,LongMidRangeAssists,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,on,PenaltyOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,Fg2aBlocked,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,HeaveAttempts,Fg3aBlocked,FTOffRebounds,Charge Fouls Drawn,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveMakes,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Technical Free Throw Trips,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,Corner3PctBlocked,Clear Path Fouls
1626154,1610612738,RJ Hunter,RJ Hunter,1626154,BOS,150.0,2,5,5,6,6.0,1,11,6,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626175,1610612738,Jordan Mickey,Jordan Mickey,1626175,BOS,150.0,2,5,5,6,6.0,1,11,6,,,,,1.0,1.0,1.0,1.0,1.0,16.666666666666668,1.0,1.0,0.7291,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626179,1610612738,Terry Rozier,Terry Rozier,1626179,BOS,212.0,4,6,6,8,6.0,1,14,8,2.0,2.0,2.0,6.0,,1.0,,,,28.57142857142857,,0.5,0.48895,12.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.25,1.5,1.25,1.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5721,0.6,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626262,1610612738,Coty Clarke,Coty Clarke,1626262,BOS,348.0,6,4,11,12,6.0,2,23,14,,,,,1.0,2.0,,,,38.46153846153846,0.25,0.75,0.455325,10.55,,,1.0,1.0,,,,2.0,2.0,6.0,,,,,6.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,0.75,,0.75,,0.5,,0.5,,0.3333333333333333,,,0.5,,,,0.25,1.0,1.0,1.0,,,,1.0,,,24.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203923,1610612738,James Young,James Young,203923,BOS,150.0,2,5,5,6,6.0,1,11,6,,,,,,,,,,33.333333333333336,,1.0,0.45,,,,1.0,2.0,,,,1.0,2.0,3.0,,,,,3.0,2.0,1.0,,,,,,,1.0,0.5,,0.5,,0.75,,0.75,,1.0,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,0.5,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202323,1610612738,Evan Turner,Evan Turner,202323,BOS,198.0,3,-1,6,6,,1,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,198.0,3,-1,6,6,,1,12,8,1.0,1.0,,3.0,,1.0,,,,14.285714285714285,,,0.4109,19.3,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203096,1610612738,Jared Sullinger,Jared Sullinger,203096,BOS,198.0,3,-1,6,6,,1,12,8,,1.0,,2.0,,,,,,42.857142857142854,,,,,,,,,,,,,,2.0,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,0.5,0.5,,,,0.5,,0.5,1.0,,,,,,,,,,,,,,0.5,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202738,1610612738,Isaiah Thomas,Isaiah Thomas,202738,BOS,136.0,2,-2,5,4,,1,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101135,1610612738,David Lee,David Lee,101135,BOS,28199.0,470,-40,957,959,205.0,106,1916,973,22.0,54.0,14.0,130.0,117.0,191.0,25.0,4.0,51.0,23.627906976744185,0.609375,0.6145833333333334,0.5147235602094241,4.801047120418849,20.0,57.0,,1.0,,,87.0,,1.0,214.0,,,35.0,68.0,,1.0,,26.0,60.0,6.0,89.0,41.0,130.0,,,,,0.45549738219895286,0.453125,0.5,0.49537037037037035,0.5147058823529411,0.005208333333333333,0.20689655172413793,0.19801980198019803,0.08496732026143791,0.18993135011441648,0.08668076109936575,0.11965811965811966,0.1864406779661017,0.296875,0.3508771929824561,0.37735849056603776,0.005208333333333333,,,,,,,,0.5026333333333334,0.16355140186915887,39.1,17.0,,,21.0,11.0,38.0,10.0,0.5526315789473685,0.08854166666666667,,,,,7.0,106.0,8.0,0.6091954022988506,0.7066666666666667,0.4117647058823529,0.4117647058823529,0.7142857142857143,40.0,5.0,32.0,13.0,38.0,51.0,24.0,0.11267605633802817,0.11320754716981132,False,203.0,60.0,13.0,23.0,9.0,25.0,1.0,15.0,30.0,14.0,36.0,1.0,12.0,40.0,24.0,27.0,15.0,4.0,15.0,23.0,6.0,12.0,9.0,3.0,7.0,17.0,3.0,10.0,1.0,4.0,3.0,3.0,1.0,8.0,1.0,2.0,3.0,3.0,13.0,10.0,1.0,2.0,13.0,8.0,2.0,40.0,203.0,5.0,3.0,0.5,0.3888888888888889,0.3783783783783784,0.45454545454545453,0.14136125654450263,0.19658119658119658,0.07017543859649122,0.17164179104477612,0.08982035928143713,0.07142857142857142,0.054945054945054944,0.07627118644067797,0.12244897959183673,0.16091954022988506,0.24489795918367346,0.15789473684210525,0.20512820512820512,0.07792207792207792,0.6153846153846154,0.5128205128205128,0.6382978723404256,0.7333333333333333,0.2,0.7666666666666667,0.5652173913043478,0.07692307692307693,0.6756756756756757,0.36,0.02702702702702703,0.5552666666666666,0.18691588785046728,0.21212121212121213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
