EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,BlockingFouls,Charge Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,FTOffRebounds,Technical Free Throw Trips,ShortMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,3pt And 1 Free Throw Trips,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,BlockedLongMidRange,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,Charge Fouls Drawn,3SecondViolations,on,Blocked3s,BlockedArc3,OffensiveGoaltends,Arc3PctBlocked,BlockedCorner3,HeaveMakes,Clear Path Fouls
1626171,1610612741,Bobby Portis,Bobby Portis,1626171,CHI,7998.0,133,30,264,263,57.0,92,33,527,12.0,23.0,5.0,11.0,4.0,6.0,2.0,10.0,10.0,17.0,1.0,3.0,10.0,1.0,3.0,24.0,50.0,3.0,11.0,6.0,63.0,259,6.0,13.0,1.0,12.0,6.0,8.0,3.0,1.0,13.0,34.0,14.0,9.0,10.0,1.0,9.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,6.0,10.0,11.0,21.0,4.0,36,16.0,52,4.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,8.0,1.0,4.0,8.0,2.0,1.0,10.0,2.0,1.0,10.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,13.0,57.0,0.7083333333333334,0.8947368421052632,1.0,0.2727272727272727,0.3,0.48,0.46153846153846156,0.75,0.4672131147540984,0.42857142857142855,0.5454545454545454,0.4772727272727273,0.42857142857142855,0.5416666666666666,0.18032786885245902,0.08,0.17391304347826086,24.18300653594771,0.5,0.36363636363636365,0.2413793103448276,0.11235955056179775,0.24444444444444444,0.15,0.24242424242424243,0.12403100775193798,0.23333333333333334,0.08333333333333333,0.02857142857142857,0.15151515151515152,0.14285714285714285,0.2857142857142857,0.19047619047619047,0.23684210526315788,0.2647058823529412,0.18181818181818182,0.13793103448275862,1.0,0.3770491803278688,0.5217391304347826,0.631578947368421,0.5,0.16393442622950818,0.2,0.2,1.0,0.2786885245901639,0.5882352941176471,0.5882352941176471,0.9,0.01639344262295082,0.16393442622950818,0.3,0.3,1.0,0.7857142857142857,0.45454545454545453,0.07142857142857142,0.5454545454545454,0.6666666666666666,0.2727272727272727,0.5573770491803278,0.3333333333333333,0.492155,0.4768863636363637,0.513915,0.06153846153846154,0.07407407407407407,0.19047619047619047,0.20634920634920634,8.819999999999999,26.927272727272726,0.2159090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1626245,1610612741,Cristiano Felicio,Cristiano Felicio,1626245,CHI,19239.0,321,53,639,631,149.0,172,80,1270,30.0,46.0,9.0,17.0,6.0,9.0,,4.0,10.0,18.0,,,4.0,,3.0,40.0,68.0,,4.0,25.0,105.0,650,9.0,17.0,,20.0,8.0,14.0,3.0,7.0,23.0,64.0,16.0,,14.0,,4.0,,5.0,14.0,12.0,26.0,2.0,2.0,64.0,8.0,22.0,18.0,46.0,8.0,72,30.0,102,1.0,6.0,5.0,1.0,7.0,1.0,2.0,6.0,13.0,3.0,14.0,31.0,5.0,,22.0,2.0,1.0,35.0,16.0,3.0,13.0,11.0,13.0,11.0,1.0,23.0,149.0,0.8,0.9696969696969697,,,,0.5882352941176471,0.5294117647058824,0.5714285714285714,0.5555555555555556,0.5294117647058824,0.47058823529411764,0.5965909090909091,0.5263157894736842,0.5476190476190477,0.05555555555555555,0.07352941176470588,0.10869565217391304,13.778990450204638,0.5384615384615384,0.36363636363636365,0.22330097087378642,0.10526315789473684,0.18947368421052632,0.09090909090909091,0.21262458471760798,0.10101010101010101,0.12048192771084337,0.09259259259259259,0.09722222222222222,0.09722222222222222,0.0625,0.14634146341463414,0.3333333333333333,0.22388059701492538,0.17333333333333334,0.25,0.037037037037037035,0.8461538461538461,0.6388888888888888,0.6521739130434783,0.7317073170731707,0.7666666666666667,0.05555555555555555,,,,0.25,0.5555555555555556,0.5555555555555556,0.9,,0.05555555555555555,,,,1.0,0.5294117647058824,,0.5294117647058824,0.6666666666666666,0.17647058823529413,0.6944444444444444,,0.5375145833333335,0.5584166666666666,0.5144323529411764,0.18823529411764706,0.19753086419753085,0.19047619047619047,0.21904761904761905,6.326470588235295,25.5,0.23317683881064163,2.0,10.0,11.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,6.0,2.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201166,1610612741,Aaron Brooks,Aaron Brooks,201166,CHI,9528.0,159,10,308,306,85.0,109,42,614,6.0,14.0,1.0,1.0,,4.0,9.0,15.0,3.0,8.0,2.0,11.0,27.0,1.0,10.0,18.0,37.0,11.0,29.0,8.0,77.0,328,1.0,1.0,1.0,2.0,1.0,8.0,11.0,2.0,16.0,2.0,34.0,18.0,,2.0,25.0,11.0,3.0,17.0,12.0,29.0,3.0,4.0,70.0,,2.0,3.0,2.0,,5,2.0,7,1.0,7.0,4.0,3.0,15.0,2.0,12.0,5.0,20.0,,8.0,18.0,1.0,1.0,10.0,,2.0,11.0,4.0,,1.0,,1.0,,,16.0,85.0,0.05555555555555555,0.05555555555555555,0.5454545454545454,0.3793103448275862,0.4074074074074074,0.4864864864864865,1.0,0.125,0.5227272727272727,0.5,0.3684210526315789,0.5422535211267606,0.5,0.38095238095238093,0.4393939393939394,0.08108108108108109,0.21428571428571427,25.348189415041784,0.75,,0.021052631578947368,0.0196078431372549,0.06666666666666667,,0.03571428571428571,0.012987012987012988,0.024390243902439025,0.03225806451612903,,,,0.034482758620689655,0.03571428571428571,,0.058823529411764705,0.09090909090909091,0.03333333333333333,,0.21212121212121213,0.42857142857142855,0.5454545454545454,0.16666666666666666,0.22727272727272727,0.6,0.6,,0.12121212121212122,0.375,0.375,,0.030303030303030304,0.4090909090909091,0.4074074074074074,0.4074074074074074,0.5454545454545454,0.5,1.0,0.5,0.21052631578947367,,0.5263157894736842,0.6515151515151515,0.44,0.47525000000000006,0.56055,0.45964411764705876,0.07042253521126761,0.0975609756097561,0.025974025974025976,0.2077922077922078,7.840540540540539,28.31724137931034,0.275974025974026,,9.0,10.0,3.0,1.0,3.0,,6.0,1.0,,1.0,,1.0,,2.0,,,1.0,4.0,4.0,15.0,1.0,1.0,0.36363636363636365,0.034482758620689655,0.5,0.05263157894736842,0.4,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
202710,1610612741,Jimmy Butler,Jimmy Butler,202710,CHI,8274.0,138,4,264,267,27.0,56,35,531,12.0,22.0,1.0,5.0,1.0,2.0,5.0,12.0,6.0,16.0,2.0,2.0,8.0,,2.0,23.0,50.0,2.0,10.0,19.0,71.0,295,1.0,7.0,1.0,2.0,2.0,8.0,2.0,4.0,11.0,20.0,26.0,3.0,,1.0,7.0,2.0,4.0,20.0,14.0,34.0,4.0,11.0,82.0,1.0,5.0,9.0,7.0,2.0,18,7.0,25,2.0,5.0,1.0,4.0,10.0,1.0,9.0,3.0,13.0,,8.0,11.0,,1.0,23.0,,,23.0,10.0,2.0,1.0,1.0,1.0,,,11.0,27.0,0.43478260869565216,0.43478260869565216,0.5,0.2,0.2222222222222222,0.46,0.14285714285714285,0.25,0.43333333333333335,0.125,0.35,0.5,0.125,0.4583333333333333,0.16666666666666666,0.08,0.13636363636363635,27.483443708609272,0.7692307692307693,0.18181818181818182,0.08333333333333333,0.05813953488372093,0.23076923076923078,0.02564102564102564,0.13008130081300814,0.048,0.05263157894736842,0.043478260869565216,0.08,0.030303030303030304,,0.1282051282051282,0.038461538461538464,0.05263157894736842,0.2413793103448276,0.2,0.06896551724137931,,0.36666666666666664,0.5454545454545454,0.631578947368421,0.6666666666666666,0.2,0.4166666666666667,0.45454545454545453,,0.26666666666666666,0.375,0.375,0.3333333333333333,0.03333333333333333,0.13333333333333333,0.25,0.25,0.5,0.625,0.2,,0.2,0.5,0.2,0.5333333333333333,0.2857142857142857,0.5071415254237288,0.5406571428571428,0.42340555555555554,0.14705882352941177,0.1724137931034483,0.028169014084507043,0.15492957746478872,8.681999999999999,27.490000000000002,0.10227272727272728,,10.0,8.0,1.0,1.0,1.0,,,1.0,,,2.0,,,,1.0,1.0,,1.0,1.0,3.0,,,0.5,,,,0.5,,1.0,1.0,1.0,0.08333333333333333,0.2,0.125,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
203200,1610612741,Justin Holiday,Justin Holiday,203200,CHI,10391.0,173,64,346,334,81.0,59,46,680,7.0,15.0,,1.0,3.0,6.0,1.0,4.0,4.0,14.0,6.0,9.0,20.0,1.0,4.0,12.0,33.0,13.0,26.0,13.0,76.0,329,1.0,5.0,2.0,8.0,4.0,10.0,7.0,5.0,25.0,14.0,10.0,36.0,,,20.0,9.0,4.0,20.0,3.0,23.0,,1.0,49.0,1.0,2.0,9.0,9.0,,18,3.0,21,,9.0,4.0,5.0,5.0,1.0,5.0,1.0,6.0,,7.0,12.0,,,14.0,,3.0,14.0,6.0,1.0,5.0,3.0,5.0,2.0,,25.0,81.0,0.5833333333333334,0.5833333333333334,0.9230769230769231,0.5,0.5,0.36363636363636365,0.2,0.4,0.5338983050847458,0.5714285714285714,0.5882352941176471,0.5846153846153846,0.5714285714285714,0.6578947368421053,0.4406779661016949,0.12121212121212122,0.26666666666666666,17.705735660847882,0.8333333333333334,,0.08571428571428572,0.018518518518518517,0.15517241379310345,0.0196078431372549,0.11042944785276074,0.018867924528301886,0.02040816326530612,0.05263157894736842,,0.024390243902439025,,0.044444444444444446,0.08,0.14285714285714285,0.17777777777777778,0.07692307692307693,,0.4,0.2542372881355932,0.4666666666666667,0.6363636363636364,0.7142857142857143,0.06779661016949153,0.25,0.25,,0.23728813559322035,0.2857142857142857,0.2857142857142857,0.5,0.1016949152542373,0.3389830508474576,0.45,0.45,0.8888888888888888,0.14285714285714285,,0.14285714285714285,0.35294117647058826,0.5,0.23529411764705882,0.6949152542372882,0.45,0.524707627118644,0.41154999999999997,0.5207529411764705,0.109375,0.15789473684210525,0.10526315789473684,0.32894736842105265,9.821212121212122,24.74230769230769,0.23410404624277456,,3.0,15.0,4.0,,,,1.0,1.0,,,1.0,2.0,,,,,3.0,2.0,4.0,3.0,,1.0,0.5714285714285714,,,0.17647058823529413,0.5,0.038461538461538464,1.0,,,,,0.14285714285714285,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,,,,,,True,,,,,,,
203926,1610612741,Doug McDermott,Doug McDermott,203926,CHI,12980.0,216,36,441,431,119.0,127,53,872,25.0,34.0,2.0,4.0,7.0,9.0,8.0,16.0,4.0,15.0,10.0,7.0,17.0,3.0,5.0,37.0,65.0,11.0,27.0,13.0,120.0,437,6.0,10.0,3.0,18.0,11.0,17.0,8.0,2.0,30.0,54.0,20.0,33.0,4.0,,17.0,7.0,,7.0,4.0,11.0,,3.0,26.0,1.0,4.0,6.0,13.0,,19,5.0,24,3.0,3.0,2.0,1.0,5.0,,1.0,1.0,6.0,1.0,13.0,18.0,,,11.0,1.0,2.0,14.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,119.0,0.7297297297297297,0.7714285714285715,1.0,0.4074074074074074,0.4074074074074074,0.5692307692307692,0.6,0.6470588235294118,0.5815217391304348,0.6923076923076923,0.56,0.6082474226804123,0.6923076923076923,0.5769230769230769,0.29347826086956524,,,20.355731225296445,0.8333333333333334,,0.08666666666666667,0.026845637583892617,0.1016949152542373,0.017857142857142856,0.09090909090909091,0.024390243902439025,0.03389830508474576,0.02564102564102564,0.0196078431372549,0.023255813953488372,,0.1,0.02631578947368421,0.11538461538461539,0.1276595744680851,,0.06976744186046512,1.0,0.3695652173913043,0.7352941176470589,0.7352941176470589,0.72,0.17391304347826086,0.5,0.5,0.875,0.16304347826086957,0.26666666666666666,0.26666666666666666,0.5,0.10869565217391304,0.18478260869565216,0.4117647058823529,0.4117647058823529,1.0,0.3076923076923077,0.5,0.23076923076923078,0.36,0.7777777777777778,0.2,0.6630434782608695,0.4117647058823529,0.5164217391304348,0.48956250000000007,0.5318419999999999,0.0625,0.08695652173913043,0.15,0.25,6.88,25.06296296296296,0.2698412698412698,,4.0,3.0,1.0,,4.0,,1.0,1.0,1.0,,2.0,,,,1.0,,3.0,1.0,2.0,,,,0.25,,,0.12,0.2,,,,2.0,,,,4.0,,1.0,2.0,2.0,,0.6666666666666666,0.4,0.4,1.0,,,0.6666666666666666,1.0,0.3333333333333333,,,,,,True,,,,,,,
202734,1610612741,E'Twaun Moore,E'Twaun Moore,202734,CHI,3165.0,53,25,107,104,39.0,39,14,211,3.0,5.0,1.0,2.0,2.0,3.0,4.0,10.0,1.0,5.0,,,,,,8.0,20.0,,,,16.0,94,2.0,3.0,,4.0,4.0,10.0,,,8.0,4.0,12.0,,,,,,3.0,9.0,,9.0,,5.0,18.0,1.0,2.0,1.0,4.0,,5,3.0,8,2.0,,,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,,,1.0,,,,,,2.0,1.0,2.0,1.0,,8.0,39.0,0.25,0.25,,,,0.4,0.6666666666666666,0.4,0.4,0.6666666666666666,0.4,0.4,0.6666666666666666,0.4,,0.15,0.2,18.548387096774192,0.3333333333333333,,0.0851063829787234,0.047619047619047616,0.06666666666666667,0.125,0.08064516129032258,0.06,,0.18181818181818182,,0.14285714285714285,,0.14285714285714285,,0.06666666666666667,0.08333333333333333,,0.2222222222222222,0.5,0.25,0.6,0.75,,0.5,0.4,0.4444444444444444,0.25,0.25,0.2,0.25,1.0,,,,,,0.6666666666666666,0.5,,0.3,0.6666666666666666,,0.25,,0.42227499999999996,0.3912,0.41889000000000004,,,0.25,0.5,9.760000000000002,,0.3644859813084112,,,3.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,1.0,0.2,,,,True,,,,,,,
203503,1610612741,Tony Snell,Tony Snell,203503,CHI,5795.0,97,28,206,205,84.0,83,24,411,2.0,5.0,,,1.0,1.0,,3.0,2.0,6.0,1.0,2.0,7.0,1.0,1.0,4.0,14.0,3.0,8.0,7.0,24.0,190,,,2.0,3.0,2.0,4.0,2.0,2.0,9.0,4.0,4.0,9.0,,,7.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,9.0,,,4.0,6.0,1.0,11,,11,,2.0,2.0,,4.0,,4.0,,4.0,,5.0,7.0,,,4.0,,,7.0,2.0,,1.0,,1.0,1.0,,9.0,84.0,0.5,0.5,1.0,0.375,0.375,0.2857142857142857,,0.5,0.38636363636363635,0.75,0.5833333333333334,0.48,0.75,0.6428571428571429,0.36363636363636365,0.07142857142857142,,12.608695652173914,1.0,0.1,0.10526315789473684,,0.10526315789473684,,0.10526315789473684,,,,,,,0.14285714285714285,0.05263157894736842,0.11764705882352941,0.09375,0.16666666666666666,,1.0,0.22727272727272727,0.4,0.4,0.5,0.13636363636363635,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.5,0.045454545454545456,0.3181818181818182,0.2857142857142857,0.2857142857142857,1.0,,,0.5,0.16666666666666666,1.0,0.16666666666666666,0.5909090909090909,0.2857142857142857,0.5236295454545454,0.60795,0.5041749999999999,0.12,0.125,0.125,0.375,10.271428571428572,25.2,0.4077669902912621,,,1.0,,,,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,,,1.0,0.5,,,0.16666666666666666,,0.1111111111111111,1.0,,,0.3333333333333333,,0.5,1.0,1.0,1.0,,1.0,,0.5,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,True,,,,,,,
2399,1610612741,Mike Dunleavy,Mike Dunleavy,2399,CHI,3735.0,62,-12,117,115,14.0,14,12,232,2.0,3.0,,1.0,,1.0,,,2.0,3.0,1.0,1.0,4.0,1.0,,4.0,6.0,1.0,5.0,1.0,12.0,149,,1.0,1.0,,,1.0,1.0,,,4.0,4.0,3.0,,,4.0,1.0,,2.0,,2.0,,1.0,4.0,,,2.0,4.0,1.0,7,,7,,2.0,2.0,,,,,1.0,1.0,,1.0,3.0,1.0,,1.0,,,1.0,1.0,,2.0,2.0,2.0,1.0,,,14.0,0.5,0.5,1.0,0.2,0.2,0.6666666666666666,,,0.5,,,0.5454545454545454,,,0.45454545454545453,,,9.16030534351145,,0.14285714285714285,0.125,,0.14285714285714285,,0.13043478260869565,,,,,,,0.06666666666666667,0.2222222222222222,0.125,0.16666666666666666,,,0.5,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,,,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.09090909090909091,0.36363636363636365,0.25,0.25,1.0,0.5,,0.5,0.5,,,0.7272727272727273,0.25,0.5895590909090909,0.72955,0.749425,0.09090909090909091,0.16666666666666666,,,9.950000000000001,24.939999999999998,0.11965811965811966,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201565,1610612741,Derrick Rose,Derrick Rose,201565,CHI,4658.0,78,-8,152,154,8.0,26,17,306,6.0,11.0,,,,,6.0,9.0,6.0,14.0,2.0,,4.0,,,18.0,34.0,1.0,6.0,5.0,44.0,161,3.0,4.0,,6.0,1.0,2.0,,,2.0,6.0,30.0,3.0,,,4.0,,1.0,11.0,1.0,12.0,,3.0,25.0,,,1.0,6.0,,7,,7,,4.0,1.0,3.0,4.0,1.0,4.0,2.0,6.0,,2.0,3.0,,,3.0,,,6.0,3.0,,,,,,,2.0,8.0,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,0.5294117647058824,0.75,0.5,0.4875,0.75,0.5,0.5116279069767442,0.75,0.5,0.15,0.029411764705882353,0.09090909090909091,28.32369942196532,0.6666666666666666,,0.11320754716981132,,0.05,,0.0958904109589041,,,,,,,0.1,0.0625,0.17647058823529413,0.0625,,,,0.275,0.5454545454545454,0.6,,0.225,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.35,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.05,0.1,,,,,,,,,,0.425,,0.47323624999999997,0.42105000000000004,0.3997,0.06976744186046512,0.08108108108108109,0.13636363636363635,0.045454545454545456,10.352941176470587,24.833333333333332,0.05263157894736842,,1.0,8.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,0.5,1.0,,,,,,,,,,,True,,,,,,,
