EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,FTDefRebounds,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedAtRim,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,FTOffRebounds,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Charge Fouls Drawn,SecondChanceArc3FGA,SecondChanceFG3A,LongMidRangePctAssisted,SecondChanceArc3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,BlockingFouls,Offensive Fouls,Offensive Fouls Drawn,LongMidRangePctBlocked,DefensiveGoaltends,OffCorner3ReboundPct,on,Charge Fouls,Clear Path Fouls,BlockingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,HeaveMakes,Corner3PctBlocked
101162,1610612764,Marcin Gortat,Marcin Gortat,101162,WAS,683.0,11.0,3.0,24,25,24.0,10.0,2.0,49,1.0,1.0,1.0,1.0,1.0,1.0,2.0,18.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.846153846153846,0.125,0.1428571428571428,0.2,0.1333333333333333,0.125,0.2,0.3333333333333333,0.1666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8647,0.8647,1.0,0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201196,1610612764,Ramon Sessions,Ramon Sessions,201196,WAS,4305.0,72.0,-1.0,154,149,107.0,86.0,15.0,303,4.0,10.0,2.0,6.0,9.0,21.0,29.0,155.0,3.0,11.0,17.0,2.0,,2.0,4.0,6.0,1.0,7.0,,,,17.0,107.0,0.1111111111111111,0.1111111111111111,0.4285714285714285,0.2727272727272727,0.375,0.25,0.4833333333333333,0.4722222222222222,21.965317919075144,0.1142857142857142,0.08,,0.1,0.0158730158730158,,0.1333333333333333,0.0714285714285714,0.4166666666666667,0.4,0.5,0.25,0.5,0.3333333333333333,0.5416666666666666,0.49901875,0.4895208333333333,0.5862068965517241,5.261904761904762,0.6948051948051948,5.0,11.0,3.0,1.0,3.0,11.0,1.0,1.0,1.0,11.0,16.0,3.0,2.0,8.0,2.0,10.0,1.0,1.0,4.0,2.0,2.0,22.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,8.0,7.0,1.0,5.0,11.0,13.0,1.0,5.0,2.0,1.0,2.0,0.5,0.125,0.0952380952380952,0.2,0.5,0.0238095238095238,0.0714285714285714,0.1666666666666666,0.0909090909090909,0.0769230769230769,0.4583333333333333,0.4545454545454545,0.4545454545454545,0.125,0.0833333333333333,0.1785714285714285,0.2,0.0344827586206896,25.76666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201581,1610612764,JJ Hickson,JJ Hickson,201581,WAS,7873.0,131.0,-20.0,284,279,170.0,147.0,34.0,563,17.0,25.0,7.0,11.0,25.0,45.0,69.0,292.0,13.0,25.0,35.0,30.0,5.0,7.0,15.0,28.0,17.0,45.0,2.0,,2.0,35.0,170.0,0.6,0.6818181818181818,0.5555555555555556,0.52,0.5434782608695652,0.5,0.5227272727272727,0.4861111111111111,23.07692307692308,0.2027027027027027,0.14,0.0925925925925925,0.1774193548387097,0.1278195488721804,0.1136363636363636,0.1515151515151515,0.1428571428571428,0.5434782608695652,0.68,0.8095238095238095,0.5294117647058824,0.4230769230769231,0.6363636363636364,0.5652173913043478,0.513837777777778,0.486956,0.5072463768115942,5.375555555555555,0.5985915492957746,8.0,15.0,1.0,1.0,1.0,19.0,4.0,16.0,1.0,9.0,20.0,1.0,5.0,2.0,5.0,7.0,2.0,3.0,2.0,,,19.0,12.0,1.0,5.0,3.0,5.0,,2.0,4.0,,2.0,9.0,5.0,4.0,12.0,26.0,44.0,4.0,20.0,4.0,4.0,2.0,0.5333333333333333,0.0217391304347826,0.1111111111111111,0.16,0.5555555555555556,0.1518987341772152,0.1666666666666666,0.1666666666666666,0.1333333333333333,0.0714285714285714,0.3260869565217391,0.5333333333333333,0.5714285714285714,0.0217391304347826,0.0384615384615384,0.3225806451612903,0.3278688524590163,0.2318840579710145,37.4,4.0,9.0,5.0,6.0,12.0,6.0,6.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0666666666666666,0.4,0.1785714285714285,0.1111111111111111,0.3529411764705882,0.5,0.75,0.108695652173913,0.75,0.4444444444444444,0.25,0.4366444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
202066,1610612764,Garrett Temple,Garrett Temple,202066,WAS,5028.0,84.0,-31.0,184,181,95.0,83.0,21.0,365,3.0,5.0,2.0,2.0,4.0,7.0,35.0,197.0,2.0,2.0,17.0,2.0,,1.0,8.0,10.0,2.0,12.0,1.0,,1.0,17.0,95.0,0.25,0.3333333333333333,0.5714285714285714,1.0,0.8529411764705882,0.9285714285714286,0.875,0.9444444444444444,13.333333333333332,0.1538461538461538,0.0303030303030303,,0.1058823529411764,0.0112359550561797,,0.3043478260869565,0.04,0.2941176470588235,0.6,1.0,0.3333333333333333,0.2857142857142857,1.0,0.8823529411764706,0.565828125,0.623525,0.4857142857142857,6.414285714285714,0.5163043478260869,,,5.0,4.0,10.0,6.0,,2.0,5.0,4.0,6.0,5.0,2.0,5.0,1.0,6.0,1.0,,3.0,,2.0,13.0,1.0,,1.0,1.0,6.0,1.0,6.0,2.0,,,8.0,3.0,2.0,7.0,5.0,7.0,,2.0,1.0,3.0,1.0,1.0,0.5882352941176471,0.2857142857142857,0.4,0.75,0.0188679245283018,,,,,,,,0.2941176470588235,0.5714285714285714,0.1052631578947368,0.2222222222222222,0.0571428571428571,25.770000000000003,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,2.0,2.0,,1.0,,,,,1.0,1.0,,0.1428571428571428,0.0555555555555555,,0.0833333333333333,,,0.1176470588235294,1.0,1.0,,0.503,1.0,4.0,5.0,1.0,1.0,3.0,2.0,7.0,3.0,15.0,6.0,3.0,1.0,1.0,0.7142857142857143,0.7,0.6,0.7,0.0909090909090909,0.5,0.5,0.2941176470588235,0.8,0.8,1.0,0.6,0.6,0.3333333333333333,0.1428571428571428,1.0,0.5,0.6,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
203490,1610612764,Otto Porter Jr.,Otto Porter Jr.,203490,WAS,1695.0,28.0,6.0,63,64,43.0,29.0,9.0,127,2.0,3.0,2.0,2.0,3.0,4.0,6.0,51.0,2.0,2.0,4.0,6.0,,2.0,,2.0,,2.0,,,,4.0,43.0,1.0,1.0,0.75,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,9.859154929577466,,0.2222222222222222,,0.0769230769230769,,,,0.1428571428571428,0.5,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,0.60151,0.66025,0.6666666666666666,2.375,0.6825396825396826,1.0,1.0,2.0,1.0,2.0,,,,1.0,,,2.0,,,,,,,,,,,,,2.0,1.0,,1.0,,1.0,,,1.0,1.0,3.0,3.0,1.0,,,,,,,,0.3333333333333333,,,,,,,0.5,,0.1666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,24.85,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
202322,1610612764,John Wall,John Wall,202322,WAS,1672.0,28.0,2.0,63,62,44.0,30.0,8.0,125,3.0,4.0,3.0,4.0,7.0,15.0,19.0,61.0,4.0,10.0,11.0,2.0,,,3.0,3.0,,3.0,,,,11.0,44.0,0.1428571428571428,0.1428571428571428,0.4666666666666667,0.4,0.4117647058823529,0.3333333333333333,0.4736842105263157,0.3846153846153846,30.55555555555556,0.1875,,,0.1071428571428571,,,0.2,,0.2352941176470588,0.75,0.75,,0.3333333333333333,0.75,0.3529411764705882,0.4511705882352941,0.4645499999999999,0.5789473684210527,13.02,0.6984126984126984,,,2.0,2.0,2.0,5.0,,,2.0,3.0,12.0,2.0,,5.0,3.0,8.0,1.0,2.0,4.0,1.0,,19.0,,,1.0,,3.0,,3.0,,,,3.0,3.0,2.0,2.0,4.0,6.0,1.0,3.0,,,,,0.1176470588235294,,,1.0,,,,,,,,,0.1176470588235294,0.1666666666666666,0.1578947368421052,0.1764705882352941,,26.65,,,11.0,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,0.6470588235294118,,,,0.5385,4.0,,,,,,,,,,,,,1.0,,,,,,0.3636363636363636,0.3636363636363636,,,,,,,,,,,,1.0,2.0,2.0,0.25,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201977,1610612764,Marcus Thornton,Marcus Thornton,201977,WAS,2901.0,48.0,9.0,106,102,68.0,71.0,14.0,208,3.0,3.0,2.0,2.0,8.0,13.0,30.0,105.0,4.0,6.0,18.0,4.0,1.0,3.0,4.0,8.0,3.0,11.0,,,,18.0,68.0,0.25,0.2857142857142857,0.6153846153846154,0.6666666666666666,0.4827586206896552,0.4722222222222222,0.5172413793103449,0.5,26.016260162601625,0.1666666666666666,0.15,0.05,0.1590909090909091,0.0638297872340425,0.0625,0.2222222222222222,0.25,0.1034482758620689,1.0,1.0,0.6666666666666666,0.1111111111111111,1.0,0.6551724137931034,0.4884362068965516,0.4811583333333333,0.6,10.676923076923078,0.6415094339622641,3.0,5.0,11.0,8.0,16.0,2.0,1.0,7.0,12.0,1.0,12.0,11.0,,6.0,,6.0,,,4.0,2.0,,12.0,2.0,1.0,2.0,1.0,3.0,,3.0,,,,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,,,,1.1666666666666667,0.5517241379310345,,,1.0,0.074074074074074,0.3333333333333333,0.1818181818181818,,0.0714285714285714,0.1724137931034483,0.6,0.6,0.3793103448275862,0.4444444444444444,0.0689655172413793,0.1538461538461538,0.2333333333333333,25.437500000000004,1.0,1.0,5.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,1.0,1.0,,0.1111111111111111,,,,,,0.1724137931034483,0.3333333333333333,1.0,1.0,0.5492333333333334,2.0,2.0,5.0,1.0,4.0,2.0,2.0,4.0,3.0,9.0,3.0,2.0,,,0.75,0.25,0.25,0.25,,0.4,0.4,0.1724137931034483,0.4,0.4,1.0,0.1818181818181818,0.25,0.5,0.2222222222222222,0.25,0.25,0.1818181818181818,,,,,,3.0,0.1875,0.2727272727272727,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,1077.0,18.0,-4.0,37,38,23.0,15.0,3.0,75,1.0,2.0,1.0,1.0,2.0,6.0,9.0,41.0,1.0,2.0,3.0,2.0,,1.0,2.0,3.0,,3.0,,,,3.0,23.0,0.5,0.5,0.3333333333333333,0.5,0.3888888888888889,0.25,0.4090909090909091,0.3,29.26829268292683,0.2222222222222222,0.1428571428571428,,0.1875,,,0.3333333333333333,0.1428571428571428,0.2222222222222222,0.5,0.5,1.0,0.25,1.0,0.5555555555555556,0.5371611111111112,0.5495749999999999,0.3333333333333333,10.033333333333331,0.6216216216216216,1.0,2.0,3.0,2.0,3.0,2.0,,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,,1.0,1.0,,7.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,,,,0.5,0.3333333333333333,0.1666666666666666,,1.0,,,,,,0.2222222222222222,0.5,1.0,0.3333333333333333,0.5,0.2727272727272727,0.375,0.3333333333333333,24.433333333333334,,1.0,2.0,,2.0,,,,1.0,,,,,,,,,,0.5,0.5,,,,,,,0.2222222222222222,0.3333333333333333,,,0.6080166666666666,,,,,,1.0,,1.0,,,3.0,1.0,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,,1.0,1.0,,0.3333333333333333,,,,1.0,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,
101187,1610612764,Alan Anderson,Alan Anderson,101187,WAS,1672.0,28.0,-19.0,60,62,26.0,26.0,4.0,122,1.0,2.0,,1.0,1.0,5.0,5.0,71.0,,3.0,3.0,,,2.0,1.0,4.0,,4.0,,,,3.0,26.0,,,0.2,,0.2777777777777778,0.3,0.2777777777777778,0.3,13.846153846153843,0.0416666666666666,0.4,,0.1034482758620689,,,,0.3333333333333333,0.2222222222222222,0.5,1.0,,0.2,,0.6666666666666666,0.4908111111111111,0.50509,0.6,5.48,0.4333333333333333,,3.0,4.0,2.0,4.0,,,,2.0,,2.0,4.0,2.0,2.0,1.0,3.0,,1.0,2.0,,,7.0,,,1.0,1.0,,,,,,,,,5.0,7.0,,,,,,,,,0.4444444444444444,0.4,0.5,,,,0.1111111111111111,0.5,,0.3333333333333333,,,0.4444444444444444,0.4,,,,25.575,,,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,,1.0,,,1.0,0.25,0.5,0.25,,,,,,,,0.25,0.25,1.0,,,0.5,0.25,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1626162,1610612764,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,WAS,4861.0,81.0,-14.0,173,169,101.0,94.0,20.0,342,9.0,13.0,4.0,6.0,11.0,20.0,35.0,181.0,5.0,8.0,19.0,10.0,2.0,5.0,10.0,16.0,4.0,20.0,,,,19.0,101.0,0.4545454545454545,0.5,0.55,0.625,0.484375,0.5,0.5303030303030303,0.5588235294117647,19.191919191919197,0.2127659574468085,0.1515151515151515,0.054054054054054,0.1875,0.0465116279069767,0.064516129032258,0.2272727272727272,0.0952380952380952,0.40625,0.6923076923076923,0.75,0.5555555555555556,0.375,0.6666666666666666,0.78125,0.530353125,0.544146875,0.5428571428571428,4.22,0.5838150289017341,2.0,6.0,9.0,6.0,12.0,4.0,1.0,7.0,8.0,3.0,12.0,9.0,2.0,2.0,,2.0,,,1.0,1.0,,4.0,2.0,,4.0,3.0,2.0,,2.0,4.0,1.0,2.0,6.0,4.0,8.0,13.0,5.0,6.0,4.0,4.0,1.0,3.0,,0.875,0.375,0.1,0.0769230769230769,0.3333333333333333,0.0408163265306122,0.0588235294117647,0.1333333333333333,0.25,,0.1875,0.3333333333333333,0.4,0.28125,0.375,0.125,0.2,0.2,25.9,3.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,,1.0,,,,,,,,0.75,0.75,0.1666666666666666,0.0909090909090909,0.0526315789473684,,0.3,,,0.03125,0.75,1.0,0.3333333333333333,0.71475,,1.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,9.0,,2.0,,,1.0,0.25,0.25,0.25,,,,0.09375,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.2222222222222222,1.0,0.125,0.5,0.1666666666666666,0.2222222222222222,,,,,,,,,,,,,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,
