EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShootingFouls,2pt And 1 Free Throw Trips,DefArc3ReboundPct,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Corner3FGM,SecondChanceFtPoints,PtsAssisted3s,PtsPutbacks,OffTwoPtRebounds,FTOffRebounds,Loose Ball Fouls Drawn,Assisted3sPct,OffFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BlockingFouls,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,PenaltyCorner3FGM,PenaltyFG3M,ShortMidRangeAssists,LongMidRangeAssists,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3FGM,Corner3Assists,Arc3PctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,SecondChanceArc3FGA,ThreePtShootingFoulsDrawn,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,on,Offensive Fouls,BlockingFoulsDrawn,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,SecondChanceAtRimPctAssisted,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,3SecondViolations
1626149,1610612745,Montrezl Harrell,Montrezl Harrell,1626149,HOU,1429.0,24,17.0,51,51,32,36.0,5.0,102,5.0,7.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,6.0,10.0,1.0,1.0,13.0,43.0,1.0,1.0,2.0,2.0,6.0,1.0,5.0,8.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,32,2.0,0.6666666666666666,0.6666666666666666,0.6,1.0,0.3333333333333333,0.5454545454545454,1.0,0.3333333333333333,0.5416666666666666,1.0,0.35714285714285715,0.09090909090909091,0.1,0.14285714285714285,20.689655172413794,0.4,0.04,0.07692307692307693,0.05263157894736842,0.1111111111111111,0.25,0.3333333333333333,0.6363636363636364,0.7142857142857143,0.8333333333333334,0.6,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,0.09090909090909091,1.0,1.0,0.6666666666666666,0.5,0.7272727272727273,0.5824363636363636,0.6279,0.5527333333333333,0.08333333333333333,0.09090909090909091,0.15384615384615385,0.38461538461538464,3.8199999999999994,24.8,0.6274509803921569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201147,1610612745,Corey Brewer,Corey Brewer,201147,HOU,566.0,9,11.0,19,19,16,10.0,2.0,38,1.0,1.0,,,1.0,1.0,1.0,1.0,,,2.0,2.0,,2.0,6.0,15.0,,,,1.0,1.0,,2.0,,4.0,,,,,,,1.0,1.0,,2.0,2.0,,,1.0,,3.0,4.0,3.0,,,,,,,2.0,16,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,14.285714285714286,,0.14285714285714285,0.3333333333333333,0.2,0.25,,,0.5,1.0,1.0,,0.5,1.0,1.0,,,,,,1.0,1.0,0.5,0.616,,0.7845,1.0,1.0,,0.3333333333333333,6.1,,0.8421052631578947,1.0,2.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202726,1610612745,Andrew Goudelock,Andrew Goudelock,202726,HOU,2982.0,50,10.0,105,108,64,60.0,12.0,213,,,,,,,5.0,7.0,4.0,7.0,8.0,11.0,9.0,3.0,22.0,105.0,1.0,1.0,2.0,4.0,7.0,3.0,11.0,2.0,14.0,7.0,,3.0,4.0,3.0,9.0,,1.0,,1.0,2.0,6.0,,4.0,,3.0,4.0,,2.0,1.0,,1.0,2.0,1.0,11.0,64,,0.125,0.125,0.7272727272727273,1.0,0.5714285714285714,0.475,1.0,0.3076923076923077,0.5,1.0,0.36666666666666664,0.45,,,24.166666666666668,,0.021739130434782608,,0.014925373134328358,0.05,,0.5,,,,,0.35,0.7142857142857143,0.7142857142857143,0.2,0.2,0.35,,,,,0.45,0.44564750000000003,0.3097,0.46117307692307696,,,0.09090909090909091,0.5,13.499999999999998,24.700000000000003,0.6095238095238096,1.0,,,3.0,2.0,2.0,1.0,4.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,2.0,1.0,1.0,7.0,4.0,1.0,2.0,2.0,0.1111111111111111,0.1111111111111111,0.7142857142857143,0.06666666666666667,0.02631578947368421,0.09090909090909091,0.09090909090909091,0.75,0.75,0.1,0.14285714285714285,0.14285714285714285,0.15384615384615385,0.3076923076923077,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203909,1610612745,KJ McDaniels,KJ McDaniels,203909,HOU,2232.0,37,4.0,79,80,49,55.0,10.0,159,5.0,6.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,7.0,10.0,5.0,5.0,25.0,82.0,2.0,2.0,7.0,5.0,6.0,4.0,14.0,6.0,8.0,3.0,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,9.0,2.0,,4.0,1.0,6.0,7.0,4.0,,,,,,,14.0,49,2.0,0.42857142857142855,0.6,0.7,1.0,0.8333333333333334,0.6666666666666666,1.0,0.625,0.6944444444444444,1.1666666666666667,0.7,0.3333333333333333,,,21.73913043478261,0.125,0.0967741935483871,0.058823529411764705,0.08333333333333333,0.09090909090909091,,,0.4,0.8333333333333334,0.8333333333333334,0.4,0.2,0.3333333333333333,0.3333333333333333,,0.06666666666666667,0.2,1.0,1.0,0.375,1.0,0.7333333333333333,0.5879399999999999,0.5347,0.56340625,0.2222222222222222,0.3076923076923077,0.28,0.56,4.41,24.6,0.620253164556962,1.0,1.0,0.08333333333333333,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,,,2.0,4.0,,2.0,1.0,,,1.0,1.0,,2.0,1.0,,,,0.4,0.4,0.5,0.15384615384615385,0.1,0.2,,1.0,1.0,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.125,0.125,0.3333333333333333,1.0,3.0,3.0,4.0,1.0,1.0,1.0,0.5,0.125,0.058823529411764705,0.14285714285714285,0.2,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203991,1610612745,Clint Capela,Clint Capela,203991,HOU,2133.0,36,16.0,76,78,47,48.0,8.0,154,7.0,8.0,1.0,1.0,5.0,6.0,,2.0,1.0,,7.0,11.0,,2.0,16.0,74.0,1.0,3.0,2.0,5.0,9.0,1.0,11.0,8.0,6.0,,,,,,,5.0,5.0,2.0,12.0,17.0,1.0,1.0,4.0,,5.0,7.0,4.0,4.0,4.0,,,4.0,4.0,11.0,47,,0.5714285714285714,0.6666666666666666,0.6363636363636364,0.3333333333333333,0.5555555555555556,0.6363636363636364,0.3333333333333333,0.5555555555555556,0.6153846153846154,0.25,0.5,,,,14.942528735632184,0.3333333333333333,0.14705882352941177,0.2777777777777778,0.19230769230769232,0.07692307692307693,0.16666666666666666,1.0,0.7272727272727273,0.875,0.875,0.5714285714285714,0.18181818181818182,,,,0.09090909090909091,,0.3333333333333333,1.0,0.6666666666666666,0.8333333333333334,0.7272727272727273,0.5797181818181818,0.4361,0.5958111111111111,0.3333333333333333,0.3333333333333333,0.125,0.6875,3.2363636363636363,,0.618421052631579,3.0,3.0,0.3333333333333333,,,,,,,,,,,,1.0,5.0,3.0,,,,,,,,,,,1.0,1.0,,,,0.09090909090909091,0.17857142857142858,0.1111111111111111,0.75,,,,,,,,,,,,2.0,4.0,,,,,0.23529411764705882,0.2857142857142857,,,,,,1.0,0.2,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201563,1610612745,Michael Beasley,Michael Beasley,201563,HOU,2061.0,34,10.0,72,74,42,43.0,7.0,146,2.0,2.0,,,,,1.0,2.0,2.0,1.0,3.0,6.0,2.0,2.0,11.0,65.0,,1.0,,,2.0,1.0,4.0,2.0,4.0,1.0,,6.0,6.0,4.0,12.0,3.0,4.0,1.0,8.0,9.0,,,1.0,,2.0,3.0,2.0,,,,,,,4.0,42,,0.3333333333333333,0.3333333333333333,0.5,,,0.5625,,0.375,0.6111111111111112,,0.4,0.25,,,14.814814814814813,0.16666666666666666,0.10810810810810811,0.1875,0.1320754716981132,0.125,,,0.25,1.0,1.0,0.5,0.25,0.5,0.5,,0.25,0.125,,,,,0.5,0.4974875,,0.49167500000000003,0.2222222222222222,0.2857142857142857,,0.36363636363636365,9.05,24.25,0.5833333333333334,1.0,1.0,0.3,,1.0,1.0,,1.0,1.0,2.0,,,,,1.0,1.0,,,3.0,,3.0,,,,3.0,1.0,,,,0.5,0.5,1.0,0.1111111111111111,0.037037037037037035,0.125,,,,0.125,,,0.25,0.25,,1.0,,3.0,,,,,1.0,,,,0.2222222222222222,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612745,Jason Terry,Jason Terry,1891,HOU,717.0,12,-8.0,24,25,17,12.0,3.0,49,,1.0,,,,,,,,1.0,,1.0,1.0,,3.0,28.0,,,,,,,3.0,,,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,3.0,17,,,,,,,0.75,,1.5,0.75,,1.5,0.5,,,18.51851851851852,,,,,,,,0.5,,,,,,,,,0.5,,,,,1.0,0.547925,,0.62025,,,,1.0,2.6,25.4,0.7083333333333334,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,2.0,1.0,2.0,1.0,,,3.0,2.0,,,,1.0,1.0,0.6666666666666666,,,,,,,,1.0,1.0,,1.0,1.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,1610612745,Dwight Howard,Dwight Howard,2730,HOU,520.0,9,,17,18,7,,3.0,35,1.0,2.0,,,,1.0,,,,,1.0,2.0,,2.0,4.0,17.0,,,2.0,,1.0,2.0,2.0,,2.0,,,,,,,1.0,2.0,,3.0,3.0,,,1.0,1.0,3.0,6.0,1.0,2.0,1.0,,1.0,2.0,,2.0,7,,,,0.5,,,0.5,,,0.4,1.0,0.3333333333333333,,,,25.0,,0.25,1.0,0.3333333333333333,0.16666666666666666,,,1.0,0.5,0.5,,,,,,,,,,1.0,,1.0,0.5433,,0.4637,0.3333333333333333,0.3333333333333333,0.5,0.5,2.2,,0.4117647058823529,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203093,1610612745,Terrence Jones,Terrence Jones,203093,HOU,329.0,5,-6.0,12,12,10,12.0,1.0,24,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,2.0,,,2.0,14.0,,1.0,,1.0,2.0,,2.0,2.0,,,,,,,,,1.0,,1.0,2.0,,,3.0,,,,,,,,,,,2.0,10,2.0,1.0,1.0,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,,23.076923076923077,,0.25,,0.16666666666666666,,,,0.5,1.0,1.0,1.0,,,,,0.5,,,,0.5,1.0,0.5,0.5222,0.4275,0.5222,,,,1.0,8.25,,0.8333333333333334,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,1.0,,0.25,,,,,,,,,,,,,,,1.0,,,,,0.5,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1610612745,Trevor Ariza,Trevor Ariza,2772,HOU,905.0,15,-6.0,32,35,14,11.0,5.0,67,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,4.0,41.0,,,,1.0,1.0,2.0,4.0,,2.0,,,,1.0,,3.0,,,,,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,1.0,1.0,,4.0,14,1.0,,,1.0,,1.0,0.5,,1.0,0.6666666666666666,,1.0,0.5,,,10.526315789473685,,,,,,,,0.5,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,0.683025,0.53925,0.8268,0.3333333333333333,0.5,,1.0,1.1,23.8,0.4375,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
