EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,Corner3FGM,Corner3FGA,PenaltyArc3FGM,PenaltyFG3M,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,OffThreePtRebounds,Steals,LostBallSteals,BlockingFouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceArc3FGA,SecondChanceFG3A,PtsPutbacks,BadPassSteals,BadPassTurnovers,Loose Ball Fouls,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SecondChanceArc3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,Travels,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,DefensiveGoaltends,3SecondViolations,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,AtRimPctBlocked,SecondChanceFtPoints,SecondChanceTurnovers,Charge Fouls,Blocked3s,BlockedArc3,Technical Free Throw Trips,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,Charge Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,OffCorner3ReboundPct,OffensiveGoaltends,SecondChanceCorner3PctAssisted,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked,3pt And 1 Free Throw Trips
101127,1610612740,Jarrett Jack,Jarrett Jack,101127,NOH,1899.0,32,9.0,58,58,5.0,6.0,8,116,1.0,1.0,3.0,4.0,8.0,4.0,7.0,1.0,5.0,12.0,4.0,7.0,2.0,24.0,56,2.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,6.0,7.0,4.0,1.0,7.0,2.0,9.0,1.0,1.0,4.0,1.0,2.0,20.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,5.0,1.0,0.4,0.4,0.5,0.5714285714285714,0.5714285714285714,0.4166666666666667,1.0,0.5789473684210527,0.5,0.6,0.6666666666666666,0.3684210526315789,0.0833333333333333,0.3333333333333333,32.83582089552239,0.5,0.0625,0.1818181818181818,0.1111111111111111,0.25,0.125,0.3333333333333333,0.0526315789473684,0.1578947368421052,0.3333333333333333,0.5,1.0,0.4210526315789473,0.5,0.5,0.25,0.3684210526315789,0.5714285714285714,0.5714285714285714,0.5,0.5,0.4210526315789473,0.5714285714285714,0.4539552631578948,0.3912,0.46565,0.1666666666666666,14.35,25.84285714285715,0.0862068965517241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201158,1610612740,Marco Belinelli,Marco Belinelli,201158,NOH,2458.0,41,2.0,74,73,11.0,13.0,11,147,2.0,,,1.0,7.0,4.0,9.0,3.0,3.0,9.0,6.0,11.0,1.0,25.0,84,1.0,,1.0,3.0,1.0,7.0,2.0,4.0,12.0,6.0,9.0,4.0,,4.0,1.0,5.0,1.0,,1.0,2.0,1.0,11.0,,1.0,2.0,3.0,1.0,,,1.0,1.0,,2.0,2.0,,2.0,1.0,7.0,11.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.3333333333333333,,0.6,0.75,0.5952380952380952,0.7,0.55,,,25.28735632183908,1.0,0.05,,0.0333333333333333,,,,0.1,,,,,0.35,0.1428571428571428,0.1428571428571428,,0.45,0.4444444444444444,0.4444444444444444,0.5,0.75,0.65,0.4444444444444444,0.5018225000000001,0.202,0.40375,0.28,15.166666666666666,25.472727272727276,0.1486486486486486,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.0357142857142857,0.0285714285714285,0.0833333333333333,0.1,0.1,1.0,1.0,0.5,0.1,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201160,1610612740,Jason Smith,Jason Smith,201160,NOH,1580.0,26,5.0,47,47,9.0,11.0,8,94,2.0,2.0,4.0,4.0,9.0,,,,8.0,15.0,,,1.0,17.0,41,2.0,1.0,2.0,,,2.0,12.0,4.0,,,,,,,,,,,,,,,3.0,1.0,4.0,6.0,,,,,,3.0,4.0,2.0,,2.0,,2.0,9.0,,0.75,0.75,,,,0.5333333333333333,0.5,0.5333333333333333,0.5,0.53125,0.5,,,,29.09090909090909,,0.0714285714285714,0.3333333333333333,0.1739130434782608,0.5,0.2857142857142857,0.5,0.1333333333333333,0.2666666666666666,0.5,0.5,0.5,0.6,0.4444444444444444,0.4444444444444444,1.0,,,,,,0.1333333333333333,,0.42444,0.6051,0.4279,0.1176470588235294,14.06,,0.1914893617021276,2.0,,,,,1.0,,2.0,,,,,0.0588235294117647,0.0833333333333333,0.1,,,1.0,1.0,0.5,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.1428571428571428,0.1666666666666666,1.0,0.5,1.0,0.0625,0.0625,0.1176470588235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202329,1610612740,Al-Farouq Aminu,Al-Farouq Aminu,202329,NOH,2955.0,49,-1.0,91,93,21.0,27.0,13,184,5.0,,1.0,3.0,7.0,1.0,2.0,,8.0,13.0,1.0,3.0,,19.0,94,3.0,3.0,4.0,,,6.0,12.0,4.0,3.0,,2.0,1.0,,2.0,,2.0,,,2.0,,,4.0,2.0,4.0,7.0,11.0,1.0,,,,1.0,3.0,4.0,2.0,,,,6.0,21.0,,0.75,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6153846153846154,0.75,0.59375,0.75,0.59375,0.75,0.1875,,,16.037735849056602,1.0,0.1538461538461538,0.1052631578947368,0.1333333333333333,,0.1428571428571428,,0.3125,0.0625,,,,0.4375,0.4285714285714285,0.4285714285714285,1.0,0.125,0.5,0.5,1.0,,0.5,0.5,0.5048625,0.5431625,0.40765,0.3157894736842105,11.307692307692308,24.8,0.2307692307692307,5.0,,1.0,,,4.0,1.0,4.0,1.0,1.0,,0.25,0.1142857142857142,0.0909090909090909,0.0588235294117647,0.25,0.1428571428571428,1.0,1.0,0.6,0.0625,,,,,2.0,2.0,2.0,4.0,,3.0,,,,,,,,0.6666666666666666,0.5,0.5,,,,0.5,1.0,,,0.2105263157894736,1.0,1.0,4.0,3.0,1.0,1.0,0.25,0.1428571428571428,0.1111111111111111,0.25,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202419,1610612740,Chris Johnson,Chris Johnson,202419,NOH,4945.0,82,-2.0,149,152,36.0,45.0,24,301,10.0,3.0,7.0,,1.0,,,,9.0,18.0,,,5.0,23.0,165,4.0,3.0,7.0,,2.0,8.0,14.0,4.0,,,,,,,1.0,1.0,1.0,,,,,3.0,4.0,11.0,15.0,22.0,4.0,4.0,,3.0,8.0,8.0,13.0,4.0,,7.0,,8.0,36.0,,0.7777777777777778,0.7777777777777778,,,,0.5,0.4285714285714285,0.5,0.4285714285714285,0.5476190476190477,0.5,,,,16.477272727272727,0.5,0.2558139534883721,0.1538461538461538,0.217391304347826,0.1818181818181818,0.1052631578947368,0.2857142857142857,0.5555555555555556,0.3888888888888889,0.4285714285714285,0.4285714285714285,0.6666666666666666,0.0555555555555555,,,,,,,,,0.5555555555555556,,0.51325,0.64055,0.5251428571428571,0.3478260869565217,5.533333333333332,,0.2416107382550335,6.0,,,,,4.0,,7.0,,,,,0.0701754385964912,0.1014492753623188,0.1153846153846153,0.3157894736842105,,0.6,0.6,0.8333333333333334,,,,,,,4.0,,,3.0,5.0,1.0,,4.0,1.0,1.0,1.0,1.0,,,,0.25,0.2727272727272727,1.0,1.0,,0.1904761904761904,0.1904761904761904,,,,,4.0,1.0,,0.125,,0.2307692307692307,,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.75,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202333,1610612740,Xavier Henry,Xavier Henry,202333,NOH,3476.0,58,-9.0,103,108,36.0,45.0,19,211,2.0,1.0,2.0,,4.0,,2.0,1.0,2.0,8.0,,2.0,4.0,8.0,122,,,1.0,1.0,2.0,2.0,,4.0,,,2.0,,2.0,4.0,,4.0,,,1.0,1.0,2.0,8.0,2.0,3.0,5.0,6.0,1.0,1.0,,1.0,2.0,,1.0,5.0,,8.0,2.0,2.0,36.0,2.0,,,,,,0.25,,0.2,,0.2857142857142857,0.25,0.2,0.25,0.5,13.008130081300813,0.5,0.1034482758620689,0.1111111111111111,0.1063829787234042,,0.0714285714285714,0.25,0.2,0.2,0.5,1.0,,0.4,,,,0.2,,,,0.5,0.4,,0.40746,,0.3028499999999999,0.25,10.8625,26.55,0.3495145631067961,1.0,,,,,1.0,,1.0,,,,,0.0263157894736842,0.0222222222222222,0.0625,0.0909090909090909,,0.5,1.0,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,0.1666666666666666,0.2,,,,,1.0,,,,,0.1818181818181818,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201171,1610612740,Carl Landry,Carl Landry,201171,NOH,1260.0,21,-6.0,38,39,6.0,11.0,5,77,4.0,1.0,3.0,,,,,,3.0,7.0,,,7.0,13.0,47,1.0,,1.0,,2.0,2.0,4.0,2.0,,,,,1.0,,,,,,,,,,1.0,4.0,5.0,8.0,,2.0,,,2.0,,2.0,6.0,,9.0,2.0,2.0,6.0,2.0,0.6666666666666666,0.6666666666666666,,,,0.4285714285714285,,0.4285714285714285,,0.5909090909090909,0.3333333333333333,,0.1428571428571428,,27.659574468085108,,0.3076923076923077,0.1666666666666666,0.2631578947368421,0.75,0.1666666666666666,,0.5714285714285714,0.4285714285714285,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,0.5714285714285714,,0.5029142857142858,0.4215,0.5984,0.1538461538461538,5.057142857142857,,0.1578947368421052,2.0,,,,,3.0,,3.0,,,,,0.2307692307692307,0.2142857142857142,0.3333333333333333,,,0.5,0.6666666666666666,0.5,,,,,,,,,4.0,,,,,3.0,1.0,1.0,1.0,1.0,,,0.5,,,1.0,,,0.3333333333333333,0.3333333333333333,0.3076923076923077,,,,,,,0.25,,0.2,,,1.0,,1.0,1.0,1.0,,,1.0,,,2.0,0.25,4.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202498,1610612740,Lance Thomas,Lance Thomas,202498,NOH,1530.0,26,-7.0,43,44,9.0,9.0,9,87,1.0,,3.0,,2.0,,,,1.0,6.0,,,4.0,6.0,56,1.0,,,,4.0,4.0,,2.0,,,,,1.0,,,,,,,,,,2.0,1.0,4.0,8.0,,1.0,,,1.0,1.0,3.0,2.0,,4.0,1.0,4.0,9.0,1.0,,,,,,0.1666666666666666,,0.1666666666666666,,0.375,1.0,,0.1666666666666666,0.3333333333333333,16.9811320754717,,0.0666666666666666,0.2857142857142857,0.1363636363636363,,0.5,,0.1666666666666666,0.5,,,,0.3333333333333333,,,,,,,,,0.1666666666666666,,0.415,0.6733,,0.6666666666666666,10.716666666666669,,0.2093023255813953,1.0,,,,,3.0,1.0,4.0,1.0,1.0,,0.5,0.125,0.1481481481481481,0.1,0.1428571428571428,0.25,1.0,1.0,,,,,,,1.0,1.0,1.0,4.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,1.0,1.0,0.1428571428571428,0.1428571428571428,0.6666666666666666,,,2.0,,,1.0,,0.1818181818181818,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1610612740,Trevor Ariza,Trevor Ariza,2772,NOH,446.0,7,-2.0,14,14,3.0,3.0,2,28,,,,,1.0,,,,,1.0,,,1.0,1.0,17,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,1.0,,2.0,,,3.0,,,,,,,,,,,0.25,,,,,12.5,,,,,,,,,,,,,1.0,,,,,,,,,,,0.3602,,,,19.5,,0.2142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202349,1610612740,Greivis Vasquez,Greivis Vasquez,202349,NOH,3498.0,58,-10.0,105,109,34.0,43.0,18,214,3.0,2.0,8.0,5.0,6.0,,1.0,,10.0,17.0,1.0,2.0,2.0,25.0,124,4.0,4.0,7.0,,1.0,9.0,2.0,18.0,,3.0,1.0,,1.0,5.0,3.0,8.0,2.0,1.0,2.0,1.0,2.0,19.0,2.0,3.0,5.0,5.0,6.0,1.0,,2.0,7.0,1.0,4.0,3.0,,4.0,1.0,9.0,34.0,1.0,0.1,0.1,,0.5,0.5,0.5882352941176471,0.5714285714285714,0.6052631578947368,0.5714285714285714,0.6,0.5625,0.1052631578947368,0.0588235294117647,0.125,21.6,0.8571428571428571,0.1034482758620689,0.1111111111111111,0.1063829787234042,,0.1666666666666666,,0.1578947368421052,0.4210526315789473,0.25,0.2857142857142857,,0.3157894736842105,0.8333333333333334,0.8333333333333334,0.2,0.0526315789473684,,,,,0.2631578947368421,,0.446828947368421,0.4885666666666666,0.4363142857142857,0.36,10.36470588235294,24.45,0.3238095238095238,3.0,1.0,1.0,,,,,,,1.0,,,,,,0.1818181818181818,,1.0,1.0,,0.0526315789473684,1.0,1.0,,,1.0,1.0,2.0,4.0,,1.0,,,,,,,,0.5,0.5,0.5,,,,0.25,1.0,,,0.16,,,,1.0,4.0,,,,0.0909090909090909,,1.0,1.0,,2.0,,,,,0.1428571428571428,1.0,1.0,,,,1.0,,,,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
