EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,BadPassSteals,StepOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Arc3FGM,PenaltyArc3FGM,NonHeaveArc3FGM,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,FTDefRebounds,SelfOReb,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3FGA,BlockingFouls,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,Travels,Blocked3s,BlockedCorner3,BlockingFoulsDrawn,BlockedArc3,OffShortMidRangeReboundPct,FTOffRebounds,3SecondViolations,OffFTReboundPct,DefensiveGoaltends,on,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Clear Path Fouls,Corner3PctBlocked,OffensiveGoaltends
101132,1610612761,Linas Kleiza,Linas Kleiza,101132,TOR,3828.0,64,11,120.0,121,29.0,33,12.0,241,4.0,5.0,1.0,1.0,2.0,2.0,2.0,7.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,7.0,2.0,7.0,15.0,1.0,10.0,9.0,26.0,104,1.0,1.0,1.0,3.0,5.0,3.0,4.0,1.0,4.0,3.0,12.0,6.0,8.0,3.0,1.0,6.0,2.0,4.0,4.0,3.0,1.0,8.0,3.0,2.0,7.0,9.0,3.0,12.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,6.0,1.0,1.0,6.0,12.0,1.0,1.0,6.0,12.0,29.0,1.0,0.42857142857142855,0.42857142857142855,1.0,0.1,0.25,0.1111111111111111,0.4666666666666667,1.0,0.75,0.34,0.5,0.5625,0.4166666666666667,0.625,0.6111111111111112,0.4,0.13333333333333333,0.2,0.14285714285714285,25.37313432835821,0.25,0.1590909090909091,0.08333333333333333,0.1111111111111111,0.14516129032258066,0.057692307692307696,0.1,0.125,0.3125,0.1111111111111111,0.05263157894736842,0.1,0.125,0.2,0.8,1.0,0.75,0.28,0.2857142857142857,0.3333333333333333,0.12,0.3333333333333333,0.3333333333333333,0.12,0.3333333333333333,0.3333333333333333,1.0,0.28,0.5,1.0,0.5,0.25,1.0,0.25,0.5,0.25,0.6,0.5052208333333333,0.560275,0.5429428571428572,0.2,0.3,0.19230769230769232,0.46153846153846156,7.833333333333333,28.45,0.24166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
101161,1610612761,Amir Johnson,Amir Johnson,101161,TOR,2863.0,48,-23,88.0,92,14.0,15,17.0,180,4.0,6.0,3.0,4.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,6.0,9.0,,,1.0,13.0,96,3.0,4.0,,1.0,7.0,,1.0,,,,,6.0,6.0,,,,2.0,1.0,1.0,,,2.0,6.0,3.0,5.0,8.0,7.0,15.0,2.0,1.0,,,2.0,,2.0,1.0,,,4.0,,1.0,3.0,2.0,,,1.0,,14.0,2.0,0.5,1.0,,,,,0.6666666666666666,0.75,,0.6666666666666666,0.75,,0.65,0.7,,,0.2222222222222222,0.3333333333333333,,11.214953271028037,,0.14705882352941177,0.18181818181818182,0.2727272727272727,0.17777777777777778,0.15217391304347827,0.23076923076923078,0.1875,0.2,0.2,,0.3333333333333333,,0.6666666666666666,0.6666666666666666,1.0,0.25,0.2222222222222222,0.5,0.5,0.1111111111111111,1.0,1.0,,,,,,1.0,0.75,,1.0,,,,,0.6666666666666666,0.5197888888888889,0.60395,0.5545,0.1,0.1,0.5384615384615384,,4.555555555555555,,0.1590909090909091,6.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,0.07692307692307693,0.1,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,995.0,17,-21,29.0,35,12.0,9,4.0,64,1.0,2.0,,,,1.0,,,2.0,4.0,,,,,,1.0,1.0,3.0,6.0,1.0,1.0,,9.0,46,1.0,1.0,,,2.0,,1.0,1.0,1.0,,3.0,2.0,4.0,3.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,3.0,12.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,1.0,,0.6428571428571429,1.0,0.75,0.6428571428571429,1.0,0.75,0.14285714285714285,,,,21.875,,,,,,,,,,,,,,0.2857142857142857,0.5,0.5,1.0,,,,0.5714285714285714,0.5,0.5,,,,,0.14285714285714285,,,,0.5,,,,0.5,0.42857142857142855,0.5001214285714285,,0.631975,,,0.2222222222222222,0.3333333333333333,14.199999999999998,24.3,0.41379310344827586,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1853,1610612761,Anthony Carter,Anthony Carter,1853,TOR,12557.0,209,-50,396.0,406,96.0,123,49.0,802,6.0,8.0,1.0,1.0,,,4.0,8.0,2.0,20.0,,1.0,,,1.0,16.0,5.0,12.0,36.0,5.0,17.0,8.0,47.0,399,1.0,3.0,,2.0,4.0,2.0,9.0,2.0,6.0,3.0,13.0,8.0,16.0,9.0,3.0,13.0,,28.0,34.0,10.0,4.0,74.0,2.0,5.0,21.0,28.0,5.0,33.0,8.0,4.0,12.0,3.0,5.0,6.0,17.0,1.0,1.0,9.0,20.0,,1.0,12.0,10.0,,,3.0,13.0,96.0,2.0,0.3333333333333333,0.36363636363636365,0.6,0.29411764705882354,0.3333333333333333,0.35714285714285715,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.36792452830188677,0.3333333333333333,0.3333333333333333,0.4051724137931034,0.5,0.38235294117647056,0.32075471698113206,,,,16.666666666666668,0.7058823529411765,0.15328467153284672,0.015267175572519083,0.1,0.13903743315508021,0.028089887640449437,,0.03125,0.2,0.11904761904761904,0.14545454545454545,0.13513513513513514,,0.1509433962264151,0.75,0.75,0.3333333333333333,0.1509433962264151,0.5,0.5,0.37735849056603776,0.1,0.1,0.018867924528301886,,,,0.3018867924528302,0.3333333333333333,1.0,,,,0.06666666666666667,,0.3333333333333333,0.4716981132075472,0.4649183673469386,0.5074000000000001,0.4325615384615385,0.05357142857142857,0.07692307692307693,0.0851063829787234,0.2765957446808511,12.933333333333335,33.08235294117647,0.24242424242424243,2.0,14.0,3.0,4.0,,,,4.0,,3.0,4.0,3.0,,0.06382978723404255,0.03225806451612903,0.75,0.25,0.5,5.0,2.0,5.0,0.3125,0.3125,0.6,0.4,0.38461538461538464,6.0,6.0,2.0,4.0,2.0,1.0,6.0,1.0,4.0,2.0,1.0,2.0,0.16666666666666666,0.125,0.03225806451612903,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2571,1610612761,Leandro Barbosa,Leandro Barbosa,2571,TOR,8520.0,142,-48,269.0,270,44.0,57,34.0,539,9.0,18.0,1.0,2.0,2.0,2.0,5.0,9.0,8.0,25.0,1.0,6.0,,,1.0,16.0,2.0,22.0,52.0,5.0,22.0,13.0,72.0,278,2.0,4.0,1.0,4.0,8.0,5.0,9.0,1.0,3.0,6.0,19.0,22.0,22.0,9.0,1.0,15.0,4.0,10.0,12.0,4.0,4.0,26.0,1.0,1.0,5.0,6.0,4.0,10.0,2.0,1.0,8.0,1.0,9.0,4.0,17.0,1.0,2.0,7.0,14.0,1.0,2.0,10.0,14.0,1.0,3.0,5.0,19.0,44.0,1.0,0.5,0.5,0.6,0.22727272727272727,0.3333333333333333,0.23809523809523808,0.4230769230769231,0.5,0.5555555555555556,0.39864864864864863,0.4,0.5416666666666666,0.4430379746835443,0.5714285714285714,0.6333333333333333,0.2972972972972973,0.07692307692307693,0.05555555555555555,0.3333333333333333,31.372549019607842,0.47058823529411764,0.054945054945054944,0.011111111111111112,0.03125,0.04878048780487805,0.032,,0.020833333333333332,0.03225806451612903,0.07142857142857142,0.0625,0.043478260869565216,,0.24324324324324326,0.5,0.5294117647058824,0.4444444444444444,0.12162162162162163,0.5555555555555556,0.8333333333333334,0.33783783783783783,0.32,0.32,0.08108108108108109,0.16666666666666666,0.16666666666666666,1.0,0.21621621621621623,0.4,0.5,,0.16666666666666666,1.0,0.08333333333333333,,0.16666666666666666,0.5405405405405406,0.47879246575342455,0.4537,0.4126625,0.0641025641025641,0.08928571428571429,0.1111111111111111,0.2638888888888889,10.988461538461538,25.222727272727266,0.16356877323420074,,2.0,3.0,1.0,2.0,,,,,,,,,0.08571428571428572,0.08695652173913043,,0.2,0.75,4.0,1.0,4.0,0.25,0.25,0.5,0.5,0.26666666666666666,6.0,2.0,1.0,1.0,,1.0,4.0,1.0,1.0,1.0,,1.0,,0.08333333333333333,0.025,1.0,1.0,1.0,0.2,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201949,1610612761,James Johnson,James Johnson,201949,TOR,7257.0,121,-10,228.0,235,72.0,77,29.0,463,9.0,16.0,,2.0,4.0,5.0,5.0,6.0,2.0,10.0,,1.0,,,,2.0,1.0,16.0,32.0,1.0,3.0,5.0,40.0,227,2.0,4.0,1.0,,4.0,6.0,11.0,1.0,1.0,1.0,16.0,10.0,22.0,3.0,,2.0,1.0,7.0,9.0,5.0,1.0,20.0,4.0,7.0,15.0,24.0,5.0,29.0,6.0,2.0,4.0,,2.0,3.0,6.0,,3.0,4.0,15.0,1.0,,7.0,9.0,3.0,,6.0,16.0,72.0,5.0,0.3125,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.5,0.5454545454545454,0.5,0.4,0.625,0.5263157894736842,0.4,0.6153846153846154,0.08571428571428572,0.03125,0.0625,,17.05426356589147,0.6666666666666666,0.16666666666666666,0.05714285714285714,0.28,0.19130434782608696,0.05434782608695652,0.14285714285714285,0.02702702702702703,0.16666666666666666,0.125,0.20588235294117646,0.2777777777777778,0.2857142857142857,0.45714285714285713,0.5625,0.6,0.1111111111111111,0.17142857142857143,0.8333333333333334,0.8333333333333334,0.2857142857142857,0.2,0.2,0.02857142857142857,,,,0.05714285714285714,0.4,,,0.4166666666666667,0.8,,,0.08333333333333333,0.5428571428571428,0.4761485714285715,0.52605,0.4489458333333334,0.15789473684210525,0.17142857142857143,0.1,0.4,8.140624999999998,25.7,0.3157894736842105,2.0,1.0,1.0,4.0,,,,8.0,5.0,2.0,9.0,6.0,1.0,0.045454545454545456,0.0625,0.6666666666666666,0.6,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,,2.0,2.0,,2.0,1.0,1.0,,1.0,,1.0,,0.2222222222222222,,0.06666666666666667,1.0,,,0.2,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2446,1610612761,Rasual Butler,Rasual Butler,2446,TOR,3307.0,55,-26,107.0,112,19.0,40,13.0,219,,1.0,,,,,,2.0,5.0,7.0,3.0,9.0,2.0,1.0,2.0,2.0,,5.0,10.0,3.0,11.0,,19.0,106,,,2.0,,,,1.0,1.0,2.0,,3.0,8.0,2.0,9.0,,2.0,,1.0,1.0,1.0,,2.0,,3.0,5.0,8.0,,8.0,2.0,1.0,2.0,,2.0,1.0,4.0,,1.0,2.0,4.0,2.0,,1.0,,,,,3.0,19.0,,0.8,0.8,1.0,0.2727272727272727,0.5,0.2727272727272727,0.5,,,0.4523809523809524,,0.5,0.4523809523809524,,0.5,0.5238095238095238,,,,21.008403361344538,0.5,0.16129032258064516,,0.2,0.17391304347826086,,,,0.2222222222222222,,0.2,0.18181818181818182,0.25,0.047619047619047616,,,,0.09523809523809523,,,0.3333333333333333,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.09523809523809523,,,1.0,,,0.6666666666666666,0.5,,0.5714285714285714,0.4995047619047619,,0.47698333333333337,,,,0.15789473684210525,14.830000000000002,23.363636363636363,0.17757009345794392,,,,1.0,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201189,1610612761,Aaron Gray,Aaron Gray,201189,TOR,965.0,16,10,30.0,30,13.0,14,3.0,60,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,2.0,3.0,,,,4.0,19,1.0,1.0,,,2.0,1.0,1.0,,,,2.0,2.0,2.0,,,,,,,,,,,1.0,4.0,6.0,2.0,8.0,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,2.0,13.0,,0.5,0.5,,,,,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,,,,,11.428571428571429,1.0,0.3076923076923077,,0.25,0.29411764705882354,0.15384615384615385,,,0.25,0.5,0.2,0.25,,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,0.6871999999999999,,0.6633,,,0.5,0.5,1.4666666666666668,,0.43333333333333335,,,2.0,,,,,,,,,,,0.5,0.6666666666666666,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201814,1610612761,Gary Forbes,Gary Forbes,201814,TOR,2959.0,49,5,95.0,97,38.0,50,12.0,192,1.0,5.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,9.0,,1.0,,,,2.0,1.0,5.0,18.0,,3.0,8.0,18.0,92,1.0,2.0,,,2.0,3.0,8.0,,1.0,4.0,10.0,2.0,8.0,,,2.0,3.0,1.0,2.0,1.0,,5.0,3.0,2.0,3.0,5.0,4.0,9.0,1.0,,1.0,2.0,3.0,1.0,4.0,,3.0,1.0,2.0,,,7.0,9.0,1.0,,5.0,10.0,38.0,,0.2,0.25,,,,,0.2777777777777778,0.5,0.375,0.23809523809523808,0.5,0.3333333333333333,0.36,0.5,0.45454545454545453,0.14285714285714285,0.16666666666666666,0.4,0.25,26.85185185185185,0.25,0.1,0.10344827586206896,0.2857142857142857,0.13513513513513514,0.0975609756097561,0.125,,,,0.15789473684210525,0.4,,0.23809523809523808,0.2,0.3333333333333333,,0.19047619047619047,0.25,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.047619047619047616,,,,0.09523809523809523,1.0,0.5,,0.3333333333333333,0.3333333333333333,,,0.1111111111111111,0.38095238095238093,0.4702095238095238,0.64,0.4830333333333333,0.2,0.22727272727272727,0.1111111111111111,0.5555555555555556,11.78888888888889,24.166666666666668,0.4,2.0,,1.0,1.0,,,,,,,1.0,,,0.08333333333333333,0.14285714285714285,,,0.3333333333333333,,,,,,,,,,1.0,1.0,,,1.0,,,2.0,,,,,,0.07692307692307693,,,,,1.0,1.0,,2.0,1.0,0.4,,,,,True,,,,,,,,,,,,,,,,,,,
202334,1610612761,Ed Davis,Ed Davis,202334,TOR,10726.0,179,-30,344.0,342,79.0,104,42.0,686,13.0,21.0,3.0,6.0,2.0,7.0,4.0,10.0,1.0,2.0,,,,,,,,18.0,33.0,,,10.0,46.0,333,3.0,7.0,,5.0,11.0,3.0,11.0,,,4.0,10.0,28.0,8.0,,,,6.0,3.0,4.0,1.0,,9.0,9.0,8.0,23.0,32.0,16.0,48.0,7.0,3.0,6.0,1.0,4.0,2.0,10.0,3.0,1.0,12.0,20.0,,1.0,14.0,13.0,3.0,,8.0,10.0,79.0,3.0,0.7777777777777778,0.875,,,,,0.5454545454545454,0.42857142857142855,0.2727272727272727,0.5454545454545454,0.42857142857142855,0.2727272727272727,0.6052631578947368,0.6111111111111112,0.38461538461538464,,0.18181818181818182,0.23809523809523808,0.1,12.307692307692308,0.6,0.19658119658119658,0.0782608695652174,0.19047619047619047,0.1949685534591195,0.09740259740259741,0.12121212121212122,0.07142857142857142,0.1388888888888889,0.1875,0.24489795918367346,0.16666666666666666,0.25,0.6363636363636364,0.6190476190476191,0.8125,0.7692307692307693,0.30303030303030304,0.4,0.4444444444444444,0.06060606060606061,0.5,0.5,,,,,,0.8571428571428571,0.5,,0.6363636363636364,0.2857142857142857,,,,0.6363636363636364,0.4903848484848485,0.5367,0.4532636363636364,0.21052631578947367,0.21052631578947367,0.2391304347826087,0.21739130434782608,4.596969696969697,,0.22965116279069767,4.0,2.0,6.0,4.0,,4.0,,8.0,4.0,3.0,8.0,4.0,,0.15384615384615385,0.21739130434782608,0.5,0.75,1.0,,,,,,,,,,1.0,1.0,,1.0,,4.0,,,,1.0,,0.1,0.0625,,,,,,1.0,,,1.0,,0.038461538461538464,1.0,1.0,0.08333333333333333,,True,,,,,,,,,,,,,,,,,,,
