EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,HeaveMakes,HeaveAttempts,LongMidRangeAssists,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,ShortMidRangePctBlocked,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,BlockedAtRim,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3PctAssisted,Corner3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,BlockedCorner3
1733,1610612743,Al Harrington,Al Harrington,1733,DEN,23188.0,386,43.0,755,768,273.0,218.0,87.0,1523,55.0,91.0,10.0,17.0,16.0,30.0,7.0,19.0,4.0,15.0,5.0,16.0,1.0,2.0,3.0,9.0,16.0,45.0,7.0,20.0,66.0,125.0,21.0,61.0,26.0,221.0,780,12.0,23.0,1.0,2.0,3.0,30.0,24.0,45.0,10.0,29.0,11.0,89.0,70.0,62.0,57.0,6.0,14.0,45.0,16.0,14.0,8.0,7.0,15.0,3.0,4.0,6.0,2.0,37.0,4.0,17.0,3.0,21.0,43.0,8.0,72.0,24.0,96.0,11.0,14.0,9.0,5.0,13.0,3.0,8.0,13.0,2.0,5.0,1.0,26.0,2.0,8.0,12.0,36.0,5.0,5.0,32.0,1.0,4.0,4.0,2.0,36.0,4.0,16.0,4.0,1.0,1.0,1.0,1.0,2.0,89.0,273.0,3.0,4.0,0.5303030303030303,0.5932203389830508,0.9047619047619048,0.3442622950819672,0.5,0.3448275862068966,0.3442622950819672,0.528,0.5217391304347826,0.5333333333333333,0.5241935483870968,0.54,0.527027027027027,0.5470297029702971,0.5555555555555556,0.55625,0.3279569892473118,0.112,0.15384615384615385,26.176808266360503,0.5,0.5,0.1,0.15412186379928317,0.07142857142857142,0.19811320754716982,0.04040404040404041,0.16623376623376623,0.06231454005934718,0.09523809523809523,0.06382978723404255,0.03076923076923077,0.027777777777777776,0.07407407407407407,0.26595744680851063,0.0945945945945946,0.0990990990990991,0.203125,0.19047619047619047,0.13414634146341464,1.0,0.489247311827957,0.6043956043956044,0.7142857142857143,0.6,0.10215053763440861,0.3684210526315789,0.3684210526315789,0.14285714285714285,0.08064516129032258,0.26666666666666666,0.26666666666666666,0.25,0.08602150537634409,0.3125,0.3125,0.8,0.24193548387096775,0.35555555555555557,0.35555555555555557,0.9375,0.68,0.5882352941176471,0.1,0.08,0.5,0.40540540540540543,0.5333333333333333,0.12162162162162163,0.3333333333333333,0.2702702702702703,0.35,0.8172043010752689,0.35555555555555557,0.5603682795698924,0.5371217391304348,0.5438628378378378,0.08080808080808081,0.11678832116788321,0.13574660633484162,0.40271493212669685,4.7064,24.63770491803279,0.3615894039735099,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,23145.0,386,37.0,748,763,269.0,224.0,88.0,1511,30.0,56.0,7.0,10.0,5.0,17.0,13.0,31.0,4.0,20.0,1.0,3.0,,,1.0,2.0,4.0,16.0,1.0,3.0,47.0,107.0,5.0,19.0,30.0,139.0,775,8.0,17.0,1.0,4.0,1.0,20.0,13.0,34.0,2.0,5.0,9.0,41.0,24.0,70.0,15.0,,10.0,13.0,3.0,13.0,87.0,22.0,109.0,15.0,7.0,72.0,4.0,240.0,1.0,15.0,,11.0,26.0,,37.0,16.0,53.0,5.0,12.0,5.0,7.0,28.0,5.0,22.0,13.0,2.0,6.0,1.0,41.0,2.0,11.0,7.0,28.0,1.0,2.0,38.0,1.0,3.0,3.0,1.0,36.0,2.0,15.0,4.0,1.0,,2.0,2.0,,41.0,269.0,2.0,2.0,0.2553191489361702,0.2857142857142857,1.0,0.2631578947368421,0.25,0.4,0.23529411764705882,0.4392523364485981,0.47058823529411764,0.38235294117647056,0.43253968253968256,0.4523809523809524,0.41025641025641024,0.4825174825174825,0.45454545454545453,0.4659090909090909,0.15079365079365079,0.12149532710280374,0.14285714285714285,21.254355400696866,0.6829268292682927,,,0.09420289855072464,0.06521739130434782,0.0990990990990991,0.010101010101010102,0.09560723514211886,0.0486322188449848,0.040983606557377046,0.12195121951219512,0.07462686567164178,,0.041666666666666664,0.010752688172043012,0.0547945205479452,0.19090909090909092,0.10144927536231885,0.09523809523809523,0.0847457627118644,1.0,0.4444444444444444,0.5357142857142857,0.625,0.36666666666666664,0.24603174603174602,0.41935483870967744,0.48148148148148145,0.07692307692307693,0.15873015873015872,0.2,0.21052631578947367,,0.023809523809523808,0.3333333333333333,0.3333333333333333,1.0,0.12698412698412698,0.25,0.25,1.0,0.47619047619047616,0.7,,,,0.4358974358974359,0.29411764705882354,0.05128205128205128,0.5,0.07692307692307693,0.3333333333333333,0.5952380952380952,0.23076923076923078,0.5111016129032258,0.5213823529411766,0.49459605263157896,0.1079136690647482,0.125,0.14388489208633093,0.2949640287769784,6.80467289719626,28.35789473684211,0.35962566844919786,1.0,4.0,1.0,2.0,11.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.12903225806451613,0.05,0.19047619047619047,0.25,1.0,,,,,,,True,,,,,,,,
201147,1610612743,Corey Brewer,Corey Brewer,201147,DEN,12786.0,213,-20.0,427,433,151.0,128.0,61.0,860,26.0,53.0,2.0,7.0,6.0,17.0,2.0,12.0,3.0,8.0,6.0,12.0,,1.0,3.0,5.0,1.0,3.0,1.0,2.0,31.0,73.0,7.0,15.0,27.0,110.0,469,2.0,9.0,,2.0,,4.0,8.0,23.0,4.0,7.0,9.0,37.0,48.0,14.0,21.0,,4.0,3.0,1.0,8.0,10.0,2.0,12.0,2.0,,10.0,,26.0,2.0,5.0,,8.0,11.0,,19.0,7.0,26.0,,12.0,9.0,3.0,8.0,2.0,5.0,3.0,,3.0,,11.0,1.0,5.0,7.0,17.0,,,21.0,,,,1.0,38.0,1.0,16.0,2.0,2.0,1.0,2.0,2.0,,37.0,151.0,4.0,2.0,0.7741935483870968,0.8275862068965517,1.0,0.4666666666666667,,0.5714285714285714,0.4666666666666667,0.4246575342465753,0.2222222222222222,0.34782608695652173,0.4715909090909091,0.18181818181818182,0.4666666666666667,0.5188679245283019,0.18181818181818182,0.5138888888888888,0.17045454545454544,0.1095890410958904,0.1320754716981132,23.168316831683168,0.7272727272727273,,,0.0763888888888889,0.03355704697986577,0.14814814814814814,0.038461538461538464,0.09595959595959595,0.03482587064676617,0.036585365853658534,,0.058823529411764705,0.05714285714285714,,0.05263157894736842,0.05128205128205128,0.125,0.1875,0.09090909090909091,,1.0,0.6022727272727273,0.49056603773584906,0.5652173913043478,0.7692307692307693,0.13636363636363635,0.16666666666666666,0.18181818181818182,1.0,0.09090909090909091,0.375,0.375,0.6666666666666666,0.13636363636363635,0.5,0.5,1.0,0.03409090909090909,0.3333333333333333,0.3333333333333333,1.0,0.6363636363636364,0.2857142857142857,,0.09090909090909091,,0.5666666666666667,0.35294117647058826,0.16666666666666666,0.6,0.06666666666666667,0.5,0.7727272727272727,0.3333333333333333,0.6057818181818182,0.5438428571428571,0.5982550000000001,0.16346153846153846,0.18181818181818182,0.03636363636363636,0.33636363636363636,4.205479452054794,23.733333333333334,0.35362997658079626,,1.0,,,,,1.0,,,,,,0.08333333333333333,,0.09090909090909091,,,1.0,1.0,0.0625,,,,True,,,,,,,,
201164,1610612743,Rudy Fernandez,Rudy Fernandez,201164,DEN,13442.0,224,24.0,447,453,161.0,122.0,43.0,900,12.0,13.0,,,4.0,4.0,2.0,4.0,8.0,21.0,2.0,6.0,,1.0,2.0,5.0,8.0,31.0,3.0,10.0,22.0,38.0,10.0,37.0,9.0,83.0,455,,1.0,1.0,4.0,3.0,6.0,7.0,13.0,5.0,15.0,,29.0,34.0,10.0,27.0,3.0,,31.0,8.0,1.0,21.0,5.0,26.0,2.0,3.0,19.0,1.0,57.0,2.0,,,7.0,8.0,,15.0,2.0,17.0,1.0,14.0,13.0,1.0,7.0,,7.0,4.0,1.0,,2.0,11.0,1.0,3.0,3.0,10.0,,,16.0,,1.0,4.0,1.0,14.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,,29.0,161.0,3.0,1.0,0.7727272727272727,0.7727272727272727,0.9,0.2702702702702703,0.25,0.3333333333333333,0.2702702702702703,0.5789473684210527,,0.5384615384615384,0.49333333333333335,0.3,0.5178571428571429,0.5125,0.5,0.48333333333333334,0.49333333333333335,0.02631578947368421,0.07692307692307693,18.127490039840637,0.6363636363636364,,,0.048484848484848485,,0.11864406779661017,0.034482758620689655,0.06696428571428571,0.0111731843575419,,,,0.043478260869565216,,0.03508771929824561,0.047619047619047616,0.06060606060606061,0.12195121951219512,0.1111111111111111,0.024390243902439025,0.3333333333333333,0.17333333333333334,0.9230769230769231,1.0,0.9166666666666666,0.05333333333333334,0.5,0.5,0.5,0.28,0.38095238095238093,0.38095238095238093,0.625,0.08,0.3333333333333333,0.3333333333333333,1.0,0.41333333333333333,0.25806451612903225,0.25806451612903225,0.875,,,,0.2,,0.14285714285714285,1.0,0.17857142857142858,0.4,0.35714285714285715,0.3,0.6666666666666666,0.25806451612903225,0.5344893333333334,0.49005,0.5277428571428572,0.0759493670886076,0.12195121951219512,0.07228915662650602,0.3493975903614458,12.413157894736841,25.27027027027027,0.36017897091722595,1.0,3.0,,,1.0,,1.0,,1.0,,,2.0,,,0.6,0.3333333333333333,1.0,1.0,,0.02631578947368421,,,,True,,,,,,,,
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,29178.0,486,26.0,949,971,353.0,279.0,111.0,1920,49.0,78.0,17.0,31.0,19.0,28.0,4.0,9.0,6.0,21.0,,,,,,,,,,,59.0,108.0,,,50.0,168.0,1010,20.0,35.0,,,9.0,49.0,21.0,39.0,,,25.0,67.0,76.0,42.0,,,26.0,,,9.0,5.0,1.0,6.0,1.0,,4.0,1.0,13.0,12.0,35.0,1.0,25.0,67.0,8.0,100.0,48.0,148.0,5.0,19.0,13.0,6.0,7.0,1.0,3.0,10.0,2.0,4.0,1.0,17.0,2.0,3.0,32.0,52.0,3.0,3.0,66.0,2.0,11.0,3.0,,82.0,5.0,32.0,12.0,46.0,12.0,46.0,26.0,2.0,67.0,353.0,2.0,10.0,0.6440677966101694,0.8260869565217391,,,,,,0.5462962962962963,0.5714285714285714,0.5384615384615384,0.5462962962962963,0.5714285714285714,0.5384615384615384,0.5714285714285714,0.5833333333333334,0.5775862068965517,,0.08333333333333333,0.08974358974358974,14.794520547945206,0.4117647058823529,0.38095238095238093,0.02631578947368421,0.19420289855072465,0.11666666666666667,0.18382352941176472,0.09523809523809523,0.19126819126819128,0.11032863849765258,0.14102564102564102,0.08333333333333333,0.09523809523809523,0.11827956989247312,0.030303030303030304,0.12096774193548387,0.2553191489361702,0.2204724409448819,0.16853932584269662,0.2127659574468085,0.125,0.5652173913043478,0.7222222222222222,0.6282051282051282,0.6901408450704225,0.673469387755102,0.08333333333333333,0.4444444444444444,0.5714285714285714,,0.19444444444444445,0.2857142857142857,0.2857142857142857,0.8333333333333334,,,,,,,,,0.8857142857142857,0.5483870967741935,0.17647058823529413,,,0.717948717948718,0.6785714285714286,,,,,0.7222222222222222,,0.5766453703703704,0.586648275862069,0.5624897435897436,0.23703703703703705,0.23703703703703705,0.2916666666666667,0.39880952380952384,5.099999999999999,,0.3719704952581665,,,,,,,1.0,,,,,1.0,0.2222222222222222,,,,,,33.0,,1.0,1.0,2.0,True,,,,,,,,
201167,1610612743,Arron Afflalo,Arron Afflalo,201167,DEN,11514.0,192,-20.0,366,383,120.0,117.0,42.0,749,13.0,21.0,,,4.0,8.0,5.0,7.0,3.0,8.0,6.0,9.0,,,4.0,4.0,5.0,12.0,,2.0,21.0,36.0,11.0,21.0,18.0,93.0,422,2.0,5.0,,1.0,2.0,6.0,6.0,11.0,4.0,6.0,12.0,36.0,32.0,10.0,33.0,,,12.0,5.0,2.0,4.0,6.0,10.0,5.0,1.0,3.0,,26.0,2.0,1.0,,3.0,4.0,3.0,10.0,3.0,13.0,,4.0,4.0,,1.0,1.0,,9.0,1.0,1.0,3.0,10.0,,1.0,11.0,19.0,2.0,3.0,14.0,,1.0,,1.0,23.0,1.0,8.0,3.0,4.0,2.0,4.0,2.0,,36.0,120.0,1.0,3.0,0.7619047619047619,0.7619047619047619,1.0,0.5238095238095238,,0.6666666666666666,0.5238095238095238,0.5833333333333334,0.4,0.5454545454545454,0.6578947368421053,0.3333333333333333,0.7058823529411765,0.6865671641791045,0.42857142857142855,0.7608695652173914,0.3684210526315789,0.05555555555555555,0.09523809523809523,18.07511737089202,0.1,0.21428571428571427,,0.031007751937984496,0.009259259259259259,0.06666666666666667,0.03636363636363636,0.040229885057471264,0.018404907975460124,,,0.029411764705882353,0.047619047619047616,,0.018518518518518517,0.058823529411764705,0.024390243902439025,0.06451612903225806,0.07142857142857142,,0.5,0.3684210526315789,0.6190476190476191,0.6842105263157895,0.7692307692307693,0.12280701754385964,0.7142857142857143,0.7142857142857143,0.6,0.14035087719298245,0.375,0.375,1.0,0.15789473684210525,0.6666666666666666,0.6666666666666666,1.0,0.21052631578947367,0.4166666666666667,0.4166666666666667,1.0,,,,,,0.47058823529411764,0.5,0.23529411764705882,1.0,0.11764705882352941,,0.7368421052631579,0.4166666666666667,0.5658947368421051,0.4142666666666666,0.5915205882352942,0.125,0.18604651162790697,0.06451612903225806,0.3870967741935484,6.688888888888888,24.428571428571427,0.32786885245901637,,1.0,,,1.0,1.0,,,2.0,,,,,,0.16666666666666666,,,,2.0,,,,1.0,True,,,,,,,,
201568,1610612743,Danilo Gallinari,Danilo Gallinari,201568,DEN,8704.0,145,14.0,278,287,152.0,73.0,25.0,565,9.0,14.0,,1.0,6.0,8.0,2.0,3.0,2.0,11.0,2.0,3.0,,,2.0,2.0,4.0,15.0,3.0,8.0,13.0,28.0,6.0,18.0,19.0,63.0,294,1.0,3.0,1.0,2.0,,5.0,8.0,14.0,5.0,10.0,16.0,47.0,18.0,8.0,18.0,,,15.0,4.0,,7.0,1.0,8.0,1.0,,7.0,,17.0,,,1.0,5.0,12.0,,17.0,1.0,18.0,,9.0,7.0,2.0,2.0,1.0,1.0,3.0,,1.0,,5.0,,3.0,4.0,10.0,1.0,1.0,23.0,,,3.0,,24.0,,8.0,4.0,1.0,1.0,1.0,1.0,,47.0,152.0,1.0,4.0,0.6923076923076923,0.6923076923076923,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.4642857142857143,0.3333333333333333,0.5714285714285714,0.4782608695652174,0.5,0.6458333333333334,0.5431034482758621,0.5,0.7121212121212122,0.391304347826087,,,20.063694267515924,0.4,,0.08333333333333333,0.11538461538461539,,0.125,,0.11805555555555555,,,,,,,0.17647058823529413,0.1,0.075,0.14814814814814814,0.07692307692307693,,1.0,0.30434782608695654,0.6428571428571429,0.6428571428571429,0.6666666666666666,0.06521739130434782,0.6666666666666666,0.6666666666666666,0.5,0.2391304347826087,0.18181818181818182,0.18181818181818182,1.0,0.06521739130434782,0.6666666666666666,0.6666666666666666,1.0,0.32608695652173914,0.26666666666666666,0.26666666666666666,1.0,0.2,,,,,0.3333333333333333,0.75,0.08333333333333333,1.0,0.3333333333333333,0.375,0.6956521739130435,0.26666666666666666,0.5536326086956521,0.50892,0.57609375,0.14814814814814814,0.2222222222222222,0.07936507936507936,0.746031746031746,8.52142857142857,24.78333333333333,0.5467625899280576,1.0,2.0,,,,,,1.0,,,,,,,0.4,0.5,1.0,,,,,,,True,,,,,,,,
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,14635.0,244,30.0,472,485,187.0,157.0,54.0,957,19.0,35.0,1.0,3.0,6.0,13.0,5.0,15.0,2.0,11.0,,2.0,,,,1.0,4.0,14.0,2.0,6.0,26.0,61.0,4.0,16.0,12.0,76.0,486,1.0,6.0,,,,2.0,6.0,22.0,2.0,7.0,7.0,25.0,12.0,40.0,9.0,3.0,,14.0,4.0,11.0,24.0,16.0,40.0,10.0,6.0,19.0,1.0,96.0,2.0,3.0,,10.0,13.0,,23.0,5.0,28.0,1.0,6.0,3.0,3.0,11.0,1.0,5.0,6.0,2.0,6.0,1.0,17.0,,6.0,4.0,8.0,,,14.0,,,,1.0,14.0,,6.0,1.0,,,,,,25.0,187.0,,1.0,0.23076923076923078,0.23076923076923078,0.75,0.25,,0.2857142857142857,0.25,0.4262295081967213,0.16666666666666666,0.2727272727272727,0.4155844155844156,0.16666666666666666,0.3103448275862069,0.4523809523809524,0.16666666666666666,0.3787878787878788,0.2077922077922078,0.18032786885245902,0.22857142857142856,18.566176470588236,0.6470588235294118,,,0.07065217391304347,0.01875,0.13157894736842105,0.03076923076923077,0.08846153846153847,0.022222222222222223,0.02197802197802198,0.034482758620689655,,0.04081632653061224,,0.07575757575757576,0.0392156862745098,0.08955223880597014,0.1346153846153846,0.125,0.029411764705882353,,0.45454545454545453,0.5428571428571428,0.7037037037037037,0.3157894736842105,0.19480519480519481,0.3333333333333333,0.4166666666666667,,0.14285714285714285,0.18181818181818182,0.18181818181818182,,0.025974025974025976,,,,0.18181818181818182,0.2857142857142857,0.2857142857142857,0.75,0.5,0.3333333333333333,1.0,,,0.4482758620689655,0.46153846153846156,0.034482758620689655,,0.20689655172413793,0.3333333333333333,0.6623376623376623,0.2857142857142857,0.5401870129870129,0.568325,0.5289758620689654,0.07228915662650602,0.08955223880597014,0.02631578947368421,0.32894736842105265,5.6278688524590175,24.762500000000006,0.3961864406779661,,,,,4.0,,,1.0,,,,,0.2,,,,,,,,,,,True,,,,,,,,
202706,1610612743,Jordan Hamilton,Jordan Hamilton,202706,DEN,2063.0,34,3.0,67,68,30.0,17.0,6.0,135,1.0,2.0,1.0,1.0,,,3.0,4.0,,,,4.0,,,,3.0,2.0,4.0,,,4.0,6.0,2.0,8.0,,14.0,77,2.0,2.0,,,,4.0,1.0,1.0,,3.0,,2.0,2.0,6.0,3.0,3.0,2.0,4.0,2.0,,,,,,,,,,,1.0,1.0,2.0,7.0,,9.0,2.0,11.0,1.0,,,,2.0,,1.0,,,1.0,,2.0,,2.0,3.0,5.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,2.0,30.0,,,0.25,0.3333333333333333,0.5,0.25,,,0.25,0.6666666666666666,1.0,1.0,0.5,1.0,0.25,0.5,1.0,0.25,0.5714285714285714,,,21.62162162162162,1.0,,1.0,0.28,0.045454545454545456,0.15384615384615385,,0.23684210526315788,0.03125,,0.14285714285714285,,,,0.45454545454545453,0.16666666666666666,0.125,0.14285714285714285,0.16666666666666666,0.125,,0.14285714285714285,0.5,0.5,,0.2857142857142857,0.75,0.75,0.3333333333333333,,,,,0.2857142857142857,,,,0.2857142857142857,0.5,0.5,0.5,0.5,1.0,,,,,,0.75,,,,0.7142857142857143,0.5,0.5009892857142857,0.44235,0.5262125,0.07142857142857142,0.16666666666666666,0.2857142857142857,0.14285714285714285,6.333333333333333,24.4375,0.44776119402985076,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,
202933,1610612743,Julyan Stone,Julyan Stone,202933,DEN,1826.0,30,-1.0,60,61,12.0,15.0,12.0,121,2.0,2.0,,,1.0,1.0,,,,,,1.0,,,,,,3.0,,,2.0,2.0,,4.0,4.0,8.0,77,,,,1.0,,,1.0,1.0,,,,2.0,4.0,,,,,3.0,,,5.0,1.0,6.0,1.0,,4.0,,13.0,1.0,,,4.0,,,4.0,1.0,5.0,,,,,2.0,,2.0,1.0,1.0,,,3.0,,,1.0,3.0,,,2.0,,,,,4.0,,2.0,,,,,,,2.0,12.0,1.0,,1.0,1.0,,,,,,1.0,,1.0,0.3333333333333333,,1.0,0.5,,1.0,0.6666666666666666,,,14.285714285714285,0.6666666666666666,,,,,0.3076923076923077,0.1111111111111111,0.14814814814814814,0.03225806451612903,,,,,0.25,,,,0.36363636363636365,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,0.16666666666666666,,,,0.5,,,,,,,,,1.0,1.0,,,,,1.0,,0.5398916666666667,0.51735,0.4745,0.25,0.5,,0.25,2.35,25.875,0.2,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,
