EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,LongMidRangeFGM,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,DefThreePtRebounds,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,DefThreePtReboundPct,DefArc3ReboundPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,BlockingFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffThreePtRebounds,Charge Fouls Drawn,Technical Free Throw Trips,OffThreePtReboundPct,OffArc3ReboundPct,on,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,3pt And 1 Free Throw Trips
201274,1610612737,Ivan Johnson,Ivan Johnson,201274,ATL,991.0,17.0,10.0,34,37,26.0,12.0,3.0,71,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,5.0,9.0,29.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,1.0,2,2,2.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,26.0,1.0,0.5,0.5,0.3333333333333333,0.2,0.3333333333333333,0.2,0.5625,0.4166666666666667,21.05263157894737,1.0,0.0625,0.05,0.1428571428571428,1.0,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.2,1.0,0.3333333333333333,0.5437166666666666,0.48762,0.2857142857142857,0.2857142857142857,0.5555555555555556,10.25,0.7647058823529411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202388,1610612737,Donald Sloan,Donald Sloan,202388,ATL,1196.0,20.0,18.0,41,44,33.0,19.0,5.0,85,3.0,5.0,3.0,5.0,,2.0,3.0,7.0,,6.0,30.0,3.0,7.0,,6.0,2.0,4.0,4.0,,4,5,1.0,1.0,,,,,,,,,,,,6.0,33.0,,0.3333333333333333,0.3333333333333333,0.4285714285714285,0.4285714285714285,0.375,0.4285714285714285,0.375,0.4285714285714285,21.27659574468085,,0.2,0.1666666666666666,0.2222222222222222,,0.625,0.6,0.75,0.3333333333333333,,0.25,0.7142857142857143,0.6,0.75,0.62638125,0.6457714285714287,,,1.0,6.357142857142857,0.8048780487804879,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,13.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.125,0.1428571428571428,0.2,1.0,0.0714285714285714,0.0555555555555555,0.1111111111111111,0.2857142857142857,0.125,1.0,1.0,0.6814,0.3333333333333333,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,59.0,1.0,4.0,3,3,2.0,1.0,,6,,,,,,,,,,,,,,,,,,1.0,,1,1,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,1610612737,Vladimir Radmanovic,Vladimir Radmanovic,2209,ATL,486.0,8.0,12.0,15,16,9.0,14.0,3.0,31,,,,,,1.0,1.0,1.0,,2.0,5.0,1.0,1.0,,2.0,2.0,,2.0,1.0,3,3,1.0,,1.0,,,,,,,,,,,2.0,9.0,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,11.11111111111111,1.0,0.2222222222222222,0.2,,,,,,,,0.5,,,0.5,0.412825,0.3542,,,1.0,20.8,0.6,,,1.0,1.0,,,,1.0,,2.0,,2.0,,,1.0,1.0,4.0,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,,25.7,1.0,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,1610612737,Jason Collins,Jason Collins,2215,ATL,957.0,16.0,17.0,35,37,32.0,12.0,4.0,72,,,,,,,,,3.0,3.0,25.0,,,3.0,3.0,,,1.0,,3,4,1.0,1.0,,2.0,,4.0,,1.0,1.0,,,,,3.0,32.0,1.0,,,,,,,0.75,0.75,7.5,,0.0625,0.15,0.125,,,,,,,,,,,,,1.0,1.0,1.0,,0.9142857142857144,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,1.0,0.0769230769230769,0.0666666666666666,0.125,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,1610612737,Willie Green,Willie Green,2584,ATL,1137.0,19.0,14.0,38,41,31.0,18.0,5.0,79,1.0,1.0,1.0,1.0,,4.0,3.0,5.0,2.0,14.0,30.0,2.0,4.0,2.0,12.0,4.0,2.0,2.0,,3,4,1.0,,1.0,1.0,,2.0,,1.0,,,,,,12.0,31.0,,0.6666666666666666,0.6666666666666666,0.6,0.5,0.75,0.7142857142857143,0.7777777777777778,0.75,25.0,,0.1111111111111111,0.1363636363636363,0.1428571428571428,,0.125,1.0,1.0,,,0.5,0.1428571428571428,1.0,0.5,0.44234375,0.44925,0.1111111111111111,0.1666666666666666,0.8571428571428571,16.02,0.8157894736842105,,,2.0,3.0,,1.0,3.0,2.0,,1.0,,1.0,,,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,0.75,0.75,0.375,,,0.5,0.0714285714285714,0.0555555555555555,,0.1428571428571428,0.25,,,0.467075,0.2142857142857142,24.433333333333334,2.0,,0.5,0.5,1.0,1.0,,1.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.125,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.1428571428571428,1.0,0.2857142857142857,0.5,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1610612737,Jerry Stackhouse,Jerry Stackhouse,711,ATL,1124.0,19.0,14.0,38,40,31.0,17.0,5.0,78,1.0,2.0,1.0,2.0,,4.0,2.0,6.0,7.0,14.0,30.0,2.0,4.0,5.0,12.0,4.0,,1.0,,1,2,1.0,1.0,,4.0,,7.0,,2.0,1.0,,,,,12.0,31.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.4375,0.5833333333333334,0.5909090909090909,0.6875,27.27272727272728,,0.0555555555555555,0.0476190476190476,0.1428571428571428,,0.25,0.5,1.0,1.0,,0.5,0.3333333333333333,0.5,0.5,0.51291875,0.5475583333333333,0.2,0.25,0.8571428571428571,13.0,0.8157894736842105,,,1.0,2.0,,1.0,,1.0,1.0,2.0,,2.0,,,,2.0,4.0,,1.0,1.0,,1.0,,,,,,,0.25,0.1666666666666666,0.5,1.0,,0.0555555555555555,,,0.125,,,,,23.7,1.0,,0.25,0.25,1.0,,1.0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0,3.0,1.0,,,,1.0,0.5,,0.5,0.5,,0.125,,,,1.0,1.0,1.0,,,,0.1666666666666666,,0.1666666666666666,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,30.0,,1.0,1,2,1.0,2.0,,3,,,,,,,,,,,1.0,,,,,,,1.0,,1,1,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,89966.0,1499.0,70.0,2806,2819,681.0,604.0,330.0,5625,87.0,160.0,18.0,34.0,38.0,123.0,145.0,321.0,115.0,579.0,2898.0,31.0,61.0,46.0,138.0,180.0,110.0,151.0,19.0,218,294,47.0,36.0,11.0,100.0,4.0,146.0,9.0,52.0,20.0,18.0,11.0,18.0,11.0,130.0,661.0,12.0,0.6206896551724138,0.72,0.4517133956386293,0.5081967213114754,0.4936170212765957,0.5111111111111111,0.5347091932457786,0.5769230769230769,17.866082603254068,0.25,0.1435361216730038,0.1439942112879884,0.1605839416058394,0.6111111111111112,0.3404255319148936,0.54375,0.6904761904761905,0.6091954022988506,0.0808510638297872,0.2617021276595744,0.3777777777777777,0.5294117647058824,0.6574468085106383,0.5439295503211989,0.5500068965517242,0.1013645224171539,0.1428571428571428,0.238341968911917,8.881308411214954,0.2426942266571632,25.0,51.0,70.0,149.0,33.0,64.0,86.0,68.0,39.0,42.0,29.0,71.0,19.0,10.0,22.0,17.0,171.0,59.0,76.0,22.0,13.0,39.0,9.0,84.0,7.0,0.515625,0.4791666666666667,0.5308641975308642,0.3170212765957447,0.1214953271028037,0.2125,0.5641025641025641,0.0597771023302938,0.0514157973174366,0.0546318289786223,0.1111111111111111,0.1489361702127659,0.7083333333333334,0.4901960784313725,0.5789923076923079,0.1485319516407599,24.809395973154363,43.0,0.1586206896551724,0.3495934959349593,0.3524590163934426,0.7906976744186046,48.0,9.0,5.0,48.0,0.1454545454545454,0.1463414634146341,32.0,79.0,,2.0,3.0,12.0,26.0,7.0,17.0,58.0,1.0,8.0,10.0,29.0,171.0,25.0,17.0,3.0,3.0,0.9827586206896552,0.3892617449664429,0.125,0.3448275862068966,0.3851351351351351,0.0754098360655737,0.1680851063829787,0.4050632911392405,0.4102564102564102,1.0,0.3714285714285714,0.3714285714285714,0.9615384615384616,0.0277777777777777,,,0.1333333333333333,0.25,0.1888888888888888,0.4117647058823529,0.3676470588235294,10.0,1.0,11.0,0.028169014084507,0.0219298245614035,False,15.0,1.0,6.0,17.0,3.0,40.0,1.0,1.0,1.0,3.0,7.0,12.0,3.0,4.0,2.0,1.0,10.0,3.0,2.0,5.0,7.0,1.0,0.0067114093959731,0.1052631578947368,0.008130081300813,0.0126582278481012,0.0744680851063829,0.0498084291187739,0.0393700787401574,0.1428571428571428,0.0533333333333333,0.3947368421052631,0.4411764705882353,0.2,0.12,0.0833333333333333,0.1666666666666666,1.0,,,,,,,,,,,,
1503,1610612737,Tracy McGrady,Tracy McGrady,1503,ATL,50199.0,837.0,86.0,1552,1555,359.0,312.0,168.0,3107,43.0,69.0,10.0,13.0,32.0,97.0,86.0,198.0,56.0,273.0,1510.0,16.0,34.0,10.0,57.0,102.0,70.0,92.0,7.0,131,154,16.0,12.0,4.0,61.0,3.0,83.0,5.0,39.0,5.0,14.0,6.0,15.0,8.0,57.0,356.0,5.0,0.5930232558139535,0.6,0.4343434343434343,0.4705882352941176,0.4696969696969697,0.4795918367346938,0.5055555555555555,0.5,18.53126792885829,0.1320754716981132,0.1559322033898305,0.1604139715394566,0.1715481171548117,0.5333333333333333,0.2987012987012987,0.6231884057971014,0.6825396825396826,0.6744186046511628,0.1385281385281385,0.4199134199134199,0.2653061224489796,0.7692307692307693,0.4415584415584415,0.4820726086956521,0.484423469387755,0.1471698113207547,0.168103448275862,0.2087912087912088,11.323737373737371,0.2313144329896907,5.0,8.0,31.0,33.0,10.0,16.0,36.0,31.0,11.0,71.0,39.0,110.0,28.0,11.0,35.0,28.0,259.0,17.0,23.0,31.0,22.0,53.0,12.0,35.0,2.0,0.625,0.6904761904761905,0.6923076923076923,0.1428571428571428,0.0555555555555555,0.0869565217391304,0.5849056603773585,0.034,0.0323943661971831,0.0300429184549356,0.1065989847715736,0.1341991341991342,0.3809523809523809,0.625,0.5589961538461539,0.1318681318681318,26.24242424242425,29.0,0.1948051948051948,0.2989690721649484,0.3052631578947368,0.5862068965517241,32.0,9.0,3.0,21.0,0.174863387978142,0.1846153846153846,1.0,2.0,,,,,14.0,5.0,15.0,15.0,3.0,5.0,5.0,15.0,45.0,14.0,22.0,2.0,,1.0,0.4545454545454545,0.6,0.3333333333333333,0.4545454545454545,0.0363636363636363,0.0086580086580086,0.5,0.5,1.0,0.4516129032258064,0.4516129032258064,1.0,,,,,,0.3061224489795918,0.3333333333333333,0.4516129032258064,6.0,1.0,,0.0285714285714285,0.0277777777777777,False,14.0,3.0,5.0,7.0,,2.0,,,,8.0,,8.0,10.0,1.0,3.0,2.0,3.0,2.0,,1.0,5.0,2.0,,0.09375,0.0206185567010309,,,0.0392156862745098,0.0303030303030303,0.1509433962264151,0.0683760683760683,0.4375,0.4827586206896552,0.3571428571428571,0.6,0.238095238095238,0.6,1.0,1.0,1.0,3.0,1.0,,,,,,,,
