EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Technical Free Throw Trips,BlockedArc3,on
101112,1610612756,Channing Frye,Channing Frye,101112,PHX,87571.0,1460,155,2820,2815,538,493,314,5635,48,85,19.0,41.0,12,18,39.0,79.0,64.0,157,9.0,21.0,2.0,2.0,6.0,63.0,200.0,2.0,7.0,11.0,33.0,151,321,72.0,221.0,70.0,588,3002,36,72,2.0,9.0,10.0,88,23,52,13.0,39.0,34.0,119,182,120,207.0,9.0,36.0,200.0,63.0,14,1.0,53,26,79,15.0,11.0,24,12.0,17.0,184,20.0,46,2.0,40.0,205,26.0,271,68,339,10.0,38,27,11.0,32,4.0,23.0,28,5.0,9.0,4.0,60,6.0,10.0,91.0,3.0,156,3.0,6.0,7.0,90,2.0,10.0,6.0,3.0,79.0,10.0,32.0,1.0,11.0,60.0,1.0,32.0,1.0,3.0,25.0,61.0,39.0,2.0,2.0,1.0,6.0,115,527,9.0,8.0,0.6026490066225165,0.6842105263157895,0.9583333333333334,0.3257918552036199,0.2222222222222222,0.3333333333333333,0.3257918552036199,0.470404984423676,0.5,0.4423076923076923,0.477859778597786,0.48148148148148145,0.46703296703296704,0.5104166666666666,0.5116279069767442,0.5409090909090909,0.4077490774907749,0.004524886877828055,0.04361370716510903,0.09411764705882353,0.06329113924050633,0.006369426751592357,0.005,19.93730407523511,0.5333333333333333,0.37142857142857144,0.03125,0.18157661647475642,0.05186020293122886,0.14336917562724014,0.05249343832020997,0.17400568181818182,0.052050473186119876,0.061946902654867256,0.061371841155234655,0.0390625,0.03546099290780142,0.10101010101010101,0.2248062015503876,0.19072164948453607,0.15113871635610765,0.12807881773399016,0.18421052631578946,0.033003300330033,0.639344262295082,0.15682656826568267,0.5647058823529412,0.6233766233766234,0.4791666666666667,0.14575645756457564,0.4936708860759494,0.527027027027027,0.3333333333333333,0.2896678966789668,0.40764331210191085,0.41025641025641024,0.859375,0.03874538745387454,0.42857142857142855,0.42857142857142855,1.0,0.36900369003690037,0.315,0.3165829145728643,0.9523809523809523,0.5061728395061729,0.4634146341463415,0.2631578947368421,0.024691358024691357,0.08641975308641975,0.2857142857142857,1.0,0.1978021978021978,0.6666666666666666,0.06593406593406594,0.3333333333333333,0.3626373626373626,0.3333333333333333,0.5645756457564576,0.315,0.5019078413284135,0.5252475806451613,0.48470494505494494,0.0584070796460177,0.09329446064139942,0.0045045045045045045,0.14965986394557823,0.20238095238095238,12.156386292834894,25.073303167420807,0.19078014184397163,,,,,,,,,,,True
101124,1610612756,Hakim Warrick,Hakim Warrick,101124,PHX,12902.0,215,-76,428,424,183,136,58,852,19,30,1.0,3.0,8,12,3.0,19.0,8.0,24,,1.0,,,,,6.0,,,,5.0,30,73,,7.0,38.0,98,477,5,12,,,4.0,14,13,29,,5.0,19.0,45,38,22,,,4.0,5.0,,4,,11,1,12,,1.0,6,1.0,4.0,25,1.0,12,,10.0,19,2.0,31,13,44,3.0,2,1,1.0,12,1.0,4.0,5,,8.0,2.0,17,1.0,6.0,5.0,1.0,12,1.0,,1.0,35,1.0,1.0,1.0,1.0,53.0,1.0,20.0,,7.0,1.0,,1.0,,,,1.0,,,,,1.0,45,182,1.0,7.0,0.6333333333333333,0.6785714285714286,,,,,,0.410958904109589,0.4166666666666667,0.4482758620689655,0.375,0.4166666666666667,0.38235294117647056,0.46226415094339623,0.4666666666666667,0.4787234042553192,0.0875,,0.0547945205479452,0.13333333333333333,,,,24.94929006085193,0.7058823529411765,0.125,,0.11875,0.07317073170731707,0.23809523809523808,0.0196078431372549,0.14356435643564355,0.06046511627906977,0.06,0.10416666666666667,0.06060606060606061,0.024390243902439025,,0.13725490196078433,0.07547169811320754,0.14285714285714285,0.2413793103448276,0.23076923076923078,0.07142857142857142,,0.375,0.6333333333333333,0.7307692307692307,0.6842105263157895,0.2375,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.3,0.3333333333333333,0.3333333333333333,0.625,0.0125,,,,0.075,,,,0.25,0.3333333333333333,,,,,,0.35294117647058826,0.6666666666666666,,,0.14705882352941177,,0.4625,,0.4753192307692306,0.46667499999999995,0.4403296875,0.20202020202020202,0.21739130434782608,,0.14285714285714285,0.45918367346938777,8.465753424657533,29.74285714285714,0.42757009345794394,1.0,,,,,,,,,,True
101162,1610612756,Marcin Gortat,Marcin Gortat,101162,PHX,102037.0,1701,162,3303,3299,718,655,383,6602,218,307,34.0,62.0,38,58,106.0,246.0,32.0,73,,,,,,,1.0,,,,,356,626,,1.0,132.0,844,3495,54,101,,,25.0,133,67,113,,,43.0,177,576,136,,,52.0,1.0,,44,,34,16,50,7.0,9.0,14,2.0,18.0,116,53.0,93,1.0,80.0,273,24.0,377,147,524,7.0,42,31,11.0,32,4.0,11.0,34,6.0,21.0,5.0,66,6.0,11.0,66.0,15.0,120,2.0,9.0,12.0,192,20.0,29.0,11.0,5.0,208.0,20.0,97.0,,17.0,80.0,,32.0,,1.0,47.0,80.0,43.0,,,4.0,3.0,177,710,10.0,16.0,0.8089887640449438,0.8727272727272727,,,,,,0.5686900958466453,0.5346534653465347,0.5929203539823009,0.5677830940988836,0.5346534653465347,0.5929203539823009,0.5852981969486823,0.5588235294117647,0.597972972972973,0.001594896331738437,,0.07028753993610223,0.08143322475570032,0.07723577235772358,,,20.958721704394144,0.48484848484848486,0.3116883116883117,0.011764705882352941,0.2117920868890613,0.08748824082784572,0.2318840579710145,0.11804008908685969,0.2160342717258262,0.09656084656084656,0.09342560553633218,0.08708708708708708,0.08390022675736962,0.11178247734138973,0.13559322033898305,0.18456375838926176,0.23648648648648649,0.20658135283363802,0.24793388429752067,0.1941747572815534,0.030837004405286344,0.5375,0.48963317384370014,0.7100977198697068,0.7730496453900709,0.8486238532110092,0.3923444976076555,0.43089430894308944,0.4669603524229075,0.7264150943396226,0.11642743221690591,0.4383561643835616,0.4383561643835616,0.8125,,,,,0.001594896331738437,,,,0.6138613861386139,0.5483870967741935,0.38235294117647056,,,,,0.5132743362831859,0.6551724137931034,,,,,0.49122807017543857,,0.5197268740031897,0.5539485294117649,0.5179973451327433,0.1377840909090909,0.1379800853485064,,0.15758293838862558,0.20971563981042654,5.859904153354632,25.6,0.21737814108386316,,,,,,,,,,,True
201162,1610612756,Jared Dudley,Jared Dudley,201162,PHX,121195.0,2020,87,3920,3928,951,883,460,7848,115,169,23.0,35.0,22,38,32.0,81.0,85.0,184,29.0,75.0,4.0,4.0,16.0,51.0,134.0,4.0,13.0,16.0,38.0,232,434,80.0,209.0,119.0,823,4166,35,61,6.0,17.0,17.0,105,49,107,20.0,54.0,40.0,198,316,148,237.0,3.0,40.0,133.0,51.0,32,2.0,80,32,112,23.0,9.0,44,12.0,24.0,256,20.0,71,4.0,51.0,142,13.0,206,95,301,10.0,49,28,21.0,40,15.0,28.0,32,3.0,12.0,3.0,72,12.0,16.0,37.0,1.0,107,3.0,8.0,5.0,156,3.0,8.0,10.0,10.0,164.0,20.0,73.0,4.0,15.0,19.0,,6.0,,5.0,8.0,19.0,9.0,,,1.0,1.0,196,937,11.0,12.0,0.6810344827586207,0.7452830188679245,0.9875,0.3827751196172249,0.35294117647058826,0.37037037037037035,0.38461538461538464,0.5345622119815668,0.5737704918032787,0.45794392523364486,0.5474339035769828,0.5641025641025641,0.4906832298136646,0.5771388499298737,0.603448275862069,0.532258064516129,0.3250388802488336,0.009569377990430622,0.07373271889400922,0.11242603550295859,0.13580246913580246,0.010869565217391304,0.007462686567164179,17.55879059350504,0.5555555555555556,0.11818181818181818,0.03773584905660377,0.09410205434062292,0.05495356037151703,0.12469437652811736,0.03766478342749529,0.10062565172054223,0.049917718047174986,0.04927536231884058,0.0425,0.06764168190127971,0.03553299492385787,0.043795620437956206,0.07222222222222222,0.08795411089866156,0.11182108626198083,0.1360544217687075,0.09565217391304348,0.034722222222222224,0.47368421052631576,0.26283048211508553,0.6804733727810651,0.7666666666666667,0.6173913043478261,0.12597200622083982,0.3950617283950617,0.45714285714285713,0.53125,0.28615863141524106,0.46195652173913043,0.46703296703296704,0.8235294117647058,0.1166407465007776,0.38666666666666666,0.3918918918918919,1.0,0.208398133748056,0.3805970149253731,0.38345864661654133,0.9803921568627451,0.44871794871794873,0.6571428571428571,0.17391304347826086,0.05128205128205128,0.16666666666666666,0.3076923076923077,1.0,0.2360248447204969,0.5789473684210527,0.09937888198757763,0.25,0.2360248447204969,0.42105263157894735,0.5878693623639192,0.38345864661654133,0.5257940031152649,0.5384562500000001,0.5054843750000001,0.11031518624641834,0.14989733059548255,0.018957345971563982,0.1275820170109356,0.24058323207776428,10.226267281105992,24.654066985645933,0.24260204081632653,1.0,2.0,2.0,2.0,0.013333333333333334,0.5,1.0,,,,True
959,1610612756,Steve Nash,Steve Nash,959,PHX,96445.0,1607,237,3151,3136,705,699,356,6287,68,96,1.0,4.0,13,18,52.0,93.0,83.0,161,2.0,5.0,1.0,1.0,3.0,44.0,114.0,1.0,8.0,10.0,25.0,203,350,46.0,119.0,103.0,647,3291,11,22,1.0,9.0,5.0,30,39,66,11.0,28.0,68.0,179,34,372,60.0,78.0,,113.0,44.0,11,1.0,446,106,552,78.0,28.0,243,89.0,114.0,1210,14.0,8,,33.0,94,3.0,130,22,152,8.0,33,26,7.0,137,38.0,112.0,50,4.0,25.0,2.0,187,10.0,30.0,17.0,,47,,2.0,2.0,117,2.0,3.0,11.0,6.0,117.0,5.0,16.0,2.0,30.0,5.0,,1.0,,1.0,3.0,5.0,3.0,,,,,162,692,11.0,20.0,0.08374384236453201,0.08374384236453201,0.43478260869565216,0.3865546218487395,0.1111111111111111,0.39285714285714285,0.3898305084745763,0.58,0.5,0.5909090909090909,0.579957356076759,0.4032258064516129,0.5904255319148937,0.6142578125,0.4393939393939394,0.69140625,0.2537313432835821,0.008403361344537815,0.03142857142857143,0.041666666666666664,0.06451612903225806,0.006211180124223602,0.008771929824561403,19.551820728291315,0.732620320855615,0.03529411764705882,,0.0757453666398066,0.008105369807497468,0.10091743119266056,0.03389830508474576,0.08099489795918367,0.015714285714285715,0.007575757575757576,0.00974025974025974,0.007228915662650603,0.035830618892508145,0.02830188679245283,0.06164383561643835,0.05188679245283019,0.10285714285714286,0.10548523206751055,0.08888888888888889,0.03902439024390244,0.6,0.2046908315565032,0.7083333333333334,0.7391304347826086,0.10294117647058823,0.19829424307036247,0.5591397849462365,0.5977011494252874,0.019230769230769232,0.34328358208955223,0.515527950310559,0.51875,0.10843373493975904,0.010660980810234541,0.4,0.4,1.0,0.24307036247334754,0.38596491228070173,0.3893805309734513,0.4090909090909091,0.12903225806451613,0.25,,0.03225806451612903,0.25806451612903225,0.125,1.0,0.19148936170212766,0.7222222222222222,0.031914893617021274,0.3333333333333333,0.26595744680851063,0.4,0.4584221748400853,0.3893805309734513,0.5003154914529914,0.46518499999999996,0.48566881720430116,0.03734439834024896,0.0443213296398892,0.01652892561983471,0.04636785162287481,0.27666151468315303,11.438571428571427,25.405882352941177,0.22373849571564583,1.0,,3.0,,,,,1.0,24.0,,True
101179,1610612756,Ronnie Price,Ronnie Price,101179,PHX,10548.0,176,-50,345,351,141,82,41,696,10,18,4.0,4.0,3,7,1.0,5.0,5.0,14,,,,,,5.0,17.0,,1.0,2.0,9.0,16,37,5.0,17.0,7.0,54,383,7,8,,1.0,,14,3,15,2.0,9.0,7.0,19,4,28,9.0,6.0,6.0,17.0,5.0,6,,20,7,27,6.0,1.0,13,4.0,3.0,61,2.0,5,,3.0,7,2.0,12,7,19,,8,5,3.0,14,2.0,12.0,5,2.0,2.0,,19,4.0,5.0,6.0,1.0,18,,,,9,1.0,,3.0,,7.0,,1.0,,2.0,,,,,,,,,,,,,19,140,2.0,1.0,0.125,0.15384615384615385,0.6,0.29411764705882354,,0.2222222222222222,0.29411764705882354,0.43243243243243246,0.875,0.2,0.4351851851851852,0.7777777777777778,0.25,0.4649122807017544,0.7777777777777778,0.3333333333333333,0.3148148148148148,,0.16216216216216217,0.16666666666666666,0.4,0.07142857142857142,,19.191919191919194,0.7368421052631579,0.16666666666666666,,0.0625,0.042735042735042736,0.07317073170731707,0.03773584905660377,0.06535947712418301,0.041176470588235294,,0.05555555555555555,0.0625,,0.18181818181818182,,0.10638297872340426,0.046511627906976744,0.1111111111111111,,,,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.2,0.09259259259259259,0.2,0.3333333333333333,,0.25925925925925924,0.35714285714285715,0.38461538461538464,,,,,,0.3148148148148148,0.29411764705882354,0.29411764705882354,0.6,0.4444444444444444,1.0,,,0.1111111111111111,,,0.2916666666666667,0.42857142857142855,,,0.375,0.2222222222222222,0.6481481481481481,0.29411764705882354,0.5194166666666666,0.5175000000000001,0.48901249999999985,0.01818181818181818,0.02631578947368421,,0.25925925925925924,0.35185185185185186,8.64054054054054,25.852941176470587,0.40869565217391307,,,1.0,,,,,1.0,1.0,,True
200769,1610612756,Shannon Brown,Shannon Brown,200769,PHX,44712.0,745,-2,1447,1459,373,280,180,2906,47,80,4.0,10.0,13,20,10.0,29.0,43.0,104,12.0,35.0,1.0,3.0,11.0,23.0,64.0,4.0,12.0,5.0,19.0,100,213,35.0,99.0,47.0,352,1550,9,23,5.0,13.0,6.0,39,23,53,8.0,30.0,8.0,78,108,92,84.0,21.0,4.0,62.0,23.0,13,1.0,33,7,40,4.0,3.0,14,5.0,14.0,87,7.0,9,,18.0,36,5.0,59,16,75,1.0,26,21,5.0,21,1.0,11.0,13,4.0,10.0,2.0,34,7.0,9.0,13.0,2.0,30,3.0,2.0,2.0,34,,1.0,1.0,,59.0,4.0,22.0,4.0,1.0,7.0,,4.0,,1.0,2.0,7.0,3.0,,,,,76,370,3.0,,0.54,0.5510204081632653,0.8,0.35353535353535354,0.38461538461538464,0.26666666666666666,0.36082474226804123,0.4694835680751174,0.391304347826087,0.4339622641509434,0.48878205128205127,0.4583333333333333,0.42168674698795183,0.5208955223880597,0.5,0.4431818181818182,0.3173076923076923,0.010101010101010102,0.06103286384976526,0.0625,0.13793103448275862,0.038461538461538464,0.015625,22.18881539386651,0.6176470588235294,0.13513513513513514,,0.0632688927943761,0.018072289156626505,0.11920529801324503,0.03333333333333333,0.075,0.022598870056497175,0.02877697841726619,0.02054794520547945,0.009389671361502348,0.037267080745341616,0.02040816326530612,0.04861111111111111,0.04060913705583756,0.09210526315789473,0.15,0.058823529411764705,0.006369426751592357,0.42857142857142855,0.2564102564102564,0.5875,0.6266666666666667,0.6808510638297872,0.09294871794871795,0.3448275862068966,0.4,0.6,0.3333333333333333,0.41346153846153844,0.43,0.37209302325581395,0.11217948717948718,0.34285714285714286,0.34285714285714286,0.9166666666666666,0.20512820512820512,0.359375,0.36507936507936506,0.7391304347826086,0.2777777777777778,0.4,0.5,0.027777777777777776,0.3333333333333333,0.3333333333333333,1.0,0.24096385542168675,0.65,0.13253012048192772,0.2727272727272727,0.2289156626506024,0.2631578947368421,0.5737179487179487,0.3709677419354839,0.5199143548387097,0.49398703703703706,0.5100243902439023,0.07784431137724551,0.09523809523809523,0.038834951456310676,0.11079545454545454,0.2215909090909091,11.030985915492957,25.1030303030303,0.25777470628887356,2.0,1.0,1.0,,,1.0,1.0,,5.0,,True
201577,1610612756,Robin Lopez,Robin Lopez,201577,PHX,14276.0,238,-27,458,462,164,160,64,920,26,34,7.0,13.0,9,10,9.0,26.0,3.0,9,,,,,,,,,,,,38,69,,,44.0,120,467,9,18,,,11.0,29,15,21,,,17.0,47,54,22,,,10.0,,,4,,4,1,5,1.0,,1,1.0,2.0,11,3.0,17,3.0,4.0,25,1.0,30,23,53,3.0,2,2,,5,,2.0,10,1.0,3.0,2.0,15,1.0,5.0,17.0,1.0,32,3.0,3.0,2.0,38,,3.0,1.0,2.0,60.0,5.0,26.0,,7.0,17.0,,7.0,,,10.0,17.0,7.0,,,1.0,,47,163,3.0,6.0,0.7105263157894737,0.8181818181818182,,,,,,0.5507246376811594,0.5,0.7142857142857143,0.5507246376811594,0.5,0.7142857142857143,0.6185567010309279,0.6041666666666666,0.8103448275862069,,,0.057971014492753624,0.058823529411764705,0.07692307692307693,,,20.8955223880597,0.3333333333333333,0.041666666666666664,0.17647058823529413,0.1497005988023952,0.09659090909090909,0.08333333333333333,0.05,0.13488372093023257,0.0847457627118644,0.14634146341463414,0.11538461538461539,0.060240963855421686,0.06666666666666667,,0.13636363636363635,0.1935483870967742,0.11475409836065574,0.07317073170731707,0.14285714285714285,0.1111111111111111,0.4117647058823529,0.4927536231884058,0.7647058823529411,0.8125,0.7307692307692307,0.37681159420289856,0.34615384615384615,0.375,0.5555555555555556,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.7222222222222222,0.5384615384615384,0.2857142857142857,,,,,0.47619047619047616,0.9,,,,,0.4927536231884058,,0.5052275362318841,0.5445933333333333,0.5268047619047619,0.28888888888888886,0.28888888888888886,,0.24166666666666667,0.39166666666666666,5.626086956521741,,0.35807860262008734,,,,,,,,1.0,,,True
2072,1610612756,Michael Redd,Michael Redd,2072,PHX,8642.0,144,-53,289,292,96,99,29,581,6,12,1.0,1.0,2,4,3.0,11.0,3.0,11,6.0,18.0,2.0,,3.0,7.0,14.0,1.0,1.0,,3.0,12,34,13.0,32.0,12.0,75,343,1,3,1.0,3.0,,5,3,9,,6.0,7.0,13,14,10,39.0,,,14.0,7.0,4,,5,2,7,2.0,,5,,,16,,2,,4.0,4,,8,2,10,,2,1,1.0,5,,4.0,2,,1.0,2.0,7,,2.0,1.0,,4,,,,10,,,,,16.0,2.0,6.0,,2.0,,,,,,,,,,,,,13,96,3.0,2.0,0.5833333333333334,0.5833333333333334,1.0,0.40625,0.3333333333333333,,0.40625,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.4772727272727273,0.4166666666666667,0.2,0.5069444444444444,0.4166666666666667,0.3333333333333333,0.48484848484848486,,0.11764705882352941,0.25,0.09090909090909091,,,24.307692307692307,0.7142857142857143,,,0.0547945205479452,0.023529411764705882,0.13333333333333333,,0.07766990291262135,0.014388489208633094,,0.037037037037037035,0.038461538461538464,,,0.08333333333333333,,0.09090909090909091,0.125,0.16666666666666666,,,0.18181818181818182,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.2727272727272727,0.3,0.3333333333333333,0.16666666666666666,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.21212121212121213,0.5,0.5,1.0,0.16666666666666666,1.0,,0.3333333333333333,0.16666666666666666,1.0,1.0,0.26666666666666666,0.5,0.2,,0.2,,0.6666666666666666,0.5,0.5197083333333334,0.5972125,0.4529966666666667,0.08571428571428572,0.15789473684210525,,0.06666666666666667,0.17333333333333334,9.297058823529412,23.987499999999997,0.33217993079584773,,,,,,,,,2.0,,True
2742,1610612756,Sebastian Telfair,Sebastian Telfair,2742,PHX,15772.0,263,-88,486,507,139,128,69,993,9,24,,1.0,2,4,4.0,13.0,17.0,48,2.0,9.0,1.0,,2.0,7.0,27.0,1.0,3.0,4.0,13.0,30,85,9.0,36.0,13.0,100,557,1,4,1.0,4.0,4.0,9,10,22,4.0,15.0,3.0,35,12,48,12.0,15.0,2.0,26.0,7.0,9,,20,13,33,12.0,1.0,13,2.0,5.0,79,3.0,3,,9.0,12,1.0,22,6,28,3.0,12,8,4.0,12,2.0,8.0,10,2.0,4.0,1.0,22,1.0,2.0,12.0,,39,1.0,1.0,3.0,13,,,2.0,,14.0,1.0,6.0,,1.0,3.0,,,,1.0,2.0,3.0,,,,,,35,134,5.0,,0.2,0.20689655172413793,0.4444444444444444,0.25,0.25,0.26666666666666666,0.2571428571428571,0.35294117647058826,0.25,0.45454545454545453,0.359504132231405,0.3125,0.43243243243243246,0.38976377952755903,0.45,0.4605263157894737,0.2975206611570248,,0.10588235294117647,0.25,0.23076923076923078,,,26.140350877192983,0.5454545454545454,0.06666666666666667,,0.06936416184971098,0.01485148514851485,0.17647058823529413,0.04054054054054054,0.09375,0.021739130434782608,0.0392156862745098,,0.011235955056179775,0.05555555555555555,,0.04081632653061224,0.05263157894736842,0.1044776119402985,0.1891891891891892,0.14285714285714285,0.04285714285714286,,0.19834710743801653,0.375,0.5,0.3333333333333333,0.10743801652892562,0.3076923076923077,0.4,,0.39669421487603307,0.3541666666666667,0.3541666666666667,0.17647058823529413,0.0743801652892562,0.2222222222222222,0.2222222222222222,1.0,0.2231404958677686,0.25925925925925924,0.25925925925925924,0.2857142857142857,0.125,,,0.125,0.375,0.3333333333333333,,0.10810810810810811,0.5,0.05405405405405406,,0.35135135135135137,0.3076923076923077,0.49586776859504134,0.2692307692307692,0.4824308333333333,0.54626,0.4540256756756757,0.047619047619047616,0.06666666666666667,,0.09,0.35,12.738823529411764,25.647222222222222,0.28600823045267487,1.0,,,,,,,,1.0,,True
