EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFG3A,OffThreePtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,OffensiveGoaltends,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,PtsPutbacks,Fg3aBlocked,Corner3Assists,OffTwoPtRebounds,SelfOReb,StepOutOfBoundsTurnovers,BlockingFouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Arc3PctBlocked,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,BlockedCorner3
101144,1610612753,Von Wafer,Von Wafer,101144,ORL,8120.0,135,-22,262,261,79,45,23,523,6.0,15.0,2.0,4.0,3.0,4.0,4.0,11.0,2.0,4.0,1.0,2.0,3.0,6.0,1.0,13.0,30.0,5.0,10.0,9.0,50.0,300,1.0,1.0,2.0,4.0,3.0,9.0,1.0,3.0,3.0,12.0,10.0,16.0,15.0,6.0,3.0,2.0,6.0,1.0,7.0,1.0,4.0,1.0,1.0,15.0,6.0,5.0,3.0,14.0,14.0,4,2.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,8.0,1.0,1.0,3.0,11,1.0,1.0,9.0,1.0,12.0,2.0,6.0,1.0,1.0,1.0,1.0,12.0,79,1.0,0.38461538461538464,0.38461538461538464,1.0,0.5,0.3333333333333333,0.5,0.43333333333333335,1.0,0.3333333333333333,0.5125,1.0,0.375,0.5555555555555556,1.0,0.42857142857142855,0.25,0.06666666666666667,0.06666666666666667,0.25,18.40277777777778,0.375,0.23076923076923078,0.07142857142857142,0.18181818181818182,0.10679611650485436,0.03571428571428571,0.0625,0.11538461538461539,0.19230769230769232,0.14285714285714285,0.375,0.4,0.42857142857142855,0.3333333333333333,0.1,0.75,1.0,0.3333333333333333,0.275,0.36363636363636365,0.36363636363636365,0.5,0.1,0.5,0.5,1.0,0.15,0.5,0.5,1.0,0.3333333333333333,0.5,0.16666666666666666,0.5,0.08333333333333333,0.625,0.5,0.51510875,0.5076625,0.13636363636363635,0.17647058823529413,0.08,0.24,8.546666666666669,24.45,0.3015267175572519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1716,1610612753,Larry Hughes,Larry Hughes,1716,ORL,3440.0,57,-29,98,101,28,10,19,199,,1.0,,,,1.0,,3.0,,2.0,,,1.0,2.0,1.0,,5.0,1.0,4.0,1.0,4.0,112,,,,,,1.0,,1.0,1.0,1.0,,,3.0,2.0,1.0,,2.0,1.0,3.0,1.0,2.0,,,7.0,1.0,3.0,,4.0,5.0,1,,1.0,2.0,1.0,5.0,,1.0,,7.0,2.0,1.0,4.0,6,1.0,1.0,1.0,,2.0,,1.0,,,,,1.0,28,,,,1.0,0.25,,0.25,,,,0.16666666666666666,,,0.2,,0.16666666666666666,0.4444444444444444,,,,14.285714285714286,0.2857142857142857,,0.07894736842105263,0.07142857142857142,0.07692307692307693,,,0.17647058823529413,0.125,,0.1111111111111111,,,,0.1111111111111111,,,,0.3333333333333333,,,,0.2222222222222222,,,,0.2222222222222222,0.5,0.5,1.0,,,,,0.5,0.5555555555555556,0.5,0.48821111111111104,0.45987500000000003,0.1,0.16666666666666666,,0.25,14.02,24.974999999999998,0.2857142857142857,1.0,1.0,1.0,1.0,2.0,1.0,0.05263157894736842,0.017543859649122806,0.07142857142857142,1.0,0.50115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,105867.0,1764,26,3275,3265,861,654,417,6540,44.0,77.0,11.0,19.0,18.0,59.0,74.0,180.0,29.0,53.0,8.0,9.0,83.0,215.0,59.0,136.0,316.0,112.0,268.0,143.0,751.0,3446,12.0,29.0,7.0,61.0,34.0,74.0,25.0,68.0,66.0,209.0,148.0,124.0,288.0,215.0,83.0,17.0,94.0,70.0,164.0,50.0,65.0,9.0,20.0,398.0,34.0,89.0,9.0,132.0,150.0,27,23.0,4.0,39.0,19.0,29.0,6.0,20.0,6.0,68.0,5.0,15.0,50.0,92,1.0,6.0,133.0,9.0,157.0,6.0,47.0,21.0,6.0,3.0,6.0,200.0,855,15.0,0.5441176470588235,0.556390977443609,0.8571428571428571,0.417910447761194,0.36764705882352944,0.417910447761194,0.43037974683544306,0.41379310344827586,0.4594594594594595,0.5205479452054794,0.4909090909090909,0.5035211267605634,0.5677966101694916,0.5169491525423728,0.5919540229885057,0.4589041095890411,0.05379746835443038,0.09090909090909091,0.11864406779661017,19.074221867517956,0.5735294117647058,0.1111111111111111,0.07712305025996534,0.08095238095238096,0.0781448538754765,0.057692307692307696,0.06685236768802229,0.09730848861283643,0.09771986970684039,0.035398230088495575,0.13184931506849315,0.5714285714285714,0.6285714285714286,0.5909090909090909,0.10102739726027397,0.3050847457627119,0.34615384615384615,0.5,0.3082191780821918,0.4111111111111111,0.4180790960451977,0.527027027027027,0.09075342465753425,0.5471698113207547,0.5576923076923077,1.0,0.3681506849315068,0.386046511627907,0.386046511627907,0.8072289156626506,0.13380281690140844,0.5789473684210527,0.06338028169014084,0.8888888888888888,0.4154929577464789,0.5907534246575342,0.386046511627907,0.4980456335616438,0.48859964788732396,0.08280254777070063,0.13165266106442577,0.08122503328894808,0.2782956058588549,12.69651898734177,25.15634328358209,0.2629007633587786,25.0,26.0,5.0,18.0,8.0,,0.00859106529209622,0.011787819253438114,0.006593406593406593,0.45454545454545453,0.47323875000000004,5.0,8.0,1.0,10.0,17.0,10.0,48.0,6.0,1.0,20.0,13.0,6.0,2.0,1.0,3.0,7.0,2.0,5.0,2.0,16.0,5.0,3.0,3.0,7.0,0.38461538461538464,0.0037313432835820895,0.016666666666666666,0.018867924528301886,0.013756613756613757,0.018018018018018018,0.0149812734082397,0.008695652173913044,0.015748031496062992,0.01935483870967742,0.5,0.14545454545454545,0.625,0.2,0.01818181818181818,0.4,1.0,0.288135593220339,0.01845018450184502,,,,,,,,,,,,,,,True,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,39818.0,664,62,1240,1226,351,240,155,2466,26.0,40.0,7.0,10.0,6.0,16.0,18.0,44.0,3.0,14.0,,6.0,39.0,91.0,23.0,50.0,100.0,42.0,105.0,31.0,257.0,1318,1.0,6.0,,14.0,14.0,22.0,10.0,29.0,12.0,70.0,20.0,80.0,60.0,90.0,39.0,3.0,52.0,47.0,99.0,28.0,35.0,6.0,11.0,245.0,19.0,50.0,3.0,72.0,84.0,12,6.0,6.0,32.0,22.0,25.0,2.0,10.0,1.0,57.0,2.0,13.0,38.0,72,,4.0,36.0,2.0,39.0,5.0,18.0,4.0,7.0,4.0,7.0,70.0,345,5.0,0.2,0.2,0.47619047619047616,0.4,0.3448275862068966,0.40384615384615385,0.5,0.16666666666666666,0.6363636363636364,0.551219512195122,0.3181818181818182,0.5686274509803921,0.5788288288288288,0.3181818181818182,0.5932203389830508,0.5121951219512195,0.03,0.025,0.125,19.59269662921348,0.5614035087719298,0.0967741935483871,0.11261261261261261,0.1144578313253012,0.11311475409836065,0.09448818897637795,0.08633093525179857,0.14606741573033707,0.11965811965811966,0.10204081632653061,0.1951219512195122,0.65,0.6666666666666666,0.2692307692307692,0.07804878048780488,0.375,0.42857142857142855,0.16666666666666666,0.2146341463414634,0.4090909090909091,0.4090909090909091,0.1111111111111111,0.06829268292682927,0.21428571428571427,0.21428571428571427,1.0,0.44390243902439025,0.42857142857142855,0.42857142857142855,0.4358974358974359,0.19607843137254902,0.7,0.11764705882352941,,0.45098039215686275,0.7073170731707317,0.43333333333333335,0.5015514778325122,0.49102999999999997,0.08256880733944955,0.1592920353982301,0.054474708171206226,0.2723735408560311,10.51,25.833333333333332,0.2830645161290323,13.0,16.0,1.0,12.0,12.0,,0.004784688995215311,0.020793950850661626,0.0064516129032258064,0.5909090909090909,0.5181323529411764,,2.0,3.0,4.0,10.0,4.0,66.0,,,19.0,10.0,3.0,2.0,,2.0,,1.0,1.0,,,,3.0,3.0,5.0,0.25,,,,0.03125,0.016260162601626018,0.05263157894736842,0.029411764705882353,,0.028846153846153848,0.42857142857142855,0.09090909090909091,,,0.13636363636363635,0.3076923076923077,0.75,0.43478260869565216,,1.0,1.0,0.014492753623188406,,,,,,,,,,,,True,
2730,1610612753,Dwight Howard,Dwight Howard,2730,ORL,62740.0,1046,104,1956,1923,631,412,253,3879,134.0,212.0,31.0,50.0,54.0,126.0,,2.0,,,,,,5.0,5.0,188.0,340.0,,5.0,170.0,546.0,1961,39.0,61.0,28.0,106.0,49.0,89.0,,5.0,81.0,179.0,174.0,202.0,,1.0,,22.0,29.0,31.0,60.0,29.0,16.0,2.0,11.0,151.0,86.0,194.0,19.0,299.0,405.0,40,26.0,14.0,32.0,7.0,65.0,5.0,25.0,9.0,97.0,10.0,27.0,36.0,92,2.0,28.0,262.0,1.0,346.0,30.0,137.0,51.0,53.0,31.0,54.0,179.0,625,47.0,0.4627659574468085,0.5506329113924051,,,,,0.5529411764705883,0.639344262295082,0.550561797752809,0.5449275362318841,0.639344262295082,0.5212765957446809,0.5427435387673957,0.5760869565217391,0.5359281437125748,0.014492753623188406,0.06470588235294118,0.0660377358490566,0.06349206349206349,26.666666666666668,0.32989690721649484,0.3877551020408163,0.2740112994350282,0.3269961977186312,0.2883625128733265,0.23255813953488372,0.2818181818181818,0.2911392405063291,0.32653061224489793,0.3283582089552239,0.6144927536231884,0.6320754716981132,0.6767676767676768,0.5074626865671642,0.3652173913043478,0.42857142857142855,0.4576271186440678,0.35185185185185186,0.005797101449275362,,,,,,,,0.014492753623188406,,,,0.5319148936170213,0.62,,,0.05319148936170213,0.6289855072463768,,0.5187695014662757,0.5127811111111111,0.3030973451327434,0.30648769574944074,0.19413919413919414,0.32783882783882784,3.585882352941178,52.519999999999996,0.3225971370143149,,,34.0,106.0,7.0,1.0,0.10725552050473186,0.1205098493626883,0.08979591836734693,,0.5728111111111112,33.0,48.0,,,,,,60.0,1.0,2.0,70.0,13.0,2.0,1.0,6.0,,19.0,1.0,,,,21.0,29.0,2.0,,0.2,,,0.1282051282051282,0.1715686274509804,0.06451612903225806,0.13368983957219252,0.16666666666666666,0.1,0.5370370370370371,0.7868852459016393,0.6875,0.06060606060606061,,,,,,4.0,2.0,0.016666666666666666,1.0,1.0,1.0,8.0,11.0,8.0,0.2,,,,,True,
201175,1610612753,Glen Davis,Glen Davis,201175,ORL,57149.0,952,-36,1714,1744,429,349,218,3458,76.0,136.0,10.0,19.0,26.0,89.0,38.0,116.0,,1.0,,,1.0,10.0,5.0,140.0,341.0,1.0,11.0,81.0,364.0,1859,24.0,50.0,9.0,57.0,26.0,66.0,,5.0,19.0,71.0,188.0,92.0,3.0,9.0,1.0,33.0,19.0,11.0,30.0,7.0,11.0,1.0,7.0,71.0,27.0,116.0,9.0,152.0,218.0,29,19.0,10.0,24.0,16.0,29.0,3.0,8.0,2.0,53.0,11.0,11.0,22.0,67,6.0,10.0,100.0,8.0,122.0,13.0,62.0,6.0,11.0,6.0,11.0,71.0,429,5.0,0.6714285714285714,0.7286821705426356,1.0,0.09090909090909091,,0.1,0.41055718475073316,0.48,0.3939393939393939,0.40198863636363635,0.48,0.36619718309859156,0.44717444717444715,0.49137931034482757,0.4226190476190476,0.03125,0.0967741935483871,0.15441176470588236,0.1348314606741573,23.311325545962415,0.4528301886792453,0.2571428571428571,0.18441971383147854,0.135,0.17249698431845598,0.17177914110429449,0.17676767676767677,0.19776119402985073,0.14,0.12,0.38636363636363635,0.5588235294117647,0.6608695652173913,0.6447368421052632,0.2528409090909091,0.29213483146067415,0.33766233766233766,0.4230769230769231,0.32954545454545453,0.3275862068965517,0.3275862068965517,0.8947368421052632,0.002840909090909091,,,,0.028409090909090908,0.1,0.1,1.0,0.2676056338028169,0.5263157894736842,,,0.07042253521126761,0.41761363636363635,0.1111111111111111,0.47729040114613175,0.4454507246376812,0.1546134663341646,0.15897435897435896,0.1565934065934066,0.19505494505494506,8.934897360703815,29.46363636363636,0.25029171528588096,,,19.0,66.0,6.0,,0.06785714285714285,0.07936507936507936,0.06880733944954129,,0.5260205128205129,18.0,31.0,,,,,,22.0,,4.0,46.0,10.0,,4.0,4.0,7.0,9.0,1.0,,,,5.0,8.0,5.0,,,,,0.08534322820037106,0.16091954022988506,0.06338028169014084,0.04035874439461883,0.06451612903225806,0.05847953216374269,0.7272727272727273,0.62,0.5806451612903226,0.16666666666666666,,,,,,1.0,1.0,0.014285714285714285,,,,2.0,,1.0,,,,,,True,
201583,1610612753,Ryan Anderson,Ryan Anderson,201583,ORL,61590.0,1026,143,1935,1895,406,306,261,3830,84.0,133.0,10.0,21.0,4.0,16.0,10.0,32.0,24.0,61.0,9.0,14.0,58.0,161.0,32.0,98.0,181.0,82.0,222.0,87.0,529.0,2020,45.0,77.0,27.0,132.0,11.0,30.0,20.0,46.0,26.0,108.0,100.0,96.0,243.0,161.0,58.0,15.0,17.0,8.0,25.0,5.0,10.0,3.0,4.0,58.0,37.0,81.0,13.0,131.0,251.0,30,22.0,8.0,25.0,16.0,12.0,2.0,9.0,3.0,37.0,9.0,5.0,30.0,68,,2.0,85.0,7.0,100.0,9.0,40.0,10.0,13.0,7.0,13.0,108.0,403,9.0,0.5102040816326531,0.7246376811594203,0.9878048780487805,0.36936936936936937,0.43478260869565216,0.36936936936936937,0.5414364640883977,0.5844155844155844,0.36666666666666664,0.5483870967741935,0.5585106382978723,0.5394736842105263,0.5917225950782998,0.616822429906542,0.6067415730337079,0.5508684863523573,0.08287292817679558,0.09022556390977443,0.1875,21.616793211255025,0.6756756756756757,0.2765957446808511,0.1232876712328767,0.14859437751004015,0.13024282560706402,0.12698412698412698,0.1262135922330097,0.1183206106870229,0.14285714285714285,0.16216216216216217,0.33002481389578164,0.631578947368421,0.6942148760330579,0.4880952380952381,0.03970223325062035,0.25,0.3076923076923077,,0.0794044665012407,0.3125,0.3125,0.9,0.1513647642679901,0.39344262295081966,0.39344262295081966,1.0,0.39950372208436724,0.36024844720496896,0.36024844720496896,0.9827586206896551,0.27631578947368424,0.47619047619047616,0.18421052631578946,0.6428571428571429,0.42105263157894735,0.8808933002481389,0.36024844720496896,0.55235,0.5293953947368422,0.09839816933638444,0.18867924528301888,0.2495274102079395,0.20415879017013233,5.349723756906077,24.92477477477477,0.2098191214470284,7.0,17.0,35.0,120.0,2.0,,0.08816120906801007,0.12322791712104689,0.0891089108910891,0.07446808510638298,0.5833256944444444,45.0,70.0,10.0,2.0,11.0,5.0,3.0,58.0,,3.0,78.0,11.0,2.0,4.0,8.0,4.0,11.0,,,,3.0,6.0,8.0,9.0,0.29411764705882354,,,,0.15,0.17307692307692307,0.14084507042253522,0.12941176470588237,0.0851063829787234,0.054455445544554455,0.6153846153846154,0.7446808510638298,0.6428571428571429,0.1111111111111111,0.10638297872340426,0.2857142857142857,1.0,0.34375,0.013333333333333334,,7.0,0.0875,,,,,,2.0,,3.0,1.0,0.3,1.0,True,
202397,1610612753,Ish Smith,Ish Smith,202397,ORL,3956.0,66,-26,122,125,22,16,12,247,5.0,10.0,2.0,5.0,1.0,5.0,,2.0,,1.0,,,1.0,2.0,1.0,6.0,17.0,1.0,3.0,4.0,19.0,140,,1.0,,,2.0,5.0,,1.0,,4.0,2.0,10.0,3.0,2.0,1.0,1.0,11.0,2.0,13.0,1.0,4.0,1.0,6.0,28.0,3.0,5.0,,8.0,10.0,3,2.0,1.0,2.0,1.0,2.0,,1.0,,4.0,,1.0,3.0,8,,,5.0,1.0,4.0,,2.0,,1.0,,1.0,4.0,22,,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,,0.3333333333333333,0.35294117647058826,,0.4,0.375,,0.3333333333333333,0.4318181818181818,,0.3333333333333333,0.15,0.058823529411764705,0.1,,19.11764705882353,0.5,,0.13157894736842105,0.15,0.13793103448275862,,0.2,0.23076923076923078,0.1,0.2,0.5,0.5,0.5555555555555556,0.2,0.25,0.2,0.2,,0.1,,,,0.05,,,,0.1,0.5,0.5,1.0,0.8333333333333334,0.4,,,0.16666666666666666,0.65,0.5,0.51244,0.54425,0.09090909090909091,0.10526315789473684,,0.21052631578947367,5.152941176470589,25.366666666666664,0.18032786885245902,,,1.0,2.0,2.0,,0.038461538461538464,0.028985507246376812,0.05,,0.3622,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,0.023255813953488372,0.07142857142857142,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,51298.0,855,141,1604,1580,403,317,221,3184,65.0,102.0,16.0,24.0,11.0,40.0,21.0,67.0,3.0,16.0,,4.0,53.0,115.0,31.0,97.0,209.0,56.0,131.0,35.0,397.0,1680,5.0,14.0,2.0,21.0,27.0,50.0,10.0,35.0,24.0,108.0,34.0,160.0,111.0,115.0,53.0,22.0,92.0,72.0,164.0,52.0,64.0,9.0,19.0,400.0,23.0,57.0,6.0,86.0,103.0,14,8.0,6.0,35.0,24.0,38.0,2.0,11.0,7.0,73.0,5.0,18.0,32.0,66,1.0,4.0,65.0,10.0,42.0,2.0,10.0,12.0,3.0,3.0,3.0,108.0,397,11.0,0.17525773195876287,0.17525773195876287,0.6607142857142857,0.42748091603053434,0.2857142857142857,0.42748091603053434,0.46411483253588515,0.35714285714285715,0.54,0.5323529411764706,0.38,0.49411764705882355,0.5513888888888889,0.40384615384615385,0.5454545454545454,0.38529411764705884,0.10526315789473684,0.12745098039215685,0.15,23.300970873786408,0.4794520547945205,0.13953488372093023,0.10124333925399645,0.11165048543689321,0.10403120936280884,0.06521739130434782,0.10326086956521739,0.12033195020746888,0.08974358974358974,0.18,0.3,0.6372549019607843,0.7303370786516854,0.2153846153846154,0.11764705882352941,0.275,0.3235294117647059,,0.19705882352941176,0.31343283582089554,0.328125,0.14285714285714285,0.047058823529411764,0.1875,0.1875,1.0,0.3382352941176471,0.4608695652173913,0.4608695652173913,0.6415094339622641,0.2823529411764706,0.6666666666666666,0.047058823529411764,,0.36470588235294116,0.6852941176470588,0.4608695652173913,0.5241517699115045,0.5063741176470588,0.028735632183908046,0.04608294930875576,0.05289672544080604,0.27204030226700254,8.583253588516746,25.342748091603053,0.25124688279301743,10.0,11.0,11.0,17.0,16.0,,0.03492063492063492,0.02316076294277929,0.042735042735042736,0.4,0.48945,5.0,8.0,1.0,3.0,10.0,3.0,57.0,,,20.0,6.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,,,,,1.0,5.0,0.2727272727272727,,0.04477611940298507,,0.014319809069212411,0.012048192771084338,0.02631578947368421,0.007194244604316547,0.012345679012345678,0.006172839506172839,0.3333333333333333,0.32,0.625,,0.04,0.3,1.0,0.3225806451612903,,,,,,,,,,,,,,,,True,
2768,1610612753,Chris Duhon,Chris Duhon,2768,ORL,47110.0,785,-53,1441,1458,397,311,164,2899,12.0,21.0,5.0,10.0,4.0,13.0,6.0,17.0,9.0,15.0,3.0,4.0,26.0,60.0,19.0,22.0,51.0,35.0,75.0,7.0,156.0,1492,,1.0,,9.0,6.0,19.0,10.0,23.0,5.0,47.0,12.0,32.0,81.0,58.0,26.0,5.0,53.0,38.0,91.0,29.0,26.0,8.0,19.0,220.0,21.0,33.0,,54.0,63.0,23,18.0,5.0,33.0,22.0,20.0,4.0,11.0,5.0,53.0,5.0,12.0,21.0,43,,1.0,20.0,6.0,8.0,,1.0,3.0,5.0,1.0,7.0,47.0,397,2.0,0.2727272727272727,0.2727272727272727,0.7714285714285715,0.4666666666666667,0.43478260869565216,0.4794520547945205,0.43137254901960786,,0.3157894736842105,0.5912698412698413,0.6428571428571429,0.5,0.6,0.6428571428571429,0.5222222222222223,0.5952380952380952,0.09803921568627451,0.047619047619047616,0.3076923076923077,11.165344722391701,0.6226415094339622,,0.06395348837209303,0.11475409836065574,0.07725321888412018,0.055944055944055944,0.05063291139240506,0.07906976744186046,0.11278195488721804,0.12,0.16666666666666666,0.5714285714285714,0.6,0.16666666666666666,0.10317460317460317,0.3076923076923077,0.4444444444444444,0.25,0.1349206349206349,0.35294117647058826,0.35294117647058826,0.5,0.11904761904761904,0.6,0.6,0.8888888888888888,0.47619047619047616,0.43333333333333335,0.43333333333333335,0.7307692307692307,0.23809523809523808,0.5,0.09523809523809523,0.75,0.4523809523809524,0.7619047619047619,0.4482758620689655,0.5124012096774193,0.494625,0.007874015748031496,0.019230769230769232,0.057692307692307696,0.30128205128205127,9.125490196078431,26.087999999999997,0.27550312283136713,5.0,6.0,4.0,9.0,7.0,,0.018018018018018018,0.01195814648729447,0.016042780748663103,0.7142857142857143,0.4771500000000001,,,1.0,3.0,7.0,3.0,24.0,,,9.0,4.0,1.0,3.0,6.0,1.0,2.0,1.0,1.0,,,,2.0,3.0,1.0,0.5,,,,0.008948545861297539,0.007194244604316547,0.023622047244094488,,0.02857142857142857,0.017241379310344827,0.42857142857142855,,,,0.14285714285714285,0.6,0.3333333333333333,0.3684210526315789,,2.0,1.0,0.015151515151515152,2.0,2.0,2.0,,,,,,,,,True,
