EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyFG2A,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,PenaltyShotQualityAvg,PenaltyAtRimFGA,LongMidRangeFGM,PenaltyArc3FGA,PenaltyFG3A,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,SecondChanceFtPoints,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,OffShortMidRangeReboundPct,DefAtRimReboundPct,OffLongMidRangeReboundPct,Corner3FGM,FG3M,PtsAssisted3s,Travels,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,on,PenaltyAtRimFGM,ShortMidRangeFGM,PenaltyCorner3FGA,Arc3FGM,PenaltyFG2M,NonHeaveArc3FGM,Arc3Assists,BlockingFouls,Technical Free Throw Trips,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Offensive Fouls,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,OffFTReboundPct,OffensiveGoaltends,3SecondViolations,BlockedCorner3
201609,1610612745,Goran Dragic,Goran Dragic,201609,HOU,541.0,9,-4,18,18,8,3,4.0,36,1.0,2.0,1.0,1.0,2,1.0,4.0,6.0,20,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,8,0.5,0.3333333333333333,0.6,1.0,0.3333333333333333,0.5,0.5,26.08695652173913,0.1,0.0909090909090909,0.3333333333333333,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,0.6475166666666667,0.4,0.5,0.3333333333333333,2.2,22.9,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201934,1610612745,Hasheem Thabeet,Hasheem Thabeet,201934,HOU,1366.0,23,-20,47,47,22,12,6.0,94,3.0,3.0,,3.0,3,,,6.0,52,,,2.0,,,,,,3.0,6.0,7.0,,,,,,,3.0,5.0,,,,,22,1.0,1.0,1.0,,,,,5.555555555555555,0.1666666666666666,0.1666666666666666,0.25,1.0,1.0,1.0,,1.0,0.6445333333333333,,,,1.1666666666666667,,0.4680851063829787,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.0526315789473684,0.1666666666666666,0.0454545454545454,0.25,0.1818181818181818,0.1666666666666666,0.5,0.6666666666666666,1.0,1.0,0.571,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201938,1610612745,Jonny Flynn,Jonny Flynn,201938,HOU,1366.0,23,-20,47,47,22,12,6.0,94,,,,,6,1.0,5.0,5.0,52,5.0,5.0,,,2.0,3.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,,,4.0,2.0,,,6.0,6.0,2.0,5.0,22,,,0.25,0.4166666666666667,0.1428571428571428,,,25.925925925925924,0.0555555555555555,0.0833333333333333,,,,,,0.1428571428571428,0.4125285714285714,0.2222222222222222,0.25,1.0,12.683333333333332,25.3,0.4680851063829787,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.1666666666666666,,,0.0909090909090909,0.1666666666666666,,,,,,,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.4392666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201944,1610612745,Terrence Williams,Terrence Williams,201944,HOU,1047.0,17,-12,36,36,21,4,4.0,72,,2.0,,1.0,5,1.0,,2.0,38,,,,,,,,,1.0,1.0,2.0,,,,,2.0,1.0,,2.0,,,,,21,0.2,0.1666666666666666,0.1666666666666666,,0.1666666666666666,,,19.51219512195122,0.0625,0.0454545454545454,,0.3333333333333333,,,,0.5,0.429575,,,,9.58,27.3,0.5833333333333334,,,,1.0,,2.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,0.0625,,0.1,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,,,,1.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.389075,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202399,1610612745,Jeff Adrien,Jeff Adrien,202399,HOU,920.0,15,-12,32,32,21,4,3.0,64,2.0,2.0,,2.0,4,,4.0,8.0,34,1.0,1.0,4.0,,,,,,3.0,4.0,6.0,,,,,1.0,1.0,1.0,2.0,3.0,6.0,2.0,1.0,21,0.5,0.5,0.5714285714285714,0.1666666666666666,,,,22.22222222222222,0.2,0.2,0.3333333333333333,0.5,1.0,1.0,,0.5,0.422075,0.3333333333333333,0.3333333333333333,0.125,11.175,,0.65625,2.0,2.0,2.0,2.0,5.0,,4.0,2.0,1.0,,2.0,,,,,,,,,1.0,1.0,0.8333333333333334,,0.1818181818181818,0.2,0.1538461538461538,0.3333333333333333,,0.2,,,1.0,1.0,0.53005,0.625,,2.0,,2.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,0.5,,0.3141,,,,,,,,,,,,,1.0,1.0,1.0,0.25,0.6666666666666666,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202694,1610612745,Marcus Morris,Marcus Morris,202694,HOU,446.0,7,-8,15,15,1,8,3.0,30,,,,,3,,,,18,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,1,,,,,,,,22.22222222222222,,,,,,,,,0.4053,,,,15.533333333333331,,0.0666666666666666,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,0.125,,0.1111111111111111,,,,,,,,0.4162,,1.0,2.0,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202718,1610612745,Chandler Parsons,Chandler Parsons,202718,HOU,772.0,13,-14,26,26,13,7,4.0,52,,1.0,1.0,,2,1.0,,3.0,32,,,,,,,,,2.0,4.0,5.0,,,,1.0,2.0,1.0,,,,,,,13,,0.5,0.5,,0.3333333333333333,,,16.666666666666668,0.3333333333333333,0.3636363636363636,,0.3333333333333333,,,0.3333333333333333,0.6666666666666666,0.4713666666666666,,,,7.9,24.2,0.5,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,0.1,0.4,0.0909090909090909,,0.4,0.4,,,,,,,1.0,,,2.0,,,,,1.0,1.0,,,,,0.5,0.3333333333333333,,,0.421,1.0,,,,,,,,,,0.5,,,,,,,0.25,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201978,1610612745,Chase Budinger,Chase Budinger,201978,HOU,186.0,3,-5,7,7,1,5,,14,,,,,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,14.285714285714285,,,,,,,,,0.4766,,,,16.6,,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202962,1610612745,Greg Smith,Greg Smith,202962,HOU,186.0,3,-5,7,7,1,5,,14,1.0,1.0,,1.0,1,,,2.0,7,,,2.0,,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,1.0,,,,,14.285714285714285,,,,1.0,1.0,1.0,,1.0,0.7495,,,,0.2,,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,1610612745,Earl Boykins,Earl Boykins,1863,HOU,6640.0,111,-13,206,205,34,60,23.0,411,1.0,1.0,1.0,10.0,27,9.0,13.0,39.0,205,10.0,16.0,14.0,2.0,13.0,17.0,4.0,38.0,5.0,11.0,11.0,1.0,1.0,,1.0,7.0,2.0,2.0,5.0,10.0,15.0,3.0,14.0,32,0.3703703703703703,0.3611111111111111,0.4534883720930232,0.7272727272727273,0.25,0.074074074074074,,21.45922746781116,0.0531914893617021,0.0866141732283464,,0.0277777777777777,1.0,1.0,0.0277777777777777,0.2777777777777778,0.4409569444444444,0.0769230769230769,0.1,0.4102564102564102,16.07037037037037,25.011111111111116,0.1650485436893204,,,,1.0,,6.0,,,6.0,,,,,,,,,0.3,0.3,,,,,,0.1818181818181818,,,0.032258064516129,0.238095238095238,,,,,0.4518,,5.0,21.0,8.0,5.0,8.0,4.0,1.0,9.0,6.0,4.0,2.0,2.0,4.0,3.0,0.8571428571428571,0.1388888888888889,0.5833333333333334,0.2222222222222222,0.471475,1.0,6.0,,1.0,,,,0.2857142857142857,0.3,0.3333333333333333,0.1666666666666666,,,,1.0,,0.1290322580645161,,,2.0,6.0,1.0,1.0,0.2222222222222222,0.2222222222222222,,,,False,1.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,0.6,0.5,0.2,0.0476190476190476,0.0833333333333333,0.6,0.75,0.3333333333333333,0.25,0.25,1.0,1.0,0.1666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
