EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,BlockingFouls,2pt And 1 Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg2Pct,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,BlockingFoulsDrawn,Arc3PctBlocked,HeaveMakes,HeaveAttempts,Clear Path Fouls,BlockedCorner3,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,on
101128,1610612758,Francisco Garcia,Francisco Garcia,101128,SAC,21282.0,355,-65,708,711,187,152,88,1419,11,13,1,1,3.0,7.0,5.0,19.0,6.0,29.0,1.0,1.0,7.0,8.0,31.0,1.0,1.0,2.0,8.0,19,39,14.0,60.0,7.0,87,734,2,1.0,2.0,2.0,5.0,3,6,3.0,15.0,5.0,20,28.0,10.0,36.0,6.0,31.0,8.0,1.0,1.0,10.0,2.0,12.0,1.0,1.0,7.0,1.0,2.0,26.0,4,1.0,13,29,3.0,45,5,50,1.0,18.0,7.0,11.0,6.0,6.0,6.0,2.0,12.0,1.0,20.0,34.0,1.0,2.0,16,3.0,2.0,1.0,10,2.0,1.0,3.0,14,1.0,1.0,7.0,2.0,5.0,15,10.0,1.0,18,184,5.0,2.0,0.7368421052631579,0.7368421052631579,0.8571428571428571,0.23333333333333334,0.5,0.2,0.23333333333333334,0.48717948717948717,0.5,0.40404040404040403,0.375,0.35714285714285715,0.4223300970873786,0.5,0.4166666666666667,0.6060606060606061,0.016666666666666666,0.02564102564102564,0.14285714285714285,0.034482758620689655,14.110429447852761,0.5,0.0967741935483871,0.06666666666666667,0.13875598086124402,0.015444015444015444,0.1262135922330097,0.1346153846153846,0.010752688172043012,0.010526315789473684,0.012195121951219513,0.024390243902439025,0.10909090909090909,0.11842105263157894,0.1794871794871795,0.10126582278481013,0.20833333333333334,0.016129032258064516,0.6666666666666666,0.13131313131313133,0.8461538461538461,0.8461538461538461,0.7272727272727273,0.0707070707070707,0.42857142857142855,0.5,0.3333333333333333,0.1919191919191919,0.2631578947368421,0.2631578947368421,1.0,0.29292929292929293,0.20689655172413793,0.21428571428571427,1.0,0.31313131313131315,0.25806451612903225,0.25806451612903225,0.75,0.25,0.25,1.0,1.0,0.047619047619047616,1.0,0.3333333333333333,0.14285714285714285,0.38095238095238093,0.25,0.7373737373737373,0.25806451612903225,0.5360868686868686,0.61785,0.48694523809523804,0.01,0.025,0.05747126436781609,0.22988505747126436,11.294871794871796,24.446666666666662,0.2641242937853107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101236,1610612758,Chuck Hayes,Chuck Hayes,101236,SAC,35711.0,595,-106,1144,1145,261,309,144,2289,24,56,5,10,11.0,34.0,1.0,2.0,,,,,,,1.0,,,,,36,92,,1.0,15.0,87,1271,29,,,3.0,25.0,6,15,,,3.0,15,40.0,32.0,,,1.0,,9.0,,42.0,2.0,44.0,1.0,1.0,34.0,3.0,5.0,90.0,36,,21,65,6.0,92,44,136,1.0,17.0,10.0,7.0,19.0,14.0,6.0,,25.0,1.0,41.0,60.0,6.0,,27,5.0,1.0,2.0,23,,12.0,2.0,8,,,4.0,,4.0,8,4.0,,15,261,7.0,2.0,0.5555555555555556,0.7407407407407407,,,,,,0.391304347826087,0.4,0.3870967741935484,0.3793103448275862,0.4,0.4264705882352941,0.4032258064516129,0.4411764705882353,0.010752688172043012,,0.09782608695652174,0.029411764705882353,,9.599395313681027,0.76,0.21428571428571427,,0.17060367454068243,0.08450704225352113,0.14893617021276595,0.16475095785440613,0.07801418439716312,0.09375,0.07857142857142857,0.07936507936507936,0.15384615384615385,0.19594594594594594,0.15503875968992248,0.16037735849056603,0.11428571428571428,0.02127659574468085,0.5,0.6021505376344086,0.42857142857142855,0.5,0.5,0.3655913978494624,0.3235294117647059,0.3333333333333333,0.7272727272727273,0.021505376344086023,0.5,0.5,,,,,,0.010752688172043012,,,,,,,,0.6666666666666666,0.5,,,,,0.6129032258064516,,0.4766333333333334,0.49924615384615384,0.48607333333333336,0.12,0.12121212121212122,0.28735632183908044,0.1724137931034483,4.3315217391304355,29.0,0.22814685314685315,8.0,18.0,11.0,18.0,8.0,3.0,5.0,1.0,2.0,5.0,2.0,2.0,0.3793103448275862,0.14285714285714285,0.057971014492753624,0.04,0.10526315789473684,0.6206896551724138,0.4444444444444444,0.125,,,,,,,,,,,,,,,,,,True
201574,1610612758,Jason Thompson,Jason Thompson,201574,SAC,71881.0,1198,-131,2344,2357,512,433,321,4701,108,176,24,31,43.0,91.0,11.0,39.0,,,,,,,2.0,,,,1.0,162,306,,2.0,72.0,396,2626,86,,,16.0,118.0,35,57,,1.0,20.0,90,186.0,138.0,,,2.0,,34.0,1.0,39.0,9.0,48.0,6.0,3.0,30.0,3.0,6.0,105.0,98,1.0,48,128,11.0,187,115,302,17.0,26.0,20.0,6.0,22.0,12.0,22.0,2.0,44.0,7.0,47.0,118.0,32.0,8.0,115,2.0,13.0,4.0,124,,61.0,7.0,34,,,18.0,1.0,15.0,34,24.0,,90,511,13.0,7.0,0.5740740740740741,0.768595041322314,,,,,,0.5294117647058824,0.6140350877192983,0.525974025974026,0.5930232558139535,0.603448275862069,0.5439560439560439,0.6020408163265306,0.5921052631578947,0.006493506493506494,0.5,0.1111111111111111,0.0989010989010989,,14.782608695652174,0.5,0.22448979591836735,0.013333333333333334,0.15763546798029557,0.10698689956331878,0.1867704280155642,0.1646398503274088,0.0979381443298969,0.13372093023255813,0.1039426523297491,0.07849829351535836,0.13100436681222707,0.16342412451361868,0.17177914110429449,0.19662921348314608,0.16455696202531644,0.15315315315315314,0.7058823529411765,0.5714285714285714,0.6136363636363636,0.7152317880794702,0.6018518518518519,0.29545454545454547,0.4725274725274725,0.524390243902439,0.4186046511627907,0.1266233766233766,0.28205128205128205,0.28205128205128205,0.9090909090909091,,,,,0.006493506493506494,,,,,,,,0.5344827586206896,0.7741935483870968,,,0.017241379310344827,,0.577922077922078,,0.5143735389610389,0.5447636363636363,0.5001827586206895,0.17086834733893558,0.17183098591549295,0.29797979797979796,0.22727272727272727,5.3656862745098035,29.75,0.21843003412969283,43.0,70.0,51.0,82.0,16.0,,10.0,4.0,1.0,12.0,4.0,3.0,0.5930232558139535,0.14204545454545456,0.06451612903225806,0.06521739130434782,0.0625,0.813953488372093,0.6142857142857143,0.13953488372093023,3.0,1.0,2.0,1.0,0.5,,,,,,,,,,,,,True
201936,1610612758,Tyreke Evans,Tyreke Evans,201936,SAC,129746.0,2162,-291,4261,4262,1019,873,560,8523,285,462,62,92,44.0,150.0,59.0,189.0,1.0,4.0,,,,19.0,95.0,1.0,7.0,3.0,26.0,388,801,20.0,99.0,201.0,1037,4736,81,1.0,7.0,19.0,96.0,83,177,3.0,26.0,66.0,241,254.0,522.0,45.0,15.0,85.0,17.0,75.0,,184.0,99.0,283.0,60.0,39.0,111.0,25.0,48.0,665.0,47,3.0,51,169,5.0,225,64,289,13.0,84.0,48.0,36.0,88.0,52.0,83.0,24.0,171.0,41.0,55.0,136.0,4.0,9.0,171,,1.0,6.0,258,9.0,122.0,17.0,26,3.0,2.0,15.0,3.0,8.0,29,17.0,3.0,235,1008,12.0,12.0,0.327319587628866,0.3377659574468085,0.75,0.20202020202020202,0.14285714285714285,0.11538461538461539,0.1978021978021978,0.484394506866417,0.4689265536723164,0.46444444444444444,0.4375,0.43103448275862066,0.508893280632411,0.4897959183673469,0.49793388429752067,0.11,,0.09363295880149813,0.18666666666666668,,23.855616051623308,0.5146198830409356,0.045871559633027525,0.022556390977443608,0.11768802228412256,0.029228855721393034,0.10059171597633136,0.11322696860524961,0.028964862298195632,0.0288135593220339,0.03522504892367906,0.023668639053254437,0.09135802469135802,0.09259259259259259,0.1596330275229358,0.10863509749303621,0.08108108108108109,0.032418952618453865,0.5862068965517241,0.5133333333333333,0.6168831168831169,0.6867469879518072,0.37543859649122807,0.16666666666666666,0.29333333333333333,0.36065573770491804,0.13636363636363635,0.21,0.31216931216931215,0.31216931216931215,0.23728813559322035,0.0044444444444444444,0.25,0.25,,0.10555555555555556,0.2,0.2,0.7894736842105263,,0.07954545454545454,0.14285714285714285,1.0,0.45320197044334976,0.6739130434782609,,,0.12807881773399016,0.11538461538461539,0.6233333333333333,0.2,0.5219703370786519,0.48530597014925375,0.4995507731958765,0.12261306532663317,0.13616071428571427,0.09257473481195758,0.23240115718418514,6.820224719101121,27.308080808080817,0.23914574043651726,27.0,44.0,37.0,24.0,14.0,16.0,36.0,12.0,2.0,27.0,,4.0,0.4567901234567901,0.10173160173160173,0.028112449799196786,0.030726256983240222,0.02142857142857143,0.5,0.6136363636363636,0.2222222222222222,7.0,5.0,11.0,18.0,,2.0,8.0,1.0,1.0,,,,,,,,,True
202690,1610612758,Jimmer Fredette,Jimmer Fredette,202690,SAC,31101.0,518,-91,1039,1022,249,228,117,2061,13,24,6,7,4.0,34.0,18.0,38.0,6.0,10.0,,,2.0,32.0,84.0,3.0,5.0,9.0,19.0,35,96,38.0,94.0,25.0,209,1139,9,3.0,5.0,2.0,19.0,10,22,9.0,21.0,3.0,50,24.0,46.0,69.0,45.0,84.0,32.0,15.0,,40.0,5.0,45.0,3.0,2.0,28.0,6.0,6.0,95.0,8,,6,18,,24,9,33,2.0,12.0,8.0,4.0,21.0,10.0,11.0,4.0,32.0,3.0,22.0,36.0,,1.0,23,,,2.0,27,3.0,12.0,1.0,2,,,,1.0,1.0,2,1.0,,50,247,2.0,,0.34285714285714286,0.34285714285714286,0.6052631578947368,0.40425531914893614,0.6,0.42857142857142855,0.40425531914893614,0.3645833333333333,0.45454545454545453,0.4842105263157895,0.6071428571428571,0.5465116279069767,0.5124378109452736,0.6333333333333333,0.5568181818181818,0.49473684210526314,,0.15625,0.2647058823529412,,19.812925170068027,0.65625,,,0.05157593123209169,0.02197802197802198,0.04838709677419355,0.0507399577167019,0.018255578093306288,0.02877697841726619,0.025210084033613446,0.009433962264150943,0.0392156862745098,0.061946902654867256,0.05223880597014925,0.04819277108433735,0.04878048780487805,0.020618556701030927,0.5,0.12631578947368421,0.5416666666666666,0.65,0.46153846153846156,0.17894736842105263,0.11764705882352941,0.16,,0.2,0.47368421052631576,0.5,0.3333333333333333,0.05263157894736842,0.6,0.6,1.0,0.4421052631578947,0.38095238095238093,0.38095238095238093,0.53125,,0.35714285714285715,0.6,0.3333333333333333,0.16279069767441862,0.8571428571428571,0.046511627906976744,,0.4418604651162791,0.47368421052631576,0.6210526315789474,0.38095238095238093,0.4962375661375664,0.4521576923076923,0.4708238095238094,0.06,0.11320754716981132,0.09090909090909091,0.23923444976076555,11.112499999999999,25.568085106382984,0.23965351299326276,,,4.0,,1.0,2.0,11.0,3.0,2.0,2.0,,,0.4444444444444444,0.16666666666666666,0.007751937984496124,,0.03125,,,,,1.0,1.0,,,,,,,0.05263157894736842,,,,,,,,True
202738,1610612758,Isaiah Thomas,Isaiah Thomas,202738,SAC,64044.0,1067,-81,2123,2117,562,429,278,4240,60,88,14,20,18.0,49.0,24.0,65.0,19.0,46.0,3.0,3.0,9.0,32.0,87.0,2.0,9.0,10.0,27.0,102,202,51.0,133.0,96.0,453,2405,18,2.0,12.0,7.0,29.0,25,53,13.0,36.0,63.0,152,62.0,142.0,108.0,45.0,85.0,32.0,16.0,1.0,128.0,28.0,156.0,22.0,6.0,89.0,9.0,30.0,340.0,23,,31,35,4.0,70,28,98,5.0,29.0,18.0,11.0,42.0,26.0,22.0,1.0,64.0,14.0,26.0,78.0,3.0,2.0,114,9.0,4.0,12.0,116,5.0,26.0,29.0,5,,,3.0,,2.0,5,2.0,1.0,149,553,6.0,25.0,0.30392156862745096,0.30392156862745096,0.7058823529411765,0.38345864661654133,0.16666666666666666,0.3611111111111111,0.3893129770992366,0.504950495049505,0.4716981132075472,0.5328358208955224,0.36666666666666664,0.5,0.5786082474226805,0.4264705882352941,0.594488188976378,0.3970149253731343,0.007518796992481203,0.07920792079207921,0.10204081632653061,,18.25525040387722,0.65625,0.08888888888888889,,0.04929577464788732,0.029411764705882353,0.13191489361702127,0.06984126984126984,0.02737047898338221,0.03691275167785235,0.025423728813559324,0.024193548387096774,0.05092592592592592,0.042735042735042736,0.05384615384615385,0.12138728323699421,0.16129032258064516,0.031055900621118012,0.4,0.2626865671641791,0.6818181818181818,0.759493670886076,0.35,0.14626865671641792,0.3673469387755102,0.4090909090909091,0.16666666666666666,0.19402985074626866,0.36923076923076925,0.38095238095238093,0.2916666666666667,0.1373134328358209,0.41304347826086957,0.41304347826086957,0.9473684210526315,0.25970149253731345,0.367816091954023,0.37209302325581395,0.5625,0.1,0.3,0.2222222222222222,0.5,0.2247191011235955,0.7,0.10112359550561797,0.3333333333333333,0.30337078651685395,0.37037037037037035,0.6597014925373135,0.3764705882352941,0.5252217717717718,0.4918981481481481,0.5073625,0.07799442896935933,0.11555555555555555,0.0640176600441501,0.3355408388520971,8.561881188118813,24.945112781954894,0.2647197362223269,1.0,4.0,8.0,,5.0,7.0,16.0,3.0,2.0,3.0,,,0.4444444444444444,0.10227272727272728,0.02074688796680498,0.017964071856287425,0.02702702702702703,0.13333333333333333,0.25,1.0,4.0,3.0,,3.0,0.011494252873563218,,2.0,,,0.03076923076923077,1.0,2.0,0.014925373134328358,,,,,True
2422,1610612758,John Salmons,John Salmons,2422,SAC,48801.0,813,-199,1570,1578,370,308,215,3148,23,29,5,6,15.0,50.0,24.0,67.0,15.0,43.0,3.0,2.0,12.0,6.0,31.0,1.0,2.0,,8.0,62,146,21.0,74.0,20.0,207,1739,11,4.0,5.0,3.0,19.0,14,30,2.0,20.0,9.0,43,48.0,76.0,63.0,,31.0,6.0,15.0,,39.0,11.0,50.0,9.0,2.0,18.0,8.0,13.0,111.0,8,,18,45,5.0,68,13,81,2.0,24.0,17.0,7.0,21.0,13.0,6.0,,27.0,5.0,38.0,56.0,,,25,,1.0,1.0,31,,12.0,4.0,6,,,5.0,,1.0,6,4.0,,43,363,5.0,3.0,0.3870967741935484,0.3870967741935484,1.0,0.28378378378378377,0.8,0.1,0.28378378378378377,0.4246575342465753,0.4666666666666667,0.425,0.5,0.34,0.44042553191489364,0.5277777777777778,0.38392857142857145,0.33636363636363636,,0.10273972602739725,0.2,,14.301310043668122,0.7777777777777778,0.1388888888888889,,0.08241758241758242,0.012861736334405145,0.08866995073891626,0.08411214953271028,0.016149068322981366,0.014634146341463415,0.019417475728155338,0.004739336492890996,0.04929577464788732,0.047872340425531915,0.13425925925925927,0.08571428571428572,0.09523809523809523,0.01639344262295082,0.6666666666666666,0.1318181818181818,0.7931034482758621,0.8518518518518519,0.4782608695652174,0.22727272727272727,0.3,0.375,0.4,0.30454545454545456,0.3582089552238806,0.375,0.2916666666666667,0.19545454545454546,0.3488372093023256,0.3488372093023256,1.0,0.1409090909090909,0.1935483870967742,0.1935483870967742,1.0,0.1875,0.125,0.5,1.0,0.12,0.8333333333333334,0.24,0.16666666666666666,0.16,,0.4681818181818182,0.1935483870967742,0.4909220454545455,0.4732,0.4917499999999999,0.05194805194805195,0.07643312101910828,0.09178743961352658,0.20772946859903382,11.786301369863013,24.083783783783783,0.2356687898089172,1.0,2.0,2.0,,5.0,3.0,8.0,1.0,,1.0,,,0.18181818181818182,0.06896551724137931,0.0273224043715847,0.030303030303030304,0.0196078431372549,0.125,0.5,,1.0,,,,,,,,,0.04477611940298507,,,,3.0,1.0,1.0,,True
201581,1610612758,JJ Hickson,JJ Hickson,201581,SAC,25735.0,429,-98,834,833,174,206,80,1667,25,44,8,14,8.0,29.0,13.0,44.0,,,,,,,,,,,,46,117,,,27.0,119,912,26,,,9.0,31.0,10,20,,,6.0,26,64.0,28.0,,,,,10.0,,7.0,6.0,13.0,5.0,1.0,5.0,,2.0,32.0,27,2.0,23,42,9.0,74,38,112,2.0,12.0,9.0,3.0,9.0,5.0,13.0,3.0,22.0,2.0,12.0,27.0,7.0,1.0,36,,4.0,1.0,40,,20.0,1.0,12,,,7.0,,5.0,12,6.0,2.0,26,174,3.0,1.0,0.6956521739130435,0.8,,,,,,0.39316239316239315,0.5,0.39316239316239315,0.4230769230769231,0.5,0.4375,0.484375,0.52,,,0.08547008547008547,0.20689655172413793,,16.88034188034188,0.4090909090909091,0.34615384615384615,0.09090909090909091,0.14432989690721648,0.09375,0.19491525423728814,0.15892420537897312,0.09022556390977443,0.1891891891891892,0.0673076923076923,0.05454545454545454,0.09302325581395349,0.1956521739130435,0.1415929203539823,0.18518518518518517,0.21621621621621623,0.03278688524590164,0.5,0.37606837606837606,0.5681818181818182,0.625,0.76,0.24786324786324787,0.27586206896551724,0.34782608695652173,0.5,0.37606837606837606,0.29545454545454547,0.29545454545454547,0.6923076923076923,,,,,,,,,,,,,0.7,0.5714285714285714,,,,,0.37606837606837606,,0.4881102564102564,0.5454130434782608,0.5510400000000002,0.14814814814814814,0.14814814814814814,0.2605042016806723,0.2184873949579832,9.296581196581197,,0.20863309352517986,7.0,19.0,11.0,12.0,9.0,2.0,4.0,2.0,,2.0,2.0,1.0,0.4230769230769231,0.09090909090909091,0.08108108108108109,0.10465116279069768,,0.7307692307692307,0.3684210526315789,0.2857142857142857,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,True
201590,1610612758,Donte Greene,Donte Greene,201590,SAC,26937.0,449,-70,913,927,218,228,101,1840,27,38,5,6,8.0,15.0,12.0,31.0,8.0,27.0,1.0,3.0,11.0,6.0,28.0,2.0,5.0,2.0,10.0,47,84,14.0,55.0,23.0,159,1005,7,2.0,6.0,1.0,17.0,6,15,5.0,21.0,7.0,34,62.0,32.0,42.0,,27.0,6.0,6.0,1.0,17.0,5.0,22.0,5.0,,13.0,2.0,2.0,49.0,3,1.0,16,40,10.0,66,5,71,,13.0,10.0,3.0,7.0,6.0,8.0,1.0,15.0,4.0,28.0,41.0,1.0,,24,1.0,1.0,,27,,12.0,2.0,18,,,12.0,,6.0,18,7.0,1.0,32,214,2.0,1.0,0.6595744680851063,0.7209302325581395,1.0,0.2545454545454545,0.3333333333333333,0.23809523809523808,0.25925925925925924,0.5595238095238095,0.4,0.4892086330935252,0.6153846153846154,0.375,0.5230263157894737,0.6071428571428571,0.425,0.39568345323741005,0.01818181818181818,0.07142857142857142,0.06666666666666667,0.037037037037037035,16.356513222331046,0.4666666666666667,0.2631578947368421,0.05263157894736842,0.12903225806451613,0.00946372239747634,0.13793103448275862,0.13145539906103287,0.009009009009009009,0.01639344262295082,0.009615384615384616,,0.12371134020618557,0.10185185185185185,0.1619047619047619,0.11764705882352941,0.1935483870967742,,0.3888888888888889,0.2733812949640288,0.7105263157894737,0.8181818181818182,0.6666666666666666,0.1079136690647482,0.5333333333333333,0.5714285714285714,0.375,0.22302158273381295,0.3870967741935484,0.3870967741935484,0.8333333333333334,0.19424460431654678,0.2962962962962963,0.3076923076923077,1.0,0.2014388489208633,0.21428571428571427,0.21428571428571427,1.0,0.07692307692307693,0.38461538461538464,0.4,1.0,0.16666666666666666,0.8333333333333334,0.3055555555555556,0.2727272727272727,0.2777777777777778,0.2,0.6690647482014388,0.2222222222222222,0.5319057971014494,0.5363291666666666,0.5342958333333335,0.08,0.12631578947368421,0.1069182389937107,0.2138364779874214,9.611904761904762,24.572727272727274,0.23877327491785322,4.0,5.0,5.0,8.0,1.0,1.0,1.0,,,1.0,,,0.7142857142857143,0.13157894736842105,0.007874015748031496,,0.021739130434782608,0.38461538461538464,0.8,0.25,,4.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,True
201977,1610612758,Marcus Thornton,Marcus Thornton,201977,SAC,77317.0,1289,-166,2551,2535,615,506,369,5086,112,165,20,35,36.0,108.0,27.0,68.0,14.0,41.0,3.0,2.0,9.0,62.0,179.0,5.0,18.0,18.0,49.0,175,341,76.0,220.0,92.0,670,2854,53,5.0,21.0,7.0,78.0,34,82,20.0,58.0,24.0,152,178.0,172.0,192.0,36.0,177.0,62.0,21.0,,58.0,11.0,69.0,5.0,6.0,36.0,8.0,14.0,149.0,51,,28,40,1.0,69,60,129,6.0,47.0,27.0,20.0,36.0,25.0,27.0,,63.0,23.0,31.0,75.0,1.0,4.0,75,,2.0,1.0,108,9.0,49.0,4.0,8,,,5.0,,3.0,8,7.0,,148,609,7.0,2.0,0.5085714285714286,0.5705128205128205,0.8421052631578947,0.34545454545454546,0.23809523809523808,0.3448275862068966,0.3486238532110092,0.5131964809384164,0.4146341463414634,0.5151515151515151,0.4797297297297297,0.45714285714285713,0.5461285008237232,0.5064935064935064,0.4902597402597403,0.39215686274509803,,0.06158357771260997,0.1111111111111111,,22.18543046357616,0.5714285714285714,0.017857142857142856,,0.04716981132075472,0.0513595166163142,0.09655172413793103,0.05975395430579965,0.04665629860031104,0.05420054200542006,0.04953560371517028,0.04983388704318937,0.0391304347826087,0.033444816053511704,0.06583072100313479,0.08823529411764706,0.11627906976744186,0.021352313167259787,0.875,0.29411764705882354,0.6787878787878788,0.717948717948718,0.6160714285714286,0.1925133689839572,0.3333333333333333,0.375,0.19444444444444445,0.12121212121212122,0.39705882352941174,0.39705882352941174,0.48148148148148145,0.07308377896613191,0.34146341463414637,0.34146341463414637,1.0,0.31907308377896615,0.3463687150837989,0.3463687150837989,0.8064516129032258,0.04054054054054054,0.24324324324324326,0.2777777777777778,0.8,0.25,0.5714285714285714,0.06428571428571428,0.2222222222222222,0.35,0.3673469387755102,0.6862745098039216,0.3502824858757062,0.5307697486535009,0.5338962121212121,0.5032402173913043,0.0812603648424544,0.1279373368146214,0.11641791044776119,0.22686567164179106,7.2161290322580625,25.1840909090909,0.24108192865542924,21.0,34.0,28.0,38.0,9.0,8.0,11.0,4.0,,7.0,,,0.5283018867924528,0.05454545454545454,0.030716723549488054,0.03211009174311927,0.02666666666666667,0.4594594594594595,0.6176470588235294,0.19047619047619047,4.0,2.0,9.0,2.0,,,2.0,1.0,,,,,,,,,,True
