EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveMakes,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,BlockingFouls,Technical Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,Blocked3s,BlockedArc3,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,SecondChanceAtRimPctAssisted,OffensiveGoaltends,on,Corner3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3
1733,1610612743,Al Harrington,Al Harrington,1733,DEN,31419.0,524,36,1030,1025,358.0,233.0,107.0,2055,72.0,114.0,6.0,10.0,27.0,41.0,8.0,18.0,8.0,20.0,10.0,29.0,2.0,3.0,3.0,12.0,15.0,54.0,1.0,3.0,8.0,25.0,88.0,152.0,25.0,83.0,48.0,299.0,1088,7.0,13.0,3.0,6.0,7.0,30.0,33.0,55.0,11.0,37.0,18.0,117.0,104.0,72.0,72.0,3.0,10.0,54.0,15.0,18.0,11.0,14.0,25.0,7.0,7.0,7.0,3.0,1.0,64.0,2.0,11.0,4.0,23.0,59.0,2.0,84.0,17.0,101.0,6.0,21.0,11.0,10.0,21.0,7.0,10.0,25.0,1.0,11.0,2.0,46.0,4.0,13.0,22.0,56.0,1.0,6.0,11.0,52.0,2.0,6.0,5.0,4.0,64.0,8.0,32.0,4.0,5.0,3.0,2.0,5.0,4.0,2.0,2.0,117.0,358.0,2.0,4.0,0.5909090909090909,0.6265060240963856,0.96,0.30120481927710846,0.5,0.2972972972972973,0.30120481927710846,0.5789473684210527,0.5384615384615384,0.6,0.5340425531914894,0.6052631578947368,0.5380434782608695,0.5684410646387833,0.625,0.5735294117647058,0.35319148936170214,0.11842105263157894,0.15789473684210525,26.799653078924546,0.45652173913043476,0.16666666666666666,0.08888888888888889,0.18849840255591055,0.04182509505703422,0.17037037037037037,0.012578616352201259,0.18303571428571427,0.030805687203791468,0.06993006993006994,0.01818181818181818,0.008849557522123894,0.021739130434782608,0.2857142857142857,0.10526315789473684,0.1590909090909091,0.16842105263157894,0.175,0.06,0.8,0.4851063829787234,0.631578947368421,0.75,0.625,0.07659574468085106,0.4444444444444444,0.4444444444444444,0.25,0.0851063829787234,0.4,0.4,0.625,0.12340425531914893,0.3448275862068966,0.3448275862068966,1.0,0.2297872340425532,0.2777777777777778,0.2777777777777778,0.9333333333333333,0.5263157894736842,0.6,0.15789473684210525,0.6666666666666666,1.0,0.15789473684210525,0.3333333333333333,1.0,0.44565217391304346,0.6585365853658537,0.13043478260869565,0.25,0.2717391304347826,0.32,0.8382978723404255,0.2777777777777778,0.5710978723404255,0.5536392857142857,0.5580048913043478,0.12355212355212356,0.18181818181818182,0.10033444816053512,0.391304347826087,4.572368421052632,24.77349397590362,0.34757281553398056,,,,,,,,,,,,,,,,,,,,,True,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,31854.0,531,72,1041,1040,385.0,247.0,109.0,2081,39.0,67.0,3.0,8.0,11.0,23.0,21.0,46.0,8.0,20.0,1.0,1.0,,,,,6.0,25.0,,4.0,2.0,10.0,68.0,133.0,7.0,26.0,35.0,192.0,1057,5.0,14.0,,4.0,2.0,12.0,23.0,47.0,2.0,10.0,18.0,70.0,36.0,100.0,18.0,3.0,6.0,18.0,5.0,22.0,99.0,25.0,124.0,17.0,8.0,78.0,5.0,16.0,273.0,1.0,14.0,1.0,19.0,35.0,,54.0,16.0,70.0,1.0,21.0,14.0,7.0,39.0,8.0,32.0,16.0,4.0,7.0,,55.0,3.0,17.0,11.0,35.0,,1.0,1.0,41.0,1.0,3.0,2.0,1.0,44.0,4.0,18.0,5.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,70.0,385.0,1.0,4.0,0.2647058823529412,0.27692307692307694,0.8571428571428571,0.2692307692307692,,0.2,0.3,0.5112781954887218,0.35714285714285715,0.48936170212765956,0.4937106918238994,0.2777777777777778,0.45614035087719296,0.5308988764044944,0.2894736842105263,0.5147058823529411,0.16352201257861634,0.16541353383458646,0.1791044776119403,19.94840928632846,0.7090909090909091,,0.023809523809523808,0.10385756676557864,0.05384615384615385,0.13380281690140844,0.006329113924050633,0.1127348643006263,0.03588516746411483,0.050724637681159424,0.03571428571428571,0.00847457627118644,,0.07407407407407407,0.10101010101010101,0.13076923076923078,0.14423076923076922,0.10526315789473684,0.018518518518518517,0.5,0.42138364779874216,0.582089552238806,0.7090909090909091,0.41025641025641024,0.2893081761006289,0.45652173913043476,0.5526315789473685,0.047619047619047616,0.12578616352201258,0.4,0.4444444444444444,0.125,0.006289308176100629,1.0,1.0,1.0,0.15723270440251572,0.24,0.25,0.8333333333333334,0.4444444444444444,0.375,,,,0.2222222222222222,,,0.40350877192982454,0.4782608695652174,,,0.17543859649122806,0.2,0.5849056603773585,0.2777777777777778,0.5006725490196078,0.49576,0.4888907407407408,0.10404624277456648,0.12244897959183673,0.0625,0.3645833333333333,6.505263157894739,35.011538461538464,0.36983669548511044,1.0,6.0,1.0,2.0,2.0,3.0,1.0,0.038461538461538464,0.17391304347826086,0.1,0.04,0.07575757575757576,,,,,,,,,True,,,
201147,1610612743,Corey Brewer,Corey Brewer,201147,DEN,14790.0,246,1,504,509,192.0,123.0,59.0,1013,36.0,51.0,3.0,4.0,13.0,15.0,2.0,14.0,3.0,7.0,5.0,12.0,1.0,2.0,3.0,4.0,,4.0,,,,4.0,41.0,72.0,5.0,16.0,27.0,124.0,524,3.0,6.0,1.0,2.0,,9.0,16.0,27.0,3.0,8.0,13.0,54.0,54.0,28.0,15.0,,6.0,4.0,,7.0,10.0,2.0,12.0,,2.0,10.0,,,26.0,4.0,4.0,,5.0,22.0,3.0,30.0,8.0,38.0,,15.0,9.0,6.0,8.0,4.0,6.0,5.0,1.0,2.0,,13.0,,7.0,9.0,19.0,,,,27.0,1.0,1.0,3.0,,43.0,1.0,18.0,4.0,4.0,3.0,1.0,6.0,4.0,,,54.0,192.0,3.0,4.0,0.6585365853658537,0.7105263157894737,1.0,0.3125,0.5,0.375,0.3125,0.5694444444444444,0.5,0.5925925925925926,0.5511363636363636,0.5625,0.5857142857142857,0.5688073394495413,0.5625,0.6136363636363636,0.18181818181818182,0.09722222222222222,0.0784313725490196,21.36602451838879,0.6153846153846154,0.3,,0.14102564102564102,0.029411764705882353,0.08333333333333333,0.057971014492753624,0.125,0.03902439024390244,0.0136986301369863,0.03125,0.0784313725490196,,0.0967741935483871,0.08571428571428572,0.22033898305084745,0.05263157894736842,0.13636363636363635,,0.6666666666666666,0.5795454545454546,0.7058823529411765,0.7659574468085106,0.7222222222222222,0.1590909090909091,0.14285714285714285,0.18181818181818182,0.5,0.07954545454545454,0.42857142857142855,0.42857142857142855,,0.13636363636363635,0.4166666666666667,0.4166666666666667,1.0,0.045454545454545456,,,,0.5,0.75,0.25,0.5,1.0,,,,0.42857142857142855,0.8666666666666667,0.11428571428571428,0.75,0.11428571428571428,,0.7613636363636364,,0.6001574712643676,0.5846083333333333,0.5706676470588236,0.17142857142857143,0.20224719101123595,0.07258064516129033,0.43548387096774194,4.2124999999999995,24.425,0.38095238095238093,,,,,1.0,,,,0.21428571428571427,,,0.06451612903225806,2.0,2.0,,,,,,,True,,,
201164,1610612743,Rudy Fernandez,Rudy Fernandez,201164,DEN,42576.0,710,61,1399,1393,531.0,330.0,145.0,2792,28.0,36.0,1.0,1.0,10.0,12.0,9.0,21.0,22.0,46.0,13.0,31.0,2.0,4.0,6.0,16.0,27.0,91.0,1.0,7.0,10.0,32.0,59.0,103.0,40.0,122.0,30.0,268.0,1446,3.0,8.0,3.0,11.0,4.0,19.0,17.0,30.0,16.0,48.0,13.0,95.0,82.0,36.0,117.0,3.0,2.0,91.0,27.0,5.0,57.0,18.0,75.0,6.0,12.0,47.0,2.0,8.0,168.0,6.0,3.0,,21.0,33.0,2.0,56.0,9.0,65.0,4.0,31.0,21.0,10.0,24.0,4.0,20.0,16.0,3.0,4.0,6.0,40.0,4.0,13.0,16.0,37.0,,,,51.0,1.0,2.0,13.0,3.0,43.0,4.0,16.0,5.0,3.0,,1.0,3.0,1.0,,1.0,95.0,531.0,4.0,5.0,0.6949152542372882,0.7068965517241379,0.975,0.32786885245901637,0.2727272727272727,0.3333333333333333,0.32786885245901637,0.5728155339805825,0.375,0.5666666666666667,0.5288888888888889,0.39473684210526316,0.5256410256410257,0.5473251028806584,0.475,0.5277777777777778,0.5422222222222223,0.04854368932038835,0.1111111111111111,18.106206014075497,0.6,0.07142857142857142,,0.07432432432432433,0.008356545961002786,0.11602209944751381,0.027906976744186046,0.0864,0.0156794425087108,0.0055248618784530384,0.023809523809523808,0.03125,0.01818181818181818,0.06756756756756757,0.072,0.08187134502923976,0.109375,0.1320754716981132,0.034482758620689655,0.3333333333333333,0.16,0.7777777777777778,0.875,0.7857142857142857,0.09333333333333334,0.42857142857142855,0.45,0.4444444444444444,0.20444444444444446,0.4782608695652174,0.4782608695652174,0.6818181818181818,0.13777777777777778,0.41935483870967744,0.41935483870967744,1.0,0.40444444444444444,0.2967032967032967,0.2967032967032967,0.9629629629629629,0.05263157894736842,1.0,0.21052631578947367,0.5,1.0,0.3684210526315789,0.14285714285714285,1.0,0.15384615384615385,0.8333333333333334,0.20512820512820512,0.375,0.41025641025641024,0.3125,0.7022222222222222,0.2967032967032967,0.5293391111111112,0.47890588235294124,0.5357705128205129,0.07142857142857142,0.1391304347826087,0.0708955223880597,0.35447761194029853,11.218446601941748,25.014754098360658,0.3795568263045032,,,,2.0,4.0,2.0,2.0,,0.047619047619047616,,,,,,1.0,1.0,0.008130081300813009,,,,True,,,
201167,1610612743,Arron Afflalo,Arron Afflalo,201167,DEN,12912.0,215,4,410,410,103.0,84.0,40.0,820,8.0,13.0,1.0,1.0,2.0,3.0,5.0,11.0,5.0,14.0,8.0,16.0,,1.0,,2.0,3.0,13.0,,,,2.0,18.0,38.0,11.0,29.0,23.0,92.0,434,3.0,3.0,,1.0,8.0,14.0,6.0,11.0,,4.0,10.0,22.0,20.0,16.0,33.0,,,13.0,3.0,7.0,5.0,7.0,12.0,4.0,3.0,3.0,1.0,1.0,31.0,2.0,1.0,,3.0,7.0,1.0,11.0,3.0,14.0,,4.0,2.0,2.0,1.0,,,5.0,1.0,1.0,2.0,6.0,,,9.0,15.0,,,1.0,14.0,,2.0,1.0,,24.0,,6.0,4.0,5.0,3.0,2.0,5.0,1.0,,1.0,22.0,103.0,2.0,4.0,0.5555555555555556,0.5555555555555556,1.0,0.3793103448275862,,,0.3793103448275862,0.47368421052631576,1.0,0.5454545454545454,0.5149253731343284,0.75,0.4,0.5714285714285714,0.875,0.55,0.43283582089552236,0.18421052631578946,0.3076923076923077,18.161925601750546,0.16666666666666666,0.08333333333333333,,0.05185185185185185,0.009615384615384616,0.05660377358490566,0.030303030303030304,0.05319148936170213,0.01764705882352941,0.022727272727272728,,0.038461538461538464,,0.044444444444444446,,0.1,0.05555555555555555,0.058823529411764705,,0.2,0.19402985074626866,0.6153846153846154,0.8888888888888888,0.625,0.16417910447761194,0.45454545454545453,0.625,0.2,0.208955223880597,0.35714285714285715,0.35714285714285715,0.8,0.23880597014925373,0.5,0.5,1.0,0.19402985074626866,0.23076923076923078,0.2727272727272727,1.0,0.25,1.0,0.25,,,,,,0.2,0.6666666666666666,0.13333333333333333,,0.13333333333333333,,0.6268656716417911,0.23076923076923078,0.5259194029850746,0.5041833333333333,0.46793,0.0821917808219178,0.13636363636363635,0.15217391304347827,0.2391304347826087,10.394736842105265,24.06896551724138,0.25121951219512195,,,2.0,,,4.0,,0.06896551724137931,0.2727272727272727,,0.15384615384615385,,,,,,,,,,True,,,
201568,1610612743,Danilo Gallinari,Danilo Gallinari,201568,DEN,14006.0,233,39,452,452,209.0,124.0,39.0,904,14.0,25.0,2.0,3.0,9.0,13.0,2.0,4.0,4.0,17.0,2.0,5.0,1.0,1.0,2.0,3.0,5.0,24.0,,2.0,3.0,13.0,20.0,46.0,7.0,29.0,40.0,101.0,468,2.0,5.0,1.0,3.0,3.0,10.0,11.0,21.0,5.0,16.0,23.0,60.0,20.0,20.0,18.0,3.0,2.0,22.0,5.0,5.0,7.0,2.0,9.0,2.0,,6.0,1.0,,20.0,2.0,1.0,,9.0,19.0,2.0,30.0,3.0,33.0,1.0,8.0,7.0,1.0,8.0,,3.0,4.0,,5.0,2.0,12.0,1.0,5.0,7.0,16.0,,2.0,2.0,34.0,,2.0,1.0,1.0,46.0,2.0,18.0,6.0,5.0,2.0,2.0,5.0,5.0,,2.0,60.0,209.0,1.0,6.0,0.5,0.5263157894736842,0.8571428571428571,0.2413793103448276,0.3333333333333333,0.3125,0.25925925925925924,0.43478260869565216,0.4,0.5238095238095238,0.4066666666666667,0.4375,0.5,0.520618556701031,0.5,0.6122448979591837,0.38666666666666666,0.10869565217391304,0.2,21.931589537223342,0.6666666666666666,0.15384615384615385,,0.1357142857142857,0.009615384615384616,0.14516129032258066,0.027777777777777776,0.13861386138613863,0.017045454545454544,0.020833333333333332,,0.0196078431372549,0.047619047619047616,0.1,0.11904761904761904,0.1724137931034483,0.13636363636363635,0.16666666666666666,0.025,1.0,0.3333333333333333,0.56,0.7,0.42857142857142855,0.05333333333333334,0.5,0.5,0.5,0.22666666666666666,0.23529411764705882,0.23529411764705882,0.75,0.06666666666666667,0.4,0.4,1.0,0.32,0.20833333333333334,0.20833333333333334,0.8,0.375,0.6666666666666666,0.125,1.0,1.0,0.25,,,0.35135135135135137,0.6923076923076923,0.08108108108108109,0.6666666666666666,0.35135135135135137,0.23076923076923078,0.72,0.22727272727272727,0.5408965753424657,0.5267785714285714,0.5734414285714285,0.1978021978021978,0.2903225806451613,0.09900990099009901,0.594059405940594,8.454347826086956,26.913793103448278,0.46238938053097345,,2.0,,,3.0,,1.0,,,,,,,,,,,,,,True,,,
201585,1610612743,Kosta Koufos,Kosta Koufos,201585,DEN,9484.0,158,-36,301,301,129.0,77.0,40.0,602,16.0,27.0,9.0,12.0,4.0,5.0,2.0,7.0,,,,,,,,,,,,,,,18.0,34.0,,,5.0,41.0,323,9.0,12.0,,,1.0,19.0,5.0,8.0,,,2.0,12.0,20.0,16.0,,,14.0,,,4.0,,,,,,,,,,2.0,15.0,4.0,14.0,14.0,2.0,30.0,21.0,51.0,1.0,5.0,4.0,1.0,4.0,,2.0,4.0,,2.0,,8.0,4.0,3.0,8.0,19.0,,3.0,2.0,12.0,,4.0,1.0,,8.0,,3.0,1.0,9.0,7.0,2.0,9.0,7.0,,,12.0,129.0,1.0,1.0,0.5555555555555556,0.9090909090909091,,,,,,0.5294117647058824,0.75,0.625,0.5294117647058824,0.75,0.625,0.5394736842105263,0.7307692307692307,0.6,,0.11764705882352941,0.14814814814814814,13.411078717201166,0.5,0.5,0.26666666666666666,0.16666666666666666,0.19230769230769232,0.2978723404255319,0.03773584905660377,0.21374045801526717,0.1297709923664122,0.1891891891891892,0.19230769230769232,0.05263157894736842,,0.07407407407407407,0.3,0.1111111111111111,0.2571428571428571,0.4166666666666667,0.08333333333333333,0.7777777777777778,0.7941176470588235,0.5925925925925926,0.6956521739130435,0.5,0.20588235294117646,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,,,,,1.0,0.75,,,,,,,0.625,0.8,,,,,0.7941176470588235,,0.5266411764705881,0.5757090909090908,0.4893875,0.08108108108108109,0.08108108108108109,0.4634146341463415,0.2926829268292683,2.670588235294118,,0.42857142857142855,,,,,2.0,,,,,,,0.2,,,,,,1.0,0.1111111111111111,,True,,,
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,17603.0,293,76,585,569,233.0,131.0,53.0,1154,34.0,57.0,2.0,3.0,14.0,24.0,6.0,12.0,7.0,13.0,1.0,4.0,,,,2.0,6.0,23.0,,1.0,1.0,7.0,47.0,82.0,7.0,27.0,20.0,135.0,556,2.0,3.0,,1.0,1.0,5.0,18.0,33.0,1.0,9.0,13.0,52.0,22.0,72.0,15.0,6.0,4.0,23.0,6.0,10.0,37.0,23.0,60.0,17.0,6.0,29.0,1.0,7.0,143.0,1.0,6.0,,6.0,11.0,,17.0,7.0,24.0,2.0,14.0,8.0,6.0,11.0,1.0,8.0,5.0,2.0,3.0,,16.0,,6.0,6.0,15.0,,,1.0,28.0,,1.0,,2.0,26.0,6.0,14.0,2.0,1.0,1.0,,1.0,1.0,,,52.0,233.0,1.0,2.0,0.23404255319148937,0.24444444444444444,0.7142857142857143,0.25925925925925924,,0.1111111111111111,0.25925925925925924,0.573170731707317,0.6666666666666666,0.5454545454545454,0.5275229357798165,0.5,0.4642857142857143,0.5672268907563025,0.625,0.5531914893617021,0.24770642201834864,0.12195121951219512,0.15789473684210525,20.930232558139533,0.6875,,,0.05945945945945946,0.0410958904109589,0.09090909090909091,0.009259259259259259,0.06772908366533864,0.027559055118110236,0.06666666666666667,0.030303030303030304,,0.03225806451612903,0.03636363636363636,0.06666666666666667,0.07142857142857142,0.08695652173913043,0.1,0.046511627906976744,1.0,0.5229357798165137,0.5964912280701754,0.7083333333333334,0.3235294117647059,0.11009174311926606,0.5,0.5454545454545454,,0.11926605504587157,0.5384615384615384,0.5384615384615384,,0.03669724770642202,0.25,0.25,1.0,0.21100917431192662,0.2608695652173913,0.2727272727272727,0.6666666666666666,0.75,0.6666666666666666,,,,0.25,,,0.5714285714285714,0.5833333333333334,0.047619047619047616,,0.16666666666666666,0.14285714285714285,0.7706422018348624,0.2608695652173913,0.5727499999999998,0.5805250000000001,0.572507142857143,0.11965811965811966,0.15555555555555556,0.037037037037037035,0.3851851851851852,5.208536585365855,24.91851851851852,0.39829059829059826,,,1.0,,,,,0.037037037037037035,0.08333333333333333,,0.043478260869565216,,,,,,,,,,True,,,
202389,1610612743,Timofey Mozgov,Timofey Mozgov,202389,DEN,3747.0,62,33,124,121,62.0,34.0,14.0,245,7.0,10.0,1.0,1.0,3.0,4.0,3.0,5.0,1.0,1.0,,,,,,,,,,,,,11.0,16.0,,,3.0,25.0,128,1.0,1.0,,,,2.0,7.0,10.0,,,3.0,17.0,18.0,4.0,,,2.0,,,1.0,2.0,,2.0,,,2.0,,,4.0,,1.0,,4.0,6.0,3.0,13.0,1.0,14.0,,1.0,,1.0,,1.0,,3.0,,,,3.0,,2.0,5.0,9.0,,,2.0,4.0,,,,,5.0,1.0,3.0,,6.0,4.0,2.0,6.0,2.0,,,17.0,62.0,,,0.8181818181818182,0.9,,,,,,0.6875,1.0,0.7,0.6875,1.0,0.7,0.6944444444444444,1.0,0.7083333333333334,,0.0625,0.1,15.217391304347828,,0.6,,0.12244897959183673,0.034482758620689655,0.26666666666666666,,0.15625,0.022222222222222223,0.09090909090909091,,,,,,0.3,0.4,,,0.3333333333333333,0.625,0.7,0.7777777777777778,0.8571428571428571,0.3125,0.6,0.6,0.6666666666666666,0.0625,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,0.4,0.75,,,,,0.625,,0.5780937500000001,0.5487,0.49971999999999994,0.16666666666666666,0.16666666666666666,0.08,0.68,4.01875,,0.5,,,,,,,,,,,,,,,,,,2.0,,,True,,,
202702,1610612743,Kenneth Faried,Kenneth Faried,202702,DEN,5113.0,85,-14,176,171,83.0,35.0,26.0,347,14.0,26.0,4.0,9.0,3.0,10.0,,2.0,,1.0,,,,,,,,,,,,,14.0,29.0,,,8.0,36.0,186,4.0,9.0,,,1.0,9.0,3.0,10.0,,,6.0,12.0,20.0,8.0,,,6.0,,,4.0,1.0,1.0,2.0,,1.0,1.0,,,5.0,2.0,10.0,,7.0,14.0,2.0,23.0,12.0,35.0,1.0,2.0,,2.0,3.0,,3.0,4.0,2.0,,,7.0,1.0,3.0,5.0,9.0,1.0,1.0,1.0,11.0,,1.0,,1.0,15.0,1.0,5.0,3.0,10.0,9.0,1.0,10.0,6.0,,1.0,12.0,83.0,1.0,3.0,0.7142857142857143,0.9090909090909091,,,,,,0.4827586206896552,0.4444444444444444,0.3,0.4827586206896552,0.4444444444444444,0.3,0.5,0.45,0.4,,0.13793103448275862,0.07692307692307693,21.39303482587065,0.42857142857142855,0.6666666666666666,,0.2413793103448276,0.1694915254237288,0.3333333333333333,0.11764705882352941,0.26582278481012656,0.15789473684210525,0.24,0.09090909090909091,0.11764705882352941,,0.12,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.6,0.896551724137931,0.5384615384615384,0.5833333333333334,0.7142857142857143,0.06896551724137931,,,,0.034482758620689655,,,,,,,,,,,,1.0,0.4444444444444444,,,,,,,1.0,0.3,,,,,0.896551724137931,,0.5949034482758622,0.6083571428571428,0.64479,0.15151515151515152,0.15151515151515152,0.25,0.3333333333333333,2.351724137931035,,0.4715909090909091,,,,,1.0,,,,1.0,,,0.16666666666666666,,,,,,,,,True,,,
