EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,FG3M,PenaltyFG2M,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,Fg2aBlocked,DeadBallTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,LongMidRangePctBlocked,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Corner3Assists,AtRimAssists,DefThreePtRebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefThreePtReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,ShortMidRangeFGM,FTDefRebounds,Charge Fouls,Defensive 3 Seconds Violations,DefFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShortMidRangePctBlocked,Arc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3A,NonHeaveArc3FGM,BadPassSteals,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,AtRimPctBlocked,SecondChanceArc3Frequency,PenaltyFtPoints,OffThreePtRebounds,Offensive Fouls,OffThreePtReboundPct,OffCorner3ReboundPct,PenaltyArc3FGM,PenaltyFG3M,Technical Free Throw Trips,PenaltyFg3Pct,PenaltyArc3Accuracy,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,OffArc3ReboundPct,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,SecondChanceCorner3PctAssisted,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked
101127,1610612740,Jarrett Jack,Jarrett Jack,101127,NOH,1424.0,24.0,-2.0,42,43,10.0,20,6.0,85,1.0,1.0,4.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,39.0,1.0,1.0,2.0,1.0,4.0,2.0,6.0,2.0,1.0,3.0,14.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,10.0,0.16666666666666666,0.14285714285714285,0.1875,0.14285714285714285,20.408163265306122,1.0,0.047619047619047616,0.05555555555555555,0.038461538461538464,0.047619047619047616,0.14285714285714285,0.125,0.16666666666666666,0.14285714285714285,1.0,1.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.41520714285714294,0.4216,0.3692,0.125,0.14285714285714285,9.6,25.5,0.23809523809523808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201158,1610612740,Marco Belinelli,Marco Belinelli,201158,NOH,318.0,5.0,-2.0,10,12,,2,,22,,,,1.0,,,1.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,1.0,,,0.4075,,,,,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201160,1610612740,Jason Smith,Jason Smith,201160,NOH,2016.0,34.0,9.0,64,63,19.0,22,10.0,127,2.0,2.0,2.0,13.0,,8.0,17.0,1.0,,19.0,61.0,1.0,6.0,,,1.0,,1.0,,,1.0,2.0,2.0,7.0,7.0,2.0,9.0,2.0,1.0,,1.0,2.0,1.0,,,,,19.0,0.47058823529411764,0.5277777777777778,0.5277777777777778,0.05555555555555555,27.027027027027028,0.5,0.30434782608695654,0.07692307692307693,0.2413793103448276,0.06666666666666667,,0.3333333333333333,0.25,0.1111111111111111,1.0,1.0,0.1111111111111111,0.7222222222222222,,0.16666666666666666,0.4224444444444444,0.3161,0.37943333333333334,,,15.082352941176469,23.4,0.296875,6.0,1.0,1.0,1.0,3.0,6.0,16.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.058823529411764705,0.07692307692307693,0.16666666666666666,0.3,0.3,1.0,1.0,0.46153846153846156,0.5,1.0,0.05555555555555555,1.0,1.0,1.0,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201234,1610612740,Trey Johnson,Trey Johnson,201234,NOH,3679.0,61.0,-4.0,114,113,32.0,46,19.0,227,6.0,7.0,1.0,6.0,,8.0,14.0,,5.0,21.0,110.0,4.0,5.0,8.0,,3.0,1.0,4.0,,1.0,1.0,9.0,3.0,6.0,9.0,3.0,12.0,,3.0,3.0,,5.0,10.0,4.0,,5.0,3.0,32.0,0.5714285714285714,0.5714285714285714,0.65625,,15.441176470588234,0.6,0.13333333333333333,0.05555555555555555,0.16071428571428573,0.05,0.05555555555555555,0.26666666666666666,,0.5,0.8571428571428571,0.8571428571428571,0.07142857142857142,0.42857142857142855,,0.5,0.4869642857142856,0.49095,0.46508000000000005,0.1875,0.1875,10.14285714285714,,0.2807017543859649,2.0,,,,3.0,6.0,8.0,,,2.0,,,6.0,,,,,,6.0,0.5,0.6666666666666666,,,,0.6,0.6,0.6,,,0.045454545454545456,,0.1111111111111111,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,0.2857142857142857,2.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,0.2727272727272727,0.07142857142857142,0.16666666666666666,0.4,0.75,0.6666666666666666,0.6,1.0,0.19047619047619047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,1610612740,Chris Kaman,Chris Kaman,2549,NOH,2055.0,34.0,-11.0,62,61,7.0,19,9.0,123,1.0,4.0,3.0,3.0,,5.0,10.0,,2.0,12.0,68.0,2.0,,2.0,,3.0,,3.0,,1.0,1.0,6.0,2.0,5.0,7.0,2.0,9.0,1.0,,,,3.0,4.0,1.0,,2.0,1.0,7.0,0.5,0.5,0.5454545454545454,,18.91891891891892,,0.18518518518518517,0.06666666666666667,0.2,0.0625,,0.3,0.2,0.4,0.25,0.25,0.3,0.3,,0.4,0.47869,0.62225,,0.09090909090909091,0.09090909090909091,8.76,,0.11290322580645161,3.0,,,,,,8.0,,,3.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,0.8,0.8,,,,,,,,,,,0.2,,1.0,1.0,1.0,0.6666666666666666,,,,,,,2.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,0.3333333333333333,0.2222222222222222,0.5,,1.0,,,,,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,1610612740,Emeka Okafor,Emeka Okafor,2731,NOH,966.0,16.0,-3.0,30,30,8.0,18,5.0,60,,,2.0,,,1.0,2.0,,,2.0,25.0,,,,,,,,,,,,1.0,4.0,6.0,1.0,7.0,,,,,,,,,,,8.0,0.5,0.5,0.5,,5.714285714285714,,0.25,0.0625,0.3,0.05555555555555555,0.2,,,,,,1.0,,,,0.40049999999999997,,,,,7.35,,0.26666666666666666,,,,,,,2.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,0.5,,,0.5,0.375,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.5,,0.5,0.5,,,,,,1.0,,,,,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202329,1610612740,Al-Farouq Aminu,Al-Farouq Aminu,202329,NOH,1981.0,33.0,4.0,63,58,16.0,22,10.0,121,2.0,2.0,1.0,2.0,2.0,3.0,5.0,2.0,3.0,12.0,58.0,,1.0,2.0,2.0,,,,,,,,2.0,5.0,7.0,2.0,9.0,,2.0,1.0,1.0,2.0,,2.0,,3.0,2.0,16.0,0.6,0.6428571428571429,0.75,0.2857142857142857,13.333333333333334,1.0,0.19230769230769232,0.06451612903225806,0.22580645161290322,0.06060606060606061,,,,0.2857142857142857,1.0,1.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5129857142857143,,0.42055,0.25,0.3333333333333333,8.919999999999998,24.65,0.25396825396825395,,,,1.0,,,4.0,3.0,,,,1.0,,2.0,2.0,,2.0,2.0,,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,,,,,,0.15384615384615385,0.125,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,2.0,,,,2.0,1.0,,,1.0,,,1.0,,,,1.0,0.4,,0.5,,,,,,0.16666666666666666,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202349,1610612740,Greivis Vasquez,Greivis Vasquez,202349,NOH,2436.0,41.0,,78,77,19.0,26,16.0,155,2.0,5.0,7.0,4.0,2.0,4.0,16.0,3.0,3.0,11.0,73.0,,5.0,8.0,2.0,10.0,,10.0,,1.0,3.0,20.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,,6.0,3.0,4.0,,3.0,2.0,19.0,0.25,0.21052631578947367,0.275,0.15789473684210525,27.083333333333336,0.3333333333333333,0.1111111111111111,0.02631578947368421,0.08571428571428572,0.023809523809523808,0.09090909090909091,0.1111111111111111,0.09090909090909091,0.2631578947368421,0.4,0.6666666666666666,0.3684210526315789,0.21052631578947367,0.10526315789473684,0.42105263157894735,0.4707842105263159,0.5367,0.4613500000000001,0.1,0.11764705882352941,9.09375,24.73333333333333,0.24358974358974358,,,1.0,,2.0,4.0,,,3.0,4.0,,,,,,,,,4.0,,,,,,0.4,0.3333333333333333,0.3333333333333333,0.1875,,,0.09090909090909091,0.14285714285714285,,,,,,0.05263157894736842,,,,0.36363636363636365,,,1.0,2.0,,,,,6.0,,4.0,2.0,,2.0,,,1.0,,,,,,,,,,,0.3333333333333333,0.5,,2.0,,2.0,,,0.2857142857142857,0.3333333333333333,,0.14285714285714285,,1.0,,1.0,,2.0,,,,0.16666666666666666,,1.0,1.0,1.0,1.0,0.4,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201171,1610612740,Carl Landry,Carl Landry,201171,NOH,1634.0,27.0,-7.0,48,49,13.0,17,9.0,97,2.0,6.0,5.0,4.0,,5.0,15.0,,4.0,14.0,49.0,5.0,4.0,4.0,,,,,,,,,4.0,1.0,2.0,5.0,7.0,2.0,1.0,,1.0,2.0,1.0,2.0,,4.0,2.0,13.0,0.3333333333333333,0.3333333333333333,0.4117647058823529,,31.666666666666668,0.5,0.05555555555555555,0.14814814814814814,0.043478260869565216,0.1724137931034483,0.1111111111111111,0.1,0.25,0.4,0.3333333333333333,0.4,0.3333333333333333,0.26666666666666666,,0.4,0.4743066666666667,0.485825,0.414025,0.11764705882352941,0.11764705882352941,8.66,,0.2708333333333333,1.0,,,,1.0,4.0,6.0,,2.0,1.0,,,,,,,,,4.0,0.6,1.0,,,,0.25,0.25,0.4,0.13333333333333333,,,,,,0.5,0.25,0.25,1.0,,,,,0.2857142857142857,1.0,2.0,,,2.0,8.0,4.0,,,,1.0,,,,,,,,0.4,0.4,0.5714285714285714,,0.2727272727272727,,,0.4,0.5,,,0.5714285714285714,2.0,1.0,,,1.0,0.4,0.5,0.5,0.2,,,4.0,,,1.0,,,,,,,,,,0.16666666666666666,,2.0,1.0,1.0,0.5,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201291,1610612740,Carldell Johnson,Carldell Johnson,201291,NOH,535.0,9.0,-3.0,16,16,13.0,13,2.0,32,,1.0,1.0,,1.0,,2.0,1.0,1.0,4.0,16.0,,1.0,,1.0,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,1.0,,13.0,,0.5,0.5,0.3333333333333333,16.666666666666668,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.47,,0.4826,,,4.3,24.0,0.8125,,,,1.0,,4.0,,3.0,1.0,,,,,,,,,,4.0,,,1.0,1.0,1.0,,0.75,0.75,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.5,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
