EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg3aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PtsAssisted2s,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LostBallTurnovers,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,ThreePtAssists,Corner3Assists,FTDefRebounds,DeadBallTurnovers,Offensive Fouls,DefFTReboundPct,LongMidRangeFGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,OffThreePtRebounds,Loose Ball Fouls Drawn,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Fg2aBlocked,SelfOReb,LostBallSteals,2pt And 1 Free Throw Trips,FG2APctBlocked,ShortMidRangePctBlocked,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,LongMidRangePctAssisted,Corner3FGM,PtsAssisted3s,BlockedAtRim,Assisted3sPct,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFGM,PtsPutbacks,LongMidRangeAssists,Travels,Loose Ball Fouls,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,AtRimPctBlocked,on,Arc3Assists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,FTOffRebounds,LostBallOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,PenaltyFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,HeaveAttempts,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,BlockedCorner3,HeaveMakes,OffensiveGoaltends,3SecondViolations
202322,1610612764,John Wall,John Wall,202322,WAS,746.0,12.0,-2.0,26.0,22,9.0,12,4.0,48,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,4.0,6.0,26.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,9.0,0.25,0.16666666666666666,0.375,1.0,0.25,0.3333333333333333,0.5,1.0,30.0,1.0,0.16666666666666666,1.0,1.0,0.5,0.16666666666666666,0.16666666666666666,0.5,0.4979250000000001,0.30916666666666665,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,13.775000000000002,24.15,0.34615384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202338,1610612764,Kevin Seraphin,Kevin Seraphin,202338,WAS,2083.0,35.0,-2.0,64.0,59,17.0,22,11.0,123,2.0,3.0,1.0,,,7.0,13.0,,,14.0,60.0,,8.0,3.0,,4.0,10.0,,,,,,,,,2.0,,2.0,1.0,,,,4.0,17.0,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.6666666666666666,0.6666666666666666,,,,20.0,1.0,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.07692307692307693,,,0.23076923076923078,0.4513538461538461,0.4808333333333334,,,0.5714285714285714,0.2857142857142857,6.6692307692307695,,0.265625,2.0,3.0,1.0,5.0,9.0,4.0,6.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,6.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.09090909090909091,0.08695652173913043,0.18181818181818182,0.12121212121212122,0.06451612903225806,0.2,0.25,0.2857142857142857,1.0,0.6923076923076923,0.5555555555555556,0.5555555555555556,0.4,0.5,0.6666666666666666,0.3333333333333333,0.5100250000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202344,1610612764,Trevor Booker,Trevor Booker,202344,WAS,769.0,13.0,-13.0,22.0,23,2.0,5,3.0,45,,1.0,,,,,1.0,,,,32.0,,,,,,,,,,1.0,,3.0,,,,,1.0,,,,,,2.0,,,,,,,,,8.0,,1.0,,,,,,1.0,0.6148,,,,,,1.8,,0.09090909090909091,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,2.0,,,4.0,,,,,,1.0,,,,,,,,0.1,,,0.07692307692307693,0.25,,,,,,,,1.0,,,0.6148,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202348,1610612764,Jordan Crawford,Jordan Crawford,202348,WAS,980.0,16.0,-19.0,31.0,31,8.0,21,4.0,62,1.0,1.0,5.0,,5.0,5.0,8.0,5.0,,13.0,47.0,,3.0,3.0,,6.0,10.0,5.0,,2.0,2.0,,4.0,1.0,1.0,,,,2.0,,,,6.0,8.0,0.625,0.5,0.5,1.5,0.75,0.38461538461538464,,,36.111111111111114,,0.07692307692307693,1.0,1.0,0.38461538461538464,,0.38461538461538464,0.46153846153846156,0.45863846153846155,0.3718875,,,0.23076923076923078,0.46153846153846156,14.3875,26.020000000000003,0.25806451612903225,,,,,2.0,,,3.0,,,,2.0,2.0,1.0,3.0,,1.0,1.0,,,,,,,,,,1.0,1.5,0.75,0.3333333333333333,,,0.25,0.058823529411764705,,,,,0.15384615384615385,,,,,,,,,,,,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.2,1.0,0.2,0.25,1.0,0.3333333333333333,1.0,0.8,0.8,0.2,0.2,1.0,1.0,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202775,1610612764,Edwin Ubiles,Edwin Ubiles,202775,WAS,3119.0,52.0,-18.0,94.0,94,18.0,34,14.0,188,2.0,3.0,5.0,1.0,4.0,4.0,13.0,5.0,3.0,14.0,100.0,,2.0,2.0,,,4.0,4.0,,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,3.0,,3.0,2.0,,18.0,0.3076923076923077,0.3055555555555556,0.3684210526315789,1.0,,0.2777777777777778,,,18.51851851851852,1.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.2222222222222222,0.4444444444444444,0.47672222222222227,0.427,0.10526315789473684,0.14285714285714285,0.14285714285714285,,11.361538461538462,24.76,0.19148936170212766,1.0,1.0,,,5.0,1.0,1.0,,4.0,1.0,3.0,4.0,8.0,2.0,10.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.5,0.5,1.0,,1.0,,0.13333333333333333,0.02631578947368421,0.25,0.16666666666666666,0.04081632653061224,0.058823529411764705,0.09090909090909091,0.25,1.0,0.2777777777777778,,,,1.0,1.0,,0.435,,,1.0,,,0.16666666666666666,2.0,1.0,,,,1.0,,,,3.0,1.0,,1.0,,0.2,,0.2,0.09090909090909091,,0.16666666666666666,0.14285714285714285,0.4,0.4,0.25,0.25,,,,0.25,1.0,1.0,1.0,1.0,0.07692307692307693,0.2,0.1111111111111111,0.25,0.08333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,1610612764,Roger Mason Jr.,Roger Mason Jr.,2427,WAS,2145.0,36.0,4.0,64.0,62,11.0,12,10.0,126,,,4.0,2.0,5.0,1.0,4.0,7.0,,14.0,52.0,,,,,,,5.0,,,,,,,,2.0,2.0,2.0,,,,,,11.0,0.25,0.6363636363636364,0.6363636363636364,,,0.6363636363636364,,,17.808219178082194,1.0,,,,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.6363636363636364,0.5209045454545455,0.50565,,,,,20.375,24.62857142857143,0.171875,,,,,,,,,2.0,1.0,,1.0,2.0,1.0,3.0,,1.0,4.0,1.0,,1.0,,,,1.0,1.0,,,,,0.041666666666666664,0.04,,0.029411764705882353,0.03125,,0.1111111111111111,,,,,,,,,,,,,1.0,,,0.2,1.0,2.0,,,1.0,4.0,,,1.0,6.0,2.0,,,,0.5714285714285714,,0.5714285714285714,,,,,0.25,0.25,0.4,0.4,,,1.0,0.4,,,,,,,,,,,1.0,2.0,6.0,1.0,0.5,0.1,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202686,1610612764,Jan Vesely,Jan Vesely,202686,WAS,2404.0,40.0,-11.0,69.0,72,14.0,29,12.0,141,6.0,7.0,,,,6.0,8.0,,2.0,14.0,70.0,,6.0,3.0,1.0,7.0,6.0,,,1.0,1.0,,2.0,1.0,,1.0,1.0,2.0,3.0,,4.0,1.0,7.0,14.0,0.75,0.75,0.7,0.75,0.875,,,,14.814814814814813,0.5,0.875,0.8571428571428571,0.8571428571428571,,,,0.875,0.6535625,0.6422,0.1111111111111111,0.1111111111111111,0.42857142857142855,0.5,1.85,,0.2028985507246377,3.0,4.0,3.0,,1.0,3.0,4.0,3.0,6.0,4.0,2.0,1.0,3.0,5.0,8.0,,4.0,6.0,,,,,,1.0,0.5,0.75,0.75,1.0,0.75,1.0,0.041666666666666664,0.13333333333333333,0.18181818181818182,0.08571428571428572,0.125,0.15384615384615385,,,,0.125,,,,1.0,0.75,1.0,0.62965,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,0.1,,0.09090909090909091,,,,,,,,,,,,1.0,,,,0.1111111111111111,0.5,,0.5,,,,,,0.09090909090909091,,,,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,1610612764,Nene,Nene,2403,WAS,881.0,15.0,-14.0,28.0,29,,7,1.0,57,,1.0,,,,,2.0,,,,34.0,,,,,,,,,2.0,2.0,,4.0,,,1.0,1.0,1.0,4.0,,2.0,1.0,,,,,,,,,,,13.793103448275863,1.0,0.5,,,,,,0.5,0.45785,,0.3333333333333333,0.3333333333333333,,,4.9,,,,,,,1.0,,,,,,,2.0,5.0,,5.0,,,2.0,2.0,2.0,2.0,1.0,,1.0,,,,,,,0.25,,,0.2,,,0.3333333333333333,,0.5,0.5,,,,,,,,,,3.0,,,0.75,,,,,,,,,,,,2.0,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202714,1610612764,Shelvin Mack,Shelvin Mack,202714,WAS,2377.0,40.0,-16.0,69.0,72,10.0,22,10.0,141,1.0,3.0,7.0,,,3.0,14.0,,1.0,7.0,74.0,,2.0,3.0,,,6.0,,,1.0,2.0,,5.0,3.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,10.0,0.21428571428571427,0.21428571428571427,0.23333333333333334,1.0,,,,,20.253164556962023,1.0,0.21428571428571427,0.3333333333333333,0.5,0.5,,,0.21428571428571427,0.43934999999999996,0.41250000000000003,0.06666666666666667,0.06666666666666667,0.2857142857142857,,11.628571428571432,,0.14492753623188406,,,,,4.0,1.0,1.0,,,,2.0,1.0,3.0,,3.0,,1.0,3.0,,,,,,,,,1.0,,1.0,,0.043478260869565216,,0.2,0.09090909090909091,,,,0.16666666666666666,,0.2857142857142857,,,,,,,0.3771,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.14285714285714285,0.2857142857142857,0.2857142857142857,,,,,,,1.0,,3.0,,0.07142857142857142,,,0.25,,,,,,,,,,,,,,1.0,,,1.0,,,,,,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202698,1610612764,Chris Singleton,Chris Singleton,202698,WAS,12.0,,-3.0,,2,,2,,2,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
