EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Loose Ball Fouls,3SecondViolations,OffThreePtRebounds,FTDefRebounds,Defensive 3 Seconds Violations,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceArc3FGM,Clear Path Fouls,DefensiveGoaltends,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,OffensiveGoaltends,on,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedCorner3
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,62244.0,1037,149,1944,1964,354,499.0,224,3908,41.0,92.0,4.0,10.0,10.0,15.0,47.0,117.0,58.0,133.0,9.0,16.0,1.0,2.0,1.0,1.0,36.0,112.0,5.0,8.0,32.0,146.0,342,45.0,128.0,139.0,566,1959,14.0,31.0,1.0,7.0,17.0,48.0,29.0,57.0,9.0,33.0,36.0,121.0,90.0,202.0,81.0,54.0,6.0,2.0,110.0,36.0,26.0,130.0,19.0,149.0,13.0,6.0,53.0,28.0,49.0,317.0,15.0,1.0,12.0,62.0,74,16.0,90,7.0,31.0,19.0,12.0,21.0,8.0,15.0,20.0,2.0,6.0,1.0,2.0,41.0,2.0,9.0,23.0,1.0,47.0,4.0,3.0,151.0,1.0,4.0,7.0,4.0,174.0,16.0,3.0,79.0,3.0,10.0,13.0,8.0,1.0,4.0,13.0,10.0,121.0,354,3.0,9.0,0.3082191780821918,0.3146853146853147,0.6,0.3515625,0.14285714285714285,0.2727272727272727,0.35714285714285715,0.4269005847953216,0.45161290322580644,0.5087719298245614,0.4542553191489362,0.40789473684210525,0.4722222222222222,0.5164835164835165,0.5217391304347826,0.5405405405405406,0.2723404255319149,0.07602339181286549,0.10869565217391304,0.11965811965811966,0.015037593984962405,26.549072817729535,0.5121951219512195,0.018518518518518517,0.08136482939632546,0.019455252918287938,0.0594059405940594,0.07676348547717843,0.015957446808510637,0.025,0.0299625468164794,0.006578947368421052,0.0761904761904762,0.05508474576271186,0.10443037974683544,0.06369426751592357,0.044444444444444446,0.02880658436213992,0.7692307692307693,0.19574468085106383,0.44565217391304346,0.5,0.21951219512195122,0.24893617021276596,0.4017094017094017,0.4563106796116505,0.2553191489361702,0.28297872340425534,0.43609022556390975,0.44274809160305345,0.41379310344827586,0.03404255319148936,0.5625,0.5625,0.8888888888888888,0.23829787234042554,0.32142857142857145,0.32142857142857145,0.5277777777777778,0.2631578947368421,0.4,0.25,0.05263157894736842,0.5,1.0,0.13157894736842105,0.16666666666666666,0.6666666666666666,0.011111111111111112,1.0,0.35555555555555557,0.25,0.46808510638297873,0.32727272727272727,0.46511709401709395,0.44875,0.44358651685393263,0.15298507462686567,0.19506172839506172,0.022900763358778626,0.08480565371024736,0.2137809187279152,10.543859649122808,25.6765625,0.18209876543209877,,,,,,,,,,,,,,,,,,,True,,,,,
1499,1610612755,Tony Battie,Tony Battie,1499,PHI,7570.0,126,11,237,239,36,50.0,26,476,2.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,3.0,9.0,,,,,,,,,,,,7.0,20,,,2.0,16,237,4.0,6.0,,,,8.0,1.0,4.0,,,2.0,4.0,12.0,2.0,,,2.0,,,,,7.0,2.0,9.0,1.0,1.0,1.0,3.0,3.0,20.0,3.0,,5.0,19.0,24,3.0,27,,3.0,2.0,1.0,1.0,,,1.0,,1.0,,,2.0,,1.0,9.0,,12.0,,,5.0,,2.0,1.0,,2.0,,,,,1.0,3.0,3.0,,,3.0,2.0,4.0,36,,1.0,0.8571428571428571,1.0,,,,,,0.35,0.6666666666666666,0.25,0.35,0.6666666666666666,0.25,0.38095238095238093,0.6666666666666666,0.4,,,,,,8.487084870848708,0.5,,0.19791666666666666,0.033707865168539325,0.25,0.20689655172413793,0.02727272727272727,,0.08571428571428572,,0.32,0.22857142857142856,0.08333333333333333,0.4166666666666667,,,0.6666666666666666,0.1,1.0,1.0,0.5,0.45,0.2222222222222222,0.2222222222222222,1.0,0.45,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.16666666666666666,1.0,,,,,,0.25,1.0,,,,,0.1,,0.40207499999999996,0.3904,0.39125,,,,0.5,0.25,12.11,,0.1518987341772152,2.0,1.0,,,,,,,,,,,,,,,,,True,,,,,
1882,1610612755,Elton Brand,Elton Brand,1882,PHI,44798.0,747,29,1374,1388,186,258.0,159,2762,35.0,52.0,12.0,20.0,6.0,11.0,61.0,132.0,28.0,62.0,,,,,,,,,,,,124.0,246,,,20.0,268,1402,20.0,40.0,,,6.0,46.0,14.0,35.0,,,4.0,32.0,188.0,60.0,,,24.0,,,,9.0,29.0,11.0,40.0,10.0,1.0,10.0,6.0,13.0,91.0,60.0,1.0,20.0,87.0,116,69.0,185,9.0,23.0,15.0,8.0,17.0,2.0,8.0,12.0,2.0,9.0,,1.0,29.0,5.0,6.0,48.0,,77.0,,4.0,36.0,,3.0,,,35.0,9.0,,20.0,,2.0,49.0,27.0,,22.0,49.0,27.0,32.0,186,4.0,1.0,0.7580645161290323,0.8392857142857143,,,,,,0.5040650406504065,0.5,0.4,0.5040650406504065,0.5,0.4,0.5173745173745173,0.5348837209302325,0.43243243243243246,,0.036585365853658534,0.11538461538461539,0.022727272727272728,,18.37906828334397,0.5862068965517241,0.03571428571428571,0.16539923954372623,0.10067114093959731,0.13071895424836602,0.15758468335787923,0.09927007299270073,0.1366906474820144,0.09917355371900827,0.07906976744186046,0.14074074074074075,0.19886363636363635,0.15348837209302327,0.13445378151260504,0.11764705882352941,0.07964601769911504,0.5510204081632653,0.21138211382113822,0.6730769230769231,0.7608695652173914,0.6571428571428571,0.5365853658536586,0.4621212121212121,0.4728682170542636,0.7377049180327869,0.25203252032520324,0.45161290322580644,0.45161290322580644,0.9285714285714286,,,,,,,,,0.5,0.6,0.16666666666666666,,,,,0.3142857142857143,0.5454545454545454,,,,,0.21138211382113822,,0.44961991869918705,0.505664705882353,0.4741085714285714,0.07782101167315175,0.07782101167315175,,0.17164179104477612,0.11940298507462686,9.661788617886176,,0.13537117903930132,5.0,2.0,8.0,9.0,6.0,0.24324324324324326,0.0898876404494382,0.09090909090909091,0.08695652173913043,,,,,,,,,,True,,,,,
201950,1610612755,Jrue Holiday,Jrue Holiday,201950,PHI,56934.0,949,7,1764,1789,212,255.0,219,3553,60.0,104.0,3.0,8.0,6.0,12.0,22.0,80.0,39.0,92.0,8.0,19.0,1.0,3.0,1.0,2.0,21.0,54.0,3.0,1.0,8.0,121.0,276,29.0,73.0,39.0,368,1830,7.0,26.0,2.0,6.0,2.0,22.0,14.0,33.0,2.0,10.0,6.0,40.0,82.0,160.0,69.0,18.0,2.0,,54.0,21.0,28.0,102.0,18.0,120.0,13.0,5.0,35.0,30.0,37.0,258.0,22.0,1.0,21.0,43.0,64,29.0,93,8.0,44.0,22.0,22.0,40.0,4.0,29.0,20.0,5.0,11.0,,4.0,60.0,3.0,8.0,21.0,3.0,53.0,4.0,2.0,48.0,2.0,1.0,2.0,1.0,51.0,7.0,6.0,24.0,,2.0,5.0,2.0,3.0,,5.0,4.0,40.0,212,3.0,1.0,0.33884297520661155,0.3416666666666667,0.7931034482758621,0.3972602739726027,0.3333333333333333,0.2,0.3972602739726027,0.4384057971014493,0.2692307692307692,0.42424242424242425,0.4713467048710602,0.3125,0.3953488372093023,0.49320652173913043,0.3235294117647059,0.43478260869565216,0.20916905444126074,0.10144927536231885,0.11538461538461539,0.1625,0.03260869565217391,21.104536489151872,0.6666666666666666,0.030303030303030304,0.0654490106544901,0.028534370946822308,0.11290322580645161,0.07591933570581258,0.03135498320268757,0.04975124378109453,0.020618556701030927,0.021505376344086023,0.05027932960893855,0.06310679611650485,0.07720588235294118,0.11267605633802817,0.11363636363636363,0.047619047619047616,0.8,0.2979942693409742,0.5769230769230769,0.6521739130434783,0.4,0.22922636103151864,0.275,0.3283582089552239,0.18181818181818182,0.2636103151862464,0.42391304347826086,0.43820224719101125,0.3333333333333333,0.054441260744985676,0.42105263157894735,0.42105263157894735,1.0,0.15472779369627507,0.3888888888888889,0.3888888888888889,0.7142857142857143,0.25,0.375,,0.09375,0.3333333333333333,1.0,0.09375,0.27906976744186046,0.5,0.046511627906976744,0.5,0.18604651162790697,0.125,0.5071633237822349,0.3888888888888889,0.5053832378223498,0.4805913793103448,0.48032325581395346,0.06557377049180328,0.08191126279863481,,0.059782608695652176,0.10869565217391304,9.228260869565219,24.92191780821918,0.12018140589569161,1.0,,6.0,,,,0.04918032786885246,0.03333333333333333,0.09375,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,True,,,,,
202323,1610612755,Evan Turner,Evan Turner,202323,PHI,102748.0,1712,51,3192,3234,556,716.0,384,6426,90.0,147.0,12.0,22.0,10.0,21.0,70.0,170.0,92.0,224.0,6.0,25.0,1.0,2.0,1.0,8.0,5.0,24.0,1.0,,7.0,252.0,541,11.0,49.0,73.0,610,3281,23.0,45.0,1.0,3.0,4.0,53.0,28.0,68.0,1.0,15.0,29.0,88.0,228.0,276.0,33.0,,14.0,2.0,22.0,5.0,35.0,142.0,38.0,180.0,29.0,9.0,66.0,35.0,41.0,398.0,22.0,,70.0,257.0,349,27.0,376,10.0,40.0,14.0,26.0,63.0,8.0,25.0,42.0,7.0,38.0,2.0,7.0,105.0,6.0,11.0,55.0,,117.0,6.0,5.0,110.0,,1.0,6.0,1.0,108.0,16.0,,48.0,,14.0,19.0,12.0,3.0,4.0,20.0,9.0,86.0,554,13.0,11.0,0.4523809523809524,0.46530612244897956,1.0,0.22448979591836735,0.3333333333333333,0.06666666666666667,0.23404255319148937,0.4658040665434381,0.5111111111111111,0.4117647058823529,0.45508474576271185,0.5104166666666666,0.35542168674698793,0.47955974842767296,0.5408163265306123,0.41904761904761906,0.08305084745762711,0.06469500924214418,0.14965986394557823,0.07647058823529412,,20.213056541928434,0.6,,0.21239669421487603,0.016332590942835932,0.19337016574585636,0.20801526717557253,0.01694915254237288,0.03519061583577713,0.008456659619450317,0.01125703564727955,0.1510574018126888,0.2010443864229765,0.2620967741935484,0.19494584837545126,0.18823529411764706,0.035211267605633804,0.45,0.24915254237288137,0.6122448979591837,0.72,0.4222222222222222,0.288135593220339,0.4117647058823529,0.445859872611465,0.3,0.37966101694915255,0.4107142857142857,0.4107142857142857,0.5978260869565217,0.0423728813559322,0.24,0.24,1.0,0.04067796610169491,0.20833333333333334,0.20833333333333334,1.0,0.4583333333333333,0.5454545454545454,0.16666666666666666,0.041666666666666664,0.5,1.0,0.020833333333333332,0.25301204819277107,0.47619047619047616,0.0963855421686747,0.125,0.08433734939759036,,0.33220338983050846,0.22727272727272727,0.4675736394557823,0.48830365853658536,0.45031543209876557,0.07717041800643087,0.08376963350785341,,0.08688524590163935,0.14426229508196722,10.599075785582253,25.302040816326528,0.17418546365914786,4.0,,5.0,22.0,1.0,0.24719101123595505,0.02032520325203252,0.026041666666666668,,,,,,,1.0,1.0,,,True,,,,,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,64731.0,1079,187,1999,2029,376,508.0,227,4028,138.0,207.0,43.0,70.0,19.0,25.0,49.0,117.0,43.0,110.0,,,,,,,,3.0,,,2.0,230.0,434,,3.0,71.0,531,2016,51.0,83.0,,,5.0,107.0,34.0,59.0,,2.0,25.0,93.0,296.0,164.0,,,70.0,1.0,2.0,,32.0,37.0,8.0,45.0,4.0,4.0,17.0,7.0,13.0,98.0,82.0,,25.0,81.0,116,91.0,207,12.0,35.0,19.0,16.0,16.0,2.0,9.0,12.0,1.0,7.0,,5.0,28.0,4.0,7.0,30.0,2.0,62.0,3.0,1.0,84.0,9.0,6.0,9.0,,90.0,10.0,,46.0,,4.0,18.0,13.0,1.0,4.0,18.0,10.0,93.0,376,8.0,4.0,0.6434782608695652,0.7589743589743589,,,,,,0.5299539170506913,0.6144578313253012,0.576271186440678,0.5263157894736842,0.6144578313253012,0.5573770491803278,0.5566037735849056,0.6294117647058823,0.62,0.006864988558352402,0.07373271889400922,0.0966183574879227,0.09401709401709402,0.00909090909090909,22.168568920105354,0.5714285714285714,,0.1067193675889328,0.10148514851485149,0.10638297872340426,0.10663983903420524,0.09498956158663883,0.13636363636363635,0.11149825783972125,0.07120743034055728,0.10810810810810811,0.07792207792207792,0.12745098039215685,0.09289617486338798,0.15384615384615385,0.07058823529411765,0.5555555555555556,0.47368421052631576,0.6666666666666666,0.7379679144385026,0.6231884057971014,0.26773455377574373,0.4188034188034188,0.46226415094339623,0.5306122448979592,0.2517162471395881,0.39090909090909093,0.3944954128440367,0.8372093023255814,,,,,0.006864988558352402,,,,0.8433734939759037,0.6142857142857143,0.23255813953488372,,,,,0.4098360655737705,0.76,,,0.03278688524590164,,0.4805491990846682,,0.5110628735632183,0.5624054794520548,0.4919169491525424,0.09725158562367865,0.09787234042553192,,0.2015065913370998,0.1751412429378531,7.256912442396313,35.733333333333334,0.18809404702351176,3.0,,9.0,10.0,,0.1694915254237288,0.06,0.059322033898305086,0.0625,,,2.0,,,,,,,True,,,,,
201975,1610612755,Jodie Meeks,Jodie Meeks,201975,PHI,33842.0,564,-4,1073,1079,252,286.0,111,2152,29.0,41.0,1.0,2.0,10.0,12.0,6.0,12.0,8.0,22.0,2.0,12.0,1.0,2.0,,1.0,34.0,68.0,9.0,6.0,15.0,43.0,75,36.0,80.0,28.0,222,1128,6.0,10.0,5.0,11.0,3.0,30.0,13.0,21.0,6.0,16.0,8.0,52.0,66.0,20.0,102.0,6.0,,,68.0,34.0,10.0,16.0,2.0,18.0,1.0,1.0,6.0,2.0,8.0,38.0,5.0,,20.0,23.0,46,6.0,52,1.0,17.0,9.0,8.0,7.0,3.0,6.0,7.0,1.0,1.0,1.0,,14.0,1.0,5.0,7.0,,23.0,,1.0,28.0,,1.0,3.0,1.0,32.0,6.0,,17.0,,2.0,3.0,1.0,2.0,,3.0,,52.0,250,5.0,2.0,0.7674418604651163,0.7674418604651163,0.9444444444444444,0.45,0.45454545454545453,0.375,0.45,0.5733333333333334,0.6,0.6190476190476191,0.6258064516129033,0.6428571428571429,0.5945945945945946,0.6607142857142857,0.6521739130434783,0.6341463414634146,0.5161290322580645,0.13333333333333333,0.17073170731707318,0.16666666666666666,0.045454545454545456,15.00412201154163,0.5,,0.05897435897435897,0.011737089201877934,0.14285714285714285,0.08113207547169811,0.011516314779270634,0.01834862385321101,0.02158273381294964,,0.02727272727272727,0.078125,0.06578947368421052,0.1574074074074074,0.09375,0.015873015873015872,,0.2645161290322581,0.7073170731707317,0.8529411764705882,0.7241379310344828,0.07741935483870968,0.5,0.6,0.8333333333333334,0.14193548387096774,0.36363636363636365,0.38095238095238093,0.875,0.07741935483870968,0.16666666666666666,0.16666666666666666,1.0,0.43870967741935485,0.5,0.5,0.9411764705882353,0.09523809523809523,0.5,1.0,0.09523809523809523,0.5,1.0,0.42857142857142855,0.32432432432432434,0.8333333333333334,0.02702702702702703,,0.40540540540540543,0.4,0.7806451612903226,0.5,0.5458323529411766,0.5170325,0.535477027027027,0.10240963855421686,0.19767441860465115,,0.13513513513513514,0.23423423423423423,7.497333333333331,25.83375,0.23485554520037277,1.0,,1.0,3.0,,0.08823529411764706,0.010526315789473684,0.013333333333333334,,4.0,,,0.4444444444444444,0.75,,,,,True,,,,,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,49675.0,828,-4,1521,1565,273,393.0,190,3086,45.0,64.0,9.0,11.0,6.0,10.0,5.0,15.0,18.0,62.0,5.0,12.0,2.0,3.0,1.0,1.0,19.0,52.0,6.0,1.0,10.0,68.0,141,24.0,64.0,44.0,252,1572,11.0,17.0,4.0,9.0,5.0,39.0,8.0,23.0,2.0,11.0,13.0,35.0,46.0,90.0,51.0,21.0,16.0,1.0,51.0,19.0,7.0,100.0,13.0,113.0,9.0,4.0,43.0,23.0,34.0,239.0,16.0,1.0,29.0,79.0,116,19.0,135,2.0,38.0,27.0,11.0,23.0,,16.0,10.0,2.0,7.0,,2.0,33.0,4.0,6.0,15.0,,39.0,1.0,2.0,71.0,1.0,5.0,6.0,2.0,64.0,3.0,,24.0,1.0,9.0,15.0,7.0,1.0,7.0,15.0,8.0,35.0,273,2.0,8.0,0.3382352941176471,0.38333333333333336,0.7083333333333334,0.375,0.4444444444444444,0.18181818181818182,0.38095238095238093,0.48226950354609927,0.6470588235294118,0.34782608695652173,0.5073170731707317,0.6538461538461539,0.3235294117647059,0.5361702127659574,0.65,0.3977272727272727,0.3121951219512195,0.04964539007092199,0.109375,,,15.27065527065527,0.696969696969697,0.022727272727272728,0.13210702341137123,0.024390243902439025,0.16477272727272727,0.13953488372093023,0.02346805736636245,0.03205128205128205,0.020491803278688523,0.0234375,0.10625,0.11764705882352941,0.1593625498007968,0.16911764705882354,0.15,0.019230769230769232,0.5333333333333333,0.3121951219512195,0.703125,0.7894736842105263,0.4222222222222222,0.07317073170731707,0.3333333333333333,0.3333333333333333,0.2,0.3024390243902439,0.2903225806451613,0.2903225806451613,0.16666666666666666,0.05853658536585366,0.4166666666666667,0.4166666666666667,0.8,0.25365853658536586,0.36538461538461536,0.36538461538461536,0.6842105263157895,0.4230769230769231,0.8181818181818182,,0.11538461538461539,0.6666666666666666,1.0,0.23076923076923078,0.29411764705882354,0.6,0.029411764705882353,1.0,0.29411764705882354,0.1,0.624390243902439,0.37254901960784315,0.5357117647058826,0.5471739999999999,0.5062530303030304,0.11061946902654868,0.14814814814814814,0.015625,0.15476190476190477,0.1388888888888889,9.843971631205672,25.359375,0.1794871794871795,1.0,1.0,2.0,8.0,,0.2,0.018018018018018018,0.02247191011235955,,2.0,1.0,2.0,0.3333333333333333,1.0,,,1.0,,True,,,,,
202730,1610612755,Lavoy Allen,Lavoy Allen,202730,PHI,18381.0,306,5,564,569,97,138.0,89,1133,12.0,21.0,3.0,8.0,,,13.0,23.0,13.0,39.0,,,,,,,,,,,,38.0,83,,,3.0,79,538,5.0,13.0,,,,10.0,6.0,12.0,,,1.0,13.0,66.0,10.0,,,4.0,,,,7.0,12.0,1.0,13.0,1.0,,6.0,4.0,2.0,27.0,25.0,1.0,14.0,37.0,57,31.0,88,1.0,9.0,3.0,6.0,4.0,1.0,4.0,4.0,,,,1.0,8.0,1.0,1.0,23.0,,33.0,,1.0,9.0,,2.0,,,4.0,,,2.0,,,11.0,10.0,,1.0,11.0,7.0,13.0,97,,,0.868421052631579,0.9166666666666666,,,,,,0.4578313253012048,0.38461538461538464,0.5,0.4578313253012048,0.38461538461538464,0.5,0.4647058823529412,0.38461538461538464,0.5,,0.08433734939759036,0.19047619047619047,0.13043478260869565,,13.943028485757122,0.5,0.05,0.16371681415929204,0.09225092250922509,0.2413793103448276,0.1795774647887324,0.09523809523809523,0.07792207792207792,0.08695652173913043,0.104,0.19047619047619047,0.1917808219178082,0.12222222222222222,0.1951219512195122,0.35294117647058826,0.02631578947368421,0.6363636363636364,0.25301204819277107,0.5714285714285714,0.7058823529411765,0.8333333333333334,0.27710843373493976,0.5652173913043478,0.65,0.7692307692307693,0.46987951807228917,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.6153846153846154,0.375,0.3333333333333333,,,,,,,,,,,0.25301204819277107,,0.4631506024096386,0.5649083333333335,0.39185833333333336,0.023529411764705882,0.023529411764705882,,0.12658227848101267,0.16455696202531644,10.597590361445782,,0.17198581560283688,3.0,,5.0,6.0,1.0,0.3157894736842105,0.11363636363636363,0.09090909090909091,0.18181818181818182,,,,,,,,,,True,,,,,
2804,1610612755,Andres Nocioni,Andres Nocioni,2804,PHI,2412.0,40,-16,82,82,21,37.0,8,164,1.0,2.0,,,,,1.0,6.0,,1.0,,1.0,,,,,1.0,5.0,,,,2.0,9,1.0,6.0,5.0,12,86,,,,,,,1.0,2.0,,,,2.0,4.0,,3.0,,,,5.0,1.0,2.0,1.0,,1.0,,,,1.0,,2.0,,,2.0,4.0,9,,9,,1.0,,1.0,,,,3.0,,,,1.0,3.0,1.0,,3.0,,4.0,1.0,,4.0,,,,,8.0,,,3.0,,1.0,1.0,,1.0,,1.0,1.0,2.0,21,,,1.0,1.0,1.0,0.16666666666666666,,,0.16666666666666666,0.2222222222222222,,0.5,0.23333333333333334,,0.5,0.3157894736842105,,0.5,0.4,0.2222222222222222,,0.3333333333333333,,23.913043478260867,,,0.14814814814814814,,0.18181818181818182,0.15789473684210525,,,,,0.125,0.1111111111111111,0.2,0.25,,,1.0,0.13333333333333333,0.5,0.5,1.0,0.4,0.16666666666666666,0.25,1.0,0.06666666666666667,,,,0.06666666666666667,,,,0.3333333333333333,0.2,0.2,1.0,,,,,,,,,,,,,,0.5333333333333333,0.2,0.47150333333333333,,0.39135,0.16666666666666666,0.25,,,0.16666666666666666,9.600000000000001,25.633333333333336,0.25609756097560976,,,,3.0,,0.42857142857142855,,,,,,,,,,,,,True,,,,,
