EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,BlocksRecoveredPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeFGM,Technical Free Throw Trips,Defensive 3 Seconds Violations,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,FTOffRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,Fg3aBlocked,Corner3Assists,FG3APctBlocked,Arc3PctBlocked,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceArc3FGA,SecondChanceArc3Frequency,StepOutOfBoundsTurnovers,BlockedLongMidRange,SecondChanceAtRimPctAssisted,Offensive Fouls,BlockingFoulsDrawn,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,on,HeaveAttempts,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedCorner3,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Corner3PctBlocked,Clear Path Fouls
101133,1610612742,Ian Mahinmi,Ian Mahinmi,101133,DAL,3226.0,54,-19,102,104,47,40,15.0,206,3.0,7.0,2.0,4.0,1.0,1.0,2.0,4.0,9.0,7.0,15,107,3.0,5.0,1.0,7.0,1.0,7.0,7.0,2.0,6.0,4.0,1.0,1.0,4.0,5.0,9.0,14.0,5.0,19.0,1.0,1.0,2.0,2.0,3.0,2.0,6.0,1.0,6.0,7.0,1.0,10.0,5.0,7.0,47,0.25,0.5,0.4444444444444444,0.6,0.4444444444444444,0.6,0.5357142857142857,0.5833333333333334,0.5833333333333334,0.1111111111111111,0.14285714285714285,14.166666666666668,0.3333333333333333,0.21951219512195122,0.0975609756097561,0.2777777777777778,0.08333333333333333,0.23728813559322035,0.09433962264150944,0.15384615384615385,0.1111111111111111,0.125,0.2222222222222222,0.25,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.7777777777777778,0.42857142857142855,0.5,0.3333333333333333,0.2222222222222222,0.5,0.5,0.8,0.5,1.0,0.7777777777777778,0.5044777777777778,0.5816666666666667,0.3338,0.35714285714285715,0.35714285714285715,0.4666666666666667,0.4666666666666667,3.6999999999999997,0.46078431372549017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1713,1610612742,Vince Carter,Vince Carter,1713,DAL,3441.0,57,10,116,117,48,44,13.0,233,3.0,4.0,1.0,1.0,2.0,,,3.0,8.0,3.0,18,105,1.0,1.0,,2.0,4.0,1.0,9.0,,6.0,2.0,,1.0,1.0,4.0,5.0,9.0,2.0,11.0,2.0,1.0,,,2.0,,1.0,,2.0,7.0,,4.0,2.0,9.0,48,,,0.375,1.0,0.625,1.0,0.6428571428571429,1.0,0.6428571428571429,,,12.213740458015266,1.0,0.13157894736842105,0.021739130434782608,0.19047619047619047,0.07142857142857142,0.15254237288135594,0.03333333333333333,0.07692307692307693,,0.07692307692307693,0.15384615384615385,0.058823529411764705,0.25,0.17647058823529413,0.25,0.3333333333333333,0.75,0.75,,,,,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5084458333333334,,0.52185,0.14285714285714285,0.2,0.1111111111111111,0.5,11.1125,0.41379310344827586,1.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,6.0,3.0,3.0,2.0,6.0,1.0,7.0,1.0,4.0,1.0,1.0,15.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.6666666666666666,0.75,1.0,0.75,0.25,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.08333333333333333,1.0,1.0,1.0,0.25,0.6666666666666666,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,0.6666666666666666,25.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,1050.0,18,-4,35,37,3,11,3.0,72,1.0,1.0,,,,,2.0,2.0,5.0,3.0,7,32,,,2.0,2.0,1.0,,,4.0,,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,2.0,,3.0,1.0,,3,1.0,1.0,0.4,,0.3333333333333333,,0.42857142857142855,1.0,,,,21.05263157894737,1.0,,,0.1111111111111111,,0.047619047619047616,,,,,,,,0.14285714285714285,,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,,,,,,0.3333333333333333,0.4987916666666667,,0.3852,0.14285714285714285,0.16666666666666666,0.2857142857142857,,10.559999999999999,0.08571428571428572,,2.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,0.16666666666666666,1.0,0.3333333333333333,,,,,0.16666666666666666,,,,,,,,24.1,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201146,1610612742,Yi Jianlian,Yi Jianlian,201146,DAL,12185.0,203,-62,418,420,161,177,48.0,838,6.0,15.0,1.0,6.0,8.0,1.0,8.0,28.0,72.0,14.0,79,431,2.0,8.0,2.0,6.0,23.0,5.0,28.0,46.0,10.0,2.0,8.0,4.0,7.0,5.0,25.0,37.0,12.0,49.0,8.0,6.0,6.0,,14.0,6.0,12.0,,23.0,16.0,,21.0,10.0,28.0,161,0.8214285714285714,0.8518518518518519,0.3888888888888889,0.25,0.39634146341463417,0.25,0.42934782608695654,0.3333333333333333,0.45161290322580644,0.1111111111111111,0.26666666666666666,22.410147991543337,0.5714285714285714,0.19230769230769232,0.04827586206896552,0.07936507936507936,0.07142857142857142,0.15544041450777202,0.05472636815920398,0.08108108108108109,0.01639344262295082,0.06521739130434782,0.19047619047619047,0.19148936170212766,0.1951219512195122,0.0625,0.13333333333333333,0.18292682926829268,0.4,0.5454545454545454,0.5,0.0975609756097561,0.125,0.2,0.75,0.16666666666666666,0.2857142857142857,0.3048780487804878,0.4635725609756098,0.5802999999999999,0.49291071428571426,0.10989010989010989,0.12345679012345678,0.0759493670886076,0.35443037974683544,14.03333333333333,0.38516746411483255,4.0,49.0,,,3.0,10.0,3.0,5.0,3.0,10.0,7.0,3.0,5.0,9.0,,10.0,3.0,5.0,,5.0,,,3.0,2.0,10.0,7.0,4.0,3.0,2.0,,1.0,8.0,5.0,8.0,4.0,1.0,0.3,0.6,0.3,0.30434782608695654,0.4107142857142857,0.12195121951219512,0.5,0.5975609756097561,,,,,0.12195121951219512,0.3,0.3,1.0,0.5,0.17857142857142858,0.6,0.3,25.029999999999998,21.0,,1.0,0.42857142857142855,0.4375,0.9523809523809523,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.375,0.02040816326530612,0.5,0.07142857142857142,0.06382978723404255,0.1,0.023255813953488372,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,2328.0,39,-12,79,84,16,34,11.0,163,,,,,,1.0,1.0,2.0,2.0,,10,84,,,,,1.0,,2.0,2.0,2.0,,,,1.0,3.0,4.0,7.0,1.0,8.0,4.0,3.0,,,4.0,1.0,,,,,,,,2.0,16,0.5,0.5,1.0,,0.45454545454545453,,0.45454545454545453,,0.3333333333333333,,,16.129032258064516,1.0,0.18181818181818182,0.029411764705882353,0.23076923076923078,,0.2,0.02127659574468085,,0.058823529411764705,,0.125,0.125,0.3333333333333333,0.3,,,,,,0.09090909090909091,1.0,1.0,,,,0.8181818181818182,0.5308227272727273,,0.52305,,,,0.2,15.3,0.20253164556962025,,1.0,,1.0,2.0,8.0,,1.0,2.0,9.0,1.0,,2.0,6.0,,8.0,2.0,5.0,3.0,8.0,2.0,2.0,1.0,2.0,19.0,6.0,3.0,3.0,1.0,,,,,,,1.0,0.2222222222222222,,0.2222222222222222,1.0,0.3333333333333333,0.8181818181818182,,0.09090909090909091,0.09090909090909091,,,,0.7272727272727273,0.25,0.2857142857142857,1.0,,0.3333333333333333,,0.25,25.11111111111111,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.125,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1885,1610612742,Lamar Odom,Lamar Odom,1885,DAL,3023.0,50,-7,103,102,27,30,13.0,205,,2.0,,1.0,,1.0,3.0,1.0,8.0,1.0,6,102,,2.0,,,1.0,,3.0,,2.0,,1.0,,,2.0,3.0,5.0,,5.0,,,,,,,4.0,,5.0,3.0,,2.0,1.0,3.0,27,,,0.125,,0.19230769230769232,,0.21428571428571427,,0.375,0.125,,12.06896551724138,,0.09090909090909091,,0.11764705882352941,,0.1,,,,,0.125,0.13333333333333333,,0.14285714285714285,,0.15384615384615385,,,,0.23076923076923078,0.3333333333333333,0.5,0.5,,,0.5384615384615384,0.4980291666666667,0.52365,0.5239333333333333,0.07142857142857142,0.1111111111111111,,0.5,9.3625,0.2621359223300971,,3.0,,1.0,1.0,4.0,1.0,2.0,1.0,5.0,,1.0,3.0,3.0,,4.0,1.0,1.0,,1.0,,,,1.0,2.0,,,,,,1.0,,,,,1.0,0.2,0.3333333333333333,0.2,,0.375,0.38461538461538464,,0.23076923076923078,0.07692307692307693,,,,0.3076923076923077,0.25,0.25,1.0,,0.5,0.5,0.25,26.6,,,,,,,,,,,,,,,,,,,,1.0,,0.3333333333333333,,,,,,,,1.0,,,,,,,,0.25,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,7082.0,118,-27,238,238,41,90,33.0,476,5.0,10.0,,,1.0,4.0,11.0,16.0,38.0,3.0,53,248,2.0,2.0,,4.0,6.0,,12.0,10.0,22.0,,2.0,,,8.0,11.0,19.0,,19.0,8.0,5.0,3.0,,11.0,2.0,2.0,,3.0,6.0,,4.0,2.0,12.0,41,0.3125,0.3125,0.42105263157894735,1.0,0.4032258064516129,0.4,0.4140625,0.4,0.5,0.05263157894736842,0.1,27.075812274368232,0.7272727272727273,0.14102564102564102,,0.21052631578947367,,0.16379310344827586,,,,,0.14814814814814814,0.037037037037037035,0.25,0.17857142857142858,0.3,0.16129032258064516,0.5,0.5555555555555556,0.4,0.1774193548387097,0.36363636363636365,0.4,,,0.08333333333333333,0.5483870967741935,0.5103606557377048,0.5457375,0.48792272727272734,0.03125,0.05,0.07547169811320754,0.22641509433962265,11.102631578947367,0.1722689075630252,,17.0,1.0,2.0,5.0,22.0,2.0,5.0,6.0,24.0,3.0,2.0,6.0,9.0,9.0,22.0,5.0,12.0,2.0,14.0,2.0,4.0,2.0,6.0,30.0,4.0,2.0,2.0,3.0,1.0,,,,,,0.5,0.25,0.3333333333333333,0.25,0.5,0.5,0.3870967741935484,,0.27419354838709675,0.03225806451612903,0.5,0.5,,0.3548387096774194,0.22727272727272727,0.22727272727272727,0.6,,0.4166666666666667,0.4,0.22727272727272727,25.44583333333334,7.0,,,0.4117647058823529,0.4117647058823529,0.42857142857142855,,,,2.0,,,,,,,,,,1.0,,0.09090909090909091,,,,,,,1.0,1.0,3.0,,,,,,0.2,0.08333333333333333,2.0,0.4,,,,,,,,,,,,,,True,,,,,,,,,,,,
201958,1610612742,Rodrigue Beaubois,Rodrigue Beaubois,201958,DAL,8238.0,137,-38,287,291,122,121,29.0,578,11.0,16.0,1.0,1.0,4.0,4.0,11.0,20.0,40.0,13.0,62,297,1.0,3.0,2.0,4.0,14.0,7.0,17.0,6.0,34.0,,2.0,2.0,4.0,5.0,11.0,17.0,6.0,23.0,5.0,4.0,5.0,2.0,10.0,6.0,9.0,,13.0,13.0,,16.0,5.0,17.0,122,0.15,0.15,0.5,0.3333333333333333,0.4537037037037037,0.3333333333333333,0.5081967213114754,0.5,0.40476190476190477,0.05,0.0625,21.875,0.5,0.12359550561797752,0.043478260869565216,0.11363636363636363,0.05263157894736842,0.12030075187969924,0.046153846153846156,0.07692307692307693,0.02564102564102564,0.06451612903225806,0.037037037037037035,0.08823529411764706,0.25,0.14285714285714285,,0.2962962962962963,0.6875,0.7333333333333333,0.2727272727272727,0.2037037037037037,0.36363636363636365,0.4,0.3333333333333333,1.0,0.2222222222222222,0.5555555555555556,0.515637037037037,0.5273666666666667,0.5008527777777778,0.08771929824561403,0.11627906976744186,0.06451612903225806,0.27419354838709675,8.5475,0.4250871080139373,2.0,13.0,,2.0,3.0,12.0,,3.0,3.0,14.0,5.0,,4.0,6.0,3.0,12.0,3.0,10.0,4.0,14.0,3.0,3.0,1.0,6.0,32.0,8.0,4.0,4.0,1.0,1.0,,5.0,3.0,5.0,4.0,0.6666666666666666,0.21428571428571427,,0.21428571428571427,0.35714285714285715,0.2777777777777778,0.25925925925925924,0.8,0.24074074074074073,0.037037037037037035,,,,0.2222222222222222,0.25,0.25,0.6666666666666666,0.5,0.16666666666666666,,0.25,24.885714285714283,5.0,,,0.38461538461538464,0.38461538461538464,,,1.0,3.0,1.0,,,,,2.0,4.0,,,,,2.0,0.09090909090909091,,0.1,,0.037037037037037035,,0.10714285714285714,,1.0,,,1.0,,,,,0.05555555555555555,,,1.0,2.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,
2753,1610612742,Delonte West,Delonte West,2753,DAL,1250.0,21,-4,42,40,6,20,2.0,82,1.0,1.0,,,,1.0,1.0,3.0,3.0,2.0,14,40,,,2.0,2.0,1.0,,2.0,2.0,4.0,,,,,,3.0,3.0,,3.0,2.0,,1.0,,3.0,1.0,,,2.0,2.0,,3.0,1.0,2.0,6,0.3333333333333333,0.3333333333333333,1.0,,1.0,,0.875,1.0,0.5,,,22.727272727272727,0.6666666666666666,0.23076923076923078,,,,0.15789473684210525,,,,,0.3333333333333333,,0.5,,,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,,,,0.6666666666666666,0.5584666666666667,,0.4142,0.14285714285714285,0.25,0.14285714285714285,0.14285714285714285,10.1,0.14285714285714285,,1.0,2.0,2.0,,1.0,,,2.0,3.0,1.0,,,3.0,3.0,1.0,,4.0,,4.0,,4.0,,,8.0,2.0,1.0,1.0,2.0,,,,,,,0.5,0.6666666666666666,,0.6666666666666666,1.0,1.0,0.5,,0.16666666666666666,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,,,,,,,,23.966666666666665,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,
202346,1610612742,Dominique Jones,Dominique Jones,202346,DAL,4452.0,74,-37,159,154,100,80,16.0,313,8.0,10.0,1.0,1.0,9.0,2.0,8.0,10.0,21.0,11.0,31,164,1.0,3.0,,2.0,15.0,5.0,21.0,6.0,14.0,2.0,2.0,1.0,1.0,3.0,5.0,8.0,3.0,11.0,7.0,5.0,1.0,1.0,8.0,4.0,1.0,,4.0,9.0,,15.0,6.0,21.0,100,0.3,0.3333333333333333,0.47619047619047616,0.3333333333333333,0.45454545454545453,0.3333333333333333,0.5344827586206896,0.3333333333333333,0.5526315789473685,0.09523809523809523,,21.022727272727273,0.875,0.1,0.022222222222222223,0.15789473684210525,0.043478260869565216,0.11594202898550725,0.029411764705882353,0.1,,,0.07142857142857142,0.11764705882352941,0.10526315789473684,0.21428571428571427,,0.45454545454545453,0.8,0.8,0.375,0.36363636363636365,0.25,0.3333333333333333,0.3333333333333333,1.0,0.6,0.5,0.5254272727272727,0.48456666666666665,0.5648,0.2222222222222222,0.23076923076923078,0.06451612903225806,0.6774193548387096,7.5809523809523816,0.6289308176100629,7.0,3.0,,,,1.0,,,,1.0,8.0,,,,,1.0,,8.0,5.0,13.0,2.0,5.0,,3.0,31.0,2.0,1.0,1.0,2.0,,,2.0,1.0,2.0,1.0,,,,,0.5333333333333333,0.5333333333333333,0.045454545454545456,0.5,0.13636363636363635,,,,,0.045454545454545456,,,,0.7777777777777778,,,,24.1,,,,,,,1.0,,,,,,,,1.0,2.0,1.0,,,,2.0,0.25,,,0.125,,0.16666666666666666,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,
