EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveAttempts,on
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,81989.0,1366,176.0,2591,2582,587.0,621,241,5173,65,122,14.0,31.0,18.0,32.0,36.0,87.0,115.0,239.0,216,448,94.0,526,2558,22.0,49.0,22.0,66.0,52.0,92.0,37.0,141.0,348.0,84.0,26.0,39.0,19.0,20.0,39.0,15.0,5.0,7.0,1.0,11.0,98.0,14.0,52.0,3.0,51.0,118,17.0,186,69.0,255,5.0,26.0,18.0,8.0,25.0,5.0,12.0,22.0,4.0,13.0,1.0,2.0,47.0,4.0,9.0,62.0,6.0,100.0,3.0,6.0,4.0,85,1.0,7.0,5.0,3.0,114.0,5.0,1.0,47.0,12.0,36.0,3.0,2.0,22.0,1.0,4.0,10.0,39.0,24.0,1.0,2.0,2.0,141.0,582.0,7.0,12.0,0.8055555555555556,0.8571428571428571,0.48214285714285715,0.4489795918367347,0.5652173913043478,0.48214285714285715,0.4489795918367347,0.5652173913043478,0.5229083665338645,0.5238095238095238,0.6140350877192983,0.08705357142857142,0.23770491803278687,0.08045977011494253,0.012552301255230125,19.18909472212513,0.5319148936170213,0.288135593220339,0.05454545454545454,0.1246040126715945,0.058361391694725026,0.14613180515759314,0.059322033898305086,0.13040123456790123,0.05856255545696539,0.07954545454545454,0.05583756345177665,0.046511627906976744,0.037267080745341616,0.10666666666666667,0.12215909090909091,0.1299638989169675,0.12264150943396226,0.14754098360655737,0.14285714285714285,0.025906735751295335,0.6153846153846154,0.27232142857142855,0.5327868852459017,0.6989247311827957,0.6923076923076923,0.19419642857142858,0.41379310344827586,0.45,0.6111111111111112,0.5334821428571429,0.4811715481171548,0.4872881355932203,0.9304347826086956,0.6326530612244898,0.45161290322580644,0.14285714285714285,0.34782608695652173,0.5625,0.27232142857142855,0.4685832589285715,0.5265093023255816,0.48637717391304347,0.09591836734693877,0.09591836734693877,0.12547528517110265,0.26806083650190116,11.662946428571422,0.22655345426476264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,124483.0,2075,192.0,3963,3935,966.0,951,363,7898,157,246,15.0,21.0,35.0,58.0,47.0,122.0,90.0,249.0,294,617,293.0,1181,3918,24.0,36.0,15.0,102.0,68.0,153.0,96.0,304.0,276.0,312.0,12.0,45.0,234.0,40.0,274.0,20.0,20.0,87.0,36.0,111.0,588.0,4.0,32.0,1.0,54.0,209,17.0,280,37.0,317,15.0,70.0,46.0,24.0,100.0,24.0,55.0,73.0,12.0,45.0,3.0,12.0,173.0,8.0,42.0,81.0,8.0,147.0,8.0,10.0,12.0,269,6.0,5.0,4.0,16.0,344.0,30.0,24.0,141.0,31.0,26.0,,,10.0,,4.0,12.0,26.0,16.0,,,4.0,299.0,954.0,13.0,27.0,0.46938775510204084,0.4791666666666667,0.47649918962722854,0.6666666666666666,0.4444444444444444,0.49887640449438203,0.6304347826086957,0.47058823529411764,0.5609284332688588,0.6578947368421053,0.5477941176470589,0.07293354943273905,0.12195121951219512,0.04918032786885246,0.03614457831325301,27.588571428571427,0.5780346820809249,0.16666666666666666,0.011494252873563218,0.14646110721793973,0.02347762289068232,0.10485436893203884,0.010666666666666666,0.13542739443872295,0.020713463751438434,0.03357314148681055,0.029508196721311476,0.014040561622464899,0.011450381679389313,0.008849557522123894,0.10557768924302789,0.15777262180974477,0.17813765182186234,0.10306406685236769,0.10897435897435898,0.03416856492027335,0.6153846153846154,0.27640449438202247,0.6382113821138211,0.7268518518518519,0.535031847133758,0.13707865168539327,0.38524590163934425,0.4051724137931034,0.425531914893617,0.2797752808988764,0.3614457831325301,0.375,0.37777777777777777,0.30434782608695654,0.7142857142857143,0.4,0.26244343891402716,0.603448275862069,0.5831460674157304,0.5187261797752809,0.5413307692307692,0.4968588235294119,0.14257228315054835,0.1936813186813187,0.0863674851820491,0.2574089754445385,9.599351701782824,0.24375473126419378,16.0,41.0,4.0,9.0,3.0,7.0,84.0,232.0,9.0,24.0,21.0,61.0,100.0,273.0,13.0,33.0,24.0,68.0,264.0,36.0,232.0,84.0,3.0,1.0,2.0,1.0,0.88,0.3663003663003663,0.3939393939393939,0.35294117647058826,0.3663003663003663,0.30674157303370786,0.01098901098901099,0.01293103448275862,0.046067415730337076,0.3902439024390244,0.3902439024390244,1.0,0.2606741573033708,0.3620689655172414,0.36681222707423583,0.8571428571428571,0.13043478260869565,0.4444444444444444,1.0,0.34782608695652173,0.375,0.8888888888888888,0.03167420814479638,0.42857142857142855,0.27601809954751133,0.3442622950819672,0.3620689655172414,0.007272727272727273,25.200732600732604,,,,True
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,92080.0,1535,160.0,2948,2918,749.0,693,282,5866,111,212,14.0,20.0,20.0,46.0,23.0,69.0,50.0,123.0,184,404,76.0,468,2921,20.0,32.0,4.0,44.0,36.0,92.0,38.0,119.0,100.0,268.0,20.0,29.0,387.0,103.0,490.0,60.0,43.0,176.0,44.0,167.0,1083.0,18.0,33.0,,36.0,107,4.0,147,51.0,198,6.0,73.0,41.0,32.0,89.0,32.0,67.0,50.0,5.0,22.0,2.0,2.0,139.0,11.0,43.0,21.0,1.0,82.0,2.0,4.0,5.0,136,2.0,3.0,10.0,5.0,125.0,11.0,,45.0,23.0,2.0,,,2.0,,,,2.0,1.0,,,,118.0,740.0,11.0,19.0,0.2717391304347826,0.28735632183908044,0.45544554455445546,0.625,0.391304347826087,0.45161290322580644,0.6060606060606061,0.3894230769230769,0.47657841140529533,0.6111111111111112,0.4473684210526316,0.07178217821782178,0.08962264150943396,0.10144927536231885,0.024390243902439025,19.270833333333332,0.6402877697841727,0.056338028169014086,,0.09916589434661724,0.031914893617021274,0.09498680738786279,0.06451612903225806,0.09807956104252401,0.03884234577303884,0.03125,0.036036036036036036,0.03048780487804878,0.05670103092783505,0.08235294117647059,0.0862533692722372,0.11818181818181818,0.09523809523809523,0.10980392156862745,0.06451612903225806,0.029556650246305417,0.5,0.48847926267281105,0.5235849056603774,0.5751295336787565,0.26126126126126126,0.15898617511520738,0.3333333333333333,0.3709677419354839,0.2608695652173913,0.2834101382488479,0.4065040650406504,0.4166666666666667,0.3,0.6060606060606061,0.7,,0.4423076923076923,0.43478260869565216,0.5576036866359447,0.5299045034642031,0.5388196428571428,0.5049966019417474,0.09615384615384616,0.10273972602739725,0.09401709401709402,0.25427350427350426,7.6670792079207954,0.25407055630936226,1.0,4.0,,,1.0,1.0,7.0,26.0,,1.0,2.0,11.0,8.0,30.0,,1.0,3.0,12.0,9.0,15.0,26.0,7.0,,,,,0.375,0.26666666666666666,,0.25,0.26666666666666666,0.06912442396313365,,,0.009216589861751152,0.25,0.25,1.0,0.059907834101382486,0.2692307692307692,0.2692307692307692,0.2857142857142857,,,,0.030303030303030304,,,0.009615384615384616,1.0,0.10576923076923077,0.18181818181818182,0.2692307692307692,,25.896666666666665,,,,True
200797,1610612738,Ryan Hollins,Ryan Hollins,200797,BOS,2668.0,44,-10.0,85,85,24.0,17,5,170,3,4,,,1.0,1.0,,,,1.0,3,5,3.0,9,88,,,1.0,1.0,1.0,1.0,1.0,3.0,6.0,,,,1.0,,1.0,,,,,1.0,2.0,,1.0,,1.0,3,,4,1.0,5,,,,,,,,1.0,,,,1.0,1.0,,,3.0,,5.0,,,,3,,,,,8.0,,,4.0,,1.0,,,,,,1.0,1.0,1.0,,,1.0,3.0,24.0,,,1.0,1.0,0.6,,1.0,0.6,,1.0,0.5,0.5,0.75,,,,,10.989010989010989,,,,0.0967741935483871,0.043478260869565216,0.1111111111111111,,0.1,0.030303030303030304,0.14285714285714285,,,,,0.2727272727272727,,,0.14285714285714285,,,1.0,0.8,0.75,0.75,1.0,,,,,0.2,,,,,,,1.0,1.0,0.8,0.589,,0.7457,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.3333333333333333,4.46,0.2823529411764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,48558.0,809,128.0,1537,1539,341.0,355,126,3076,61,90,6.0,12.0,10.0,16.0,4.0,14.0,26.0,68.0,91,172,29.0,259,1482,7.0,18.0,1.0,15.0,16.0,29.0,10.0,51.0,138.0,44.0,4.0,15.0,26.0,8.0,34.0,8.0,,5.0,4.0,17.0,76.0,4.0,15.0,,20.0,27,1.0,48,19.0,67,1.0,24.0,8.0,16.0,18.0,5.0,11.0,20.0,12.0,7.0,1.0,,38.0,2.0,10.0,21.0,4.0,62.0,1.0,3.0,,33,,3.0,4.0,4.0,33.0,3.0,,15.0,3.0,9.0,,,5.0,,2.0,2.0,9.0,7.0,,,,50.0,338.0,8.0,1.0,0.7582417582417582,0.7752808988764045,0.5290697674418605,0.3888888888888889,0.5517241379310345,0.5609756097560976,0.35,0.5125,0.5886363636363636,0.375,0.5543478260869565,0.0872093023255814,0.13333333333333333,0.14285714285714285,0.014705882352941176,15.252225519287833,0.47368421052631576,0.02564102564102564,,0.04712041884816754,0.029239766081871343,0.09345794392523364,0.02962962962962963,0.05972045743329098,0.029320987654320986,0.03896103896103896,0.017094017094017096,0.028925619834710745,0.0425531914893617,,0.045454545454545456,0.029239766081871343,0.06372549019607843,0.07792207792207792,0.13333333333333333,0.0125,0.7777777777777778,0.43902439024390244,0.6777777777777778,0.782051282051282,0.7377049180327869,0.06829268292682927,0.2857142857142857,0.3333333333333333,0.5,0.33170731707317075,0.38235294117647056,0.3880597014925373,0.8461538461538461,0.6,0.5,0.6666666666666666,0.4,0.625,0.6,0.5553958536585366,0.5518558823529411,0.5296175,0.06912442396313365,0.08152173913043478,0.05791505791505792,0.1969111969111969,8.859302325581393,0.22186076772934288,16.0,26.0,,1.0,3.0,5.0,,7.0,,1.0,,6.0,16.0,33.0,,2.0,3.0,11.0,48.0,,7.0,,,,,1.0,1.0,0.48484848484848486,,0.2727272727272727,0.48484848484848486,0.16097560975609757,,,0.12682926829268293,0.6153846153846154,0.6153846153846154,1.0,0.03414634146341464,,,,0.05,,,0.05,,,0.125,0.6,0.15,,,,24.003030303030304,,,,True
2039,1610612738,Keyon Dooling,Keyon Dooling,2039,BOS,12673.0,211,-28.0,411,396,131.0,103,27,807,2,6,,,1.0,3.0,3.0,5.0,2.0,8.0,7,19,2.0,52,430,,,,6.0,2.0,8.0,,16.0,,14.0,,,8.0,3.0,11.0,1.0,2.0,4.0,1.0,3.0,25.0,,,,5.0,3,,8,,8,,5.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,,,6.0,,1.0,5.0,,12.0,,,,12,,1.0,3.0,,6.0,,,3.0,,1.0,,,,,,1.0,1.0,,,,,16.0,131.0,1.0,,,,0.3684210526315789,,0.25,0.5208333333333334,0.75,0.5,0.5098039215686274,0.75,0.5,,,,,12.92517006802721,0.5,,,0.023622047244094488,,0.10416666666666667,,0.045714285714285714,,,,,,,,,0.06666666666666667,0.10256410256410256,0.1111111111111111,,,0.125,0.3333333333333333,0.3333333333333333,,0.10416666666666667,0.6,0.6,,0.16666666666666666,0.25,0.25,,,,,0.1875,0.3333333333333333,0.7291666666666666,0.49952604166666653,0.46466250000000003,0.45104999999999995,0.058823529411764705,0.13636363636363635,0.11538461538461539,0.3076923076923077,11.3,0.31873479318734793,4.0,11.0,,,,2.0,8.0,18.0,2.0,4.0,4.0,6.0,12.0,29.0,2.0,4.0,4.0,8.0,33.0,3.0,18.0,8.0,,,,,0.9166666666666666,0.41379310344827586,0.5,0.5,0.41379310344827586,0.6041666666666666,,,0.22916666666666666,0.36363636363636365,0.36363636363636365,1.0,0.375,0.4444444444444444,0.4444444444444444,0.875,,,,1.0,0.5,1.0,0.125,,0.375,0.6666666666666666,0.4444444444444444,,24.71034482758621,,,,True
951,1610612738,Ray Allen,Ray Allen,951,BOS,69738.0,1162,66.0,2225,2200,542.0,492,203,4425,35,64,3.0,8.0,10.0,18.0,13.0,42.0,37.0,91.0,85,197,63.0,437,2211,5.0,16.0,3.0,37.0,23.0,48.0,19.0,116.0,116.0,54.0,,12.0,62.0,4.0,66.0,2.0,2.0,31.0,9.0,22.0,136.0,,7.0,,32.0,67,1.0,100,7.0,107,2.0,36.0,22.0,14.0,23.0,5.0,18.0,19.0,2.0,5.0,2.0,,42.0,2.0,11.0,30.0,,62.0,4.0,2.0,5.0,58,,1.0,3.0,3.0,70.0,5.0,20.0,21.0,6.0,5.0,,,3.0,,2.0,,5.0,2.0,,,,110.0,534.0,5.0,3.0,0.6823529411764706,0.6823529411764706,0.43147208121827413,0.3125,0.4791666666666667,0.5238095238095238,0.4857142857142857,0.5511363636363636,0.5527704485488126,0.5,0.5789473684210527,0.06091370558375635,0.125,0.023809523809523808,0.03296703296703297,17.169657422512234,0.5476190476190477,0.0196078431372549,,0.08312655086848635,0.008894536213468869,0.11552346570397112,,0.09141274238227147,0.0070140280561122245,0.016,,0.00847457627118644,,,0.06498194945848375,0.07392996108949416,0.11029411764705882,0.12244897959183673,0.09876543209876543,0.0106951871657754,0.4,0.1792717086834734,0.546875,0.625,0.6571428571428571,0.11764705882352941,0.30952380952380953,0.3170731707317073,0.6153846153846154,0.2549019607843137,0.4065934065934066,0.42045454545454547,0.7297297297297297,0.22857142857142856,0.375,1.0,0.20454545454545456,0.5555555555555556,0.6274509803921569,0.5198595238095237,0.5195553571428572,0.5132426136363636,0.058981233243967826,0.09859154929577464,0.08466819221967964,0.2654462242562929,10.911675126903553,0.24359550561797752,29.0,68.0,4.0,9.0,7.0,14.0,39.0,92.0,4.0,10.0,10.0,26.0,68.0,160.0,8.0,19.0,17.0,40.0,198.0,6.0,92.0,39.0,3.0,,1.0,,0.9705882352941176,0.425,0.42105263157894735,0.425,0.425,0.4481792717086835,0.01875,0.021739130434782608,0.19047619047619047,0.4264705882352941,0.43283582089552236,0.9655172413793104,0.25770308123249297,0.42391304347826086,0.43333333333333335,0.9743589743589743,0.2571428571428571,0.4444444444444444,1.0,0.2857142857142857,0.4,1.0,0.1590909090909091,0.5,0.29545454545454547,0.38461538461538464,0.42391304347826086,0.00625,24.425625000000004,1.0,0.014705882352941176,,True
201157,1610612738,Sean Williams,Sean Williams,201157,BOS,264.0,4,4.0,8,8,2.0,8,2,16,1,1,,,,,,,,,1,1,2.0,4,9,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,2,,2,1.0,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,2.0,,,1.0,,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,20.0,,,,0.5,,,1.0,0.5,0.25,,,,1.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,0.6853,,,0.5,0.5,,,1.4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201880,1610612738,Greg Stiemsma,Greg Stiemsma,201880,BOS,22891.0,382,-28.0,740,738,231.0,218,61,1478,15,26,4.0,6.0,5.0,9.0,5.0,8.0,13.0,30.0,33,64,17.0,83,744,4.0,7.0,4.0,12.0,13.0,21.0,10.0,36.0,60.0,6.0,6.0,10.0,8.0,2.0,10.0,2.0,,4.0,2.0,2.0,22.0,8.0,12.0,,23.0,35,6.0,64,20.0,84,,21.0,10.0,11.0,7.0,,6.0,10.0,2.0,1.0,,,17.0,1.0,6.0,46.0,1.0,76.0,1.0,7.0,7.0,23,3.0,3.0,,,26.0,,,8.0,5.0,37.0,1.0,1.0,22.0,,1.0,14.0,38.0,23.0,,,1.0,36.0,231.0,7.0,5.0,0.9090909090909091,1.0,0.515625,0.5714285714285714,0.6190476190476191,0.515625,0.5714285714285714,0.6190476190476191,0.538961038961039,0.6,0.6206896551724138,0.15625,0.3076923076923077,0.25,,11.648079306071871,0.4117647058823529,0.21428571428571427,,0.1263537906137184,0.04669260700389105,0.26744186046511625,0.11940298507462686,0.15977961432506887,0.06172839506172839,0.014492753623188406,0.08,0.050724637681159424,0.11320754716981132,0.14285714285714285,0.075,0.17708333333333334,0.1188118811881188,0.1836734693877551,0.3783783783783784,,0.6052631578947368,0.40625,0.5769230769230769,0.8333333333333334,0.8,0.125,0.625,0.8333333333333334,1.0,0.46875,0.43333333333333335,0.43333333333333335,1.0,0.8571428571428571,0.6666666666666666,0.25,0.42857142857142855,0.5555555555555556,0.40625,0.5039468749999999,0.5887,0.509,0.1111111111111111,0.1111111111111111,0.14457831325301204,0.43373493975903615,10.3,0.31216216216216214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2554,1610612738,Mickael Pietrus,Mickael Pietrus,2554,BOS,27680.0,461,19.0,927,911,331.0,327,93,1838,9,20,1.0,4.0,3.0,6.0,1.0,2.0,8.0,18.0,18,40,15.0,144,949,1.0,4.0,,20.0,4.0,8.0,5.0,43.0,24.0,12.0,,4.0,10.0,4.0,14.0,3.0,1.0,5.0,1.0,4.0,32.0,2.0,4.0,1.0,13.0,33,1.0,47,7.0,54,4.0,9.0,6.0,3.0,6.0,2.0,5.0,11.0,2.0,1.0,1.0,3.0,17.0,4.0,6.0,15.0,1.0,41.0,1.0,3.0,,20,1.0,2.0,2.0,3.0,25.0,1.0,,9.0,4.0,4.0,1.0,1.0,4.0,,,,5.0,4.0,,,,42.0,323.0,8.0,3.0,0.6666666666666666,0.6666666666666666,0.45,0.25,0.5,0.516,0.5882352941176471,0.5,0.5255474452554745,0.5882352941176471,0.48863636363636365,0.1,0.15,0.5,,15.009746588693957,0.35294117647058826,0.03225806451612903,0.043478260869565216,0.11870503597122302,0.01444043321299639,0.104,0.017391304347826087,0.1141439205955335,0.015306122448979591,0.020833333333333332,0.016666666666666666,0.008264462809917356,,0.058823529411764705,0.10810810810810811,0.10810810810810811,0.13978494623655913,0.09876543209876543,0.11363636363636363,0.05970149253731343,0.8,0.16,0.45,0.5294117647058824,0.8888888888888888,0.016,0.5,1.0,,0.144,0.4444444444444444,0.4444444444444444,0.5,0.23529411764705882,0.25,1.0,0.15789473684210525,0.5,0.84,0.5597849593495934,0.5993714285714287,0.5544797297297297,0.06766917293233082,0.1875,0.1388888888888889,0.2986111111111111,10.2775,0.35706580366774543,20.0,46.0,4.0,9.0,8.0,13.0,11.0,39.0,2.0,4.0,2.0,17.0,31.0,85.0,6.0,13.0,10.0,30.0,87.0,6.0,38.0,11.0,,,,,0.9354838709677419,0.36470588235294116,0.46153846153846156,0.3333333333333333,0.36904761904761907,0.68,,,0.368,0.43478260869565216,0.43478260869565216,1.0,0.312,0.28205128205128205,0.28205128205128205,0.8181818181818182,0.5294117647058824,0.4444444444444444,1.0,0.23529411764705882,0.5,1.0,0.34210526315789475,0.6153846153846154,0.4473684210526316,0.11764705882352941,0.2894736842105263,,24.660000000000004,,,1.0,True
