EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,ThreePtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Offensive Fouls,OffensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefAtRimReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,OffTwoPtRebounds,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,PtsUnassisted3s,SelfOReb,LostBallSteals,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,DefShortMidRangeReboundPct,SelfORebPct,LostBallTurnovers,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFtPoints,BlockedAtRim,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Corner3Assists,SecondChanceTurnovers,Loose Ball Fouls,Charge Fouls Drawn,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,HeaveAttempts,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FTOffRebounds,BlockingFouls,Blocked3s,BlockedArc3,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls,HeaveMakes
101123,1610612751,Gerald Green,Gerald Green,101123,NJN,1578.0,26,48,50,16.0,21,8.0,98,2.0,3.0,1.0,1.0,2.0,2.0,4.0,7.0,1.0,1.0,2.0,3.0,2.0,3.0,8.0,12.0,3.0,4.0,3.0,28.0,45,1.0,1.0,2.0,2.0,3.0,8.0,6.0,10.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,8.0,16.0,0.375,0.375,1.0,0.75,0.6666666666666666,0.75,0.6666666666666666,0.5,0.78125,0.8,0.7777777777777778,0.8,0.25,0.08333333333333333,0.3333333333333333,38.18181818181818,0.3333333333333333,0.2,0.043478260869565216,0.25,0.1875,0.6666666666666666,1.0,0.5,0.125,1.0,1.0,0.4375,0.5714285714285714,0.5714285714285714,0.5,0.0625,1.0,1.0,1.0,0.1875,0.6666666666666666,0.6666666666666666,1.0,0.2,1.0,0.6,0.6666666666666666,0.4375,0.6666666666666666,0.45425312500000004,0.3794,0.45548,0.1111111111111111,0.14285714285714285,0.2857142857142857,12.975,25.375,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101130,1610612751,Johan Petro,Johan Petro,101130,NJN,1393.0,23,42,43,10.0,17,8.0,85,,,,,,1.0,1.0,2.0,,,,,,,1.0,3.0,,,,2.0,36,1.0,,,,,,2.0,,,,,,3.0,4.0,,9.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,,,1.0,,,1.0,,,,,10.0,1.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,8.16326530612245,1.0,0.2,0.13333333333333333,0.25,,,,,0.3333333333333333,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,0.42483333333333334,0.4614,,,,,13.833333333333334,,0.23809523809523808,10.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.1,0.16666666666666666,0.045454545454545456,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200749,1610612751,Shelden Williams,Shelden Williams,200749,NJN,1092.0,18,34,34,10.0,4,3.0,68,2.0,2.0,1.0,1.0,,,,,,,,,,,2.0,2.0,,,,4.0,33,1.0,1.0,1.0,,,2.0,2.0,2.0,,,,,,,,,2.0,5.0,6.0,,,,,2.0,,2.0,1.0,2.0,3.0,1.0,,,2.0,10.0,0.5,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,10.526315789473685,,0.4,0.35714285714285715,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,0.6577999999999999,,0.6707,,,0.5,1.5,,0.29411764705882354,-10.0,,,,,1.0,3.0,,1.0,,,,,,0.3333333333333333,0.2,0.045454545454545456,0.3333333333333333,0.6666666666666666,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201627,1610612751,Anthony Morrow,Anthony Morrow,201627,NJN,2437.0,41,74,77,19.0,23,12.0,151,,2.0,,,1.0,4.0,2.0,7.0,,,1.0,5.0,,2.0,3.0,13.0,1.0,5.0,,9.0,69,4.0,1.0,2.0,,2.0,2.0,4.0,2.0,3.0,5.0,1.0,2.0,3.0,4.0,2.0,9.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,,1.0,,,,3.0,,,2.0,19.0,0.6666666666666666,0.6666666666666666,1.0,0.2,,0.2,0.23076923076923078,0.5,0.25,0.25,0.25,0.25,0.2777777777777778,0.15384615384615385,0.5,22.35294117647059,1.0,0.1111111111111111,0.06451612903225806,0.16666666666666666,0.1111111111111111,,,,0.2222222222222222,0.25,0.3333333333333333,0.3888888888888889,0.2857142857142857,0.2857142857142857,0.5,,,,,0.2777777777777778,0.2,0.2,1.0,,,0.5,,0.3888888888888889,0.2,0.45532222222222224,0.47009999999999996,0.4705875,,,0.2222222222222222,13.338461538461537,25.880000000000003,0.25675675675675674,-2.0,1.0,1.0,1.0,,,1.0,,2.0,,,,,,0.045454545454545456,,0.047619047619047616,,0.09090909090909091,,,2.0,,,,,,,,,,,0.5,,,2.0,0.25,0.06451612903225806,0.1,0.09090909090909091,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202536,1610612751,Jerry Smith,Jerry Smith,202536,NJN,2757.0,46,86,89,28.0,33,12.0,175,,3.0,,1.0,,2.0,2.0,3.0,,1.0,1.0,5.0,,1.0,2.0,8.0,1.0,6.0,,7.0,86,,,1.0,,1.0,,,4.0,,5.0,1.0,,2.0,4.0,1.0,10.0,1.0,5.0,7.0,5.0,3.0,,,,,,,2.0,5.0,2.0,,,,28.0,,,,0.16666666666666666,,0.16666666666666666,0.25,,0.25,,0.25,,0.42857142857142855,,,14.43298969072165,,0.09090909090909091,0.13513513513513514,,0.21428571428571427,,,,0.14285714285714285,,,0.21428571428571427,0.6666666666666666,0.6666666666666666,,0.07142857142857142,,,,0.35714285714285715,0.2,0.2,,0.5,,0.5,,0.6428571428571429,0.2,0.5244071428571428,,0.41952500000000004,,,,9.9625,26.266666666666666,0.32558139534883723,-12.0,2.0,2.0,,1.0,,4.0,,2.0,,,,,,0.15384615384615385,,0.0425531914893617,,,,,,,,,,,,,,0.1111111111111111,0.3333333333333333,,,,2.0,,0.05714285714285714,0.1,0.07142857142857142,,3.0,1.0,2.0,1.0,1.0,0.75,0.09090909090909091,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202705,1610612751,MarShon Brooks,MarShon Brooks,202705,NJN,519.0,9,19,17,10.0,10,1.0,36,,,,,,1.0,,1.0,,,,,,,,2.0,,,,,23,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,,,1.0,,,,10.0,,,,,,,,,,,,,,,,26.31578947368421,0.6666666666666666,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,0.38885000000000003,,0.3941,,,,14.3,,0.5263157894736842,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202716,1610612751,Jordan Williams,Jordan Williams,202716,NJN,1009.0,17,31,34,8.0,15,6.0,65,2.0,2.0,,,1.0,1.0,,1.0,,,,,,,3.0,4.0,,,,6.0,29,1.0,,,,,,4.0,2.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,2.0,,,,,8.0,0.6666666666666666,1.0,,,,,0.75,,0.75,,0.75,,,,,11.11111111111111,,,,,0.5,1.0,1.0,0.5,0.25,1.0,1.0,0.25,,,,,,,,,,,,,,,,0.5,,0.50705,0.5896,,,,,7.325000000000001,,0.25806451612903225,6.0,,,,,,,,1.0,,,,,,,,0.06666666666666667,,,,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,,,1.0,1.0,0.3333333333333333,1.0,,0.1,0.3333333333333333,,1.0,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,1610612751,Gerald Wallace,Gerald Wallace,2222,NJN,991.0,17,30,31,14.0,10,3.0,61,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,,,,,1.0,3.0,1.0,2.0,2.0,7.0,39,,1.0,3.0,1.0,1.0,7.0,2.0,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,1.0,1.0,2.0,2.0,1.0,7.0,14.0,1.0,1.0,,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.625,0.5833333333333334,0.7,0.4,,,18.18181818181818,,0.2,0.11764705882352941,0.3333333333333333,0.2,1.0,1.0,1.0,0.2,,,0.2,,,,0.4,0.5,0.5,,,,,,0.25,1.0,,,0.6,,0.51934,,0.502775,0.16666666666666666,0.25,1.0,8.233333333333333,24.4,0.4666666666666667,-21.0,,,,,,1.0,,,2.0,,2.0,,,0.08333333333333333,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,3.0,,,,,,,,1.0,1.0,2.0,2.0,0.25,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,1610612751,Kris Humphries,Kris Humphries,2743,NJN,1314.0,22,43,47,18.0,22,4.0,90,,5.0,,3.0,,3.0,,1.0,,,,,,,,9.0,,,2.0,2.0,44,1.0,,4.0,,,2.0,,,,,,1.0,1.0,2.0,,5.0,1.0,7.0,8.0,1.0,1.0,,,2.0,,2.0,,,3.0,2.0,2.0,1.0,2.0,18.0,,,,,,,,,,,0.1,0.2,,0.1111111111111111,0.2,25.531914893617024,,0.16666666666666666,0.21739130434782608,0.16666666666666666,0.5555555555555556,,,,0.3333333333333333,,,0.1111111111111111,,,,,,,,,,,,0.75,,,,0.5555555555555556,,0.49600000000000005,0.4646,0.44105000000000005,0.1,0.1,1.0,6.066666666666667,,0.4186046511627907,-6.0,1.0,,1.0,,,4.0,2.0,1.0,,,,,0.5,0.23529411764705882,,0.05,,0.375,,,1.0,,,,2.0,,,,,,,1.0,,,1.0,,0.058823529411764705,0.2,,,,1.0,,,1.0,0.5,0.125,,,,2.0,,,,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,1610612751,DeShawn Stevenson,DeShawn Stevenson,2052,NJN,518.0,9,16,17,,4,3.0,33,,,,,,,,,,,3.0,4.0,,,,,3.0,4.0,,9.0,16,,,,,,,,,3.0,4.0,3.0,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,0.3333333333333333,0.75,,0.75,,,1.125,,1.125,,1.0,,,26.31578947368421,1.0,,0.5,,,,,,,,,,,,,,,,,1.0,0.75,0.75,0.3333333333333333,,,,,1.0,0.75,0.5028,,,,,,,28.825,,1.0,,,,,1.0,1.0,,1.0,,,,,,0.5,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,,,,1.0,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
