EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,PenaltyFtPoints,Corner3Assists,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,DefAtRimReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,LongMidRangeAssists,BadPassSteals,BadPassOutOfBoundsTurnovers,OffThreePtRebounds,FTDefRebounds,SelfOReb,SecondChanceTurnovers,BlockingFouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls,Offensive Fouls Drawn,SecondChanceFtPoints,PtsUnassisted3s,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Charge Fouls Drawn,Technical Free Throw Trips,AtRimPctBlocked,Corner3PctBlocked,on,HeaveMakes,HeaveAttempts,FTOffRebounds,StepOutOfBoundsTurnovers,Travels,DefensiveGoaltends,LongMidRangePctBlocked,OffFTReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,BlockedCorner3,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,2082.0,35,12.0,65,65,19.0,41.0,7.0,130,4.0,5.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,11.0,2.0,4.0,1.0,19.0,74,2.0,3.0,4.0,2.0,4.0,2.0,2.0,10.0,4.0,8.0,6.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,4.0,3.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,10.0,19.0,0.3333333333333333,0.5,1.0,0.5,1.0,0.5,0.5454545454545454,0.6666666666666666,0.5,0.6,0.6666666666666666,0.8333333333333334,0.59375,0.6666666666666666,0.8333333333333334,0.26666666666666666,21.91780821917808,0.09523809523809523,0.1875,0.2857142857142857,0.14285714285714285,0.12,0.5,0.14285714285714285,0.1111111111111111,0.2,0.25,0.3333333333333333,0.3333333333333333,0.8,0.8,0.25,0.13333333333333333,0.5,0.5,1.0,0.26666666666666666,0.25,0.25,0.2,0.3333333333333333,0.3333333333333333,1.0,0.06666666666666667,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.5,0.16666666666666666,1.0,0.16666666666666666,1.0,0.6,1.0,0.47591,0.5009666666666667,0.44355833333333333,0.0625,0.08333333333333333,0.21052631578947367,0.5263157894736842,9.418181818181818,24.049999999999997,0.2923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201274,1610612737,Ivan Johnson,Ivan Johnson,201274,ATL,520.0,9,3.0,16,15,10.0,5.0,2.0,31,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,,,,,12,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,3.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,11.11111111111111,0.16666666666666666,,0.3333333333333333,0.2222222222222222,,,,,0.5,0.5,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.32005,0.2678,0.2678,,,,,13.85,,0.625,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,2045.0,34,4.0,62,64,25.0,45.0,9.0,126,3.0,4.0,,,1.0,2.0,2.0,4.0,1.0,2.0,,,,,,2.0,,,6.0,10.0,,2.0,3.0,15.0,74,,,,2.0,5.0,,,5.0,2.0,10.0,,,2.0,,4.0,2.0,6.0,1.0,3.0,14.0,,,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,,3.0,1.0,6.0,2.0,5.0,25.0,0.16666666666666666,0.16666666666666666,,,,,0.6,,0.4,0.5,,0.4,0.5,,0.4166666666666667,0.16666666666666666,26.760563380281692,0.043478260869565216,,,0.034482758620689655,,,,,,,,0.3333333333333333,0.75,0.75,,0.3333333333333333,0.5,0.5,,0.16666666666666666,0.5,0.5,,,,,0.16666666666666666,,,,,,0.4,0.5,,,,,0.5,,0.4572125000000001,,0.47102000000000005,0.14285714285714285,0.16666666666666666,,0.3333333333333333,7.739999999999999,30.150000000000002,0.4032258064516129,,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,884.0,15,9.0,25,26,4.0,11.0,3.0,51,1.0,1.0,,,,,,,1.0,2.0,,,,,,2.0,,,2.0,3.0,,2.0,2.0,6.0,20,,,,,,,,,2.0,2.0,,,2.0,,1.0,1.0,2.0,,,5.0,,,,,,,1.0,,,,,3.0,,2.0,1.0,,4.0,0.5,0.5,,,,,0.6666666666666666,,,0.4,,,0.5,,,0.4,24.999999999999996,,,,,,,,,,,,0.2,1.0,1.0,1.0,,,,,0.4,0.5,0.5,,,,,0.4,,,,,,,,,,,,0.6,,0.47329,,,0.16666666666666666,0.25,,,13.833333333333334,25.450000000000003,0.16,,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
956,1610612737,Erick Dampier,Erick Dampier,956,ATL,4996.0,83,6.0,155,156,56.0,65.0,21.0,311,1.0,6.0,1.0,5.0,,1.0,,2.0,,,,,,,,,,,1.0,8.0,,,,2.0,164,1.0,5.0,2.0,,1.0,,,,,2.0,,2.0,,,4.0,,4.0,,2.0,8.0,9.0,1.0,13.0,15.0,10.0,25.0,1.0,,5.0,9.0,1.0,5.0,,,,,56.0,,,,,,,0.125,0.2,,0.125,0.2,,0.125,0.2,,,6.077348066298343,0.2653061224489796,0.16981132075471697,0.0625,0.2153846153846154,0.1388888888888889,0.1111111111111111,0.19047619047619047,0.21052631578947367,0.4375,,0.25,0.75,0.16666666666666666,0.16666666666666666,,0.25,,,,,,,,,,,,,,,1.0,0.2,1.0,,,,,,0.75,,0.5877625,0.6317600000000001,0.6833,,,1.0,,2.3875,,0.36129032258064514,,,,,,1.0,1.0,1.0,2.0,,,3.0,1.0,,4.0,3.0,4.0,1.0,,0.3333333333333333,0.14285714285714285,0.25,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.2,0.05263157894736842,0.21428571428571427,0.1111111111111111,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,40.0,1,-4.0,1,2,,2.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,1906.0,32,36.0,61,61,14.0,38.0,9.0,122,4.0,6.0,,,,,1.0,4.0,5.0,9.0,1.0,1.0,,,2.0,2.0,,,10.0,19.0,3.0,3.0,5.0,34.0,49,,2.0,3.0,1.0,4.0,,,3.0,10.0,10.0,9.0,,2.0,2.0,2.0,4.0,6.0,1.0,1.0,16.0,2.0,1.0,6.0,8.0,2.0,10.0,3.0,2.0,,2.0,1.0,4.0,,7.0,3.0,3.0,14.0,0.5,0.5,1.0,1.0,,1.0,0.5263157894736842,,0.25,0.6590909090909091,0.5,0.25,0.68,0.5,0.3,0.13636363636363635,36.61971830985916,0.24,0.11764705882352941,0.2,0.23333333333333334,0.07692307692307693,,,0.23076923076923078,0.14285714285714285,0.3333333333333333,,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.18181818181818182,0.25,0.25,1.0,0.4090909090909091,0.5555555555555556,0.5555555555555556,0.045454545454545456,1.0,1.0,1.0,0.09090909090909091,1.0,1.0,1.0,,,,,,,,,0.4090909090909091,1.0,0.4962068181818182,0.45859999999999995,0.4309,0.125,0.14285714285714285,0.08823529411764706,0.08823529411764706,10.942105263157895,25.666666666666668,0.22950819672131148,,,,1.0,3.0,,,,2.0,,,2.0,,1.0,1.0,,1.0,,,,0.4,,,1.0,1.0,2.0,,1.0,1.0,,,,,1.0,1.0,0.5,,0.2857142857142857,,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2209,1610612737,Vladimir Radmanovic,Vladimir Radmanovic,2209,ATL,2418.0,40,-27.0,76,76,28.0,18.0,11.0,152,2.0,3.0,,,1.0,2.0,,,,1.0,,1.0,,1.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,5.0,,10.0,89,,,3.0,1.0,3.0,1.0,2.0,5.0,4.0,,6.0,,4.0,2.0,1.0,,1.0,,1.0,2.0,,3.0,2.0,7.0,,7.0,2.0,1.0,3.0,5.0,,1.0,,,,5.0,28.0,1.0,1.0,1.0,0.4,0.5,0.4,0.5,,0.3333333333333333,0.5555555555555556,1.5,0.5,0.5555555555555556,1.5,0.5,0.5555555555555556,14.285714285714285,0.11764705882352941,,0.3,0.18518518518518517,,,,,,0.2222222222222222,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,,,0.1111111111111111,,,0.1111111111111111,,,,0.4444444444444444,0.5,0.5,1.0,,,0.4,0.5,0.2,,0.2,1.0,0.8888888888888888,0.5,0.5723111111111111,0.51885,0.57435,,,0.3,0.5,5.05,24.979999999999997,0.3684210526315789,,,,,,,3.0,3.0,1.0,,,4.0,2.0,,,,,,,0.75,0.25,,,,1.0,1.0,,2.0,,,,,,,,0.6666666666666666,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2457,1610612737,Jannero Pargo,Jannero Pargo,2457,ATL,2345.0,39,-5.0,71,72,24.0,25.0,10.0,143,,1.0,,1.0,,,1.0,2.0,1.0,5.0,1.0,3.0,1.0,2.0,4.0,6.0,2.0,3.0,2.0,8.0,5.0,9.0,,19.0,85,,2.0,,,2.0,3.0,5.0,9.0,4.0,,15.0,,6.0,4.0,2.0,2.0,4.0,2.0,1.0,10.0,1.0,1.0,5.0,6.0,1.0,7.0,2.0,,1.0,3.0,,4.0,,,,9.0,24.0,1.0,1.0,1.0,0.5555555555555556,0.6,0.5555555555555556,0.25,,,0.5588235294117647,,0.6428571428571429,0.5588235294117647,,0.6428571428571429,0.5294117647058824,24.705882352941178,0.2631578947368421,0.038461538461538464,0.1,0.20689655172413793,0.027777777777777776,0.125,,0.4,0.3333333333333333,0.125,,0.058823529411764705,,,,0.11764705882352941,0.5,1.0,1.0,0.29411764705882354,0.2,0.2,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.35294117647058826,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,,,0.2857142857142857,0.5,0.42857142857142855,0.6666666666666666,0.5882352941176471,0.6666666666666666,0.4988735294117647,0.5542166666666667,0.48757142857142854,,,,0.47368421052631576,13.212499999999999,24.57777777777778,0.3380281690140845,1.0,0.125,0.5,,,1.0,1.0,,3.0,,1.0,4.0,1.0,,,,,,,0.25,0.125,,1.0,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,0.3333333333333333,,,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2584,1610612737,Willie Green,Willie Green,2584,ATL,1717.0,29,7.0,56,55,23.0,17.0,9.0,111,1.0,1.0,,,,,1.0,2.0,3.0,7.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,5.0,10.0,3.0,4.0,2.0,21.0,51,,,,1.0,4.0,1.0,2.0,5.0,8.0,2.0,9.0,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,2.0,1.0,5.0,23.0,0.8,0.8,1.0,0.75,0.5,0.75,0.5,,0.25,0.6785714285714286,,0.4166666666666667,0.7,,0.4166666666666667,0.2857142857142857,23.52941176470588,0.05555555555555555,0.038461538461538464,,0.047619047619047616,0.03225806451612903,0.08333333333333333,,,0.14285714285714285,,,0.07142857142857142,1.0,1.0,1.0,0.14285714285714285,0.5,0.5,1.0,0.5,0.42857142857142855,0.42857142857142855,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.07142857142857142,1.0,1.0,1.0,,,,,0.16666666666666666,,0.16666666666666666,1.0,0.35714285714285715,1.0,0.4625321428571429,,0.404225,0.06666666666666667,0.09090909090909091,,0.23809523809523808,15.210000000000003,23.7,0.4107142857142857,,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
