EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,FTOffRebounds,BadPassOutOfBoundsTurnovers,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffFTReboundPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Charge Fouls Drawn,Technical Free Throw Trips,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedLongMidRange,on,Fg3aBlocked,StepOutOfBoundsTurnovers,DefensiveGoaltends,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,BlockedCorner3,Arc3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveMakes
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,9589.0,160,25,286,287,51,47,34,573,31.0,41.0,8.0,11.0,4.0,7.0,8.0,18.0,1.0,2.0,1.0,40,61,1.0,13.0,93,301,9.0,14.0,4.0,22.0,5.0,9.0,10.0,40.0,40.0,14.0,1.0,1.0,6,2.0,8,2.0,3.0,3.0,18,4.0,19.0,9.0,30.0,5.0,44,23.0,67,2.0,2.0,1.0,1.0,6.0,1.0,13.0,3.0,5.0,6.0,19.0,2.0,1.0,10.0,1.0,12.0,1.0,21.0,25.0,5.0,14.0,1.0,7.0,6.0,1.0,7.0,5.0,3.0,10.0,51,0.5,0.6060606060606061,0.6557377049180327,0.6428571428571429,0.5555555555555556,0.6451612903225806,0.6428571428571429,0.5555555555555556,0.6458333333333334,0.6470588235294118,0.5,0.016129032258064516,0.01639344262295082,0.024390243902439025,28.0,0.3157894736842105,0.38461538461538464,0.2608695652173913,0.21839080459770116,0.24324324324324326,0.12121212121212122,0.2565789473684211,0.19166666666666668,0.23809523809523808,0.1875,0.23529411764705882,0.14285714285714285,0.08333333333333333,0.2,0.2,0.34,0.21428571428571427,0.3333333333333333,0.09523809523809523,0.7142857142857143,0.6612903225806451,0.7560975609756098,0.775,0.5161290322580645,0.2903225806451613,0.4444444444444444,0.4444444444444444,0.375,0.03225806451612903,0.5,0.5,1.0,0.016129032258064516,0.7857142857142857,0.7272727272727273,0.7777777777777778,0.5714285714285714,0.6774193548387096,0.5207774193548387,0.5666272727272728,0.5239222222222222,0.19718309859154928,0.2,0.23655913978494625,0.10752688172043011,4.027868852459017,27.7,0.17832167832167833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,6070.0,101,-2,173,179,27,51,18,352,5.0,11.0,,,,1.0,2.0,6.0,2.0,7.0,8.0,9,24,8.0,8.0,29,169,,,,,1.0,2.0,3.0,14.0,4.0,,8.0,1.0,5,4.0,9,2.0,1.0,3.0,22,1.0,,1.0,7.0,,8,1.0,9,,2.0,1.0,1.0,5.0,2.0,4.0,,3.0,2.0,9.0,2.0,,,,6.0,2.0,9.0,10.0,2.0,6.0,,1.0,1.0,,1.0,,,3.0,27,0.7777777777777778,0.7777777777777778,0.375,,0.5,0.328125,,0.25,0.4027777777777778,,0.3,0.25,0.041666666666666664,0.09090909090909091,22.84263959390863,0.5555555555555556,,0.0958904109589041,,0.030303030303030304,0.037037037037037035,0.07547169811320754,0.012048192771084338,,,,0.05263157894736842,,0.08333333333333333,0.09090909090909091,0.1111111111111111,0.04,,,,0.34375,0.45454545454545453,0.5,0.8,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.21875,0.2857142857142857,0.2857142857142857,0.5,0.25,,,0.25,,0.59375,0.46599531250000004,0.49995,0.437125,0.16666666666666666,0.21428571428571427,,0.10344827586206896,9.229166666666668,26.0,0.15606936416184972,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.125,0.125,0.125,1.0,1.0,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201177,1610612747,Josh McRoberts,Josh McRoberts,201177,LAL,5757.0,96,5,176,175,36,56,20,351,8.0,12.0,1.0,4.0,2.0,3.0,,1.0,1.0,1.0,,9,14,,2.0,20,170,1.0,4.0,,2.0,2.0,3.0,5.0,16.0,2.0,2.0,,1.0,5,,5,,4.0,,10,,5.0,8.0,9.0,3.0,20,6.0,26,,3.0,1.0,2.0,2.0,2.0,2.0,,,1.0,4.0,,,7.0,,21.0,3.0,3.0,6.0,,2.0,1.0,1.0,1.0,,1.0,,,5.0,36,0.8888888888888888,1.0,0.6428571428571429,0.25,0.6666666666666666,0.6428571428571429,0.25,0.6666666666666666,0.5882352941176471,0.25,0.625,,0.07142857142857142,,10.344827586206897,0.5,0.42857142857142855,0.15,0.1,0.22857142857142856,,0.17894736842105263,0.06329113924050633,0.1111111111111111,,0.15,,,0.15,0.09523809523809523,0.21052631578947367,0.19047619047619047,0.2857142857142857,,,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.875,0.07142857142857142,,,,0.07142857142857142,1.0,1.0,1.0,,1.0,0.25,1.0,0.6666666666666666,0.8571428571428571,0.560607142857143,0.510025,0.6313666666666667,0.125,0.125,0.1,0.25,3.4571428571428577,,0.20454545454545456,,,,,,,1.0,,,,1.0,,,,,4.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
202721,1610612747,Darius Morris,Darius Morris,202721,LAL,3106.0,52,-11,86,89,23,23,10,175,4.0,4.0,,,2.0,2.0,2.0,4.0,,2.0,2.0,6,10,2.0,1.0,16,93,,1.0,,,4.0,4.0,8.0,2.0,10.0,,2.0,,2,2.0,4,2.0,,2.0,10,,1.0,3.0,3.0,,6,1.0,7,,1.0,1.0,,5.0,3.0,3.0,,2.0,2.0,8.0,,5.0,2.0,,5.0,,3.0,2.0,,1.0,,,,,,,,8.0,23,0.16666666666666666,0.16666666666666666,0.6,,1.0,0.625,,0.8,0.6153846153846154,,0.8,0.16666666666666666,,,21.21212121212121,0.625,,0.08108108108108109,0.03225806451612903,0.16666666666666666,,0.10909090909090909,0.025,,0.1,,,,0.08333333333333333,0.14285714285714285,,0.25,0.1,,,0.3333333333333333,1.0,1.0,0.25,0.3333333333333333,0.5,0.5,,0.16666666666666666,,,,0.16666666666666666,,,0.4,1.0,0.5,0.5172208333333334,0.3819,0.6147699999999999,0.07692307692307693,0.09090909090909091,,0.5,7.449999999999998,25.75,0.26744186046511625,1.0,,1.0,1.0,,1.0,,3.0,1.0,,,1.0,,,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2574,1610612747,Jason Kapono,Jason Kapono,2574,LAL,16141.0,269,35,483,485,118,130,53,968,1.0,2.0,1.0,1.0,,,1.0,3.0,11.0,23.0,12.0,13,28,27.0,4.0,54,483,1.0,2.0,,2.0,3.0,4.0,7.0,18.0,8.0,2.0,12.0,1.0,8,3.0,11,2.0,3.0,4.0,25,,2.0,3.0,9.0,,12,2.0,14,,3.0,3.0,,3.0,3.0,3.0,,,1.0,6.0,,1.0,12.0,,21.0,2.0,1.0,4.0,,,,,,,,,,7.0,118,0.6923076923076923,0.75,0.4642857142857143,0.5,0.75,0.45454545454545453,0.25,0.42857142857142855,0.45454545454545453,0.25,0.42857142857142855,0.4909090909090909,0.03571428571428571,0.5,11.11111111111111,0.5,,0.04891304347826087,0.013793103448275862,0.03896103896103896,,0.04597701149425287,0.009345794392523364,0.02702702702702703,,0.016666666666666666,,,0.037037037037037035,0.08771929824561403,0.0273972602739726,0.057692307692307696,,,,0.03636363636363636,0.5,1.0,,0.05454545454545454,0.3333333333333333,0.3333333333333333,,0.41818181818181815,0.4782608695652174,0.4782608695652174,0.8181818181818182,0.21818181818181817,0.25,1.0,,,0.5272727272727272,0.4942854545454546,0.6216666666666666,0.4646857142857143,,,0.037037037037037035,0.12962962962962962,17.199999999999996,24.340740740740745,0.2443064182194617,3.0,,2.0,8.0,2.0,3.0,1.0,24.0,3.0,1.0,1.0,,,,,4.0,1.0,0.2962962962962963,0.2962962962962963,0.25,0.25,1.0,,0.2857142857142857,0.25,,2.0,,,,,5.0,15.0,2.0,1.0,1.0,4.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2581,1610612747,Steve Blake,Steve Blake,2581,LAL,7443.0,124,26,222,231,58,69,22,453,3.0,4.0,,,,,1.0,4.0,7.0,14.0,15.0,11,22,22.0,1.0,41,208,,,1.0,1.0,1.0,4.0,11.0,8.0,14.0,,14.0,1.0,15,3.0,18,1.0,9.0,1.0,39,1.0,1.0,2.0,4.0,,6,2.0,8,,4.0,2.0,2.0,1.0,1.0,1.0,,,,2.0,1.0,,1.0,,4.0,,5.0,2.0,,,1.0,,,,,,,11.0,58,0.36363636363636365,0.36363636363636365,0.5,,0.25,0.45454545454545453,,0.5,0.45555555555555555,0.16666666666666666,0.5,0.5,0.045454545454545456,0.25,18.11023622047244,0.5,,0.04878048780487805,0.015873015873015872,0.04878048780487805,0.02631578947368421,0.04878048780487805,0.019801980198019802,,,0.041666666666666664,0.034482758620689655,,0.08695652173913043,0.043478260869565216,0.027777777777777776,0.06896551724137931,,,,0.09090909090909091,0.75,1.0,,0.09090909090909091,0.25,0.25,1.0,0.3181818181818182,0.5,0.5,0.42857142857142855,0.3409090909090909,,,,,0.5909090909090909,0.47313139534883714,0.55785,0.42839499999999997,,,0.024390243902439025,0.2682926829268293,14.495454545454548,26.045454545454547,0.26126126126126126,4.0,2.0,5.0,6.0,2.0,7.0,,12.0,4.0,2.0,5.0,,,,3.0,,0.6666666666666666,0.2727272727272727,0.2857142857142857,0.26666666666666666,0.26666666666666666,0.5,1.0,0.45454545454545453,0.2857142857142857,,1.0,,,,,2.0,7.0,,2.0,,,0.1590909090909091,0.2857142857142857,0.2857142857142857,1.0,,0.18181818181818182,1.0,2.0,3.0,6.0,1.0,0.42857142857142855,0.5,0.4,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2211,1610612747,Troy Murphy,Troy Murphy,2211,LAL,8980.0,150,35,255,266,50,52,25,521,1.0,6.0,,3.0,,2.0,,1.0,2.0,7.0,11.0,3,14,14.0,1.0,37,254,,3.0,,6.0,,2.0,3.0,6.0,,,11.0,1.0,7,4.0,11,2.0,2.0,4.0,26,1.0,3.0,9.0,18.0,3.0,30,4.0,34,1.0,2.0,1.0,1.0,,,4.0,,,2.0,4.0,,2.0,12.0,,20.0,2.0,3.0,2.0,,1.0,,1.0,1.0,,1.0,,,3.0,50,1.0,1.0,0.21428571428571427,,,0.6428571428571429,0.6,0.375,0.6379310344827587,0.6,0.375,0.5,0.07142857142857142,,11.538461538461538,,0.3,0.1592920353982301,0.04225352112676056,0.21951219512195122,0.02702702702702703,0.17532467532467533,0.037037037037037035,0.05263157894736842,0.09090909090909091,,0.03571428571428571,,0.1724137931034483,0.10526315789473684,0.1956521739130435,0.2857142857142857,0.07692307692307693,0.07142857142857142,,0.21428571428571427,0.16666666666666666,0.16666666666666666,1.0,0.03571428571428571,,,,0.25,0.2857142857142857,0.2857142857142857,1.0,0.39285714285714285,0.6,,0.5,,0.7142857142857143,0.514225,0.59685,0.609325,0.034482758620689655,0.06666666666666667,0.16216216216216217,0.08108108108108109,10.714285714285717,24.94285714285714,0.19607843137254902,7.0,1.0,1.0,10.0,2.0,2.0,,30.0,7.0,2.0,1.0,,1.0,,1.0,,1.0,0.7142857142857143,0.7142857142857143,0.6363636363636364,0.6363636363636364,1.0,0.2,0.25,0.6363636363636364,,1.0,,,1.0,,3.0,3.0,1.0,1.0,,,0.10714285714285714,1.0,1.0,1.0,0.2,0.25,1.0,,1.0,,,0.5,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,
202726,1610612747,Andrew Goudelock,Andrew Goudelock,202726,LAL,3608.0,60,1,110,108,19,27,10,218,,,,,,,5.0,8.0,6.0,10.0,8.0,11,18,9.0,4.0,38,118,,,2.0,2.0,3.0,5.0,11.0,6.0,16.0,,8.0,,3,3.0,6,3.0,2.0,1.0,15,,1.0,1.0,3.0,,4,1.0,5,1.0,,,,1.0,,2.0,,1.0,,3.0,,1.0,2.0,,4.0,,4.0,4.0,,1.0,1.0,,,,,,,11.0,19,0.2727272727272727,0.2727272727272727,0.6111111111111112,,0.6,0.6296296296296297,,0.6428571428571429,0.6551724137931034,1.0,0.6875,0.3333333333333333,,,26.666666666666668,0.3333333333333333,,0.061224489795918366,0.037037037037037035,0.08333333333333333,,0.06557377049180328,0.025,,0.125,,,,,0.05555555555555555,0.1111111111111111,0.14285714285714285,,0.08333333333333333,,,,,,0.2962962962962963,0.625,0.625,,0.37037037037037035,0.6,0.6,0.5,0.2962962962962963,,,,,0.3333333333333333,0.44121481481481484,,0.42288571428571436,0.03571428571428571,0.05263157894736842,0.05263157894736842,0.2894736842105263,15.899999999999999,25.73333333333333,0.17272727272727273,4.0,,1.0,4.0,,2.0,2.0,12.0,4.0,,,,1.0,1.0,,,1.0,0.4444444444444444,0.4444444444444444,0.5,0.5,1.0,,0.14285714285714285,0.5,,1.0,,1.0,,,,1.0,,1.0,,,0.037037037037037035,,,,,0.14285714285714285,,1.0,1.0,,,0.5,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,6831.0,114,19,209,207,76,71,22,416,5.0,8.0,3.0,3.0,2.0,2.0,9.0,17.0,4.0,8.0,,18,33,1.0,6.0,42,199,3.0,5.0,2.0,8.0,6.0,10.0,16.0,16.0,20.0,2.0,,2.0,10,2.0,12,2.0,6.0,2.0,26,3.0,3.0,7.0,19.0,6.0,32,6.0,38,2.0,,,,3.0,2.0,1.0,,1.0,1.0,4.0,,,5.0,,9.0,1.0,13.0,10.0,,5.0,,6.0,6.0,,6.0,4.0,,16.0,76,0.4444444444444444,0.47058823529411764,0.5454545454545454,0.6,0.6,0.5294117647058824,0.6,0.5454545454545454,0.5384615384615384,0.6666666666666666,0.5714285714285714,0.029411764705882353,0.06060606060606061,0.25,18.143459915611814,0.75,0.46153846153846156,0.2714285714285714,0.04411764705882353,0.2,0.08571428571428572,0.24761904761904763,0.05825242718446602,0.07692307692307693,0.08,,0.11538461538461539,,0.2,0.34782608695652173,0.25925925925925924,0.18181818181818182,0.23076923076923078,0.14285714285714285,0.6666666666666666,0.23529411764705882,0.625,0.8333333333333334,0.4,0.5,0.5294117647058824,0.5294117647058824,0.3333333333333333,0.23529411764705882,0.5,0.5,0.75,,0.6,1.0,0.18181818181818182,1.0,0.2647058823529412,0.4342867647058823,0.5048,0.4451772727272727,0.1282051282051282,0.13157894736842105,0.19047619047619047,0.38095238095238093,9.306060606060605,22.8,0.36363636363636365,,,,,,1.0,4.0,,,,2.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,0.029411764705882353,,,,,0.09090909090909091,,,,,,,,,,,,1.0,,,,,,0.3333333333333333,,,,,,,True,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,2293.0,38,14,77,70,30,24,11,147,,1.0,,,,,2.0,2.0,,1.0,3.0,2,4,5.0,2.0,12,85,,,,,1.0,1.0,8.0,4.0,,,3.0,1.0,3,1.0,4,,2.0,1.0,9,,,1.0,,,1,,1,,5.0,3.0,2.0,,,,,,,,,,1.0,,3.0,,3.0,2.0,,1.0,,,,,,,,8.0,30,1.0,1.0,0.5,,1.0,0.5555555555555556,,1.0,0.6,,1.0,0.5555555555555556,0.25,1.0,11.363636363636363,,,,,0.125,,0.04,,,,,,,,,,0.125,,,,0.1111111111111111,,,,0.2222222222222222,1.0,1.0,1.0,0.1111111111111111,,,,0.3333333333333333,,,,,0.6666666666666666,0.42247777777777773,,0.3356875,0.1,0.2,,0.6666666666666666,10.475000000000001,26.82,0.38961038961038963,2.0,,3.0,2.0,,3.0,,3.0,2.0,1.0,,,,,2.0,,0.5,0.4,0.4,0.6666666666666666,0.6666666666666666,0.5,,0.75,0.6666666666666666,,,,,,,,2.0,,,,,0.2222222222222222,,,,,,,2.0,2.0,3.0,,0.6666666666666666,,0.6666666666666666,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
