EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffRebounds,Rebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceFG2A,PtsAssisted2s,AtRimAssists,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFGM,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,BadPassTurnovers,SecondChanceTurnovers,Offensive Fouls,Assisted3sPct,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FtPoints,PenaltyFtPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,LongMidRangeFGA,SecondChanceFG2M,ShortMidRangeAssists,BadPassSteals,SecondChanceFg2Pct,LongMidRangeFrequency,SecondChanceShotQualityAvg,LongMidRangeFGM,BadPassOutOfBoundsTurnovers,TwoPtShootingFoulsDrawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangePctAssisted,SelfOReb,OffLongMidRangeReboundPct,SelfORebPct,on,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,Corner3Assists,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,StepOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,Charge Fouls,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Corner3PctAssisted,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FTOffRebounds,3pt And 1 Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,BlockingFoulsDrawn,BlockedCorner3,OffensiveGoaltends,HeaveMakes
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,320.0,5.0,5.0,12.0,11,8.0,7.0,1.0,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,9.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,0.5,1.0,0.5,1.0,1.0,0.8333333333333334,1.5,1.0,0.8333333333333334,1.5,1.0,0.6666666666666666,23.07692307692308,0.3333333333333333,0.25,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5102833333333333,0.4402,0.6,0.4,12.7,24.65,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202148,1610612748,Mickell Gladness,Mickell Gladness,202148,MIA,1701.0,28.0,-17.0,61.0,60,15.0,43.0,5.0,121,1.0,2.0,,,,,,1.0,3.0,,,2.0,67.0,,,,,2.0,,,,,1.0,1.0,2.0,1.0,,5.0,1.0,1.0,11.0,1.0,1.0,1.0,,,15.0,,,,0.3333333333333333,,0.3333333333333333,,,0.3333333333333333,,,,9.09090909090909,0.1428571428571428,0.0416666666666666,,,0.6666666666666666,0.5,0.5,,,,,,,0.3333333333333333,0.4455333333333333,0.50745,,,8.4,,0.2459016393442623,1.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,8.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3809523809523809,0.1428571428571428,0.3214285714285714,0.1666666666666666,0.1428571428571428,0.875,0.1666666666666666,0.3333333333333333,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202227,1610612748,Terrel Harris,Terrel Harris,202227,MIA,1232.0,21.0,-2.0,46.0,44,8.0,30.0,3.0,90,,,,1.0,,,3.0,2.0,4.0,2.0,4.0,10.0,46.0,,,,,,3.0,2.0,,3.0,2.0,,2.0,,,4.0,,1.0,5.0,,,,,3.0,8.0,0.5,,0.5,0.5,,0.625,,1.5,0.625,,1.5,0.5,22.448979591836736,,0.0555555555555555,,,,,,0.125,,,0.375,,,1.0,0.662725,0.5661,,0.3,1.75,24.8,0.1739130434782608,4.0,,,,2.0,2.0,,4.0,,4.0,,,1.0,2.0,1.0,,3.0,1.0,2.0,,3.0,,0.5,0.5,0.3333333333333333,,0.2666666666666666,,0.1904761904761904,,0.2,0.1666666666666666,,0.5,,,,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.0769230769230769,0.2,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202354,1610612748,Dexter Pittman,Dexter Pittman,202354,MIA,719.0,12.0,-7.0,28.0,27,3.0,22.0,1.0,55,1.0,2.0,,,,,,2.0,4.0,,,5.0,31.0,,,,,,1.0,2.0,,,,,,,,,,,2.0,1.0,1.0,1.0,,1.0,3.0,,,,0.5,,0.5,,,0.5,,0.5,,17.24137931034483,,,,,0.5,0.5,0.5,,,,,,,0.5,0.52045,,,0.2,4.9,,0.1071428571428571,2.0,,,,2.0,,1.0,,1.0,2.0,,,,,,,,,1.0,,2.0,1.0,0.5,0.5,,1.0,,0.25,0.0714285714285714,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202708,1610612748,Norris Cole,Norris Cole,202708,MIA,1590.0,26.0,-21.0,56.0,56,10.0,43.0,5.0,112,2.0,4.0,,,,,3.0,4.0,9.0,2.0,3.0,14.0,64.0,,,2.0,,1.0,,4.0,6.0,3.0,3.0,2.0,5.0,2.0,1.0,12.0,,,1.0,,,,,,10.0,0.6666666666666666,,0.6666666666666666,0.4444444444444444,,0.5833333333333334,1.0,,0.5833333333333334,1.0,,0.25,22.950819672131143,,,,,0.3333333333333333,0.5,0.5,,,,0.25,,,0.5,0.4469875,0.386,0.1428571428571428,,9.588888888888889,25.9,0.1785714285714285,3.0,,,1.0,4.0,1.0,,1.0,,1.0,1.0,,2.0,,,,2.0,,2.0,,3.0,1.0,0.5,0.5,1.0,,0.0526315789473684,,0.04,,0.1666666666666666,,,0.25,,,,2.0,2.0,,,,,,2.0,,,2.0,,,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,,,,0.6666666666666666,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.1666666666666666,0.4066,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,1610612748,Shane Battier,Shane Battier,2203,MIA,266.0,4.0,2.0,10.0,8,7.0,1.0,,18,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,1.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,0.5,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,1610612748,LeBron James,LeBron James,2544,MIA,21.0,,,,1,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612748,James Jones,James Jones,2592,MIA,1461.0,24.0,-18.0,51.0,51,7.0,40.0,5.0,102,,,,,,,5.0,1.0,2.0,2.0,5.0,10.0,60.0,,,,,,2.0,2.0,,5.0,,,,,,,,,1.0,,,,,2.0,7.0,0.4,,0.4,0.5,,0.5714285714285714,,,0.625,,0.3333333333333333,0.7142857142857143,17.857142857142854,,,,,,,,,,,0.7142857142857143,,,0.7142857142857143,0.4917857142857142,0.4878,,0.2,17.65,24.9,0.1372549019607843,,,,,,,,1.0,,1.0,,,,2.0,,,2.0,,1.0,,3.0,,,,,,0.0588235294117647,,0.0454545454545454,,,,,,,,,,2.0,,2.0,,2.0,6.0,2.0,,,,,1.0,1.0,,,,,,0.1666666666666666,,,,0.4,0.4,1.0,1.0,,0.4,2.0,2.0,2.0,2.0,,,,2.0,,,,,0.2857142857142857,,1.0,1.0,1.0,0.5,0.5,0.125,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,188.0,3.0,4.0,8.0,7,5.0,,,15,,1.0,,,,,,2.0,4.0,,,4.0,5.0,,,,1.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,2.0,5.0,,,,0.5,1.0,0.5,,1.0,0.5,,1.0,,50.0,,,,,0.25,,,,,,,,,0.25,0.45985,0.4509,,0.5,11.9,,0.625,1.0,,,,4.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,0.5,0.25,,,,0.5,0.25,,,,,,,,,,,,1.0,,,,,,,0.25,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.5,,2.0,,,1.0,1.0,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,1610612748,Mike Miller,Mike Miller,2034,MIA,52.0,1.0,-2.0,2.0,2,,,,4,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
