EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,FTDefRebounds,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls Drawn,BlockingFoulsDrawn,BlockedLongMidRange,ShortMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,on,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,Corner3PctBlocked,BlockedCorner3
101109,1610612757,Raymond Felton,Raymond Felton,101109,POR,18244.0,304,13,566,570,43,32,57,1136,15.0,26.0,3.0,1.0,3.0,9.0,16.0,19.0,43.0,2.0,2.0,13.0,34.0,1.0,1.0,1.0,1.0,43.0,85,15.0,36.0,15.0,146.0,604,2.0,5.0,1.0,1.0,7.0,3.0,7.0,1.0,1.0,9.0,10.0,76.0,27.0,18.0,34.0,13.0,4.0,47.0,21.0,68.0,14.0,7.0,32.0,7.0,8.0,157.0,2.0,3.0,3.0,20.0,23.0,5.0,28.0,2.0,9.0,6.0,3.0,15.0,9.0,12.0,11.0,1.0,3.0,1.0,26.0,1.0,4.0,9.0,14.0,13.0,2.0,15.0,1.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,9.0,43,0.11627906976744186,0.11627906976744186,0.6,0.4166666666666667,1.0,1.0,0.4166666666666667,0.5058823529411764,0.4,0.42857142857142855,0.5413223140495868,0.5833333333333334,0.5625,0.5634920634920635,0.5833333333333334,0.5625,0.2975206611570248,0.047058823529411764,0.11538461538461539,0.023255813953488372,24.088748019017434,0.5769230769230769,0.09259259259259259,0.015706806282722512,0.06,0.024390243902439025,0.08646616541353383,0.018315018315018316,0.030303030303030304,0.011904761904761904,0.016666666666666666,0.045454545454545456,0.08196721311475409,0.10909090909090909,0.09,0.07317073170731707,0.034482758620689655,0.6666666666666666,0.21487603305785125,0.5769230769230769,0.6521739130434783,0.13333333333333333,0.1322314049586777,0.5625,0.5625,0.1111111111111111,0.35537190082644626,0.4418604651162791,0.4523809523809524,0.10526315789473684,0.01652892561983471,1.0,1.0,1.0,0.2809917355371901,0.38235294117647056,0.38235294117647056,0.5384615384615384,0.5,0.16666666666666666,1.0,0.375,0.3333333333333333,0.125,1.0,0.512396694214876,0.38235294117647056,0.5089293388429752,0.5641300000000001,0.48975625,0.047619047619047616,0.06666666666666667,0.04794520547945205,0.06164383561643835,11.928235294117647,25.03611111111111,0.07597173144876325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,15285.0,255,4,469,471,40,26,53,940,33.0,43.0,14.0,5.0,5.0,16.0,26.0,21.0,55.0,,,,,,,,,70.0,124,,,19.0,159.0,508,17.0,24.0,,,35.0,6.0,10.0,,,14.0,58.0,82.0,,,,,,4.0,13.0,17.0,11.0,2.0,2.0,1.0,1.0,47.0,2.0,14.0,4.0,26.0,32.0,16.0,48.0,4.0,7.0,2.0,5.0,8.0,,3.0,4.0,1.0,5.0,,12.0,3.0,,7.0,14.0,26.0,,25.0,3.0,,13.0,3.0,,,3.0,,3.0,1.0,14.0,40,0.4142857142857143,0.47540983606557374,,,,,,0.5645161290322581,0.7083333333333334,0.6,0.5645161290322581,0.7083333333333334,0.6,0.5888888888888889,0.7,0.6363636363636364,,,,,27.7882797731569,0.6666666666666666,0.14606741573033707,0.08536585365853659,0.10256410256410256,0.029850746268656716,0.1382488479262673,0.06926406926406926,0.14285714285714285,0.037037037037037035,0.041666666666666664,,0.22448979591836735,0.2,0.07142857142857142,0.12903225806451613,0.07407407407407407,0.3333333333333333,0.3467741935483871,0.7674418604651163,0.7674418604651163,0.3939393939393939,0.20967741935483872,0.6153846153846154,0.6153846153846154,0.1875,0.4435483870967742,0.38181818181818183,0.38181818181818183,0.6190476190476191,,,,,,,,,0.5833333333333334,,,0.5,1.0,,,0.3467741935483871,,0.4941153225806452,0.5687142857142857,0.49631,0.09701492537313433,0.09701492537313433,0.22012578616352202,0.0880503144654088,10.299193548387095,,0.08528784648187633,11.0,1.0,2.0,18.0,2.0,1.0,2.0,3.0,1.0,1.0,0.18181818181818182,0.11764705882352941,0.7857142857142857,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,18543.0,309,-28,574,576,27,23,64,1150,18.0,27.0,5.0,,,2.0,9.0,5.0,19.0,11.0,25.0,12.0,36.0,,2.0,,1.0,25.0,55,23.0,61.0,16.0,135.0,635,5.0,6.0,3.0,5.0,19.0,1.0,2.0,1.0,3.0,8.0,36.0,14.0,60.0,9.0,36.0,12.0,4.0,7.0,6.0,13.0,2.0,4.0,2.0,,5.0,32.0,3.0,6.0,7.0,20.0,27.0,9.0,36.0,,10.0,4.0,6.0,10.0,2.0,8.0,7.0,1.0,2.0,1.0,17.0,,1.0,7.0,12.0,24.0,4.0,18.0,2.0,,8.0,9.0,,,5.0,3.0,9.0,5.0,8.0,27,0.72,0.8181818181818182,0.8695652173913043,0.3770491803278688,0.6,0.3333333333333333,0.3770491803278688,0.45454545454545453,0.8333333333333334,0.5,0.5129310344827587,0.8636363636363636,0.5,0.5443548387096774,0.8636363636363636,0.6666666666666666,0.5258620689655172,0.07272727272727272,0.1111111111111111,,21.692307692307693,0.5882352941176471,0.0975609756097561,0.030612244897959183,0.1346153846153846,0.03409090909090909,0.10505836575875487,0.03169014084507042,0.028985507246376812,0.03488372093023256,0.047619047619047616,,0.06557377049180328,0.07692307692307693,0.13043478260869565,0.13043478260869565,,0.5555555555555556,0.23275862068965517,0.6666666666666666,0.75,0.7222222222222222,0.07758620689655173,0.2222222222222222,0.25,1.0,0.16379310344827586,0.2631578947368421,0.2631578947368421,0.6,0.21551724137931033,0.44,0.44,0.9090909090909091,0.3103448275862069,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.45454545454545453,0.18181818181818182,,,,0.2,,0.7586206896551724,0.3333333333333333,0.5654499999999999,0.5785888888888889,0.52813,0.06557377049180328,0.13114754098360656,0.14074074074074075,0.05925925925925926,8.75818181818182,24.327868852459016,0.047038327526132406,5.0,,3.0,6.0,,1.0,,1.0,2.0,1.0,,0.024390243902439025,1.0,0.4,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.1111111111111111,0.16666666666666666,0.2727272727272727,1.0,1.0,0.4,0.5,,,,,,,,,,,,,,True,,,,,
202083,1610612757,Wesley Matthews,Wesley Matthews,202083,POR,23809.0,397,-30,731,739,81,52,78,1470,13.0,37.0,4.0,1.0,1.0,10.0,24.0,7.0,28.0,13.0,24.0,16.0,40.0,,2.0,4.0,8.0,30.0,89,29.0,64.0,35.0,182.0,820,4.0,7.0,1.0,4.0,11.0,5.0,9.0,6.0,10.0,34.0,30.0,30.0,84.0,3.0,40.0,16.0,16.0,13.0,7.0,20.0,3.0,4.0,10.0,,3.0,47.0,2.0,6.0,7.0,18.0,27.0,8.0,35.0,1.0,20.0,9.0,11.0,5.0,2.0,2.0,9.0,1.0,3.0,1.0,14.0,,1.0,8.0,21.0,28.0,,40.0,2.0,4.0,19.0,4.0,,,,2.0,4.0,3.0,34.0,81,0.5,0.5172413793103449,0.9655172413793104,0.453125,0.25,0.6,0.453125,0.33707865168539325,0.5714285714285714,0.5555555555555556,0.4803921568627451,0.5,0.7368421052631579,0.5235294117647059,0.5,0.7727272727272727,0.41830065359477125,0.1797752808988764,0.32432432432432434,0.03571428571428571,22.439024390243905,0.35714285714285715,0.06666666666666667,0.024096385542168676,0.10144927536231885,0.018867924528301886,0.07374631268436578,0.022535211267605635,,0.03669724770642202,0.02631578947368421,,0.0125,0.058823529411764705,0.10655737704918032,0.05555555555555555,0.013157894736842105,0.75,0.24183006535947713,0.35135135135135137,0.52,0.6923076923076923,0.1568627450980392,0.4166666666666667,0.47619047619047616,0.4,0.1830065359477124,0.25,0.25925925925925924,0.2857142857142857,0.1568627450980392,0.5416666666666666,0.5416666666666666,1.0,0.26143790849673204,0.4,0.4,0.9375,0.36363636363636365,0.18181818181818182,,0.05263157894736842,1.0,0.42105263157894735,0.5,0.6601307189542484,0.4,0.5343598039215687,0.5904772727272727,0.5077026315789475,0.11176470588235295,0.1792452830188679,0.06043956043956044,0.18681318681318682,8.832584269662924,24.431249999999995,0.11080711354309165,2.0,,6.0,2.0,2.0,2.0,2.0,,,,0.1111111111111111,0.03389830508474576,0.5,0.5,1.0,2.0,2.0,2.0,,,,1.0,2.0,0.125,0.26666666666666666,0.18181818181818182,0.5,1.0,0.10526315789473684,1.0,3.0,2.0,,,,,,,,,,,,True,,,,,
2038,1610612757,Joel Przybilla,Joel Przybilla,2038,POR,26931.0,449,-43,825,833,85,59,91,1658,21.0,37.0,17.0,1.0,5.0,1.0,9.0,,2.0,,,,,,,,,22.0,48,,,11.0,55.0,925,10.0,21.0,,,23.0,1.0,7.0,,,10.0,26.0,18.0,,,,,8.0,3.0,3.0,6.0,3.0,,1.0,1.0,1.0,15.0,6.0,23.0,20.0,78.0,109.0,29.0,138.0,2.0,4.0,3.0,1.0,5.0,2.0,2.0,17.0,1.0,3.0,1.0,22.0,2.0,1.0,34.0,66.0,22.0,2.0,18.0,,,7.0,16.0,,,13.0,3.0,16.0,7.0,10.0,85,0.5909090909090909,1.0,,,,,,0.4583333333333333,0.47619047619047616,0.14285714285714285,0.4583333333333333,0.47619047619047616,0.14285714285714285,0.4824561403508772,0.5,0.45454545454545453,,0.16666666666666666,0.10810810810810811,,8.485499462943071,0.22727272727272727,0.254071661237785,0.08363636363636363,0.2597402597402597,0.047244094488188976,0.2552083333333333,0.07213930348258707,0.11494252873563218,0.08130081300813008,0.06521739130434782,,0.14444444444444443,0.225,0.34306569343065696,0.2459016393442623,0.1111111111111111,0.4375,0.7708333333333334,0.5675675675675675,0.6363636363636364,0.5714285714285714,0.1875,0.1111111111111111,0.2,1.0,0.041666666666666664,,,,,,,,,,,,0.8095238095238095,,,0.7142857142857143,0.2,,,0.7708333333333334,,0.5933208333333333,0.6014235294117647,0.546,0.12727272727272726,0.12727272727272726,0.41818181818181815,0.18181818181818182,2.6208333333333327,,0.10303030303030303,9.0,3.0,8.0,18.0,11.0,2.0,7.0,3.0,2.0,2.0,0.55,0.046153846153846156,0.5294117647058824,,,,,,,5.0,6.0,,,0.4444444444444444,0.3125,,,,,,7.0,,2.0,1.0,2.0,2.0,,,,,,,,True,,,,,
2222,1610612757,Gerald Wallace,Gerald Wallace,2222,POR,3415.0,57,-3,105,104,28,19,10,209,2.0,4.0,1.0,,,2.0,5.0,1.0,4.0,2.0,6.0,,2.0,,,,1.0,5.0,13,2.0,8.0,3.0,19.0,121,,1.0,,,,1.0,4.0,,1.0,2.0,6.0,4.0,6.0,,2.0,,,5.0,1.0,6.0,1.0,,3.0,2.0,,13.0,,1.0,1.0,4.0,6.0,1.0,7.0,,3.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,2.0,,,,,7.0,2.0,3.0,1.0,,2.0,,,,,,,,2.0,28,0.6,0.6,1.0,0.25,,,0.25,0.38461538461538464,,0.25,0.38095238095238093,,0.2,0.4318181818181818,,0.2,0.38095238095238093,,,,20.869565217391305,0.5,0.10810810810810811,0.03571428571428571,0.07692307692307693,,0.1,0.021739130434782608,,0.08333333333333333,,,0.18181818181818182,,0.13333333333333333,0.1,,,0.19047619047619047,0.5,0.5,0.5,0.23809523809523808,0.4,0.4,0.5,0.19047619047619047,0.25,0.25,1.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,0.09523809523809523,,,,1.0,,,,,0.2,,0.5714285714285714,,0.5116238095238094,0.57,0.44410999999999995,0.09090909090909091,0.14285714285714285,,0.10526315789473684,9.053846153846154,23.575000000000003,0.26666666666666666,,,,,1.0,,,1.0,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,
202337,1610612757,Luke Babbitt,Luke Babbitt,202337,POR,3739.0,62,-18,108,115,11,9,11,223,,1.0,,,,,2.0,,,1.0,1.0,1.0,7.0,,1.0,,1.0,,3,2.0,8.0,1.0,7.0,127,,,,1.0,,,,,1.0,,,,6.0,,7.0,1.0,,1.0,1.0,2.0,,1.0,1.0,,,5.0,1.0,1.0,1.0,6.0,7.0,2.0,9.0,,,,,2.0,,1.0,,,1.0,,2.0,1.0,,,4.0,2.0,,2.0,,,1.0,,,,,,,,,11,,,1.0,0.25,,,0.25,,,,0.2727272727272727,,,0.2916666666666667,,,0.7272727272727273,,,,11.2,1.0,0.13636363636363635,0.030303030303030304,0.09090909090909091,0.05,0.12727272727272726,0.03773584905660377,,0.06666666666666667,0.058823529411764705,,0.18181818181818182,0.13333333333333333,0.1111111111111111,,,,0.09090909090909091,,,,0.18181818181818182,,,,,,,,0.09090909090909091,1.0,1.0,1.0,0.6363636363636364,0.14285714285714285,0.14285714285714285,1.0,,1.0,,,,1.0,,0.8181818181818182,0.14285714285714285,0.5059954545454546,,0.46545,0.08333333333333333,0.25,,,6.233333333333333,25.625,0.10185185185185185,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,2.0,,,,,,,,,,,,,True,,,,,
202343,1610612757,Elliot Williams,Elliot Williams,202343,POR,978.0,16,-2,29,31,2,2,1,60,2.0,4.0,1.0,,,,,2.0,2.0,,,,2.0,,,,,4.0,6,,2.0,,8.0,34,1.0,1.0,,,2.0,,,,,,4.0,4.0,,,2.0,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,,1.0,,,2.0,5.0,,,,,,,,,,,,,,,2,0.5,0.5,,,,,,0.6666666666666666,1.0,,0.5,1.0,,0.5,1.0,,0.25,0.16666666666666666,0.25,,30.0,1.0,0.1111111111111111,,,,0.08333333333333333,,,,,,0.2,,,,,,0.5,0.5,0.6666666666666666,1.0,,,,,0.25,1.0,1.0,,,,,,0.25,,,,1.0,,,,,,,0.75,,0.5734,,,,,0.25,,7.25,24.8,0.06896551724137931,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2037,1610612757,Jamal Crawford,Jamal Crawford,2037,POR,7829.0,130,-35,237,236,43,32,34,473,3.0,3.0,1.0,,,4.0,7.0,7.0,18.0,,7.0,3.0,15.0,1.0,1.0,1.0,3.0,14.0,28,3.0,22.0,27.0,64.0,282,2.0,4.0,1.0,2.0,9.0,2.0,4.0,1.0,3.0,15.0,4.0,24.0,9.0,,14.0,3.0,,7.0,2.0,9.0,,2.0,5.0,1.0,1.0,20.0,,1.0,3.0,5.0,8.0,1.0,9.0,,6.0,5.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,7.0,,2.0,3.0,3.0,20.0,1.0,29.0,,4.0,10.0,1.0,,,,,1.0,,15.0,43,0.14285714285714285,0.14285714285714285,1.0,0.13636363636363635,0.5,0.3333333333333333,0.14285714285714285,0.5,0.5,0.5,0.37,0.5833333333333334,0.5,0.4838709677419355,0.5833333333333334,0.6363636363636364,0.44,,,,25.182481751824817,0.5714285714285714,0.05555555555555555,0.014285714285714285,0.15,,0.07272727272727272,0.008695652173913044,,,,,,,0.125,0.14285714285714285,,,0.06,1.0,1.0,0.3333333333333333,0.14,0.5714285714285714,0.5714285714285714,0.25,0.36,0.3888888888888889,0.3888888888888889,,0.14,,,,0.3,0.2,0.21428571428571427,1.0,0.16666666666666666,0.16666666666666666,1.0,,,0.42857142857142855,0.3333333333333333,0.5,0.21428571428571427,0.4792142857142857,0.5071583333333334,0.41580833333333334,0.18032786885245902,0.2631578947368421,0.140625,0.234375,14.510714285714286,26.19090909090909,0.18143459915611815,1.0,2.0,8.0,,,,,,1.0,1.0,,0.05263157894736842,1.0,,,1.0,,,,,,,1.0,,0.16666666666666666,0.16666666666666666,,,,,,,,,,,1.0,1.0,1.0,0.045454545454545456,0.06666666666666667,1.0,0.043478260869565216,True,,,,,
200783,1610612757,Craig Smith,Craig Smith,200783,POR,1757.0,29,2,51,50,2,3,4,101,2.0,4.0,,,,,,,1.0,,,,,,,,,2.0,5,,,2.0,6.0,45,,,,,,,,,,2.0,2.0,2.0,,,,,1.0,1.0,,1.0,,,,,1.0,2.0,,1.0,,4.0,4.0,1.0,5.0,,,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,2.0,,2.0,,,1.0,,,,,,,,2.0,2,0.5,0.5,,,,,,0.4,,,0.4,,,0.5,,1.0,,0.2,0.25,,12.280701754385966,1.0,0.19047619047619047,0.07142857142857142,,,0.15384615384615385,0.041666666666666664,,,,,,0.3333333333333333,0.2,,,,0.8,0.5,0.6666666666666666,0.5,,,,,0.2,,,,,,,,,,,,,,,,,,,0.8,,0.57402,,,0.16666666666666666,0.16666666666666666,,0.3333333333333333,4.9399999999999995,,0.0392156862745098,,,2.0,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
