EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,PtsAssisted2s,PtsPutbacks,HeaveAttempts,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,BadPassTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,DefAtRimReboundPct,SecondChanceFtPoints,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted3s,FTOffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,BlockingFouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockedShortMidRange,Assisted3sPct,PenaltyFg3Pct,OffFTReboundPct,DefCorner3ReboundPct,Arc3PctAssisted,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,ShortMidRangePctAssisted,BlockedLongMidRange,LongMidRangePctBlocked,OffAtRimReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,LostBallOutOfBoundsTurnovers,AtRimPctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,OffCorner3ReboundPct,on,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SelfOReb,Clear Path Fouls,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockedCorner3,Corner3PctBlocked,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,HeaveMakes
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,2095.0,35.0,-13.0,72,72,42,21,8.0,144,4.0,5.0,3.0,4.0,1.0,2.0,7.0,9.0,1.0,2.0,7.0,24.0,80.0,4.0,6.0,7.0,15.0,14.0,3.0,2.0,1.0,2.0,5.0,7.0,3.0,2.0,1.0,1.0,19.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,11.0,2.0,9.0,2.0,1.0,2.0,3.0,15.0,42,3.0,0.5,0.5,0.7777777777777778,0.6666666666666666,0.7727272727272727,0.6666666666666666,0.8571428571428571,0.8333333333333334,0.1818181818181818,19.753086419753085,0.5,0.1666666666666666,0.0384615384615384,0.1666666666666666,0.4545454545454545,0.8,0.8,0.3636363636363636,0.75,0.75,0.1818181818181818,0.5,0.5,0.1818181818181818,0.5,0.3939545454545454,0.3608333333333333,0.1818181818181818,0.2222222222222222,0.625,13.08888888888889,26.2,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
101155,1610612746,Ryan Gomes,Ryan Gomes,101155,LAC,4830.0,80.0,-27.0,162,165,63,51,17.0,327,,1.0,1.0,6.0,,3.0,6.0,15.0,,5.0,,12.0,179.0,2.0,3.0,,4.0,2.0,,2.0,,1.0,1.0,2.0,1.0,,,,5.0,,8.0,14.0,2.0,2.0,3.0,3.0,2.0,6.0,3.0,3.0,8.0,1.0,2.0,1.0,1.0,1.0,,1.0,,4.0,63,,,,0.4,0.6666666666666666,0.3,0.3333333333333333,0.3,0.3333333333333333,0.25,14.054054054054053,0.5,,0.081081081081081,,0.05,,,0.3,0.1666666666666666,0.1666666666666666,0.15,,,0.65,,0.5237394736842106,0.56057,0.05,0.0666666666666666,0.3333333333333333,8.960000000000003,29.920000000000005,0.3888888888888889,5.0,8.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,10.0,2.0,1.0,1.0,3.0,3.0,6.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.2,0.1666666666666666,0.1666666666666666,0.2857142857142857,0.1016949152542373,0.0526315789473684,0.1153846153846153,0.072289156626506,0.1333333333333333,0.0333333333333333,0.1363636363636363,0.1875,0.125,0.4,0.625,0.625,0.8,1.0,0.1,0.5,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.1666666666666666,0.511625,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612746,Chauncey Billups,Chauncey Billups,1497,LAC,1123.0,19.0,-11.0,36,36,4,3,4.0,72,1.0,4.0,,,2.0,4.0,1.0,4.0,2.0,5.0,,8.0,43.0,,,,,2.0,6.0,4.0,2.0,2.0,,2.0,,,1.0,,4.0,1.0,2.0,2.0,,,1.0,,,1.0,,,,,1.0,,1.0,,1.0,,,,4,,0.4,0.4,0.25,,0.4444444444444444,,0.4444444444444444,,0.5555555555555556,24.390243902439025,1.0,0.2,0.125,0.2,0.4444444444444444,0.25,0.3333333333333333,,,,0.4444444444444444,0.5,0.5,0.5555555555555556,0.5,0.4867888888888889,,,,,10.625,24.64,0.1111111111111111,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,0.0909090909090909,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,0.3895,,1.0,0.25,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,853.0,14.0,-7.0,27,27,3,1,3.0,54,,,,,,,1.0,1.0,,,3.0,5.0,30.0,,,3.0,3.0,2.0,,,,,,,,,,,,,2.0,4.0,,,,1.0,,1.0,,,1.0,1.0,5.0,,8.0,,,,4.0,3.0,3,4.0,,,1.0,,1.0,,0.5,0.375,,19.35483870967742,,,0.0476190476190476,,,,,,,,,,,1.0,,0.5564,,,,0.6,1.6,,0.1111111111111111,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,3.0,,,2.0,,,,2.0,1.0,1.0,2.0,,,,,,,,,1.0,1.0,0.75,1.0,0.0526315789473684,0.25,,0.1428571428571428,0.6666666666666666,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,0.5564,0.6,,,,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2567,1610612746,Brian Cook,Brian Cook,2567,LAC,7267.0,121.0,-35.0,243,246,102,80,24.0,489,,4.0,2.0,10.0,5.0,26.0,6.0,22.0,5.0,27.0,4.0,31.0,266.0,3.0,5.0,2.0,14.0,,,26.0,5.0,2.0,,2.0,,,1.0,,4.0,5.0,19.0,23.0,2.0,1.0,,4.0,,4.0,,17.0,26.0,,5.0,,4.0,,,1.0,1.0,14.0,102,1.0,0.1851851851851851,0.1851851851851851,0.2727272727272727,0.6,0.2755102040816326,0.4285714285714285,0.3039215686274509,0.4666666666666667,0.5510204081632653,20.146520146520142,,0.1785714285714285,0.1652173913043478,0.1739130434782608,0.0816326530612244,,,0.2040816326530612,0.2,0.2,0.5306122448979592,0.1923076923076923,0.1923076923076923,0.7142857142857143,0.1923076923076923,0.5128551020408164,0.5150714285714286,0.02,0.0434782608695652,0.4516129032258064,10.286363636363632,26.22222222222222,0.419753086419753,4.0,8.0,,1.0,2.0,2.0,1.0,,,9.0,,2.0,,,9.0,12.0,,,1.0,1.0,1.0,14.0,,4.0,,,,2.0,1.0,2.0,1.0,1.0,,,,,0.160919540229885,0.0129870129870129,0.0238095238095238,0.0168067226890756,0.0588235294117647,,0.027027027027027,0.0869565217391304,0.2121212121212121,0.1632653061224489,0.5,0.5,1.0,1.0,0.0204081632653061,0.5,,,0.1428571428571428,1.0,,0.6428571428571429,0.3725,,1.0,0.0454545454545454,0.25,0.1612903225806451,,4.0,3.0,4.0,3.0,0.75,2.0,2.0,15.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.2222222222222222,0.1818181818181818,0.2,1.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
200751,1610612746,Randy Foye,Randy Foye,200751,LAC,5774.0,96.0,-28.0,189,192,66,58,20.0,381,2.0,4.0,5.0,11.0,5.0,15.0,13.0,22.0,5.0,15.0,6.0,47.0,209.0,6.0,9.0,1.0,19.0,22.0,6.0,15.0,5.0,8.0,3.0,11.0,3.0,,7.0,1.0,25.0,2.0,4.0,5.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,7.0,13.0,1.0,7.0,,10.0,2.0,,5.0,1.0,19.0,66,,0.3333333333333333,0.3333333333333333,0.5909090909090909,0.6666666666666666,0.5540540540540541,0.5,0.573170731707317,0.5,0.4054054054054054,21.5962441314554,0.2,0.0869565217391304,0.043010752688172,0.0526315789473684,0.1081081081081081,0.5,0.6666666666666666,0.2972972972972973,0.4545454545454545,0.4545454545454545,0.4054054054054054,0.3333333333333333,0.3333333333333333,0.5945945945945946,0.3333333333333333,0.4786797297297297,0.4378166666666667,0.125,0.2,0.4042553191489361,12.23181818181818,25.753333333333327,0.3492063492063492,6.0,7.0,,,1.0,2.0,,,,9.0,,1.0,,,9.0,4.0,,,,,1.0,2.0,,1.0,,2.0,,,,3.0,0.1538461538461538,0.1538461538461538,,,,,0.0285714285714285,0.0158730158730158,,0.0105263157894736,0.0666666666666666,,,0.0476190476190476,,0.1891891891891892,0.8571428571428571,0.8571428571428571,0.1666666666666666,,,,,,0.1111111111111111,0.5,,0.5,,,1.0,0.0454545454545454,0.25,0.0476190476190476,,1.0,1.0,2.0,1.0,0.5,2.0,2.0,9.0,,,1.0,,1.0,,,,0.6,0.2222222222222222,,0.25,0.6,0.2222222222222222,1.0,1.0,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,1801.0,30.0,-13.0,56,60,29,15,8.0,116,,1.0,1.0,5.0,,,4.0,10.0,,,8.0,16.0,64.0,2.0,5.0,5.0,9.0,2.0,,,,1.0,,1.0,,,1.0,,2.0,3.0,10.0,13.0,1.0,,2.0,2.0,2.0,4.0,4.0,,2.0,1.0,8.0,,12.0,,,5.0,1.0,9.0,29,1.0,,,0.4,0.4,0.4,0.4,0.5,0.5,,29.850746268656717,0.5,0.3,0.2692307692307692,0.3333333333333333,0.1,,,0.5,0.2,0.2,,,,0.4,,0.50038,0.50502,0.3333333333333333,0.3333333333333333,0.5625,10.47,,0.5178571428571429,3.0,4.0,,1.0,1.0,2.0,,,,,,1.0,,1.0,,6.0,,,,2.0,1.0,4.0,3.0,3.0,,1.0,1.0,,,1.0,0.75,0.75,,,0.25,0.6,0.25,0.0555555555555555,0.1818181818181818,0.1034482758620689,0.1666666666666666,,0.1818181818181818,,0.2857142857142857,0.4,0.75,0.75,0.6666666666666666,1.0,,1.0,,,0.4,0.5,,,,0.0625,1.0,0.1,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
202717,1610612746,Trey Thompkins,Trey Thompkins,202717,LAC,2447.0,41.0,,87,87,50,56,5.0,174,1.0,2.0,,5.0,1.0,2.0,10.0,17.0,1.0,2.0,1.0,24.0,93.0,4.0,10.0,1.0,12.0,2.0,,2.0,1.0,,,,,,,,,1.0,7.0,8.0,2.0,2.0,,2.0,,2.0,1.0,2.0,3.0,,1.0,,1.0,1.0,,1.0,,12.0,50,,0.5,0.5,0.5882352941176471,0.4,0.6052631578947368,0.4583333333333333,0.631578947368421,0.5,0.1052631578947368,22.340425531914896,,0.1,0.1111111111111111,,0.1052631578947368,0.5,1.0,0.2631578947368421,,,0.1052631578947368,0.5,0.5,0.631578947368421,0.5,0.5024578947368421,0.5024416666666667,0.0526315789473684,0.0588235294117647,0.5,8.223529411764707,25.700000000000003,0.5747126436781609,9.0,10.0,2.0,2.0,3.0,4.0,,,,2.0,3.0,3.0,,6.0,2.0,18.0,2.0,,,,1.0,3.0,3.0,1.0,,1.0,,,,1.0,0.9,1.0,1.0,1.0,1.0,0.75,0.1153846153846153,0.0357142857142857,,0.0256410256410256,,,,0.125,,0.5263157894736842,0.9,0.9,0.8888888888888888,,,0.6666666666666666,1.0,,0.3333333333333333,0.75,,0.1666666666666666,0.4885,0.25,2.0,0.1176470588235294,0.5,0.2,,2.0,,2.0,1.0,0.5,1.0,1.0,3.0,,,1.0,,,,,1.0,1.0,0.5,,0.3333333333333333,1.0,0.5,,,1.0,1.0,0.2,0.125,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2590,1610612746,Mo Williams,Mo Williams,2590,LAC,4975.0,83.0,-17.0,167,170,53,27,18.0,337,3.0,5.0,6.0,14.0,2.0,4.0,12.0,26.0,3.0,6.0,5.0,38.0,177.0,2.0,5.0,1.0,11.0,18.0,3.0,4.0,2.0,11.0,5.0,16.0,4.0,1.0,7.0,2.0,37.0,2.0,11.0,13.0,4.0,3.0,5.0,3.0,2.0,8.0,,5.0,7.0,,6.0,1.0,6.0,1.0,1.0,2.0,1.0,11.0,53,1.0,0.5,0.5,0.4615384615384615,0.4,0.515625,0.625,0.5441176470588235,0.6111111111111112,0.1875,22.340425531914896,0.625,0.1052631578947368,0.1219512195121951,0.0588235294117647,0.15625,0.6,0.75,0.4375,0.4285714285714285,0.4285714285714285,0.125,0.5,0.5,0.40625,0.5,0.4345874999999999,0.4431812499999999,0.0606060606060606,0.074074074074074,0.2894736842105263,12.380769230769232,25.966666666666665,0.3173652694610778,3.0,7.0,,,1.0,2.0,2.0,1.0,,2.0,1.0,3.0,1.0,2.0,3.0,6.0,,,2.0,2.0,,8.0,1.0,2.0,3.0,,2.0,,,,0.25,0.25,0.3333333333333333,0.25,0.25,0.2,0.1269841269841269,,0.0689655172413793,0.0253164556962025,,,0.0769230769230769,0.0666666666666666,0.1481481481481481,0.21875,0.4285714285714285,0.5,0.3333333333333333,0.1666666666666666,0.0625,,,,0.25,0.5,0.125,0.25,0.412875,0.0526315789473684,2.0,0.0769230769230769,0.2,0.1428571428571428,,,,,,,1.0,2.0,6.0,,1.0,2.0,,,1.0,,,0.6666666666666666,0.6666666666666666,,0.5,0.5,0.5,,,0.3333333333333333,,,,,1.0,1.0,1.0,1.0,0.1428571428571428,0.5,0.5,1.0,0.25,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2406,1610612746,Caron Butler,Caron Butler,2406,LAC,2066.0,34.0,1.0,67,67,26,11,4.0,134,,,2.0,6.0,1.0,2.0,3.0,7.0,3.0,4.0,,15.0,73.0,,1.0,,6.0,2.0,,2.0,1.0,1.0,,1.0,,,,1.0,2.0,,2.0,2.0,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,6.0,26,,0.75,0.75,0.4285714285714285,,0.6818181818181818,0.75,0.6818181818181818,0.75,0.3636363636363636,16.901408450704228,,,0.0555555555555555,,,,,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.1818181818181818,0.5,0.5,0.4545454545454545,0.5,0.5048272727272728,0.5328,,,0.4,15.3,24.1,0.3880597014925373,1.0,1.0,,,,,2.0,2.0,,1.0,,,,,3.0,4.0,,,,,,2.0,,,,1.0,,,,,0.6666666666666666,0.6666666666666666,,,,,0.0666666666666666,,,,,,,,0.0909090909090909,0.0909090909090909,1.0,1.0,1.0,0.5,0.1818181818181818,,,,,,0.5,0.25,,,,,,0.1,,,,,,,,2.0,9.0,,1.0,,,,,1.0,,1.0,0.6666666666666666,,,1.0,,,,,,,,,2.0,,2.0,,,1.0,1.0,1.0,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,
