EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LostBallSteals,Charge Fouls Drawn,Blocked3s,BlockedCorner3,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,DefensiveGoaltends,HeaveAttempts,StepOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,LongMidRangePctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockingFoulsDrawn,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceCorner3FGM,PenaltyCorner3FGM,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Technical Free Throw Trips,3SecondViolations,BlockedLongMidRange,on,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,BlockedArc3,Arc3PctBlocked,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveMakes
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,11302.0,188,28,366,365,69,37,53,731,28.0,51.0,4.0,16.0,8.0,12.0,17.0,55.0,2.0,4,47,110,24.0,118,372,7.0,25.0,2.0,16.0,14.0,24.0,9.0,37.0,74.0,20,2.0,13.0,7.0,2.0,9.0,1.0,1.0,2.0,1.0,4.0,20.0,2.0,17.0,1.0,13.0,37.0,3.0,53,20.0,73,6.0,2.0,2.0,6.0,1.0,3.0,6.0,1.0,3.0,2.0,12,1.0,3.0,10.0,1.0,14.0,2.0,1.0,22.0,32.0,4.0,15.0,3.0,10.0,4.0,6.0,10.0,5.0,1.0,37.0,69,3.0,0.7872340425531915,0.8043478260869565,0.42727272727272725,0.28,0.5833333333333334,0.42727272727272725,0.28,0.5833333333333334,0.47580645161290325,0.3076923076923077,0.6379310344827587,0.11818181818181818,0.13725490196078433,0.10909090909090909,31.40877598152425,0.5,0.6,0.1,0.25170068027210885,0.10897435897435898,0.37142857142857144,0.08333333333333333,0.27472527472527475,0.10555555555555556,0.1702127659574468,0.125,0.022222222222222223,0.058823529411764705,0.14285714285714285,0.19444444444444445,0.2631578947368421,0.273972602739726,0.3793103448275862,0.3333333333333333,0.12244897959183673,0.5,0.4636363636363636,0.5490196078431373,0.6363636363636364,0.8928571428571429,0.5,0.3090909090909091,0.3469387755102041,0.6470588235294118,0.03636363636363636,0.5,0.5,0.5,0.64,0.25,0.5,0.5,0.6666666666666666,0.4636363636363636,0.4826245454545454,0.5212391304347826,0.47657083333333333,0.12396694214876033,0.12396694214876033,0.13559322033898305,0.3135593220338983,4.86,0.1885245901639344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,9274.0,155,22,293,290,44,33,46,583,15.0,20.0,3.0,4.0,2.0,3.0,5.0,11.0,3.0,5,23,36,7.0,77,304,3.0,5.0,4.0,10.0,3.0,5.0,1.0,10.0,22.0,24,6.0,3.0,11.0,4.0,15.0,3.0,1.0,8.0,2.0,1.0,34.0,,5.0,1.0,2.0,10.0,,12,6.0,18,1.0,10.0,5.0,5.0,,2.0,2.0,,3.0,1.0,7,,1.0,3.0,1.0,13.0,,1.0,12.0,12.0,6.0,9.0,,,,,1.0,,,10.0,44,,0.4782608695652174,0.55,0.6388888888888888,0.6,0.6,0.6730769230769231,0.5,0.5625,0.7,0.625,0.625,0.08333333333333333,0.05,0.18181818181818182,17.714285714285715,0.7142857142857143,,0.07692307692307693,0.08333333333333333,0.03937007874015748,0.06451612903225806,,0.07947019867549669,0.034482758620689655,0.02857142857142857,0.08695652173913043,,,,0.125,0.03125,0.09375,0.08333333333333333,,0.05555555555555555,,0.38461538461538464,0.75,0.7894736842105263,0.4,0.21153846153846154,0.45454545454545453,0.5555555555555556,0.6,0.09615384615384616,0.6,0.6,0.6666666666666666,0.6666666666666666,0.75,,0.375,0.6666666666666666,0.6923076923076923,0.5433115384615385,0.5584083333333333,0.5650375,0.16363636363636364,0.23076923076923078,0.12987012987012986,0.12987012987012986,6.013888888888889,0.15017064846416384,2.0,6.0,1.0,6.0,10.0,1.0,1.0,2.0,8.0,16.0,1.0,1.0,3.0,21.0,3.0,10.0,6.0,5.0,1.0,1.0,1.0,1.0,0.875,0.5,0.3333333333333333,0.5,0.3076923076923077,0.11538461538461539,0.3333333333333333,0.3333333333333333,0.5,0.19230769230769232,0.6,0.6,1.0,0.16666666666666666,0.125,0.25,0.5,0.6,24.706249999999997,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201177,1610612747,Josh McRoberts,Josh McRoberts,201177,LAL,7813.0,130,-41,249,250,56,42,39,499,10.0,15.0,3.0,6.0,1.0,3.0,,4.0,,5,10,24,4.0,30,302,3.0,7.0,,6.0,1.0,3.0,2.0,7.0,16.0,4,4.0,3.0,8.0,1.0,9.0,1.0,,3.0,2.0,3.0,19.0,3.0,7.0,,1.0,18.0,1.0,20,10.0,30,,3.0,3.0,2.0,3.0,2.0,3.0,,,,5,1.0,2.0,3.0,1.0,10.0,3.0,,5.0,9.0,1.0,3.0,2.0,4.0,3.0,1.0,4.0,2.0,,7.0,56,2.0,0.8,1.0,0.4166666666666667,0.42857142857142855,0.3333333333333333,0.48148148148148145,0.42857142857142855,0.625,0.4838709677419355,0.42857142857142855,0.5,0.125,0.13333333333333333,0.25,12.5,0.4,0.2,,0.20689655172413793,0.07446808510638298,0.05,0.15789473684210525,0.17757009345794392,0.08849557522123894,0.041666666666666664,0.10714285714285714,0.07142857142857142,0.15384615384615385,0.16666666666666666,0.16666666666666666,0.18181818181818182,0.2571428571428571,0.07142857142857142,,,0.5,0.5555555555555556,0.6666666666666666,0.7692307692307693,0.8,0.14814814814814814,,,,0.18518518518518517,,,,0.8571428571428571,0.5,0.3333333333333333,0.75,0.3333333333333333,0.6666666666666666,0.528737037037037,0.6024999999999999,0.5888875,0.10344827586206896,0.11538461538461539,0.2,0.23333333333333334,5.625,0.2248995983935743,1.0,1.0,,1.0,2.0,,1.0,1.0,2.0,3.0,,1.0,1.0,6.0,,2.0,1.0,,,,,2.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.1111111111111111,0.037037037037037035,1.0,1.0,1.0,0.07407407407407407,0.5,0.5,1.0,,,0.25,1.0,0.5,24.600000000000005,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
202365,1610612747,Devin Ebanks,Devin Ebanks,202365,LAL,23751.0,396,6,760,756,192,126,116,1516,21.0,39.0,6.0,13.0,1.0,4.0,4.0,12.0,12.0,29,37,80,23.0,97,807,8.0,18.0,7.0,23.0,4.0,14.0,9.0,17.0,48.0,26,12.0,7.0,10.0,2.0,12.0,2.0,,6.0,2.0,2.0,26.0,6.0,19.0,1.0,7.0,21.0,,28,26.0,54,4.0,11.0,9.0,7.0,1.0,5.0,11.0,1.0,2.0,4.0,18,2.0,3.0,13.0,1.0,26.0,,2.0,25.0,35.0,1.0,17.0,1.0,6.0,1.0,5.0,6.0,3.0,,17.0,192,1.0,0.6486486486486487,0.7741935483870968,0.4625,0.4444444444444444,0.2857142857142857,0.4157303370786517,0.4444444444444444,0.2222222222222222,0.45754716981132076,0.5,0.3541666666666667,0.0875,0.1282051282051282,0.08333333333333333,13.82385730211817,0.3888888888888889,,0.03225806451612903,0.07191780821917808,0.0627062706270627,0.09333333333333334,0.1,0.07629427792915532,0.06887052341597796,0.06896551724137931,0.029411764705882353,0.08771929824561403,0.09523809523809523,0.1111111111111111,0.02531645569620253,0.0625,0.10526315789473684,0.1016949152542373,0.0625,0.09090909090909091,0.5,0.43820224719101125,0.5384615384615384,0.6176470588235294,0.5714285714285714,0.1348314606741573,0.3333333333333333,0.36363636363636365,0.75,0.3258426966292135,0.41379310344827586,0.42857142857142855,0.75,0.7222222222222222,0.46153846153846156,,0.2222222222222222,0.25,0.5393258426966292,0.5065482954545455,0.520225,0.44301764705882346,0.1619047619047619,0.17708333333333334,0.23711340206185566,0.17525773195876287,8.9625,0.25263157894736843,,6.0,2.0,,3.0,,,2.0,,9.0,,,4.0,,,2.0,,2.0,1.0,,,3.0,,,,,0.10112359550561797,0.06741573033707865,,,,0.033707865168539325,,,,,0.1111111111111111,0.1111111111111111,,,25.41111111111111,1.0,1.0,1.0,1.0,4.0,1.0,0.034482758620689655,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2440,1610612747,Matt Barnes,Matt Barnes,2440,LAL,3548.0,59,-14,116,119,41,23,16,235,5.0,6.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1,7,10,2.0,19,135,2.0,4.0,,4.0,2.0,5.0,,4.0,10.0,4,,1.0,10.0,,10.0,,,7.0,2.0,1.0,20.0,1.0,2.0,,4.0,8.0,,12,3.0,15,,2.0,2.0,1.0,2.0,1.0,4.0,,,,5,,1.0,5.0,,7.0,,1.0,1.0,2.0,,1.0,,1.0,1.0,,1.0,1.0,,4.0,41,,0.7142857142857143,0.7142857142857143,0.7,0.5,0.4,0.425,0.4,0.2,0.4523809523809524,0.4,0.2,0.1,,0.3333333333333333,19.402985074626866,0.2,,,0.2222222222222222,0.0625,0.2857142857142857,0.06666666666666667,0.24,0.06382978723404255,0.08333333333333333,0.07692307692307693,,,0.25,0.13333333333333333,0.25,0.3076923076923077,0.3076923076923077,,,1.0,0.3,0.8333333333333334,0.8333333333333334,0.6,0.15,0.3333333333333333,0.5,1.0,0.05,1.0,1.0,1.0,0.4,0.5,,0.3,0.6666666666666666,0.8,0.540695,0.5123125,0.522775,0.047619047619047616,0.09090909090909091,0.21052631578947367,0.21052631578947367,4.840000000000001,0.35344827586206895,,1.0,1.0,1.0,9.0,,,4.0,1.0,10.0,1.0,,5.0,3.0,,9.0,1.0,,,,,,1.0,0.1,,0.1,0.5,0.05,,,,0.45,0.1111111111111111,0.1111111111111111,1.0,,0.1,0.4,,0.1111111111111111,26.089999999999996,,,,1.0,,,,1.0,0.2,,,,,,,,,,,,,,,,,True,,,,,,,,,
201196,1610612747,Ramon Sessions,Ramon Sessions,201196,LAL,10380.0,173,8,340,338,43,15,56,678,15.0,25.0,,,4.0,7.0,7.0,15.0,5.0,13,27,53,11.0,74,365,1.0,1.0,,2.0,5.0,9.0,1.0,11.0,20.0,34,,5.0,29.0,3.0,32.0,2.0,1.0,10.0,7.0,12.0,67.0,,4.0,1.0,3.0,15.0,1.0,19,5.0,24,2.0,2.0,1.0,9.0,2.0,6.0,4.0,1.0,3.0,,13,1.0,1.0,1.0,,3.0,1.0,,12.0,14.0,2.0,7.0,1.0,,,,,,,11.0,43,1.0,0.37037037037037035,0.37037037037037035,0.5094339622641509,1.0,0.5555555555555556,0.525,1.0,0.5555555555555556,0.5606060606060606,1.0,0.55,0.09433962264150944,0.16,0.06666666666666667,19.26829268292683,0.6923076923076923,0.25,0.1111111111111111,0.1056338028169014,0.024691358024691357,0.10714285714285714,,0.10588235294117647,0.0223463687150838,0.06,0.01694915254237288,,,,0.02564102564102564,0.11764705882352941,0.14492753623188406,0.13043478260869565,,0.08,,0.4166666666666667,0.6,0.7142857142857143,0.4666666666666667,0.25,0.4666666666666667,0.5,0.14285714285714285,0.21666666666666667,0.38461538461538464,0.38461538461538464,0.4,,,,0.7777777777777778,0.5714285714285714,0.5333333333333333,0.5103991666666666,0.3776,0.5364222222222222,0.1076923076923077,0.1206896551724138,0.02702702702702703,0.14864864864864866,7.79056603773585,0.1264705882352941,,,,3.0,7.0,,,,3.0,7.0,,,,6.0,3.0,7.0,3.0,1.0,,,,,0.6666666666666666,0.42857142857142855,,0.42857142857142855,0.11666666666666667,,,,,0.11666666666666667,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,0.42857142857142855,25.7,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,16814.0,280,52,531,532,104,65,80,1063,25.0,35.0,13.0,18.0,7.0,8.0,26.0,48.0,17.0,44,68,127,26.0,162,538,15.0,23.0,9.0,39.0,15.0,21.0,13.0,43.0,68.0,68,26.0,9.0,28.0,6.0,34.0,3.0,3.0,21.0,4.0,3.0,74.0,2.0,21.0,2.0,6.0,46.0,3.0,55,25.0,80,3.0,7.0,6.0,15.0,,10.0,1.0,,5.0,,16,,3.0,7.0,1.0,13.0,1.0,,36.0,33.0,3.0,12.0,6.0,11.0,10.0,1.0,11.0,5.0,1.0,43.0,104,6.0,0.5,0.6181818181818182,0.5354330708661418,0.6521739130434783,0.7142857142857143,0.5190839694656488,0.6521739130434783,0.6818181818181818,0.5547945205479452,0.7222222222222222,0.6935483870967742,0.07086614173228346,0.11428571428571428,0.08333333333333333,25.67353407290016,0.9375,0.5,0.07692307692307693,0.215962441314554,0.0963302752293578,0.1016949152542373,0.05263157894736842,0.19117647058823528,0.08984375,0.13114754098360656,0.11538461538461539,0.05063291139240506,0.08333333333333333,,0.20408163265306123,0.21311475409836064,0.22330097087378642,0.08888888888888889,0.14285714285714285,0.05555555555555555,0.45454545454545453,0.26717557251908397,0.7142857142857143,0.8064516129032258,0.36,0.366412213740458,0.5416666666666666,0.5909090909090909,0.46153846153846156,0.33587786259541985,0.38636363636363635,0.3953488372093023,0.7647058823529411,0.782608695652174,0.7222222222222222,,0.36363636363636365,0.875,0.29770992366412213,0.4615648854961832,0.5301857142857143,0.4671590909090909,0.08571428571428572,0.08823529411764706,0.24074074074074073,0.2654320987654321,9.833070866141732,0.1958568738229755,,2.0,1.0,,2.0,,,,,4.0,,,1.0,,,2.0,,1.0,,,,1.0,,,,,0.030534351145038167,0.015267175572519083,,,,0.015267175572519083,,,,,0.045454545454545456,,,,24.875,,,,,5.0,,0.022727272727272728,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2211,1610612747,Troy Murphy,Troy Murphy,2211,LAL,6102.0,102,-23,190,189,82,46,27,379,1.0,3.0,,2.0,,,,,7.0,16,8,19,2.0,18,217,,3.0,,,1.0,5.0,,2.0,14.0,2,,,2.0,,2.0,,,,1.0,1.0,4.0,,6.0,1.0,2.0,13.0,1.0,16,7.0,23,,,,2.0,,1.0,,,1.0,,2,,,4.0,,6.0,1.0,,3.0,2.0,,1.0,,,,,,,,2.0,82,,0.875,0.875,0.42105263157894735,,0.2,0.4,,0.2,0.42857142857142855,,0.2,,,,10.407239819004525,1.0,0.14285714285714285,0.25,0.19402985074626866,0.09090909090909091,0.11764705882352941,,0.17857142857142858,0.06818181818181818,,0.11764705882352941,0.14285714285714285,,,0.2727272727272727,0.19047619047619047,0.125,0.16666666666666666,,,,0.15,0.3333333333333333,0.3333333333333333,,,,,,0.8,0.4375,0.4375,1.0,0.6666666666666666,,,,,0.2,0.43354499999999996,0.62975,0.39036,0.047619047619047616,0.05,,0.1111111111111111,15.968421052631578,0.43157894736842106,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,0.05,,,,,0.05,,,,,,,,,25.7,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,
202721,1610612747,Darius Morris,Darius Morris,202721,LAL,2697.0,45,-14,84,85,40,33,12,169,3.0,6.0,1.0,1.0,1.0,3.0,,,1.0,5,4,11,2.0,13,94,1.0,1.0,,5.0,1.0,5.0,2.0,7.0,,8,2.0,1.0,6.0,,6.0,,,4.0,,2.0,12.0,,1.0,,,2.0,,2,1.0,3,,1.0,1.0,1.0,3.0,,5.0,,1.0,,6,,3.0,2.0,,4.0,,,5.0,3.0,1.0,2.0,,,,,,,,7.0,40,,,,0.36363636363636365,1.0,0.2,0.4230769230769231,1.25,0.35714285714285715,0.4642857142857143,1.25,0.4375,0.09090909090909091,0.16666666666666666,,21.05263157894737,0.16666666666666666,,,0.058823529411764705,0.038461538461538464,,,0.05263157894736842,0.02857142857142857,,0.16666666666666666,,,,0.1,,0.1111111111111111,,,,,0.46153846153846156,0.5,0.6,,,,,,0.38461538461538464,0.2,0.2,,0.5,1.0,,0.42857142857142855,0.3333333333333333,0.6153846153846154,0.44805384615384614,0.46905,0.4452285714285714,0.14285714285714285,0.16666666666666666,0.38461538461538464,0.5384615384615384,9.518181818181818,0.47619047619047616,,,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,3.0,2.0,1.0,,,,,,,0.5,0.5,0.5,0.15384615384615385,,,,,0.15384615384615385,0.5,0.5,,0.5,,0.2857142857142857,0.5,0.5,25.85,,,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,
2581,1610612747,Steve Blake,Steve Blake,2581,LAL,6101.0,102,-14,198,199,67,37,29,397,,1.0,,,,,1.0,1.0,1.0,8,2,10,3.0,22,226,,,1.0,4.0,,2.0,2.0,11.0,2.0,2,,,16.0,1.0,17.0,1.0,,8.0,4.0,4.0,35.0,,,,3.0,4.0,,7,,7,,2.0,1.0,4.0,2.0,2.0,2.0,,2.0,,6,,3.0,2.0,,3.0,,,5.0,4.0,,1.0,1.0,,,,,,,11.0,67,1.0,0.5,0.5,0.2,,,0.3958333333333333,1.5,0.45,0.4230769230769231,1.0,0.5,,,,13.852813852813853,0.6666666666666666,,,0.05555555555555555,,0.16666666666666666,,0.07777777777777778,,,,,,,0.08333333333333333,,0.06896551724137931,0.11764705882352941,1.0,,,0.041666666666666664,,,,0.041666666666666664,1.0,1.0,,0.3333333333333333,0.125,0.125,1.0,,,,,,0.625,0.4706840909090909,0.57255,0.47901250000000006,0.04,0.09090909090909091,0.18181818181818182,0.5,16.83,0.3383838383838384,2.0,5.0,3.0,3.0,9.0,,2.0,5.0,5.0,14.0,1.0,3.0,8.0,15.0,,8.0,3.0,1.0,1.0,,,,1.0,0.35714285714285715,0.375,0.38461538461538464,0.5833333333333334,0.20833333333333334,0.4,0.5,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,,0.3,0.5,0.4,0.375,29.414285714285718,,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,0.07142857142857142,0.2,1.0,1.0,0.3333333333333333,,,,True,,,,,,,,,
