EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,OffArc3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,ShortMidRangeAssists,Charge Fouls Drawn,Technical Free Throw Trips,DefensiveGoaltends,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,OffensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,Corner3PctBlocked,BlockedLongMidRange,Clear Path Fouls,on,BlockedArc3
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,7766.0,129,6.0,241,241,42.0,47.0,34,482,7.0,13.0,4.0,6.0,2.0,3.0,9.0,17.0,11.0,26.0,27.0,56.0,7.0,61.0,238,5.0,10.0,3.0,13.0,4.0,12.0,2.0,10.0,26.0,28.0,8.0,4.0,11.0,5.0,16.0,2.0,3.0,6.0,5.0,37.0,1.0,13.0,2.0,10.0,15.0,3.0,28.0,16.0,44.0,2.0,4.0,3.0,1.0,6.0,2.0,6.0,4.0,1.0,12.0,2.0,3.0,10.0,1.0,1.0,4.0,14.0,2.0,1.0,13.0,1.0,6.0,1.0,8.0,6.0,2.0,8.0,6.0,1.0,10.0,41.0,1.0,0.48148148148148145,0.5652173913043478,0.48214285714285715,0.5,0.3333333333333333,0.48214285714285715,0.5,0.3333333333333333,0.49193548387096775,0.5,0.35714285714285715,0.07142857142857142,0.15384615384615385,0.058823529411764705,0.038461538461538464,26.056338028169016,0.5,0.42857142857142855,0.18181818181818182,0.15625,0.13541666666666666,0.45454545454545453,0.04,0.211864406779661,0.11570247933884298,0.2,0.16129032258064516,0.05714285714285714,0.1,0.21428571428571427,0.17647058823529413,0.08823529411764706,0.5,0.25,0.08,0.75,0.23214285714285715,0.5384615384615384,0.6363636363636364,0.2857142857142857,0.30357142857142855,0.5294117647058824,0.5625,0.4642857142857143,0.4230769230769231,0.44,1.0,0.6,0.6666666666666666,0.25,0.6666666666666666,0.23214285714285715,0.44383035714285723,0.52674,0.43463333333333337,0.09836065573770492,0.09836065573770492,0.21311475409836064,0.16393442622950818,11.169642857142858,0.17427385892116182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1536,1610612759,Stephen Jackson,Stephen Jackson,1536,SAS,13188.0,220,29.0,425,429,78.0,141.0,49,854,9.0,16.0,1.0,2.0,,,2.0,6.0,4.0,10.0,15.0,32.0,19.0,76.0,461,1.0,2.0,,2.0,1.0,3.0,4.0,6.0,14.0,16.0,2.0,1.0,8.0,5.0,13.0,4.0,1.0,7.0,1.0,31.0,1.0,2.0,,7.0,20.0,2.0,29.0,3.0,32.0,2.0,7.0,3.0,4.0,15.0,10.0,2.0,5.0,,17.0,4.0,11.0,20.0,,,,14.0,,1.0,21.0,1.0,10.0,1.0,3.0,3.0,,3.0,1.0,1.0,6.0,78.0,1.0,0.4666666666666667,0.5,0.46875,0.5,0.3333333333333333,0.475,0.5,0.14285714285714285,0.5428571428571428,0.5,0.3333333333333333,0.03125,,0.16666666666666666,,18.238993710691826,0.8823529411764706,0.13333333333333333,,0.12345679012345678,0.01680672268907563,0.14893617021276595,0.014925373134328358,0.1291866028708134,0.016129032258064516,0.041666666666666664,,,,0.13725490196078433,0.07407407407407407,0.15789473684210525,0.14705882352941177,0.15384615384615385,0.06060606060606061,0.3333333333333333,0.26666666666666666,0.5625,0.5625,0.4444444444444444,0.1,0.3333333333333333,0.4,0.16666666666666666,0.4,0.4,0.5,1.0,0.5,,,0.7333333333333333,0.5313708333333333,0.60795,0.4634428571428571,0.14492753623188406,0.24390243902439024,0.02631578947368421,0.07894736842105263,8.018749999999999,0.18352941176470589,3.0,6.0,1.0,6.0,22.0,3.0,9.0,28.0,4.0,24.0,3.0,22.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,0.8888888888888888,0.32142857142857145,0.32142857142857145,0.4666666666666667,0.02040816326530612,0.5,0.1,0.5,0.5,1.0,0.36666666666666664,0.2727272727272727,0.2727272727272727,0.8333333333333334,0.14285714285714285,0.42857142857142855,0.2727272727272727,24.71785714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,19029.0,317,81.0,624,625,177.0,186.0,67,1249,31.0,40.0,1.0,2.0,9.0,11.0,7.0,17.0,4.0,14.0,42.0,71.0,34.0,199.0,682,2.0,4.0,3.0,22.0,10.0,21.0,18.0,65.0,22.0,62.0,2.0,8.0,47.0,17.0,64.0,9.0,8.0,39.0,5.0,145.0,4.0,6.0,,13.0,20.0,1.0,34.0,10.0,44.0,2.0,11.0,7.0,4.0,17.0,9.0,8.0,8.0,,25.0,6.0,9.0,24.0,1.0,,,35.0,2.0,4.0,40.0,3.0,18.0,2.0,4.0,2.0,2.0,4.0,3.0,,65.0,176.0,3.0,0.2619047619047619,0.2682926829268293,0.5915492957746479,0.5,0.47619047619047616,0.6395348837209303,0.7916666666666666,0.6025641025641025,0.6712328767123288,0.7857142857142857,0.6847826086956522,0.11267605633802817,0.1,0.17647058823529413,0.07142857142857142,24.289772727272727,0.68,0.047619047619047616,,0.09090909090909091,0.03870967741935484,0.16883116883116883,0.0392156862745098,0.1111111111111111,0.038910505836575876,0.047619047619047616,0.04081632653061224,0.023255813953488372,0.03333333333333333,0.04477611940298507,0.10606060606060606,0.11494252873563218,0.18867924528301888,0.125,0.0392156862745098,0.75,0.31007751937984496,0.775,0.8611111111111112,0.2903225806451613,0.13178294573643412,0.4117647058823529,0.5,0.10852713178294573,0.2857142857142857,0.3076923076923077,0.25,0.16666666666666666,0.5,0.28205128205128205,0.8181818181818182,0.7596899224806202,0.5457612403100774,0.5357125,0.5269615384615384,0.125,0.20930232558139536,0.11055276381909548,0.32663316582914576,6.226760563380282,0.28365384615384615,7.0,13.0,3.0,20.0,45.0,15.0,27.0,58.0,18.0,72.0,9.0,45.0,20.0,5.0,2.0,,2.0,2.0,3.0,0.8888888888888888,0.46551724137931033,0.46551724137931033,0.4496124031007752,0.041666666666666664,0.14285714285714285,0.10077519379844961,0.5384615384615384,0.5384615384615384,0.8571428571428571,0.3488372093023256,0.4444444444444444,0.4444444444444444,0.9,0.07692307692307693,0.38461538461538464,0.4444444444444444,24.620689655172416,2.0,3.0,3.0,3.0,5.0,6.0,5.0,8.0,9.0,3.0,2.0,3.0,1.0,0.625,0.5,0.25,0.6666666666666666,0.5,0.4166666666666667,0.6,0.6666666666666666,1.0,0.4,,,,,,,,,,,,,,,,True,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,67250.0,1121,199.0,2141,2152,518.0,482.0,237,4293,177.0,244.0,31.0,44.0,37.0,58.0,34.0,93.0,1.0,6.0,212.0,343.0,125.0,549.0,2244,40.0,60.0,24.0,104.0,42.0,76.0,27.0,111.0,284.0,140.0,56.0,34.0,34.0,31.0,65.0,22.0,9.0,19.0,10.0,161.0,30.0,62.0,1.0,60.0,135.0,18.0,213.0,93.0,306.0,5.0,21.0,13.0,8.0,44.0,22.0,43.0,22.0,7.0,87.0,20.0,66.0,134.0,2.0,10.0,18.0,156.0,12.0,5.0,181.0,23.0,93.0,9.0,47.0,34.0,13.0,47.0,31.0,2.0,111.0,515.0,6.0,0.6698113207547169,0.7717391304347826,0.6180758017492711,0.6666666666666666,0.5526315789473685,0.6180758017492711,0.6666666666666666,0.5526315789473685,0.6504739336492891,0.6666666666666666,0.5904255319148937,0.09912536443148688,0.0860655737704918,0.13978494623655913,,21.129099211290992,0.5057471264367817,0.32727272727272727,0.01639344262295082,0.1762402088772846,0.10197368421052631,0.22900763358778625,0.09345794392523364,0.18968871595330739,0.09903121636167922,0.11483253588516747,0.1210762331838565,0.0625,0.08695652173913043,0.16826923076923078,0.18032786885245902,0.17834394904458598,0.21354166666666666,0.2714285714285714,0.052083333333333336,0.6595744680851063,0.7113702623906706,0.7254098360655737,0.7937219730941704,0.7231638418079096,0.27113702623906705,0.3655913978494624,0.425,0.01749271137026239,0.16666666666666666,0.16666666666666666,,0.7333333333333333,0.7045454545454546,0.7631578947368421,0.6379310344827587,0.7113702623906706,0.5517670553935858,0.5544272727272727,0.5454776315789475,0.22518159806295399,0.22518159806295399,0.1894353369763206,0.20218579234972678,3.2985422740524784,0.24194301728164408,,,,,,,,,,,,,,6.0,3.0,9.0,8.0,5.0,6.0,,,,,0.09606986899563319,0.4117647058823529,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,,2.0,,,,,,,,,,,1.0,3.0,0.1935483870967742,,,,,,,,,,,,,True,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,28535.0,476,145.0,898,889,199.0,109.0,102,1787,49.0,84.0,2.0,5.0,15.0,24.0,36.0,69.0,37.0,84.0,122.0,237.0,71.0,333.0,888,5.0,10.0,2.0,15.0,27.0,54.0,35.0,95.0,36.0,208.0,,15.0,69.0,41.0,110.0,28.0,13.0,46.0,14.0,261.0,3.0,2.0,,13.0,26.0,,39.0,5.0,44.0,1.0,13.0,3.0,10.0,20.0,14.0,20.0,6.0,7.0,40.0,8.0,10.0,17.0,1.0,,,71.0,,4.0,88.0,11.0,36.0,11.0,,,,,,,91.0,196.0,9.0,0.14754098360655737,0.14754098360655737,0.5147679324894515,0.5,0.5,0.51171875,0.5,0.5084745762711864,0.5633561643835616,0.5384615384615384,0.6133333333333333,0.06329113924050633,0.14285714285714285,0.043478260869565216,,32.838773491592484,0.5,,,0.07975460122699386,0.007662835249042145,0.11403508771929824,0.024,0.08863636363636364,0.012953367875647668,,0.011904761904761904,0.011904761904761904,,0.05,0.09345794392523364,0.08633093525179857,0.12658227848101267,0.08571428571428572,0.008928571428571428,,0.328125,0.5833333333333334,0.6805555555555556,0.1836734693877551,0.26953125,0.5217391304347826,0.5454545454545454,0.328125,0.44047619047619047,0.44047619047619047,0.1891891891891892,0.38461538461538464,0.4,0.4067796610169492,0.625,0.40234375,0.48561796874999996,0.4880375,0.5020610169491525,0.12811387900355872,0.13740458015267176,0.04504504504504504,0.2852852852852853,9.448101265822785,0.22160356347438753,3.0,6.0,1.0,3.0,13.0,4.0,6.0,19.0,5.0,18.0,,13.0,3.0,8.0,4.0,4.0,1.0,2.0,1.0,1.0,0.3157894736842105,0.3157894736842105,0.07421875,0.033707865168539325,0.05555555555555555,0.0234375,0.5,0.5,1.0,0.05078125,0.23076923076923078,0.25,1.0,0.01694915254237288,0.06779661016949153,0.23076923076923078,24.347368421052632,,,1.0,1.0,3.0,1.0,1.0,3.0,2.0,9.0,2.0,5.0,,0.3333333333333333,0.4,,,,0.23076923076923078,0.3333333333333333,1.0,1.0,0.25,,,,1.0,0.05263157894736842,0.07692307692307693,,,,,,,,,,True,
201980,1610612759,Danny Green,Danny Green,201980,SAS,30136.0,502,107.0,949,952,242.0,189.0,103,1901,16.0,33.0,2.0,9.0,2.0,5.0,7.0,21.0,8.0,18.0,31.0,72.0,29.0,187.0,966,3.0,12.0,3.0,18.0,3.0,11.0,17.0,44.0,28.0,34.0,2.0,7.0,21.0,11.0,32.0,5.0,6.0,17.0,2.0,75.0,9.0,9.0,1.0,12.0,50.0,,62.0,19.0,81.0,2.0,19.0,8.0,11.0,17.0,10.0,9.0,7.0,1.0,26.0,4.0,16.0,36.0,3.0,3.0,2.0,29.0,2.0,2.0,38.0,3.0,14.0,6.0,17.0,11.0,6.0,17.0,11.0,1.0,44.0,240.0,5.0,0.45161290322580644,0.4666666666666667,0.4305555555555556,0.25,0.2727272727272727,0.5486111111111112,0.4411764705882353,0.39705882352941174,0.5807453416149069,0.47368421052631576,0.4888888888888889,0.09722222222222222,0.12121212121212122,0.09523809523809523,0.05555555555555555,17.51412429378531,0.6538461538461539,,0.030303030303030304,0.14749262536873156,0.03272727272727273,0.09523809523809523,0.06666666666666667,0.13333333333333333,0.04390243902439024,0.045454545454545456,0.03636363636363636,0.012987012987012988,0.05,0.15555555555555556,0.14782608695652175,0.1417910447761194,0.09090909090909091,0.10526315789473684,0.028985507246376812,0.6470588235294118,0.22916666666666666,0.48484848484848486,0.5517241379310345,0.4375,0.14583333333333334,0.3333333333333333,0.3684210526315789,0.125,0.4444444444444444,0.47058823529411764,0.625,0.5294117647058824,0.2222222222222222,0.14705882352941177,0.4,0.7291666666666666,0.5308163120567376,0.52245,0.5052258064516129,0.09032258064516129,0.1686746987951807,0.0962566844919786,0.23529411764705882,7.197222222222223,0.25500526870389884,12.0,28.0,9.0,20.0,44.0,14.0,32.0,72.0,23.0,93.0,3.0,41.0,20.0,1.0,1.0,1.0,,3.0,4.0,0.96875,0.4444444444444444,0.463768115942029,0.5,0.07368421052631578,0.2857142857142857,0.19444444444444445,0.42857142857142855,0.42857142857142855,1.0,0.3055555555555556,0.45454545454545453,0.46511627906976744,0.95,0.2647058823529412,0.4117647058823529,0.4878048780487805,25.790277777777778,1.0,1.0,3.0,2.0,4.0,4.0,3.0,5.0,7.0,2.0,,1.0,1.0,0.6,0.30434782608695654,0.058823529411764705,1.0,1.0,0.23529411764705882,0.5,1.0,0.3333333333333333,0.2857142857142857,,,,1.0,0.013888888888888888,0.022727272727272728,3.0,1.0,,,,,,,,True,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,36244.0,604,115.0,1159,1167,237.0,270.0,118,2326,11.0,29.0,,1.0,4.0,9.0,37.0,73.0,25.0,50.0,73.0,152.0,18.0,296.0,1242,10.0,14.0,1.0,27.0,16.0,33.0,8.0,67.0,50.0,96.0,,13.0,40.0,25.0,65.0,21.0,4.0,26.0,6.0,155.0,3.0,,,14.0,33.0,1.0,48.0,3.0,51.0,2.0,14.0,9.0,5.0,17.0,12.0,7.0,5.0,1.0,24.0,4.0,13.0,35.0,1.0,1.0,,41.0,1.0,3.0,29.0,4.0,12.0,2.0,,,,,,,67.0,235.0,2.0,0.3424657534246575,0.3424657534246575,0.48026315789473684,0.7142857142857143,0.48484848484848486,0.5582329317269076,0.6842105263157895,0.5175438596491229,0.5673076923076923,0.675,0.5491803278688525,0.08552631578947369,0.3103448275862069,0.0410958904109589,0.02,22.015503875968992,0.7083333333333334,0.03571428571428571,,0.07875894988066826,,0.09655172413793103,0.016666666666666666,0.08333333333333333,0.006276150627615063,,,,0.020833333333333332,0.05042016806722689,0.06060606060606061,0.1130952380952381,0.10185185185185185,0.08108108108108109,0.017241379310344827,,0.11646586345381527,0.3793103448275862,0.55,0.36363636363636365,0.2931726907630522,0.5068493150684932,0.5285714285714286,0.20080321285140562,0.5,0.5102040816326531,0.36,0.05263157894736842,,0.15789473684210525,0.4444444444444444,0.5060240963855421,0.48147036290322587,0.45937666666666666,0.461875,0.050387596899224806,0.075,0.09121621621621621,0.22635135135135134,10.407894736842106,0.20448662640207074,6.0,14.0,4.0,38.0,83.0,20.0,44.0,97.0,24.0,66.0,66.0,83.0,38.0,5.0,,2.0,,3.0,3.0,0.5,0.4536082474226804,0.4536082474226804,0.3895582329317269,0.015151515151515152,0.32432432432432434,0.05622489959839357,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.3333333333333333,0.4578313253012048,0.4578313253012048,0.4473684210526316,0.07017543859649122,0.3508771929824561,0.4578313253012048,24.940206185567007,2.0,3.0,1.0,,2.0,8.0,2.0,5.0,9.0,8.0,4.0,2.0,,0.4,0.375,0.15789473684210525,0.6666666666666666,1.0,0.10526315789473684,,,0.25,0.4,,,,,,,,,1.0,0.01020408163265306,,,,,,True,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,27471.0,458,15.0,883,893,266.0,224.0,112,1776,30.0,44.0,14.0,21.0,10.0,17.0,6.0,21.0,2.0,11.0,38.0,76.0,27.0,142.0,968,15.0,26.0,13.0,49.0,12.0,24.0,14.0,56.0,32.0,44.0,20.0,10.0,9.0,7.0,16.0,3.0,4.0,7.0,,39.0,11.0,22.0,4.0,14.0,46.0,7.0,67.0,37.0,104.0,1.0,25.0,11.0,14.0,8.0,4.0,12.0,4.0,3.0,20.0,5.0,12.0,26.0,1.0,1.0,2.0,29.0,2.0,,35.0,7.0,21.0,,3.0,1.0,2.0,4.0,4.0,,56.0,265.0,,0.42105263157894735,0.5714285714285714,0.5,0.5769230769230769,0.5,0.5,0.5806451612903226,0.6,0.5503875968992248,0.6447368421052632,0.6666666666666666,0.13157894736842105,0.1590909090909091,0.14285714285714285,,14.650934119960668,0.4,0.28,0.11764705882352941,0.16083916083916083,0.08560311284046693,0.12612612612612611,0.08148148148148149,0.15113350125944586,0.08418367346938775,0.09803921568627451,0.09090909090909091,0.05970149253731343,0.08571428571428572,0.11392405063291139,0.13978494623655913,0.21052631578947367,0.1111111111111111,0.16666666666666666,0.018518518518518517,1.0,0.3826086956521739,0.6818181818181818,0.8108108108108109,0.43333333333333335,0.1826086956521739,0.2857142857142857,0.3333333333333333,0.09565217391304348,0.18181818181818182,0.18181818181818182,1.0,0.6774193548387096,0.6666666666666666,0.4857142857142857,0.5882352941176471,0.7217391304347827,0.5549717391304347,0.554352380952381,0.5665357142857144,0.16279069767441862,0.23333333333333334,0.34507042253521125,0.39436619718309857,5.593421052631579,0.3012457531143828,5.0,16.0,6.0,8.0,23.0,5.0,13.0,39.0,11.0,39.0,,23.0,8.0,3.0,1.0,,,2.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3391304347826087,0.08,0.16666666666666666,0.1391304347826087,0.3125,0.3125,1.0,0.2,0.34782608695652173,0.34782608695652173,1.0,0.17142857142857143,0.14285714285714285,0.34782608695652173,24.26923076923077,,1.0,3.0,2.0,4.0,3.0,2.0,5.0,6.0,2.0,1.0,,,0.4,0.5454545454545454,0.03225806451612903,,,0.12903225806451613,0.5,1.0,0.5,0.6,,,0.21428571428571427,,,,,1.0,,,1.0,1.0,,,,True,
2210,1610612759,Richard Jefferson,Richard Jefferson,2210,SAS,19566.0,326,24.0,605,614,142.0,78.0,62,1219,5.0,11.0,,,1.0,2.0,,2.0,10.0,17.0,15.0,30.0,9.0,99.0,625,,1.0,3.0,9.0,1.0,5.0,1.0,6.0,20.0,10.0,,2.0,7.0,6.0,13.0,4.0,2.0,4.0,1.0,32.0,2.0,4.0,,10.0,26.0,2.0,38.0,6.0,44.0,2.0,4.0,2.0,2.0,6.0,5.0,2.0,1.0,1.0,8.0,2.0,7.0,16.0,,,1.0,13.0,,1.0,12.0,1.0,5.0,1.0,5.0,4.0,1.0,6.0,3.0,,6.0,141.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,0.2,0.5921052631578947,0.75,0.20833333333333334,0.6049382716049383,0.75,0.23076923076923078,0.06666666666666667,0.09090909090909091,,0.058823529411764705,13.088235294117647,0.75,0.14285714285714285,,0.1187214611872146,0.020100502512562814,0.1388888888888889,0.02247191011235955,0.12371134020618557,0.020833333333333332,0.05172413793103448,0.014084507042253521,,0.03571428571428571,0.031746031746031744,0.08695652173913043,0.20689655172413793,0.14814814814814814,0.1111111111111111,0.05405405405405406,0.5,0.14473684210526316,0.45454545454545453,0.5,0.8,0.02631578947368421,,,0.2236842105263158,0.5882352941176471,0.625,0.6,,,0.16666666666666666,0.5,0.75,0.5225618421052632,0.451,0.5078083333333333,0.0625,0.14705882352941177,0.09090909090909091,0.06060606060606061,12.413333333333332,0.23471074380165288,13.0,24.0,3.0,7.0,22.0,4.0,20.0,46.0,7.0,54.0,6.0,22.0,7.0,,,1.0,,1.0,,0.9,0.43478260869565216,0.43478260869565216,0.6052631578947368,0.01639344262295082,,0.3157894736842105,0.5416666666666666,0.5652173913043478,0.9230769230769231,0.2894736842105263,0.3181818181818182,0.3181818181818182,0.8571428571428571,0.25,0.3333333333333333,0.3181818181818182,24.132608695652173,2.0,3.0,1.0,,,,2.0,3.0,1.0,2.0,3.0,1.0,,0.6666666666666666,0.14285714285714285,0.75,0.6666666666666666,0.5,,,,0.3333333333333333,,,,,1.0,0.021739130434782608,,,,,,1.0,1.0,0.041666666666666664,,,True,
2551,1610612759,T.J. Ford,T.J. Ford,2551,SAS,7570.0,126,10.0,232,242,45.0,60.0,24,474,3.0,7.0,,,1.0,1.0,1.0,4.0,5.0,14.0,9.0,25.0,11.0,35.0,237,,,,,1.0,3.0,6.0,8.0,10.0,8.0,,,16.0,14.0,30.0,9.0,5.0,13.0,2.0,74.0,,,,3.0,6.0,,9.0,,9.0,,5.0,2.0,3.0,9.0,6.0,4.0,3.0,,13.0,2.0,9.0,22.0,1.0,3.0,1.0,12.0,,2.0,13.0,1.0,5.0,2.0,,,,,,,8.0,45.0,2.0,0.5555555555555556,0.5555555555555556,0.36,,0.3333333333333333,0.3870967741935484,,0.3333333333333333,0.47297297297297297,,0.6666666666666666,,,,,19.157088122605366,0.6923076923076923,,,0.08108108108108109,,0.1,,0.08653846153846154,,,,,,0.058823529411764705,0.1111111111111111,0.07692307692307693,0.041666666666666664,0.3333333333333333,,,0.22580645161290322,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.12903225806451613,0.25,0.25,0.45161290322580644,0.35714285714285715,0.35714285714285715,0.4,,,0.3333333333333333,1.0,0.41935483870967744,0.43954482758620694,,0.3943666666666667,0.14285714285714285,0.1724137931034483,,0.22857142857142856,11.84,0.1939655172413793,,1.0,,2.0,5.0,,2.0,6.0,,3.0,3.0,3.0,2.0,,2.0,,3.0,,2.0,0.5,0.3333333333333333,0.5,0.1935483870967742,,1.0,0.03225806451612903,,,,0.16129032258064516,0.4,0.4,0.5,,,0.6666666666666666,34.45,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,True,
