EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,LongMidRangeFGM,PtsAssisted2s,DefTwoPtRebounds,Steals,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,Travels,Assisted2sPct,NonPutbacksAssisted2sPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceFtPoints,BadPassSteals,LostBallOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,OffAtRimReboundPct,OffLongMidRangeReboundPct,Corner3FGM,PtsUnassisted3s,AtRimPctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceFg3Pct,DefCorner3ReboundPct,SecondChanceArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on,HeaveAttempts,SelfOReb,BlockingFouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Technical Free Throw Trips,Blocked3s,BlockedArc3,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,BlockedCorner3,SecondChanceCorner3PctAssisted,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls
1713,1610612742,Vince Carter,Vince Carter,1713,DAL,1052.0,18,4.0,36,36,18.0,16.0,3.0,72,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,8.0,32,1.0,1.0,1.0,2.0,2.0,7.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,18.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,1.0,0.5,0.8333333333333334,0.5714285714285714,0.875,0.4,20.51282051282051,1.0,0.1666666666666666,0.0625,0.1666666666666666,1.0,0.2,1.0,1.0,0.4,0.4,0.5,0.5,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.6,0.5,0.52797,0.6130833333333333,0.1666666666666666,0.25,0.875,11.633333333333336,24.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,1225.0,20,8.0,36,34,3.0,6.0,6.0,70,,,,,2.0,1.0,1.0,,,2.0,3.0,1.0,1.0,,7.0,40,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,,6.0,6.0,1.0,,2.0,,2.0,2.0,,3.0,,,,,,,,,3.0,,,1.0,1.0,,1.0,0.6666666666666666,,0.875,,0.875,,0.25,13.636363636363637,0.5,,0.3157894736842105,,,,,,0.5,0.25,1.0,1.0,1.0,,,,,0.25,1.0,0.4382749999999999,,,,,14.766666666666667,24.6,0.0833333333333333,1.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4285714285714285,0.4,0.8,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,1610612742,Lamar Odom,Lamar Odom,1885,DAL,2985.0,50,9.0,96,95,17.0,31.0,14.0,191,3.0,6.0,,1.0,2.0,,5.0,,1.0,6.0,14.0,,6.0,2.0,14.0,103,,2.0,,2.0,,,6.0,,5.0,,2.0,5.0,,1.0,13.0,3.0,8.0,11.0,,,,,1.0,2.0,1.0,2.0,5.0,1.0,,,,,,,17.0,,,,,,,0.4285714285714285,,0.3,,0.3181818181818182,,0.3,19.469026548672566,,0.2307692307692307,0.1666666666666666,0.2727272727272727,,0.3,0.5,0.5,0.1,0.25,,,,0.25,,0.25,,0.6,,0.5311525,0.586225,0.0909090909090909,0.0666666666666666,,6.578571428571428,24.53333333333333,0.1770833333333333,6.0,1.0,6.0,4.0,,,,,,0.5,0.6,0.1379310344827586,0.1,0.1,0.3,0.5,0.5,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.1428571428571428,0.3333333333333333,0.25,0.5,0.032258064516129,0.0625,0.0425531914893617,0.0625,0.0714285714285714,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.5,0.5,0.05,0.25,1.0,1.0,0.25,0.25,0.5057,0.1428571428571428,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201157,1610612742,Sean Williams,Sean Williams,201157,DAL,3898.0,65,5.0,130,129,35.0,53.0,15.0,259,10.0,12.0,4.0,4.0,,,,,,12.0,16.0,,,5.0,29.0,132,4.0,4.0,,,4.0,12.0,2.0,,,,2.0,2.0,2.0,,4.0,,4.0,13.0,3.0,1.0,7.0,3.0,5.0,14.0,3.0,5.0,6.0,3.0,,5.0,4.0,5.0,3.0,12.0,35.0,3.0,,,,,,0.75,1.0,0.75,1.0,0.7631578947368421,1.0,,17.56756756756757,0.4285714285714285,,0.0384615384615384,,0.6,0.75,0.8333333333333334,0.8333333333333334,,,,,,1.0,1.0,,,0.75,,0.57090625,0.66875,0.1578947368421052,0.1578947368421052,0.4137931034482758,3.23125,,0.2692307692307692,4.0,,22.0,2.0,1.0,,4.0,2.0,,0.9166666666666666,1.0,0.0555555555555555,0.1,0.0714285714285714,0.25,,,,1.0,2.0,2.0,,,,1.0,2.0,,5.0,2.0,,,,,,2.0,7.0,,2.0,9.0,,,0.5,0.5,0.625,,,0.2857142857142857,,0.1842105263157894,0.0909090909090909,0.15,0.1666666666666666,0.1176470588235294,,0.9,0.5,0.5,1.0,,1.0,0.5,,,,0.56665,,0.1724137931034483,3.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,0.2857142857142857,0.1538461538461538,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201958,1610612742,Rodrigue Beaubois,Rodrigue Beaubois,201958,DAL,3352.0,56,12.0,111,111,35.0,45.0,11.0,222,,2.0,,1.0,4.0,2.0,5.0,1.0,1.0,2.0,9.0,3.0,7.0,7.0,20.0,107,,3.0,1.0,1.0,4.0,7.0,4.0,6.0,5.0,2.0,2.0,5.0,1.0,1.0,13.0,1.0,4.0,5.0,1.0,1.0,1.0,,3.0,5.0,,5.0,8.0,2.0,2.0,,,,,7.0,35.0,1.0,2.0,0.6666666666666666,0.4285714285714285,1.0,0.4285714285714285,0.2222222222222222,,0.40625,0.375,0.5,0.5833333333333334,0.4375,16.8,1.0,0.0769230769230769,0.0909090909090909,0.0909090909090909,,0.125,,,0.25,0.3125,0.4,0.4,0.5,0.25,,0.25,1.0,0.5625,0.4,0.4922593749999999,0.4693,0.1111111111111111,0.1818181818181818,0.35,11.811111111111112,24.17142857142857,0.3153153153153153,3.0,1.0,,3.0,6.0,3.0,,,,,,0.0967741935483871,0.1111111111111111,,0.1875,0.25,0.25,,,1.0,1.0,2.0,,,,2.0,,,,1.0,3.0,2.0,1.0,,,1.0,,,1.0,,,,,,0.1111111111111111,,,,0.0344827586206896,,0.0222222222222222,,,0.2,,0.3333333333333333,0.3333333333333333,,0.125,0.5,,,,,0.4727,,,,3.0,,,,,,,,0.2,,1.0,3.0,0.5,0.5,0.5,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,593.0,10,-11.0,21,20,2.0,10.0,5.0,41,,,,,2.0,1.0,2.0,,,1.0,3.0,1.0,3.0,,5.0,29,,1.0,,,,,2.0,,2.0,1.0,3.0,3.0,2.0,,6.0,,,1.0,,,,,1.0,2.0,,,,,,1.0,,1.0,1.0,,2.0,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.4166666666666667,,0.4166666666666667,,0.5,23.07692307692308,,,,,1.0,,,,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,,,0.5,0.5,0.4930999999999999,0.2453,,,,16.333333333333332,23.9,0.0952380952380952,1.0,1.0,,,,,,,,,,,,,0.1666666666666666,0.5,0.5,,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,0.1428571428571428,0.0625,,0.1666666666666666,,,,,,0.1666666666666666,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,924.0,15,-14.0,31,31,1.0,14.0,5.0,62,1.0,1.0,,,2.0,,,,,2.0,5.0,,,,4.0,39,,,,,,,2.0,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,0.4,,0.4,,0.4,,,13.513513513513514,,,0.25,,,0.2,1.0,1.0,0.4,,,,,,,,,0.2,,0.46518,,,,,10.6,,0.032258064516129,2.0,1.0,2.0,3.0,1.0,,,,,0.5,1.0,0.375,1.0,0.25,0.4,0.5,0.5,1.0,1.0,1.0,,,,,1.0,1.0,,2.0,2.0,,,,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,0.1428571428571428,0.0434782608695652,,0.2,0.3333333333333333,,,,,,1.0,1.0,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,2193.0,37,-9.0,69,68,3.0,19.0,11.0,137,3.0,3.0,,,3.0,3.0,8.0,,,7.0,14.0,5.0,10.0,,29.0,87,,,,,,,10.0,9.0,8.0,3.0,4.0,5.0,2.0,1.0,11.0,2.0,2.0,3.0,,,2.0,,,,,1.0,,,,,,,,,3.0,,,0.6,0.5,,0.5,0.5,,0.6041666666666666,,0.6041666666666666,,0.4166666666666667,31.32530120481928,,0.25,0.0714285714285714,0.1666666666666666,,0.125,1.0,1.0,0.125,0.3333333333333333,0.375,0.375,0.6666666666666666,,,,,0.5416666666666666,0.375,0.4969333333333334,,,,,8.878571428571428,24.86,0.0434782608695652,8.0,1.0,4.0,,1.0,,2.0,,,0.2857142857142857,0.2857142857142857,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,3.0,2.0,,1.0,,3.0,1.0,3.0,,,1.0,,1.0,1.0,,1.0,,,1.0,,,,0.375,0.375,,,,,0.04,,0.0256410256410256,0.0666666666666666,,,0.3333333333333333,0.375,0.375,0.3333333333333333,0.0833333333333333,,,,0.25,,0.4737166666666666,,0.1034482758620689,,1.0,1.0,,,,,,,,,2.0,6.0,,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.5,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,1610612742,Delonte West,Delonte West,2753,DAL,666.0,11,15.0,24,24,15.0,13.0,2.0,48,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,2.0,13,1.0,1.0,,,,2.0,,,,,1.0,2.0,1.0,,5.0,,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,2.0,15.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,7.692307692307692,1.0,,0.0909090909090909,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,,0.4954,0.4954,,,1.0,2.3,,0.625,,,2.0,1.0,3.0,,,,,1.0,1.0,0.1666666666666666,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201146,1610612742,Yi Jianlian,Yi Jianlian,201146,DAL,745.0,12,1.0,28,28,16.0,16.0,,56,,,,,3.0,,2.0,,,1.0,5.0,,2.0,3.0,5.0,24,,2.0,,,2.0,2.0,2.0,,2.0,,,,,,,1.0,7.0,7.0,1.0,1.0,1.0,1.0,2.0,3.0,,2.0,4.0,2.0,,2.0,,2.0,2.0,2.0,16.0,1.0,,,,,,0.2,,0.1428571428571428,,0.2777777777777778,0.3333333333333333,0.2857142857142857,35.71428571428571,1.0,0.5,0.75,,1.0,,,,0.4285714285714285,0.2857142857142857,,,,,,,,0.2857142857142857,,0.4254142857142857,0.38725,0.2222222222222222,0.2857142857142857,0.4,15.4,24.8,0.5714285714285714,2.0,,,5.0,,,,,,,,0.8333333333333334,,1.0,0.2857142857142857,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,,,,,,,0.5,,0.5,0.5,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
