EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,FTDefRebounds,StepOutOfBoundsTurnovers,BlockingFouls,Blocked3s,BlockedArc3,DefFTReboundPct,OffShortMidRangeReboundPct,Travels,Charge Fouls,BlockingFoulsDrawn,DefensiveGoaltends,FTOffRebounds,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,Clear Path Fouls,on,BlockedCorner3,HeaveMakes
101114,1610612751,Deron Williams,Deron Williams,101114,NJN,37518.0,625,-73,1139,1174,195.0,206.0,152.0,2313,36.0,76.0,3.0,8.0,4.0,13.0,15.0,42.0,30.0,83.0,7.0,21.0,1.0,5.0,1.0,5.0,38.0,94.0,3.0,8.0,8.0,19.0,81.0,201.0,45.0,115.0,89.0,386.0,1236,8.0,25.0,4.0,13.0,5.0,33.0,9.0,24.0,9.0,24.0,32.0,77.0,56.0,106.0,75.0,60.0,2.0,94.0,38.0,23.0,100.0,38.0,138.0,20.0,18.0,48.0,22.0,30.0,314.0,6.0,3.0,13.0,45.0,58.0,9.0,67.0,6.0,25.0,20.0,5.0,52.0,11.0,38.0,21.0,4.0,14.0,73.0,5.0,16.0,9.0,37.0,1.0,5.0,84.0,1.0,1.0,4.0,108.0,5.0,3.0,7.0,33.0,8.0,11.0,7.0,4.0,3.0,7.0,7.0,1.0,75.0,191.0,5.0,10.0,0.345679012345679,0.35,0.5555555555555556,0.391304347826087,0.3076923076923077,0.375,0.391304347826087,0.40298507462686567,0.32,0.375,0.4699367088607595,0.3684210526315789,0.46875,0.5291666666666667,0.4,0.5692307692307692,0.3639240506329114,0.11442786069651742,0.19736842105263158,0.14285714285714285,0.024096385542168676,32.36173393124066,0.7123287671232876,0.10227272727272728,0.007352941176470588,0.09219858156028368,0.028846153846153848,0.09982788296041308,0.01461038961038961,0.013888888888888888,0.006329113924050633,0.03571428571428571,0.014705882352941176,0.07096774193548387,0.08108108108108109,0.14367816091954022,0.0967741935483871,0.08333333333333333,0.036585365853658534,1.0,0.24050632911392406,0.47368421052631576,0.5901639344262295,0.3333333333333333,0.13291139240506328,0.35714285714285715,0.4166666666666667,0.13333333333333333,0.2626582278481013,0.3614457831325301,0.37037037037037035,0.4666666666666667,0.06645569620253164,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.2974683544303797,0.40425531914893614,0.40425531914893614,0.5,0.21052631578947367,0.375,0.3333333333333333,0.13157894736842105,0.2,0.21052631578947367,0.375,0.2708333333333333,0.3076923076923077,0.10416666666666667,0.2,0.3958333333333333,0.42105263157894735,0.6044303797468354,0.40425531914893614,0.5069195238095239,0.49084423076923084,0.5136989361702129,0.1174785100286533,0.14410480349344978,0.06666666666666667,0.08549222797927461,0.19948186528497408,10.18507462686567,25.18608695652174,0.17120280948200176,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101123,1610612751,Gerald Green,Gerald Green,101123,NJN,9777.0,163,-4,306,325,84.0,81.0,40.0,631,8.0,10.0,1.0,1.0,3.0,3.0,9.0,14.0,7.0,22.0,2.0,7.0,,,2.0,2.0,5.0,21.0,,,2.0,11.0,24.0,46.0,7.0,28.0,11.0,80.0,309,1.0,5.0,,,1.0,3.0,7.0,14.0,4.0,13.0,4.0,30.0,28.0,20.0,18.0,3.0,,17.0,5.0,1.0,6.0,2.0,8.0,2.0,,3.0,3.0,,18.0,,4.0,10.0,10.0,22.0,4.0,26.0,1.0,5.0,4.0,1.0,4.0,,2.0,7.0,2.0,2.0,11.0,,1.0,10.0,19.0,1.0,3.0,12.0,,,,15.0,1.0,,,7.0,,1.0,1.0,,1.0,2.0,1.0,,30.0,83.0,2.0,1.0,0.5833333333333334,0.5833333333333334,0.8571428571428571,0.25,,0.3076923076923077,0.2916666666666667,0.5217391304347826,0.2,0.5,0.46621621621621623,0.2,0.48148148148148145,0.49382716049382713,0.25,0.5172413793103449,0.3783783783783784,0.021739130434782608,0.1,,,26.210826210826212,0.36363636363636365,0.07936507936507936,0.0380952380952381,0.22727272727272727,,0.11764705882352941,0.02702702702702703,,0.0625,,,0.045454545454545456,0.09302325581395349,0.10256410256410256,0.2,0.2857142857142857,0.02631578947368421,0.5,0.13513513513513514,0.8,0.8888888888888888,0.75,0.1891891891891892,0.6428571428571429,0.6428571428571429,0.4444444444444444,0.2972972972972973,0.3181818181818182,0.3181818181818182,0.5714285714285714,0.0945945945945946,0.2857142857142857,0.2857142857142857,1.0,0.28378378378378377,0.23809523809523808,0.23809523809523808,0.8,0.2,1.0,1.0,,,,,0.1111111111111111,1.0,0.07407407407407407,1.0,0.4074074074074074,0.18181818181818182,0.5135135135135135,0.29411764705882354,0.48429,0.4746,0.45600434782608695,0.0875,0.1346153846153846,,0.0375,0.375,11.77391304347826,29.03214285714285,0.27450980392156865,4.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.047619047619047616,,,,,,,,,,,,,,,,,True,,
101130,1610612751,Johan Petro,Johan Petro,101130,NJN,11138.0,186,-62,345,353,72.0,92.0,42.0,698,7.0,15.0,3.0,9.0,,3.0,4.0,10.0,6.0,19.0,,,,,,,,,,,,,17.0,44.0,,,5.0,39.0,375,4.0,13.0,,,,8.0,,5.0,,,4.0,4.0,24.0,10.0,,,6.0,,,2.0,6.0,2.0,8.0,,2.0,4.0,2.0,,18.0,5.0,13.0,6.0,29.0,37.0,18.0,55.0,2.0,7.0,7.0,,8.0,1.0,6.0,4.0,,2.0,12.0,1.0,2.0,20.0,33.0,4.0,1.0,5.0,,,,7.0,1.0,,,3.0,,1.0,10.0,5.0,5.0,10.0,8.0,,4.0,72.0,2.0,1.0,0.7058823529411765,0.8571428571428571,,,,,,0.38636363636363635,0.3076923076923077,,0.38636363636363635,0.3076923076923077,,0.4148936170212766,0.3076923076923077,0.2857142857142857,,0.045454545454545456,0.13333333333333333,,,14.86146095717884,0.6666666666666666,0.2283464566929134,0.09701492537313433,0.15789473684210525,0.09090909090909091,0.21212121212121213,0.09523809523809523,0.17142857142857143,0.06153846153846154,0.05555555555555555,0.15789473684210525,0.26666666666666666,0.23333333333333334,0.19230769230769232,0.14814814814814814,0.18181818181818182,0.08,0.8,0.3409090909090909,0.4666666666666667,0.5384615384615384,0.5714285714285714,0.22727272727272727,0.4,0.4,0.75,0.4318181818181818,0.3157894736842105,0.3157894736842105,0.8333333333333334,,,,,,,,,0.6923076923076923,0.3333333333333333,,,,,,0.6,,,,,,0.3409090909090909,,0.4774681818181819,0.5695916666666667,0.47062,0.06521739130434782,0.06521739130434782,,0.20512820512820512,0.10256410256410256,9.552272727272728,,0.20869565217391303,,2.0,,1.0,,,0.2857142857142857,0.08823529411764706,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,
200749,1610612751,Shelden Williams,Shelden Williams,200749,NJN,25192.0,420,-79,753,782,107.0,142.0,103.0,1535,21.0,49.0,7.0,21.0,2.0,7.0,4.0,7.0,,7.0,,,,,,,,,,,,,25.0,63.0,,,15.0,65.0,844,8.0,24.0,,,,16.0,2.0,8.0,,,,4.0,36.0,14.0,,,14.0,,,10.0,6.0,4.0,10.0,4.0,,1.0,2.0,3.0,24.0,13.0,30.0,17.0,44.0,69.0,44.0,113.0,5.0,14.0,7.0,7.0,9.0,4.0,3.0,11.0,,6.0,20.0,5.0,1.0,31.0,48.0,1.0,,37.0,4.0,10.0,3.0,18.0,2.0,,,10.0,,,13.0,9.0,3.0,13.0,7.0,2.0,4.0,107.0,3.0,,0.72,1.0,,,,,,0.3968253968253968,0.3333333333333333,0.25,0.3968253968253968,0.3333333333333333,0.25,0.45774647887323944,0.3333333333333333,0.25,,0.15873015873015872,0.1836734693877551,0.14285714285714285,,10.236220472440944,0.45,0.14473684210526316,0.11627906976744186,0.2,0.09090909090909091,0.15681233933161953,0.10723192019950124,0.14772727272727273,0.08653846153846154,0.06542056074766354,0.16666666666666666,0.1485148514851485,0.10843373493975904,0.16666666666666666,0.1694915254237288,0.2692307692307692,0.17857142857142858,0.5384615384615384,0.7777777777777778,0.42857142857142855,0.525,0.6666666666666666,0.1111111111111111,0.5714285714285714,0.6666666666666666,1.0,0.1111111111111111,,,,,,,,,,,,0.875,0.3333333333333333,,,,,,0.875,0.2857142857142857,,,,,0.7777777777777778,,0.5583936507936509,0.5445473684210526,0.5408875,0.14084507042253522,0.14084507042253522,,0.24615384615384617,0.06153846153846154,4.177777777777779,,0.14209827357237717,,8.0,,2.0,,,0.36363636363636365,0.12121212121212122,3.0,1.0,,,1.0,1.0,1.0,2.0,0.05555555555555555,,,,,,,,True,,
2052,1610612751,DeShawn Stevenson,DeShawn Stevenson,2052,NJN,57618.0,960,-164,1754,1807,302.0,335.0,243.0,3561,3.0,8.0,1.0,2.0,,,1.0,3.0,4.0,16.0,15.0,55.0,1.0,11.0,3.0,8.0,26.0,90.0,7.0,15.0,1.0,14.0,8.0,27.0,41.0,145.0,9.0,148.0,1910,3.0,5.0,8.0,26.0,2.0,32.0,,3.0,4.0,22.0,,12.0,4.0,12.0,111.0,12.0,2.0,90.0,26.0,2.0,18.0,23.0,41.0,20.0,3.0,8.0,2.0,8.0,105.0,5.0,2.0,24.0,63.0,94.0,7.0,101.0,2.0,19.0,15.0,4.0,11.0,2.0,8.0,8.0,1.0,3.0,19.0,1.0,3.0,32.0,59.0,1.0,4.0,22.0,1.0,2.0,10.0,16.0,1.0,,,3.0,3.0,1.0,4.0,2.0,1.0,4.0,4.0,,12.0,296.0,2.0,,0.25,0.2857142857142857,0.9024390243902439,0.2827586206896552,0.3076923076923077,0.18181818181818182,0.2827586206896552,0.2962962962962963,0.6,,0.40406976744186046,0.4838709677419355,0.24,0.4157303370786517,0.5,0.23076923076923078,0.8430232558139535,0.07407407407407407,0.25,,,9.614446071254271,0.5789473684210527,0.09473684210526316,0.0032,0.11009174311926606,0.01639344262295082,0.0985277463193658,0.007526881720430108,,0.004,0.018867924528301886,0.010752688172043012,0.07894736842105263,0.05813953488372093,0.1320754716981132,0.09740259740259741,0.140625,0.01694915254237288,1.0,0.046511627906976744,0.375,0.5,,0.01744186046511628,0.3333333333333333,0.3333333333333333,1.0,0.09302325581395349,0.25,0.25,0.25,0.31976744186046513,0.2727272727272727,0.2777777777777778,1.0,0.5232558139534884,0.28888888888888886,0.29213483146067415,0.8461538461538461,0.06451612903225806,0.5,,0.3548387096774194,0.09090909090909091,0.4838709677419355,0.4666666666666667,,,0.32,0.375,0.56,0.07142857142857142,0.8895348837209303,0.28888888888888886,0.5516450292397661,0.5600727272727272,0.5320819999999999,0.03389830508474576,0.10344827586206896,0.02027027027027027,0.21621621621621623,0.08108108108108109,12.948148148148148,24.51862068965517,0.17217787913340935,,7.0,,1.0,,,0.1320754716981132,0.006172839506172839,,,,,,1.0,,,,2.0,0.013793103448275862,0.01818181818181818,0.011111111111111112,1.0,0.8571428571428571,,True,,
201627,1610612751,Anthony Morrow,Anthony Morrow,201627,NJN,20111.0,335,-76,628,642,115.0,151.0,100.0,1270,6.0,8.0,2.0,3.0,,1.0,10.0,28.0,15.0,48.0,8.0,23.0,,1.0,1.0,3.0,9.0,33.0,1.0,2.0,,6.0,31.0,84.0,17.0,56.0,18.0,131.0,680,5.0,12.0,1.0,3.0,1.0,14.0,,8.0,1.0,9.0,13.0,16.0,44.0,18.0,48.0,3.0,4.0,33.0,9.0,5.0,9.0,3.0,12.0,3.0,,2.0,4.0,3.0,27.0,2.0,3.0,4.0,20.0,25.0,5.0,30.0,1.0,11.0,8.0,3.0,13.0,2.0,7.0,8.0,1.0,6.0,21.0,3.0,4.0,5.0,13.0,1.0,1.0,23.0,,,2.0,19.0,1.0,,,3.0,,7.0,3.0,2.0,,3.0,1.0,1.0,11.0,109.0,,4.0,0.7096774193548387,0.7586206896551724,0.9411764705882353,0.30357142857142855,0.3333333333333333,0.1111111111111111,0.30357142857142855,0.36904761904761907,0.4166666666666667,,0.4035714285714286,0.43333333333333335,0.08823529411764706,0.4395973154362416,0.4666666666666667,0.3333333333333333,0.4,0.05952380952380952,0.125,0.10714285714285714,0.020833333333333332,23.192360163710777,0.6190476190476191,0.08968609865470852,0.013452914798206279,0.04819277108433735,0.015503875968992248,0.0784313725490196,0.014204545454545454,0.02702702702702703,,0.022988505747126436,,0.1076923076923077,0.11428571428571428,0.056818181818181816,0.01639344262295082,0.13636363636363635,0.011764705882352941,0.3333333333333333,0.05714285714285714,0.75,0.8571428571428571,0.5,0.2,0.35714285714285715,0.4,0.7,0.34285714285714286,0.3125,0.3191489361702128,0.8,0.16428571428571428,0.34782608695652173,0.34782608695652173,1.0,0.2357142857142857,0.2727272727272727,0.28125,0.8888888888888888,0.2,0.6666666666666666,,0.06666666666666667,,0.13333333333333333,0.5,0.058823529411764705,,0.17647058823529413,0.3333333333333333,0.35294117647058826,,0.45714285714285713,0.2727272727272727,0.4800932142857143,0.4774111111111112,0.4584235294117648,0.02112676056338028,0.03488372093023256,,0.10687022900763359,0.12213740458015267,13.321428571428571,24.58214285714286,0.18312101910828024,,1.0,1.0,,,,0.07692307692307693,0.016666666666666666,2.0,,,,,1.0,,,,1.0,0.017857142857142856,,0.030303030303030304,,1.0,,True,,
202705,1610612751,MarShon Brooks,MarShon Brooks,202705,NJN,32845.0,547,-73,1001,1010,134.0,129.0,126.0,2011,31.0,55.0,7.0,10.0,5.0,9.0,29.0,60.0,27.0,65.0,4.0,8.0,1.0,1.0,1.0,2.0,15.0,42.0,,1.0,2.0,5.0,87.0,180.0,19.0,50.0,22.0,253.0,1074,12.0,20.0,1.0,2.0,3.0,30.0,11.0,23.0,3.0,7.0,11.0,42.0,46.0,128.0,36.0,21.0,12.0,42.0,15.0,13.0,34.0,13.0,47.0,6.0,7.0,18.0,6.0,10.0,107.0,9.0,14.0,7.0,35.0,44.0,24.0,68.0,3.0,20.0,15.0,5.0,16.0,3.0,10.0,13.0,2.0,6.0,29.0,3.0,4.0,21.0,35.0,1.0,1.0,35.0,,1.0,3.0,37.0,4.0,,1.0,17.0,,3.0,6.0,5.0,1.0,6.0,4.0,,41.0,131.0,1.0,2.0,0.26436781609195403,0.2839506172839506,0.631578947368421,0.38,0.5,0.42857142857142855,0.38,0.48333333333333334,0.6,0.4782608695652174,0.5021739130434782,0.6136363636363636,0.5166666666666667,0.5121951219512195,0.625,0.5394736842105263,0.21739130434782608,0.07222222222222222,0.14545454545454545,0.06666666666666667,0.015384615384615385,23.625429553264603,0.5517241379310345,0.08928571428571429,0.03910614525139665,0.06086956521739131,0.055900621118012424,0.08284023668639054,0.04431599229287091,0.03968253968253968,0.022058823529411766,0.06306306306306306,0.04,0.07482993197278912,0.03488372093023256,0.1320754716981132,0.08045977011494253,,0.027522935779816515,0.6666666666666666,0.2391304347826087,0.5636363636363636,0.6595744680851063,0.3548387096774194,0.2608695652173913,0.48333333333333334,0.5178571428571429,0.1724137931034483,0.2826086956521739,0.4153846153846154,0.421875,0.25925925925925924,0.034782608695652174,0.5,0.5,1.0,0.1826086956521739,0.35714285714285715,0.35714285714285715,0.5333333333333333,0.45454545454545453,0.7,,0.045454545454545456,1.0,0.045454545454545456,,0.3,0.5555555555555556,0.06666666666666667,0.5,0.16666666666666666,0.4,0.45652173913043476,0.35714285714285715,0.4851170305676855,0.49260625,0.4829896551724138,0.06995884773662552,0.08808290155440414,,0.11857707509881422,0.16600790513833993,10.095555555555555,25.334000000000007,0.13386613386613386,,2.0,1.0,1.0,,,0.05263157894736842,0.0625,3.0,1.0,1.0,,1.0,,,5.0,0.03571428571428571,,,,,1.0,,,True,,
2743,1610612751,Kris Humphries,Kris Humphries,2743,NJN,42004.0,700,-36,1266,1310,210.0,244.0,182.0,2576,57.0,109.0,18.0,35.0,7.0,13.0,23.0,53.0,35.0,76.0,,,,,,,,,,,,,115.0,238.0,,,70.0,300.0,1357,24.0,49.0,,,12.0,60.0,9.0,22.0,,,19.0,37.0,146.0,84.0,,,26.0,,,28.0,17.0,11.0,28.0,8.0,3.0,7.0,4.0,6.0,67.0,19.0,56.0,33.0,103.0,152.0,81.0,233.0,11.0,19.0,13.0,6.0,21.0,5.0,7.0,21.0,4.0,14.0,42.0,3.0,8.0,21.0,45.0,4.0,7.0,72.0,1.0,12.0,2.0,85.0,3.0,,,34.0,,10.0,25.0,24.0,1.0,25.0,14.0,2.0,37.0,206.0,4.0,7.0,0.6347826086956522,0.7156862745098039,,,,,,0.4831932773109244,0.4897959183673469,0.4090909090909091,0.4831932773109244,0.4897959183673469,0.4090909090909091,0.5376344086021505,0.5357142857142857,0.5441176470588235,,0.11764705882352941,0.1834862385321101,0.09433962264150944,0.039473684210526314,21.4572192513369,0.5,0.21237113402061855,0.12173913043478261,0.20121951219512196,0.09178743961352658,0.20955315870570107,0.11244377811094453,0.17575757575757575,0.06111111111111111,0.10071942446043165,0.07352941176470588,0.18452380952380953,0.22321428571428573,0.22926829268292684,0.21929824561403508,0.16,0.11702127659574468,0.56,0.4579831932773109,0.5229357798165137,0.6404494382022472,0.6666666666666666,0.22268907563025211,0.4339622641509434,0.4791666666666667,0.5217391304347826,0.31932773109243695,0.4605263157894737,0.4794520547945205,0.6571428571428571,,,,,,,,,0.7142857142857143,0.5142857142857142,0.2777777777777778,,,,,0.5909090909090909,0.5384615384615384,,,,,0.4579831932773109,,0.5064042016806725,0.5552390243902439,0.5264045454545454,0.12639405204460966,0.12639405204460966,,0.2,0.12333333333333334,8.092436974789916,,0.16587677725118483,,16.0,1.0,,,,0.4,0.1391304347826087,1.0,,1.0,2.0,6.0,,,1.0,0.17647058823529413,,,,,,,,True,,
202178,1610612751,Sundiata Gaines,Sundiata Gaines,202178,NJN,9172.0,153,-94,278,304,66.0,90.0,44.0,582,5.0,14.0,2.0,3.0,2.0,5.0,6.0,14.0,5.0,14.0,,1.0,,,,,5.0,11.0,1.0,1.0,2.0,4.0,16.0,42.0,5.0,12.0,11.0,58.0,337,3.0,6.0,1.0,1.0,1.0,10.0,4.0,9.0,2.0,4.0,3.0,17.0,12.0,20.0,6.0,9.0,4.0,11.0,5.0,4.0,13.0,5.0,18.0,3.0,2.0,8.0,2.0,3.0,41.0,1.0,3.0,9.0,9.0,19.0,4.0,23.0,1.0,10.0,4.0,6.0,8.0,2.0,3.0,2.0,,5.0,10.0,2.0,3.0,11.0,16.0,,,18.0,1.0,,,19.0,5.0,,,10.0,,2.0,,,,,,,17.0,65.0,2.0,1.0,0.375,0.42857142857142855,0.4,0.4166666666666667,1.0,0.5,0.4166666666666667,0.38095238095238093,0.5,0.4444444444444444,0.4351851851851852,0.6428571428571429,0.5384615384615384,0.47540983606557374,0.7142857142857143,0.5666666666666667,0.2222222222222222,0.09523809523809523,0.21428571428571427,0.07142857142857142,,21.646341463414636,0.8,0.1,0.027522935779816515,0.1836734693877551,0.022727272727272728,0.12949640287769784,0.026143790849673203,,0.022222222222222223,0.030303030303030304,,0.02631578947368421,0.19047619047619047,0.12903225806451613,0.1891891891891892,0.16666666666666666,0.034482758620689655,,0.25925925925925924,0.35714285714285715,0.45454545454545453,0.2,0.25925925925925924,0.42857142857142855,0.46153846153846156,0.5,0.25925925925925924,0.35714285714285715,0.35714285714285715,0.4,0.018518518518518517,,,,0.2037037037037037,0.45454545454545453,0.45454545454545453,0.4,0.42857142857142855,0.6666666666666666,,,,0.14285714285714285,1.0,0.38461538461538464,0.4,,,0.3076923076923077,0.5,0.48148148148148145,0.45454545454545453,0.46353055555555556,0.44921666666666665,0.5069038461538461,0.1694915254237288,0.2127659574468085,,0.1724137931034483,0.29310344827586204,10.799999999999999,25.541666666666668,0.23741007194244604,,1.0,,,,,0.16666666666666666,0.06896551724137931,,,,,,,,,,,,,,,1.0,1.0,True,,
2222,1610612751,Gerald Wallace,Gerald Wallace,2222,NJN,6754.0,113,19,208,211,51.0,29.0,31.0,419,19.0,35.0,8.0,12.0,9.0,12.0,,3.0,1.0,9.0,,3.0,,1.0,,1.0,2.0,3.0,,,,1.0,20.0,47.0,2.0,6.0,19.0,65.0,203,8.0,12.0,,1.0,6.0,22.0,9.0,14.0,,2.0,5.0,23.0,18.0,22.0,6.0,,10.0,3.0,2.0,6.0,7.0,5.0,12.0,2.0,3.0,2.0,1.0,4.0,29.0,2.0,8.0,2.0,16.0,19.0,11.0,30.0,3.0,8.0,6.0,2.0,5.0,1.0,4.0,3.0,,1.0,8.0,,1.0,3.0,12.0,,1.0,16.0,2.0,,,22.0,2.0,,,9.0,1.0,2.0,1.0,,1.0,1.0,1.0,,23.0,51.0,,,0.45,0.6,1.0,0.3333333333333333,,,0.3333333333333333,0.425531914893617,0.6666666666666666,0.6428571428571429,0.4339622641509434,0.6153846153846154,0.5625,0.5158730158730159,0.6875,0.6052631578947368,0.11320754716981132,0.1276595744680851,0.11428571428571428,0.6666666666666666,,28.925619834710744,0.625,0.2222222222222222,0.10810810810810811,0.05714285714285714,0.08,0.16822429906542055,0.10101010101010101,0.17647058823529413,0.06666666666666667,0.058823529411764705,0.125,0.09523809523809523,0.3157894736842105,0.25,,0.14285714285714285,0.12,1.0,0.660377358490566,0.5428571428571428,0.6129032258064516,0.47368421052631576,0.05660377358490566,,,,0.16981132075471697,0.1111111111111111,0.1111111111111111,,0.05660377358490566,,,,0.05660377358490566,0.6666666666666666,0.6666666666666666,1.0,0.9230769230769231,0.6666666666666666,0.25,0.07692307692307693,,,,0.75,0.75,0.0625,,0.0625,,0.7735849056603774,0.6666666666666666,0.5539141509433961,0.555235,0.5773625,0.16393442622950818,0.16666666666666666,0.14285714285714285,0.3384615384615385,0.35384615384615387,5.306382978723403,24.03333333333333,0.24519230769230768,,1.0,,,,,0.3333333333333333,,,1.0,,,1.0,,,,0.1111111111111111,,,,,,,,True,,
