EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,FtPoints,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,AtRimAssists,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,AtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,AtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted2s,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,OffThreePtRebounds,FTOffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,PenaltyFG2M,PtsPutbacks,Steals,BadPassSteals,PenaltyFg2Pct,OffAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceTurnovers,BlockingFouls,Loose Ball Fouls,3SecondViolations,Blocked2s,BlockedAtRim,Blocks,Corner3Assists,Travels,Charge Fouls,BadPassOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,BlockedLongMidRange,RecoveredBlocks,DefensiveGoaltends,BlocksRecoveredPct,SelfOReb,SelfORebPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,ShortMidRangeAssists,LostBallSteals,Clear Path Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends
101155,1610612746,Ryan Gomes,Ryan Gomes,101155,LAC,2298.0,38,-20,75,76,31,26.0,12.0,151,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,5.0,86,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,6.0,3.0,3.0,1.0,31,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,1.0,0.3571428571428571,1.0,0.3571428571428571,1.0,0.4285714285714285,7.608695652173913,0.25,0.0952380952380952,0.0333333333333333,0.2857142857142857,0.1428571428571428,0.0263157894736842,0.0833333333333333,0.1666666666666666,0.3333333333333333,0.5714285714285714,0.25,0.25,1.0,0.1428571428571428,1.0,1.0,1.0,0.2857142857142857,0.3333333333333333,0.4285714285714285,0.4792214285714286,0.4469166666666666,0.4,17.6,24.066666666666663,0.4133333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612746,Chauncey Billups,Chauncey Billups,1497,LAC,314.0,5,2,11,9,3,,3.0,20,1.0,2.0,,,,,1.0,3.0,,,4.0,8,,,,,,2.0,,,1.0,1.0,,2.0,,,1.0,,1.0,,1.0,,,2.0,3,1.0,1.0,,,,0.3333333333333333,,0.3333333333333333,,0.4,,,35.71428571428571,,0.2,,,0.2,,,0.3333333333333333,,0.6666666666666666,0.5,0.5,1.0,,,,,,,0.3333333333333333,0.4875666666666666,,,14.066666666666668,,0.2727272727272727,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202622,1610612746,Courtney Fortson,Courtney Fortson,202622,LAC,2754.0,46,-34,89,90,34,35.0,13.0,179,1.0,1.0,,,4.0,4.0,4.0,8.0,1.0,4.0,17.0,110,,1.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,11.0,2.0,1.0,3.0,,4.0,4.0,8.0,1.0,3.0,6.0,34,0.5,0.5,1.0,0.25,0.25,0.5,,0.4583333333333333,,0.53125,0.5,0.3333333333333333,19.626168224299064,,0.1153846153846153,0.0588235294117647,0.1428571428571428,0.1212121212121212,0.0697674418604651,0.0666666666666666,0.1538461538461538,,0.0833333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.4503363636363637,0.51912,0.1764705882352941,5.7875,28.525,0.3820224719101123,6.0,6.0,4.0,7.0,1.0,1.0,9.0,3.0,2.0,7.0,2.0,0.4375,0.125,,0.5,0.2142857142857142,0.3,0.4117647058823529,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.25,0.8,0.25,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.25,1.0,0.5,0.5,0.3333333333333333,0.0833333333333333,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,0.25,0.25,0.3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202717,1610612746,Trey Thompkins,Trey Thompkins,202717,LAC,1688.0,28,-26,55,56,22,23.0,10.0,111,,4.0,,,3.0,1.0,4.0,13.0,,3.0,12.0,66,1.0,5.0,2.0,5.0,1.0,2.0,,3.0,1.0,1.0,,2.0,1.0,,4.0,2.0,6.0,1.0,7.0,3.0,3.0,3.0,22,0.25,0.3333333333333333,,,,0.3076923076923077,0.2,0.25,0.2,0.3157894736842105,0.2,0.1875,28.98550724637681,0.6666666666666666,0.2666666666666666,0.0384615384615384,,0.2105263157894736,0.03125,,0.125,,0.25,,,,,,,,0.1875,0.1666666666666666,0.4375,0.458325,0.4701333333333333,0.1666666666666666,9.26923076923077,25.33333333333333,0.4,4.0,4.0,3.0,7.0,1.0,1.0,6.0,3.0,,7.0,,0.4375,0.0769230769230769,,0.25,0.1578947368421052,0.1875,0.5833333333333334,3.0,2.0,2.0,5.0,,,,,6.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,0.3333333333333333,,0.2,,1.0,,,,,0.25,,0.75,0.75,0.3333333333333333,0.3125,,,,0.4,0.3333333333333333,,,0.47748,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.4,0.125,0.6666666666666666,0.2,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,1610612746,Reggie Evans,Reggie Evans,2501,LAC,1949.0,32,-16,60,60,11,17.0,8.0,120,,,,,,,2.0,4.0,,,6.0,71,,1.0,1.0,,,4.0,,,1.0,1.0,,2.0,5.0,1.0,5.0,,6.0,7.0,13.0,4.0,6.0,5.0,11,1.0,1.0,,,,0.5,,0.5,,0.6,0.25,,13.513513513513514,,0.2777777777777778,0.1923076923076923,0.1666666666666666,0.25,0.21875,0.1538461538461538,0.4285714285714285,0.2,,,,,,,,,,,1.0,0.60595,,0.1666666666666666,1.95,,0.1833333333333333,4.0,2.0,,,,1.0,3.0,2.0,,,,,,,1.0,0.4,0.4,,2.0,1.0,,,,,1.0,,,,,,,2.0,,2.0,1.0,3.0,1.0,1.0,5.0,,,,1.0,,,,,,,0.4,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.5,0.5,1.0,,,,,1.0,,,,0.4972,,,,,,1.0,1.0,,0.1428571428571428,0.25,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200751,1610612746,Randy Foye,Randy Foye,200751,LAC,741.0,12,-14,26,25,5,13.0,3.0,51,,2.0,,,3.0,,,3.0,1.0,3.0,3.0,34,,,,,,,3.0,3.0,1.0,1.0,,2.0,,,,,,,,2.0,2.0,,5,,,1.0,0.3333333333333333,0.3333333333333333,,,0.25,,0.25,,0.5,20.689655172413797,,,,,,,,,,0.3333333333333333,,,,,,,,0.5,,0.5,0.4500249999999999,,,16.0,25.03333333333333,0.1923076923076923,,,,,1.0,1.0,,,,,,,0.3333333333333333,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.1666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,729.0,12,-7,23,24,6,10.0,1.0,47,1.0,2.0,,,,,3.0,5.0,,,9.0,32,,,,2.0,,6.0,,,,2.0,,6.0,,,2.0,,2.0,,2.0,1.0,4.0,4.0,6,1.0,1.0,,,,0.6,,0.6,,0.5625,,,41.66666666666667,,0.3333333333333333,,,0.25,,,0.3333333333333333,,0.4,0.5,0.5,1.0,,,,,,,0.6,0.5717,0.58285,,8.219999999999999,,0.2608695652173913,3.0,3.0,1.0,5.0,,,6.0,2.0,1.0,5.0,1.0,0.625,,,0.6,0.2857142857142857,0.2857142857142857,0.5555555555555556,2.0,,1.0,,,,,,,,,2.0,1.0,,,,,2.0,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.5,,,,,1.0,,2.0,,,,1.0,,0.3333333333333333,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,1610612746,Caron Butler,Caron Butler,2406,LAC,736.0,12,-15,23,24,6,15.0,1.0,47,1.0,3.0,,,,,3.0,5.0,,,6.0,32,1.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,6,0.3333333333333333,0.3333333333333333,,,,0.6,0.5,0.6,0.5,0.6,0.5,,32.0,,,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,,,,,,,,0.4,0.477,,0.3333333333333333,12.44,,0.2608695652173913,2.0,,,,,,,,,,,,,,0.4,,,,2.0,1.0,,,,,,,4.0,,,,,,,2.0,,1.0,,2.0,3.0,,,,,,,,,,,0.6666666666666666,,,,,,,1.0,1.0,0.5,,,,,0.5,,,,0.5276,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200780,1610612746,Solomon Jones,Solomon Jones,200780,LAC,975.0,16,-22,32,33,23,18.0,6.0,65,,1.0,,,,,,2.0,,,3.0,47,,1.0,2.0,2.0,,,,,,,,,,,1.0,,1.0,,1.0,2.0,2.0,2.0,23,,,,,,,,,,0.375,0.5,,10.256410256410255,,0.1,,,0.0909090909090909,,,0.1666666666666666,,0.5,,,,,,,,,,,0.41245,0.41245,0.6666666666666666,15.85,,0.71875,,3.0,3.0,3.0,,,4.0,1.0,1.0,3.0,1.0,0.375,,,,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.4089,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,1610612746,Mo Williams,Mo Williams,2590,LAC,697.0,12,-6,21,23,8,3.0,3.0,44,2.0,4.0,,,2.0,2.0,3.0,5.0,1.0,2.0,9.0,28,1.0,1.0,2.0,1.0,2.0,,3.0,2.0,1.0,1.0,,2.0,,,,,,,,,1.0,,8,,,1.0,0.5,0.5,0.6,1.0,0.6428571428571429,1.0,0.6428571428571429,1.0,0.2857142857142857,36.0,,,,,,,,,,0.5714285714285714,0.5,0.5,,,,,,0.2857142857142857,0.6666666666666666,0.2857142857142857,0.3981214285714286,0.40985,0.2222222222222222,16.860000000000003,28.45,0.3809523809523809,,,,5.0,,1.0,,,,5.0,,0.8333333333333334,,,,,,0.5555555555555556,,,,1.0,1.0,1.0,,1.0,6.0,1.0,,,,,,2.0,1.0,,,1.0,2.0,,,,,,0.5,0.8333333333333334,,,,1.0,,,,,,,,,,0.1428571428571428,0.5,0.5,1.0,,,0.5,0.5,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
