EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,LostBallSteals,SecondChanceTurnovers,BlockingFouls,Charge Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffCorner3ReboundPct,Clear Path Fouls,BlockedLongMidRange,Corner3PctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,HeaveAttempts,3pt And 1 Free Throw Trips,on,OffensiveGoaltends
101132,1610612761,Linas Kleiza,Linas Kleiza,101132,TOR,11226.0,187,-57.0,351,344,108.0,128,39,695,9.0,15.0,2.0,5.0,3.0,3.0,11.0,7.0,20.0,8.0,2.0,8.0,24.0,2.0,4.0,11.0,19.0,46.0,8.0,32.0,14.0,76.0,405,3.0,7.0,2.0,3.0,9.0,6.0,15.0,4.0,13.0,8.0,32.0,34.0,4.0,21.0,3.0,2.0,24.0,8.0,5.0,2.0,7.0,4.0,11.0,4.0,2.0,2.0,3.0,26.0,9.0,1.0,8.0,16,6.0,30,10.0,40,1.0,3.0,3.0,7.0,1.0,5.0,1.0,6.0,2.0,12.0,6.0,5.0,16.0,1.0,2.0,1.0,9.0,14.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,32.0,108.0,1.0,3.0,0.8947368421052632,0.9444444444444444,0.875,0.25,0.3076923076923077,0.25,0.41304347826086957,0.42857142857142855,0.4,0.3974358974358974,0.3333333333333333,0.42857142857142855,0.4523809523809524,0.45,0.5,0.41025641025641024,0.0625,0.10869565217391304,0.36363636363636365,0.05,0.08333333333333333,24.06015037593985,0.5833333333333334,0.42857142857142855,0.1,0.13114754098360656,0.06818181818181818,0.1509433962264151,0.13714285714285715,0.05142857142857143,0.06976744186046512,0.030303030303030304,0.08928571428571429,0.1794871794871795,0.14634146341463414,0.07142857142857142,0.1388888888888889,0.17647058823529413,0.022727272727272728,0.19230769230769232,0.6,0.6,0.8888888888888888,0.14102564102564102,0.2727272727272727,0.42857142857142855,1.0,0.2564102564102564,0.35,0.3684210526315789,0.8571428571428571,0.10256410256410256,0.3076923076923077,0.3333333333333333,0.36363636363636365,0.875,0.5555555555555556,0.4,0.5,0.2222222222222222,0.10714285714285714,0.07142857142857142,0.39285714285714285,0.36363636363636365,0.6025641025641025,0.3333333333333333,0.4974557692307691,0.4948687499999999,0.4594607142857142,0.06172839506172839,0.10204081632653061,0.11842105263157894,0.42105263157894735,9.834782608695653,24.756249999999998,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101161,1610612761,Amir Johnson,Amir Johnson,101161,TOR,16122.0,269,-21.0,489,493,57.0,43,48,982,22.0,30.0,5.0,8.0,6.0,7.0,13.0,9.0,26.0,1.0,1.0,,1.0,,,,38.0,69.0,1.0,2.0,5.0,84.0,502,8.0,13.0,,,16.0,6.0,8.0,1.0,1.0,,15.0,56.0,20.0,3.0,,6.0,1.0,,4.0,,11.0,4.0,15.0,3.0,5.0,1.0,5.0,34.0,12.0,,9.0,33,5.0,47,13.0,60,3.0,1.0,1.0,5.0,3.0,7.0,,2.0,,12.0,,14.0,30.0,,2.0,4.0,9.0,7.0,1.0,4.0,,18.0,7.0,18.0,,15.0,57.0,3.0,,0.7368421052631579,0.8,1.0,0.5,1.0,0.5,0.5507246376811594,0.6153846153846154,0.75,0.5563380281690141,0.6153846153846154,0.8333333333333334,0.5675675675675675,0.6153846153846154,0.8333333333333334,0.028169014084507043,,0.057971014492753624,,0.038461538461538464,,15.808823529411763,0.4166666666666667,0.29411764705882354,,0.17647058823529413,0.057692307692307696,0.19148936170212766,0.1794871794871795,0.05439330543933055,0.10714285714285714,0.0392156862745098,0.039603960396039604,0.06,0.22807017543859648,0.2125,0.24242424242424243,0.07142857142857142,0.10714285714285714,0.4225352112676056,0.7333333333333333,0.8148148148148148,0.7727272727272727,0.18309859154929578,0.5384615384615384,0.5384615384615384,0.42857142857142855,0.36619718309859156,0.34615384615384615,0.36,0.8888888888888888,0.014084507042253521,0.014084507042253521,,,,0.6153846153846154,0.625,0.2,,0.6666666666666666,0.1111111111111111,,,0.4507042253521127,,0.4922654929577465,0.5101307692307693,0.5866333333333333,0.05405405405405406,0.05555555555555555,0.19047619047619047,0.17857142857142858,9.162318840579712,24.55,0.1165644171779141,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,12.0,1.0,1.0,0.1,0.03225806451612903,0.041666666666666664,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,33948.0,566,-148.0,1048,1059,163.0,150,126,2107,12.0,19.0,,,2.0,5.0,9.0,39.0,87.0,1.0,1.0,18.0,50.0,2.0,5.0,8.0,56.0,115.0,19.0,51.0,15.0,184.0,1181,2.0,5.0,2.0,3.0,7.0,7.0,17.0,6.0,9.0,4.0,36.0,28.0,84.0,48.0,9.0,,50.0,18.0,6.0,,104.0,23.0,127.0,17.0,48.0,21.0,35.0,277.0,2.0,,7.0,31,,38,3.0,41,,17.0,9.0,25.0,22.0,11.0,,3.0,3.0,36.0,4.0,13.0,23.0,,,1.0,20.0,17.0,1.0,4.0,,,,,,36.0,163.0,2.0,,0.25,0.25,0.8421052631578947,0.37254901960784315,0.6666666666666666,0.37254901960784315,0.48695652173913045,0.4,0.4117647058823529,0.5090361445783133,0.2857142857142857,0.6153846153846154,0.5205882352941177,0.375,0.6296296296296297,0.3072289156626506,,0.05217391304347826,,0.011494252873563218,,17.39864864864865,0.6944444444444444,,,0.08659217877094973,0.0045662100456621,0.061946902654867256,0.08067940552016985,0.005597014925373134,0.014598540145985401,,,0.08737864077669903,0.06451612903225806,0.10687022900763359,0.07692307692307693,0.02857142857142857,,0.1144578313253012,0.631578947368421,0.8571428571428571,0.16666666666666666,0.05421686746987952,0.5555555555555556,0.5555555555555556,0.2,0.5240963855421686,0.4482758620689655,0.45348837209302323,0.28205128205128205,0.006024096385542169,0.30120481927710846,0.36,0.36,0.8333333333333334,,,,0.2857142857142857,0.07692307692307693,0.038461538461538464,0.3076923076923077,0.625,0.42168674698795183,0.36,0.48613915662650603,0.47551,0.45651153846153847,0.029411764705882353,0.03389830508474576,0.03804347826086957,0.1956521739130435,15.067826086956526,25.178431372549017,0.15553435114503816,1.0,1.0,1.0,6.0,1.0,6.0,1.0,,,,,,,0.2631578947368421,0.01020408163265306,0.013513513513513514,,1.0,1.0,1.0,0.5,1.0,8.0,2.0,1.0,4.0,2.0,7.0,1.0,0.019230769230769232,,,,,,,,,,,,,,,,,,,,True,
201189,1610612761,Aaron Gray,Aaron Gray,201189,TOR,48761.0,813,-153.0,1491,1503,252.0,257,184,2994,63.0,102.0,28.0,38.0,16.0,17.0,51.0,3.0,8.0,,,,,,,,83.0,161.0,,,25.0,191.0,1633,29.0,44.0,,9.0,67.0,12.0,18.0,,,8.0,32.0,110.0,56.0,,,46.0,,,15.0,,25.0,2.0,27.0,2.0,18.0,2.0,5.0,56.0,65.0,,41.0,131,26.0,198,83.0,281,1.0,22.0,16.0,15.0,12.0,36.0,3.0,3.0,4.0,51.0,12.0,70.0,127.0,1.0,14.0,15.0,39.0,47.0,5.0,24.0,2.0,17.0,5.0,17.0,4.0,32.0,252.0,8.0,2.0,0.6626506024096386,0.9166666666666666,,,,,0.515527950310559,0.6590909090909091,0.6666666666666666,0.515527950310559,0.6590909090909091,0.6666666666666666,0.5247252747252747,0.6568627450980392,0.6153846153846154,,,0.09316770186335403,0.11764705882352941,,,13.762551683402245,0.29411764705882354,0.4406779661016949,,0.2568627450980392,0.10603588907014681,0.24260355029585798,0.2533136966126657,0.11126005361930295,0.125,0.0967741935483871,0.09774436090225563,0.22818791946308725,0.2911392405063291,0.2512315270935961,0.211864406779661,0.3137254901960784,0.015873015873015872,0.6335403726708074,0.6176470588235294,0.6774193548387096,0.5714285714285714,0.3167701863354037,0.3333333333333333,0.37777777777777777,0.9411764705882353,0.049689440993788817,0.375,0.375,1.0,,,,,,0.8636363636363636,0.7368421052631579,0.03571428571428571,,0.8888888888888888,,,,0.6335403726708074,,0.5290571428571429,0.5653461538461538,0.5771499999999999,0.13333333333333333,0.13333333333333333,0.3507853403141361,0.16753926701570682,4.177639751552794,,0.16901408450704225,11.0,,,,18.0,4.0,3.0,2.0,1.0,12.0,11.0,1.0,5.0,0.08823529411764706,0.13533834586466165,0.10204081632653061,0.6470588235294118,,,,0.6875,,6.0,3.0,3.0,3.0,1.0,,,,0.22857142857142856,,,,,,,,,,,,,,,,,,,True,
201942,1610612761,DeMar DeRozan,DeMar DeRozan,201942,TOR,40216.0,670,-130.0,1225,1240,184.0,160,150,2465,42.0,85.0,2.0,8.0,11.0,23.0,67.0,34.0,119.0,3.0,1.0,,9.0,2.0,,2.0,99.0,271.0,1.0,12.0,82.0,283.0,1336,5.0,18.0,2.0,6.0,16.0,10.0,34.0,,3.0,11.0,31.0,126.0,72.0,3.0,,2.0,9.0,,31.0,1.0,37.0,17.0,54.0,11.0,22.0,6.0,9.0,125.0,15.0,,13.0,29,,42,17.0,59,6.0,16.0,10.0,17.0,5.0,18.0,5.0,12.0,2.0,35.0,5.0,23.0,45.0,3.0,2.0,1.0,76.0,105.0,9.0,53.0,4.0,5.0,1.0,5.0,,31.0,184.0,2.0,4.0,0.6363636363636364,0.6428571428571429,1.0,0.08333333333333333,,0.08333333333333333,0.36531365313653136,0.2777777777777778,0.29411764705882354,0.3551236749116608,0.25,0.2702702702702703,0.42749244712990936,0.3333333333333333,0.34444444444444444,0.04240282685512368,0.08333333333333333,0.11439114391143912,0.11940298507462686,0.025210084033613446,,26.425992779783392,0.4857142857142857,,,0.06937799043062201,0.029354207436399216,0.1,0.07664233576642336,0.027597402597402596,0.04697986577181208,0.029850746268656716,0.017543859649122806,0.09401709401709402,0.03787878787878788,0.07692307692307693,0.08888888888888889,0.125,0.040268456375838924,0.3003533568904594,0.49411764705882355,0.6461538461538462,0.7142857142857143,0.23674911660777384,0.34328358208955223,0.3898305084745763,0.4782608695652174,0.4204946996466431,0.2857142857142857,0.29310344827586204,0.6470588235294118,0.01060070671378092,0.03180212014134275,,,,0.4,0.25,,0.1,0.2972972972972973,0.02702702702702703,0.05405405405405406,,0.34275618374558303,,0.46932049469964676,0.41230833333333333,0.44145675675675683,0.1620795107033639,0.16825396825396827,0.05653710247349823,0.10954063604240283,11.100738007380075,25.78333333333333,0.15020408163265306,5.0,1.0,,6.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,,,0.23529411764705882,0.01904761904761905,0.025974025974025976,0.4,0.3333333333333333,0.5,1.0,0.45454545454545453,,6.0,4.0,4.0,1.0,5.0,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,True,
200745,1610612761,Andrea Bargnani,Andrea Bargnani,200745,TOR,13545.0,226,-42.0,418,421,9.0,45,46,839,13.0,30.0,1.0,3.0,,9.0,23.0,17.0,41.0,,,11.0,26.0,1.0,1.0,2.0,39.0,94.0,11.0,26.0,26.0,137.0,485,8.0,11.0,1.0,4.0,23.0,1.0,2.0,1.0,2.0,1.0,6.0,42.0,36.0,30.0,3.0,2.0,26.0,11.0,6.0,,10.0,1.0,11.0,1.0,5.0,3.0,2.0,23.0,4.0,,3.0,19,5.0,27,6.0,33,,5.0,5.0,5.0,3.0,6.0,2.0,2.0,1.0,11.0,,4.0,13.0,1.0,2.0,1.0,23.0,29.0,2.0,14.0,,3.0,1.0,3.0,1.0,6.0,9.0,1.0,,0.5384615384615384,0.5526315789473685,0.9090909090909091,0.4230769230769231,0.5,0.4230769230769231,0.4148936170212766,0.7272727272727273,0.5,0.4625,0.7916666666666666,0.625,0.5113636363636364,0.7857142857142857,0.625,0.21666666666666667,,0.06382978723404255,0.043478260869565216,0.024390243902439025,,30.62098501070664,0.45454545454545453,0.2631578947368421,,0.1450381679389313,0.023952095808383235,0.06818181818181818,0.12571428571428572,0.02912621359223301,0.01818181818181818,0.02127659574468085,0.03076923076923077,0.07692307692307693,0.17073170731707318,0.17647058823529413,0.0967741935483871,,,0.25,0.43333333333333335,0.5,0.6923076923076923,0.19166666666666668,0.391304347826087,0.4090909090909091,0.4444444444444444,0.3416666666666667,0.4146341463414634,0.425,0.47058823529411764,,0.21666666666666667,0.4230769230769231,0.4230769230769231,0.9090909090909091,0.25,0.3333333333333333,1.0,0.08333333333333333,,,0.5,0.5,0.4666666666666667,0.4230769230769231,0.4901150000000001,0.47661428571428566,0.42581250000000004,0.10606060606060606,0.1320754716981132,0.1678832116788321,0.043795620437956206,10.714893617021277,25.16923076923077,0.0215311004784689,,,,,2.0,1.0,,1.0,1.0,2.0,1.0,,,0.13333333333333333,0.05128205128205128,0.03125,0.3333333333333333,,,,,,,,1.0,,,3.0,,,0.14285714285714285,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,True,
201573,1610612761,Jerryd Bayless,Jerryd Bayless,201573,TOR,6747.0,112,-42.0,206,208,21.0,43,34,414,5.0,9.0,,,3.0,2.0,4.0,5.0,12.0,4.0,,4.0,14.0,2.0,,3.0,12.0,25.0,7.0,18.0,8.0,53.0,249,1.0,1.0,3.0,,8.0,4.0,6.0,,3.0,1.0,9.0,6.0,18.0,18.0,3.0,,14.0,4.0,2.0,1.0,11.0,1.0,12.0,1.0,4.0,3.0,4.0,25.0,2.0,,3.0,5,1.0,9,2.0,11,,5.0,2.0,2.0,1.0,3.0,1.0,1.0,,5.0,1.0,7.0,12.0,1.0,,1.0,12.0,9.0,1.0,4.0,1.0,2.0,1.0,2.0,,9.0,21.0,,1.0,0.25,0.25,0.8571428571428571,0.3888888888888889,,0.3888888888888889,0.48,1.0,0.6666666666666666,0.5232558139534884,1.0,0.4444444444444444,0.5638297872340425,1.0,0.45,0.4186046511627907,0.05555555555555555,0.08,0.25,,0.07142857142857142,21.576763485477176,0.4,0.16666666666666666,,0.09090909090909091,0.024390243902439025,0.21428571428571427,0.11594202898550725,0.0196078431372549,,0.041666666666666664,0.03125,0.06666666666666667,0.09090909090909091,0.10344827586206896,0.2222222222222222,0.2,,0.20930232558139536,0.5555555555555556,0.625,0.4,0.09302325581395349,0.5,0.6666666666666666,,0.27906976744186046,0.4166666666666667,0.4166666666666667,0.2,0.09302325581395349,0.32558139534883723,0.2857142857142857,0.3076923076923077,1.0,,,,0.5,0.3333333333333333,,0.3333333333333333,,0.627906976744186,0.2857142857142857,0.5186697674418604,0.5766666666666667,0.5110166666666667,0.08695652173913043,0.14285714285714285,0.1509433962264151,0.16981132075471697,11.164000000000001,24.949999999999996,0.10194174757281553,1.0,3.0,,,,,,,1.0,,,,,0.1111111111111111,,,,0.75,0.75,0.6666666666666666,0.3333333333333333,,3.0,,,2.0,1.0,,,,,,1.0,,1.0,2.0,0.6666666666666666,0.5,1.0,1.0,1.0,0.25,1.0,,,,,,,True,
201814,1610612761,Gary Forbes,Gary Forbes,201814,TOR,7164.0,119,-8.0,219,218,71.0,81,29,437,6.0,12.0,,1.0,2.0,6.0,11.0,4.0,10.0,4.0,,3.0,6.0,,2.0,4.0,16.0,33.0,5.0,10.0,16.0,63.0,247,1.0,2.0,2.0,,5.0,5.0,11.0,2.0,4.0,9.0,25.0,10.0,22.0,15.0,,,6.0,3.0,4.0,,7.0,2.0,9.0,1.0,4.0,3.0,,20.0,2.0,,1.0,7,,8,2.0,10,,9.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,8.0,3.0,4.0,6.0,,,,13.0,20.0,2.0,8.0,3.0,,,,,25.0,71.0,2.0,3.0,0.3125,0.3125,1.0,0.5,0.5,0.5,0.48484848484848486,0.5,0.45454545454545453,0.5465116279069767,0.625,0.5333333333333333,0.6057692307692307,0.625,0.625,0.23255813953488372,,0.12121212121212122,0.09090909090909091,0.1,,23.529411764705884,0.625,,,0.09090909090909091,0.024096385542168676,0.02857142857142857,0.07142857142857142,0.019230769230769232,0.02857142857142857,,0.030303030303030304,0.07142857142857142,,0.19230769230769232,0.037037037037037035,,,0.27906976744186046,0.5,0.6,0.3333333333333333,0.2558139534883721,0.5454545454545454,0.6,,0.23255813953488372,0.4,0.4444444444444444,0.75,0.09302325581395349,0.13953488372093023,0.5,0.5,1.0,0.25,,,,0.13333333333333333,,0.26666666666666666,0.5,0.5116279069767442,0.5,0.48161395348837205,0.5465,0.4635600000000001,0.16326530612244897,0.20512820512820512,0.07936507936507936,0.3968253968253968,9.954545454545455,24.15,0.3242009132420091,,2.0,,1.0,,1.0,,,,,,,,0.16666666666666666,,,,0.5,0.5,1.0,,,5.0,1.0,1.0,,1.0,,,,,,,,,1.0,0.5,,,1.0,2.0,0.5,0.5,1.0,,,,,,True,
201949,1610612761,James Johnson,James Johnson,201949,TOR,27475.0,458,-64.0,857,862,117.0,94,105,1719,44.0,78.0,10.0,16.0,14.0,10.0,25.0,10.0,39.0,13.0,2.0,3.0,6.0,,,,64.0,142.0,6.0,19.0,27.0,173.0,905,12.0,22.0,1.0,3.0,30.0,10.0,22.0,,2.0,7.0,27.0,58.0,70.0,15.0,3.0,4.0,6.0,3.0,11.0,,26.0,5.0,31.0,5.0,19.0,5.0,2.0,67.0,14.0,,14.0,32,7.0,53,15.0,68,1.0,14.0,9.0,4.0,2.0,14.0,2.0,2.0,3.0,18.0,1.0,18.0,40.0,5.0,1.0,1.0,24.0,34.0,2.0,17.0,1.0,11.0,1.0,14.0,,27.0,117.0,,1.0,0.453125,0.46774193548387094,0.8333333333333334,0.3157894736842105,,0.3157894736842105,0.4507042253521127,0.5454545454545454,0.45454545454545453,0.453416149068323,0.5869565217391305,0.4166666666666667,0.4887005649717514,0.6,0.48214285714285715,0.11801242236024845,,0.07746478873239436,0.04,0.02564102564102564,,20.082389289392378,0.2222222222222222,0.22580645161290322,,0.1111111111111111,0.040229885057471264,0.13592233009708737,0.11764705882352941,0.03571428571428571,0.03333333333333333,0.06976744186046512,0.028169014084507043,0.11688311688311688,0.14285714285714285,0.07964601769911504,0.11428571428571428,0.18181818181818182,0.0125,0.484472049689441,0.5641025641025641,0.6376811594202898,0.4090909090909091,0.15527950310559005,0.4,0.4166666666666667,0.5,0.2422360248447205,0.2564102564102564,0.2631578947368421,0.6,0.08074534161490683,0.037267080745341616,0.5,0.5,0.6666666666666666,0.6956521739130435,0.625,0.5,,0.5833333333333334,0.08333333333333333,,,0.6024844720496895,0.5,0.5190186335403727,0.5670263157894737,0.5131854166666667,0.09659090909090909,0.10828025477707007,0.17341040462427745,0.15606936416184972,7.231690140845069,23.821052631578947,0.13652275379229872,6.0,3.0,,,1.0,2.0,,,,7.0,6.0,1.0,,0.11538461538461539,0.013888888888888888,0.01818181818181818,0.42857142857142855,0.23076923076923078,0.23076923076923078,1.0,0.42857142857142855,,5.0,3.0,2.0,1.0,2.0,,,,,,3.0,,,1.0,1.0,,,1.0,1.0,0.043478260869565216,1.0,1.0,3.0,2.0,1.0,,,True,
202334,1610612761,Ed Davis,Ed Davis,202334,TOR,12402.0,207,-74.0,372,379,118.0,95,63,751,17.0,27.0,11.0,16.0,11.0,9.0,19.0,1.0,7.0,,,,,,,,27.0,53.0,,,11.0,65.0,423,12.0,19.0,,3.0,27.0,9.0,19.0,,,3.0,21.0,30.0,24.0,,,20.0,,,4.0,,5.0,,5.0,,3.0,,2.0,10.0,20.0,,7.0,20,3.0,30,23.0,53,,6.0,3.0,3.0,2.0,5.0,1.0,1.0,2.0,8.0,2.0,8.0,16.0,1.0,2.0,,14.0,18.0,2.0,9.0,1.0,7.0,,7.0,,21.0,118.0,1.0,1.0,0.5555555555555556,0.8823529411764706,,,,,0.5094339622641509,0.631578947368421,0.47368421052631576,0.5094339622641509,0.631578947368421,0.47368421052631576,0.5327868852459017,0.6428571428571429,0.5,,,0.07547169811320754,0.05263157894736842,,,15.610859728506787,0.375,0.2,,0.15625,0.12578616352201258,0.14285714285714285,0.15254237288135594,0.11855670103092783,0.17857142857142858,0.05405405405405406,0.12121212121212122,0.15555555555555556,0.2222222222222222,0.10638297872340426,0.15789473684210525,0.09090909090909091,,0.5094339622641509,0.6296296296296297,0.7083333333333334,0.4117647058823529,0.3584905660377358,0.47368421052631576,0.5,0.7777777777777778,0.1320754716981132,0.14285714285714285,0.14285714285714285,1.0,,,,,,0.8421052631578947,0.6875,0.09090909090909091,,0.5789473684210527,,,,0.5094339622641509,,0.4804754716981131,0.5583000000000001,0.49142631578947366,0.15,0.15,0.4153846153846154,0.3230769230769231,6.533962264150944,,0.3172043010752688,6.0,,,,3.0,,,1.0,,7.0,3.0,,1.0,0.1111111111111111,0.08571428571428572,0.1111111111111111,0.42857142857142855,,,,0.5454545454545454,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
