EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,PenaltyArc3FGM,SecondChanceFG2M,PenaltyFG2M,PenaltyFG3M,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,Arc3Assists,AtRimAssists,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Clear Path Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Accuracy,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFtPoints,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,PenaltyCorner3FGM,PtsUnassisted3s,HeaveAttempts,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,on,BlockedCorner3,3pt And 1 Free Throw Trips
101249,1610612741,John Lucas III,John Lucas III,101249,CHI,2438.0,41,5,83,81,39,35,19,164,3,1.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,1,7,2.0,9.0,1.0,9,92,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,6.0,6.0,2.0,2.0,3.0,5,3.0,1.0,1.0,13,3.0,2.0,2.0,1,3,5.0,8,2.0,2.0,1.0,1.0,1.0,1.0,3,2,1.0,2.0,1.0,1.0,33,1.0,1.0,1.0,1.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.14285714285714285,0.25,0.3,0.2647058823529412,0.3,0.08333333333333333,0.5625,16.363636363636363,1.0,0.047619047619047616,0.06666666666666667,0.2222222222222222,0.13043478260869565,0.1,0.09433962264150944,0.09090909090909091,0.07142857142857142,0.15789473684210525,0.1111111111111111,0.2222222222222222,0.1875,0.25,0.25,0.25,1.0,0.1875,0.375,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,0.4,0.5,1.0,0.4,0.4,0.2,0.75,0.3333333333333333,0.49623437500000006,0.48338333333333333,0.47901999999999995,0.058823529411764705,0.125,0.3333333333333333,0.1111111111111111,12.257142857142858,25.4,0.46987951807228917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1888,1610612741,Richard Hamilton,Richard Hamilton,1888,CHI,16247.0,271,61,504,499,51,102,70,1003,15,,1.0,29.0,71.0,7.0,,,7.0,11.0,3.0,4.0,4.0,55,113,10.0,18.0,12.0,152,511,13.0,3.0,4.0,23.0,11.0,4.0,3.0,20.0,82.0,30.0,11.0,7.0,31.0,7.0,38,4.0,5.0,11.0,83,2.0,5.0,3.0,12,15,8.0,23,4.0,4.0,12.0,8.0,18.0,8.0,21,20,,17.0,8.0,20.0,51,,0.7454545454545455,0.7592592592592593,1.0,0.5555555555555556,0.75,0.5555555555555556,0.48672566371681414,0.5343511450381679,0.6764705882352942,0.5547445255474452,0.6764705882352942,0.5882352941176471,0.13740458015267176,26.138279932546375,0.6666666666666666,0.061224489795918366,0.024875621890547265,0.06,0.044444444444444446,0.06097560975609756,0.028455284552845527,0.018518518518518517,0.019417475728155338,0.03225806451612903,0.061224489795918366,0.07142857142857142,0.11450381679389313,0.5419847328244275,0.4084507042253521,0.4142857142857143,0.8620689655172413,0.05343511450381679,0.08396946564885496,0.6363636363636364,0.7,1.0,,,0.23529411764705882,0.75,1.0,0.06666666666666667,,0.26666666666666666,0.25190839694656486,0.6363636363636364,0.46763893129771,0.46605416666666666,0.43877333333333335,0.058823529411764705,0.06779661016949153,0.1513157894736842,0.13157894736842105,13.925663716814158,24.499999999999996,0.10119047619047619,11.0,15.0,27.0,3.0,3.0,7.0,4.0,3.0,28.0,2.0,6.0,1.0,3.0,15.0,1.0,4.0,2.0,6.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.75,0.5384615384615384,0.36363636363636365,0.5666666666666667,0.05555555555555555,0.05309734513274336,0.2,0.07407407407407407,0.014084507042253521,0.09090909090909091,0.1,0.045454545454545456,0.07142857142857142,0.02040816326530612,0.10204081632653061,0.06779661016949153,0.7333333333333333,0.9166666666666666,0.7272727272727273,0.20610687022900764,0.5555555555555556,0.6,0.5333333333333333,0.42857142857142855,0.42857142857142855,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,41156.0,686,-7,1284,1274,198,233,184,2558,134,57.0,17.0,11.0,25.0,,,,,,,,,94,188,,,57.0,245,1378,59.0,,,77.0,23.0,,27.0,49.0,114.0,,,,49.0,7.0,56,2.0,10.0,13.0,119,20.0,73.0,21.0,92,119,94.0,213,10.0,5.0,19.0,11.0,32.0,28.0,60,66,1.0,75.0,29.0,48.0,191,8.0,0.6063829787234043,0.8260869565217391,,,,,0.5,0.5,0.4915254237288136,0.5493273542600897,0.5347222222222222,0.6282051282051282,,16.85393258426966,0.59375,0.18699186991869918,0.142578125,0.14788732394366197,0.15267175572519084,0.17823343848580442,0.14463452566096424,0.1901840490797546,0.11983471074380166,0.1276595744680851,0.17040358744394618,0.15315315315315314,0.7127659574468085,0.13297872340425532,0.44,0.44,0.9090909090909091,,,,,,0.9661016949152542,,,,,0.7391304347826086,,,0.7127659574468085,,0.555936170212766,0.5781851851851852,0.5219782608695652,0.13679245283018868,0.13679245283018868,0.3142857142857143,0.2,4.591489361702127,,0.1542056074766355,75.0,8.0,29.0,,,29.0,11.0,,74.0,50.0,25.0,,5.0,26.0,1.0,8.0,1.0,13.0,8.0,3.0,,1.0,5.0,,11.0,3.0,,0.4915254237288136,0.4782608695652174,0.4782608695652174,,0.13297872340425532,0.15671641791044777,0.13793103448275862,,,0.034482758620689655,0.12149532710280374,0.21621621621621623,0.19310344827586207,0.20967741935483872,0.11764705882352941,0.5597014925373134,0.6637168141592921,0.6,0.15425531914893617,0.27586206896551724,0.32,0.25,,,,,28.0,9.0,19.0,6.0,5.0,1.0,3.0,12.0,1.0,2.0,6.0,14.0,3.0,40.0,31.0,1.0,8.0,40.0,25.0,1.0,4.0,10.0,0.21428571428571427,0.12903225806451613,0.625,0.49122807017543857,0.03571428571428571,0.5294117647058824,,,,,,,,,,,,,,,True,,
201228,1610612741,C.J. Watson,C.J. Watson,201228,CHI,69561.0,1159,38,2152,2146,391,421,322,4298,75,7.0,13.0,47.0,142.0,31.0,4.0,6.0,52.0,142.0,5.0,19.0,35.0,93,264,68.0,173.0,84.0,474,2215,26.0,8.0,23.0,60.0,50.0,41.0,20.0,97.0,52.0,141.0,139.0,52.0,159.0,41.0,200,11.0,17.0,79.0,441,5.0,16.0,19.0,65,84,21.0,105,45.0,30.0,56.0,35.0,97.0,45.0,103,118,6.0,104.0,44.0,95.0,382,3.0,0.27956989247311825,0.2857142857142857,0.6911764705882353,0.3930635838150289,0.34782608695652173,0.4,0.3522727272727273,0.4462242562929062,0.5306122448979592,0.4834710743801653,0.5555555555555556,0.46634615384615385,0.39588100686498856,22.843639228042537,0.5773195876288659,0.07692307692307693,0.01880141010575793,0.08333333333333333,0.02066115702479339,0.0782851817334576,0.0192131747483989,0.0392156862745098,0.009592326139088728,0.027777777777777776,0.09115281501340483,0.0918918918918919,0.17162471395881007,0.32494279176201374,0.33098591549295775,0.3357142857142857,0.3191489361702128,0.07093821510297482,0.32494279176201374,0.36619718309859156,0.36619718309859156,0.6346153846153846,0.14285714285714285,0.08163265306122448,0.3877551020408163,0.2631578947368421,0.6,0.14285714285714285,0.06593406593406594,0.38461538461538464,0.5675057208237986,0.37410071942446044,0.492221131639723,0.4810828947368422,0.45852022471910114,0.09205020920502092,0.14426229508196722,0.12658227848101267,0.20464135021097046,12.225378787878785,25.542196531791898,0.18169144981412638,33.0,13.0,47.0,16.0,16.0,14.0,10.0,19.0,134.0,4.0,20.0,,30.0,63.0,,4.0,16.0,41.0,21.0,6.0,,3.0,3.0,7.0,6.0,1.0,0.4634146341463415,0.5384615384615384,0.2,0.4230769230769231,,0.07575757575757576,0.17333333333333334,0.10638297872340426,0.014084507042253521,,,0.0111731843575419,,0.06477732793522267,0.06666666666666667,0.01639344262295082,0.44,0.532258064516129,0.2727272727272727,0.10755148741418764,0.2765957446808511,0.30952380952380953,0.15384615384615385,0.5161290322580645,0.5161290322580645,0.875,0.45714285714285713,6.0,3.0,8.0,,15.0,4.0,7.0,16.0,8.0,9.0,2.0,2.0,10.0,7.0,2.0,1.0,4.0,8.0,3.0,,,3.0,,0.046511627906976744,0.375,0.8571428571428571,,0.23076923076923078,3.0,3.0,63.0,3.0,2.0,6.0,1.0,1.0,0.75,0.6666666666666666,0.5,,,,True,,
2594,1610612741,Kyle Korver,Kyle Korver,2594,CHI,26688.0,445,-7,837,808,209,179,135,1645,7,1.0,1.0,10.0,39.0,23.0,1.0,1.0,25.0,59.0,2.0,9.0,9.0,15,48,37.0,82.0,25.0,166,875,6.0,3.0,10.0,14.0,7.0,10.0,20.0,31.0,28.0,108.0,59.0,25.0,28.0,5.0,33,2.0,9.0,3.0,71,2.0,6.0,9.0,20,31,8.0,39,11.0,8.0,8.0,4.0,14.0,16.0,31,23,,30.0,2.0,23.0,202,5.0,0.9333333333333333,1.0,0.972972972972973,0.45121951219512196,0.3,0.45121951219512196,0.3125,0.5423076923076923,0.34375,0.5709219858156028,0.3888888888888889,0.5370370370370371,0.6307692307692307,15.546639919759278,0.5714285714285714,0.06734006734006734,0.01812688821752266,0.0989010989010989,0.01818181818181818,0.07474226804123711,0.018140589569160998,0.030927835051546393,0.005988023952095809,0.011627906976744186,0.06956521739130435,0.0945945945945946,0.05384615384615385,0.3,0.2564102564102564,0.2564102564102564,1.0,0.17692307692307693,0.45384615384615384,0.423728813559322,0.423728813559322,0.96,0.0625,0.0625,0.5625,0.2222222222222222,1.0,0.058823529411764705,0.058823529411764705,0.5294117647058824,0.6846153846153846,0.423728813559322,0.513221923076923,0.5013566666666666,0.5056176470588235,0.015267175572519083,0.04081632653061224,0.08433734939759036,0.18674698795180722,16.197916666666668,24.815853658536582,0.24970131421744324,5.0,,2.0,12.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,,3.0,16.0,,,1.0,6.0,4.0,,,1.0,1.0,7.0,10.0,,0.3,0.16666666666666666,0.14285714285714285,0.3235294117647059,,0.041666666666666664,0.2857142857142857,,,,,0.029850746268656716,0.041666666666666664,0.05263157894736842,0.08045977011494253,,0.7142857142857143,1.0,0.8,0.015384615384615385,,,,0.5217391304347826,0.5217391304347826,1.0,0.3333333333333333,1.0,1.0,3.0,2.0,3.0,2.0,1.0,,,,1.0,2.0,3.0,6.0,1.0,2.0,3.0,6.0,3.0,,,6.0,0.08333333333333333,0.11764705882352941,0.5,1.0,,1.0,1.0,,3.0,,2.0,,,,1.0,1.0,,,,,True,,
200758,1610612741,Ronnie Brewer,Ronnie Brewer,200758,CHI,37103.0,618,13,1130,1148,175,172,163,2278,75,20.0,10.0,18.0,65.0,14.0,,2.0,1.0,11.0,,,2.0,62,149,5.0,25.0,14.0,153,1140,24.0,,,21.0,20.0,4.0,4.0,20.0,90.0,12.0,10.0,1.0,36.0,11.0,47,2.0,3.0,14.0,105,5.0,20.0,14.0,45,62,25.0,87,31.0,21.0,10.0,7.0,17.0,6.0,17,28,1.0,30.0,12.0,20.0,173,1.0,0.7258064516129032,0.8333333333333334,0.8,0.2,,0.20833333333333334,0.4161073825503356,0.3994252873563218,0.4166666666666667,0.4090909090909091,0.40384615384615385,0.3448275862068966,0.14367816091954022,15.39622641509434,0.5882352941176471,0.09240246406570841,0.04415011037527594,0.11570247933884298,0.045871559633027525,0.09703947368421052,0.04448398576512456,0.05755395683453238,0.04035874439461883,0.06172839506172839,0.13963963963963963,0.10309278350515463,0.43103448275862066,0.3735632183908046,0.27692307692307694,0.28125,0.8333333333333334,0.08045977011494253,0.06321839080459771,0.09090909090909091,0.09090909090909091,,0.8333333333333334,,,,,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.5747126436781609,0.1,0.5245763157894737,0.547495238095238,0.5330886363636363,0.07065217391304347,0.0759493670886076,0.13725490196078433,0.13071895424836602,9.698657718120804,25.58,0.15486725663716813,43.0,1.0,9.0,4.0,,10.0,8.0,,34.0,16.0,10.0,,9.0,19.0,,4.0,1.0,7.0,3.0,2.0,,3.0,3.0,,3.0,,,0.4166666666666667,0.4,0.3333333333333333,,0.06711409395973154,0.10666666666666667,0.1111111111111111,0.015384615384615385,,,0.03296703296703297,,0.041666666666666664,0.06611570247933884,0.043478260869565216,0.5733333333333334,0.6417910447761194,0.6744186046511628,0.05172413793103448,0.1111111111111111,0.125,1.0,0.2857142857142857,0.2857142857142857,1.0,,10.0,6.0,1.0,3.0,10.0,,1.0,,,,1.0,,1.0,8.0,3.0,2.0,3.0,9.0,4.0,,,3.0,0.1111111111111111,0.16666666666666666,0.4444444444444444,0.5,0.2,0.6,,,3.0,1.0,1.0,,1.0,1.0,,,,1.0,0.038461538461538464,,True,,
201959,1610612741,Taj Gibson,Taj Gibson,201959,CHI,26958.0,449,21,818,823,202,180,139,1641,52,16.0,8.0,11.0,49.0,,,,,,,,,62,136,,,35.0,159,815,29.0,,,42.0,25.0,,9.0,33.0,92.0,,,,6.0,10.0,16,4.0,2.0,,42,3.0,32.0,10.0,40,63,37.0,100,3.0,1.0,10.0,4.0,27.0,27.0,55,37,,49.0,23.0,33.0,200,4.0,0.7419354838709677,0.8518518518518519,,,,,0.45588235294117646,0.45588235294117646,0.5862068965517241,0.5,0.6176470588235294,0.515625,,18.960244648318042,0.37037037037037035,0.11904761904761904,0.09907120743034056,0.12048192771084337,0.028846153846153848,0.11933174224343675,0.08196721311475409,0.14634146341463414,0.06358381502890173,0.02531645569620253,0.14814814814814814,0.07462686567164178,0.38235294117647056,0.3602941176470588,0.22448979591836735,0.22916666666666666,1.0,,,,,,0.5517241379310345,,,,,0.32,,,0.38235294117647056,,0.47582499999999994,0.5092961538461538,0.46015200000000006,0.14743589743589744,0.14743589743589744,0.2641509433962264,0.20754716981132076,8.945588235294117,,0.2469437652811736,36.0,15.0,35.0,,,17.0,12.0,,32.0,16.0,9.0,,6.0,4.0,2.0,2.0,,17.0,6.0,4.0,,5.0,3.0,,3.0,,,0.5862068965517241,0.48,0.48,,0.0661764705882353,0.057692307692307696,0.14285714285714285,0.02040816326530612,,0.07692307692307693,0.1323529411764706,0.04,0.053763440860215055,0.1388888888888889,0.03076923076923077,0.6923076923076923,0.7346938775510204,0.6944444444444444,0.25735294117647056,0.42857142857142855,0.5,0.6666666666666666,,,,,12.0,7.0,8.0,13.0,2.0,2.0,3.0,10.0,2.0,3.0,6.0,4.0,1.0,26.0,14.0,1.0,11.0,27.0,10.0,2.0,1.0,3.0,0.41935483870967744,0.3125,0.37037037037037035,0.75,0.4166666666666667,0.875,,,,,,1.0,1.0,1.0,,,,,,,True,,
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,49613.0,827,30,1551,1546,293,293,228,3097,84,23.0,21.0,31.0,91.0,25.0,3.0,2.0,23.0,63.0,4.0,6.0,16.0,102,221,29.0,88.0,61.0,352,1588,28.0,6.0,9.0,56.0,41.0,18.0,16.0,78.0,102.0,87.0,62.0,23.0,53.0,13.0,66,3.0,6.0,9.0,145,4.0,26.0,27.0,50,88,31.0,119,23.0,18.0,26.0,19.0,35.0,15.0,27,53,1.0,76.0,33.0,74.0,287,5.0,0.5,0.5795454545454546,1.0,0.32954545454545453,0.6666666666666666,0.3333333333333333,0.46153846153846156,0.470873786407767,0.7297297297297297,0.5131195335276968,0.7368421052631579,0.5735294117647058,0.284789644012945,20.76923076923077,0.7428571428571429,0.08278145695364239,0.04220779220779221,0.16167664670658682,0.023952095808383235,0.09987029831387809,0.038314176245210725,0.025906735751295335,0.05172413793103448,0.024390243902439025,0.12177121771217712,0.17266187050359713,0.27184466019417475,0.29449838187702265,0.34065934065934067,0.34065934065934067,0.5161290322580645,0.08090614886731391,0.20388349514563106,0.36507936507936506,0.36507936507936506,1.0,0.6216216216216216,0.08108108108108109,0.16216216216216217,0.6666666666666666,1.0,0.3559322033898305,0.03389830508474576,0.2711864406779661,0.5566343042071198,0.3709677419354839,0.5045431818181818,0.5434533333333335,0.5146186440677966,0.10119047619047619,0.13360323886639677,0.1590909090909091,0.2215909090909091,10.08099547511312,25.219318181818178,0.1889103803997421,55.0,16.0,46.0,6.0,6.0,18.0,22.0,6.0,102.0,28.0,14.0,,10.0,38.0,1.0,4.0,2.0,9.0,7.0,2.0,,,7.0,,7.0,,0.3333333333333333,0.6428571428571429,0.5365853658536586,0.5254237288135594,,0.06334841628959276,0.11904761904761904,0.08695652173913043,,,0.02564102564102564,0.045112781954887216,0.022727272727272728,0.028089887640449437,0.07741935483870968,0.024844720496894408,0.6547619047619048,0.7432432432432432,0.509090909090909,0.1488673139158576,0.34782608695652173,0.38095238095238093,0.4375,0.24,0.24,1.0,0.375,18.0,15.0,2.0,11.0,5.0,3.0,1.0,3.0,1.0,2.0,,1.0,2.0,16.0,8.0,4.0,4.0,16.0,11.0,,,5.0,0.25,0.10714285714285714,0.6875,0.782608695652174,0.1111111111111111,0.7142857142857143,2.0,,,1.0,,1.0,,,0.6666666666666666,1.0,,1.0,0.011235955056179775,,True,,
202710,1610612741,Jimmy Butler,Jimmy Butler,202710,CHI,5935.0,99,-2,174,182,29,53,33,356,8,1.0,,1.0,6.0,,,,1.0,4.0,,,3.0,4,19,1.0,4.0,6.0,17,179,3.0,,,,2.0,3.0,1.0,4.0,6.0,3.0,4.0,1.0,3.0,3.0,6,1.0,,2.0,15,1.0,4.0,1.0,6,7,5.0,12,4.0,4.0,,,1.0,4.0,6,4,,8.0,4.0,4.0,29,,0.75,0.75,1.0,0.25,,0.25,0.21052631578947367,0.2391304347826087,,0.3148148148148148,,0.3333333333333333,0.17391304347826086,13.084112149532709,,0.09523809523809523,0.0625,0.05555555555555555,0.02702702702702703,0.08641975308641975,0.04950495049504951,,0.1,0.034482758620689655,0.10714285714285714,0.07142857142857142,0.34782608695652173,0.2608695652173913,0.16666666666666666,0.16666666666666666,1.0,,0.17391304347826086,0.25,0.25,1.0,0.3333333333333333,,,,,,,0.6,0.5217391304347826,0.25,0.45248260869565216,0.4456,0.41196,0.14814814814814814,0.17391304347826086,,0.23529411764705882,8.605263157894736,25.2,0.16666666666666666,3.0,,5.0,,1.0,,,1.0,2.0,,4.0,,2.0,1.0,,,,1.0,,,,,,,,,0.3333333333333333,,,0.3,,0.21052631578947367,0.25,0.4,,,,0.07692307692307693,,0.06666666666666667,0.1,,0.375,0.5,0.6666666666666666,0.21739130434782608,,,,,,,0.3333333333333333,,,,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2430,1610612741,Carlos Boozer,Carlos Boozer,2430,CHI,43514.0,725,9,1348,1336,191,214,187,2684,109,27.0,17.0,61.0,145.0,,,,,,,,,175,338,,,41.0,391,1409,49.0,,,57.0,42.0,,8.0,46.0,224.0,,,,41.0,16.0,57,4.0,3.0,11.0,130,9.0,33.0,31.0,133,177,42.0,219,22.0,13.0,26.0,18.0,50.0,41.0,66,47,,59.0,34.0,46.0,188,3.0,0.64,0.7,,,,,0.5177514792899408,0.5177514792899408,0.5306122448979592,0.5385674931129476,0.5480769230769231,0.48936170212765956,,26.155794806839772,0.52,0.25430210325047803,0.059245960502693,0.22142857142857142,0.0703125,0.2473604826546003,0.061313868613138686,0.06077348066298342,0.058365758754863814,0.053763440860215055,0.25925925925925924,0.24324324324324326,0.3224852071005917,0.4289940828402367,0.4206896551724138,0.4236111111111111,0.6885245901639344,,,,,,0.5510204081632653,,,,,0.40476190476190477,,,0.3224852071005917,,0.46713343195266277,0.5287075000000001,0.48822619047619054,0.09366391184573003,0.09366391184573003,0.14578005115089515,0.11764705882352941,10.06715976331361,,0.14169139465875372,72.0,42.0,84.0,,,26.0,19.0,,126.0,30.0,19.0,,12.0,27.0,,6.0,6.0,24.0,8.0,5.0,,4.0,9.0,,,1.0,,0.5306122448979592,0.4523809523809524,0.4523809523809524,,0.05621301775147929,0.11926605504587157,0.05952380952380952,0.006896551724137931,,,0.058823529411764705,0.11428571428571428,0.1935483870967742,0.32,0.041666666666666664,0.6605504587155964,0.75,0.6805555555555556,0.2485207100591716,0.5,0.5316455696202531,0.5,,,,,18.0,10.0,5.0,13.0,9.0,2.0,4.0,8.0,,3.0,5.0,2.0,1.0,7.0,5.0,,2.0,7.0,5.0,,3.0,,0.43333333333333335,0.13793103448275862,0.7142857142857143,0.6666666666666666,0.2777777777777778,0.5882352941176471,,,,,1.0,,,,,,,,,1.0,True,,
