EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,Fouls,Loose Ball Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyAtRimFGA,ShortMidRangeFGM,PtsUnassisted2s,LongMidRangeAssists,Steals,BadPassSteals,LostBallSteals,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,ShootingFouls,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Corner3FGM,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,LiveBallTurnovers,BadPassTurnovers,Travels,2pt And 1 Free Throw Trips,LiveBallTurnoverPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyFtPoints,Corner3Assists,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefCorner3ReboundPct,BlocksRecoveredPct,FTDefRebounds,DefFTReboundPct,LongMidRangePctBlocked,on,PenaltyAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG2M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg2Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,BlockedCorner3,OffensiveGoaltends,Defensive 3 Seconds Violations,Clear Path Fouls,DefensiveGoaltends
1499,1610612755,Tony Battie,Tony Battie,1499,PHI,650.0,11,-5,20,19,2.0,4.0,4.0,39,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,23,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,11.538461538461538,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4052833333333334,0.3983,0.3008,1.0,15.149999999999999,25.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201970,1610612755,Sam Young,Sam Young,201970,PHI,1446.0,24,-9,43,44,8.0,7.0,6.0,87,,,1.0,4.0,,3.0,4.0,10.0,49,,,,,,4.0,1.0,,1.0,,,1.0,2.0,,,8.0,,,,,0.6428571428571429,,0.625,,0.5714285714285714,17.647058823529413,,0.14285714285714285,,,,0.5714285714285714,0.8571428571428571,0.5695071428571429,,0.47685,,6.0,25.525,0.18604651162790697,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,9.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.75,1.0,0.75,1.5,1.5,0.3333333333333333,0.5,0.06666666666666667,0.2857142857142857,0.13636363636363635,0.16666666666666666,0.3333333333333333,0.2857142857142857,0.75,0.75,1.0,1.0,1.0,0.75,0.125,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201975,1610612755,Jodie Meeks,Jodie Meeks,201975,PHI,1434.0,24,-4,48,47,9.0,5.0,7.0,95,2.0,1.0,2.0,5.0,3.0,8.0,5.0,13.0,44,1.0,1.0,2.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,,,5.0,,,7.0,0.6666666666666666,0.6666666666666666,0.375,1.0,0.34615384615384615,1.0,0.43333333333333335,1.0,0.38461538461538464,25.0,0.15384615384615385,0.15384615384615385,0.5,0.5,,0.38461538461538464,0.6923076923076923,0.4828038461538462,0.3399,0.5408999999999999,0.15384615384615385,7.987500000000001,26.080000000000002,0.1875,4.0,1.0,,1.0,1.0,4.0,,1.0,,3.0,1.0,1.0,1.0,,1.0,1.0,,,,,2.0,4.0,2.0,,1.0,0.2,,0.2,,,0.125,0.25,,0.1111111111111111,0.047619047619047616,,0.16666666666666666,0.3076923076923077,0.2,0.2,1.0,0.5,,0.2,0.13333333333333333,0.2,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202696,1610612755,Nikola Vucevic,Nikola Vucevic,202696,PHI,1777.0,30,-12,55,56,15.0,7.0,8.0,111,1.0,,3.0,,2.0,10.0,,4.0,60,1.0,6.0,2.0,3.0,2.0,,,1.0,1.0,1.0,,,3.0,2.0,,13.0,0.5,1.0,0.2,0.16666666666666666,0.2,0.16666666666666666,0.2,0.16666666666666666,,14.705882352941176,0.1,0.3,,,,,0.6,0.53124,0.5655833333333333,0.45859999999999995,0.5,6.2700000000000005,,0.2727272727272727,6.0,,,,,,,,,,,1.0,,6.0,6.0,14.0,,,,,,,,,,,,,,,0.1,0.16666666666666666,0.35294117647058826,,0.2222222222222222,0.5,,0.6,,,,,,,,,,1.0,,2.0,,2.0,2.0,,,,,0.3333333333333333,2.0,1.0,5.0,2.0,1.0,7.0,8.0,3.0,2.0,0.25925925925925924,0.1,0.21621621621621623,0.38461538461538464,0.2,0.1111111111111111,0.1,0.2,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.4,0.5,0.8333333333333334,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202918,1610612755,Xavier Silas,Xavier Silas,202918,PHI,2322.0,39,-14,73,73,15.0,8.0,11.0,146,2.0,,2.0,5.0,3.0,9.0,6.0,11.0,76,,1.0,,1.0,2.0,5.0,1.0,2.0,3.0,2.0,,1.0,8.0,5.0,,13.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3,,0.34375,,0.4,21.11111111111111,0.13333333333333333,0.13333333333333333,,,,0.3333333333333333,0.7333333333333333,0.5580033333333334,0.4091,0.593825,,5.622222222222224,25.98333333333333,0.2054794520547945,5.0,,,1.0,1.0,2.0,,1.0,,3.0,,1.0,,2.0,2.0,4.0,1.0,2.0,3.0,,5.0,3.0,2.0,,1.0,0.16666666666666666,,0.16666666666666666,,,0.1111111111111111,0.2,0.09090909090909091,,0.05714285714285714,0.14285714285714285,,0.3333333333333333,,,,0.5,,,0.125,0.2,,1.0,1.0,4.0,,,,,0.5,0.5,1.0,0.5,2.0,,,,,2.0,2.0,1.0,2.0,0.05128205128205128,,0.0392156862745098,0.125,,,,,0.125,0.1111111111111111,0.4,0.5,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.06666666666666667,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202323,1610612755,Evan Turner,Evan Turner,202323,PHI,1108.0,18,-10,35,35,7.0,1.0,8.0,70,5.0,1.0,3.0,2.0,3.0,10.0,2.0,11.0,39,,2.0,,2.0,2.0,2.0,3.0,1.0,4.0,,,,9.0,,,5.0,0.3333333333333333,0.3333333333333333,0.3,,0.375,,0.39285714285714285,,0.16666666666666666,33.333333333333336,0.4166666666666667,0.25,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.47009166666666663,0.5264,0.4505166666666667,,10.38,25.450000000000003,0.2,2.0,1.0,,1.0,1.0,2.0,,1.0,2.0,3.0,1.0,2.0,3.0,2.0,5.0,6.0,,1.0,2.0,,2.0,4.0,,,1.0,0.5,,0.5,,0.2,0.2,0.5,0.16666666666666666,0.42857142857142855,0.2631578947368421,,0.25,0.16666666666666666,0.5,0.5,1.0,0.3333333333333333,,0.5,,,0.18181818181818182,,2.0,4.0,3.0,,,,0.4,0.5,,,,,1.0,,,1.0,1.0,,,0.045454545454545456,,0.03571428571428571,0.09090909090909091,,,,0.2,0.25,,,,,0.5,,,,,,1.0,1.0,,,0.5,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2,0.6666666666666666,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201150,1610612755,Spencer Hawes,Spencer Hawes,201150,PHI,267.0,4,-3,10,10,,,2.0,20,,,2.0,,1.0,3.0,,2.0,10,1.0,2.0,2.0,,,,,,,,,,,,,,,,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,,33.333333333333336,,0.6666666666666666,,,,,0.3333333333333333,0.46723333333333333,0.52385,,1.0,11.066666666666668,,,1.0,,,,,,,,,,,,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,0.5,0.2,,0.5,0.3333333333333333,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,0.14285714285714285,,0.14285714285714285,1.0,,,,,,,1.0,1.0,,0.5,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201950,1610612755,Jrue Holiday,Jrue Holiday,201950,PHI,189.0,3,-5,5,5,,,,10,,,,1.0,,,1.0,,7,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,20.0,,,,,,1.0,1.0,0.5613,,,,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202730,1610612755,Lavoy Allen,Lavoy Allen,202730,PHI,1177.0,20,-1,36,37,6.0,4.0,4.0,73,1.0,1.0,4.0,,1.0,5.0,,2.0,35,,,,1.0,2.0,,,,,,,,,2.0,,6.0,1.0,1.0,0.2,,0.2,,0.2,,,12.195121951219512,0.2,0.8,0.25,0.25,1.0,,,0.39962,,0.4051,,16.720000000000002,,0.16666666666666666,,,,,,,,,,,,,1.0,3.0,5.0,6.0,,,,,,,,,,,,,,,,,0.23076923076923078,0.14285714285714285,0.2,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,2.0,0.058823529411764705,,0.043478260869565216,,0.3333333333333333,,,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202342,1610612755,Craig Brackins,Craig Brackins,202342,PHI,1240.0,21,-7,40,39,13.0,4.0,5.0,79,,2.0,4.0,2.0,2.0,5.0,2.0,7.0,37,,2.0,,2.0,2.0,2.0,,1.0,1.0,1.0,,,3.0,,,11.0,0.5,0.5,0.4,,0.5,,0.5,,0.2857142857142857,14.285714285714286,,0.5714285714285714,0.5,0.6666666666666666,0.5,0.2857142857142857,0.42857142857142855,0.4318714285714286,0.47505,0.46055,,13.84,26.5,0.325,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,,,,,,,,3.0,1.0,0.5,1.0,0.5,0.5,0.5,0.4,1.0,0.1,0.2857142857142857,0.17647058823529413,,0.3333333333333333,0.14285714285714285,0.5,0.5,1.0,0.3333333333333333,1.0,0.5,,,0.42857142857142855,1.0,,2.0,,,,,,,,0.3333333333333333,,,1.0,,,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.25,,1.0,0.5,0.25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
