EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChancePointsPct,Arc3FGM,PenaltyArc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,Corner3Assists,AtRimAssists,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Loose Ball Fouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,FTOffRebounds,Travels,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,LongMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,BlockingFouls,Technical Free Throw Trips,AtRimPctBlocked,SecondChanceFtPoints,OffThreePtRebounds,SecondChanceTurnovers,Offensive Fouls,3SecondViolations,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SelfOReb,SelfORebPct,on,SecondChanceArc3FGM,HeaveAttempts,Clear Path Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockedCorner3,Corner3PctBlocked,DefensiveGoaltends,OffensiveGoaltends
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,808.0,13,-12.0,26,27,6.0,17.0,2.0,53,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,6.0,37,1.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,6.0,2.0,1.0,0.4,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.16666666666666666,24.999999999999996,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.16666666666666666,1.0,0.5,0.16666666666666666,0.3766083333333334,0.38205,0.355575,0.3333333333333333,13.780000000000001,27.6,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
101155,1610612746,Ryan Gomes,Ryan Gomes,101155,LAC,5117.0,85,-32.0,170,168,68.0,76.0,21.0,338,,,1.0,7.0,3.0,,2.0,2.0,8.0,6.0,,7.0,193,1.0,1.0,5.0,,5.0,,3.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,8.0,10.0,,,8.0,2.0,,,,5.0,68.0,1.0,,0.25,0.25,0.25,0.4166666666666667,0.42857142857142855,8.040201005025125,0.07692307692307693,0.10606060606060606,,,,,0.5,0.14285714285714285,0.14285714285714285,0.21428571428571427,,0.3333333333333333,0.5,0.4756357142857142,0.496675,0.5326833333333334,0.7142857142857143,16.8125,24.566666666666666,0.4,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,3.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.2,0.16666666666666666,0.5,1.0,0.8333333333333334,0.4166666666666667,0.8333333333333334,0.125,0.11320754716981132,0.03389830508474576,0.023529411764705882,0.0625,0.038461538461538464,0.16666666666666666,0.1875,0.1,0.07142857142857142,1.0,1.0,1.0,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.16666666666666666,1.0,0.5,0.3333333333333333,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
200751,1610612746,Randy Foye,Randy Foye,200751,LAC,3894.0,65,-17.0,132,131,53.0,69.0,13.0,263,1.0,3.0,5.0,11.0,10.0,,5.0,13.0,21.0,11.0,5.0,40.0,144,,7.0,6.0,,16.0,22.0,10.0,4.0,5.0,9.0,3.0,,1.0,23.0,4.0,6.0,6.0,4.0,,10.0,5.0,,7.0,1.0,16.0,53.0,3.0,,0.6190476190476191,0.546875,0.5714285714285714,0.6153846153846154,0.34375,25.675675675675677,0.2857142857142857,0.11538461538461539,,0.09375,0.3333333333333333,0.5,0.34375,0.45454545454545453,0.45454545454545453,0.3125,,0.38461538461538464,0.5625,0.489459375,0.3669,0.43404230769230767,0.4,12.290476190476191,25.87272727272727,0.4015151515151515,7.0,7.0,1.0,1.0,,1.0,,,,1.0,3.0,,1.0,,,5.0,2.0,4.0,3.0,,2.0,,,1.0,,3.0,1.0,5.0,,,0.15384615384615385,0.15384615384615385,0.3333333333333333,0.2727272727272727,,0.3333333333333333,0.2727272727272727,,0.7142857142857143,,0.6153846153846154,,,0.05263157894736842,,,,,0.07142857142857142,,0.36363636363636365,0.21875,1.0,1.0,0.2857142857142857,,0.03125,,,,,,,0.07692307692307693,1.0,0.07692307692307693,,,3.0,2.0,6.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.047619047619047616,0.3333333333333333,0.6666666666666666,0.07142857142857142,0.3,0.3,0.3333333333333333,0.4,0.3,0.08823529411764706,0.13043478260869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,254.0,4,-2.0,7,7,4.0,4.0,,14,,,,,,,,1.0,1.0,,,2.0,8,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,4.0,,,1.0,1.0,1.0,,,14.285714285714285,,,,,,,,,,,,,1.0,0.4797,,,,2.1,,0.5714285714285714,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
202717,1610612746,Trey Thompkins,Trey Thompkins,202717,LAC,7140.0,119,-57.0,244,239,112.0,141.0,23.0,483,3.0,10.0,4.0,22.0,11.0,,4.0,20.0,48.0,13.0,5.0,57.0,274,1.0,24.0,5.0,4.0,33.0,12.0,11.0,3.0,,3.0,,,,6.0,1.0,20.0,24.0,3.0,,10.0,4.0,,7.0,,33.0,112.0,2.0,,0.4166666666666667,0.4262295081967213,0.4453125,0.532258064516129,0.21311475409836064,25.36231884057971,0.037037037037037035,0.15730337078651685,0.125,0.16393442622950818,0.3,0.42857142857142855,0.36065573770491804,0.18181818181818182,0.19047619047619047,0.18032786885245902,,0.13793103448275862,0.47540983606557374,0.4626959016393443,0.47825999999999996,0.45765689655172404,0.5789473684210527,11.010416666666666,25.47692307692308,0.45901639344262296,13.0,16.0,6.0,7.0,1.0,2.0,,1.0,1.0,1.0,4.0,4.0,10.0,,8.0,10.0,3.0,28.0,12.0,3.0,13.0,6.0,4.0,3.0,,6.0,3.0,7.0,,,0.7,0.7777777777777778,1.0,0.3076923076923077,,0.6,0.3076923076923077,0.4,0.4166666666666667,0.36363636363636365,0.5,0.36363636363636365,0.46153846153846156,0.20967741935483872,0.037037037037037035,0.02608695652173913,0.05,,0.25,0.05263157894736842,,0.26229508196721313,0.8125,0.8125,0.7692307692307693,0.75,0.03278688524590164,0.5,0.5,1.0,0.09090909090909091,,,0.2413793103448276,0.8571428571428571,0.034482758620689655,1.0,0.14035087719298245,3.0,2.0,,3.0,4.0,,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,,,1.0,3.0,0.08333333333333333,0.3,0.5,0.30434782608695654,0.2727272727272727,0.2727272727272727,1.0,0.5,0.2727272727272727,0.0625,0.0784313725490196,1.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,0.045454545454545456,0.16666666666666666,0.09090909090909091,0.6666666666666666,0.3333333333333333,0.45454545454545453,0.6,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2406,1610612746,Caron Butler,Caron Butler,2406,LAC,898.0,15,-6.0,27,28,3.0,14.0,4.0,55,,,2.0,5.0,1.0,,,5.0,8.0,1.0,,10.0,35,,,,,,4.0,1.0,,1.0,1.0,,,,3.0,1.0,1.0,1.0,1.0,,1.0,,,,,,3.0,,,0.625,0.5555555555555556,0.5555555555555556,,0.1111111111111111,31.25,0.2,0.125,0.25,,,,0.5555555555555556,0.4,0.4,0.1111111111111111,,,0.4444444444444444,0.5156555555555555,0.5276,,,12.5,26.0,0.1111111111111111,3.0,3.0,,,,,,,,,,1.0,2.0,,2.0,,,6.0,,,,,,,,1.0,,1.0,,,0.6,0.6,,,,,,0.5,,0.5,,0.5,,,,,,,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,0.2,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2567,1610612746,Brian Cook,Brian Cook,2567,LAC,2447.0,41,,87,87,50.0,56.0,5.0,174,,2.0,2.0,4.0,7.0,,4.0,4.0,10.0,7.0,2.0,16.0,93,,5.0,4.0,2.0,11.0,,7.0,2.0,,2.0,,1.0,,4.0,2.0,5.0,6.0,2.0,1.0,9.0,1.0,,2.0,1.0,11.0,50.0,1.0,1.0,0.4,0.4117647058823529,0.4444444444444444,0.55,0.4117647058823529,22.340425531914896,0.2,0.1388888888888889,0.3333333333333333,0.11764705882352941,,,0.23529411764705882,0.5,0.5,0.4117647058823529,,0.4444444444444444,0.6470588235294118,0.5222,0.3725,0.5251222222222222,0.6875,10.57,26.214285714285715,0.5747126436781609,2.0,4.0,2.0,2.0,,,,,,,2.0,,1.0,,,3.0,1.0,8.0,6.0,1.0,3.0,,1.0,3.0,,3.0,,5.0,2.0,1.0,1.0,1.0,1.0,0.2857142857142857,,0.25,0.2857142857142857,,0.6,,0.5,,,0.11538461538461539,0.03571428571428571,0.02564102564102564,0.2,,,0.125,0.14285714285714285,0.23529411764705882,0.5,0.5,1.0,1.0,,,,,,,,0.2222222222222222,1.0,,,,2.0,1.0,,2.0,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,0.1,0.5,,0.2,0.2857142857142857,0.2857142857142857,1.0,0.25,0.2857142857142857,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,373.0,6,-3.0,15,14,,11.0,,29,1.0,1.0,,1.0,,,,2.0,3.0,,,4.0,18,,,,,,,,1.0,,1.0,,,1.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,40.0,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,0.3333333333333333,0.4025,,,,11.433333333333332,,,1.0,1.0,,,,,,,,,,,,,,,,4.0,,,,,,2.0,,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2590,1610612746,Mo Williams,Mo Williams,2590,LAC,1978.0,33,1.0,68,67,16.0,29.0,3.0,135,,1.0,2.0,2.0,3.0,,1.0,3.0,6.0,5.0,5.0,20.0,72,,1.0,1.0,1.0,4.0,4.0,3.0,7.0,1.0,8.0,1.0,1.0,,17.0,,1.0,1.0,2.0,,4.0,3.0,,6.0,1.0,4.0,16.0,,1.0,0.5,0.6818181818181818,0.7307692307692307,0.6666666666666666,0.45454545454545453,19.444444444444446,,0.034482758620689655,,0.09090909090909091,,,0.18181818181818182,1.0,1.0,0.2727272727272727,,0.5,0.7272727272727273,0.5137363636363635,,0.4718,0.2,7.516666666666667,25.18,0.23529411764705882,1.0,3.0,,1.0,1.0,2.0,,,,,3.0,,,,,,1.0,2.0,6.0,,1.0,,,,,1.0,,3.0,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6,,1.0,0.6,,,,0.75,,,0.05555555555555555,,,,,,0.16666666666666666,,0.2727272727272727,0.3333333333333333,0.5,,0.5,0.18181818181818182,0.5,0.5,1.0,,,,0.5,,,,,2.0,1.0,3.0,2.0,1.0,,6.0,2.0,1.0,,1.0,,1.0,2.0,,,,,,0.16666666666666666,,1.0,,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6666666666666666,0.16666666666666666,0.2857142857142857,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201156,1610612746,Nick Young,Nick Young,201156,LAC,796.0,13,-17.0,32,30,16.0,27.0,1.0,62,,1.0,2.0,2.0,,,,3.0,4.0,2.0,2.0,11.0,39,1.0,4.0,,,6.0,2.0,,,1.0,1.0,,,,3.0,1.0,2.0,3.0,,,2.0,2.0,,2.0,,6.0,16.0,,,0.75,0.75,0.7857142857142857,0.75,0.3333333333333333,26.470588235294116,0.2,0.25,,0.16666666666666666,,,0.3333333333333333,1.0,1.0,,,,0.5,0.494975,0.5538,0.449025,0.5454545454545454,13.525,22.85,0.5,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,,,,,3.0,,4.0,,1.0,1.0,,1.0,,,2.0,2.0,2.0,,,0.6666666666666666,0.6666666666666666,,0.5,,,0.5,,0.75,,0.75,,,0.3333333333333333,0.16666666666666666,0.1,0.3333333333333333,,1.0,,0.2,0.16666666666666666,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,,1.0,,,0.25,1.0,,,,,,3.0,,,1.0,,,2.0,,2.0,,,1.0,,,,,,,,1.0,,,,,,,0.14285714285714285,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
