EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,AtRimAssists,OffThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,FTOffRebounds,SecondChanceTurnovers,BlockingFouls,Charge Fouls Drawn,Offensive Fouls Drawn,3SecondViolations,LongMidRangePctBlocked,OffFTReboundPct,Blocked3s,BlockedCorner3,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,on,Corner3PctBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,7414.0,124,-47,232,243,88,74,29,475,8.0,13.0,4.0,7.0,4.0,6.0,3.0,10.0,3.0,9.0,1.0,2.0,5.0,1.0,2.0,3.0,14.0,32,2.0,6.0,12.0,46.0,272,6.0,11.0,1.0,1.0,13.0,7.0,9.0,2.0,3.0,6.0,26.0,12.0,16.0,3.0,3.0,8.0,1.0,1.0,3.0,1.0,4.0,3.0,6.0,9.0,4.0,2.0,1.0,2.0,24.0,8.0,4.0,12,1.0,17,8.0,25,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,7,3.0,5.0,10,1.0,2.0,1.0,12.0,1.0,2.0,16.0,1.0,1.0,6.0,2.0,26.0,88,1.0,2.0,0.42857142857142855,0.6,0.5,0.3333333333333333,0.6666666666666666,0.2,0.4375,0.5454545454545454,0.7777777777777778,0.4473684210526316,0.5,0.8333333333333334,0.5111111111111111,0.5416666666666666,0.8666666666666667,0.15789473684210525,0.125,0.07692307692307693,0.3,19.475655430711612,0.2857142857142857,0.2,0.15789473684210525,0.10256410256410256,0.12121212121212122,0.14678899082568808,0.06779661016949153,0.07692307692307693,0.12903225806451613,0.09523809523809523,0.13043478260869565,0.32142857142857145,0.11538461538461539,0.14285714285714285,0.058823529411764705,0.34210526315789475,0.6153846153846154,0.6666666666666666,0.375,0.2631578947368421,0.3,0.42857142857142855,0.3333333333333333,0.23684210526315788,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.02631578947368421,0.13157894736842105,0.4,0.4,0.5,0.5833333333333334,0.5714285714285714,0.08333333333333333,0.5,0.6666666666666666,0.25,0.6666666666666666,0.5,0.3333333333333333,0.4893888888888889,0.5294708333333333,0.524425,0.13953488372093023,0.16216216216216217,0.2826086956521739,0.5652173913043478,8.012500000000001,29.683333333333337,0.3793103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1503,1610612737,Tracy McGrady,Tracy McGrady,1503,ATL,16689.0,278,10,511,516,71,79,52,1027,13.0,23.0,,2.0,,2.0,8.0,11.0,13.0,36.0,1.0,4.0,6.0,,1.0,2.0,34.0,70,5.0,7.0,24.0,107.0,518,3.0,6.0,,2.0,8.0,2.0,8.0,1.0,2.0,,7.0,38.0,30.0,15.0,,,,,6.0,4.0,3.0,23.0,16.0,39.0,11.0,5.0,3.0,11.0,94.0,3.0,13.0,28,2.0,43,5.0,48,,4.0,3.0,13.0,6.0,9.0,1.0,7.0,,1.0,22,5.0,10.0,15,1.0,1.0,2.0,23.0,1.0,,30.0,2.0,,16.0,,7.0,70,,,0.5588235294117647,0.5588235294117647,1.0,0.7142857142857143,0.5,0.7142857142857143,0.4857142857142857,0.5,0.25,0.538961038961039,0.5,0.35,0.5879120879120879,0.5714285714285714,0.3181818181818182,0.09090909090909091,0.04285714285714286,0.043478260869565216,0.18181818181818182,19.516407599309154,0.5909090909090909,0.11764705882352941,0.15217391304347827,0.019230769230769232,0.2,0.1646586345381526,0.02100840336134454,0.03389830508474576,0.03333333333333333,,0.19148936170212766,0.20512820512820512,0.20408163265306123,0.1875,,0.2987012987012987,0.5652173913043478,0.5909090909090909,0.6923076923076923,0.14285714285714285,0.7272727272727273,0.8888888888888888,0.25,0.4675324675324675,0.3611111111111111,0.3611111111111111,0.6153846153846154,0.012987012987012988,0.07792207792207792,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,,0.2,,0.2,0.5,0.38961038961038963,0.6666666666666666,0.4682824675324675,0.6469,0.402165,0.17582417582417584,0.19047619047619047,0.07476635514018691,0.06542056074766354,11.718571428571426,26.300000000000004,0.13894324853228962,1.0,9.0,2.0,1.0,4.0,6.0,4.0,2.0,6.0,3.0,1.0,0.024390243902439025,0.018518518518518517,0.03571428571428571,0.05084745762711865,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201274,1610612737,Ivan Johnson,Ivan Johnson,201274,ATL,15877.0,265,16,506,509,138,109,57,1015,19.0,33.0,4.0,7.0,1.0,3.0,4.0,14.0,7.0,25.0,,,1.0,,,1.0,30.0,72,,1.0,27.0,87.0,476,5.0,9.0,,12.0,22.0,2.0,12.0,,1.0,11.0,15.0,46.0,14.0,,,8.0,,1.0,,,10.0,6.0,5.0,11.0,4.0,1.0,1.0,3.0,27.0,17.0,19.0,23,5.0,47,21.0,68,3.0,14.0,9.0,10.0,5.0,11.0,1.0,5.0,1.0,2.0,21,6.0,11.0,32,2.0,3.0,2.0,36.0,5.0,1.0,34.0,6.0,,17.0,3.0,15.0,137,2.0,3.0,0.7666666666666667,0.8846153846153846,,,,,0.4166666666666667,0.5555555555555556,0.16666666666666666,0.410958904109589,0.5555555555555556,0.15384615384615385,0.5,0.7333333333333333,0.39473684210526316,0.0136986301369863,0.1388888888888889,0.21212121212121213,0.14285714285714285,18.848167539267013,0.47619047619047616,0.35714285714285715,0.14375,0.10179640718562874,0.22093023255813954,0.17073170731707318,0.07936507936507936,0.13043478260869565,0.09302325581395349,0.08974358974358974,0.13636363636363635,0.14925373134328357,0.21666666666666667,0.23076923076923078,0.09375,0.4520547945205479,0.5757575757575758,0.7307692307692307,0.6842105263157895,0.1917808219178082,0.2857142857142857,0.3333333333333333,0.75,0.3424657534246575,0.28,0.2916666666666667,1.0,,0.0136986301369863,,,,0.7777777777777778,0.5714285714285714,,0.23076923076923078,0.3333333333333333,0.07692307692307693,,0.4657534246575342,,0.5115402777777779,0.6002444444444444,0.4521,0.20238095238095238,0.20481927710843373,0.25287356321839083,0.1724137931034483,8.51666666666667,53.6,0.2727272727272727,,2.0,3.0,5.0,2.0,6.0,4.0,2.0,6.0,3.0,,0.03529411764705882,0.03333333333333333,0.04,0.14285714285714285,0.5,,,,1.0,4.0,2.0,4.0,4.0,1.0,0.04,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,17601.0,293,33,553,563,157,111,69,1116,25.0,48.0,,3.0,7.0,14.0,9.0,29.0,3.0,11.0,1.0,7.0,15.0,1.0,2.0,4.0,37.0,88,7.0,16.0,27.0,122.0,577,,7.0,1.0,,,7.0,20.0,2.0,4.0,10.0,30.0,12.0,62.0,15.0,6.0,,,,15.0,7.0,11.0,24.0,14.0,38.0,8.0,6.0,2.0,10.0,90.0,,4.0,10,,14,2.0,16,,17.0,9.0,9.0,3.0,6.0,3.0,6.0,,,15,5.0,10.0,22,,1.0,1.0,22.0,,4.0,37.0,,3.0,13.0,4.0,28.0,150,2.0,2.0,0.16216216216216217,0.16216216216216217,0.7142857142857143,0.4375,0.5,0.4375,0.42045454545454547,,0.35,0.4567307692307692,,0.4166666666666667,0.49586776859504134,,0.4838709677419355,0.15384615384615385,0.125,0.16666666666666666,0.10344827586206896,21.25,0.6,,0.04854368932038835,,0.06451612903225806,0.05223880597014925,0.007547169811320755,,,,0.0392156862745098,0.058823529411764705,0.06521739130434782,0.0625,,0.46153846153846156,0.5208333333333334,0.625,0.2,0.27884615384615385,0.3103448275862069,0.34615384615384615,0.1111111111111111,0.10576923076923077,0.2727272727272727,0.2727272727272727,,0.009615384615384616,0.14423076923076922,0.4666666666666667,0.4666666666666667,0.7142857142857143,0.375,,0.125,0.5833333333333334,0.5,0.16666666666666666,0.5,0.6153846153846154,0.4666666666666667,0.5359639423076922,0.47335,0.5610583333333333,0.1111111111111111,0.12871287128712872,,0.2459016393442623,5.673863636363636,25.631250000000005,0.28390596745027125,,12.0,2.0,8.0,1.0,5.0,3.0,1.0,6.0,3.0,1.0,0.029411764705882353,0.04878048780487805,,0.03773584905660377,0.5,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,
2209,1610612737,Vladimir Radmanovic,Vladimir Radmanovic,2209,ATL,45294.0,755,33,1418,1436,365,307,164,2854,16.0,33.0,3.0,11.0,6.0,8.0,2.0,10.0,6.0,19.0,47.0,35.0,88.0,6.0,9.0,20.0,24.0,62,50.0,135.0,22.0,220.0,1420,5.0,16.0,10.0,3.0,25.0,12.0,20.0,14.0,31.0,16.0,82.0,30.0,18.0,144.0,6.0,6.0,,,88.0,35.0,5.0,39.0,15.0,54.0,6.0,9.0,4.0,15.0,123.0,19.0,20.0,77,12.0,109,34.0,143,1.0,21.0,13.0,22.0,18.0,13.0,1.0,4.0,,3.0,35,7.0,41.0,62,1.0,4.0,1.0,31.0,4.0,2.0,29.0,1.0,2.0,8.0,6.0,78.0,354,4.0,3.0,0.625,0.7142857142857143,0.96,0.37037037037037035,0.45161290322580644,0.37037037037037035,0.3870967741935484,0.3125,0.6,0.5025380710659898,0.4230769230769231,0.6470588235294118,0.5190476190476191,0.44642857142857145,0.6721311475409836,0.6852791878172588,0.08064516129032258,0.12121212121212122,0.1,15.142150803461064,0.6285714285714286,0.2857142857142857,0.15587044534412955,0.0407725321888412,0.10204081632653061,0.14057971014492754,0.04796511627906977,0.020134228187919462,0.0603448275862069,0.04477611940298507,0.21374045801526717,0.12844036697247707,0.10273972602739725,0.1,0.008695652173913044,0.16751269035532995,0.48484848484848486,0.5517241379310345,0.6875,0.050761421319796954,0.2,0.2222222222222222,,0.09644670050761421,0.3157894736842105,0.3157894736842105,0.6666666666666666,0.23857868020304568,0.4467005076142132,0.3977272727272727,0.3977272727272727,0.9428571428571428,0.4230769230769231,0.2727272727272727,0.23076923076923078,0.1568627450980392,0.75,0.39215686274509803,0.45,0.8527918781725888,0.3977272727272727,0.5455997448979595,0.5221026315789473,0.526277,0.0392156862745098,0.11594202898550725,0.11363636363636363,0.37272727272727274,7.8354838709677415,24.711851851851858,0.25740479548660083,15.0,20.0,14.0,8.0,5.0,14.0,7.0,6.0,15.0,9.0,,0.06306306306306306,0.06622516556291391,0.056338028169014086,0.14482758620689656,0.6,0.3191489361702128,0.3191489361702128,1.0,1.0,2.0,3.0,,4.0,1.0,,0.027777777777777776,1.0,,1.0,1.0,4.0,5.0,11.0,3.0,4.0,1.0,2.0,0.4,0.15384615384615385,0.25,1.0,0.5,1.0,0.21568627450980393,0.45454545454545453,,,,,True,,,,
2457,1610612737,Jannero Pargo,Jannero Pargo,2457,ATL,21372.0,356,11,677,680,168,145,75,1357,5.0,9.0,,2.0,3.0,4.0,6.0,12.0,19.0,44.0,16.0,20.0,58.0,7.0,2.0,15.0,30.0,65,25.0,74.0,8.0,143.0,651,1.0,7.0,8.0,,20.0,6.0,14.0,5.0,18.0,8.0,35.0,26.0,34.0,63.0,12.0,,,,58.0,20.0,5.0,34.0,19.0,53.0,16.0,3.0,3.0,12.0,125.0,1.0,8.0,24,1.0,33,4.0,37,2.0,11.0,7.0,19.0,15.0,8.0,,4.0,,,27,4.0,18.0,32,1.0,,1.0,18.0,,,9.0,1.0,,3.0,2.0,35.0,166,3.0,2.0,0.43333333333333335,0.43333333333333335,0.84,0.33783783783783783,0.2777777777777778,0.33783783783783783,0.46153846153846156,0.14285714285714285,0.42857142857142855,0.4856115107913669,0.6666666666666666,0.421875,0.5,0.6666666666666666,0.4861111111111111,0.5323741007194245,0.07692307692307693,0.1111111111111111,0.25,22.193211488250654,0.7037037037037037,0.05555555555555555,0.10810810810810811,0.0049261083743842365,0.07339449541284404,0.09667673716012085,0.009146341463414634,0.015384615384615385,,,0.11666666666666667,0.13636363636363635,0.058823529411764705,0.125,0.027777777777777776,0.06474820143884892,0.5555555555555556,0.625,0.4,0.08633093525179857,0.5,0.6666666666666666,0.5,0.31654676258992803,0.4318181818181818,0.4418604651162791,0.42105263157894735,0.11510791366906475,0.4172661870503597,0.3448275862068966,0.3448275862068966,0.8,0.13333333333333333,,0.4666666666666667,0.125,0.75,0.46875,0.13333333333333333,0.5971223021582733,0.3448275862068966,0.49409384057971023,0.49265,0.4926935483870968,0.02127659574468085,0.04477611940298507,0.13986013986013987,0.24475524475524477,14.298461538461538,25.112162162162168,0.2481536189069424,5.0,19.0,2.0,4.0,5.0,1.0,,,1.0,,,0.016,0.022222222222222223,,0.06756756756756757,,0.3125,0.3125,1.0,1.0,1.0,,2.0,4.0,,0.022727272727272728,0.07692307692307693,,,1.0,1.0,1.0,3.0,3.0,5.0,6.0,,,0.75,0.06666666666666667,1.0,1.0,0.7142857142857143,0.8,0.09375,1.0,,,,,True,,,,
2550,1610612737,Kirk Hinrich,Kirk Hinrich,2550,ATL,11890.0,198,-32,369,375,63,84,38,744,7.0,14.0,1.0,1.0,1.0,1.0,3.0,6.0,10.0,17.0,8.0,1.0,16.0,1.0,1.0,5.0,20.0,37,5.0,24.0,6.0,61.0,378,1.0,3.0,1.0,3.0,5.0,3.0,4.0,1.0,6.0,3.0,12.0,16.0,24.0,15.0,,,,,16.0,1.0,1.0,17.0,7.0,24.0,3.0,4.0,2.0,8.0,55.0,,4.0,9,,13,2.0,15,1.0,6.0,3.0,9.0,5.0,2.0,,4.0,,,11,3.0,14.0,24,2.0,1.0,,9.0,,1.0,10.0,,2.0,2.0,2.0,12.0,57,1.0,2.0,0.4,0.4,1.0,0.20833333333333334,0.16666666666666666,0.20833333333333334,0.5405405405405406,0.3333333333333333,0.75,0.45081967213114754,0.25,0.45,0.46153846153846156,0.4166666666666667,0.5,0.39344262295081966,0.02702702702702703,,0.16666666666666666,18.181818181818183,0.8181818181818182,,0.07692307692307693,,0.07017543859649122,0.07471264367816093,0.010526315789473684,,,,0.08571428571428572,0.10869565217391304,0.05263157894736842,0.10526315789473684,0.030303030303030304,0.22950819672131148,0.5,0.5,0.2857142857142857,0.09836065573770492,0.5,0.6,0.3333333333333333,0.2786885245901639,0.5882352941176471,0.5882352941176471,0.5,0.13114754098360656,0.26229508196721313,0.0625,0.06666666666666667,1.0,0.25,1.0,0.25,0.1,1.0,0.5,0.2,0.6229508196721312,0.0625,0.5178466666666668,0.5205249999999999,0.5234277777777778,0.031746031746031744,0.05128205128205128,0.08196721311475409,0.19672131147540983,10.805405405405404,24.912499999999998,0.17073170731707318,4.0,7.0,2.0,3.0,,,,,,,,0.028169014084507043,0.019230769230769232,0.05263157894736842,0.027777777777777776,,0.5,0.5,1.0,,,3.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,0.1,,1.0,0.041666666666666664,0.0625,,True,,,,
2215,1610612737,Jason Collins,Jason Collins,2215,ATL,2607.0,43,5,82,83,28,17,10,165,,,,,,,,1.0,1.0,6.0,,,,,,,1.0,7,,,,2.0,65,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,4,,6,1.0,7,,,,1.0,1.0,1.0,,,,,2,,1.0,4,,1.0,,3.0,,,,,,,,,28,,,1.0,1.0,,,,,0.14285714285714285,,,0.14285714285714285,,,0.14285714285714285,,,,,,,9.67741935483871,0.5,,0.13793103448275862,,0.14285714285714285,0.13953488372093023,0.022222222222222223,,,,0.3333333333333333,,0.18181818181818182,,,,,,,0.14285714285714285,,,,0.8571428571428571,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,,,,,,,0.37614285714285717,,0.36475,,,,,16.04285714285714,,0.34146341463414637,,,1.0,,,,,,,,,0.08333333333333333,0.125,,0.125,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
711,1610612737,Jerry Stackhouse,Jerry Stackhouse,711,ATL,7441.0,124,40,249,246,89,87,29,495,6.0,12.0,,3.0,3.0,5.0,3.0,4.0,3.0,14.0,11.0,1.0,3.0,,,,12.0,30,6.0,14.0,6.0,48.0,207,,6.0,1.0,,3.0,5.0,13.0,1.0,1.0,4.0,17.0,16.0,8.0,18.0,,,,,3.0,1.0,2.0,5.0,4.0,9.0,1.0,3.0,1.0,2.0,22.0,2.0,4.0,4,,8,5.0,13,2.0,6.0,5.0,8.0,4.0,1.0,,4.0,,,9,2.0,4.0,5,,,,6.0,,,6.0,,2.0,,2.0,15.0,88,,1.0,0.6666666666666666,0.6666666666666666,1.0,0.42857142857142855,1.0,0.42857142857142855,0.4,,0.38461538461538464,0.4772727272727273,0.21428571428571427,0.4642857142857143,0.5,0.21428571428571427,0.53125,0.3181818181818182,0.06666666666666667,0.08333333333333333,,19.434628975265017,0.8888888888888888,,0.045454545454545456,0.028985507246376812,0.09302325581395349,0.061068702290076333,0.041666666666666664,0.1111111111111111,,,0.04,0.08823529411764706,0.09375,0.09090909090909091,0.08695652173913043,0.2727272727272727,0.5,0.5454545454545454,0.8333333333333334,0.09090909090909091,0.75,0.75,0.3333333333333333,0.3181818181818182,0.21428571428571427,0.23076923076923078,0.6666666666666666,0.25,0.06818181818181818,0.3333333333333333,0.3333333333333333,1.0,0.42857142857142855,,,0.35714285714285715,0.6,,,0.5909090909090909,0.3333333333333333,0.5325147727272728,0.5644375,0.5383571428571428,,,0.0625,0.3541666666666667,9.703333333333335,23.814285714285717,0.357429718875502,5.0,2.0,3.0,1.0,1.0,1.0,1.0,,2.0,,,0.058823529411764705,0.0625,0.05263157894736842,,,0.45454545454545453,0.45454545454545453,1.0,,,,1.0,,,0.07142857142857142,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,0.14285714285714285,1.0,1.0,,,0.07142857142857142,1.0,,,,,True,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,5207.0,87,31,161,163,41,28,16,324,7.0,11.0,2.0,4.0,1.0,1.0,1.0,4.0,6.0,11.0,,,1.0,,,1.0,14.0,26,,1.0,5.0,33.0,167,4.0,7.0,,,8.0,3.0,4.0,,1.0,,6.0,20.0,8.0,,,4.0,,,1.0,,3.0,4.0,4.0,8.0,2.0,2.0,1.0,1.0,20.0,4.0,3.0,10,,13,6.0,19,,2.0,2.0,3.0,2.0,3.0,,1.0,,1.0,6,2.0,2.0,3,,,1.0,8.0,1.0,,5.0,1.0,,3.0,,6.0,41,,,0.7142857142857143,0.8333333333333334,,,,,0.5384615384615384,0.5714285714285714,0.75,0.5185185185185185,0.5714285714285714,0.6,0.5689655172413793,0.5714285714285714,0.6,0.037037037037037035,0.11538461538461539,0.2727272727272727,,19.553072625698324,0.5,,0.15625,0.08163265306122448,0.23076923076923078,0.16883116883116883,0.09375,0.18181818181818182,,0.06896551724137931,,0.21052631578947367,0.2,0.3333333333333333,,0.4074074074074074,0.6363636363636364,0.875,0.7142857142857143,0.14814814814814814,0.25,0.25,,0.4074074074074074,0.5454545454545454,0.5454545454545454,0.8333333333333334,,0.037037037037037035,,,,0.5714285714285714,0.5,,0.2,1.0,0.2,,0.4444444444444444,,0.4812192307692308,0.5489666666666667,0.42635,0.10344827586206896,0.10714285714285714,0.24242424242424243,0.18181818181818182,9.846153846153847,38.4,0.2546583850931677,,2.0,2.0,,,3.0,3.0,,3.0,2.0,,0.13333333333333333,0.1111111111111111,0.16666666666666666,0.125,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,True,,,,
