EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Clear Path Fouls,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,HeaveAttempts,BlockedArc3,on,HeaveMakes
101122,1610612754,Danny Granger,Danny Granger,101122,IND,101108.0,1685,234.0,3193,3185,789.0,791.0,406,6378,95.0,179.0,19.0,39.0,27.0,46.0,58.0,148.0,67.0,172.0,19.0,65.0,2.0,8.0,4.0,14.0,77.0,188.0,8.0,17.0,22.0,53.0,220.0,499.0,96.0,253.0,180.0,908.0,3254,30.0,65.0,10.0,25.0,10.0,100.0,58.0,121.0,26.0,67.0,61.0,255.0,198.0,242.0,276.0,12.0,26.0,188.0,77.0,50.0,2.0,65.0,26.0,91.0,17.0,9.0,24.0,18.0,23.0,208.0,5.0,55.0,1.0,44.0,122.0,17.0,183.0,61.0,244.0,11.0,51.0,32.0,19.0,43.0,5.0,27.0,50.0,4.0,16.0,5.0,9.0,93.0,5.0,20.0,35,2.0,112,9.0,9.0,15.0,143.0,1.0,4.0,5.0,7.0,210.0,15.0,2.0,21.0,80.0,3.0,20.0,29.0,1.0,20.0,1.0,2.0,7.0,30.0,13.0,252.0,778.0,13.0,13.0,0.45,0.4782608695652174,0.9583333333333334,0.3794466403162055,0.4,0.3880597014925373,0.3794466403162055,0.4408817635270541,0.46153846153846156,0.4793388429752066,0.48404255319148937,0.5,0.5159574468085106,0.5304295942720764,0.5154639175257731,0.5707762557077626,0.33643617021276595,0.007905138339920948,0.10020040080160321,0.18435754189944134,0.10135135135135136,0.011627906976744186,0.015384615384615385,0.005319148936170213,25.216684723726978,0.46236559139784944,0.1827956989247312,0.015151515151515152,0.10090984284532671,0.045871559633027525,0.1073170731707317,0.015772870662460567,0.102532427424336,0.0395778364116095,0.04712041884816754,0.05434782608695652,0.03361344537815126,0.0091324200913242,0.030612244897959183,0.07600950118764846,0.09742120343839542,0.1275626423690205,0.10437710437710437,0.11504424778761062,0.02894736842105263,0.43333333333333335,0.23803191489361702,0.5307262569832403,0.6506849315068494,0.6105263157894737,0.19680851063829788,0.3918918918918919,0.43609022556390975,0.1724137931034483,0.22872340425531915,0.38953488372093026,0.3941176470588235,0.4626865671641791,0.08643617021276596,0.2923076923076923,0.296875,0.9473684210526315,0.25,0.4095744680851064,0.4117647058823529,0.961038961038961,0.43333333333333335,0.48717948717948717,0.2631578947368421,0.08888888888888889,0.25,1.0,0.18888888888888888,0.47058823529411764,1.0,0.24468085106382978,0.5869565217391305,0.07446808510638298,0.2857142857142857,0.28191489361702127,0.41509433962264153,0.574468085106383,0.4095744680851064,0.505845079787234,0.526208024691358,0.48810132978723414,0.10146699266503667,0.14184397163120568,0.011811023622047244,0.11013215859030837,0.28083700440528636,9.437274549098197,24.991304347826084,0.24710303789539617,,,,,,,,True,
200811,1610612754,Lou Amundson,Lou Amundson,200811,IND,51.0,1,,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,116231.0,1937,214.0,3664,3657,952.0,965.0,461,7321,162.0,282.0,71.0,134.0,43.0,73.0,150.0,323.0,20.0,62.0,,,,,,,,1.0,,,,,332.0,667.0,,1.0,170.0,834.0,3774,87.0,159.0,,,34.0,208.0,85.0,158.0,,,74.0,244.0,320.0,344.0,,,134.0,1.0,,54.0,,82.0,26.0,108.0,20.0,6.0,53.0,7.0,22.0,242.0,27.0,182.0,4.0,81.0,243.0,35.0,359.0,213.0,572.0,23.0,32.0,21.0,11.0,53.0,10.0,24.0,75.0,8.0,29.0,,19.0,128.0,10.0,28.0,119,10.0,195,7.0,12.0,14.0,226.0,2.0,26.0,7.0,3.0,239.0,28.0,,,102.0,,32.0,128.0,,87.0,,1.0,40.0,128.0,76.0,238.0,941.0,11.0,28.0,0.4819277108433735,0.6037735849056604,,,,,,0.49775112443778113,0.5471698113207547,0.5379746835443038,0.49700598802395207,0.5471698113207547,0.5379746835443038,0.5387596899224806,0.5683060109289617,0.5922330097087378,0.0014970059880239522,,0.08095952023988005,0.1276595744680851,0.05572755417956656,,,,21.29520207988655,0.4140625,0.3181818181818182,0.04938271604938271,0.17854518736223365,0.1324599708879185,0.1716101694915254,0.07238605898123325,0.176759410801964,0.11963365769891242,0.1735159817351598,0.13799621928166353,0.08108108108108109,0.08366533864541832,0.04918032786885246,0.14957264957264957,0.19638242894056848,0.191699604743083,0.1810344827586207,0.14516129032258066,0.08273381294964029,0.59375,0.4221556886227545,0.574468085106383,0.6585365853658537,0.4382716049382716,0.48353293413173654,0.46439628482972134,0.4918032786885246,0.47333333333333333,0.09281437125748503,0.3225806451612903,0.3225806451612903,0.9,,,,,0.0014970059880239522,,,,0.8427672955974843,0.5298507462686567,0.07042253521126761,,,,,,,0.4620253164556962,0.589041095890411,,,,,0.4236526946107784,,0.4817214820359283,0.5575250000000003,0.4917145569620255,0.13746630727762804,0.13765182186234817,,0.24940047961630696,0.29256594724220625,6.016641679160421,24.4,0.259825327510917,1.0,8.0,2.0,13.0,3.0,,,True,
201588,1610612754,George Hill,George Hill,201588,IND,37236.0,621,58.0,1149,1163,389.0,414.0,154,2312,31.0,45.0,3.0,5.0,7.0,9.0,11.0,27.0,19.0,36.0,9.0,21.0,,1.0,3.0,7.0,18.0,54.0,2.0,6.0,5.0,20.0,61.0,108.0,27.0,75.0,45.0,248.0,1221,5.0,10.0,2.0,7.0,,16.0,17.0,33.0,8.0,27.0,26.0,84.0,38.0,84.0,66.0,15.0,4.0,53.0,18.0,4.0,1.0,50.0,15.0,65.0,10.0,5.0,24.0,9.0,17.0,145.0,4.0,14.0,,16.0,36.0,2.0,54.0,18.0,72.0,4.0,18.0,16.0,2.0,13.0,5.0,12.0,9.0,,1.0,2.0,,22.0,2.0,6.0,21,,46,,2.0,1.0,43.0,1.0,,2.0,3.0,57.0,8.0,,,18.0,1.0,13.0,8.0,,5.0,,1.0,2.0,8.0,5.0,84.0,383.0,7.0,12.0,0.3114754098360656,0.3220338983050847,0.8148148148148148,0.36,0.2857142857142857,0.2962962962962963,0.36486486486486486,0.5648148148148148,0.5,0.5151515151515151,0.5546448087431693,0.47058823529411764,0.48333333333333334,0.5990338164251208,0.47058823529411764,0.56,0.4098360655737705,0.013333333333333334,0.037037037037037035,,0.1111111111111111,0.027777777777777776,0.047619047619047616,,17.076808351976137,0.5909090909090909,0.047619047619047616,,0.08352668213457076,0.03294117647058824,0.1032258064516129,0.02877697841726619,0.08873720136518772,0.031914893617021274,0.05511811023622047,0.017857142857142856,0.03076923076923077,0.030303030303030304,0.025,0.04580152671755725,0.08823529411764706,0.10975609756097561,0.1111111111111111,0.07894736842105263,0.04597701149425287,0.625,0.2459016393442623,0.6888888888888889,0.6888888888888889,0.45161290322580644,0.14754098360655737,0.4074074074074074,0.4583333333333333,,0.19672131147540983,0.5277777777777778,0.5428571428571428,0.2631578947368421,0.11475409836065574,0.42857142857142855,0.45,0.8888888888888888,0.29508196721311475,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.29411764705882354,0.6,,0.058823529411764705,,,0.35294117647058826,0.3333333333333333,1.0,0.15,0.7777777777777778,0.11666666666666667,0.42857142857142855,0.3333333333333333,0.25,0.6557377049180327,0.33962264150943394,0.5261596153846153,0.5282866666666667,0.4859059322033898,0.0979381443298969,0.15254237288135594,0.013157894736842105,0.06451612903225806,0.3387096774193548,8.929629629629629,25.436000000000003,0.33855526544821585,,,1.0,,,1.0,,True,
202331,1610612754,Paul George,Paul George,202331,IND,90894.0,1515,214.0,2877,2866,636.0,672.0,363,5743,98.0,170.0,13.0,28.0,27.0,40.0,17.0,56.0,25.0,82.0,14.0,48.0,3.0,7.0,1.0,6.0,54.0,122.0,7.0,16.0,13.0,36.0,140.0,308.0,68.0,170.0,95.0,579.0,2908,15.0,40.0,10.0,23.0,11.0,71.0,36.0,67.0,14.0,42.0,34.0,148.0,126.0,154.0,168.0,36.0,14.0,122.0,54.0,42.0,,95.0,32.0,127.0,21.0,11.0,51.0,15.0,29.0,286.0,10.0,33.0,1.0,62.0,169.0,9.0,240.0,44.0,284.0,6.0,78.0,50.0,28.0,49.0,15.0,30.0,46.0,1.0,19.0,3.0,5.0,95.0,5.0,17.0,85,6.0,152,9.0,2.0,8.0,108.0,5.0,4.0,13.0,4.0,115.0,8.0,,,50.0,1.0,10.0,25.0,3.0,15.0,,4.0,6.0,28.0,18.0,148.0,626.0,14.0,9.0,0.45,0.47368421052631576,0.8235294117647058,0.4,0.43478260869565216,0.3333333333333333,0.4,0.45454545454545453,0.375,0.5373134328358209,0.5062761506276151,0.47619047619047616,0.5229357798165137,0.5451977401129944,0.5220588235294118,0.5826771653543307,0.35564853556485354,,0.13636363636363635,0.1588235294117647,0.23214285714285715,0.024390243902439025,,,18.832731648616125,0.5157894736842106,0.125,0.017241379310344827,0.1572093023255814,0.030499075785582256,0.16230366492146597,0.03389830508474576,0.15854495538778313,0.03122730573710966,0.04120879120879121,0.02403846153846154,0.026490066225165563,0.034653465346534656,0.03225806451612903,0.1196808510638298,0.14383561643835616,0.20147420147420148,0.14285714285714285,0.21568627450980393,0.026905829596412557,0.6428571428571429,0.35564853556485354,0.5764705882352941,0.6853146853146853,0.4489795918367347,0.11715481171548117,0.30357142857142855,0.3953488372093023,0.29411764705882354,0.17154811715481172,0.3048780487804878,0.3125,0.56,0.100418410041841,0.2916666666666667,0.2916666666666667,0.9285714285714286,0.25523012552301255,0.4426229508196721,0.4426229508196721,0.7962962962962963,0.4444444444444444,0.4642857142857143,0.15384615384615385,0.1111111111111111,0.42857142857142855,1.0,0.25396825396825395,0.4375,1.0,0.3669724770642202,0.675,0.05504587155963303,0.16666666666666666,0.3302752293577982,0.3611111111111111,0.7112970711297071,0.4426229508196721,0.5470257322175732,0.5296,0.544767889908257,0.09788867562380038,0.14285714285714285,0.005847953216374269,0.1226252158894646,0.2556131260794473,7.37012987012987,25.041764705882354,0.2210636079249218,,1.0,1.0,1.0,,,3.0,True,
201946,1610612754,Tyler Hansbrough,Tyler Hansbrough,201946,IND,22546.0,376,-24.0,701,706,302.0,279.0,80,1407,14.0,26.0,6.0,10.0,8.0,13.0,10.0,28.0,13.0,29.0,,,,,,,,1.0,,,,1.0,37.0,83.0,,1.0,40.0,114.0,777,10.0,16.0,,,11.0,31.0,18.0,33.0,,1.0,22.0,58.0,50.0,24.0,,,4.0,,,10.0,,3.0,6.0,9.0,4.0,2.0,1.0,2.0,,24.0,3.0,17.0,1.0,16.0,25.0,7.0,48.0,21.0,69.0,1.0,15.0,8.0,7.0,4.0,1.0,1.0,5.0,,3.0,,1.0,9.0,,3.0,20,,48,2.0,6.0,,38.0,,6.0,1.0,,51.0,5.0,,,22.0,,6.0,1.0,,1.0,,,,1.0,,58.0,302.0,8.0,6.0,0.6756756756756757,0.7142857142857143,,,,,,0.4457831325301205,0.625,0.5454545454545454,0.44047619047619047,0.625,0.5294117647058824,0.5327102803738317,0.7045454545454546,0.6304347826086957,0.011904761904761904,,0.12048192771084337,0.23076923076923078,0.10714285714285714,0.034482758620689655,,,14.554579673776663,0.4444444444444444,0.25,0.045454545454545456,0.10504201680672269,0.06719367588932806,0.17391304347826086,0.041666666666666664,0.12424242424242424,0.06153846153846154,0.12903225806451613,0.039603960396039604,0.05555555555555555,0.057692307692307696,,0.1038961038961039,0.13333333333333333,0.08139534883720931,0.14705882352941177,0.25,0.02857142857142857,,0.30952380952380953,0.5384615384615384,0.7,0.7142857142857143,0.3333333333333333,0.35714285714285715,0.4,0.4,0.34523809523809523,0.4482758620689655,0.4642857142857143,0.8461538461538461,,,,,0.011904761904761904,,,,0.625,0.6,0.5,,,,,,,0.38235294117647056,0.6153846153846154,,,0.029411764705882353,,0.32142857142857145,,0.4841469879518073,0.5604285714285714,0.5127454545454545,0.21782178217821782,0.22,,0.2719298245614035,0.5087719298245614,8.561445783132529,51.2,0.43081312410841655,,,,1.0,1.0,1.0,,True,
201954,1610612754,Darren Collison,Darren Collison,201954,IND,93203.0,1553,130.0,2945,2943,720.0,719.0,361,5888,73.0,133.0,2.0,6.0,16.0,31.0,25.0,80.0,66.0,143.0,14.0,31.0,3.0,5.0,5.0,12.0,16.0,48.0,2.0,5.0,3.0,16.0,164.0,356.0,30.0,79.0,97.0,515.0,3043,10.0,27.0,5.0,10.0,5.0,40.0,40.0,87.0,8.0,28.0,42.0,146.0,100.0,228.0,75.0,15.0,2.0,47.0,16.0,35.0,,177.0,54.0,231.0,40.0,14.0,71.0,42.0,64.0,516.0,5.0,17.0,,37.0,92.0,1.0,130.0,22.0,152.0,4.0,42.0,26.0,16.0,58.0,9.0,38.0,33.0,9.0,20.0,1.0,2.0,91.0,4.0,22.0,45,2.0,76,3.0,,4.0,92.0,2.0,3.0,7.0,3.0,113.0,9.0,,6.0,41.0,,17.0,13.0,1.0,8.0,,2.0,3.0,14.0,8.0,140.0,713.0,3.0,9.0,0.3048780487804878,0.3067484662576687,0.8333333333333334,0.379746835443038,0.5,0.2857142857142857,0.38461538461538464,0.4606741573033708,0.37037037037037035,0.45977011494252873,0.4804597701149425,0.47297297297297297,0.45217391304347826,0.5278925619834711,0.4875,0.5218978102189781,0.18160919540229886,,0.09831460674157304,0.20300751879699247,0.05,0.027972027972027972,,,16.95716395864106,0.6373626373626373,0.011494252873563218,,0.08371246587807098,0.015329125338142471,0.09919571045576407,0.017543859649122806,0.08763586956521739,0.015781922525107604,0.014245014245014245,0.01909307875894988,0.011799410029498525,0.016216216216216217,0.02,0.06068601583113457,0.0670926517571885,0.11793611793611794,0.09523809523809523,0.11,0.019801980198019802,0.5714285714285714,0.3057471264367816,0.5488721804511278,0.6886792452830188,0.3698630136986301,0.1839080459770115,0.3125,0.32894736842105265,0.28,0.32873563218390806,0.46153846153846156,0.4748201438848921,0.24242424242424243,0.07126436781609195,0.45161290322580644,0.45161290322580644,1.0,0.1103448275862069,0.3333333333333333,0.3333333333333333,0.6875,0.16216216216216217,0.3333333333333333,,0.13513513513513514,0.6,1.0,0.13513513513513514,0.4,1.0,0.26956521739130435,0.5161290322580645,0.10434782608695652,0.4166666666666667,0.1391304347826087,0.1875,0.48735632183908045,0.3404255319148936,0.5087814516129031,0.46573030303030305,0.48337807017543866,0.08779443254817987,0.1056701030927835,,0.07766990291262135,0.283495145631068,9.972191011235957,25.05696202531645,0.24448217317487267,,,,,1.0,1.0,1.0,True,
201985,1610612754,AJ Price,AJ Price,201985,IND,2951.0,49,18.0,94,87,55.0,49.0,10,181,,,,,,,,,2.0,6.0,1.0,1.0,,,,,,5.0,,,,3.0,2.0,6.0,1.0,6.0,2.0,9.0,87,,1.0,,,,,1.0,4.0,,3.0,2.0,4.0,2.0,2.0,3.0,,,5.0,,,,6.0,2.0,8.0,1.0,1.0,1.0,2.0,3.0,18.0,,,,,1.0,,1.0,,1.0,,1.0,1.0,,2.0,,2.0,1.0,,,,,3.0,,2.0,1,,3,,,1.0,3.0,,,,,2.0,,,,1.0,,,1.0,,1.0,,,,1.0,,4.0,55.0,,,0.5,0.5,1.0,0.16666666666666666,,,0.16666666666666666,0.3333333333333333,,0.25,0.2916666666666667,,0.14285714285714285,0.34615384615384615,,0.25,0.5,,,,,,,,14.678899082568806,0.6666666666666666,,,0.03125,,,,0.025,,,,,,,,,0.1,,,,,,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,0.5,0.08333333333333333,1.0,1.0,1.0,0.4166666666666667,,,,,,,,,,,,,,,,,0.42857142857142855,,0.5,,0.4545727272727272,0.4151,0.4106916666666667,0.07692307692307693,0.14285714285714285,,,0.4444444444444444,16.116666666666667,27.916666666666668,0.5851063829787234,,,,,,,,True,
202362,1610612754,Lance Stephenson,Lance Stephenson,202362,IND,7553.0,126,-8.0,239,238,78.0,77.0,25,477,11.0,16.0,3.0,3.0,1.0,3.0,,3.0,3.0,7.0,1.0,6.0,,1.0,,1.0,,1.0,,,,,14.0,26.0,1.0,7.0,2.0,33.0,256,3.0,3.0,,1.0,,6.0,4.0,7.0,,1.0,2.0,10.0,8.0,20.0,3.0,,6.0,1.0,,3.0,,7.0,1.0,8.0,1.0,,3.0,2.0,2.0,17.0,,4.0,,4.0,5.0,,9.0,4.0,13.0,,7.0,4.0,3.0,1.0,3.0,,6.0,1.0,1.0,,1.0,7.0,1.0,2.0,1,,7,1.0,1.0,,1.0,,,,,2.0,,,,1.0,,,2.0,,2.0,,,,2.0,1.0,10.0,78.0,1.0,,0.2857142857142857,0.36363636363636365,1.0,0.14285714285714285,,,0.14285714285714285,0.5384615384615384,1.0,0.5714285714285714,0.4696969696969697,0.75,0.5,0.4852941176470588,0.75,0.5555555555555556,0.21212121212121213,,0.11538461538461539,0.125,0.3333333333333333,,,,15.241635687732343,0.14285714285714285,,,0.05263157894736842,0.04081632653061224,0.16,,0.075,0.03389830508474576,0.045454545454545456,0.047619047619047616,0.029411764705882353,,,0.027777777777777776,0.08,0.058823529411764705,0.17647058823529413,0.125,,0.5,0.48484848484848486,0.6875,0.7857142857142857,0.36363636363636365,0.09090909090909091,,,,0.21212121212121213,0.42857142857142855,0.42857142857142855,,0.18181818181818182,0.16666666666666666,0.16666666666666666,1.0,0.030303030303030304,,,,0.75,1.0,,0.25,,,,,,0.375,0.3333333333333333,0.125,,,,0.696969696969697,,0.5601060606060606,0.6144375,0.48463125000000007,0.029411764705882353,0.037037037037037035,,0.18181818181818182,0.30303030303030304,7.434615384615384,24.542857142857144,0.3263598326359833,,,,,,,,True,
2571,1610612754,Leandro Barbosa,Leandro Barbosa,2571,IND,4441.0,74,13.0,135,130,54.0,46.0,26,265,4.0,7.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,6.0,1.0,5.0,,1.0,,1.0,4.0,8.0,2.0,2.0,3.0,5.0,8.0,16.0,5.0,13.0,1.0,32.0,158,2.0,3.0,2.0,3.0,,10.0,3.0,5.0,3.0,6.0,,15.0,6.0,10.0,12.0,3.0,,8.0,4.0,2.0,,4.0,4.0,8.0,2.0,2.0,1.0,3.0,,20.0,,,,1.0,1.0,1.0,3.0,,3.0,,1.0,1.0,,3.0,,3.0,1.0,,,,,4.0,2.0,2.0,2,,4,1.0,,,5.0,1.0,1.0,,,3.0,1.0,,,1.0,,1.0,,,,,,,,,15.0,53.0,,1.0,0.375,0.375,0.8,0.38461538461538464,0.6666666666666666,0.5,0.38461538461538464,0.5,0.6666666666666666,0.6,0.5344827586206896,0.8333333333333334,0.6818181818181818,0.5333333333333333,0.8333333333333334,0.625,0.4482758620689655,,0.125,0.2857142857142857,,,,,20.238095238095237,0.75,0.16666666666666666,,0.027777777777777776,,0.0625,,0.038461538461538464,,,,,,,0.09090909090909091,,,0.07142857142857142,,,,0.2413793103448276,0.5714285714285714,0.8,0.25,0.10344827586206896,0.6666666666666666,0.6666666666666666,,0.20689655172413793,0.3333333333333333,0.3333333333333333,1.0,0.1724137931034483,0.2,0.2,1.0,0.27586206896551724,0.5,0.5,0.75,0.16666666666666666,1.0,1.0,0.16666666666666666,,,0.3333333333333333,1.0,1.0,0.2727272727272727,1.0,0.09090909090909091,,0.45454545454545453,0.6,0.6896551724137931,0.5,0.516158620689655,0.48983,0.507559090909091,0.034482758620689655,0.0625,,0.3125,0.46875,8.8625,25.123076923076926,0.4,,,,,,,,True,
