EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Usage,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,PtsUnassisted3s,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,Technical Free Throw Trips,BlockedAtRim,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,OffensiveGoaltends,DefensiveGoaltends,on,Corner3PctBlocked,Clear Path Fouls
101113,1610612759,Ike Diogu,Ike Diogu,101113,SAS,71.0,1,-2,2,2,4,1.0,1.0,2,1.0,1.0,1.0,33.333333333333336,1.0,0.3778,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202341,1610612759,James Anderson,James Anderson,202341,SAS,13615.0,227,87,443,439,882,8.0,38.0,429,5.0,0.13157894736842105,0.25,15.811088295687885,0.13333333333333333,0.5280125000000001,6.942105263157896,126.0,124.0,46.0,13.0,22.0,2.0,4.0,3.0,7.0,3.0,1.0,8.0,5.0,11.0,2.0,3.0,3.0,11.0,6.0,17.0,8.0,22.0,13.0,71.0,2.0,4.0,4.0,3.0,9.0,2.0,9.0,3.0,15.0,22.0,12.0,24.0,2.0,11.0,3.0,16.0,2.0,18.0,1.0,1.0,7.0,4.0,5.0,38.0,4.0,4.0,23.0,27.0,4.0,31.0,2.0,2.0,3.0,4.0,1.0,6.0,1.0,2.0,9.0,12.0,1.0,16.0,1.0,12.0,1.0,1.0,2.0,18.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,15.0,126.0,0.6470588235294118,0.6875,1.0,0.36363636363636365,0.2222222222222222,0.36363636363636365,0.4473684210526316,0.5,0.3333333333333333,0.48333333333333334,0.5,0.3333333333333333,0.5220588235294118,0.5,0.375,0.36666666666666664,0.13636363636363635,0.3333333333333333,0.13450292397660818,0.031007751937984496,0.09302325581395349,0.1261682242990654,0.020942408376963352,0.06,0.027777777777777776,0.1282051282051282,0.1016949152542373,0.1643835616438356,0.058823529411764705,0.2222222222222222,0.36666666666666664,0.5909090909090909,0.6842105263157895,0.6923076923076923,0.375,0.5,0.3333333333333333,0.13333333333333333,0.125,0.125,1.0,0.18333333333333332,0.45454545454545453,0.45454545454545453,1.0,0.18333333333333332,0.2727272727272727,0.2727272727272727,1.0,1.0,0.5,0.5,0.3888888888888889,0.42857142857142855,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.7333333333333333,0.2727272727272727,0.563425,0.5356361111111111,0.11940298507462686,0.1590909090909091,0.043478260869565216,0.056338028169014086,0.2112676056338028,24.33636363636364,0.28442437923250563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,31296.0,522,114,985,982,1967,25.0,108.0,1053,11.0,0.10185185185185185,0.16,15.933098591549296,0.16556291390728478,0.5603824503311259,5.462037037037037,251.0,216.0,125.0,47.0,65.0,15.0,24.0,12.0,17.0,11.0,6.0,18.0,8.0,16.0,4.0,4.0,9.0,27.0,8.0,64.0,17.0,43.0,28.0,207.0,18.0,32.0,49.0,14.0,25.0,8.0,12.0,9.0,61.0,58.0,70.0,51.0,24.0,27.0,9.0,11.0,11.0,22.0,7.0,4.0,6.0,3.0,2.0,55.0,27.0,16.0,57.0,77.0,44.0,121.0,27.0,12.0,5.0,2.0,2.0,9.0,1.0,3.0,14.0,12.0,,26.0,1.0,32.0,,2.0,1.0,38.0,6.0,21.0,,1.0,3.0,1.0,5.0,61.0,251.0,0.453125,0.5576923076923077,1.0,0.3953488372093023,0.6666666666666666,0.3953488372093023,0.5925925925925926,0.5625,0.56,0.5927152317880795,0.5675675675675675,0.7027027027027027,0.6197604790419161,0.5833333333333334,0.7261904761904762,0.2847682119205298,0.1076923076923077,0.35714285714285715,0.16521739130434782,0.09060402684563758,0.14545454545454545,0.16043956043956045,0.09333333333333334,0.08547008547008547,0.06666666666666667,0.07228915662650602,0.14285714285714285,0.23776223776223776,0.12658227848101267,0.1935483870967742,0.4304635761589404,0.7230769230769231,0.8103448275862069,0.48936170212765956,0.44,0.5238095238095238,0.18181818181818182,0.11920529801324503,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.10596026490066225,0.5,0.5,1.0,0.17880794701986755,0.3333333333333333,0.3333333333333333,1.0,0.6486486486486487,0.625,0.13333333333333333,0.4594594594594595,0.7058823529411765,0.10810810810810811,1.0,0.21621621621621623,0.7152317880794702,0.3333333333333333,0.5098479166666668,0.5777108108108109,0.12650602409638553,0.17073170731707318,,0.23671497584541062,0.2946859903381642,24.479069767441857,0.2548223350253807,2.0,5.0,4.0,2.0,5.0,7.0,15.0,2.0,4.0,1.0,15.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,0.4,0.2,0.06060606060606061,0.09868421052631579,0.11320754716981132,0.07272727272727272,0.16666666666666666,0.017543859649122806,0.8,0.13513513513513514,0.4,1.0,0.5,,,,,,,,,,,,,,,,,,True,,
2551,1610612759,T.J. Ford,T.J. Ford,2551,SAS,7271.0,121,28,226,228,454,3.0,20.0,226,,,,18.503937007874015,0.1111111111111111,0.45258199999999993,11.395,48.0,47.0,24.0,3.0,6.0,,,1.0,1.0,,5.0,11.0,,1.0,,,2.0,6.0,,8.0,2.0,7.0,7.0,29.0,,,,1.0,2.0,,,4.0,6.0,6.0,10.0,3.0,,4.0,2.0,20.0,13.0,33.0,8.0,5.0,18.0,1.0,1.0,79.0,,3.0,5.0,8.0,1.0,9.0,8.0,5.0,11.0,1.0,7.0,5.0,2.0,4.0,16.0,7.0,3.0,18.0,1.0,10.0,1.0,,,8.0,,2.0,,2.0,,,,6.0,48.0,0.375,0.375,0.5,0.2857142857142857,,0.4,0.4,,0.5,0.4074074074074074,,0.5,0.46774193548387094,,0.75,0.25925925925925924,,0.6875,0.07692307692307693,,0.08823529411764706,0.08080808080808081,0.010309278350515464,,,,0.08695652173913043,0.09090909090909091,0.08333333333333333,0.1,0.2222222222222222,0.5,0.5,0.6666666666666666,,,,0.4074074074074074,0.45454545454545453,0.45454545454545453,0.2,0.037037037037037035,,,,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5,,,,0.5,1.0,,,,0.48148148148148145,0.5,,0.38765,0.06896551724137931,0.09090909090909091,,,0.20689655172413793,33.41428571428572,0.21238938053097345,,,,,,,1.0,,,,3.0,,,,2.0,1.0,2.0,2.0,,,,,,2.0,2.0,,,,0.030303030303030304,,0.045454545454545456,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,True,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,79536.0,1326,361,2529,2510,5039,49.0,100.0,2590,5.0,0.05,0.061224489795918366,13.194198797311637,0.14,0.5230401428571426,10.754000000000003,648.0,577.0,266.0,11.0,17.0,4.0,6.0,,2.0,21.0,17.0,34.0,26.0,55.0,4.0,10.0,79.0,195.0,51.0,49.0,105.0,250.0,16.0,429.0,10.0,20.0,46.0,7.0,21.0,21.0,61.0,9.0,86.0,64.0,34.0,312.0,10.0,195.0,79.0,35.0,26.0,61.0,12.0,14.0,15.0,10.0,10.0,148.0,16.0,33.0,138.0,185.0,29.0,214.0,15.0,9.0,6.0,3.0,6.0,8.0,,,14.0,41.0,2.0,68.0,1.0,48.0,6.0,7.0,,21.0,,4.0,2.0,3.0,21.0,1.0,21.0,85.0,644.0,0.6530612244897959,0.7272727272727273,0.9904761904761905,0.42,0.3442622950819672,0.42,0.49,0.5,0.3333333333333333,0.59,0.55,0.4695121951219512,0.596100278551532,0.5609756097560976,0.48295454545454547,0.7142857142857143,,0.42857142857142855,0.14696485623003194,0.021917808219178082,0.11379310344827587,0.13913751017087062,0.024822695035460994,0.02857142857142857,0.023474178403755867,0.1510204081632653,0.16300940438871472,0.13066666666666665,0.12440191387559808,0.08641975308641975,0.04857142857142857,0.6470588235294118,0.6470588235294118,0.5454545454545454,0.42857142857142855,0.45652173913043476,0.47619047619047616,0.09714285714285714,0.5,0.53125,0.9411764705882353,0.15714285714285714,0.4727272727272727,0.4727272727272727,1.0,0.5571428571428572,0.40512820512820513,0.4072164948453608,0.9873417721518988,0.15,0.6666666666666666,0.25,0.024390243902439025,,0.12195121951219512,0.4,0.6219512195121951,0.7628571428571429,0.40512820512820513,0.5166000000000002,0.5024408536585365,0.016853932584269662,0.038461538461538464,0.007936507936507936,0.10722610722610723,0.20046620046620048,24.782,0.25622775800711745,5.0,17.0,17.0,8.0,20.0,2.0,12.0,1.0,14.0,2.0,6.0,1.0,3.0,1.0,3.0,,9.0,8.0,,,,10.0,15.0,6.0,2.0,0.4,0.22580645161290322,0.014925373134328358,0.03015075376884422,0.012658227848101266,0.020689655172413793,0.05555555555555555,0.0106951871657754,0.7142857142857143,0.425,0.29411764705882354,0.8,0.3333333333333333,3.0,,3.0,3.0,1.0,1.0,10.0,4.0,0.004,0.058823529411764705,0.005128205128205128,0.075,1.0,1.0,,,,True,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,23467.0,391,134,750,728,1478,74.0,163.0,730,14.0,0.08588957055214724,0.10810810810810811,26.58682634730539,0.4484848484848485,0.4733672727272728,7.131901840490796,238.0,192.0,77.0,46.0,66.0,11.0,14.0,20.0,25.0,27.0,8.0,23.0,,,,,,2.0,2.0,81.0,,2.0,56.0,218.0,12.0,23.0,30.0,30.0,47.0,,2.0,11.0,71.0,102.0,60.0,,18.0,2.0,,15.0,3.0,18.0,2.0,1.0,11.0,1.0,3.0,39.0,20.0,17.0,68.0,93.0,30.0,123.0,4.0,2.0,12.0,2.0,4.0,11.0,,8.0,23.0,11.0,,26.0,4.0,65.0,,4.0,2.0,77.0,9.0,39.0,,4.0,30.0,1.0,30.0,71.0,234.0,0.6296296296296297,0.7083333333333334,,,,,0.49693251533742333,0.5217391304347826,0.6382978723404256,0.4909090909090909,0.5217391304347826,0.6122448979591837,0.5477386934673367,0.5357142857142857,0.6339285714285714,0.012121212121212121,0.07575757575757576,0.5217391304347826,0.23129251700680273,0.0851063829787234,0.20481927710843373,0.22546419098143236,0.09090909090909091,0.08695652173913043,0.04938271604938271,0.2413793103448276,0.21495327102803738,0.24,0.21875,0.15789473684210525,0.4,0.696969696969697,0.7540983606557377,0.717391304347826,0.36486486486486486,0.4090909090909091,0.37037037037037035,0.1393939393939394,0.34782608695652173,0.36363636363636365,1.0,,,,,0.012121212121212121,,,,0.6086956521739131,0.7857142857142857,0.18181818181818182,0.5102040816326531,0.8,,,0.04081632653061224,0.4121212121212121,,0.514725,0.502504081632653,0.2,0.20207253886010362,,0.13761467889908258,0.3256880733944954,24.65,0.31733333333333336,,,,,,6.0,10.0,,8.0,3.0,2.0,,,2.0,8.0,2.0,4.0,2.0,,,,10.0,17.0,3.0,4.0,,0.36363636363636365,,0.10526315789473684,0.12903225806451613,0.057971014492753624,0.23076923076923078,0.043478260869565216,0.5666666666666667,,,,,,,,,,,19.0,1.0,,0.043478260869565216,,,,,3.0,,,True,,
1536,1610612759,Stephen Jackson,Stephen Jackson,1536,SAS,15993.0,267,90,507,509,1016,12.0,43.0,519,1.0,0.023255813953488372,,18.67145421903052,0.16666666666666666,0.5200612676056338,7.71860465116279,109.0,142.0,48.0,10.0,19.0,2.0,3.0,2.0,4.0,7.0,3.0,12.0,5.0,11.0,1.0,2.0,6.0,18.0,5.0,20.0,11.0,29.0,24.0,97.0,3.0,5.0,6.0,3.0,10.0,3.0,7.0,3.0,18.0,10.0,30.0,30.0,2.0,18.0,6.0,19.0,5.0,24.0,3.0,2.0,15.0,,4.0,53.0,3.0,10.0,34.0,48.0,3.0,51.0,10.0,5.0,11.0,2.0,7.0,7.0,1.0,4.0,18.0,12.0,2.0,22.0,,19.0,,,,29.0,1.0,14.0,,1.0,4.0,,4.0,18.0,109.0,0.25,0.2631578947368421,0.9090909090909091,0.3793103448275862,0.42857142857142855,0.3793103448275862,0.46511627906976744,0.6,0.3,0.5069444444444444,0.6,0.4411764705882353,0.563953488372093,0.6,0.5,0.4027777777777778,0.05263157894736842,0.6111111111111112,0.1650485436893204,0.022556390977443608,0.18867924528301888,0.16988416988416988,0.014354066985645933,0.025,,0.14035087719298245,0.18181818181818182,0.1686746987951807,0.18421052631578946,0.2,0.2638888888888889,0.5263157894736842,0.5555555555555556,0.2,0.5833333333333334,0.5833333333333334,0.2857142857142857,0.16666666666666666,0.25,0.25,0.3333333333333333,0.1527777777777778,0.45454545454545453,0.45454545454545453,1.0,0.25,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.6,0.6666666666666666,,0.23529411764705882,0.5,0.11764705882352941,0.5,0.29411764705882354,0.6666666666666666,0.3333333333333333,0.578525,0.48189062499999996,0.16470588235294117,0.25,,0.061855670103092786,0.18556701030927836,24.686206896551724,0.21499013806706113,,,2.0,,,,,,4.0,2.0,5.0,,3.0,,5.0,,,1.0,,,,1.0,1.0,3.0,,,0.3076923076923077,,,0.041666666666666664,,,0.05263157894736842,0.25,,,,0.4,3.0,,,,,,3.0,1.0,,,,,,,,1.0,,True,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,22924.0,382,173,753,740,1493,18.0,88.0,791,8.0,0.09090909090909091,0.16666666666666666,24.849939975990395,0.11464968152866242,0.5517133757961782,6.2625,214.0,236.0,74.0,39.0,52.0,2.0,3.0,9.0,11.0,8.0,8.0,18.0,7.0,16.0,2.0,2.0,23.0,53.0,14.0,55.0,30.0,69.0,51.0,251.0,3.0,4.0,28.0,13.0,25.0,7.0,16.0,31.0,78.0,32.0,78.0,69.0,4.0,53.0,23.0,61.0,20.0,81.0,13.0,7.0,47.0,10.0,4.0,182.0,7.0,17.0,30.0,47.0,12.0,59.0,12.0,9.0,22.0,4.0,13.0,6.0,2.0,9.0,28.0,12.0,1.0,29.0,,45.0,1.0,1.0,2.0,56.0,4.0,17.0,3.0,6.0,5.0,,5.0,72.0,211.0,0.2909090909090909,0.3018867924528302,0.7666666666666667,0.43478260869565216,0.4375,0.43478260869565216,0.625,0.75,0.52,0.6369426751592356,0.9230769230769231,0.573170731707317,0.6871508379888268,0.9,0.7169811320754716,0.4394904458598726,0.09615384615384616,0.7857142857142857,0.11070110701107011,0.04375,0.17894736842105263,0.1284153005464481,0.04081632653061224,0.05454545454545454,0.04,0.07228915662650602,0.10588235294117647,0.14563106796116504,0.11940298507462686,0.32142857142857145,0.33121019108280253,0.75,0.8297872340425532,0.2564102564102564,0.4444444444444444,0.5333333333333333,0.25,0.11464968152866242,0.4444444444444444,0.4444444444444444,0.5,0.10191082802547771,0.4375,0.4375,0.8571428571428571,0.3375796178343949,0.4339622641509434,0.4423076923076923,0.7391304347826086,0.23076923076923078,0.6666666666666666,,0.2682926829268293,0.8181818181818182,0.04878048780487805,1.0,0.34146341463414637,0.7707006369426752,0.4339622641509434,0.5684875,0.5129158536585365,0.11560693641618497,0.16831683168316833,0.041666666666666664,0.11155378486055777,0.3107569721115538,24.672463768115946,0.28419654714475434,4.0,6.0,5.0,6.0,9.0,4.0,5.0,,,2.0,3.0,,,1.0,7.0,,,4.0,,,,2.0,4.0,3.0,4.0,0.6666666666666666,,,0.03731343283582089,0.03636363636363636,0.04395604395604396,0.023255813953488372,0.03225806451612903,0.8,0.46153846153846156,0.6666666666666666,0.5,0.35714285714285715,21.0,,2.0,3.0,1.0,5.0,3.0,,0.014492753623188406,,0.018867924528301886,0.23076923076923078,0.6666666666666666,0.5,,,1.0,True,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,37230.0,620,174,1175,1158,2333,31.0,109.0,1159,10.0,0.09174311926605505,0.06451612903225806,17.673716012084594,0.15979381443298968,0.5397265625,6.744954128440367,291.0,240.0,131.0,29.0,57.0,3.0,11.0,9.0,15.0,11.0,8.0,21.0,16.0,36.0,1.0,8.0,17.0,49.0,11.0,48.0,33.0,85.0,29.0,224.0,6.0,19.0,24.0,12.0,25.0,5.0,19.0,14.0,53.0,52.0,44.0,93.0,4.0,47.0,17.0,28.0,13.0,41.0,7.0,6.0,21.0,4.0,3.0,95.0,19.0,16.0,46.0,62.0,28.0,90.0,25.0,12.0,18.0,2.0,9.0,8.0,,9.0,26.0,15.0,,38.0,2.0,29.0,1.0,1.0,3.0,38.0,7.0,16.0,,6.0,18.0,,18.0,53.0,287.0,0.5416666666666666,0.5652173913043478,0.9393939393939394,0.38823529411764707,0.2631578947368421,0.39759036144578314,0.44036697247706424,0.3157894736842105,0.48,0.5025773195876289,0.375,0.4431818181818182,0.5358851674641149,0.4,0.5096153846153846,0.4381443298969072,0.12280701754385964,0.6923076923076923,0.1038374717832957,0.051075268817204304,0.11188811188811189,0.10580204778156997,0.04927007299270073,0.05333333333333334,0.046296296296296294,0.058333333333333334,0.14906832298136646,0.09259259259259259,0.11224489795918367,0.1111111111111111,0.29381443298969073,0.5087719298245614,0.58,0.5172413793103449,0.3548387096774194,0.3793103448275862,0.36363636363636365,0.10824742268041238,0.38095238095238093,0.4,0.875,0.18556701030927836,0.4444444444444444,0.4444444444444444,1.0,0.25257731958762886,0.3469387755102041,0.3469387755102041,0.8823529411764706,0.39285714285714285,0.2727272727272727,,0.3409090909090909,0.6,0.18181818181818182,0.125,0.25,0.7319587628865979,0.3617021276595745,0.5062200000000001,0.5243345238095237,0.07881773399014778,0.13559322033898305,,0.10714285714285714,0.23660714285714285,25.195294117647062,0.24765957446808512,1.0,6.0,4.0,3.0,9.0,3.0,8.0,1.0,,2.0,13.0,,1.0,,5.0,3.0,,,,,,4.0,11.0,3.0,5.0,0.3333333333333333,,0.02564102564102564,0.045454545454545456,0.05263157894736842,0.0546875,0.020833333333333332,0.02040816326530612,0.6111111111111112,0.21428571428571427,0.16666666666666666,1.0,0.36363636363636365,6.0,2.0,2.0,3.0,,1.0,14.0,1.0,,0.047619047619047616,,0.10714285714285714,0.6666666666666666,1.0,,,1.0,True,,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,4563.0,76,20,154,150,304,4.0,21.0,160,1.0,0.047619047619047616,,28.070175438596493,0.1111111111111111,0.5725486111111111,8.604761904761904,27.0,40.0,15.0,7.0,11.0,,,2.0,2.0,3.0,4.0,6.0,2.0,5.0,,1.0,3.0,10.0,1.0,14.0,5.0,15.0,7.0,50.0,,,6.0,2.0,3.0,,2.0,3.0,7.0,8.0,20.0,6.0,,10.0,3.0,7.0,3.0,10.0,2.0,1.0,3.0,2.0,2.0,23.0,,2.0,8.0,11.0,,11.0,6.0,3.0,8.0,3.0,6.0,3.0,,2.0,11.0,2.0,,4.0,,8.0,1.0,,,7.0,2.0,2.0,,2.0,,,,7.0,27.0,0.2857142857142857,0.2857142857142857,0.4,0.3333333333333333,,0.3333333333333333,0.6666666666666666,,0.6666666666666666,0.5972222222222222,1.5,0.4,0.6447368421052632,1.5,0.5833333333333334,0.4166666666666667,0.09090909090909091,0.7272727272727273,0.14814814814814814,,0.13333333333333333,0.14492753623188406,,,,0.06666666666666667,0.17647058823529413,0.18181818181818182,0.1,0.2,0.3055555555555556,0.6363636363636364,0.7,0.14285714285714285,0.75,0.75,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.1388888888888889,0.4,0.4,1.0,0.2777777777777778,0.3,0.3,,,,,0.4,1.0,0.2,,0.2,0.7222222222222222,0.3,0.609375,0.61638,0.05555555555555555,0.09523809523809523,,0.12,0.14,24.719999999999995,0.17532467532467533,1.0,1.0,,2.0,2.0,,,,1.0,,3.0,,,,2.0,,1.0,,,,,,,1.0,1.0,1.0,0.25,,,,,,,,0.5,1.0,,,9.0,,1.0,1.0,,1.0,,,,,,0.5,1.0,1.0,,,,True,,
