EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,Corner3FGM,SecondChanceFtPoints,Fg3aBlocked,Clear Path Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,PenaltyCorner3FGM,HeaveAttempts,FTOffRebounds,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockingFoulsDrawn,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,BlockedCorner3,on,3pt And 1 Free Throw Trips
101249,1610612741,John Lucas III,John Lucas III,101249,CHI,13495.0,225,61,424,422,128,120,61.0,846,3.0,11.0,1.0,3.0,4.0,5.0,11.0,16.0,35.0,4.0,1.0,2.0,18.0,47.0,1.0,5.0,5.0,11.0,24.0,57.0,18.0,51.0,17.0,119.0,400,5.0,7.0,1.0,6.0,13.0,7.0,14.0,5.0,13.0,8.0,37.0,14.0,34.0,36.0,18.0,2.0,47.0,18.0,3.0,27.0,5.0,32.0,3.0,2.0,9.0,2.0,16.0,69.0,4.0,5.0,4.0,13.0,1.0,18.0,9.0,27.0,2.0,4.0,2.0,2.0,10.0,3.0,9.0,8.0,1.0,1.0,2.0,1.0,18.0,2.0,3.0,5.0,2.0,17.0,1.0,1.0,13.0,3.0,17.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,35.0,123,1.0,1.0,0.2916666666666667,0.30434782608695654,0.6666666666666666,0.35294117647058826,0.16666666666666666,0.38461538461538464,0.35294117647058826,0.42105263157894735,0.7142857142857143,0.5,0.4722222222222222,0.5,0.5370370370370371,0.5086206896551724,0.5,0.5967741935483871,0.4722222222222222,0.05263157894736842,0.18181818181818182,0.02857142857142857,26.86868686868687,0.5555555555555556,0.07142857142857142,0.07514450867052024,0.03676470588235294,0.09302325581395349,0.06349206349206349,0.0787037037037037,0.04522613065326633,0.05,0.030303030303030304,0.031746031746031744,0.07692307692307693,0.125,0.019230769230769232,0.0821917808219178,0.11764705882352941,0.03278688524590164,1.0,0.10185185185185185,0.2727272727272727,0.3333333333333333,0.10185185185185185,0.45454545454545453,0.45454545454545453,0.2,0.32407407407407407,0.45714285714285713,0.47058823529411764,0.375,0.037037037037037035,0.4351851851851852,0.3829787234042553,0.3829787234042553,0.6666666666666666,0.23076923076923078,0.3333333333333333,0.07692307692307693,0.38461538461538464,0.2,1.0,0.14814814814814814,0.07407407407407407,0.4074074074074074,0.45454545454545453,0.5740740740740741,0.3829787234042553,0.4828897196261681,0.49013124999999996,0.44449807692307697,0.04424778761061947,0.08064516129032258,0.1092436974789916,0.31092436974789917,13.942105263157895,25.633333333333336,0.3018867924528302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1888,1610612741,Richard Hamilton,Richard Hamilton,1888,CHI,33629.0,560,106,1056,1055,116,178,148.0,2111,24.0,35.0,1.0,3.0,3.0,18.0,48.0,53.0,123.0,17.0,1.0,3.0,7.0,19.0,3.0,6.0,1.0,3.0,95.0,206.0,12.0,36.0,22.0,248.0,1056,6.0,16.0,3.0,7.0,24.0,9.0,21.0,1.0,6.0,5.0,26.0,148.0,42.0,36.0,,2.0,19.0,7.0,9.0,61.0,17.0,78.0,12.0,5.0,38.0,11.0,12.0,173.0,2.0,13.0,4.0,30.0,2.0,36.0,15.0,51.0,5.0,11.0,9.0,2.0,27.0,5.0,19.0,15.0,2.0,8.0,2.0,3.0,42.0,1.0,6.0,16.0,1.0,46.0,,1.0,30.0,,28.0,5.0,12.0,3.0,1.0,1.0,1.0,1.0,26.0,116,2.0,2.0,0.7789473684210526,0.7872340425531915,1.0,0.3333333333333333,0.42857142857142855,0.16666666666666666,0.3333333333333333,0.46116504854368934,0.375,0.42857142857142855,0.4669421487603306,0.45652173913043476,0.3888888888888889,0.494,0.48,0.4482758620689655,0.1487603305785124,0.043689320388349516,0.08571428571428572,0.016260162601626018,23.378702962369896,0.6428571428571429,0.06451612903225806,0.06993006993006994,0.03125,0.04040404040404041,0.020202020202020204,0.06439393939393939,0.02912621359223301,0.051094890510948905,0.030303030303030304,0.016666666666666666,0.02857142857142857,0.05042016806722689,0.08653846153846154,0.07281553398058252,0.0410958904109589,0.04032258064516129,1.0,0.1446280991735537,0.6857142857142857,0.75,0.19834710743801653,0.375,0.4090909090909091,0.6111111111111112,0.5082644628099173,0.43089430894308944,0.4380165289256198,0.8301886792452831,0.07024793388429752,0.07851239669421488,0.3684210526315789,0.3888888888888889,1.0,0.13043478260869565,0.3333333333333333,0.043478260869565216,0.2608695652173913,0.5,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.29338842975206614,0.3684210526315789,0.48224752066115706,0.48315277777777776,0.4651351851851852,0.048582995951417005,0.05687203791469194,0.0967741935483871,0.10483870967741936,12.918446601941747,24.461111111111112,0.10984848484848485,1.0,5.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,0.027777777777777776,0.08333333333333333,0.05263157894736842,0.038461538461538464,0.7916666666666666,0.29411764705882354,0.29411764705882354,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,
200758,1610612741,Ronnie Brewer,Ronnie Brewer,200758,CHI,66559.0,1109,143,2058,2090,339,315,266.0,4148,76.0,125.0,19.0,34.0,20.0,4.0,12.0,40.0,99.0,35.0,2.0,5.0,3.0,16.0,,,1.0,4.0,120.0,236.0,14.0,51.0,30.0,312.0,2110,23.0,45.0,1.0,2.0,52.0,19.0,34.0,2.0,9.0,9.0,53.0,182.0,58.0,39.0,3.0,26.0,14.0,3.0,17.0,67.0,24.0,91.0,17.0,7.0,33.0,10.0,24.0,206.0,12.0,36.0,21.0,83.0,3.0,107.0,49.0,156.0,4.0,51.0,33.0,18.0,24.0,1.0,14.0,14.0,1.0,10.0,2.0,3.0,38.0,3.0,7.0,14.0,3.0,44.0,2.0,2.0,47.0,1.0,56.0,,23.0,4.0,16.0,10.0,17.0,10.0,53.0,335,4.0,3.0,0.7583333333333333,0.8504672897196262,0.9285714285714286,0.27450980392156865,0.5,0.2222222222222222,0.2857142857142857,0.5084745762711864,0.5111111111111111,0.5588235294117647,0.4912891986062718,0.5212765957446809,0.5116279069767442,0.5,0.52,0.5096153846153846,0.17770034843205576,0.07203389830508475,0.128,,14.699706005879884,0.631578947368421,0.07142857142857142,0.09284116331096197,0.04780876494023904,0.105,0.06217616580310881,0.09506398537477148,0.0507399577167019,0.06504065040650407,0.03067484662576687,0.0436046511627907,0.06349206349206349,0.07608695652173914,0.04504504504504504,0.13131313131313133,0.10191082802547771,0.030303030303030304,0.5882352941176471,0.4355400696864111,0.608,0.6972477064220184,0.041811846689895474,0.3333333333333333,0.36363636363636365,0.5,0.34494773519163763,0.40404040404040403,0.40404040404040403,0.925,0.12195121951219512,0.05574912891986063,0.1875,0.1875,0.6666666666666666,0.723404255319149,0.5588235294117647,0.0425531914893617,,,,0.46511627906976744,0.11627906976744186,0.09302325581395349,0.25,0.6132404181184669,0.21428571428571427,0.5338354385964913,0.5344589743589744,0.539607142857143,0.08116883116883117,0.09019607843137255,0.16666666666666666,0.16987179487179488,9.25550847457627,24.649019607843137,0.16472303206997085,13.0,11.0,3.0,,,4.0,4.0,4.0,,,0.08333333333333333,,0.11627906976744186,0.6842105263157895,0.3142857142857143,0.3142857142857143,1.0,0.65,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,0.015384615384615385,0.05970149253731343,0.2631578947368421,0.5,1.0,0.2,0.03773584905660377,,,,,,True,
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,116699.0,1945,287,3660,3643,678,691,509.0,7303,189.0,334.0,67.0,140.0,53.0,26.0,80.0,34.0,75.0,,,,,1.0,,,,1.0,249.0,489.0,,1.0,154.0,652.0,3701,71.0,148.0,,,186.0,44.0,78.0,,1.0,56.0,144.0,318.0,180.0,,,114.0,1.0,,61.0,129.0,31.0,160.0,18.0,13.0,72.0,20.0,37.0,351.0,43.0,196.0,74.0,283.0,30.0,387.0,242.0,629.0,18.0,41.0,23.0,18.0,54.0,7.0,34.0,38.0,7.0,20.0,1.0,5.0,92.0,15.0,22.0,77.0,4.0,162.0,3.0,17.0,175.0,3.0,206.0,,85.0,24.0,92.0,69.0,92.0,59.0,143.0,667,18.0,20.0,0.6385542168674698,0.828125,,,,,,0.50920245398773,0.4797297297297297,0.5641025641025641,0.5081632653061224,0.4797297297297297,0.5569620253164557,0.555366269165247,0.5224719101123596,0.6371681415929203,0.0020408163265306124,0.12474437627811862,0.15868263473053892,,15.86078019154403,0.5869565217391305,0.3225806451612903,0.1891711229946524,0.14244186046511628,0.2016348773841962,0.11436170212765957,0.19162640901771336,0.13641552511415525,0.18777292576419213,0.12269938650306748,0.11824324324324324,0.10727969348659004,0.16916488222698073,0.19170984455958548,0.20217729393468117,0.2099644128113879,0.1016949152542373,0.6413043478260869,0.6816326530612244,0.5658682634730539,0.6725978647686833,0.16326530612244897,0.325,0.3611111111111111,0.34615384615384615,0.15306122448979592,0.4533333333333333,0.4533333333333333,0.9117647058823529,,0.0020408163265306124,,,,0.9459459459459459,0.4785714285714286,,,,,0.6708860759493671,,0.012658227848101266,,0.6836734693877551,,0.5486615541922288,0.5802613138686131,0.5341794871794873,0.15097690941385436,0.1512455516014235,0.2852760736196319,0.22085889570552147,5.000613496932516,37.8,0.18524590163934426,32.0,,44.0,,,5.0,5.0,12.0,4.0,,0.1,,0.1744186046511628,0.6296296296296297,,,,0.6037735849056604,,,,3.0,28.0,,,,2.0,21.0,0.03,0.13043478260869565,0.1044776119402985,,,,,4.0,3.0,2.0,8.0,,True,
201959,1610612741,Taj Gibson,Taj Gibson,201959,CHI,18647.0,311,61,589,606,192,194,89.0,1195,25.0,36.0,8.0,12.0,12.0,2.0,15.0,14.0,36.0,,,,,,,,,,41.0,87.0,,,21.0,103.0,590,10.0,17.0,,,25.0,14.0,28.0,,,7.0,35.0,56.0,26.0,,,16.0,,,10.0,6.0,4.0,10.0,4.0,,1.0,2.0,3.0,24.0,5.0,27.0,10.0,33.0,4.0,47.0,32.0,79.0,2.0,6.0,4.0,2.0,4.0,,2.0,7.0,1.0,2.0,,4.0,11.0,2.0,3.0,19.0,,28.0,1.0,4.0,24.0,,41.0,,17.0,4.0,22.0,13.0,23.0,8.0,34.0,189,1.0,3.0,0.6829268292682927,0.8484848484848485,,,,,,0.47126436781609193,0.5882352941176471,0.5,0.47126436781609193,0.5882352941176471,0.5,0.48130841121495327,0.5434782608695652,0.4861111111111111,,0.11494252873563218,0.16666666666666666,,16.857142857142858,0.36363636363636365,0.16,0.12692307692307692,0.135,0.14285714285714285,0.07142857142857142,0.1303030303030303,0.11851851851851852,0.21739130434782608,0.11764705882352941,0.075,0.058823529411764705,0.07407407407407407,0.14457831325301204,0.15625,0.11764705882352941,0.05555555555555555,0.34782608695652173,0.41379310344827586,0.6944444444444444,0.8333333333333334,0.1724137931034483,0.13333333333333333,0.18181818181818182,0.5,0.41379310344827586,0.3888888888888889,0.3888888888888889,1.0,,,,,,0.7058823529411765,0.6666666666666666,,,,,0.42857142857142855,,,,0.41379310344827586,,0.48150114942528727,0.5282714285714286,0.4961392857142858,0.1650485436893204,0.1650485436893204,0.24271844660194175,0.33980582524271846,9.3,,0.32597623089983024,8.0,,5.0,,,,,1.0,2.0,,0.26666666666666666,,0.21052631578947367,0.52,,,,0.6666666666666666,,,,,1.0,,1.0,1.0,,9.0,,0.10526315789473684,,,,,,1.0,,,1.0,,True,
2430,1610612741,Carlos Boozer,Carlos Boozer,2430,CHI,96235.0,1604,220,3007,2974,458,455,408.0,5981,147.0,222.0,36.0,59.0,31.0,82.0,166.0,128.0,287.0,,,,,1.0,,1.0,,,357.0,675.0,,1.0,79.0,793.0,3043,55.0,100.0,,1.0,120.0,49.0,92.0,,,16.0,114.0,518.0,196.0,,,54.0,1.0,,39.0,85.0,29.0,114.0,22.0,7.0,54.0,6.0,25.0,257.0,23.0,66.0,55.0,294.0,20.0,369.0,89.0,458.0,13.0,45.0,28.0,17.0,43.0,13.0,30.0,49.0,5.0,13.0,2.0,7.0,92.0,9.0,6.0,81.0,,128.0,3.0,9.0,82.0,,110.0,,58.0,2.0,16.0,13.0,16.0,8.0,114.0,455,5.0,4.0,0.7254901960784313,0.7848484848484848,,,,,,0.5288888888888889,0.55,0.532608695652174,0.5281065088757396,0.5445544554455446,0.532608695652174,0.5461432506887053,0.5555555555555556,0.5588235294117647,0.0014792899408284023,0.057777777777777775,0.11711711711711711,,23.37810803086596,0.4673913043478261,0.3076923076923077,0.24118129614438064,0.056847545219638244,0.19230769230769232,0.08070175438596491,0.23189368770764118,0.06154910096818811,0.07792207792207792,0.044444444444444446,0.04743083003952569,0.06091370558375635,0.21052631578947367,0.3177257525083612,0.22037037037037038,0.20361990950226244,0.04642857142857143,0.5,0.32840236686390534,0.6621621621621622,0.75,0.2455621301775148,0.4939759036144578,0.5359477124183006,0.5975609756097561,0.4245562130177515,0.445993031358885,0.445993031358885,0.796875,,0.0014792899408284023,,,,0.5841584158415841,0.6101694915254238,,0.009900990099009901,,,0.33695652173913043,,,,0.32988165680473375,,0.475975,0.5319373493975904,0.4753467391304349,0.08011049723756906,0.08022130013831259,0.15132408575031525,0.1437578814627995,9.933777777777777,25.5,0.15231127369471234,24.0,,10.0,,,12.0,1.0,10.0,5.0,,0.0783132530120482,,0.15384615384615385,0.7346938775510204,,,,0.7741935483870968,,,,,7.0,,,,1.0,2.0,,0.125,0.3055555555555556,,,,,1.0,1.0,,6.0,,True,
201228,1610612741,C.J. Watson,C.J. Watson,201228,CHI,41156.0,686,-7,1284,1274,198,233,184.0,2558,20.0,43.0,2.0,3.0,4.0,7.0,22.0,27.0,76.0,17.0,1.0,4.0,28.0,75.0,4.0,10.0,6.0,16.0,54.0,141.0,36.0,92.0,43.0,259.0,1378,7.0,16.0,5.0,11.0,33.0,4.0,22.0,8.0,20.0,8.0,40.0,34.0,74.0,81.0,27.0,,73.0,28.0,12.0,91.0,17.0,108.0,12.0,5.0,30.0,7.0,54.0,233.0,3.0,10.0,9.0,39.0,,48.0,13.0,61.0,1.0,23.0,16.0,7.0,30.0,12.0,18.0,25.0,3.0,12.0,1.0,3.0,55.0,3.0,6.0,25.0,2.0,49.0,5.0,1.0,63.0,4.0,52.0,5.0,22.0,2.0,4.0,2.0,4.0,2.0,40.0,191,1.0,1.0,0.3148148148148148,0.3148148148148148,0.75,0.391304347826087,0.45454545454545453,0.4,0.4,0.3829787234042553,0.4375,0.18181818181818182,0.463519313304721,0.5370370370370371,0.38095238095238093,0.498046875,0.55,0.425531914893617,0.3948497854077253,0.0851063829787234,0.13953488372093023,0.02631578947368421,20.555188367481822,0.5454545454545454,,0.07926829268292683,0.01953125,0.06338028169014084,0.022900763358778626,0.07570977917981073,0.02021772939346812,0.04294478527607362,0.009345794392523364,0.008264462809917356,0.031914893617021274,0.06206896551724138,0.08064516129032258,0.08968609865470852,0.07207207207207207,0.007936507936507936,0.5,0.18454935622317598,0.46511627906976744,0.5405405405405406,0.0944206008583691,0.3181818181818182,0.3888888888888889,0.14285714285714285,0.3261802575107296,0.35526315789473684,0.36486486486486486,0.37037037037037035,0.07296137339055794,0.3218884120171674,0.37333333333333335,0.37333333333333335,0.7142857142857143,0.1111111111111111,0.6666666666666666,0.037037037037037035,0.37037037037037035,0.4,0.75,0.09523809523809523,0.09523809523809523,0.38095238095238093,0.375,0.5793991416309013,0.3835616438356164,0.5050865800865801,0.4733925,0.470835,0.08661417322834646,0.13580246913580246,0.1274131274131274,0.15444015444015444,12.078723404255319,25.354347826086954,0.1542056074766355,2.0,8.0,4.0,,,,5.0,1.0,1.0,,0.18181818181818182,,0.03225806451612903,0.3,0.47058823529411764,0.47058823529411764,0.875,0.5,1.0,2.0,2.0,,2.0,,,,,2.0,,,,1.0,,0.5,,4.0,,,,,True,
2594,1610612741,Kyle Korver,Kyle Korver,2594,CHI,37467.0,624,86,1211,1162,362,317,179.0,2373,2.0,6.0,,,,1.0,5.0,19.0,42.0,48.0,4.0,10.0,36.0,76.0,6.0,11.0,5.0,14.0,22.0,53.0,54.0,124.0,34.0,240.0,1231,3.0,7.0,6.0,15.0,29.0,5.0,13.0,8.0,24.0,26.0,60.0,42.0,2.0,153.0,9.0,,76.0,36.0,3.0,33.0,8.0,41.0,6.0,2.0,19.0,5.0,9.0,90.0,1.0,5.0,8.0,43.0,,51.0,7.0,58.0,1.0,17.0,11.0,6.0,14.0,2.0,9.0,8.0,2.0,5.0,1.0,2.0,22.0,2.0,3.0,25.0,1.0,50.0,,4.0,27.0,,39.0,5.0,3.0,14.0,5.0,2.0,5.0,3.0,52.0,354,3.0,10.0,0.9545454545454546,0.9545454545454546,0.9444444444444444,0.43548387096774194,0.4,0.3333333333333333,0.43548387096774194,0.41509433962264153,0.42857142857142855,0.38461538461538464,0.5819209039548022,0.5454545454545454,0.4594594594594595,0.6056701030927835,0.58,0.5769230769230769,0.7005649717514124,0.05660377358490566,0.3333333333333333,0.023809523809523808,15.179198875614897,0.6363636363636364,,0.0947136563876652,0.011185682326621925,0.0625,0.006578947368421052,0.08762886597938144,0.01001669449081803,0.012987012987012988,0.017699115044247787,0.005555555555555556,0.009615384615384616,0.09655172413793103,0.09923664122137404,0.0898876404494382,0.0625,0.010416666666666666,0.6,0.03389830508474576,0.3333333333333333,0.5,0.02824858757062147,0.2,0.2,1.0,0.23728813559322035,0.4523809523809524,0.4634146341463415,0.9473684210526315,0.2711864406779661,0.4293785310734463,0.47368421052631576,0.48,0.9444444444444444,,,0.18181818181818182,0.5,0.5454545454545454,1.0,,0.2702702702702703,0.3783783783783784,0.35714285714285715,0.7344632768361582,0.47368421052631576,0.5221177966101694,0.5070911764705882,0.4854162162162162,0.016666666666666666,0.05357142857142857,0.12083333333333333,0.25,16.18867924528302,24.552419354838708,0.2989265070189926,,18.0,5.0,1.0,,1.0,1.0,,,0.008064516129032258,,0.013157894736842105,0.0625,1.0,0.375,0.375,0.9444444444444444,,,3.0,,1.0,1.0,,,,2.0,1.0,0.02857142857142857,,,,,0.3,,,,,,,True,
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,85431.0,1424,204,2667,2650,426,463,378.0,5317,78.0,127.0,25.0,33.0,24.0,25.0,73.0,49.0,138.0,50.0,4.0,4.0,37.0,88.0,6.0,10.0,8.0,18.0,152.0,338.0,54.0,138.0,78.0,544.0,2663,29.0,48.0,7.0,14.0,80.0,26.0,48.0,11.0,22.0,23.0,108.0,178.0,126.0,162.0,,38.0,88.0,37.0,31.0,87.0,18.0,105.0,14.0,4.0,59.0,7.0,21.0,228.0,8.0,38.0,38.0,113.0,12.0,163.0,46.0,209.0,11.0,36.0,27.0,9.0,46.0,8.0,26.0,23.0,4.0,20.0,,2.0,69.0,2.0,8.0,29.0,1.0,53.0,4.0,2.0,84.0,2.0,98.0,,40.0,10.0,23.0,9.0,23.0,14.0,106.0,419,2.0,9.0,0.5855263157894737,0.6691729323308271,1.0,0.391304347826087,0.5,0.5,0.391304347826087,0.44970414201183434,0.6041666666666666,0.5416666666666666,0.4894957983193277,0.6370967741935484,0.6071428571428571,0.5230769230769231,0.6451612903225806,0.6585365853658537,0.28991596638655465,0.09171597633136094,0.11023622047244094,0.036231884057971016,18.82992327365729,0.6666666666666666,0.1935483870967742,0.10541044776119403,0.03732809430255403,0.1371841155234657,0.02867383512544803,0.11193476649369903,0.03546646106399383,0.03823529411764706,0.02880658436213992,0.041379310344827586,0.024875621890547265,0.08781869688385269,0.09022556390977443,0.1280353200883002,0.13953488372093023,0.046413502109704644,0.6086956521739131,0.2668067226890756,0.6141732283464567,0.6902654867256637,0.15336134453781514,0.3424657534246575,0.4098360655737705,0.52,0.28991596638655465,0.35507246376811596,0.3684210526315789,0.6326530612244898,0.10504201680672269,0.18487394957983194,0.42045454545454547,0.42045454545454547,1.0,0.532258064516129,0.7575757575757576,0.06451612903225806,0.16129032258064516,0.6,1.0,0.34285714285714286,0.05714285714285714,0.2571428571428571,0.4444444444444444,0.5567226890756303,0.42045454545454547,0.5085241596638657,0.5501906249999999,0.5153728571428571,0.08235294117647059,0.10810810810810811,0.14705882352941177,0.19852941176470587,10.030177514792898,24.633333333333336,0.1597300337457818,17.0,17.0,1.0,,,4.0,6.0,8.0,,,0.1643835616438356,,0.12903225806451613,0.5769230769230769,0.34,0.34,1.0,0.7083333333333334,1.0,3.0,,,1.0,2.0,,,5.0,9.0,,0.038461538461538464,0.16,0.25,1.0,0.75,0.014285714285714285,5.0,,,,,True,
202710,1610612741,Jimmy Butler,Jimmy Butler,202710,CHI,5518.0,92,-1,170,183,58,55,27.0,353,4.0,6.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,,,,,,,,,6.0,12.0,1.0,1.0,8.0,23.0,194,2.0,2.0,,,4.0,2.0,2.0,,,1.0,5.0,8.0,4.0,3.0,,4.0,,,1.0,3.0,2.0,5.0,1.0,1.0,,1.0,2.0,12.0,,4.0,1.0,3.0,1.0,5.0,4.0,9.0,,4.0,3.0,1.0,3.0,,2.0,2.0,,1.0,,1.0,5.0,,2.0,3.0,,6.0,1.0,,8.0,1.0,12.0,,6.0,1.0,1.0,1.0,1.0,,5.0,57,,1.0,0.6666666666666666,1.0,1.0,1.0,,,1.0,0.5,1.0,1.0,0.5769230769230769,1.0,1.0,0.6388888888888888,1.0,0.8333333333333334,0.07692307692307693,0.08333333333333333,0.16666666666666666,,11.442786069651742,0.6,0.1111111111111111,0.03896103896103896,0.06060606060606061,0.07142857142857142,,0.04395604395604396,0.04938271604938271,0.08333333333333333,,0.08,,0.05,0.037037037037037035,0.03333333333333333,0.1,,,0.46153846153846156,0.6666666666666666,0.8,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.07692307692307693,,,,,1.0,1.0,,,,,1.0,,,,0.5384615384615384,,0.47998076923076927,0.61685,0.61685,0.35294117647058826,0.375,0.17391304347826086,0.21739130434782608,8.216666666666667,23.0,0.3411764705882353,2.0,1.0,,,,,,2.0,,,,,,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,
