EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,Corner3Assists,AtRimAssists,ShortMidRangeAssists,Travels,PenaltyTurnovers,BlockingFouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,Fg3aBlocked,LostBallOutOfBoundsTurnovers,BlockingFoulsDrawn,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,PenaltyCorner3FGM,BlockedCorner3,PenaltyCorner3Accuracy,on,Corner3PctBlocked,OffensiveGoaltends
101132,1610612761,Linas Kleiza,Linas Kleiza,101132,TOR,12760.0,213.0,2.0,401.0,402,65.0,108.0,44.0,803,4.0,11.0,3.0,2.0,3.0,5.0,10.0,3.0,11.0,3.0,14.0,3.0,9.0,18.0,1.0,1.0,2.0,12.0,32.0,12.0,32.0,12.0,72.0,410.0,1.0,5.0,1.0,2.0,2.0,3.0,1.0,5.0,2.0,9.0,14.0,10.0,33.0,3.0,18.0,9.0,3.0,4.0,3.0,7.0,3.0,4.0,17.0,1.0,7.0,1.0,7.0,26.0,4.0,37.0,9.0,46.0,2.0,5.0,2.0,3.0,4.0,1.0,2.0,5.0,2.0,9.0,1.0,3.0,23.0,1.0,2.0,2.0,13.0,2.0,13.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,7.0,60.0,3.0,0.5833333333333334,0.5833333333333334,0.9166666666666666,0.375,0.2,0.375,0.375,0.2,0.6666666666666666,0.46875,0.16666666666666666,0.4375,0.5142857142857142,0.16666666666666666,0.5,0.5,0.09375,0.09090909090909091,0.2,17.477876106194692,0.4444444444444444,0.3076923076923077,0.09090909090909091,0.18181818181818182,0.05185185185185185,0.14893617021276595,0.022222222222222223,0.1736842105263158,0.044444444444444446,0.05405405405405406,0.078125,0.03125,0.19607843137254902,0.2,0.16129032258064516,0.1388888888888889,0.18181818181818182,0.05405405405405406,0.171875,0.36363636363636365,0.4,1.0,0.15625,0.5,0.625,0.4,0.171875,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.21875,0.21428571428571427,0.21428571428571427,1.0,0.28125,0.5,0.5,0.8888888888888888,0.5,0.16666666666666666,0.375,0.6666666666666666,0.375,0.25,0.5,0.671875,0.5,0.5229650793650794,0.49838999999999994,0.581492857142857,0.08695652173913043,0.16216216216216217,0.027777777777777776,0.125,9.096875,24.41875,0.16209476309226933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101161,1610612761,Amir Johnson,Amir Johnson,101161,TOR,30550.0,509.0,73.0,939.0,927,204.0,202.0,110.0,1866,55.0,71.0,29.0,12.0,17.0,10.0,19.0,9.0,21.0,1.0,1.0,,,,,,,74.0,111.0,1.0,1.0,18.0,169.0,942.0,27.0,35.0,,56.0,14.0,22.0,,,9.0,37.0,96.0,52.0,,3.0,,,7.0,13.0,7.0,20.0,6.0,4.0,47.0,10.0,51.0,3.0,30.0,41.0,4.0,75.0,64.0,139.0,7.0,16.0,11.0,5.0,23.0,,10.0,14.0,13.0,37.0,3.0,32.0,67.0,1.0,12.0,8.0,28.0,2.0,27.0,1.0,8.0,6.0,15.0,11.0,3.0,16.0,3.0,37.0,197.0,5.0,0.6486486486486487,0.8727272727272727,,1.0,,1.0,0.6666666666666666,0.7714285714285715,0.6363636363636364,0.6741071428571429,0.7714285714285715,0.6363636363636364,0.676,0.7777777777777778,0.6379310344827587,0.008928571428571428,0.06306306306306306,0.07042253521126761,0.10526315789473684,15.196998123827392,0.6216216216216216,0.19047619047619047,0.15789473684210525,0.11815561959654179,0.1624203821656051,0.19607843137254902,0.09009009009009009,0.142,0.14352941176470588,0.3246753246753247,0.08092485549132948,0.06329113924050633,0.058823529411764705,0.09183673469387756,0.21238938053097345,0.19327731092436976,0.20588235294117646,0.23333333333333334,0.6339285714285714,0.7746478873239436,0.8333333333333334,0.5636363636363636,0.16964285714285715,0.5263157894736842,0.5882352941176471,0.8,0.1875,0.42857142857142855,0.42857142857142855,1.0,0.008928571428571428,1.0,1.0,,,,,,0.8285714285714286,,0.7727272727272727,0.7058823529411765,,,,0.6428571428571429,,0.5409683035714286,0.5619645161290322,0.5608045454545455,0.06722689075630252,0.06779661016949153,0.33136094674556216,0.21893491124260356,5.798198198198199,23.4,0.21725239616613418,23.0,2.0,38.0,1.0,3.0,6.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,10.0,1.0,2.0,6.0,0.1875,0.15625,0.625,0.7931034482758621,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,44115.0,735.0,-1.0,1350.0,1350,206.0,284.0,150.0,2700,17.0,24.0,1.0,3.0,5.0,5.0,8.0,38.0,84.0,,2.0,,22.0,62.0,5.0,4.0,9.0,60.0,116.0,22.0,64.0,22.0,208.0,1451.0,3.0,6.0,6.0,6.0,11.0,18.0,4.0,9.0,8.0,42.0,26.0,94.0,54.0,12.0,62.0,22.0,5.0,150.0,43.0,193.0,31.0,58.0,429.0,6.0,2.0,,22.0,40.0,,62.0,8.0,70.0,,23.0,13.0,10.0,31.0,5.0,25.0,8.0,6.0,39.0,4.0,24.0,43.0,,,,32.0,2.0,24.0,1.0,4.0,3.0,2.0,2.0,,2.0,,41.0,202.0,2.0,0.21666666666666667,0.21666666666666667,0.8181818181818182,0.34375,0.4444444444444444,0.34375,0.5172413793103449,0.5,0.6111111111111112,0.5166666666666667,0.25,0.6296296296296297,0.532258064516129,0.25,0.6774193548387096,0.35555555555555557,0.04310344827586207,0.08333333333333333,0.125,14.792899408284024,0.7948717948717948,,,0.08714596949891068,0.004301075268817204,0.10377358490566038,0.03409090909090909,0.09239940387481371,0.0124804992199688,0.016129032258064516,,0.03787878787878788,0.10365853658536585,0.046153846153846156,0.10303030303030303,0.10429447852760736,0.10204081632653061,,0.13333333333333333,0.7083333333333334,0.7727272727272727,0.11764705882352941,0.044444444444444446,0.625,0.7142857142857143,,0.4666666666666667,0.4523809523809524,0.4634146341463415,0.2894736842105263,0.011111111111111112,,,,0.34444444444444444,0.3548387096774194,0.36666666666666664,0.8181818181818182,0.08333333333333333,0.4166666666666667,0.18518518518518517,0.6,,0.3333333333333333,0.4444444444444444,0.4888888888888889,0.3548387096774194,0.484978888888889,0.5410642857142857,0.46620185185185187,0.02185792349726776,0.03361344537815126,0.028846153846153848,0.20192307692307693,14.412068965517241,25.334375,0.15259259259259259,1.0,,,12.0,67.0,25.0,,6.0,1.0,5.0,,,,,,,,2.0,,0.022727272727272728,,1.0,,1.0,2.0,1.0,2.0,11.0,0.03125,0.023809523809523808,0.03225806451612903,0.08333333333333333,,,,,,,,,,,,,,,,,,True,,
101187,1610612761,Alan Anderson,Alan Anderson,101187,TOR,4673.0,78.0,-2.0,133.0,135,19.0,20.0,10.0,268,2.0,4.0,1.0,,,,2.0,2.0,4.0,2.0,4.0,,1.0,2.0,,,,4.0,10.0,3.0,6.0,2.0,19.0,159.0,1.0,1.0,,2.0,,1.0,,,2.0,2.0,2.0,6.0,6.0,3.0,2.0,1.0,1.0,3.0,,3.0,,1.0,6.0,3.0,,,2.0,5.0,1.0,8.0,3.0,11.0,,1.0,1.0,,1.0,,,2.0,1.0,3.0,,2.0,6.0,1.0,,,3.0,,2.0,,,1.0,1.0,1.0,,1.0,,2.0,19.0,,0.25,0.25,0.6666666666666666,0.5,,0.5,0.4,1.0,,0.53125,1.0,,0.5588235294117647,1.0,0.5,0.375,0.1,0.25,,13.793103448275863,0.3333333333333333,0.3333333333333333,,0.1,,0.14285714285714285,0.1875,0.109375,0.05084745762711865,,,0.21428571428571427,0.05263157894736842,0.09090909090909091,0.15,0.2,,,0.25,0.5,0.6666666666666666,0.5,0.125,,,,0.25,0.5,0.5,,0.25,0.5,0.5,1.0,0.125,0.5,0.5,,1.0,,,,,,,0.625,0.5,0.5304875,,0.3856,,,0.10526315789473684,0.10526315789473684,8.489999999999998,23.733333333333334,0.14285714285714285,1.0,,,,2.0,,1.0,,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200745,1610612761,Andrea Bargnani,Andrea Bargnani,200745,TOR,61903.0,1032.0,-44.0,1903.0,1907,319.0,444.0,209.0,3810,59.0,100.0,13.0,11.0,13.0,37.0,87.0,79.0,182.0,,2.0,,34.0,113.0,7.0,3.0,23.0,175.0,369.0,34.0,115.0,151.0,603.0,2035.0,25.0,47.0,7.0,72.0,27.0,59.0,3.0,23.0,45.0,108.0,226.0,124.0,96.0,6.0,112.0,34.0,21.0,51.0,10.0,61.0,10.0,14.0,132.0,7.0,16.0,1.0,45.0,89.0,14.0,148.0,24.0,172.0,5.0,18.0,16.0,2.0,37.0,1.0,21.0,32.0,16.0,69.0,3.0,19.0,52.0,5.0,4.0,11.0,149.0,4.0,173.0,13.0,77.0,12.0,15.0,8.0,6.0,15.0,,104.0,309.0,5.0,0.6457142857142857,0.6686390532544378,0.9411764705882353,0.2956521739130435,0.13043478260869565,0.2982456140350877,0.4742547425474255,0.5319148936170213,0.4576271186440678,0.4669421487603306,0.5185185185185185,0.38414634146341464,0.5348214285714286,0.5645161290322581,0.5095238095238095,0.23760330578512398,0.056910569105691054,0.1,0.06896551724137931,29.39252336448598,0.5362318840579711,0.24561403508771928,0.02702702702702703,0.1354642313546423,0.0243161094224924,0.16483516483516483,0.03167420814479638,0.14408602150537633,0.026166097838452786,0.005747126436781609,0.03323262839879154,0.023809523809523808,0.12184873949579832,0.15217391304347827,0.13617021276595745,0.1761904761904762,0.12698412698412698,0.020161290322580645,0.2066115702479339,0.59,0.6555555555555556,0.6101694915254238,0.1797520661157025,0.42528735632183906,0.4567901234567901,0.6216216216216216,0.3760330578512397,0.4340659340659341,0.4463276836158192,0.6835443037974683,0.004132231404958678,,,,0.2334710743801653,0.3008849557522124,0.30357142857142855,0.9411764705882353,0.24074074074074073,0.12962962962962962,0.15853658536585366,0.8461538461538461,,0.2804878048780488,0.13043478260869565,0.44421487603305787,0.30357142857142855,0.4743498962655603,0.4614361111111111,0.4418055555555557,0.14416058394160583,0.17782909930715934,0.11940298507462686,0.1791044776119403,11.613821138211382,25.457391304347823,0.1676300578034682,6.0,16.0,12.0,,25.0,12.0,9.0,8.0,5.0,3.0,7.0,,,1.0,6.0,,3.0,10.0,0.026143790849673203,0.05660377358490566,0.4,0.46153846153846156,0.5,,1.0,3.0,5.0,6.0,0.008695652173913044,0.027472527472527472,0.008849557522123894,,2.0,2.0,1.0,1.0,2.0,2.0,0.2857142857142857,0.2857142857142857,1.0,0.017391304347826087,,,,,,,,True,,
201573,1610612761,Jerryd Bayless,Jerryd Bayless,201573,TOR,11170.0,186.0,-20.0,347.0,353,77.0,110.0,38.0,700,11.0,12.0,,3.0,4.0,3.0,5.0,6.0,21.0,3.0,3.0,,5.0,11.0,,,,20.0,38.0,8.0,14.0,16.0,80.0,373.0,1.0,3.0,,3.0,5.0,12.0,,,8.0,18.0,4.0,36.0,18.0,6.0,11.0,5.0,,35.0,6.0,41.0,4.0,16.0,88.0,,1.0,,4.0,10.0,3.0,17.0,1.0,18.0,,9.0,6.0,3.0,7.0,,6.0,6.0,1.0,13.0,,12.0,21.0,,,3.0,19.0,4.0,20.0,,6.0,4.0,1.0,1.0,,1.0,,14.0,72.0,1.0,0.1,0.1,0.75,0.5714285714285714,,0.5714285714285714,0.5263157894736842,0.3333333333333333,0.4166666666666667,0.6153846153846154,0.3333333333333333,0.4166666666666667,0.6370967741935484,0.375,0.5,0.2692307692307692,,,,19.13265306122449,0.5384615384615384,0.375,,0.08196721311475409,0.008130081300813009,0.10810810810810811,,0.0880503144654088,0.006711409395973154,,0.015384615384615385,,0.022727272727272728,0.058823529411764705,0.1590909090909091,0.034482758620689655,0.375,,0.23076923076923078,0.9166666666666666,0.9166666666666666,0.09090909090909091,0.09615384615384616,0.6,0.6,,0.40384615384615385,0.2857142857142857,0.2857142857142857,0.16666666666666666,0.057692307692307696,1.0,1.0,1.0,0.21153846153846154,0.45454545454545453,0.45454545454545453,0.6,,,0.3333333333333333,0.75,,,,0.5,0.45454545454545453,0.49573269230769235,0.4120333333333333,0.44793333333333335,0.10344827586206896,0.13636363636363635,0.0375,0.225,12.147368421052631,24.814285714285713,0.2219020172910663,,1.0,,2.0,13.0,6.0,,3.0,1.0,2.0,1.0,,,,,,,1.0,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,
201814,1610612761,Gary Forbes,Gary Forbes,201814,TOR,10205.0,170.0,7.0,321.0,318,72.0,100.0,43.0,639,12.0,20.0,4.0,1.0,2.0,1.0,7.0,7.0,13.0,4.0,8.0,,2.0,7.0,1.0,,1.0,20.0,40.0,6.0,15.0,12.0,70.0,337.0,3.0,5.0,3.0,12.0,1.0,6.0,,1.0,1.0,3.0,20.0,20.0,18.0,,7.0,2.0,4.0,10.0,2.0,12.0,1.0,1.0,26.0,5.0,6.0,,8.0,14.0,,22.0,11.0,33.0,1.0,5.0,3.0,2.0,9.0,,5.0,,4.0,9.0,3.0,6.0,12.0,,,,13.0,1.0,18.0,,7.0,2.0,1.0,,1.0,1.0,,2.0,66.0,2.0,0.5,0.5263157894736842,1.0,0.4,,0.4,0.5,0.6,0.16666666666666666,0.5272727272727272,0.75,0.14285714285714285,0.546875,0.75,0.16666666666666666,0.2727272727272727,0.1,0.15,0.14285714285714285,19.67654986522911,1.0,,,0.15217391304347827,0.05172413793103448,0.16326530612244897,0.15625,0.15602836879432624,0.07432432432432433,0.058823529411764705,0.037037037037037035,0.19230769230769232,0.17857142857142858,0.15,0.13636363636363635,0.15384615384615385,0.2,0.04,0.36363636363636365,0.6,0.7058823529411765,0.5,0.12727272727272726,0.14285714285714285,0.16666666666666666,,0.23636363636363636,0.5384615384615384,0.5384615384615384,0.5714285714285714,0.14545454545454545,0.5,0.5,1.0,0.12727272727272726,0.2857142857142857,0.2857142857142857,1.0,0.5,0.125,0.2857142857142857,0.5,,0.14285714285714285,,0.6363636363636364,0.2857142857142857,0.5236436363636363,0.55985,0.5035214285714286,0.11290322580645161,0.14893617021276595,0.17142857142857143,0.04285714285714286,9.374999999999998,23.88,0.22429906542056074,2.0,,2.0,1.0,7.0,2.0,,2.0,,,1.0,,,,,,,1.0,0.07142857142857142,,,0.5,,2.0,,,,,,,,0.25,1.0,2.0,,,,,0.6666666666666666,1.0,1.0,,1.0,0.5,1.0,,,,,True,,
201942,1610612761,DeMar DeRozan,DeMar DeRozan,201942,TOR,47988.0,800.0,-23.0,1486.0,1482,258.0,331.0,155.0,2968,47.0,81.0,6.0,8.0,13.0,30.0,62.0,43.0,133.0,5.0,10.0,1.0,6.0,19.0,,5.0,8.0,120.0,276.0,11.0,29.0,78.0,351.0,1592.0,12.0,16.0,,26.0,15.0,33.0,5.0,9.0,22.0,67.0,168.0,72.0,27.0,6.0,18.0,6.0,18.0,30.0,22.0,52.0,15.0,12.0,126.0,3.0,7.0,,20.0,45.0,3.0,68.0,10.0,78.0,4.0,22.0,16.0,6.0,17.0,2.0,7.0,21.0,10.0,38.0,4.0,25.0,54.0,4.0,2.0,3.0,72.0,1.0,96.0,6.0,44.0,7.0,5.0,4.0,1.0,5.0,,65.0,250.0,1.0,0.7,0.711864406779661,0.8181818181818182,0.3793103448275862,0.5555555555555556,0.39285714285714285,0.43478260869565216,0.75,0.45454545454545453,0.44754098360655736,0.75,0.5357142857142857,0.5014285714285714,0.7222222222222222,0.5982142857142857,0.09508196721311475,0.06521739130434782,0.13580246913580246,0.04838709677419355,23.40168878166466,0.4473684210526316,0.0625,,0.08823529411764706,0.01383399209486166,0.10309278350515463,0.017857142857142856,0.09232954545454546,0.01483679525222552,0.007692307692307693,0.023076923076923078,0.015748031496062992,0.078125,0.07692307692307693,0.10857142857142857,0.10738255033557047,0.08888888888888889,0.02631578947368421,0.26557377049180325,0.5802469135802469,0.6714285714285714,0.723404255319149,0.20327868852459016,0.4838709677419355,0.5084745762711864,0.5333333333333333,0.4360655737704918,0.3233082706766917,0.3333333333333333,0.7906976744186046,0.03278688524590164,0.5,0.5,1.0,0.06229508196721312,0.3157894736842105,0.3157894736842105,0.6666666666666666,0.375,,0.30952380952380953,0.6153846153846154,0.023809523809523808,0.19047619047619047,0.625,0.36065573770491804,0.3333333333333333,0.47956776315789457,0.5307000000000001,0.4694719512195122,0.1282798833819242,0.14012738853503184,0.07407407407407407,0.1908831908831909,11.518115942028983,26.541379310344826,0.17362045760430686,4.0,2.0,4.0,7.0,13.0,5.0,4.0,5.0,1.0,1.0,4.0,,,,1.0,,,4.0,,0.024390243902439025,0.2,0.6666666666666666,0.75,,,4.0,4.0,,,0.03007518796992481,,,,,1.0,3.0,,,,,,,,,,1.0,,,,True,,
201949,1610612761,James Johnson,James Johnson,201949,TOR,29936.0,499.0,-9.0,922.0,922,143.0,206.0,102.0,1844,39.0,63.0,13.0,7.0,10.0,7.0,20.0,12.0,38.0,4.0,9.0,2.0,3.0,7.0,,,,58.0,121.0,7.0,16.0,19.0,156.0,977.0,12.0,14.0,,25.0,9.0,18.0,1.0,2.0,4.0,25.0,52.0,64.0,21.0,,6.0,3.0,15.0,29.0,9.0,38.0,7.0,7.0,85.0,3.0,15.0,,14.0,42.0,7.0,63.0,18.0,81.0,1.0,22.0,13.0,9.0,17.0,4.0,10.0,17.0,7.0,34.0,4.0,32.0,61.0,3.0,1.0,4.0,20.0,,22.0,2.0,11.0,1.0,30.0,19.0,8.0,34.0,,25.0,142.0,8.0,0.4482758620689655,0.49056603773584906,1.0,0.4375,0.5,0.4666666666666667,0.4793388429752066,0.8571428571428571,0.5,0.5,0.8571428571428571,0.525,0.5306122448979592,0.8333333333333334,0.5952380952380952,0.11678832116788321,0.12396694214876033,0.1746031746031746,0.15,17.48792270531401,0.5,0.28,,0.13249211356466878,0.046153846153846156,0.10218978102189781,0.03,0.12334801762114538,0.042352941176470586,0.054945054945054944,0.036585365853658534,0.023809523809523808,0.0990990990990991,0.15151515151515152,0.14953271028037382,0.11009174311926606,0.07142857142857142,0.017857142857142856,0.45985401459854014,0.6190476190476191,0.75,0.38461538461538464,0.145985401459854,0.35,0.4117647058823529,0.8571428571428571,0.2773722627737226,0.3157894736842105,0.32432432432432434,0.4166666666666667,0.06569343065693431,0.4444444444444444,0.4444444444444444,1.0,0.051094890510948905,0.42857142857142855,0.42857142857142855,1.0,0.9285714285714286,,0.5,0.7,0.1,,,0.5766423357664233,0.5,0.5109033088235294,0.5951636363636363,0.5264425,0.07534246575342465,0.08461538461538462,0.16025641025641027,0.16025641025641027,7.847107438016528,26.0625,0.15509761388286333,11.0,1.0,10.0,2.0,15.0,7.0,1.0,6.0,,3.0,,4.0,1.0,3.0,11.0,1.0,,1.0,0.05714285714285714,0.0625,0.3235294117647059,0.8461538461538461,0.2727272727272727,,,2.0,2.0,,,0.02631578947368421,,,,,1.0,,,,,,,,,,,,1.0,3.0,0.5,True,,
2571,1610612761,Leandro Barbosa,Leandro Barbosa,2571,TOR,11414.0,190.0,-38.0,353.0,356,77.0,125.0,40.0,709,12.0,21.0,2.0,4.0,5.0,7.0,16.0,7.0,18.0,1.0,5.0,2.0,7.0,15.0,2.0,,2.0,26.0,55.0,8.0,20.0,19.0,95.0,396.0,1.0,6.0,3.0,9.0,8.0,12.0,,4.0,9.0,25.0,34.0,18.0,21.0,3.0,15.0,7.0,6.0,4.0,2.0,6.0,2.0,1.0,14.0,2.0,3.0,,5.0,6.0,1.0,12.0,5.0,17.0,,4.0,4.0,,8.0,1.0,5.0,7.0,3.0,15.0,,10.0,21.0,1.0,,4.0,15.0,1.0,23.0,1.0,8.0,3.0,1.0,,1.0,1.0,,25.0,75.0,4.0,0.6538461538461539,0.6538461538461539,0.875,0.4,,0.4,0.4727272727272727,0.16666666666666666,0.6666666666666666,0.5066666666666667,0.4444444444444444,0.5,0.5470588235294118,0.45,0.5952380952380952,0.26666666666666666,0.10909090909090909,0.047619047619047616,0.25,25.188916876574307,0.5333333333333333,0.06666666666666667,,0.04838709677419355,0.02586206896551724,0.09433962264150944,0.046511627906976744,0.062146892655367235,0.031446540880503145,,0.05555555555555555,0.06060606060606061,0.02127659574468085,0.07142857142857142,0.05714285714285714,0.11904761904761904,,,0.28,0.5714285714285714,0.6,0.75,0.21333333333333335,0.4375,0.5833333333333334,0.2857142857142857,0.24,0.3888888888888889,0.4117647058823529,0.8571428571428571,0.06666666666666667,0.2,0.2,1.0,0.2,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.2222222222222222,0.2222222222222222,0.3125,0.8,0.125,0.125,,0.5466666666666666,0.4666666666666667,0.4965326666666667,0.4662714285714286,0.4996531250000001,0.0975609756097561,0.12903225806451613,0.09473684210526316,0.2631578947368421,9.061818181818182,24.33,0.21813031161473087,,1.0,,,2.0,1.0,,3.0,2.0,,1.0,,,,1.0,,,2.0,,,1.0,,,1.0,,,2.0,2.0,,0.05555555555555555,,0.1111111111111111,1.0,2.0,,1.0,,,0.6666666666666666,0.5,1.0,,1.0,1.0,1.0,,,,,True,,
