EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,FG3A,NonHeaveArc3FGA,BadPassOutOfBoundsTurnovers,FG3APct,Arc3Frequency,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,BadPassTurnovers,Charge Fouls,Blocked3s,BlockedArc3,BlockedShortMidRange,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,DefensiveGoaltends,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Technical Free Throw Trips,BlockedCorner3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3PctAssisted,Clear Path Fouls,on,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
101133,1610612742,Ian Mahinmi,Ian Mahinmi,101133,DAL,17438.0,291,-19,549,539,153,146,53,1088,22.0,37.0,7.0,11.0,7.0,13.0,1.0,13.0,1.0,7.0,24.0,57.0,15.0,63.0,529,7.0,12.0,2.0,16.0,8.0,16.0,2.0,18.0,34.0,14.0,12.0,8.0,1.0,1.0,1.0,2.0,3.0,19.0,11.0,34.0,3.0,48.0,22.0,70.0,1.0,10.0,5.0,5.0,1.0,11.0,1.0,4.0,12,4.0,3.0,24.0,2.0,49.0,7.0,3.0,30.0,3.0,5.0,1.0,1.0,30.0,2.0,14.0,2.0,8.0,7.0,1.0,8.0,6.0,2.0,2.0,1.0,18.0,152,3.0,2.0,0.7083333333333334,0.9444444444444444,0.42105263157894735,0.5833333333333334,0.5,0.42105263157894735,0.5833333333333334,0.5,0.44366197183098594,0.5333333333333333,0.47368421052631576,0.14035087719298245,0.16216216216216217,0.15384615384615385,13.628899835796387,0.08333333333333333,0.1875,0.192090395480226,0.10160427807486631,0.1375,0.0375,0.17509727626459143,0.08239700374531835,0.15217391304347827,0.13432835820895522,0.04054054054054054,0.03333333333333333,0.05,0.22727272727272727,0.27419354838709675,0.09859154929577464,0.13846153846153847,0.13333333333333333,0.04,0.75,0.6491228070175439,0.5945945945945946,0.7096774193548387,0.6818181818181818,0.22807017543859648,0.07692307692307693,0.09090909090909091,1.0,0.12280701754385964,0.14285714285714285,0.14285714285714285,1.0,0.9166666666666666,0.6363636363636364,0.14285714285714285,0.8125,0.5384615384615384,0.6491228070175439,0.5583456140350878,0.634909090909091,0.5688437500000001,0.2028985507246377,0.2028985507246377,0.25396825396825395,0.2857142857142857,4.778947368421052,0.2786885245901639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101235,1610612742,Kelenna Azubuike,Kelenna Azubuike,101235,DAL,413.0,7,-8,11,13,1,1,1,24,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.579075,,,,,,,,0.09090909090909091,2.0,2.0,2.0,1.0,1.0,1.0,24.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1713,1610612742,Vince Carter,Vince Carter,1713,DAL,25701.0,428,55,803,803,156,136,72,1606,23.0,38.0,,3.0,4.0,5.0,11.0,32.0,11.0,32.0,45.0,102.0,30.0,165.0,770,1.0,5.0,,2.0,6.0,12.0,6.0,30.0,18.0,72.0,,5.0,31.0,46.0,21.0,107.0,,4.0,16.0,31.0,4.0,51.0,4.0,55.0,1.0,13.0,5.0,8.0,12.0,12.0,5.0,4.0,24,2.0,5.0,27.0,1.0,46.0,,4.0,39.0,2.0,3.0,4.0,1.0,35.0,1.0,15.0,3.0,5.0,4.0,,6.0,2.0,,1.0,,30.0,156,2.0,3.0,0.2,0.2,0.4411764705882353,0.2,0.5,0.45,0.14285714285714285,0.5217391304347826,0.4940119760479042,0.14285714285714285,0.5555555555555556,0.049019607843137254,0.07894736842105263,0.0625,21.484814398200225,0.5,0.15384615384615385,0.10580204778156997,0.014388489208633094,0.1553398058252427,,0.11868686868686869,0.010723860589812333,0.024691358024691357,0.010638297872340425,0.009708737864077669,,,0.10588235294117647,0.11538461538461539,0.09615384615384616,0.1728395061728395,0.09090909090909091,0.012048192771084338,0.3333333333333333,0.25333333333333335,0.6052631578947368,0.6571428571428571,0.2608695652173913,0.21333333333333335,0.34375,0.36666666666666664,0.09090909090909091,0.21333333333333335,0.34375,0.34375,0.18181818181818182,0.42857142857142855,,,0.21739130434782608,0.8,0.5733333333333334,0.5128556666666667,0.5333642857142857,0.5162804347826087,0.09146341463414634,0.12931034482758622,0.012121212121212121,0.18181818181818182,9.054901960784314,0.19427148194271482,37.0,48.0,37.0,1.0,0.32,0.24666666666666667,24.53333333333333,3.0,11.0,1.0,1.0,5.0,12.0,1.0,3.0,6.0,15.0,2.0,4.0,11.0,36.0,9.0,12.0,15.0,8.0,7.0,4.0,6.0,7.0,2.0,1.0,1.0,1.0,0.8,0.3125,0.36363636363636365,0.3125,0.07333333333333333,0.2727272727272727,0.2727272727272727,1.0,0.32432432432432434,0.32432432432432434,0.75,0.14285714285714285,0.14285714285714285,0.21739130434782608,0.2,0.2608695652173913,0.5,0.32432432432432434,,,,,,,,,,,,,,,,,,,,,,True,,,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,43111.0,719,-21,1360,1376,166,199,164,2736,58.0,87.0,20.0,31.0,6.0,11.0,46.0,116.0,3.0,16.0,107.0,219.0,32.0,282.0,1390,25.0,46.0,1.0,51.0,9.0,24.0,3.0,24.0,138.0,76.0,32.0,17.0,28.0,43.0,15.0,101.0,7.0,45.0,35.0,87.0,17.0,139.0,54.0,193.0,9.0,23.0,15.0,8.0,19.0,9.0,9.0,,28,4.0,1.0,22.0,1.0,35.0,1.0,1.0,32.0,1.0,1.0,2.0,1.0,42.0,2.0,20.0,2.0,17.0,6.0,1.0,18.0,10.0,,2.0,,24.0,164,3.0,1.0,0.6448598130841121,0.7582417582417582,0.4885844748858447,0.5434782608695652,0.375,0.5,0.5434782608695652,0.42,0.5222222222222223,0.5425531914893617,0.4444444444444444,0.0776255707762557,0.08045977011494253,0.07758620689655173,19.213410702772403,0.6785714285714286,0.4358974358974359,0.17755102040816326,0.08946322067594434,0.20958083832335328,0.043209876543209874,0.1856925418569254,0.07819548872180451,0.15037593984962405,0.0625,0.07303370786516854,0.034782608695652174,0.06382978723404255,0.13821138211382114,0.1509433962264151,0.22115384615384615,0.1746031746031746,0.3170731707317073,0.07964601769911504,0.5555555555555556,0.348,0.6666666666666666,0.725,0.6551724137931034,0.464,0.39655172413793105,0.42990654205607476,0.6304347826086957,0.064,0.1875,0.2,0.6666666666666666,0.6739130434782609,0.6451612903225806,0.3,0.44,0.5454545454545454,0.472,0.5127662000000001,0.5710624999999999,0.524278,0.07462686567164178,0.08438818565400844,0.18085106382978725,0.0851063829787234,6.272146118721463,0.12205882352941176,6.0,31.0,6.0,3.0,0.124,0.024,23.625806451612902,7.0,25.0,,1.0,1.0,5.0,,,,12.0,,1.0,1.0,36.0,,5.0,15.0,13.0,2.0,2.0,11.0,10.0,,1.0,1.0,10.0,1.0,0.3870967741935484,1.0,0.3870967741935484,0.1,0.28,0.28,1.0,0.8333333333333334,0.8333333333333334,1.0,,,0.04,1.0,,,0.8333333333333334,2.0,1.0,1.0,1.0,0.0625,0.05714285714285714,,,,,,,,,,,,,,,,True,,,,
2753,1610612742,Delonte West,Delonte West,2753,DAL,63623.0,1060,-28,2000,2003,340,341,218,4003,59.0,97.0,8.0,11.0,6.0,7.0,27.0,58.0,53.0,129.0,139.0,284.0,62.0,421.0,2007,14.0,23.0,7.0,41.0,15.0,32.0,20.0,68.0,56.0,222.0,6.0,18.0,108.0,139.0,56.0,309.0,4.0,8.0,24.0,63.0,1.0,88.0,13.0,101.0,5.0,58.0,36.0,22.0,52.0,24.0,19.0,1.0,76,5.0,14.0,30.0,1.0,67.0,2.0,3.0,63.0,1.0,1.0,3.0,6.0,70.0,7.0,29.0,9.0,10.0,2.0,1.0,11.0,7.0,,,,66.0,338,7.0,7.0,0.2014388489208633,0.20588235294117646,0.4894366197183099,0.6086956521739131,0.46875,0.4986111111111111,0.6071428571428571,0.4897959183673469,0.5358056265984654,0.6612903225806451,0.5666666666666667,0.06338028169014084,0.12371134020618557,0.08620689655172414,20.665188470066518,0.6842105263157895,0.015873015873015872,0.08848314606741572,0.011142061281337047,0.09090909090909091,0.015625,0.08913934426229508,0.012320328542094456,0.02030456852791878,0.0076045627376425855,0.007751937984496124,0.021505376344086023,,0.10869565217391304,0.08823529411764706,0.07586206896551724,0.0845771144278607,0.1111111111111111,0.028735632183908046,0.6363636363636364,0.26944444444444443,0.6082474226804123,0.6941176470588235,0.3389830508474576,0.16111111111111112,0.46551724137931033,0.5094339622641509,0.07407407407407407,0.35833333333333334,0.4108527131782946,0.4140625,0.11320754716981132,0.39285714285714285,0.7272727272727273,0.375,0.14285714285714285,0.8571428571428571,0.48055555555555557,0.49903147632311967,0.495714,0.4581656249999999,0.07591623036649214,0.09477124183006536,0.09738717339667459,0.16152019002375298,10.948943661971828,0.17,53.0,76.0,52.0,12.0,0.2111111111111111,0.14722222222222223,25.082894736842103,10.0,23.0,1.0,3.0,4.0,17.0,4.0,3.0,13.0,27.0,5.0,6.0,17.0,60.0,21.0,17.0,31.0,25.0,6.0,18.0,34.0,33.0,3.0,1.0,,7.0,0.7407407407407407,0.35526315789473684,0.35294117647058826,0.36,0.06388888888888888,0.43478260869565216,0.43478260869565216,0.8,0.32075471698113206,0.32075471698113206,0.7058823529411765,0.03571428571428571,0.14285714285714285,0.08163265306122448,0.75,0.2653061224489796,0.23076923076923078,0.3269230769230769,1.0,3.0,1.0,,0.007751937984496124,0.019230769230769232,2.0,2.0,1.0,2.0,1.0,0.4,0.5,0.5,,,,,,,,True,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,30574.0,510,-52,956,952,227,233,102,1908,14.0,27.0,,,3.0,5.0,13.0,35.0,29.0,64.0,56.0,126.0,27.0,226.0,981,3.0,9.0,1.0,16.0,11.0,26.0,12.0,52.0,32.0,80.0,,10.0,27.0,35.0,17.0,78.0,2.0,1.0,10.0,21.0,1.0,32.0,3.0,35.0,2.0,16.0,7.0,9.0,24.0,15.0,6.0,1.0,39,,6.0,8.0,,22.0,1.0,2.0,36.0,,3.0,2.0,1.0,33.0,2.0,8.0,5.0,1.0,,,1.0,,,,,52.0,225,1.0,5.0,0.2857142857142857,0.2857142857142857,0.4444444444444444,0.3333333333333333,0.4230769230769231,0.47607655502392343,0.39473684210526316,0.4,0.502262443438914,0.42105263157894735,0.45614035087719296,0.07936507936507936,0.18518518518518517,0.11428571428571428,24.029574861367838,0.6153846153846154,0.034482758620689655,0.0695364238410596,0.0029154518950437317,0.07352941176470588,0.015625,0.07077625570776255,0.006369426751592357,,0.007407407407407408,,0.020833333333333332,,0.0641025641025641,0.008547008547008548,0.14018691588785046,0.08571428571428572,0.03225806451612903,0.017857142857142856,,0.1291866028708134,0.5185185185185185,0.6363636363636364,0.21428571428571427,0.1674641148325359,0.37142857142857144,0.41935483870967744,0.23076923076923078,0.3062200956937799,0.453125,0.4603174603174603,0.3448275862068966,,,,0.1,0.6,0.5263157894736842,0.4914244019138756,0.4945607142857143,0.482452,0.046296296296296294,0.06060606060606061,0.07079646017699115,0.23008849557522124,12.42936507936508,0.23744769874476987,60.0,83.0,60.0,7.0,0.39712918660287083,0.28708133971291866,24.650602409638555,9.0,23.0,2.0,2.0,7.0,20.0,8.0,4.0,17.0,29.0,10.0,6.0,24.0,72.0,15.0,20.0,8.0,4.0,4.0,4.0,6.0,18.0,,,,1.0,0.8275862068965517,0.3493975903614458,0.25,0.3493975903614458,0.11004784688995216,0.391304347826087,0.391304347826087,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.8,0.10526315789473684,0.42105263157894735,0.14,0.2857142857142857,0.34,0.23529411764705882,0.3333333333333333,,4.0,,,0.015625,,2.0,3.0,,5.0,,0.3,0.25,1.0,1.0,1.0,2.0,0.5,0.023809523809523808,,,True,,,,
201148,1610612742,Brandan Wright,Brandan Wright,201148,DAL,11780.0,196,-16,373,369,99,69,41,742,26.0,37.0,7.0,10.0,5.0,7.0,3.0,16.0,,1.0,29.0,54.0,12.0,70.0,394,7.0,11.0,1.0,15.0,5.0,11.0,3.0,13.0,40.0,18.0,12.0,5.0,1.0,1.0,1.0,2.0,7.0,13.0,8.0,14.0,3.0,25.0,20.0,45.0,4.0,4.0,4.0,,1.0,5.0,1.0,,6,3.0,2.0,10.0,,16.0,1.0,1.0,15.0,,3.0,,,21.0,3.0,11.0,1.0,15.0,11.0,,15.0,7.0,,2.0,1.0,13.0,98,,1.0,0.6896551724137931,0.8695652173913043,0.5370370370370371,0.6363636363636364,0.45454545454545453,0.5272727272727272,0.5833333333333334,0.4166666666666667,0.546875,0.5769230769230769,0.43333333333333335,0.09259259259259259,0.08108108108108109,0.125,16.6270783847981,0.16666666666666666,0.25,0.11965811965811966,0.1015625,0.12698412698412698,0.1320754716981132,0.12222222222222222,0.11049723756906077,0.14285714285714285,0.046511627906976744,0.11627906976744186,0.13333333333333333,0.125,0.08333333333333333,0.15,0.13793103448275862,0.061224489795918366,0.35714285714285715,0.2,0.4666666666666667,0.6727272727272727,0.7027027027027027,0.7647058823529411,0.6538461538461539,0.2909090909090909,0.1875,0.21428571428571427,1.0,0.01818181818181818,,,,0.8333333333333334,0.7,0.14285714285714285,0.5833333333333334,0.7142857142857143,0.6909090909090909,0.5533854545454545,0.5260555555555556,0.5434833333333334,0.1746031746031746,0.1774193548387097,0.21428571428571427,0.18571428571428572,3.5518518518518523,0.26541554959785524,1.0,1.0,1.0,1.0,0.01818181818181818,0.01818181818181818,25.7,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,0.08333333333333333,,,0.08333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,42195.0,703,10,1319,1310,186,140,143,2629,29.0,47.0,3.0,5.0,6.0,8.0,33.0,77.0,75.0,155.0,137.0,279.0,72.0,409.0,1332,12.0,23.0,7.0,34.0,17.0,35.0,27.0,61.0,170.0,104.0,8.0,6.0,20.0,31.0,10.0,73.0,3.0,7.0,30.0,84.0,12.0,126.0,10.0,136.0,3.0,14.0,9.0,5.0,21.0,14.0,12.0,5.0,35,2.0,2.0,25.0,,42.0,2.0,3.0,71.0,,6.0,,,81.0,6.0,23.0,14.0,14.0,6.0,1.0,14.0,8.0,,,3.0,59.0,185,1.0,11.0,0.6204379562043796,0.6390977443609023,0.4910394265232975,0.5217391304347826,0.4857142857142857,0.49558823529411766,0.46551724137931033,0.40476190476190477,0.5389784946236559,0.5,0.5350877192982456,0.021505376344086023,0.06382978723404255,0.025974025974025976,27.376938637896156,0.6,0.3157894736842105,0.18025751072961374,0.014861995753715499,0.17142857142857143,0.01910828025477707,0.17784711388455537,0.01592356687898089,0.03333333333333333,0.005917159763313609,0.01098901098901099,0.008771929824561403,0.046511627906976744,0.1891891891891892,0.20689655172413793,0.15714285714285714,0.183206106870229,0.13636363636363635,0.017241379310344827,0.5714285714285714,0.13823529411764707,0.6170212765957447,0.6590909090909091,0.4827586206896552,0.22647058823529412,0.42857142857142855,0.44,0.45454545454545453,0.45588235294117646,0.4838709677419355,0.487012987012987,0.7466666666666667,0.1724137931034483,0.6,0.3333333333333333,0.19047619047619047,0.75,0.3176470588235294,0.4590764705882354,0.46254599999999996,0.444427380952381,0.0670391061452514,0.0777027027027027,0.08312958435207823,0.1491442542787286,13.13010752688172,0.14101592115238817,58.0,61.0,58.0,4.0,0.17941176470588235,0.17058823529411765,25.118032786885248,1.0,3.0,1.0,,1.0,20.0,5.0,,6.0,21.0,6.0,,7.0,57.0,6.0,20.0,11.0,8.0,3.0,8.0,2.0,9.0,1.0,,,7.0,0.9047619047619048,0.3442622950819672,,0.3442622950819672,0.008823529411764706,0.3333333333333333,0.3333333333333333,1.0,0.3448275862068966,0.3448275862068966,0.9,0.034482758620689655,0.1724137931034483,0.023809523809523808,,0.14285714285714285,,0.3448275862068966,,1.0,,,0.0064516129032258064,,1.0,1.0,,10.0,,0.16666666666666666,0.2,1.0,,,1.0,,0.016129032258064516,,,True,,,,
201958,1610612742,Rodrigue Beaubois,Rodrigue Beaubois,201958,DAL,5999.0,100,-5,191,186,69,46,15,377,3.0,7.0,,2.0,,2.0,4.0,5.0,,6.0,7.0,18.0,6.0,35.0,191,,3.0,,3.0,2.0,8.0,2.0,12.0,2.0,12.0,,,10.0,13.0,4.0,29.0,1.0,3.0,6.0,4.0,,10.0,4.0,14.0,1.0,6.0,3.0,3.0,3.0,6.0,,,9,,3.0,1.0,,9.0,,,4.0,,,,,6.0,,1.0,2.0,1.0,1.0,,2.0,2.0,,,,12.0,69,2.0,1.0,0.14285714285714285,0.14285714285714285,0.3888888888888889,,0.25,0.46774193548387094,0.375,0.4166666666666667,0.5147058823529411,0.375,0.46153846153846156,,,,20.57416267942584,0.3333333333333333,,0.06896551724137931,0.05172413793103448,0.2,0.03571428571428571,0.11363636363636363,0.046511627906976744,0.1111111111111111,,0.037037037037037035,0.045454545454545456,,,0.16666666666666666,0.08333333333333333,0.25,,0.05555555555555555,1.0,0.22580645161290322,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.16129032258064516,0.8,0.8,,0.1935483870967742,,,,0.5,,,0.16666666666666666,,0.6451612903225806,0.5160596774193549,0.6195166666666667,0.44507916666666664,0.03125,0.05263157894736842,0.08571428571428572,0.34285714285714286,9.022222222222222,0.3612565445026178,11.0,13.0,11.0,2.0,0.41935483870967744,0.3548387096774194,24.792307692307695,2.0,2.0,1.0,1.0,1.0,3.0,,1.0,3.0,5.0,1.0,2.0,4.0,12.0,3.0,3.0,3.0,3.0,,1.0,5.0,3.0,2.0,1.0,1.0,,0.8,0.38461538461538464,0.5,0.38461538461538464,0.06451612903225806,1.0,1.0,1.0,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.25,,0.08333333333333333,1.0,0.25,0.3333333333333333,0.2727272727272727,,2.0,,2.0,,,,1.0,,,,1.0,,,1.0,,,1.0,,1.0,,True,,,,
1885,1610612742,Lamar Odom,Lamar Odom,1885,DAL,17154.0,286,-27,539,538,100,123,57,1077,20.0,44.0,4.0,7.0,5.0,7.0,2.0,18.0,9.0,23.0,31.0,85.0,15.0,95.0,535,5.0,10.0,2.0,12.0,6.0,13.0,2.0,14.0,32.0,30.0,10.0,11.0,13.0,21.0,7.0,50.0,3.0,8.0,17.0,29.0,4.0,50.0,11.0,61.0,6.0,4.0,3.0,1.0,13.0,5.0,2.0,1.0,18,,5.0,11.0,1.0,19.0,,1.0,28.0,3.0,2.0,2.0,4.0,29.0,1.0,12.0,,3.0,2.0,,3.0,1.0,,,1.0,14.0,100,2.0,,0.5161290322580645,0.6153846153846154,0.36470588235294116,0.5,0.46153846153846156,0.3508771929824561,0.45454545454545453,0.2727272727272727,0.37401574803149606,0.5,0.2916666666666667,0.12941176470588237,0.06818181818181818,0.4444444444444444,23.848684210526315,0.7222222222222222,0.18181818181818182,0.14948453608247422,0.03980099502487562,0.20987654320987653,0.041666666666666664,0.16727272727272727,0.040293040293040296,0.11666666666666667,0.013513513513513514,,0.03773584905660377,0.05263157894736842,0.1,0.15789473684210525,0.17647058823529413,0.22413793103448276,0.17391304347826086,0.09375,0.3333333333333333,0.38596491228070173,0.45454545454545453,0.4878048780487805,0.5,0.15789473684210525,0.1111111111111111,0.2,0.5,0.20175438596491227,0.391304347826087,0.391304347826087,0.5555555555555556,0.6363636363636364,0.5714285714285714,,0.3181818181818182,0.7142857142857143,0.6403508771929824,0.5243694690265486,0.5913777777777778,0.5330928571428571,0.11023622047244094,0.125,0.12631578947368421,0.14736842105263157,7.34470588235294,0.18552875695732837,23.0,29.0,23.0,1.0,0.2543859649122807,0.20175438596491227,25.12758620689655,1.0,6.0,,,3.0,5.0,1.0,,6.0,6.0,1.0,,9.0,12.0,6.0,5.0,8.0,3.0,5.0,4.0,2.0,11.0,,,,1.0,0.6666666666666666,0.20689655172413793,,0.20689655172413793,0.05263157894736842,0.16666666666666666,0.16666666666666666,1.0,0.21739130434782608,0.21739130434782608,0.6,,0.09090909090909091,0.13636363636363635,,0.2727272727272727,,0.21739130434782608,,2.0,,,,,,,,,,,,,,,2.0,,0.06451612903225806,,,True,,,,
