EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,ShortMidRangeAssists,OffThreePtRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls Drawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,Fg3aBlocked,Arc3Assists,AtRimAssists,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,FTOffRebounds,Loose Ball Fouls Drawn,DefensiveGoaltends,OffFTReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,PenaltyCorner3FGA,HeaveAttempts,PenaltyCorner3Frequency,BlockedLongMidRange,PenaltyCorner3FGM,PenaltyCorner3Accuracy,OffensiveGoaltends,Corner3PctBlocked,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,BlockedArc3
1894,1610612766,Corey Maggette,Corey Maggette,1894,CHA,5457.0,91,-36,176,175,27,70,30,351,3.0,9,1.0,1.0,2.0,3.0,2.0,5.0,6.0,18.0,2.0,3.0,7.0,1.0,1.0,1.0,1.0,11,32,3.0,9.0,21.0,52,187,1.0,2.0,1.0,1.0,1.0,6.0,2,5,1.0,1.0,2.0,9,18.0,4.0,9.0,7.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,3.0,10.0,1.0,14,3.0,17,2.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,4,12,2.0,1.0,1.0,1.0,16.0,1.0,28.0,1.0,1.0,14.0,1.0,9,27,2.0,0.8181818181818182,0.8181818181818182,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.34375,0.5,0.4,0.3780487804878049,0.8333333333333334,0.5833333333333334,0.48148148148148145,0.75,0.6428571428571429,0.21951219512195122,0.09375,0.3333333333333333,27.699530516431928,0.2,0.125,0.13333333333333333,0.03225806451612903,0.15789473684210525,0.13829787234042554,0.026785714285714284,0.08695652173913043,0.025,0.1111111111111111,0.12,0.17391304347826086,0.09090909090909091,0.25,0.08333333333333333,0.21951219512195122,0.3333333333333333,0.5,1.0,0.12195121951219512,0.4,0.4,0.5,0.43902439024390244,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.04878048780487805,0.17073170731707318,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,0.6666666666666666,0.16666666666666666,1.0,0.43902439024390244,0.42857142857142855,0.5159768292682928,0.5038333333333332,0.5189833333333334,0.25925925925925924,0.3111111111111111,0.11538461538461539,0.17307692307692307,11.731249999999998,24.633333333333333,0.1534090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
200748,1610612766,Tyrus Thomas,Tyrus Thomas,200748,CHA,7525.0,125,-59,231,229,26,16,38,460,5.0,10,4.0,6.0,1.0,3.0,6.0,9.0,4.0,23.0,,,,,,,,15,42,,,9.0,39,256,7.0,11.0,,,2.0,16.0,3,5,,,4.0,10,12.0,18.0,,,,4.0,1.0,,1.0,,,2.0,8.0,1.0,8.0,,9,11.0,20,1.0,3.0,,2.0,1.0,9.0,,11.0,2.0,3.0,6,13,,,,1.0,13.0,1.0,12.0,2.0,,7.0,,10,26,,0.4,0.46153846153846156,,,,,,0.35714285714285715,0.6363636363636364,0.6,0.35714285714285715,0.6363636363636364,0.6,0.4148936170212766,0.7272727272727273,0.7142857142857143,,0.09523809523809523,0.2,21.09090909090909,0.18181818181818182,,0.1038961038961039,0.07079646017699115,0.037037037037037035,0.08653846153846154,0.08270676691729323,,0.08196721311475409,0.058823529411764705,0.15384615384615385,0.11764705882352941,0.05263157894736842,,0.043478260869565216,0.23809523809523808,0.5,0.625,0.4,0.21428571428571427,0.6666666666666666,0.75,0.3333333333333333,0.5476190476190477,0.17391304347826086,0.18181818181818182,0.5,,,,,,0.5454545454545454,0.6666666666666666,0.5,,,,0.6,0.3333333333333333,,,0.23809523809523808,,0.4482190476190476,0.5503625,0.5446,0.14893617021276595,0.14893617021276595,0.41025641025641024,0.2564102564102564,12.157142857142857,,0.11255411255411256,4.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,7.0,6.0,1.0,0.1111111111111111,0.043478260869565216,0.15,0.11538461538461539,0.15789473684210525,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201571,1610612766,D.J. Augustin,D.J. Augustin,201571,CHA,9511.0,159,-66,305,297,23,65,43,602,5.0,17,1.0,2.0,1.0,4.0,,12.0,4.0,11.0,6.0,7.0,18.0,,2.0,,1.0,9,40,10.0,24.0,10.0,58,331,1.0,5.0,1.0,3.0,2.0,7.0,1,5,,1.0,2.0,4,4.0,14.0,21.0,18.0,7.0,6.0,25.0,3.0,28.0,,14.0,59.0,5.0,2.0,9.0,1.0,12,7.0,19,2.0,6.0,5.0,6.0,3.0,6.0,2.0,12.0,1.0,1.0,4,8,2.0,,,1.0,12.0,,10.0,,2.0,3.0,,4,23,,0.2222222222222222,0.2222222222222222,0.7,0.4166666666666667,0.3333333333333333,,0.4166666666666667,0.225,0.2,0.2,0.375,0.3125,0.16666666666666666,0.4117647058823529,0.3888888888888889,0.2857142857142857,0.375,0.15,0.23529411764705882,22.535211267605636,0.5,0.1,0.08490566037735849,0.037037037037037035,0.0625,0.07971014492753623,0.041176470588235294,,0.017241379310344827,0.04878048780487805,0.06060606060606061,0.15625,0.05263157894736842,0.07692307692307693,0.05263157894736842,0.265625,0.29411764705882354,0.38461538461538464,0.2,0.1875,,,,0.171875,0.36363636363636365,0.36363636363636365,0.25,0.09375,0.28125,0.3888888888888889,0.4117647058823529,0.7142857142857143,0.25,0.5,1.0,0.25,,,0.6666666666666666,0.25,0.16666666666666666,,0.640625,0.3888888888888889,0.52400390625,0.53545,0.5968666666666667,0.04477611940298507,0.06976744186046512,0.1206896551724138,0.06896551724137931,7.885,24.97083333333333,0.07540983606557378,,,2.0,1.0,1.0,3.0,,,2.0,,,,,,,,,0.16666666666666666,,0.05714285714285714,0.1,0.034482758620689655,,3.0,1.0,1.0,9.0,1.0,3.0,11.0,1.0,1.0,0.041666666666666664,0.05555555555555555,0.16666666666666666,0.5,0.5,0.6666666666666666,0.125,1.0,,,,,,,,,True,,,,,,,,,,,
202130,1610612766,Reggie Williams,Reggie Williams,202130,CHA,2234.0,37,-31,70,67,6,22,5,137,2.0,3,,,1.0,1.0,2.0,3.0,,2.0,1.0,,2.0,,1.0,,,4,8,1.0,3.0,1.0,12,83,,,,1.0,,,1,1,,,,2,4.0,4.0,3.0,2.0,,,,1.0,1.0,,,3.0,,2.0,1.0,,3,1.0,4,,1.0,,1.0,,2.0,,3.0,,,1,2,,,,1.0,7.0,1.0,3.0,1.0,,2.0,,2,6,,0.5,0.5,1.0,0.3333333333333333,,,0.3333333333333333,0.5,,1.0,0.5,,1.0,0.5,,1.0,0.2727272727272727,,,19.736842105263158,0.3333333333333333,,0.058823529411764705,,0.4,0.13636363636363635,0.030303030303030304,,,,0.16666666666666666,,0.5,0.3333333333333333,,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.2727272727272727,0.6666666666666666,0.6666666666666666,,0.18181818181818182,,,,0.09090909090909091,0.18181818181818182,,,,,,,1.0,,,1.0,1.0,,,0.5454545454545454,,0.5210545454545454,0.5631,0.8898,0.16666666666666666,0.2222222222222222,,0.16666666666666666,8.9125,25.833333333333332,0.08571428571428572,,,1.0,1.0,,1.0,,,,,,,,,,,,,,0.16666666666666666,,0.2,,1.0,,,,1.0,1.0,,,,0.3333333333333333,0.5,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,True,,,,,,,,,,,
2205,1610612766,DeSagana Diop,DeSagana Diop,2205,CHA,19516.0,325,-116,616,603,100,134,91,1219,7.0,14,1.0,6.0,,,5.0,12.0,3.0,16.0,,,,,,,,15,42,,,1.0,31,641,2.0,13.0,,,1.0,5.0,1,4,,,,2,24.0,6.0,,,,4.0,16.0,7.0,23.0,2.0,6.0,53.0,24.0,8.0,39.0,5.0,52,33.0,85,3.0,6.0,2.0,10.0,4.0,9.0,2.0,19.0,2.0,2.0,20,36,,,4.0,6.0,7.0,,6.0,,,1.0,1.0,2,100,3.0,0.8,0.8571428571428571,,,,,,0.35714285714285715,0.15384615384615385,0.25,0.35714285714285715,0.15384615384615385,0.25,0.34444444444444444,0.17857142857142858,0.16666666666666666,,0.09523809523809523,0.21428571428571427,8.81542699724518,0.5263157894736842,0.25,0.17889908256880735,0.08391608391608392,0.125,0.16666666666666666,0.08959537572254335,0.09375,0.08275862068965517,0.1935483870967742,0.13333333333333333,0.2,0.09302325581395349,0.19047619047619047,0.13636363636363635,0.3333333333333333,0.5,0.6363636363636364,0.8571428571428571,0.2857142857142857,0.4166666666666667,0.45454545454545453,0.6,0.38095238095238093,0.1875,0.1875,1.0,,,,,,0.46153846153846156,0.16666666666666666,,,,,,,,,0.3333333333333333,,0.4615761904761905,0.4689363636363637,0.35057499999999997,0.023255813953488372,0.023255813953488372,0.16129032258064516,0.06451612903225806,9.178571428571425,,0.16233766233766234,2.0,3.0,7.0,4.0,,6.0,,,2.0,13.0,,9.0,,4.0,13.0,6.0,,0.08333333333333333,,0.11666666666666667,0.07792207792207792,0.11764705882352941,0.46153846153846156,,,,,,5.0,7.0,2.0,2.0,,,0.1111111111111111,,,,,,,,2.0,2.0,2.0,0.1111111111111111,,,True,,,,,,,,,,,
202689,1610612766,Kemba Walker,Kemba Walker,202689,CHA,9275.0,155,-47,288,279,44,45,41,567,8.0,20,1.0,4.0,2.0,3.0,3.0,10.0,8.0,35.0,1.0,7.0,21.0,,3.0,1.0,3.0,19,65,8.0,22.0,15.0,77,297,2.0,9.0,,3.0,,4.0,4,12,1.0,3.0,3.0,14,10.0,28.0,18.0,21.0,7.0,5.0,13.0,,13.0,,8.0,26.0,6.0,7.0,11.0,1.0,19,6.0,25,2.0,5.0,2.0,7.0,3.0,4.0,,11.0,2.0,2.0,2,5,,,,,20.0,,23.0,2.0,2.0,8.0,,14,44,,0.2631578947368421,0.2631578947368421,0.75,0.36363636363636365,,0.3333333333333333,0.36363636363636365,0.2923076923076923,0.2222222222222222,0.3333333333333333,0.3563218390804598,0.16666666666666666,0.36666666666666664,0.390625,0.16666666666666666,0.3888888888888889,0.25287356321839083,0.07692307692307693,0.15,31.47058823529412,0.6363636363636364,0.2,0.10891089108910891,0.04477611940298507,0.20588235294117646,0.13333333333333333,0.037267080745341616,,0.05405405405405406,0.0851063829787234,0.13636363636363635,0.125,0.2,0.2222222222222222,0.038461538461538464,0.22988505747126436,0.4,0.47058823529411764,0.5,0.11494252873563218,0.3,0.3,,0.40229885057471265,0.22857142857142856,0.24242424242424243,0.125,0.011494252873563218,0.2413793103448276,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.25,1.0,0.25,,,0.2,0.6666666666666666,0.2,0.3333333333333333,0.4827586206896552,0.3333333333333333,0.4887810344827588,0.5243499999999999,0.4277033333333333,0.09574468085106383,0.11267605633802817,0.05194805194805195,0.18181818181818182,11.487692307692306,25.577272727272728,0.1527777777777778,,,,3.0,3.0,4.0,1.0,,2.0,2.0,,2.0,,,2.0,,,,0.05714285714285714,,0.06060606060606061,,,1.0,,,6.0,,,5.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,0.043478260869565216,True,,,,,,,,,,,
201591,1610612766,DJ White,DJ White,201591,CHA,4824.0,80,-12,153,147,29,33,13,300,6.0,6,4.0,4.0,3.0,3.0,1.0,6.0,12.0,19.0,,,,,,,,19,31,,,8.0,46,148,5.0,6.0,,,3.0,13.0,4,6,,,4.0,12,24.0,14.0,,,,,4.0,1.0,5.0,,1.0,11.0,5.0,1.0,9.0,2.0,12,5.0,17,,2.0,1.0,3.0,2.0,,,3.0,,1.0,5,5,,,,,9.0,,12.0,,,5.0,,12,29,,0.631578947368421,0.75,,,,,,0.6129032258064516,0.8333333333333334,0.6666666666666666,0.6129032258064516,0.8333333333333334,0.6666666666666666,0.6216216216216216,0.8125,0.75,,,,23.668639053254438,1.0,0.3333333333333333,0.15517241379310345,0.08771929824561403,0.1111111111111111,0.14925373134328357,0.07462686567164178,,0.058823529411764705,0.05,0.23529411764705882,0.19047619047619047,0.16666666666666666,,,0.1935483870967742,1.0,1.0,0.3333333333333333,0.1935483870967742,0.16666666666666666,0.16666666666666666,,0.6129032258064516,0.631578947368421,0.631578947368421,0.8333333333333334,,,,,,0.6666666666666666,1.0,0.25,,,,0.5,1.0,,,0.1935483870967742,,0.4394161290322581,0.5419,0.5226833333333333,0.1388888888888889,0.1388888888888889,0.2826086956521739,0.2608695652173913,13.267741935483869,,0.1895424836601307,6.0,,,1.0,,1.0,,,1.0,2.0,,1.0,,1.0,2.0,2.0,,,,,0.25,,1.0,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,True,,,,,,,,,,,
201945,1610612766,Gerald Henderson,Gerald Henderson,201945,CHA,10490.0,175,-62,328,327,28,42,51,655,11.0,21,4.0,6.0,1.0,1.0,6.0,17.0,8.0,35.0,1.0,1.0,4.0,,,,,25,73,2.0,5.0,6.0,62,351,5.0,10.0,,,,10.0,2,3,,,1.0,5,26.0,24.0,6.0,4.0,1.0,5.0,6.0,6.0,12.0,1.0,2.0,30.0,4.0,5.0,17.0,2.0,24,9.0,33,,4.0,2.0,5.0,1.0,4.0,2.0,9.0,2.0,,7,9,,,,,20.0,,14.0,3.0,1.0,8.0,,5,28,1.0,0.52,0.5909090909090909,1.0,0.4,,,0.4,0.3424657534246575,0.5,0.6666666666666666,0.358974358974359,0.5,0.6666666666666666,0.37349397590361444,0.45454545454545453,0.625,0.0641025641025641,0.0684931506849315,0.19047619047619047,23.58974358974359,0.5555555555555556,0.18181818181818182,0.1440677966101695,0.024539877300613498,0.16129032258064516,0.1476510067114094,0.04591836734693878,,0.025,0.08333333333333333,0.21621621621621623,0.15151515151515152,0.19047619047619047,0.1,,0.2692307692307692,0.5238095238095238,0.6470588235294118,0.36363636363636365,0.21794871794871795,0.35294117647058826,0.375,0.3333333333333333,0.44871794871794873,0.22857142857142856,0.22857142857142856,0.875,0.01282051282051282,0.05128205128205128,0.25,0.25,1.0,0.6,0.6666666666666666,,,,,0.3333333333333333,1.0,,,0.3333333333333333,0.25,0.4861711538461537,0.5558444444444445,0.5149333333333334,0.0963855421686747,0.10256410256410256,0.16129032258064516,0.08064516129032258,11.106849315068493,25.32,0.08536585365853659,6.0,2.0,5.0,2.0,2.0,4.0,,,3.0,,,,,,,,,0.058823529411764705,,0.15151515151515152,0.046511627906976744,0.17857142857142858,,1.0,,,,,5.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,
2679,1610612766,Matt Carroll,Matt Carroll,2679,CHA,4422.0,74,-11,143,139,57,49,26,282,2.0,5,,1.0,1.0,2.0,,,4.0,14.0,1.0,,1.0,,,,1.0,6,19,,2.0,3.0,15,137,1.0,5.0,,,2.0,4.0,1,4,,1.0,1.0,3,12.0,,,1.0,,2.0,2.0,2.0,4.0,2.0,2.0,10.0,,,4.0,1.0,5,,5,,2.0,,,,3.0,,3.0,,1.0,3,8,,,,1.0,8.0,1.0,6.0,1.0,1.0,3.0,,3,57,,1.0,1.0,,,,,,0.3157894736842105,0.2,0.25,0.2857142857142857,0.2,0.2,0.32608695652173914,0.3333333333333333,0.25,0.09523809523809523,0.10526315789473684,0.2,15.028901734104046,,0.25,0.07272727272727272,,,0.05714285714285714,,,,0.14814814814814814,,,,,,0.23809523809523808,0.4,0.5,1.0,,,,,0.6666666666666666,0.2857142857142857,0.3076923076923077,1.0,0.047619047619047616,0.047619047619047616,,,,0.2,,,,,,0.4,0.5,0.2,,0.3333333333333333,,0.46931904761904764,0.44188,0.5406699999999999,0.13043478260869565,0.14285714285714285,0.26666666666666666,0.2,14.773684210526316,24.1,0.3986013986013986,,,,2.0,,,,,3.0,2.0,,,,2.0,2.0,,,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,
202687,1610612766,Bismack Biyombo,Bismack Biyombo,202687,CHA,1727.0,29,-4,60,58,29,23,10,118,3.0,5,,1.0,1.0,2.0,,3.0,,,,,,,,,,3,8,,,3.0,9,52,,1.0,,,,,1,2,,,1.0,3,4.0,2.0,,,,1.0,,,,,,,4.0,,2.0,,2,4.0,6,,,,,,,,,,,3,3,,,,,5.0,,6.0,,,3.0,,3,29,,0.6666666666666666,0.6666666666666666,,,,,,0.375,,0.5,0.375,,0.5,0.4090909090909091,,0.5,,0.125,0.2,14.666666666666666,,,0.09523809523809523,0.12121212121212122,,0.08,0.1111111111111111,0.2857142857142857,0.1,,0.25,0.16666666666666666,,,,0.625,0.6,0.75,0.6666666666666666,0.375,,,,,,,,,,,,,1.0,,,,,,1.0,0.5,,,0.625,,0.5343249999999999,0.5473,0.6823,0.2727272727272727,0.2727272727272727,,0.3333333333333333,3.6125,,0.48333333333333334,,,,,,,,,,2.0,,1.0,,1.0,2.0,1.0,,,,,0.0625,,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,
