EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,ThreePtAssists,Corner3Assists,SecondChanceTurnovers,Offensive Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Arc3Assists,Technical Free Throw Trips,ShortMidRangeAssists,LostBallSteals,Loose Ball Fouls Drawn,OffensiveGoaltends,ShortMidRangePctBlocked,HeaveAttempts,Travels,BlockingFouls,BlockingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,FTOffRebounds,OffFTReboundPct,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,BlockedLongMidRange,LongMidRangePctBlocked,2pt And 1 Free Throw Trips,DefensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,ShortMidRangePctAssisted,StepOutOfBoundsTurnovers,on,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SelfOReb,LostBallOutOfBoundsTurnovers,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,PenaltyCorner3FGM,PtsUnassisted3s,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,Corner3PctBlocked,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,BlockedArc3
200081,1610612766,Jamario Moon,Jamario Moon,200081,CHA,7407.0,123,-88,233,231,52,57,24,464,1.0,3.0,1.0,3.0,4.0,11.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,2.0,5.0,14,2.0,10.0,2.0,18,257,1.0,1.0,3.0,6.0,1.0,4.0,9.0,2.0,8.0,6.0,5.0,1.0,2.0,5.0,5.0,4.0,1.0,10.0,1.0,1.0,4.0,11.0,5.0,20,2,22,1.0,1.0,5.0,2.0,4.0,3.0,1.0,8.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,9.0,52,0.2,0.2,1.0,0.2,0.25,0.2,0.35714285714285715,0.5,0.3333333333333333,0.45,0.36,0.45,0.4166666666666667,0.14285714285714285,0.6666666666666666,12.790697674418604,0.625,0.5,0.1506849315068493,0.011111111111111112,0.16,0.03571428571428571,0.15306122448979592,0.01694915254237288,0.043478260869565216,0.05263157894736842,0.0967741935483871,0.21428571428571427,0.17857142857142858,0.13636363636363635,0.3333333333333333,0.2,0.125,0.3333333333333333,1.0,1.0,0.4583333333333333,0.36363636363636365,0.36363636363636365,0.20833333333333334,0.2,0.2,1.0,0.20833333333333334,0.2,0.2,1.0,0.5,0.3,0.3333333333333333,0.2,0.2,0.5,0.5416666666666666,0.2,0.4802520833333333,0.47585,0.5190849999999999,0.04,0.06666666666666667,0.5,14.864285714285714,24.480000000000004,0.22317596566523606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200748,1610612766,Tyrus Thomas,Tyrus Thomas,200748,CHA,2168.0,36,-17,66,66,25,18,11,132,3.0,5.0,2.0,2.0,3.0,7.0,,,,,,,,,6.0,14,,,8.0,20,75,2.0,,3.0,7.0,,,8.0,8.0,4.0,,,,,1.0,2.0,1.0,,5.0,,4.0,1.0,1.0,,2,4,6,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,1.0,7.0,9.0,,8.0,10.0,5.0,,,,,,,8.0,25,0.6666666666666666,0.8,,,,,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5263157894736842,0.5,,,,28.57142857142857,0.3333333333333333,,0.05555555555555555,0.16,0.16666666666666666,,0.08333333333333333,0.11764705882352941,0.2,,,,0.16666666666666666,0.2,,,0.35714285714285715,0.6,0.6,0.3333333333333333,0.5,0.42857142857142855,0.42857142857142855,,,,,,,,,,0.2857142857142857,1.0,,,,0.35714285714285715,,0.5009285714285714,0.54505,0.5008571428571429,0.2631578947368421,0.2631578947368421,0.4,10.907142857142857,,0.3787878787878788,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.2,0.14285714285714285,1.0,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201571,1610612766,D.J. Augustin,D.J. Augustin,201571,CHA,1150.0,19,-15,36,37,15,14,4,73,1.0,2.0,1.0,1.0,1.0,3.0,,1.0,,,,1.0,,,2.0,6,,2.0,1.0,5,48,,,1.0,3.0,,,3.0,,4.0,,1.0,,,6.0,7.0,2.0,4.0,15.0,,1.0,1.0,,,1,1,2,,,2.0,,1.0,,1.0,2.0,,,1.0,,2.0,1.0,,,,,,,,3.0,15,,,,,,,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3333333333333333,0.25,,,25.0,1.0,,,0.1,0.125,,0.05555555555555555,0.0625,,,,,,0.125,,,0.25,0.5,0.5,,0.375,0.3333333333333333,0.3333333333333333,0.125,,,,0.125,,,,,0.3333333333333333,1.0,,,,0.5,,0.48555,,0.41409999999999997,,,0.6,12.333333333333334,24.35,0.4166666666666667,,,1.0,,,,1.0,,1.0,,,2.0,,,,0.16666666666666666,0.125,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201591,1610612766,DJ White,DJ White,201591,CHA,5029.0,84,-59,154,155,19,28,13,309,2.0,3.0,,,6.0,13.0,,,,,,,,,8.0,20,,,1.0,17,170,,,1.0,1.0,,,2.0,10.0,6.0,,,,2.0,3.0,4.0,1.0,1.0,9.0,1.0,1.0,2.0,7.0,3.0,12,2,14,2.0,1.0,3.0,,1.0,1.0,2.0,4.0,,4.0,6.0,,4.0,2.0,1.0,,,,,,,2.0,19,0.625,0.625,,,,,0.4,1.0,0.4,1.0,0.40476190476190477,1.0,,0.1,0.3333333333333333,14.880952380952381,0.75,0.6,0.12727272727272726,0.017241379310344827,0.1111111111111111,0.05,0.1232876712328767,0.02564102564102564,0.06666666666666667,0.07142857142857142,0.125,0.125,0.13043478260869565,0.125,,,0.15,0.6666666666666666,1.0,0.5,0.65,0.46153846153846156,0.46153846153846156,,,,,,,,,,,,,,,0.15,,0.41544,,0.3665,0.047619047619047616,0.047619047619047616,0.11764705882352941,13.440000000000001,,0.12337662337662338,,,4.0,,,,,,1.0,,,2.0,,,,,0.2,0.6666666666666666,,,,1.0,,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201945,1610612766,Gerald Henderson,Gerald Henderson,201945,CHA,2810.0,47,-53,87,86,23,28,9,173,4.0,6.0,2.0,2.0,3.0,8.0,,,,,,1.0,,1.0,7.0,17,,1.0,8.0,22,114,,,3.0,4.0,,1.0,8.0,12.0,2.0,,,,1.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,,1,1,2,,,3.0,,1.0,1.0,2.0,4.0,1.0,3.0,3.0,,9.0,8.0,3.0,3.0,,1.0,,3.0,1.0,8.0,23,0.8571428571428571,0.8571428571428571,,,,,0.4117647058823529,0.75,0.3888888888888889,0.6,0.5,0.6666666666666666,0.05555555555555555,0.058823529411764705,,27.083333333333336,0.75,,0.05,0.029411764705882353,,,0.030303030303030304,0.024390243902439025,,,,,0.125,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,0.375,0.375,,,,,0.05555555555555555,,,,,0.4,1.0,,0.2,,0.3888888888888889,,0.4514941176470588,,0.43495,0.14285714285714285,0.15,0.36363636363636365,10.864705882352942,58.7,0.26436781609195403,,,3.0,,,,2.0,,,,,,,,,0.05,0.16666666666666666,0.6666666666666666,,,,,,,,,,0.3333333333333333,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,1610612766,DeSagana Diop,DeSagana Diop,2205,CHA,1844.0,31,-17,62,59,19,17,6,121,1.0,1.0,,,,,,,,,,,,,1.0,1,,,,2,61,1.0,,,,,,,,2.0,,,,,1.0,3.0,1.0,,8.0,,2.0,,1.0,,1,3,4,,,1.0,,,1.0,1.0,2.0,,1.0,1.0,,2.0,,,1.0,,1.0,,1.0,,,19,,,,,,,1.0,,1.0,,1.0,,,,,4.411764705882352,0.5,,0.041666666666666664,0.08,,,0.034482758620689655,0.06451612903225806,0.16666666666666666,,,,0.1,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,0.6295,0.6295,,,,,0.6,,0.3064516129032258,1.0,1.0,,1.0,,2.0,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,0.0625,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,1.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201957,1610612766,Byron Mullens,Byron Mullens,201957,CHA,3112.0,52,-52,99,95,24,22,11,194,4.0,5.0,1.0,1.0,,4.0,,,,,,1.0,,,5.0,12,,1.0,4.0,14,117,4.0,,1.0,2.0,,,4.0,6.0,4.0,,1.0,,,,,,,,,2.0,1.0,3.0,1.0,5,2,7,1.0,1.0,3.0,,3.0,2.0,,5.0,,3.0,5.0,1.0,4.0,6.0,3.0,3.0,,2.0,,3.0,3.0,4.0,24,0.6,1.0,,,,,0.4166666666666667,0.5,0.38461538461538464,0.5,0.4375,0.6666666666666666,0.07692307692307693,,,18.918918918918916,0.6,0.25,0.10714285714285714,0.045454545454545456,0.09090909090909091,,0.10256410256410256,0.03636363636363636,0.15384615384615385,,,0.3333333333333333,0.18181818181818182,0.09090909090909091,,1.0,0.38461538461538464,0.8,0.8,0.75,0.3076923076923077,,,,,,,0.07692307692307693,,,,,0.5,1.0,,,,0.46153846153846156,,0.48840384615384613,0.566475,0.46265,0.1875,0.2,0.2857142857142857,8.924999999999999,27.7,0.24242424242424243,3.0,3.0,3.0,4.0,,8.0,2.0,4.0,,,,1.0,1.0,1.0,1.0,,0.23076923076923078,,0.75,1.0,0.5714285714285714,,,,,,,,,1.0,,,,1.0,,,,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202130,1610612766,Reggie Williams,Reggie Williams,202130,CHA,1244.0,21,-11,37,38,4,1,3,75,,,,,,,1.0,1.0,,,,1.0,,,,1,1.0,2.0,,3,37,,,,,,,,,,3.0,1.0,,,1.0,1.0,,,2.0,1.0,,1.0,2.0,,3,1,4,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,4,,,1.0,0.5,,0.5,,,0.5,,0.5,,0.6666666666666666,,,10.0,1.0,,0.18181818181818182,,0.5,0.16666666666666666,0.23076923076923078,0.047619047619047616,,0.25,,0.3333333333333333,0.16666666666666666,0.5,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,0.6666666666666666,,0.5288,,,,,,13.7,24.65,0.10810810810810811,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202689,1610612766,Kemba Walker,Kemba Walker,202689,CHA,4320.0,72,-43,136,137,20,20,12,273,5.0,10.0,1.0,2.0,3.0,13.0,,1.0,,,2.0,12.0,,2.0,9.0,26,2.0,13.0,11.0,35,143,3.0,,2.0,4.0,,2.0,7.0,4.0,14.0,6.0,12.0,2.0,2.0,4.0,4.0,,4.0,8.0,,1.0,3.0,7.0,,10,1,11,3.0,2.0,,2.0,,2.0,,2.0,,2.0,2.0,,12.0,16.0,6.0,1.0,,,,1.0,1.0,7.0,20,0.2222222222222222,0.2222222222222222,1.0,0.15384615384615385,,0.15384615384615385,0.34615384615384615,0.5,0.3076923076923077,0.3333333333333333,0.3723404255319149,0.3888888888888889,0.3333333333333333,0.07692307692307693,0.1,33.108108108108105,,,0.15217391304347827,0.02040816326530612,0.1875,,0.16129032258064516,0.014285714285714285,,,0.2,,0.16666666666666666,0.23076923076923078,,1.0,0.2564102564102564,0.5,0.5555555555555556,0.4,0.3333333333333333,0.23076923076923078,0.25,0.02564102564102564,,,,0.3076923076923077,0.16666666666666666,0.16666666666666666,1.0,,0.3333333333333333,0.5,,0.3333333333333333,,0.5897435897435898,0.16666666666666666,0.5076807692307693,0.59735,0.486275,0.13333333333333333,0.1875,0.2,10.100000000000001,25.46923076923077,0.14705882352941177,1.0,2.0,3.0,1.0,,2.0,3.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.041666666666666664,0.07692307692307693,,0.6666666666666666,0.5,0.05714285714285714,,,,1.0,2.0,,,,,,1.0,2.0,,2.0,,,1.0,0.3333333333333333,0.3333333333333333,1.0,2.0,1.0,0.07692307692307693,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202687,1610612766,Bismack Biyombo,Bismack Biyombo,202687,CHA,2627.0,44,-31,85,84,17,27,7,169,3.0,7.0,1.0,1.0,,,,,,,,,,,6.0,11,,,3.0,15,91,3.0,,1.0,1.0,,,3.0,12.0,,,,,2.0,,,,,,2.0,,2.0,3.0,,5,2,7,,,,,,3.0,,3.0,,2.0,4.0,1.0,3.0,5.0,3.0,1.0,,1.0,,1.0,1.0,3.0,17,1.0,1.0,,,,,0.5454545454545454,1.0,0.5454545454545454,1.0,0.5769230769230769,0.75,,0.18181818181818182,0.2857142857142857,17.391304347826086,,,0.15,,0.2222222222222222,0.2,0.1724137931034483,0.05263157894736842,,0.14285714285714285,0.2222222222222222,0.16666666666666666,,0.25,,1.0,0.6363636363636364,0.42857142857142855,0.6,1.0,,,,,,,,,,,,,1.0,1.0,,,,0.6363636363636364,,0.5644999999999999,,0.6422,0.23076923076923078,0.23076923076923078,0.2,3.8181818181818183,,0.2,,3.0,4.0,,2.0,2.0,1.0,,,,,,,,0.25,,0.36363636363636365,,1.0,,0.13333333333333333,,,,,,,,,,,,,,,,,3.0,0.75,0.75,,,,,1.0,1.0,2.0,0.3333333333333333,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
