EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,BlockingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,HeaveMakes,HeaveAttempts,BlockingFouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,BlockedCorner3,Clear Path Fouls,Corner3PctBlocked,on
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,3932.0,66,7,124,124,32,28,16,248,3,5,2.0,3.0,3.0,11.0,2,6,18,1.0,13,98,1.0,1.0,3.0,5.0,6.0,4,8.0,5,2.0,7,2.0,4,1.0,16,3.0,2.0,9.0,9,18,5.0,23,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2,7,2.0,1.0,7,1.0,1.0,1.0,2.0,1.0,6.0,5.0,1.0,6.0,4.0,6.0,32,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333,0.6,0.34210526315789475,0.5,0.6,15.714285714285715,0.6666666666666666,0.17647058823529413,0.043478260869565216,0.36,0.15789473684210525,0.23684210526315788,0.07692307692307693,0.1,0.058823529411764705,0.15384615384615385,0.16666666666666666,0.05263157894736842,0.2,0.29411764705882354,0.42105263157894735,0.16666666666666666,0.08333333333333333,0.6666666666666666,0.2777777777777778,0.6,0.6,0.6666666666666666,0.6111111111111112,0.2727272727272727,0.2727272727272727,0.1111111111111111,0.6,0.6666666666666666,0.2777777777777778,0.43901666666666667,0.531,0.05263157894736842,0.05263157894736842,0.07692307692307693,0.46153846153846156,7.055555555555555,0.25806451612903225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,16132.0,269,58,531,535,174,142,80,1066,27,50,10.0,14.0,6.0,17.0,15,41,82,27.0,130,543,11.0,35.0,12.0,20.0,47.0,58,24.0,11,3.0,14,1.0,8,1.0,31,3.0,33.0,16.0,38,61,39.0,100,6.0,8.0,6.0,2.0,7.0,2.0,4.0,5.0,11.0,5.0,12,22,,2.0,29,,7.0,4.0,34.0,14.0,12.0,9.0,3.0,12.0,7.0,47.0,174,1.0,0.7073170731707317,0.9354838709677419,0.5,0.6,0.5364583333333334,0.717391304347826,0.5803571428571429,0.5,0.734375,19.554848966613672,0.6363636363636364,0.18719211822660098,0.1746031746031746,0.20253164556962025,0.05263157894736842,0.19148936170212766,0.14634146341463414,0.20833333333333334,0.2037037037037037,0.05263157894736842,0.05263157894736842,0.13793103448275862,0.18181818181818182,0.26229508196721313,0.22,0.1724137931034483,0.13636363636363635,0.5833333333333334,0.5208333333333334,0.54,0.5625,0.6296296296296297,0.17708333333333334,0.35294117647058826,0.4,0.15625,0.6086956521739131,0.7142857142857143,0.6666666666666666,0.5649166666666666,0.5825239130434783,0.13636363636363635,0.14736842105263157,0.2692307692307692,0.36153846153846153,5.409756097560976,0.327683615819209,10.0,24.0,8.0,1.0,4.0,1.0,6.0,10.0,3.0,3.0,7.0,14.0,12.0,28.0,1.0,3.0,3.0,14.0,21.0,20.0,10.0,6.0,4.0,2.0,2.0,3.0,7.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,0.42857142857142855,0.41379310344827586,0.14583333333333334,0.04878048780487805,0.04,0.11764705882352941,0.3684210526315789,0.15,0.1111111111111111,0.8333333333333334,0.5333333333333333,0.5333333333333333,0.875,0.041666666666666664,0.25,0.25,1.0,0.10416666666666667,0.6,0.6,1.0,0.8275862068965517,0.4166666666666667,0.034482758620689655,0.13043478260869565,1.0,0.6,0.6032071428571429,0.06666666666666667,24.742857142857144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,60525.0,1009,47,1977,1982,511,480,241,3959,113,173,28.0,38.0,7.0,27.0,57,132,257,66.0,333,2037,14.0,74.0,34.0,58.0,92.0,186,78.0,21,8.0,29,6.0,14,2.0,66,13.0,63.0,36.0,102,150,77.0,227,7.0,40.0,23.0,17.0,16.0,9.0,23.0,7.0,39.0,12.0,48,93,7.0,4.0,84,1.0,7.0,4.0,103.0,51.0,22.0,15.0,5.0,22.0,15.0,92.0,506,9.0,0.7045454545454546,0.8454545454545455,0.5136186770428015,0.5862068965517241,0.5114942528735632,0.5916666666666667,0.5423452768729642,0.5606060606060606,0.6301369863013698,15.164835164835164,0.41025641025641024,0.14655172413793102,0.08725761772853186,0.138996138996139,0.06018518518518518,0.14450261780104712,0.08102345415778252,0.12345679012345678,0.09326424870466321,0.053691275167785234,0.07462686567164178,0.13740458015267176,0.16145833333333334,0.1446280991735537,0.13966480446927373,0.1375,0.06542056074766354,0.6818181818181818,0.6628352490421456,0.653179190751445,0.710691823899371,0.672566371681416,0.10344827586206896,0.25925925925925924,0.3181818181818182,0.21839080459770116,0.6333333333333333,0.7368421052631579,0.6781609195402298,0.5643367307692309,0.5418305084745761,0.17,0.17229729729729729,0.2222222222222222,0.27627627627627627,5.6284046692607,0.25847243297926153,28.0,52.0,12.0,1.0,2.0,,,2.0,,1.0,1.0,4.0,30.0,57.0,,1.0,2.0,21.0,3.0,44.0,2.0,,19.0,2.0,5.0,1.0,12.0,6.0,5.0,12.0,,7.0,4.0,6.0,1.0,0.25,0.5,0.25,0.5263157894736842,0.5263157894736842,0.01532567049808429,0.07392996108949416,0.08092485549132948,0.18518518518518517,0.18461538461538463,0.017241379310344827,0.05244755244755245,0.7142857142857143,0.21052631578947367,0.21052631578947367,1.0,0.007662835249042145,0.5,0.5,1.0,0.007662835249042145,,,,0.9122807017543859,0.5384615384615384,,0.016666666666666666,,,0.5979448979591836,,28.2,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.25,0.5,0.14285714285714285,0.016666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,True
201943,1610612749,Brandon Jennings,Brandon Jennings,201943,MIL,44479.0,741,3,1472,1464,402,372,175,2936,56,92,14.0,23.0,27.0,68.0,71,113,231,72.0,403,1532,5.0,36.0,26.0,64.0,121.0,70,156.0,98,20.0,118,16.0,50,14.0,256,3.0,14.0,16.0,40,58,17.0,75,6.0,39.0,12.0,27.0,25.0,16.0,33.0,9.0,58.0,23.0,12,37,,2.0,61,,,2.0,85.0,30.0,7.0,2.0,4.0,8.0,5.0,116.0,397,5.0,0.30973451327433627,0.3153153153153153,0.48917748917748916,0.40625,0.4797101449275362,0.4489795918367347,0.5208333333333334,0.45,0.5217391304347826,26.138379657007686,0.43103448275862066,0.07736943907156674,0.02666666666666667,0.08602150537634409,0.017543859649122806,0.07965860597439545,0.02442528735632184,0.03468208092485549,0.03424657534246575,0.008333333333333333,0.0392156862745098,0.05670103092783505,0.06338028169014084,0.11049723756906077,0.0859375,0.08620689655172414,0.03260869565217391,0.625,0.26666666666666666,0.6086956521739131,0.6666666666666666,0.4642857142857143,0.19710144927536233,0.39705882352941174,0.4090909090909091,0.20579710144927535,0.23469387755102042,0.6086956521739131,0.5971014492753624,0.5268290087463556,0.5071385416666666,0.08086253369272237,0.11673151750972763,0.08933002481389578,0.3002481389578164,8.521645021645021,0.27309782608695654,2.0,7.0,30.0,4.0,19.0,2.0,31.0,95.0,10.0,29.0,35.0,114.0,8.0,24.0,14.0,12.0,34.0,33.0,60.0,4.0,92.0,30.0,11.0,4.0,34.0,,2.0,10.0,1.0,4.0,,13.0,,9.0,0.5714285714285714,0.30701754385964913,0.35294117647058826,0.30357142857142855,0.3333333333333333,0.40789473684210525,0.33043478260869563,0.047619047619047616,0.08695652173913043,0.029411764705882353,0.0425531914893617,,0.014563106796116505,0.2222222222222222,0.4225352112676056,0.42857142857142855,0.1,0.05507246376811594,0.21052631578947367,0.21052631578947367,0.75,0.2753623188405797,0.3263157894736842,0.3263157894736842,0.5483870967741935,0.18421052631578946,0.2857142857142857,0.05263157894736842,0.29591836734693877,0.3448275862068966,0.32608695652173914,0.48546969696969705,,25.69736842105263,2.0,5.0,,12.0,3.0,5.0,1.0,1.0,1.0,,,,,,,0.05102040816326531,0.4,5.0,12.0,5.0,45.0,1.0,2.0,1.0,3.0,1.0,1.0,0.35714285714285715,0.014084507042253521,0.3157894736842105,0.4166666666666667,0.6,,,,,,,,True
2733,1610612749,Shaun Livingston,Shaun Livingston,2733,MIL,22706.0,378,-21,730,734,147,151,88,1464,22,32,4.0,6.0,14.0,34.0,30,47,96,30.0,127,757,2.0,17.0,7.0,15.0,22.0,62,32.0,25,12.0,37,11.0,17,,86,4.0,10.0,7.0,27,36,14.0,50,1.0,10.0,5.0,5.0,20.0,12.0,10.0,8.0,30.0,7.0,18,32,1.0,2.0,31,1.0,,,35.0,17.0,5.0,3.0,1.0,6.0,4.0,22.0,146,2.0,0.6595744680851063,0.6739130434782609,0.4895833333333333,0.4666666666666667,0.5,0.4666666666666667,0.5727272727272728,0.7727272727272727,0.5789473684210527,16.80672268907563,0.6666666666666666,0.10112359550561797,0.03636363636363636,0.08045977011494253,0.05,0.096045197740113,0.03943661971830986,0.025,0.039473684210526314,0.05660377358490566,0.037037037037037035,0.09803921568627451,0.1095890410958904,0.09782608695652174,0.07272727272727272,0.09375,0.022222222222222223,0.6666666666666666,0.32989690721649484,0.6875,0.7333333333333333,0.8181818181818182,0.35051546391752575,0.4117647058823529,0.4375,0.30927835051546393,0.4,0.6666666666666666,0.3402061855670103,0.48908247422680395,0.5061666666666667,0.16037735849056603,0.1619047619047619,0.13385826771653545,0.1732283464566929,8.662500000000001,0.20136986301369864,3.0,6.0,11.0,1.0,1.0,1.0,,,,,1.0,1.0,6.0,10.0,1.0,,,8.0,3.0,2.0,,,4.0,1.0,8.0,,2.0,2.0,1.0,8.0,,4.0,,3.0,1.0,1.0,,1.0,0.6,0.6818181818181818,0.010309278350515464,0.041666666666666664,0.0625,0.058823529411764705,0.07142857142857142,,0.04201680672268908,0.42857142857142855,0.36666666666666664,0.36666666666666664,0.6363636363636364,0.010309278350515464,1.0,1.0,1.0,,,,,0.5454545454545454,0.5,0.09090909090909091,,,,0.5629090909090909,,23.0,,,,4.0,1.0,,,1.0,1.0,,,,,,0.6666666666666666,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,True
1536,1610612749,Stephen Jackson,Stephen Jackson,1536,MIL,4509.0,75,8,145,149,56,53,19,294,6,9,2.0,2.0,2.0,5.0,2,8,16,3.0,31,143,,3.0,2.0,4.0,11.0,12,4.0,7,3.0,10,2.0,6,1.0,23,,1.0,1.0,6,9,1.0,10,1.0,1.0,,1.0,6.0,5.0,2.0,1.0,8.0,3.0,3,6,,1.0,4,,1.0,,4.0,1.0,,,,,,11.0,53,,0.75,0.75,0.5,0.5,0.42424242424242425,0.5,0.44285714285714284,0.5,0.5,26.219512195121954,0.75,0.10714285714285714,0.02702702702702703,0.0625,,0.09722222222222222,0.01694915254237288,0.07142857142857142,,,,0.18518518518518517,,0.06666666666666667,0.09090909090909091,,0.05,,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.15151515151515152,0.4,0.4,0.06060606060606061,0.2,1.0,0.7878787878787878,0.53716875,0.5134833333333333,0.029411764705882353,0.058823529411764705,0.0967741935483871,0.3548387096774194,5.275,0.38620689655172413,,1.0,,,1.0,,4.0,16.0,2.0,6.0,4.0,17.0,,1.0,2.0,2.0,6.0,1.0,12.0,,16.0,4.0,,1.0,,,2.0,,3.0,,,1.0,,1.0,1.0,0.23529411764705882,0.3333333333333333,0.23529411764705882,,0.5,0.5151515151515151,,,,0.25,,,,,,,0.030303030303030304,,,,0.48484848484848486,0.25,0.25,1.0,0.3333333333333333,,,0.6,0.3333333333333333,0.25,0.5540666666666666,,25.735294117647058,,,,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,0.5,,0.6666666666666666,0.5,1.0,,,,,,,,True
2399,1610612749,Mike Dunleavy,Mike Dunleavy,2399,MIL,25938.0,432,59,843,848,263,222,111,1691,28,39,8.0,10.0,5.0,10.0,41,53,90,38.0,246,848,3.0,30.0,13.0,22.0,66.0,80,26.0,32,4.0,36,2.0,22,4.0,76,1.0,3.0,15.0,36,52,4.0,56,3.0,9.0,5.0,4.0,4.0,4.0,5.0,,9.0,3.0,21,30,2.0,,37,1.0,1.0,4.0,49.0,13.0,,,,1.0,1.0,65.0,259,1.0,0.7547169811320755,0.7843137254901961,0.5888888888888889,0.5909090909090909,0.6265060240963856,0.5196078431372549,0.6567567567567567,0.6818181818181818,0.5423728813559322,19.85670419651996,0.4444444444444444,0.12121212121212122,0.010309278350515464,0.11450381679389313,0.010309278350515464,0.1191588785046729,0.010309278350515464,0.00980392156862745,0.02564102564102564,,0.03333333333333333,0.06481481481481481,0.13580246913580246,0.16666666666666666,0.12631578947368421,0.08333333333333333,0.039473684210526314,1.0,0.23493975903614459,0.717948717948718,0.717948717948718,0.7857142857142857,0.060240963855421686,0.5,0.5555555555555556,0.2469879518072289,0.19607843137254902,0.8,0.6927710843373494,0.5375277108433735,0.533628431372549,0.1,0.13,0.12195121951219512,0.2682926829268293,9.59,0.31198102016607354,3.0,5.0,20.0,7.0,19.0,3.0,27.0,57.0,6.0,18.0,34.0,76.0,6.0,12.0,9.0,9.0,29.0,13.0,96.0,4.0,57.0,27.0,2.0,2.0,6.0,,1.0,1.0,1.0,3.0,5.0,5.0,,4.0,0.9411764705882353,0.4473684210526316,0.3103448275862069,0.4473684210526316,0.5,0.6428571428571429,0.4578313253012048,0.022222222222222223,,0.1,0.03333333333333333,,,0.6,0.4878048780487805,0.5,0.75,0.1144578313253012,0.3684210526315789,0.3684210526315789,1.0,0.3433734939759036,0.47368421052631576,0.47368421052631576,0.9259259259259259,0.23809523809523808,0.6,0.14285714285714285,0.35294117647058826,0.3333333333333333,0.47368421052631576,0.518914705882353,0.0625,25.122368421052634,3.0,11.0,,1.0,1.0,,1.0,,,,,,,,0.3333333333333333,0.21568627450980393,0.2727272727272727,3.0,6.0,5.0,6.0,,,1.0,3.0,1.0,,0.5555555555555556,0.024390243902439025,0.2857142857142857,0.5,0.6666666666666666,2.0,0.6666666666666666,1.0,1.0,1.0,,,True
2568,1610612749,Carlos Delfino,Carlos Delfino,2568,MIL,27363.0,456,-53,888,887,177,183,102,1775,14,34,2.0,3.0,6.0,11.0,21,24,66,10.0,139,944,,7.0,4.0,9.0,36.0,10,38.0,34,3.0,37,2.0,18,5.0,77,2.0,5.0,22.0,43,70,7.0,77,3.0,26.0,17.0,9.0,16.0,10.0,11.0,6.0,27.0,6.0,14,29,,2.0,17,1.0,2.0,6.0,13.0,3.0,4.0,4.0,,4.0,2.0,36.0,176,3.0,0.20833333333333334,0.21739130434782608,0.36363636363636365,0.4444444444444444,0.4708029197080292,0.48333333333333334,0.486013986013986,0.35,0.5294117647058824,16.765285996055226,0.5925925925925926,0.13915857605177995,0.014577259475218658,0.2037037037037037,0.018867924528301886,0.15587529976019185,0.015590200445434299,0.034782608695652174,,0.02857142857142857,,0.07936507936507936,0.125,0.22330097087378642,0.2054794520547945,0.2,0.0410958904109589,0.5,0.24817518248175183,0.4117647058823529,0.5185185185185185,0.2857142857142857,0.08029197080291971,0.5454545454545454,0.6666666666666666,0.15328467153284672,0.1,0.6666666666666666,0.7664233576642335,0.5499830882352941,0.5113966666666666,0.028368794326241134,0.043478260869565216,0.050359712230215826,0.2589928057553957,8.103030303030302,0.19932432432432431,1.0,5.0,4.0,11.0,31.0,,16.0,40.0,4.0,12.0,27.0,71.0,2.0,8.0,2.0,7.0,21.0,7.0,72.0,2.0,40.0,16.0,10.0,1.0,11.0,,5.0,,,,1.0,2.0,,2.0,0.8888888888888888,0.38028169014084506,0.3333333333333333,0.38028169014084506,0.25,0.35,0.5182481751824818,0.15151515151515152,0.20588235294117646,0.18181818181818182,0.22727272727272727,,0.007142857142857143,0.16666666666666666,0.19047619047619047,0.2,,0.22627737226277372,0.3548387096774194,0.36666666666666664,0.8181818181818182,0.291970802919708,0.4,0.42105263157894735,0.9375,0.5,0.2,,0.4,0.3333333333333333,0.4,0.54883,0.013888888888888888,24.79295774647887,3.0,9.0,3.0,4.0,1.0,2.0,,,,,,,0.04225352112676056,0.05,,0.3,0.3333333333333333,1.0,2.0,1.0,9.0,,,3.0,,,,0.5,0.047619047619047616,0.2,0.5,1.0,,,,,,1.0,0.03225806451612903,True
202699,1610612749,Tobias Harris,Tobias Harris,202699,MIL,3170.0,53,20,104,105,26,26,14,209,9,10,2.0,2.0,1.0,3.0,2,11,15,3.0,25,107,,10.0,2.0,3.0,4.0,14,8.0,2,,2,,1,,4,1.0,2.0,2.0,6,8,3.0,11,,,,,2.0,2.0,2.0,,4.0,1.0,2,6,,1.0,4,,,,6.0,3.0,,,,,,4.0,26,,0.6363636363636364,0.7,0.7333333333333333,0.6666666666666666,0.7333333333333333,0.6666666666666666,0.6944444444444444,1.0,0.6666666666666666,18.487394957983195,0.5,0.21428571428571427,0.0625,0.14285714285714285,0.16666666666666666,0.19047619047619047,0.07894736842105263,,,,0.3333333333333333,0.2222222222222222,0.3,0.1111111111111111,0.1111111111111111,0.2,,,0.6666666666666666,0.9,1.0,0.7777777777777778,0.2,0.3333333333333333,0.5,0.13333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.5560333333333334,0.5221666666666667,0.16666666666666666,0.16666666666666666,0.4,0.16,4.3,0.25,5.0,5.0,1.0,,,,,,,,,,5.0,5.0,,,,,,2.0,,,2.0,,1.0,,,,2.0,,,,,,,,,,1.0,1.0,,0.13333333333333333,0.1,0.3333333333333333,,,0.15384615384615385,,0.5,0.5,,,,,,,,,,1.0,1.0,,,,,0.7159749999999999,,,,,,,,,1.0,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,True
2400,1610612749,Drew Gooden,Drew Gooden,2400,MIL,31877.0,531,-28,1049,1052,204,203,109,2101,35,65,8.0,11.0,23.0,56.0,99,101,220,65.0,270,1140,8.0,34.0,17.0,33.0,52.0,132,70.0,38,10.0,48,6.0,29,4.0,106,7.0,30.0,25.0,53,91,38.0,129,8.0,14.0,10.0,4.0,26.0,16.0,17.0,10.0,43.0,7.0,19,34,,2.0,58,2.0,4.0,6.0,76.0,36.0,17.0,14.0,3.0,17.0,10.0,50.0,199,3.0,0.6534653465346535,0.6875,0.4590909090909091,0.5151515151515151,0.43803418803418803,0.4857142857142857,0.5018587360594795,0.5,0.5652173913043478,26.13065326633166,0.6046511627906976,0.1518624641833811,0.07692307692307693,0.1937984496124031,0.06306306306306306,0.16317991631799164,0.07385229540918163,0.09022556390977443,0.10476190476190476,0.07317073170731707,0.034482758620689655,0.15702479338842976,0.20408163265306123,0.1076923076923077,0.21739130434782608,0.13513513513513514,0.06779661016949153,0.5882352941176471,0.2777777777777778,0.5384615384615384,0.6363636363636364,0.5714285714285714,0.23931623931623933,0.4107142857142857,0.4423076923076923,0.4230769230769231,0.3142857142857143,0.7272727272727273,0.33760683760683763,0.4880933760683761,0.4955228571428571,0.13636363636363635,0.144,0.1259259259259259,0.1925925925925926,10.80090909090909,0.19447092469018112,11.0,21.0,43.0,,5.0,,1.0,9.0,,,1.0,14.0,13.0,29.0,,,2.0,18.0,3.0,10.0,9.0,1.0,14.0,4.0,5.0,1.0,13.0,,3.0,6.0,,5.0,2.0,4.0,1.0,0.07142857142857142,,0.07142857142857142,0.4482758620689655,0.4482758620689655,0.05982905982905983,0.06363636363636363,0.15384615384615385,0.07142857142857142,0.43333333333333335,0.05555555555555555,0.046052631578947366,0.391304347826087,0.43434343434343436,0.43434343434343436,0.8604651162790697,0.021367521367521368,,,,0.038461538461538464,0.1111111111111111,0.1111111111111111,1.0,0.7241379310344828,0.5238095238095238,,,,0.1111111111111111,0.581044,,25.135714285714283,,2.0,,10.0,,4.0,,,,,,1.0,,,0.2727272727272727,0.05714285714285714,,,,,,,,,,,,,,,,,,,,,,,,True
