EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Travels,Loose Ball Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,LongMidRangePctBlocked,OffAtRimReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,on,BlockedCorner3,3pt And 1 Free Throw Trips,Corner3PctBlocked
101112,1610612756,Channing Frye,Channing Frye,101112,PHX,10692.0,178,-21,336,329,68,87,32,665,7,10,1.0,2.0,2,2,3.0,5,3.0,12.0,1.0,1.0,1.0,1.0,14.0,31.0,1.0,2.0,3.0,6.0,13,27,15.0,32.0,71,389,1.0,3.0,1.0,2.0,5.0,3,6,4.0,7.0,18,12,14,45.0,2.0,31.0,14.0,1.0,5,4.0,9,2.0,2.0,1,1.0,3,22,3.0,1.0,9,20,2.0,31,4.0,35,5,4,1.0,6,6,1,7,2.0,11,1.0,20,1.0,6,2.0,1.0,6.0,1.0,1.0,2.0,4.0,7.0,5.0,18,68,0.46153846153846156,0.5,1.0,0.46875,0.5,0.5714285714285714,0.46875,0.48148148148148145,0.3333333333333333,0.5,0.6016949152542372,0.5,0.6923076923076923,0.6016949152542372,0.5,0.6923076923076923,0.5423728813559322,0.037037037037037035,0.1,17.6,0.8571428571428571,0.14285714285714285,0.17857142857142858,0.010752688172043012,0.23684210526315788,0.05172413793103448,0.19333333333333333,0.026490066225165563,0.025,0.046511627906976744,0.06666666666666667,0.2413793103448276,0.046511627906976744,0.275,0.21875,0.3333333333333333,0.7142857142857143,0.1694915254237288,0.7,0.7777777777777778,0.5714285714285714,0.0847457627118644,0.6,0.6,0.3333333333333333,0.2033898305084746,0.25,0.25,0.3333333333333333,0.01694915254237288,1.0,1.0,1.0,0.5254237288135594,0.45161290322580644,0.45161290322580644,1.0,0.4,0.5,0.4,0.5,1.0,0.15384615384615385,1.0,0.07692307692307693,1.0,0.46153846153846156,0.5,0.711864406779661,0.45161290322580644,0.5104177966101696,0.498825,0.48401923076923076,0.07042253521126761,0.2535211267605634,11.5962962962963,25.3875,0.20238095238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101124,1610612756,Hakim Warrick,Hakim Warrick,101124,PHX,5647.0,94,-51,179,177,51,24,12,356,7,12,1.0,1.0,2,4,,4,4.0,12.0,,,,,,1.0,,,,1.0,11,28,,1.0,39,211,2.0,3.0,,,6.0,5,10,,1.0,17,8,14,,2.0,1.0,,3.0,8,,8,,,5,,3,16,,2.0,2,9,2.0,13,2.0,15,3,2,1.0,8,4,5,13,4.0,3,2.0,11,2.0,14,,1.0,1.0,,,1.0,,1.0,,17,51,0.36363636363636365,0.4,,,,,,0.39285714285714285,0.6666666666666666,0.5,0.3793103448275862,0.6666666666666666,0.45454545454545453,0.527027027027027,0.75,0.6071428571428571,0.034482758620689655,0.10714285714285714,0.16666666666666666,25.906735751295336,0.6153846153846154,0.18181818181818182,0.16363636363636364,0.03076923076923077,0.1111111111111111,,0.1506849315068493,0.023255813953488372,0.043478260869565216,,,0.047619047619047616,0.11764705882352941,0.35294117647058826,0.13333333333333333,,,0.41379310344827586,0.5833333333333334,0.7,0.2857142857142857,0.13793103448275862,,,,0.41379310344827586,0.3333333333333333,0.36363636363636365,0.5,,,,,0.034482758620689655,,,,0.3333333333333333,1.0,,,,0.36363636363636365,0.5,,,0.09090909090909091,,0.4482758620689655,,0.4958637931034483,0.4817,0.48705,0.15384615384615385,0.4358974358974359,9.085714285714285,24.5,0.2849162011173184,17.0,2.0,7.0,2.0,4.0,1.0,1.0,1.0,1.0,18.0,2.0,10.0,0.08333333333333333,0.05263157894736842,0.2702702702702703,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101162,1610612756,Marcin Gortat,Marcin Gortat,101162,PHX,16574.0,276,-52,538,534,150,172,55,1072,23,41,2.0,7.0,6,8,13.0,32,2.0,5.0,,,,,,,,,,,38,78,,,100,607,3.0,9.0,,,9.0,9,15,,,28,68,8,,4.0,,,9.0,4,5.0,9,2.0,3.0,1,,3,23,9.0,13.0,19,37,2.0,58,23.0,81,4,2,2.0,5,1,11,16,4.0,9,2.0,21,5.0,28,5.0,1.0,9.0,,,2.0,7.0,9.0,5.0,28,150,0.8947368421052632,0.9444444444444444,,,,,,0.48717948717948717,0.3333333333333333,0.6,0.48717948717948717,0.3333333333333333,0.6,0.5208333333333334,0.4090909090909091,0.6086956521739131,,0.11538461538461539,0.17073170731707318,18.451400329489292,0.3125,0.15384615384615385,0.2215568862275449,0.07878787878787878,0.2753623188405797,0.0891089108910891,0.23728813559322035,0.08270676691729323,0.09433962264150944,0.10294117647058823,0.06060606060606061,0.2682926829268293,0.17543859649122806,0.2318840579710145,0.3103448275862069,0.09090909090909091,0.5555555555555556,0.5256410256410257,0.5609756097560976,0.6764705882352942,0.9565217391304348,0.41025641025641024,0.40625,0.43333333333333335,0.7692307692307693,0.0641025641025641,0.4,0.4,1.0,,,,,,,,,0.7777777777777778,0.2857142857142857,,,,0.5333333333333333,0.75,,,,,0.5256410256410257,,0.5039935897435898,0.5290166666666666,0.4896266666666667,0.09,0.28,5.366666666666666,,0.2788104089219331,24.0,3.0,10.0,1.0,4.0,3.0,3.0,1.0,2.0,38.0,2.0,15.0,,0.07017543859649122,0.16483516483516483,0.16483516483516483,1.0,2.0,1.0,3.0,1.0,5.0,1.0,2.0,4.0,0.0625,0.05263157894736842,0.07272727272727272,0.06451612903225806,0.5,,,,,,,,,,,,,,,,,,,,True,,,
2072,1610612756,Michael Redd,Michael Redd,2072,PHX,46206.0,770,-121,1474,1480,301,332,178,2954,39,65,5.0,8.0,9,14,21.0,63,42.0,100.0,19.0,56.0,4.0,12.0,23.0,76.0,3.0,7.0,2.0,14.0,102,228,42.0,132.0,418,1648,8.0,19.0,4.0,11.0,33.0,18,36,6.0,26.0,78,100,104,123.0,,76.0,23.0,16.0,21,12.0,33,9.0,3.0,15,2.0,4,78,3.0,10.0,26,29,8.0,63,14.0,77,13,8,5.0,18,9,19,37,8.0,8,,29,2.0,86,,2.0,,,,,,,,78,300,0.49019607843137253,0.49019607843137253,0.9761904761904762,0.3181818181818182,0.36363636363636365,0.23076923076923078,0.3181818181818182,0.4473684210526316,0.42105263157894735,0.5,0.4583333333333333,0.4666666666666667,0.43548387096774194,0.5086206896551724,0.515625,0.5202702702702703,0.36666666666666664,0.07017543859649122,0.12307692307692308,26.259632483698873,0.4864864864864865,0.14035087719298245,0.06359649122807018,0.01984126984126984,0.13541666666666666,0.01327433628318584,0.08487654320987655,0.01780821917808219,0.023668639053254437,0.018518518518518517,,0.051470588235294115,0.05660377358490566,0.08074534161490683,0.1390728476821192,0.12195121951219512,,0.18055555555555555,0.6,0.6842105263157895,0.41025641025641024,0.175,0.3333333333333333,0.38181818181818183,0.3333333333333333,0.2777777777777778,0.42,0.42,0.6428571428571429,0.15555555555555556,0.3392857142857143,0.3392857142857143,1.0,0.2111111111111111,0.3026315789473684,0.3026315789473684,0.9565217391304348,0.26666666666666666,0.625,0.23333333333333334,0.42857142857142855,1.0,0.22580645161290322,0.6428571428571429,0.1935483870967742,0.3333333333333333,0.22580645161290322,0.14285714285714285,0.5472222222222223,0.3026315789473684,0.5005045833333333,0.49342500000000006,0.5110500000000001,0.07894736842105263,0.18660287081339713,10.983333333333334,24.278787878787877,0.20420624151967434,88.0,5.0,24.0,9.0,9.0,3.0,2.0,,2.0,111.0,12.0,49.0,,0.006756756756756757,0.12562814070351758,0.18490566037735848,1.0,4.0,1.0,3.0,1.0,8.0,1.0,4.0,8.0,0.12698412698412698,0.022222222222222223,0.026737967914438502,0.020100502512562814,0.2,1.0,4.0,3.0,1.0,6.0,1.0,0.13333333333333333,0.25,1.0,0.007518796992481203,,,,,,,,,,True,,,
2742,1610612756,Sebastian Telfair,Sebastian Telfair,2742,PHX,28840.0,481,-79,899,911,141,148,115,1810,16,31,,3.0,3,7,4.0,15,41.0,68.0,5.0,16.0,,3.0,11.0,39.0,1.0,3.0,4.0,15.0,61,114,16.0,55.0,197,1007,4.0,8.0,1.0,3.0,19.0,9,17,4.0,18.0,31,18,104,18.0,2.0,38.0,11.0,10.0,55,26.0,81,21.0,5.0,31,13.0,11,188,3.0,7.0,9,23,1.0,33,11.0,44,17,6,11.0,22,13,13,35,1.0,28,2.0,61,1.0,35,,1.0,6.0,,,2.0,3.0,6.0,4.0,31,141,0.14754098360655737,0.15,0.375,0.2909090909090909,0.3333333333333333,0.2222222222222222,0.2962962962962963,0.5350877192982456,0.5,0.5294117647058824,0.5029585798816568,0.5,0.42857142857142855,0.5414364640883977,0.6428571428571429,0.44285714285714284,0.3254437869822485,0.08771929824561403,0.16129032258064516,20.76923076923077,0.6285714285714286,0.02564102564102564,0.08303249097472924,0.021538461538461538,0.07142857142857142,0.022900763358778626,0.0794044665012407,0.021929824561403508,0.01680672268907563,0.020202020202020204,0.03125,0.06818181818181818,0.0784313725490196,0.10344827586206896,0.07142857142857142,0.07142857142857142,0.6666666666666666,0.1834319526627219,0.5161290322580645,0.6153846153846154,0.3125,0.08875739644970414,0.26666666666666666,0.3333333333333333,,0.40236686390532544,0.6029411764705882,0.6212121212121212,0.0975609756097561,0.09467455621301775,0.3125,0.3125,0.6,0.23076923076923078,0.28205128205128205,0.2894736842105263,0.2727272727272727,0.2727272727272727,,0.2727272727272727,0.3333333333333333,,0.2,0.42857142857142855,0.08571428571428572,,0.42857142857142855,0.26666666666666666,0.5088757396449705,0.2894736842105263,0.4908440476190477,0.48775500000000005,0.4755485294117647,0.09644670050761421,0.15736040609137056,12.941228070175438,25.05090909090909,0.1568409343715239,27.0,8.0,1.0,8.0,9.0,1.0,1.0,1.0,2.0,32.0,6.0,17.0,0.029411764705882353,0.04878048780487805,0.09944751381215469,0.136,1.0,1.0,1.0,3.0,2.0,,,2.0,,0.2,0.03125,0.008064516129032258,0.012658227848101266,,,,30.0,,1.0,1.0,,,,0.017857142857142856,1.0,1.0,1.0,0.01818181818181818,0.02564102564102564,,,,,True,,,
101179,1610612756,Ronnie Price,Ronnie Price,101179,PHX,7191.0,120,-20,235,234,41,45,31,469,3,10,1.0,2.0,1,4,,2,3.0,10.0,,,,,3.0,7.0,1.0,2.0,1.0,1.0,6,22,3.0,7.0,29,241,1.0,3.0,1.0,2.0,6.0,1,6,1.0,1.0,11,2,10,6.0,,7.0,3.0,4.0,15,5.0,20,4.0,1.0,11,1.0,3,45,1.0,3.0,4,4,2.0,10,4.0,14,10,10,,8,5,4,12,3.0,9,1.0,20,,10,,2.0,1.0,,,1.0,,1.0,,11,41,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.42857142857142855,0.5,1.0,0.42857142857142855,0.2727272727272727,0.3333333333333333,0.16666666666666666,0.3620689655172414,0.5,0.35714285714285715,0.42424242424242425,0.6,0.5,0.2413793103448276,0.18181818181818182,0.3,16.605166051660518,0.6666666666666666,0.18181818181818182,0.057971014492753624,0.03529411764705882,0.10810810810810811,0.02702702702702703,0.07547169811320754,0.03278688524590164,0.038461538461538464,0.03571428571428571,,,0.14285714285714285,0.043478260869565216,0.14285714285714285,,,0.3448275862068966,0.3,0.42857142857142855,0.3333333333333333,0.06896551724137931,,,,0.3448275862068966,0.3,0.3,,,,,,0.2413793103448276,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.4,0.5,0.4,0.5,1.0,0.5714285714285714,0.25,,,0.14285714285714285,1.0,0.5862068965517241,0.42857142857142855,0.49020862068965515,0.5736,0.5117714285714285,0.20689655172413793,0.3793103448275862,9.513636363636364,26.228571428571428,0.17446808510638298,8.0,1.0,6.0,3.0,3.0,,,1.0,,10.0,1.0,5.0,,,0.15151515151515152,0.19230769230769232,,,1.0,1.0,,,,3.0,,0.5,,0.06451612903225806,,1.0,,,3.0,,1.0,,,,,,,,,,,1.0,,,,True,,,
201162,1610612756,Jared Dudley,Jared Dudley,201162,PHX,8642.0,144,-53,289,292,96,99,29,581,8,11,2.0,2.0,4,6,2.0,6,5.0,10.0,,2.0,,1.0,3.0,9.0,,,,,15,27,3.0,11.0,46,343,3.0,3.0,,,8.0,5,10,,1.0,11,16,14,6.0,,9.0,3.0,3.0,3,5.0,8,3.0,2.0,1,1.0,1,21,2.0,6.0,5,10,4.0,19,8.0,27,4,2,2.0,3,2,3,6,,1,,11,1.0,12,,,1.0,,,,,1.0,,11,96,0.5333333333333333,0.5333333333333333,0.6666666666666666,0.2727272727272727,,,0.2727272727272727,0.5555555555555556,1.0,0.5,0.5131578947368421,1.0,0.45454545454545453,0.5348837209302325,1.0,0.4583333333333333,0.2894736842105263,0.1111111111111111,0.18181818181818182,15.076923076923077,0.5,0.36363636363636365,0.136986301369863,0.07058823529411765,0.16666666666666666,0.037037037037037035,0.14563106796116504,0.05755395683453238,0.037037037037037035,0.05714285714285714,,0.125,0.1111111111111111,0.18181818181818182,0.16666666666666666,0.16666666666666666,,0.2894736842105263,0.7272727272727273,0.8888888888888888,0.625,0.15789473684210525,0.3333333333333333,0.4,0.5,0.2631578947368421,0.5,0.5,0.4,0.05263157894736842,,,,0.23684210526315788,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,,0.5454545454545454,0.6666666666666666,0.09090909090909091,,,,0.5789473684210527,0.3333333333333333,0.5294881578947368,0.6062,0.5829090909090909,0.17391304347826086,0.2391304347826087,8.914814814814816,24.69090909090909,0.33217993079584773,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,3.0,7.0,,0.0625,0.16666666666666666,0.22580645161290322,,,,2.0,,1.0,,1.0,,0.16666666666666666,,0.11538461538461539,,,,,3.0,,,,,,,,,,1.0,,,,,,,True,,,
959,1610612756,Steve Nash,Steve Nash,959,PHX,11758.0,196,-29,390,384,128,155,40,774,6,9,,,1,2,2.0,7,15.0,21.0,,,,,7.0,15.0,,2.0,2.0,4.0,23,37,7.0,15.0,75,448,,,,2.0,,6,10,2.0,4.0,25,6,40,6.0,,15.0,7.0,2.0,43,19.0,62,10.0,9.0,28,9.0,6,143,,,6,9,,15,,15,2,2,,14,11,6,20,6.0,1,,6,,16,,3.0,3.0,,,1.0,1.0,3.0,1.0,25,127,0.13043478260869565,0.13043478260869565,0.2857142857142857,0.4666666666666667,,0.5,0.4666666666666667,0.6216216216216216,,0.6,0.6442307692307693,,0.6428571428571429,0.6607142857142857,,0.6944444444444444,0.28846153846153844,0.05405405405405406,,17.471264367816094,0.7,,0.075,,0.14285714285714285,,0.09259259259259259,,,,,0.08,0.02564102564102564,0.10714285714285714,0.11428571428571428,0.2857142857142857,0.3333333333333333,0.17307692307692307,0.6666666666666666,0.6666666666666666,,0.1346153846153846,0.2857142857142857,0.4,,0.40384615384615385,0.7142857142857143,0.7142857142857143,0.2,,,,,0.28846153846153844,0.4666666666666667,0.4666666666666667,0.2857142857142857,,,1.0,,,0.14285714285714285,0.5,,,0.2857142857142857,0.5,0.46153846153846156,0.4666666666666667,0.47992692307692314,0.3918,0.45231785714285705,,0.3333333333333333,12.627027027027026,24.92,0.3282051282051282,8.0,,7.0,5.0,3.0,,,,3.0,9.0,,2.0,,,0.037037037037037035,0.05128205128205128,,,1.0,,,2.0,,3.0,2.0,0.2857142857142857,,,,,,,15.0,,1.0,,,,,,,,1.0,,,,,,,True,,,
200769,1610612756,Shannon Brown,Shannon Brown,200769,PHX,15564.0,259,-50,504,508,91,107,60,1012,14,19,1.0,3.0,3,4,3.0,14,9.0,33.0,3.0,9.0,,2.0,12.0,31.0,,1.0,4.0,9.0,26,66,15.0,40.0,102,561,2.0,9.0,,1.0,4.0,3,12,4.0,11.0,18,30,22,30.0,2.0,29.0,12.0,4.0,7,7.0,14,5.0,2.0,5,,2,35,4.0,4.0,5,19,3.0,27,8.0,35,4,3,1.0,6,3,8,14,2.0,10,,20,1.0,4,,1.0,4.0,,,3.0,1.0,4.0,3.0,18,90,0.5769230769230769,0.6,0.6666666666666666,0.375,,0.36363636363636365,0.39473684210526316,0.3939393939393939,0.2222222222222222,0.25,0.45754716981132076,0.2,0.391304347826087,0.4675925925925926,0.2,0.391304347826087,0.37735849056603776,0.06060606060606061,0.05263157894736842,21.291448516579404,0.42857142857142855,0.11538461538461539,0.11515151515151516,0.023391812865497075,0.07692307692307693,0.04819277108433735,0.10434782608695652,0.031496062992125984,0.017543859649122806,0.046875,0.05263157894736842,0.07272727272727272,0.1346153846153846,0.13793103448275862,0.08,0.06666666666666667,0.75,0.1792452830188679,0.7368421052631579,0.7777777777777778,0.8571428571428571,0.1320754716981132,0.21428571428571427,0.25,,0.3113207547169811,0.2727272727272727,0.28125,0.3333333333333333,0.08490566037735849,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.29245283018867924,0.3870967741935484,0.3870967741935484,0.6666666666666666,0.3,0.3333333333333333,0.1,,,0.17391304347826086,0.75,0.08695652173913043,,0.391304347826087,0.4444444444444444,0.5566037735849056,0.41379310344827586,0.5067582524271844,0.5054222222222222,0.5093795454545454,0.0392156862745098,0.17647058823529413,11.756060606060606,26.069999999999993,0.18055555555555555,5.0,,,3.0,3.0,2.0,,,,7.0,1.0,3.0,0.030303030303030304,0.05555555555555555,0.027777777777777776,0.04411764705882353,,2.0,,3.0,2.0,,,2.0,,0.14285714285714285,,0.01282051282051282,0.03508771929824561,1.0,,,15.0,,2.0,,,,,,2.0,,,,,,,,,True,,,
255,1610612756,Grant Hill,Grant Hill,255,PHX,6220.0,104,-4,204,203,66,74,23,407,4,7,1.0,2.0,1,2,,6,5.0,13.0,1.0,3.0,,,,,,,,,9,26,1.0,3.0,25,222,1.0,5.0,,,2.0,2,6,,,6,14,4,3.0,2.0,,,,5,,5,,,2,1.0,2,10,,2.0,6,5,1.0,12,3.0,15,5,3,2.0,3,2,3,6,5.0,3,,6,,9,,2.0,3.0,,,,2.0,3.0,,6,66,0.7777777777777778,0.875,1.0,0.3333333333333333,,,0.3333333333333333,0.34615384615384615,0.2,0.3333333333333333,0.3620689655172414,0.2,0.3333333333333333,0.4032258064516129,0.2,0.42857142857142855,0.10344827586206896,,,16.017316017316016,0.5,1.0,0.07352941176470588,0.02702702702702703,0.2857142857142857,,0.12359550561797752,0.019801980198019802,0.045454545454545456,,,,0.1111111111111111,0.08333333333333333,0.3333333333333333,,,0.2413793103448276,0.5714285714285714,0.5714285714285714,0.75,0.20689655172413793,,,,0.4482758620689655,0.38461538461538464,0.38461538461538464,0.8,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,,,,,0.4,0.5,,,,0.3333333333333333,0.5,,,,,0.3448275862068966,,0.47607586206896546,0.5000600000000001,0.4250333333333334,0.08,0.24,11.75,23.03333333333333,0.3235294117647059,4.0,,2.0,2.0,1.0,,,2.0,1.0,4.0,,1.0,,0.041666666666666664,0.03333333333333333,0.037037037037037035,1.0,1.0,,2.0,1.0,1.0,,1.0,1.0,,0.16666666666666666,,0.05263157894736842,,,,,,,,,,,,,,1.0,,,,,,,True,,,
