EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,AtRimAssists,SelfOReb,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,BlockedLongMidRange,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,Fg3aBlocked,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3PctAssisted,BlockedCorner3,Corner3PctBlocked,on,3pt And 1 Free Throw Trips,Clear Path Fouls
101133,1610612742,Ian Mahinmi,Ian Mahinmi,101133,DAL,25833.0,431,97,825,816,179.0,165.0,91,1641,43.0,64.0,15.0,26.0,11.0,16.0,12.0,26.0,8.0,13.0,1.0,1.0,63.0,103.0,1.0,30.0,156.0,788,18.0,30.0,9.0,45.0,13.0,20.0,1.0,9.0,35.0,80.0,46.0,30.0,1.0,7.0,3.0,4.0,7.0,3.0,1.0,1.0,2.0,18.0,8.0,38.0,22.0,47.0,7.0,76.0,46.0,122.0,11.0,6.0,5.0,17.0,1.0,5.0,13.0,1.0,12.0,3.0,30.0,3.0,6.0,34.0,3.0,70.0,2.0,9.0,4.0,48.0,4.0,2.0,5.0,1.0,52.0,5.0,25.0,4.0,10.0,6.0,4.0,10.0,6.0,1.0,1.0,35.0,178.0,6.0,3.0,0.6349206349206349,0.8333333333333334,0.6116504854368932,0.6,0.65,0.6057692307692307,0.6,0.6190476190476191,0.609375,0.6428571428571429,0.625,0.009615384615384616,0.06796116504854369,0.078125,0.07692307692307693,16.936353829557714,0.5666666666666667,0.3181818181818182,0.16040955631399317,0.14785992217898833,0.16793893129770993,0.06349206349206349,0.16273584905660377,0.12010443864229765,0.16216216216216217,0.16666666666666666,0.11827956989247312,0.07920792079207921,0.18888888888888888,0.20588235294117646,0.0891089108910891,0.1875,0.11428571428571428,0.6,0.6153846153846154,0.671875,0.7288135593220338,0.5813953488372093,0.25,0.46153846153846156,0.5,0.5833333333333334,0.125,0.6153846153846154,0.6153846153846154,1.0,0.009615384615384616,0.8666666666666667,0.5769230769230769,0.7619047619047619,0.6875,0.047619047619047616,0.625,0.5400941747572815,0.5864846153846154,0.5653600000000001,0.20161290322580644,0.2032520325203252,0.28846153846153844,0.22435897435897437,4.7650485436893195,67.6,0.21696969696969698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1713,1610612742,Vince Carter,Vince Carter,1713,DAL,30948.0,516,81,985,983,195.0,157.0,99,1968,20.0,32.0,2.0,5.0,4.0,7.0,10.0,17.0,16.0,34.0,55.0,11.0,46.0,83.0,72.0,22.0,195.0,986,5.0,10.0,2.0,18.0,7.0,14.0,14.0,6.0,41.0,26.0,66.0,6.0,,4.0,32.0,11.0,43.0,6.0,5.0,5.0,11.0,97.0,2.0,9.0,14.0,34.0,7.0,55.0,11.0,66.0,18.0,8.0,10.0,12.0,1.0,9.0,8.0,2.0,3.0,2.0,20.0,1.0,3.0,16.0,,35.0,,2.0,2.0,28.0,2.0,7.0,,,24.0,3.0,11.0,1.0,13.0,11.0,2.0,13.0,10.0,,,41.0,192.0,3.0,1.0,0.2826086956521739,0.3023255813953488,0.5542168674698795,0.5,0.5,0.5580645161290323,0.5714285714285714,0.625,0.5909090909090909,0.6,0.6612903225806451,0.4645161290322581,0.04819277108433735,0.0625,0.058823529411764705,16.988062442607895,0.6,0.21212121212121213,0.09631728045325778,0.030508474576271188,0.09722222222222222,0.013422818791946308,0.096579476861167,0.024774774774774775,0.04878048780487805,0.03571428571428571,0.009900990099009901,0.017094017094017096,0.0782608695652174,0.13114754098360656,0.07758620689655173,0.08035714285714286,0.15625,0.7692307692307693,0.2064516129032258,0.625,0.6666666666666666,0.3,0.10967741935483871,0.5882352941176471,0.625,0.2,0.21935483870967742,0.47058823529411764,0.48484848484848486,0.3125,0.3548387096774194,0.35714285714285715,0.4,0.25,0.5714285714285714,0.39285714285714285,0.6709677419354839,0.5225516129032259,0.4928611111111111,0.510925,0.07317073170731707,0.12087912087912088,0.09230769230769231,0.21025641025641026,9.79277108433735,24.743055555555557,0.19796954314720813,5.0,17.0,1.0,1.0,1.0,3.0,22.0,1.0,3.0,6.0,27.0,2.0,4.0,7.0,69.0,12.0,55.0,22.0,16.0,2.0,1.0,1.0,0.8518518518518519,0.375,0.5,0.5,0.375,0.029411764705882353,0.02564102564102564,0.10967741935483871,0.29411764705882354,0.29411764705882354,0.8,0.4,0.4,0.8636363636363636,0.07142857142857142,1.0,0.21428571428571427,0.3333333333333333,1.0,0.10714285714285714,0.3333333333333333,0.5454545454545454,0.4,0.0136986301369863,,,,,,,,,,,,,,,,,True,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,39372.0,656,94,1251,1233,265.0,185.0,130,2484,17.0,28.0,2.0,5.0,2.0,7.0,20.0,60.0,60.0,136.0,62.0,12.0,97.0,224.0,65.0,85.0,360.0,1277,10.0,30.0,9.0,41.0,15.0,49.0,12.0,36.0,84.0,128.0,66.0,,,10.0,32.0,16.0,48.0,9.0,7.0,5.0,4.0,112.0,7.0,7.0,25.0,90.0,10.0,125.0,14.0,139.0,13.0,7.0,6.0,26.0,1.0,10.0,11.0,2.0,16.0,2.0,37.0,5.0,12.0,16.0,1.0,38.0,2.0,3.0,4.0,94.0,1.0,9.0,1.0,1.0,97.0,8.0,30.0,16.0,10.0,6.0,3.0,10.0,4.0,,,82.0,261.0,1.0,15.0,0.6597938144329897,0.6597938144329897,0.4330357142857143,0.3333333333333333,0.30612244897959184,0.4757785467128028,0.45714285714285713,0.39344262295081966,0.538109756097561,0.5128205128205128,0.525,0.22491349480968859,0.044642857142857144,0.10714285714285714,0.1,26.03423680456491,0.7027027027027027,0.3448275862068966,0.20361990950226244,0.017241379310344827,0.14367816091954022,0.04,0.18668831168831168,0.024096385542168676,0.0196078431372549,0.027972027972027972,0.006211180124223602,0.03007518796992481,0.24666666666666667,0.1724137931034483,0.19047619047619047,0.1417910447761194,0.15,0.4,0.09688581314878893,0.6071428571428571,0.68,0.47058823529411764,0.20761245674740483,0.3333333333333333,0.37037037037037035,0.5,0.47058823529411764,0.4411764705882353,0.4444444444444444,0.7666666666666667,0.21453287197231835,0.14285714285714285,0.4,0.11475409836065574,0.2857142857142857,0.19672131147540983,0.3217993079584775,0.4570027777777778,0.4421839285714285,0.4356349999999999,0.09935897435897435,0.12195121951219512,0.11388888888888889,0.23333333333333334,13.687946428571426,25.403076923076924,0.21183053557154277,1.0,3.0,,,,,26.0,4.0,5.0,6.0,27.0,4.0,5.0,6.0,75.0,6.0,62.0,26.0,23.0,,1.0,2.0,0.9259259259259259,0.4153846153846154,0.8,0.5,0.4153846153846154,0.007352941176470588,,0.010380622837370242,0.3333333333333333,0.3333333333333333,1.0,0.41935483870967744,0.41935483870967744,0.9230769230769231,,,0.14285714285714285,0.8,1.0,,,0.5,0.41935483870967744,0.015151515151515152,10.0,1.0,0.07142857142857142,0.5,,,,,,,,,,,,,True,,
1885,1610612742,Lamar Odom,Lamar Odom,1885,DAL,23870.0,398,8,744,746,139.0,164.0,78,1490,15.0,28.0,5.0,7.0,1.0,4.0,8.0,22.0,7.0,24.0,27.0,7.0,30.0,74.0,35.0,26.0,110.0,796,7.0,16.0,1.0,15.0,2.0,8.0,9.0,8.0,15.0,30.0,30.0,8.0,1.0,6.0,20.0,14.0,34.0,11.0,3.0,8.0,4.0,82.0,4.0,9.0,21.0,35.0,3.0,59.0,15.0,74.0,9.0,8.0,1.0,7.0,2.0,5.0,4.0,,2.0,1.0,11.0,1.0,1.0,12.0,2.0,30.0,,3.0,1.0,27.0,1.0,2.0,,3.0,42.0,3.0,19.0,2.0,8.0,7.0,1.0,8.0,7.0,,,15.0,139.0,5.0,2.0,0.5,0.5769230769230769,0.40540540540540543,0.4375,0.25,0.3853211009174312,0.4117647058823529,0.20588235294117646,0.4296875,0.4166666666666667,0.32608695652173914,0.3211009174311927,0.08108108108108109,0.10714285714285714,0.13636363636363635,16.606929510155318,0.6363636363636364,0.15,0.13671875,0.039647577092511016,0.1810344827586207,0.03571428571428571,0.15053763440860216,0.038348082595870206,0.09090909090909091,0.022988505747126436,0.023529411764705882,0.023529411764705882,0.10344827586206896,0.12087912087912088,0.19230769230769232,0.18888888888888888,0.15384615384615385,0.875,0.25688073394495414,0.5357142857142857,0.6,0.4666666666666667,0.2018348623853211,0.36363636363636365,0.42105263157894735,0.5,0.22018348623853212,0.2916666666666667,0.2916666666666667,0.5714285714285714,0.24770642201834864,0.4117647058823529,0.7142857142857143,0.23529411764705882,0.25,0.4117647058823529,0.5779816513761468,0.5035896226415093,0.51426875,0.5318107142857142,0.15873015873015872,0.2111111111111111,0.13636363636363635,0.13636363636363635,8.528378378378381,26.26571428571428,0.1868279569892473,3.0,8.0,,,1.0,2.0,5.0,,1.0,,8.0,,1.0,1.0,24.0,,26.0,5.0,8.0,3.0,1.0,,1.0,0.22857142857142856,,0.1111111111111111,0.23529411764705882,,0.04838709677419355,0.07339449541284404,0.375,0.375,1.0,0.18518518518518517,0.18518518518518517,1.0,,,0.058823529411764705,,,0.11764705882352941,0.5,,0.19230769230769232,0.027777777777777776,,,0.07407407407407407,0.4,2.0,1.0,0.10526315789473684,,,,,,,,,,True,,
201958,1610612742,Rodrigue Beaubois,Rodrigue Beaubois,201958,DAL,69028.0,1150,36,2207,2208,553.0,503.0,231,4415,80.0,130.0,5.0,8.0,12.0,23.0,35.0,89.0,35.0,94.0,102.0,20.0,150.0,313.0,132.0,58.0,472.0,2284,5.0,17.0,2.0,15.0,28.0,73.0,25.0,21.0,89.0,82.0,218.0,6.0,6.0,20.0,102.0,50.0,152.0,38.0,12.0,20.0,40.0,354.0,6.0,13.0,38.0,91.0,3.0,132.0,19.0,151.0,56.0,24.0,32.0,40.0,7.0,28.0,30.0,6.0,12.0,2.0,70.0,5.0,20.0,51.0,2.0,98.0,4.0,1.0,5.0,80.0,,3.0,1.0,5.0,69.0,9.0,29.0,10.0,25.0,9.0,9.0,28.0,16.0,,,87.0,549.0,7.0,5.0,0.2733333333333333,0.2789115646258503,0.4792332268370607,0.29411764705882354,0.3835616438356164,0.4651685393258427,0.30952380952380953,0.3469387755102041,0.4968421052631579,0.3409090909090909,0.41203703703703703,0.2966292134831461,0.06389776357827476,0.12307692307692308,0.0449438202247191,22.006472491909385,0.5714285714285714,0.045454545454545456,0.11696658097686376,0.0188953488372093,0.12418300653594772,0.01818181818181818,0.11900369003690037,0.018664047151277015,0.03932584269662921,0.003968253968253968,0.01937984496124031,0.019762845849802372,0.07782101167315175,0.10266159695817491,0.17054263565891473,0.125,0.12162162162162163,0.5714285714285714,0.29213483146067415,0.6153846153846154,0.7017543859649122,0.4,0.2,0.39325842696629215,0.4117647058823529,0.05714285714285714,0.21123595505617979,0.3723404255319149,0.3723404255319149,0.2,0.2292134831460674,0.38095238095238093,0.625,0.23469387755102042,0.5217391304347826,0.20408163265306123,0.5887640449438202,0.5217363013698632,0.525315,0.4853499999999999,0.06236559139784946,0.08708708708708708,0.03177966101694915,0.1885593220338983,8.617571884984025,26.045454545454543,0.2505663797009515,12.0,30.0,1.0,2.0,1.0,5.0,26.0,,2.0,3.0,38.0,1.0,4.0,4.0,87.0,27.0,96.0,26.0,42.0,4.0,,1.0,0.7631578947368421,0.2878787878787879,0.25,0.16,0.30158730158730157,,0.017857142857142856,0.06741573033707865,0.4,0.4,0.8333333333333334,0.2549019607843137,0.25742574257425743,0.7307692307692307,0.09523809523809523,0.5,0.09523809523809523,,,0.05102040816326531,0.2,0.15,0.2708333333333333,,,7.0,0.012987012987012988,0.4,,3.0,,1.0,4.0,3.0,3.0,0.007575757575757576,0.00980392156862745,1.0,,,True,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,27785.0,463,-59,872,883,221.0,207.0,105,1755,26.0,44.0,11.0,17.0,8.0,12.0,25.0,78.0,3.0,6.0,2.0,,54.0,128.0,15.0,16.0,133.0,960,11.0,25.0,,22.0,16.0,31.0,1.0,6.0,38.0,62.0,46.0,18.0,,10.0,26.0,9.0,35.0,7.0,2.0,6.0,8.0,79.0,8.0,24.0,16.0,39.0,7.0,62.0,33.0,95.0,22.0,13.0,9.0,21.0,1.0,16.0,11.0,2.0,5.0,4.0,32.0,1.0,6.0,19.0,1.0,26.0,,,1.0,18.0,,2.0,4.0,,19.0,,6.0,3.0,12.0,8.0,4.0,12.0,7.0,,1.0,38.0,220.0,,3.0,0.5740740740740741,0.6888888888888889,0.421875,0.44,0.5161290322580645,0.4090909090909091,0.4230769230769231,0.5,0.4342105263157895,0.4230769230769231,0.5428571428571428,0.1048951048951049,0.078125,0.06818181818181818,0.08974358974358974,18.52970795568983,0.65625,0.25925925925925924,0.12341772151898735,0.07894736842105263,0.16842105263157894,0.06557377049180328,0.13381995133819952,0.07511737089201878,0.16666666666666666,0.06923076923076923,0.020833333333333332,0.08888888888888889,0.10091743119266056,0.1415929203539823,0.1276595744680851,0.18840579710144928,0.11538461538461539,0.5833333333333334,0.3076923076923077,0.5909090909090909,0.6341463414634146,0.5,0.5454545454545454,0.32051282051282054,0.352112676056338,0.64,0.04195804195804196,0.5,0.5,0.6666666666666666,0.013986013986013986,0.6538461538461539,0.6470588235294118,0.375,0.6666666666666666,,0.4125874125874126,0.5041300699300699,0.5704631578947369,0.5155718749999999,0.040268456375838924,0.04477611940298507,0.16541353383458646,0.2857142857142857,6.41015625,23.459999999999997,0.25344036697247707,3.0,13.0,,1.0,,1.0,,,,,3.0,,1.0,,9.0,,2.0,,12.0,6.0,,1.0,1.0,0.2,,,0.2,,0.08,0.09090909090909091,0.23076923076923078,0.23076923076923078,1.0,,,,0.038461538461538464,,,,,0.03125,,,,,1.0,,,0.18181818181818182,1.0,1.0,0.0625,,2.0,,,,,,,,True,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,45330.0,756,43,1439,1439,334.0,321.0,147,2878,26.0,35.0,3.0,3.0,8.0,9.0,27.0,56.0,41.0,86.0,102.0,26.0,94.0,177.0,134.0,44.0,388.0,1506,6.0,12.0,2.0,26.0,19.0,37.0,29.0,20.0,76.0,56.0,132.0,,2.0,8.0,72.0,16.0,88.0,11.0,5.0,15.0,15.0,192.0,2.0,2.0,24.0,34.0,1.0,59.0,4.0,63.0,32.0,18.0,14.0,33.0,7.0,22.0,15.0,3.0,11.0,,48.0,6.0,11.0,11.0,,17.0,,,1.0,38.0,,2.0,1.0,1.0,47.0,4.0,15.0,8.0,2.0,,1.0,4.0,2.0,,,73.0,330.0,3.0,6.0,0.2978723404255319,0.2978723404255319,0.5310734463276836,0.5,0.5135135135135135,0.5530546623794212,0.6,0.42424242424242425,0.5803030303030303,0.65,0.5,0.43086816720257237,0.04519774011299435,0.08571428571428572,0.05357142857142857,23.522090852520222,0.6875,0.02631578947368421,0.06343283582089553,0.004651162790697674,0.11650485436893204,0.00904977375565611,0.07816711590296496,0.006144393241167435,0.009615384615384616,0.006172839506172839,,0.011834319526627219,0.04046242774566474,0.052083333333333336,0.09941520467836257,0.11038961038961038,0.1346153846153846,0.5,0.11254019292604502,0.7428571428571429,0.8125,0.23076923076923078,0.18006430868167203,0.48214285714285715,0.5094339622641509,0.2962962962962963,0.2765273311897106,0.47674418604651164,0.4880952380952381,0.34146341463414637,0.3279742765273312,0.15,1.0,0.13636363636363635,0.8888888888888888,0.3939393939393939,0.5434083601286174,0.49502224025974023,0.47033749999999996,0.48147109375,0.046583850931677016,0.0797872340425532,0.06701030927835051,0.1958762886597938,12.003389830508475,25.10149253731343,0.23210562890896455,16.0,32.0,,2.0,,3.0,36.0,4.0,6.0,6.0,52.0,4.0,8.0,6.0,111.0,45.0,100.0,36.0,42.0,,,1.0,0.7115384615384616,0.3880597014925373,0.5,0.20689655172413793,0.3939393939393939,0.023255813953488372,,0.10289389067524116,0.5,0.5161290322580645,0.875,0.35294117647058826,0.35294117647058826,0.6388888888888888,0.1,,0.3,0.6666666666666666,0.75,0.045454545454545456,,0.23076923076923078,0.36,,5.0,1.0,,0.3333333333333333,,,,1.0,2.0,2.0,1.0,0.007462686567164179,,,1.0,0.03125,True,,
202346,1610612742,Dominique Jones,Dominique Jones,202346,DAL,5709.0,95,-10,202,200,94.0,94.0,17,402,9.0,13.0,2.0,2.0,8.0,9.0,3.0,7.0,1.0,6.0,2.0,,13.0,26.0,3.0,16.0,42.0,185,2.0,4.0,,4.0,9.0,15.0,1.0,7.0,25.0,6.0,20.0,2.0,,1.0,10.0,6.0,16.0,2.0,4.0,1.0,3.0,38.0,,1.0,7.0,7.0,1.0,15.0,2.0,17.0,4.0,3.0,1.0,10.0,,5.0,1.0,1.0,5.0,,11.0,,3.0,3.0,,8.0,,,,13.0,,,,2.0,21.0,1.0,9.0,2.0,3.0,2.0,1.0,3.0,1.0,,,25.0,94.0,1.0,2.0,0.23076923076923078,0.25,0.5,0.5,0.6,0.4482758620689655,0.4,0.5625,0.5384615384615384,0.4,0.5952380952380952,0.10344827586206896,0.038461538461538464,,0.14285714285714285,22.52252252252252,0.9090909090909091,0.1,0.1111111111111111,0.01694915254237288,0.2692307692307692,,0.15730337078651685,0.011111111111111112,0.0625,,,,0.05263157894736842,0.14285714285714285,0.13333333333333333,0.3181818181818182,,0.3333333333333333,0.4482758620689655,0.6923076923076923,0.6923076923076923,0.3333333333333333,0.2413793103448276,0.42857142857142855,0.5,,0.20689655172413793,0.16666666666666666,0.16666666666666666,,0.06896551724137931,0.4,1.0,0.5625,0.8888888888888888,,0.5517241379310345,0.5413120689655173,0.5594,0.5783281250000001,0.24324324324324326,0.2647058823529412,0.09523809523809523,0.5952380952380952,7.338461538461539,23.96666666666667,0.46534653465346537,,1.0,,1.0,,1.0,,,,,,,1.0,,,,2.0,,6.0,,,,,,,,,,,0.034482758620689655,,,,,,,0.2,,,,,0.0625,,,,,,,,0.5,1.0,,0.16666666666666666,,,,,,,,,,True,,
2753,1610612742,Delonte West,Delonte West,2753,DAL,5999.0,100,-5,191,186,69.0,46.0,15,377,6.0,7.0,,,2.0,2.0,,1.0,13.0,20.0,4.0,1.0,19.0,28.0,5.0,7.0,51.0,191,2.0,2.0,2.0,6.0,5.0,7.0,1.0,3.0,13.0,2.0,36.0,,,,6.0,2.0,8.0,1.0,1.0,1.0,2.0,18.0,,,3.0,7.0,1.0,11.0,1.0,12.0,6.0,6.0,,4.0,1.0,3.0,2.0,,1.0,1.0,6.0,,4.0,3.0,,4.0,,,,8.0,,,1.0,,9.0,2.0,4.0,2.0,,,,,,,,13.0,69.0,,1.0,0.05263157894736842,0.05263157894736842,0.6785714285714286,1.0,0.7142857142857143,0.6666666666666666,1.0,0.625,0.6891891891891891,1.0,0.65,0.15151515151515152,,,,20.09569377990431,0.6666666666666666,0.16666666666666666,0.1206896551724138,,0.1,,0.11363636363636363,,,,,,0.18181818181818182,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,,0.21212121212121213,0.8571428571428571,0.8571428571428571,0.16666666666666666,0.030303030303030304,,,,0.6060606060606061,0.65,0.65,,0.12121212121212122,,,0.25,1.0,0.125,0.36363636363636365,0.47073484848484853,0.4032,0.4529375,0.11428571428571428,0.13333333333333333,0.11764705882352941,0.2549019607843137,13.710714285714285,24.58,0.3612565445026178,,1.0,,,,,2.0,,,,2.0,,,,3.0,3.0,4.0,2.0,3.0,,,,0.5,0.4,,,0.4,,,0.030303030303030304,,,,0.5,0.5,0.5,,,,,,,,,0.5,,,,,,1.0,,0.5,,,,,,,,,,True,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,9975.0,166,15,317,322,79.0,91.0,42,639,1.0,1.0,,,,,,1.0,1.0,4.0,33.0,10.0,2.0,6.0,35.0,1.0,53.0,327,,1.0,,,,1.0,11.0,,18.0,,4.0,,,,22.0,6.0,28.0,5.0,1.0,4.0,8.0,62.0,2.0,1.0,5.0,10.0,,15.0,3.0,18.0,12.0,7.0,5.0,6.0,2.0,6.0,2.0,,,,8.0,1.0,1.0,6.0,,14.0,,,,5.0,,2.0,1.0,,1.0,,,,3.0,2.0,1.0,3.0,2.0,,,18.0,79.0,3.0,,,,0.3333333333333333,,,0.6341463414634146,,0.75,0.6341463414634146,,0.75,0.8536585365853658,,,,13.315217391304348,0.75,,0.09900990099009901,0.009259259259259259,0.1282051282051282,0.03636363636363636,0.10714285714285714,0.018404907975460124,,0.024390243902439025,,0.043478260869565216,0.10256410256410256,0.13333333333333333,0.0625,0.10344827586206896,0.2,0.6666666666666666,0.024390243902439025,1.0,1.0,,0.024390243902439025,,,,0.0975609756097561,0.25,0.25,,0.8048780487804879,,,,,0.8333333333333334,0.8780487804878049,0.5291036585365855,0.5355,0.48905416666666673,,,,0.33962264150943394,15.383333333333333,25.22857142857143,0.24921135646687698,1.0,2.0,,,,1.0,15.0,,4.0,6.0,16.0,,4.0,6.0,39.0,9.0,33.0,15.0,10.0,1.0,,2.0,0.8125,0.45714285714285713,,0.5454545454545454,0.45714285714285713,,0.047619047619047616,0.04878048780487805,0.5,0.5,1.0,0.45454545454545453,0.45454545454545453,0.8,,,0.8,,,0.08333333333333333,,0.6,0.45454545454545453,,1.0,,,,,,,,,,,,,,,,True,,
