EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Fouls,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefThreePtRebounds,LostBallSteals,Offensive Fouls Drawn,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFoulsDrawn,FTA,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Corner3FGM,HeaveAttempts,OffThreePtRebounds,FTOffRebounds,SelfOReb,BadPassTurnovers,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFGM,ShortMidRangeFGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,FTDefRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,PenaltyFg3Pct,DefFTReboundPct,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Offensive Fouls,ShortMidRangePctBlocked,3SecondViolations,NonShootingPenaltyNonTakeFouls,Technical Free Throw Trips,Loose Ball Fouls,OffAtRimReboundPct,on,SecondChanceCorner3FGA,PenaltyCorner3FGM,Travels,BlockingFouls,Charge Fouls Drawn,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,BlockedCorner3
101109,1610612757,Raymond Felton,Raymond Felton,101109,POR,2046.0,34,9,63,65,7,1,6,128,3.0,4.0,1.0,1.0,1.0,1.0,4.0,7.0,2.0,4.0,7.0,12,2.0,4.0,20.0,63,1.0,2.0,2.0,2.0,5.0,4.0,2.0,12.0,6.0,4.0,2.0,1.0,5.0,3.0,8.0,2.0,1.0,2.0,1.0,2.0,19.0,1.0,1,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,7,0.14285714285714285,0.14285714285714285,1.0,0.5,0.5,0.5833333333333334,0.5,0.4,0.625,0.5,0.4,0.625,0.5,0.4,0.25,0.08333333333333333,0.25,26.470588235294116,0.04,0.02857142857142857,0.2,0.25,0.75,1.0,0.0625,0.4375,0.5714285714285714,0.5714285714285714,0.25,0.25,0.5,0.5,1.0,0.5,1.0,0.2,0.5,0.5,0.498540625,0.4672,0.40098,0.1,0.2,12.233333333333333,24.675,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,943.0,16,-6,25,29,6,1,1,54,,,,,,,2.0,3.0,,,2.0,3,,,4.0,31,,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,2,2,1.0,,,,,,,2.0,,6,0.5,0.5,,,,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,,,,11.538461538461538,0.1111111111111111,0.13333333333333333,,,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,0.41723333333333334,,,,,18.0,,0.24,1.0,1.0,1.0,0.16666666666666666,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,3125.0,52,-37,103,109,43,35,8,212,3.0,4.0,1.0,1.0,,,1.0,6.0,4.0,7.0,4.0,10,4.0,8.0,27.0,139,1.0,2.0,7.0,1.0,2.0,3.0,4.0,4.0,9.0,7.0,4.0,1.0,4.0,,4.0,,,2.0,,2.0,8.0,3.0,5,6,2.0,2.0,,,,1.0,7.0,8.0,3.0,43,0.5,0.6666666666666666,0.75,0.5,0.5,0.4,0.5,0.5,0.5555555555555556,0.8333333333333334,0.25,0.6136363636363636,0.875,0.3,0.4444444444444444,0.1,0.25,20.72072072072072,0.08571428571428572,0.10638297872340426,0.25,0.2222222222222222,0.75,1.0,,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.3888888888888889,0.5714285714285714,0.5714285714285714,0.75,0.3333333333333333,1.0,,0.6666666666666666,0.5714285714285714,0.5173361111111111,0.4426333333333334,0.4247875,0.25925925925925924,0.1111111111111111,12.42,25.0,0.4174757281553398,2.0,,,0.16666666666666666,0.05555555555555555,0.1111111111111111,1.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,9.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.047619047619047616,0.02564102564102564,0.3333333333333333,0.07692307692307693,0.3333333333333333,0.5,0.3333333333333333,0.05555555555555555,0.3333333333333333,1.0,1.0,0.5,0.19047619047619047,0.23076923076923078,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
202083,1610612757,Wesley Matthews,Wesley Matthews,202083,POR,3198.0,53,-3,94,96,13,13,8,190,2.0,5.0,,,,2.0,4.0,5.0,1.0,5.0,6.0,12,2.0,7.0,20.0,97,,,,,,2.0,4.0,8.0,6.0,4.0,1.0,1.0,5.0,2.0,7.0,1.0,1.0,4.0,,1.0,16.0,5.0,5,8,1.0,,,1.0,1.0,3.0,2.0,3.0,2.0,13,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.3333333333333333,0.5,,,0.47368421052631576,,,0.47619047619047616,,0.2,0.3684210526315789,0.08333333333333333,0.2,23.52941176470588,0.14705882352941177,0.10416666666666667,,0.2631578947368421,0.4,0.5,0.10526315789473684,0.2631578947368421,0.8,0.8,,0.2631578947368421,0.2,0.2,1.0,,,,0.631578947368421,0.25,0.5100888888888888,0.2409,0.34665,,0.1,9.241666666666665,29.685714285714287,0.13829787234042554,,1.0,,,0.2,,2.0,,1.0,3.0,2.0,,1.0,,3.0,2.0,,,,3.0,2.0,1.0,,2.0,,4.0,,2.0,,,1.0,1.0,,1.0,1.0,,,,0.6666666666666666,,0.046511627906976744,,0.2222222222222222,,1.0,1.0,0.10526315789473684,1.0,,,1.0,0.09523809523809523,0.14285714285714285,,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.125,0.16666666666666666,0.1111111111111111,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
202343,1610612757,Elliot Williams,Elliot Williams,202343,POR,8956.0,149,-22,298,299,97,93,28,597,21.0,33.0,5.0,8.0,7.0,3.0,6.0,11.0,6.0,18.0,29.0,47,8.0,27.0,88.0,320,6.0,10.0,16.0,6.0,11.0,24.0,30.0,28.0,18.0,17.0,6.0,4.0,5.0,1.0,6.0,,1.0,2.0,1.0,2.0,13.0,9.0,12,19,6.0,4.0,2.0,4.0,,5.0,18.0,16.0,24.0,97,0.5172413793103449,0.6,0.75,0.2962962962962963,0.3076923076923077,0.6170212765957447,0.6,0.5454545454545454,0.5540540540540541,0.6818181818181818,0.6,0.5432098765432098,0.6666666666666666,0.5217391304347826,0.36486486486486486,0.0851063829787234,0.12121212121212122,26.46153846153846,0.08653846153846154,0.07142857142857142,,0.44594594594594594,0.6363636363636364,0.7241379310344828,0.04054054054054054,0.14864864864864866,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.24324324324324326,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.7272727272727273,0.625,0.35,0.8108108108108109,0.35294117647058826,0.591178082191781,0.4858,0.5495315789473684,0.18181818181818182,0.2727272727272727,5.7340425531914905,25.311111111111114,0.32550335570469796,1.0,2.0,,0.027777777777777776,0.0851063829787234,0.038461538461538464,9.0,1.0,1.0,7.0,6.0,1.0,1.0,1.0,9.0,,6.0,8.0,5.0,7.0,1.0,,2.0,7.0,,18.0,,10.0,,1.0,2.0,1.0,1.0,3.0,2.0,,1.0,1.0,0.2,0.056818181818181816,0.04878048780487805,0.12,0.14705882352941177,,0.6666666666666666,0.5714285714285714,0.12162162162162163,0.09090909090909091,1.0,,0.35,0.125,0.18867924528301888,,2.0,1.0,1.0,1.0,,1.0,0.09090909090909091,0.02857142857142857,0.043478260869565216,,0.2222222222222222,0.2222222222222222,1.0,5.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.4444444444444444,0.2222222222222222,0.058823529411764705,0.6666666666666666,0.6666666666666666,0.5,0.2,0.7142857142857143,0.1,0.5714285714285714,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2038,1610612757,Joel Przybilla,Joel Przybilla,2038,POR,978.0,16,-2,29,31,2,2,1,60,,,,,,1.0,,,,,,1,,,,34,,,,,,,,,,,,1.0,,,,,,,,,,5.0,7,7,,,,1.0,,1.0,2.0,,,2,,,,,,,,,,,,,,,,1.0,,6.666666666666667,0.5555555555555556,0.5,0.5,,,,1.0,,,,,,,,,,,,,,0.3913,,,,,5.1,,0.06896551724137931,1.0,,,0.3333333333333333,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,
2222,1610612757,Gerald Wallace,Gerald Wallace,2222,POR,3032.0,51,15,92,97,14,18,9,189,3.0,4.0,,,,1.0,,1.0,1.0,1.0,3.0,6,2.0,2.0,22.0,91,,,,,,5.0,2.0,4.0,6.0,1.0,1.0,,3.0,1.0,4.0,1.0,,3.0,,,9.0,4.0,6,6,6.0,3.0,1.0,2.0,,2.0,3.0,8.0,5.0,14,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,,,0.75,,1.5,0.8461538461538461,,1.25,0.25,,,15.0,0.14285714285714285,0.1111111111111111,,0.5,0.75,0.75,0.125,0.125,,,,0.125,1.0,1.0,1.0,,,,0.75,1.0,0.59573125,,0.55125,,0.22727272727272727,6.483333333333334,23.75,0.15217391304347827,1.0,3.0,,0.058823529411764705,0.14285714285714285,,1.0,,,1.0,10.0,,,,1.0,2.0,,,,,,,1.0,2.0,,10.0,,5.0,,,2.0,1.0,1.0,2.0,,,,,,,,,0.25,0.3333333333333333,,0.3333333333333333,0.125,,,,1.0,0.38461538461538464,0.45454545454545453,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,0.3333333333333333,,,,,,,,1.0,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,
948,1610612757,Marcus Camby,Marcus Camby,948,POR,661.0,11,6,24,22,9,7,2,46,,,,,,1.0,,,,,1.0,1,,,2.0,25,,,,,,,2.0,,,,,,,1.0,1.0,1.0,,,,,3.0,,2,2,1.0,,,,,1.0,,,,9,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,,,,7.692307692307692,,0.18181818181818182,,,,,1.0,,,,,,,,,,,,,,0.4195,,,,,7.4,,0.375,2.0,1.0,,0.3333333333333333,,0.4,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
202419,1610612757,Chris Johnson,Chris Johnson,202419,POR,3012.0,50,-18,114,112,69,65,11,226,6.0,8.0,1.0,2.0,4.0,3.0,,2.0,,,6.0,13,,,18.0,133,1.0,2.0,2.0,2.0,7.0,8.0,8.0,4.0,,,,,1.0,,1.0,,,1.0,,,2.0,5.0,6,8,1.0,1.0,,2.0,,3.0,9.0,6.0,8.0,69,0.6666666666666666,0.8,,,,0.46153846153846156,0.5,0.2857142857142857,0.46153846153846156,0.5,0.2857142857142857,0.5625,0.5,0.4444444444444444,,,,15.32258064516129,0.12195121951219512,0.11538461538461539,,0.6153846153846154,0.75,0.75,0.23076923076923078,0.15384615384615385,,,,,,,,1.0,0.5,0.5714285714285714,0.6153846153846154,,0.5617384615384615,0.60025,0.5398857142857143,0.1111111111111111,0.4444444444444444,4.976923076923077,,0.6052631578947368,1.0,,1.0,0.09090909090909091,0.18181818181818182,0.125,,,,,6.0,,,,,4.0,,2.0,2.0,2.0,1.0,,1.0,7.0,,7.0,,3.0,,1.0,3.0,3.0,,3.0,,1.0,1.0,,0.3333333333333333,0.06451612903225806,0.046511627906976744,0.09090909090909091,0.1111111111111111,,,0.6666666666666666,,,,,,0.2,0.2,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,,0.09090909090909091,,,,,0.5,,,1.0,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,
2037,1610612757,Jamal Crawford,Jamal Crawford,2037,POR,4275.0,71,-9,132,132,18,20,18,264,,3.0,,,,8.0,7.0,11.0,3.0,7.0,8.0,22,4.0,10.0,29.0,136,1.0,1.0,3.0,2.0,6.0,5.0,4.0,12.0,3.0,5.0,3.0,3.0,5.0,6.0,11.0,4.0,2.0,,,5.0,28.0,3.0,4,4,1.0,1.0,1.0,3.0,,6.0,3.0,2.0,5.0,18,0.25,0.25,0.25,0.4,0.5,0.36363636363636365,1.0,0.3333333333333333,0.4375,0.5,0.2222222222222222,0.4375,0.5,0.2222222222222222,0.3125,0.13636363636363635,0.6666666666666666,25.503355704697988,0.07692307692307693,0.07407407407407407,0.14285714285714285,0.09375,,,0.25,0.34375,0.6363636363636364,0.6363636363636364,0.2857142857142857,0.21875,0.42857142857142855,0.42857142857142855,,,,,0.40625,0.6,0.4434293103448276,,0.3691785714285714,0.10344827586206896,0.1724137931034483,12.463636363636363,30.25,0.13636363636363635,1.0,,1.0,0.06666666666666667,0.07692307692307693,0.08333333333333333,3.0,,1.0,2.0,1.0,,1.0,1.0,3.0,1.0,9.0,,,,3.0,2.0,,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,,0.5,,,,0.05263157894736842,,,,0.09375,0.5,,,0.2222222222222222,,,,1.0,2.0,,,,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,0.125,0.14285714285714285,,,,0.1111111111111111,,1.0,0.125,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,
