EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,OffThreePtRebounds,LostBallSteals,ShootingFouls,Offensive Fouls,BlockedAtRim,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Corner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,LongMidRangeAssists,SecondChanceTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,PenaltyFg3Pct,ShortMidRangePctBlocked,Corner3Frequency,SecondChanceArc3Frequency,PenaltyArc3Accuracy,Corner3Assists,FTDefRebounds,DefFTReboundPct,DefensiveGoaltends,OffShortMidRangeReboundPct,ShortMidRangeAssists,LongMidRangePctAssisted,Corner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,HeaveAttempts,Charge Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGM,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Blocked3s,BlockedCorner3,BlockedLongMidRange,OffFTReboundPct,BlockedArc3,3SecondViolations,Clear Path Fouls
101144,1610612753,Von Wafer,Von Wafer,101144,ORL,3650.0,61,-18,119,121,35.0,36,12.0,240,9.0,13.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,11.0,19.0,2.0,5.0,6.0,34.0,115,3.0,4.0,6.0,5.0,6.0,1.0,3.0,13.0,2.0,20.0,3.0,3.0,4.0,5.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,3.0,1.0,7.0,8.0,3.0,11.0,1.0,2.0,2.0,6.0,1.0,1.0,3.0,1.0,5.0,1.0,9.0,3.0,2.0,1.0,6.0,10.0,3.0,2.0,1.0,1.0,1.0,1.0,13.0,35.0,1.0,1.0,0.09090909090909091,0.1111111111111111,0.5,0.4,0.4,0.5789473684210527,0.75,0.8333333333333334,0.5833333333333334,0.75,0.7142857142857143,0.5862068965517241,0.75,0.65,0.20833333333333334,0.05263157894736842,0.2,28.787878787878785,0.6666666666666666,0.2,0.06818181818181818,0.0625,0.1568627450980392,0.05084745762711865,0.1111111111111111,0.058823529411764705,0.16666666666666666,0.15384615384615385,0.3,0.08333333333333333,0.1,1.0,0.5416666666666666,0.6923076923076923,0.6923076923076923,0.1111111111111111,0.041666666666666664,1.0,1.0,0.20833333333333334,0.2,0.25,0.20833333333333334,0.4,0.4,0.5,0.75,0.6666666666666666,0.7142857142857143,0.8,0.14285714285714285,0.75,0.4,0.5454104166666667,0.56785,0.5731785714285714,0.1111111111111111,0.13636363636363635,0.17647058823529413,0.38235294117647056,7.0,25.44,0.29411764705882354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,1610612753,Larry Hughes,Larry Hughes,1716,ORL,477.0,8,-12,18,18,,8,1.0,36,,,,,,,,,,2.0,,,,,2.0,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11111111111111,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.3839,,,,,,,19.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201947,1610612753,Earl Clark,Earl Clark,201947,ORL,2727.0,45,-30,87,90,23.0,22,9.0,177,,6.0,,1.0,,2.0,1.0,3.0,,4.0,,,,1.0,13.0,,,2.0,4.0,97,,1.0,2.0,,4.0,,,,2.0,,,,,,,3.0,,2.0,2.0,2.0,,6.0,,6.0,3.0,9.0,1.0,10.0,,1.0,,,,,1.0,,,,1.0,1.0,2.0,,1.0,2.0,1.0,,3.0,,3.0,2.0,,23.0,,,1.0,1.0,,,,0.07692307692307693,,,0.07692307692307693,,,0.14285714285714285,0.5,,,0.23076923076923078,,15.306122448979592,,0.125,,0.6,0.2647058823529412,0.02040816326530612,,,0.1111111111111111,0.125,0.14285714285714285,0.625,,0.6666666666666666,0.46153846153846156,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.3076923076923077,,,,,,,1.0,,0.5,,,0.46153846153846156,,0.5009769230769231,,0.532375,0.07142857142857142,0.07142857142857142,0.5,,9.03076923076923,,0.26436781609195403,2.0,1.0,1.0,1.0,1.0,3.0,0.5,0.08333333333333333,0.09090909090909091,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202712,1610612753,Justin Harper,Justin Harper,202712,ORL,5017.0,84,-38,162,164,44.0,50,15.0,326,6.0,9.0,2.0,3.0,1.0,2.0,,3.0,1.0,6.0,2.0,11.0,1.0,7.0,18.0,2.0,13.0,,20.0,172,2.0,3.0,4.0,2.0,7.0,1.0,,7.0,4.0,10.0,3.0,3.0,4.0,11.0,2.0,1.0,1.0,1.0,2.0,1.0,,5.0,3.0,3.0,6.0,9.0,3.0,12.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,,4.0,,6.0,,5.0,,2.0,1.0,1.0,,3.0,1.0,3.0,2.0,7.0,44.0,,,0.2857142857142857,0.4,0.5,0.15384615384615385,0.15384615384615385,0.3888888888888889,0.6666666666666666,0.2857142857142857,0.3225806451612903,0.5,0.4375,0.3225806451612903,0.5,0.4375,0.41935483870967744,0.05555555555555555,,20.786516853932582,0.8333333333333334,0.13953488372093023,0.05263157894736842,0.16666666666666666,0.14754098360655737,0.037037037037037035,0.14285714285714285,,0.23076923076923078,0.11764705882352941,0.07692307692307693,0.21428571428571427,0.047619047619047616,0.6666666666666666,0.2903225806451613,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0967741935483871,,,0.1935483870967742,0.16666666666666666,0.16666666666666666,0.3548387096774194,0.18181818181818182,0.18181818181818182,0.5,0.75,0.6666666666666666,0.25,0.5,0.125,0.7096774193548387,0.18181818181818182,0.5180951612903226,0.6031875,0.46219375,0.03225806451612903,0.05555555555555555,0.2,0.35,8.733333333333333,25.27692307692308,0.2716049382716049,,,,3.0,,2.0,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.06451612903225806,0.25,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,1610612753,Quentin Richardson,Quentin Richardson,2047,ORL,1584.0,26,-19,51,53,10.0,18,4.0,104,,,,,,,1.0,2.0,,,2.0,3.0,1.0,1.0,2.0,2.0,3.0,,8.0,65,,,,1.0,1.0,1.0,,5.0,,2.0,6.0,,,3.0,2.0,,,1.0,1.0,,,3.0,,1.0,5.0,7.0,,7.0,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,5.0,10.0,,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,,1.0,0.8,,1.25,0.8,,1.25,0.6,,,11.320754716981131,1.0,0.35714285714285715,,0.2,0.3157894736842105,,,,,0.6666666666666666,0.25,0.2,,,,,,,0.4,0.5,0.5,,,,0.6,0.6666666666666666,0.6666666666666666,1.0,,,,,0.5,0.6,0.6666666666666666,0.47313,,0.436275,,,,0.625,10.7,24.96666666666667,0.19607843137254902,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202350,1610612753,Daniel Orton,Daniel Orton,202350,ORL,2010.0,34,2,66,67,29.0,24,6.0,133,1.0,2.0,,1.0,,,,,,1.0,,,,1.0,3.0,,,2.0,4.0,58,,1.0,,,1.0,,2.0,2.0,2.0,,,,,,,,1.0,,1.0,,1.0,2.0,2.0,,1.0,2.0,2.0,4.0,,2.0,1.0,,,,2.0,,,,2.0,,4.0,1.0,2.0,3.0,2.0,,1.0,,1.0,1.0,2.0,29.0,1.0,,1.0,1.0,,,,0.3333333333333333,,,0.3333333333333333,,,0.5,,0.5,,,,8.450704225352114,,0.05555555555555555,0.1,,0.038461538461538464,0.06896551724137931,0.1111111111111111,,0.25,,,,,1.0,0.6666666666666666,0.5,0.5,1.0,,,,0.3333333333333333,,,,,,,1.0,,,,,0.6666666666666666,,0.5451,0.7291,0.3809,0.5,0.5,,0.5,6.166666666666667,,0.4393939393939394,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.25,2.0,0.16666666666666666,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202397,1610612753,Ish Smith,Ish Smith,202397,ORL,2340.0,39,-10,76,77,28.0,16,8.0,153,2.0,3.0,,1.0,,1.0,1.0,3.0,,4.0,,1.0,,3.0,10.0,,1.0,2.0,8.0,68,,1.0,,1.0,3.0,,1.0,3.0,,6.0,,,,1.0,,,3.0,1.0,4.0,1.0,2.0,9.0,2.0,2.0,2.0,5.0,2.0,7.0,,4.0,3.0,2.0,,2.0,,,,,2.0,2.0,2.0,,2.0,4.0,1.0,1.0,,,,,3.0,28.0,1.0,,,,,,,0.3,,0.3333333333333333,0.2727272727272727,,0.3333333333333333,0.3076923076923077,,0.375,0.09090909090909091,,,17.24137931034483,1.0,0.10526315789473684,0.058823529411764705,0.18181818181818182,0.13333333333333333,0.045454545454545456,0.07142857142857142,,,0.14285714285714285,0.16666666666666666,,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.36363636363636365,,,0.09090909090909091,,,,1.0,,0.3333333333333333,,,0.36363636363636365,,0.4803954545454545,0.7397,0.4842666666666667,0.08333333333333333,0.09090909090909091,,0.375,10.040000000000001,26.4,0.3684210526315789,,,1.0,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,1.0,0.5,,0.125,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202732,1610612753,DeAndre Liggins,DeAndre Liggins,202732,ORL,2354.0,39,-14,76,76,18.0,26,8.0,152,4.0,7.0,,1.0,1.0,1.0,,2.0,1.0,1.0,,1.0,,5.0,10.0,,1.0,2.0,12.0,69,,1.0,,2.0,3.0,,,4.0,10.0,,,,,1.0,,1.0,,,,,,,3.0,1.0,3.0,4.0,3.0,7.0,,2.0,2.0,1.0,2.0,1.0,2.0,,,,3.0,,3.0,,7.0,8.0,4.0,,,,,,4.0,18.0,,,1.0,1.0,,,,0.5,,0.6666666666666666,0.45454545454545453,,0.6666666666666666,0.4,,0.6666666666666666,0.09090909090909091,0.1,,20.689655172413794,0.3333333333333333,0.1875,0.0967741935483871,0.08333333333333333,0.14285714285714285,0.06818181818181818,0.07692307692307693,0.16666666666666666,,0.3333333333333333,0.2,0.125,,,0.6363636363636364,0.5714285714285714,0.6666666666666666,1.0,0.18181818181818182,,,0.09090909090909091,1.0,1.0,0.09090909090909091,,,,1.0,,0.3333333333333333,1.0,,0.7272727272727273,,0.5909454545454546,0.5137,0.4714333333333333,0.26666666666666666,0.2857142857142857,,0.3333333333333333,4.63,25.1,0.23684210526315788,,,,2.0,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,1018.0,17,-6,31,31,4.0,8,2.0,62,1.0,1.0,,,,,,,2.0,3.0,1.0,3.0,1.0,3.0,4.0,2.0,4.0,,12.0,38,,,,,,1.0,,3.0,,6.0,3.0,3.0,,3.0,1.0,,1.0,,1.0,,1.0,2.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,3.0,4.0,,,,,0.5,0.5,0.5,0.75,,,0.75,,1.5,0.75,,1.5,0.5,,,24.242424242424242,,,,,,,,,,,,,,,0.125,1.0,1.0,,,,,0.375,0.6666666666666666,0.6666666666666666,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,0.625,0.3333333333333333,0.5016875,,0.36585,,,,0.25,14.675,25.250000000000004,0.12903225806451613,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,0.125,,1.0,,1.0,0.5,,,,,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1610612753,Chris Duhon,Chris Duhon,2768,ORL,1489.0,25,-12,46,47,15.0,19,6.0,93,,1.0,,,,,1.0,1.0,,1.0,1.0,2.0,,1.0,3.0,1.0,3.0,1.0,6.0,56,,,,,1.0,,1.0,1.0,,2.0,3.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,3.0,,1.0,2.0,,1.0,,,,,1.0,15.0,,1.0,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.4166666666666667,,,0.42857142857142855,,0.25,0.5,0.3333333333333333,,15.686274509803921,,,,,,,,,,,,,,,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,0.16666666666666666,,,0.3333333333333333,0.5,0.5,1.0,,,,,,0.6666666666666666,0.5,0.39208333333333334,0.2238,0.3765,,,,0.16666666666666666,8.533333333333333,27.0,0.32608695652173914,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,0.16666666666666666,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
