EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,LostBallOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,BlockingFouls,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,Blocked3s,BlockedCorner3,OffensiveGoaltends,FTOffRebounds,StepOutOfBoundsTurnovers,BlockedArc3,OffFTReboundPct,BlockedLongMidRange,on,Corner3PctBlocked,Clear Path Fouls,HeaveMakes
101114,1610612751,Deron Williams,Deron Williams,101114,NJN,26487.0,441,-31.0,832,819,221.0,213.0,115,1651,27.0,47.0,1.0,5.0,6.0,15.0,8.0,27.0,19.0,54.0,5.0,15.0,1.0,3.0,1.0,2.0,21.0,69.0,2.0,6.0,9.0,29.0,54.0,128.0,26.0,84.0,80.0,266.0,883,5.0,12.0,3.0,9.0,6.0,25.0,11.0,32.0,10.0,31.0,27.0,79.0,28.0,80.0,30.0,48.0,2.0,1.0,68.0,21.0,10.0,61.0,32.0,93.0,20.0,12.0,25.0,8.0,28.0,218.0,3.0,3.0,7.0,22.0,1.0,30.0,6.0,36.0,1.0,14.0,9.0,5.0,28.0,10.0,21.0,17.0,7.0,1.0,45.0,3.0,16.0,8.0,22.0,4.0,69.0,1.0,3.0,88.0,4.0,3.0,6.0,32.0,4.0,8.0,3.0,1.0,2.0,3.0,3.0,79.0,221.0,4.0,8.0,0.25925925925925924,0.2641509433962264,0.38461538461538464,0.30952380952380953,0.3333333333333333,0.3225806451612903,0.3132530120481928,0.421875,0.4166666666666667,0.34375,0.4386792452830189,0.4523809523809524,0.4126984126984127,0.5240963855421686,0.5208333333333334,0.5066666666666667,0.39622641509433965,0.078125,0.1276595744680851,0.1111111111111111,0.018518518518518517,30.625,0.6222222222222222,0.030303030303030304,0.07508532423208192,0.010380622837370242,0.08139534883720931,0.0234375,0.07651715039577836,0.014388489208633094,0.012658227848101266,0.012048192771084338,0.007874015748031496,0.022727272727272728,0.025,0.020202020202020204,0.0975609756097561,0.10714285714285714,0.09433962264150944,0.06060606060606061,0.008620689655172414,1.0,0.22169811320754718,0.574468085106383,0.6585365853658537,0.2222222222222222,0.12735849056603774,0.2962962962962963,0.3333333333333333,0.125,0.25471698113207547,0.35185185185185186,0.3584905660377358,0.3684210526315789,0.07075471698113207,0.3333333333333333,0.3333333333333333,1.0,0.32547169811320753,0.30434782608695654,0.30434782608695654,0.23809523809523808,0.23809523809523808,0.2,0.14285714285714285,0.3333333333333333,1.0,0.2857142857142857,0.3333333333333333,0.5,0.23809523809523808,0.4,0.031746031746031744,0.5,0.4603174603174603,0.3103448275862069,0.6179245283018868,0.3088235294117647,0.5000842857142858,0.49200277777777784,0.5014860655737704,0.14937759336099585,0.20512820512820512,0.047058823529411764,0.09398496240601503,0.29699248120300753,10.305468750000001,25.64761904761904,0.265625,,,,,,,,,,,,,,,,,,,,,,True,,,
101123,1610612751,Gerald Green,Gerald Green,101123,NJN,16812.0,280,-30.0,535,544,152.0,142.0,61,1079,16.0,19.0,,,4.0,4.0,7.0,20.0,18.0,46.0,1.0,3.0,,,1.0,1.0,14.0,32.0,1.0,4.0,5.0,11.0,41.0,85.0,15.0,35.0,12.0,139.0,558,,3.0,1.0,4.0,,3.0,10.0,22.0,6.0,12.0,3.0,41.0,44.0,38.0,39.0,6.0,,2.0,30.0,14.0,1.0,11.0,3.0,14.0,3.0,,4.0,2.0,5.0,31.0,2.0,3.0,12.0,18.0,3.0,33.0,5.0,38.0,1.0,12.0,10.0,2.0,8.0,3.0,4.0,14.0,4.0,3.0,22.0,,4.0,11.0,27.0,5.0,17.0,,1.0,19.0,4.0,,1.0,11.0,,,6.0,6.0,,6.0,3.0,41.0,152.0,5.0,,0.5365853658536586,0.5365853658536586,0.8666666666666667,0.42857142857142855,0.25,0.5,0.45454545454545453,0.4823529411764706,,0.45454545454545453,0.5291666666666667,0.21428571428571427,0.5588235294117647,0.547244094488189,0.21428571428571427,0.5694444444444444,0.2916666666666667,0.011764705882352941,,0.05,,24.62809917355372,0.36363636363636365,0.1875,0.0962566844919786,0.013824884792626729,0.2222222222222222,0.03278688524590164,0.12448132780082988,0.017985611510791366,,0.017241379310344827,0.018518518518518517,0.043478260869565216,,0.09523809523809523,0.10526315789473684,0.09302325581395349,0.2619047619047619,0.08333333333333333,0.01694915254237288,0.5,0.15833333333333333,0.8421052631578947,0.8421052631578947,0.6875,0.16666666666666666,0.35,0.3684210526315789,0.14285714285714285,0.38333333333333336,0.391304347826087,0.391304347826087,0.5555555555555556,0.025,0.3333333333333333,0.3333333333333333,1.0,0.26666666666666666,0.4375,0.45161290322580644,0.8571428571428571,,,,,,0.5714285714285714,0.25,1.0,0.11764705882352941,1.0,0.029411764705882353,1.0,0.3235294117647059,0.45454545454545453,0.45,0.4666666666666667,0.49174279661016956,0.4864071428571428,0.4644375,0.08661417322834646,0.11956521739130435,,0.02158273381294964,0.2949640287769784,11.781176470588234,26.434285714285714,0.2841121495327103,1.0,3.0,0.02857142857142857,0.03125,,,,,,,,,,,,,,,,,,True,,,
101130,1610612751,Johan Petro,Johan Petro,101130,NJN,55197.0,920,-148.0,1729,1745,480.0,520.0,232,3474,31.0,69.0,9.0,33.0,12.0,19.0,25.0,57.0,52.0,133.0,,,,,,,1.0,1.0,,,1.0,1.0,108.0,259.0,1.0,1.0,31.0,250.0,1858,19.0,59.0,,,6.0,44.0,38.0,69.0,1.0,1.0,12.0,91.0,176.0,40.0,3.0,,16.0,,1.0,1.0,10.0,36.0,9.0,45.0,6.0,3.0,28.0,3.0,5.0,99.0,15.0,53.0,33.0,98.0,25.0,156.0,68.0,224.0,8.0,21.0,15.0,6.0,18.0,7.0,11.0,20.0,7.0,2.0,38.0,3.0,9.0,77.0,122.0,5.0,31.0,,1.0,37.0,1.0,,,15.0,,4.0,23.0,13.0,10.0,23.0,17.0,91.0,480.0,10.0,2.0,0.8148148148148148,0.88,1.0,1.0,,1.0,1.0,0.416988416988417,0.3220338983050847,0.5507246376811594,0.42115384615384616,0.3220338983050847,0.5642857142857143,0.44964028776978415,0.3548387096774194,0.5909090909090909,0.0038461538461538464,0.03861003861003861,0.11594202898550725,0.017543859649122806,0.007518796992481203,15.839598997493734,0.47368421052631576,0.43103448275862066,0.16415410385259632,0.08018154311649017,0.18032786885245902,0.06437768240343347,0.16794871794871793,0.07606263982102908,0.11602209944751381,0.09195402298850575,0.05228758169934641,0.05357142857142857,0.09230769230769231,0.18041237113402062,0.18421052631578946,0.1394422310756972,0.15748031496062992,0.23214285714285715,0.05755395683453238,0.7391304347826086,0.2653846153846154,0.4492753623188406,0.5081967213114754,0.6129032258064516,0.21923076923076923,0.43859649122807015,0.44642857142857145,0.8,0.5115384615384615,0.39097744360902253,0.3939393939393939,0.9423076923076923,,,,,0.0038461538461538464,1.0,1.0,1.0,0.559322033898305,0.2727272727272727,,,,,,,0.2714285714285714,0.631578947368421,,,0.014285714285714285,1.0,0.2692307692307692,1.0,0.45634538461538465,0.5158307692307693,0.4612242857142857,0.05474452554744526,0.054945054945054944,,0.176,0.364,11.103861003861006,25.2,0.2776171197223829,,3.0,,,1.0,2.0,7.0,3.0,1.0,2.0,1.0,3.0,0.2222222222222222,,,,,,,,,True,,,
200749,1610612751,Shelden Williams,Shelden Williams,200749,NJN,8263.0,138,-45.0,247,247,68.0,55.0,30,494,13.0,17.0,4.0,6.0,2.0,4.0,,4.0,1.0,6.0,,,,,,,,,,,,,14.0,27.0,,,5.0,33.0,297,4.0,6.0,,,3.0,11.0,3.0,6.0,,,,6.0,24.0,4.0,,,4.0,,,,2.0,3.0,2.0,5.0,2.0,,2.0,,1.0,12.0,2.0,10.0,4.0,15.0,3.0,22.0,12.0,34.0,2.0,1.0,,1.0,2.0,,,3.0,2.0,,5.0,,1.0,8.0,14.0,,10.0,1.0,3.0,6.0,,,,3.0,,,7.0,6.0,1.0,8.0,2.0,6.0,68.0,,,0.8571428571428571,1.0,,,,,,0.5185185185185185,0.6666666666666666,0.5,0.5185185185185185,0.6666666666666666,0.5,0.55,0.6875,0.5,,0.07407407407407407,0.11764705882352941,,,12.411347517730498,0.4,0.42857142857142855,0.16483516483516483,0.11363636363636363,0.14285714285714285,0.06666666666666667,0.15966386554621848,0.1016949152542373,0.09090909090909091,0.17391304347826086,0.09302325581395349,0.09090909090909091,,0.2916666666666667,0.047619047619047616,0.15217391304347827,0.17647058823529413,0.09090909090909091,0.2,0.25,0.6296296296296297,0.7647058823529411,0.8666666666666667,0.8461538461538461,0.14814814814814814,,,,0.2222222222222222,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,1.0,0.6666666666666666,,,,,,,0.6666666666666666,0.5,,,,,0.6296296296296297,,0.5030592592592592,0.5078199999999999,0.4137166666666667,0.1,0.1,,0.3333333333333333,0.18181818181818182,6.637037037037037,,0.27530364372469635,,,,,,,2.0,2.0,,,2.0,,0.5,1.0,1.0,1.0,,,,,,True,,,
201627,1610612751,Anthony Morrow,Anthony Morrow,201627,NJN,33155.0,553,-27.0,1041,1048,282.0,289.0,142,2089,8.0,10.0,2.0,3.0,1.0,2.0,14.0,33.0,41.0,92.0,13.0,37.0,2.0,6.0,3.0,12.0,17.0,45.0,3.0,5.0,3.0,9.0,63.0,135.0,30.0,82.0,29.0,245.0,1088,4.0,11.0,5.0,11.0,3.0,26.0,14.0,29.0,6.0,21.0,15.0,61.0,76.0,50.0,81.0,9.0,4.0,,45.0,17.0,6.0,20.0,7.0,27.0,6.0,1.0,8.0,8.0,4.0,61.0,1.0,6.0,5.0,27.0,2.0,34.0,7.0,41.0,2.0,17.0,9.0,8.0,14.0,4.0,9.0,8.0,5.0,,22.0,2.0,4.0,10.0,23.0,1.0,33.0,,3.0,34.0,,,4.0,4.0,3.0,7.0,2.0,2.0,,2.0,1.0,61.0,282.0,3.0,6.0,0.6031746031746031,0.6229508196721312,0.9,0.36585365853658536,0.45454545454545453,0.2857142857142857,0.36585365853658536,0.4666666666666667,0.36363636363636365,0.4827586206896552,0.4976958525345622,0.5227272727272727,0.46,0.525974025974026,0.5416666666666666,0.5263157894736842,0.3778801843317972,0.044444444444444446,0.2,0.12121212121212122,,20.91286307053942,0.6363636363636364,0.047619047619047616,0.07458563535911603,0.015789473684210527,0.04310344827586207,0.006802721088435374,0.06694560669456066,0.013282732447817837,0.020618556701030927,0.009345794392523364,0.017045454545454544,0.009900990099009901,,0.04504504504504504,0.07291666666666667,0.0967741935483871,0.036585365853658534,0.058823529411764705,0.017543859649122806,0.5,0.04608294930875576,0.8,1.0,0.5,0.15207373271889402,0.42424242424242425,0.4827586206896552,0.5,0.423963133640553,0.44565217391304346,0.44565217391304346,0.6585365853658537,0.17050691244239632,0.35135135135135137,0.35135135135135137,0.9230769230769231,0.2073732718894009,0.37777777777777777,0.38636363636363635,0.8823529411764706,0.13636363636363635,0.6666666666666666,0.2727272727272727,0.3333333333333333,1.0,0.22727272727272727,0.6,1.0,0.04,0.5,0.24,0.25,0.18,0.3333333333333333,0.423963133640553,0.37777777777777777,0.48428686635944684,0.5154,0.4677369999999999,0.03125,0.02877697841726619,0.03529411764705882,0.10612244897959183,0.24897959183673468,14.700740740740736,24.44146341463415,0.27089337175792505,1.0,3.0,0.012195121951219513,0.022222222222222223,,,2.0,2.0,,,,,0.5,,,,,,,,,True,,,
202705,1610612751,MarShon Brooks,MarShon Brooks,202705,NJN,24096.0,402,-127.0,750,759,181.0,194.0,104,1509,22.0,39.0,5.0,8.0,8.0,11.0,7.0,28.0,19.0,52.0,5.0,10.0,1.0,1.0,2.0,4.0,11.0,31.0,1.0,4.0,3.0,9.0,48.0,119.0,16.0,41.0,22.0,166.0,863,8.0,15.0,2.0,5.0,2.0,24.0,13.0,28.0,5.0,13.0,12.0,53.0,28.0,68.0,30.0,18.0,8.0,,31.0,11.0,6.0,26.0,7.0,33.0,2.0,5.0,10.0,3.0,13.0,73.0,3.0,13.0,9.0,17.0,1.0,27.0,17.0,44.0,6.0,12.0,5.0,7.0,14.0,2.0,9.0,16.0,5.0,6.0,30.0,3.0,5.0,13.0,30.0,,21.0,,3.0,31.0,1.0,1.0,1.0,10.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,53.0,181.0,2.0,4.0,0.2916666666666667,0.3181818181818182,0.625,0.3902439024390244,0.4,0.38461538461538464,0.3902439024390244,0.40336134453781514,0.5333333333333333,0.4642857142857143,0.45,0.55,0.5,0.47413793103448276,0.5714285714285714,0.52,0.25625,0.05042016806722689,0.10256410256410256,0.03571428571428571,0.019230769230769232,23.63847045191193,0.4666666666666667,0.043478260869565216,0.06967213114754098,0.04436860068259386,0.11392405063291139,0.030612244897959183,0.0804953560371517,0.04092071611253197,0.0641025641025641,0.06578947368421052,0.02158273381294964,0.02857142857142857,0.03571428571428571,0.045454545454545456,0.07017543859649122,0.09090909090909091,0.06779661016949153,0.25,0.06741573033707865,0.3333333333333333,0.24375,0.5641025641025641,0.6285714285714286,0.4090909090909091,0.175,0.25,0.25925925925925924,0.14285714285714285,0.325,0.36538461538461536,0.37254901960784315,0.21052631578947367,0.0625,0.5,0.5,0.8,0.19375,0.3548387096774194,0.3548387096774194,0.5454545454545454,0.4,0.625,0.05,1.0,1.0,0.2,0.25,,0.2682926829268293,0.7272727272727273,0.0975609756097561,0.5,0.21951219512195122,0.3333333333333333,0.5,0.3548387096774194,0.4852190624999997,0.4934078947368422,0.4968817073170732,0.0650887573964497,0.078125,0.024390243902439025,0.14457831325301204,0.3192771084337349,10.499999999999998,25.068292682926828,0.24133333333333334,,1.0,,,2.0,2.0,1.0,1.0,,1.0,,2.0,,1.0,,,1.0,3.0,1.0,0.047619047619047616,,True,,,
2052,1610612751,DeShawn Stevenson,DeShawn Stevenson,2052,NJN,11138.0,186,-62.0,345,353,72.0,92.0,42,698,,1.0,,,,,,1.0,1.0,3.0,3.0,10.0,,4.0,,,7.0,21.0,,,,3.0,1.0,5.0,10.0,31.0,,32.0,375,1.0,1.0,,4.0,,2.0,,,,3.0,,,2.0,,24.0,6.0,,,21.0,7.0,,7.0,2.0,9.0,1.0,1.0,4.0,1.0,2.0,20.0,3.0,,6.0,9.0,1.0,16.0,3.0,19.0,1.0,5.0,5.0,,3.0,1.0,1.0,3.0,2.0,,6.0,1.0,3.0,6.0,12.0,2.0,4.0,,1.0,3.0,,,,,1.0,,,,,,,,72.0,,,1.0,1.0,0.8,0.3225806451612903,,,0.3225806451612903,0.2,1.0,,0.4444444444444444,0.2,,0.43243243243243246,0.2,,0.8611111111111112,,,,,10.831234256926951,0.5,0.14285714285714285,0.07086614173228346,,0.15789473684210525,0.05454545454545454,0.09090909090909091,0.015873015873015872,,,,0.08333333333333333,,0.13333333333333333,,0.057692307692307696,0.1111111111111111,0.2727272727272727,0.041666666666666664,,0.027777777777777776,,,,0.027777777777777776,,,,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2777777777777778,0.3,0.3,1.0,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.7142857142857143,,,0.8,,,,,,,,,,1.0,,0.8888888888888888,0.3333333333333333,0.546192857142857,0.5475166666666667,0.44634999999999997,0.02702702702702703,,0.03125,0.0625,,14.84,25.032258064516125,0.20869565217391303,,,,,,,1.0,1.0,,,,,,,,,,,,,,True,,,
2222,1610612751,Gerald Wallace,Gerald Wallace,2222,NJN,7817.0,130,-48.0,246,252,45.0,30.0,36,498,8.0,18.0,1.0,7.0,2.0,5.0,2.0,4.0,3.0,8.0,1.0,3.0,1.0,1.0,,,5.0,6.0,,,1.0,2.0,13.0,30.0,6.0,9.0,13.0,57.0,287,1.0,8.0,1.0,1.0,,5.0,2.0,6.0,1.0,2.0,6.0,13.0,14.0,12.0,18.0,,2.0,,6.0,5.0,5.0,9.0,,9.0,,,3.0,2.0,4.0,18.0,,3.0,8.0,12.0,,20.0,4.0,24.0,,6.0,6.0,,5.0,1.0,2.0,1.0,3.0,,6.0,,,4.0,7.0,,16.0,,,15.0,3.0,,,8.0,,1.0,2.0,2.0,,2.0,,13.0,45.0,,1.0,0.5384615384615384,0.5833333333333334,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666,0.43333333333333335,0.125,0.3333333333333333,0.5641025641025641,0.2777777777777778,0.4375,0.6333333333333333,0.2777777777777778,0.5909090909090909,0.23076923076923078,0.16666666666666666,0.2222222222222222,0.25,,17.64705882352941,0.8333333333333334,,0.1518987341772152,0.02830188679245283,0.36363636363636365,,0.19801980198019803,0.022556390977443608,0.058823529411764705,,0.02127659574468085,,,0.1111111111111111,0.17647058823529413,0.17142857142857143,0.25,0.6666666666666666,,,0.46153846153846156,0.4444444444444444,0.5714285714285714,0.5,0.10256410256410256,0.5,0.6666666666666666,0.5,0.20512820512820512,0.375,0.375,0.6666666666666666,0.07692307692307693,0.3333333333333333,0.3333333333333333,1.0,0.15384615384615385,0.8333333333333334,0.8333333333333334,1.0,0.7777777777777778,0.14285714285714285,0.1111111111111111,1.0,1.0,,,,0.625,0.4,,,0.25,0.5,0.6923076923076923,0.8333333333333334,0.5167987179487178,0.5292333333333333,0.51494375,0.18181818181818182,0.22857142857142856,,0.08771929824561403,0.22807017543859648,6.6433333333333335,24.444444444444443,0.18292682926829268,,,,,,,,1.0,,,,,,,,,1.0,,,0.1111111111111111,,True,,,
200770,1610612751,Jordan Farmar,Jordan Farmar,200770,NJN,14572.0,243,-75.0,457,463,171.0,197.0,53,920,19.0,36.0,,,9.0,16.0,2.0,7.0,9.0,25.0,3.0,4.0,1.0,2.0,,,6.0,22.0,1.0,2.0,2.0,4.0,30.0,68.0,9.0,26.0,18.0,105.0,495,,,2.0,4.0,2.0,8.0,11.0,22.0,2.0,4.0,4.0,32.0,28.0,32.0,24.0,3.0,,,22.0,6.0,4.0,37.0,8.0,45.0,6.0,2.0,15.0,4.0,18.0,98.0,,,2.0,16.0,1.0,19.0,,19.0,,9.0,6.0,3.0,9.0,1.0,6.0,6.0,3.0,3.0,15.0,3.0,6.0,7.0,15.0,,18.0,,,21.0,,,1.0,8.0,,2.0,,,,,,32.0,171.0,1.0,2.0,0.4666666666666667,0.4666666666666667,0.8888888888888888,0.34615384615384615,0.5,0.5,0.34615384615384615,0.4411764705882353,,0.5,0.4627659574468085,0.75,0.5384615384615384,0.5,0.8,0.5517241379310345,0.2765957446808511,0.058823529411764705,0.1111111111111111,,,22.972972972972975,0.6,0.05,0.10256410256410256,,0.0392156862745098,,0.08695652173913043,,,,,,,0.044444444444444446,0.07317073170731707,0.15714285714285714,0.029411764705882353,0.058823529411764705,,,0.3829787234042553,0.5277777777777778,0.59375,0.3684210526315789,0.07446808510638298,0.2857142857142857,0.2857142857142857,0.5,0.26595744680851063,0.36,0.36,0.6666666666666666,0.0425531914893617,0.75,0.75,1.0,0.23404255319148937,0.2727272727272727,0.2727272727272727,0.8333333333333334,,,0.5,0.5,1.0,0.5,0.5,1.0,0.6153846153846154,0.5625,,,0.15384615384615385,0.5,0.6595744680851063,0.2727272727272727,0.5197547872340426,0.5843625,0.5261115384615385,0.0784313725490196,0.10526315789473684,,0.0761904761904762,0.3047619047619048,8.948529411764708,24.988461538461532,0.3741794310722101,,1.0,,,,,1.0,,,,,,,,,,,,,,,True,,,
2743,1610612751,Kris Humphries,Kris Humphries,2743,NJN,25412.0,424,-55.0,803,811,181.0,209.0,108,1614,37.0,58.0,15.0,18.0,6.0,11.0,5.0,31.0,8.0,25.0,,,,,,,,,,,,,50.0,114.0,,,37.0,137.0,853,17.0,24.0,,,8.0,42.0,7.0,19.0,,,17.0,31.0,54.0,46.0,,,18.0,,,,18.0,14.0,3.0,17.0,2.0,1.0,5.0,2.0,7.0,37.0,8.0,36.0,16.0,77.0,7.0,100.0,47.0,147.0,3.0,16.0,11.0,5.0,13.0,3.0,8.0,17.0,5.0,1.0,30.0,3.0,4.0,8.0,35.0,5.0,48.0,,,50.0,2.0,,,17.0,,9.0,20.0,19.0,1.0,20.0,10.0,31.0,181.0,4.0,7.0,0.54,0.6585365853658537,,,,,,0.43859649122807015,0.7083333333333334,0.3684210526315789,0.43859649122807015,0.7083333333333334,0.3684210526315789,0.4963768115942029,0.7,0.484375,,0.15789473684210525,0.13793103448275862,0.2903225806451613,0.04,18.12297734627832,0.43333333333333335,0.30434782608695654,0.2673611111111111,0.11920529801324503,0.17582417582417584,0.0761904761904762,0.24538258575197888,0.10810810810810811,0.20253164556962025,0.07228915662650602,0.1,0.06944444444444445,0.09090909090909091,0.20202020202020202,0.2727272727272727,0.32142857142857145,0.22950819672131148,0.06666666666666667,0.06521739130434782,0.5,0.5087719298245614,0.6379310344827587,0.74,0.4864864864864865,0.2719298245614035,0.16129032258064516,0.22727272727272727,0.6,0.21929824561403508,0.32,0.3333333333333333,0.75,,,,,,,,,0.75,0.8333333333333334,,,,,,,0.5789473684210527,0.5454545454545454,,,,,0.5087719298245614,,0.508486842105263,0.5548631578947368,0.5309263157894737,0.13178294573643412,0.13178294573643412,,0.30656934306569344,0.22627737226277372,6.964035087719299,,0.22540473225404734,,1.0,,,1.0,2.0,8.0,12.0,1.0,2.0,2.0,,0.2,,,,3.0,2.0,,0.17647058823529413,,True,,,
