EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,FTDefRebounds,SecondChanceTurnovers,Offensive Fouls Drawn,PenaltyFg3Pct,ShortMidRangePctBlocked,DefFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeAssists,BadPassSteals,Charge Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,HeaveAttempts,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,Technical Free Throw Trips,SecondChanceCorner3FGA,PenaltyCorner3FGM,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Travels,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,SecondChanceCorner3FGM,BlockingFouls,Charge Fouls Drawn,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,Blocked3s,BlockedArc3,BlockedLongMidRange,Corner3PctBlocked,3pt And 1 Free Throw Trips,DefensiveGoaltends,OffensiveGoaltends,Clear Path Fouls,BlockedCorner3
1733,1610612743,Al Harrington,Al Harrington,1733,DEN,5583.0,93,-8,176,177,46,49,39,353,9,24,3.0,6.0,1.0,4.0,1.0,4.0,2.0,9.0,1.0,3.0,1.0,8.0,2.0,1.0,12,37,1.0,11.0,7.0,34,190,5.0,9.0,2.0,2.0,12.0,2.0,7,2.0,4.0,8,8.0,16,3.0,6.0,8.0,4.0,6.0,7.0,13.0,4.0,3.0,5.0,1.0,33.0,1.0,7.0,1.0,5.0,10.0,15.0,9.0,24,5.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,1.0,8.0,2.0,2.0,7.0,1.0,2.0,10.0,3.0,13.0,1.0,4.0,3.0,1.0,1.0,8,42,3.0,0.3333333333333333,0.4444444444444444,1.0,0.09090909090909091,0.09090909090909091,0.32432432432432434,0.5555555555555556,0.2857142857142857,0.28125,0.45454545454545453,0.2222222222222222,0.3148148148148148,0.42857142857142855,0.3333333333333333,0.22916666666666666,0.10810810810810811,0.16666666666666666,27.927927927927925,0.375,0.1111111111111111,0.17857142857142858,0.09859154929577464,0.17857142857142858,0.027777777777777776,0.17857142857142858,0.07476635514018691,0.1794871794871795,0.038461538461538464,0.2608695652173913,0.16666666666666666,0.09523809523809523,0.23809523809523808,0.16129032258064516,0.5,0.375,0.45,0.3333333333333333,0.08333333333333333,0.25,0.25,0.1875,0.2222222222222222,0.2222222222222222,0.5,0.0625,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.5454545454545454,0.5,0.18181818181818182,0.4444444444444444,0.25,0.1111111111111111,0.1111111111111111,0.7291666666666666,0.5298489583333333,0.514645,0.5252111111111111,0.0784313725490196,0.1,0.35294117647058826,0.23529411764705882,6.424324324324323,24.781818181818185,0.26136363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,1666.0,28,-18,54,56,26,23,11,110,3,5,,,2.0,3.0,1.0,1.0,1.0,2.0,,,,1.0,,,5,8,,1.0,6.0,16,75,,,,1.0,1.0,3.0,4,,5.0,11,6.0,4,,,1.0,1.0,7.0,,7.0,,,7.0,,14.0,,,,1.0,2.0,3.0,,3,,1.0,1.0,,,,,,,,,1.0,2.0,,,5.0,,7.0,1.0,3.0,1.0,,,11,26,1.0,0.6,0.6,,,,0.625,,0.75,0.5555555555555556,,0.75,0.6666666666666666,0.5,0.9166666666666666,0.1111111111111111,0.125,0.2,17.91044776119403,,,0.2,,0.16666666666666666,,0.1875,,,,,0.3333333333333333,0.2,0.2,,0.5555555555555556,0.6,0.75,1.0,0.1111111111111111,1.0,1.0,0.2222222222222222,0.5,0.5,,,,,,0.1111111111111111,,,,0.75,0.6666666666666666,,,0.6666666666666666,0.5395222222222222,,0.568125,0.2727272727272727,0.3,0.0625,0.6875,6.15,24.2,0.48148148148148145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201164,1610612743,Rudy Fernandez,Rudy Fernandez,201164,DEN,1993.0,33,-16,63,64,22,19,15,127,1,1,,,,,,2.0,2.0,3.0,1.0,2.0,1.0,5.0,,3.0,3,6,2.0,7.0,1.0,13,84,,1.0,,,,1.0,3,4.0,,5,4.0,2,6.0,,5.0,1.0,3.0,,3.0,,,3.0,,6.0,,,,,2.0,3.0,,3,,,,3.0,1.0,3.0,1.0,,,4.0,,2.0,2.0,,,4.0,2.0,3.0,1.0,1.0,1.0,,,5,22,1.0,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.2857142857142857,0.5,,0.3333333333333333,0.46153846153846156,,0.35714285714285715,0.4642857142857143,,0.3125,0.5384615384615384,0.16666666666666666,,22.22222222222222,0.75,,0.125,,,,0.08333333333333333,,,,0.1111111111111111,,0.2,,,0.07692307692307693,1.0,1.0,1.0,0.15384615384615385,,,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.15384615384615385,0.5,0.5,1.0,0.38461538461538464,,,,,,0.14285714285714285,0.42857142857142855,0.6153846153846154,0.5020423076923077,0.34,0.4780928571428572,0.07692307692307693,0.16666666666666666,,0.38461538461538464,14.366666666666667,24.942857142857143,0.3492063492063492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.2,0.2,1.0,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201585,1610612743,Kosta Koufos,Kosta Koufos,201585,DEN,5299.0,88,25,176,179,85,83,32,355,19,27,7.0,11.0,10.0,14.0,1.0,4.0,,,,,,,,,20,31,,,11.0,51,175,7.0,11.0,,,14.0,11.0,18,,8.0,30,26.0,14,,8.0,,4.0,4.0,,4.0,,,,3.0,8.0,2.0,10.0,2.0,6.0,10.0,20.0,14.0,34,,1.0,,1.0,1.0,1.0,2.0,,,3.0,2.0,12.0,14.0,1.0,,9.0,1.0,14.0,,5.0,2.0,,,30,85,2.0,0.65,0.8125,,,,0.6451612903225806,0.6363636363636364,0.6111111111111112,0.6451612903225806,0.6363636363636364,0.6111111111111112,0.6710526315789473,0.6363636363636364,0.6521739130434783,,0.12903225806451613,0.1111111111111111,19.158878504672895,0.3333333333333333,0.2857142857142857,0.2,0.1694915254237288,0.2222222222222222,0.07142857142857142,0.2077922077922078,0.13793103448275862,0.1935483870967742,0.1,0.23529411764705882,0.14285714285714285,0.21052631578947367,0.18181818181818182,,0.8709677419354839,0.7037037037037037,0.7916666666666666,0.631578947368421,0.12903225806451613,0.25,0.3333333333333333,,,,,,,,,,1.0,0.6363636363636364,,0.7777777777777778,0.7142857142857143,,,0.8709677419354839,0.6088419354838709,0.61098,0.6092888888888889,0.1388888888888889,0.1388888888888889,0.27450980392156865,0.5882352941176471,2.0838709677419356,,0.48295454545454547,,,,,4.0,1.0,,,0.25,0.4444444444444444,,,,,,1.0,1.0,1.0,6.0,5.0,1.0,6.0,5.0,0.11764705882352941,0.18181818181818182,0.4,0.8333333333333334,1.0,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
202933,1610612743,Julyan Stone,Julyan Stone,202933,DEN,10763.0,179,28,366,367,156,166,66,733,5,8,1.0,2.0,2.0,3.0,5.0,10.0,1.0,2.0,1.0,3.0,,8.0,1.0,2.0,11,20,2.0,11.0,8.0,36,388,1.0,4.0,1.0,2.0,4.0,5.0,10,2.0,1.0,14,8.0,14,6.0,,7.0,4.0,30.0,7.0,37.0,6.0,1.0,27.0,2.0,81.0,2.0,1.0,2.0,10.0,10.0,20.0,5.0,25,,8.0,2.0,6.0,1.0,3.0,5.0,2.0,3.0,11.0,5.0,8.0,18.0,,2.0,9.0,,11.0,1.0,5.0,1.0,,,13,152,,0.36363636363636365,0.36363636363636365,1.0,0.18181818181818182,0.2,0.55,0.25,0.5,0.45161290322580644,0.2,0.5416666666666666,0.5,0.3333333333333333,0.5384615384615384,0.3548387096774194,0.2,0.25,10.609480812641085,0.5454545454545454,0.10526315789473684,0.09433962264150944,0.008264462809917356,0.17857142857142858,0.0392156862745098,0.12345679012345678,0.01744186046511628,0.017543859649122806,0.027777777777777776,0.1590909090909091,0.041666666666666664,0.05263157894736842,0.20454545454545456,,0.25806451612903225,0.625,0.8333333333333334,0.6,0.3225806451612903,0.5,0.625,0.06451612903225806,0.5,0.5,1.0,0.0967741935483871,0.3333333333333333,0.3333333333333333,1.0,0.25806451612903225,0.4,0.5,0.2,0.25,0.6666666666666666,,0.16666666666666666,0.6129032258064516,0.5024266666666666,0.5870166666666666,0.4688590909090909,0.14285714285714285,0.20833333333333334,0.1111111111111111,0.3888888888888889,6.44,27.927272727272733,0.4262295081967213,1.0,1.0,1.0,1.0,,,,0.5,0.2,,0.125,0.125,1.0,0.5,0.14285714285714285,1.0,6.0,,6.0,3.0,3.0,6.0,5.0,,,0.08333333333333333,0.8333333333333334,,,1.0,1.0,4.0,0.06666666666666667,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,1471.0,25,-9,52,52,18,16,7,104,1,3,,,,2.0,2.0,3.0,,1.0,,,,8.0,1.0,6.0,3,7,2.0,8.0,1.0,13,54,,1.0,1.0,,,,2,6.0,,3,2.0,4,6.0,,8.0,,5.0,1.0,6.0,1.0,,2.0,2.0,13.0,,,,,1.0,1.0,,1,,1.0,,2.0,,1.0,,,1.0,2.0,,,4.0,,,1.0,,1.0,1.0,1.0,,,,3,18,,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,0.42857142857142855,,,0.4,,0.1875,0.43333333333333335,,0.1875,0.5333333333333333,,,28.8135593220339,1.0,,0.08333333333333333,,,,0.047619047619047616,,,,0.16666666666666666,,,,,0.2,0.3333333333333333,0.3333333333333333,1.0,0.2,0.6666666666666666,0.6666666666666666,0.06666666666666667,,,,,,,,0.5333333333333333,,,0.5,0.25,,,0.75,0.7333333333333333,0.5179366666666667,0.4799,0.5169250000000001,0.06666666666666667,0.14285714285714285,,0.23076923076923078,6.485714285714286,25.675,0.34615384615384615,2.0,1.0,1.0,2.0,,,,0.16666666666666666,,,0.25,0.25,1.0,0.16666666666666666,0.25,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,1826.0,30,-1,60,61,12,15,12,121,5,5,3.0,3.0,2.0,2.0,1.0,1.0,,2.0,,,,,,,6,8,,,2.0,14,77,4.0,4.0,,1.0,9.0,2.0,2,,1.0,5,4.0,8,,4.0,,,,,,,,,,,1.0,4.0,,1.0,2.0,4.0,5.0,9,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,5.0,1.0,4.0,2.0,3.0,,,,5,12,,0.3333333333333333,0.5,,,,0.75,1.0,1.0,0.75,1.0,1.0,0.7777777777777778,1.125,1.25,,,,12.987012987012987,1.0,,0.14285714285714285,0.18181818181818182,0.07692307692307693,0.1111111111111111,0.1111111111111111,0.16129032258064516,0.2222222222222222,0.2,0.3333333333333333,,,0.09090909090909091,,0.625,1.0,1.0,0.4,0.125,1.0,1.0,0.25,,,,,,,,,0.75,1.0,,1.0,1.0,,,0.625,0.49784999999999996,0.49890000000000007,0.5978,0.3333333333333333,0.3333333333333333,0.6428571428571429,0.35714285714285715,6.6125,,0.2,,,,,1.0,,,,,0.5,,,,,,,,,2.0,2.0,,2.0,1.0,0.14285714285714285,0.16666666666666666,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201568,1610612743,Danilo Gallinari,Danilo Gallinari,201568,DEN,1589.0,26,14,53,51,15,11,6,104,7,8,1.0,1.0,2.0,2.0,,,,4.0,,1.0,,2.0,,1.0,7,12,1.0,3.0,7.0,24,52,1.0,2.0,,1.0,3.0,2.0,3,1.0,2.0,9,8.0,6,3.0,,2.0,1.0,3.0,,3.0,,,3.0,,6.0,,,,,1.0,1.0,,1,,,,2.0,,2.0,1.0,,,3.0,1.0,1.0,2.0,,1.0,5.0,,7.0,,3.0,,,,9,15,,0.5714285714285714,0.5714285714285714,1.0,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.5,0.6666666666666666,0.5666666666666667,0.5,0.875,0.6388888888888888,0.5,0.9,0.2,0.08333333333333333,0.125,33.333333333333336,0.6666666666666666,,0.07142857142857142,,,,0.043478260869565216,,,,0.2,,,,,0.5333333333333333,0.875,1.0,0.5714285714285714,,,,0.26666666666666666,,,,0.06666666666666667,,,,0.13333333333333333,0.5,1.0,,0.5,1.0,,0.25,0.7333333333333333,0.5885766666666666,0.5245,0.6635625,0.16666666666666666,0.2,0.125,0.375,7.716666666666666,24.433333333333337,0.2830188679245283,1.0,1.0,1.0,1.0,,,1.0,1.0,,,0.5,0.5,1.0,1.0,0.5,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,1440.0,24,-7,47,46,11,12,6,93,5,6,1.0,1.0,1.0,1.0,,,1.0,2.0,,,,,,,6,8,,,3.0,15,61,1.0,1.0,,,2.0,1.0,1,,2.0,4,10.0,2,,,,,1.0,1.0,2.0,,1.0,1.0,,5.0,1.0,1.0,,1.0,1.0,2.0,2.0,4,,,,,,,1.0,1.0,,1.0,,,,,,4.0,1.0,3.0,1.0,2.0,,,,4,11,,0.8333333333333334,0.8333333333333334,,,,0.75,1.0,1.0,0.75,1.0,1.0,0.8333333333333334,1.0,1.0,,,,18.867924528301884,,,0.07692307692307693,0.07142857142857142,0.2,0.16666666666666666,0.1111111111111111,0.1,0.2,0.16666666666666666,,,0.2,0.25,,0.75,0.8333333333333334,0.8333333333333334,0.8,,,,0.25,0.5,0.5,1.0,,,,,,1.0,1.0,,1.0,1.0,,,0.75,0.5749625,,0.376,0.2222222222222222,0.2222222222222222,0.13333333333333333,0.26666666666666666,5.2875,,0.23404255319148937,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201147,1610612743,Corey Brewer,Corey Brewer,201147,DEN,6361.0,106,43,218,214,92,106,41,432,13,22,2.0,4.0,4.0,7.0,4.0,12.0,3.0,6.0,3.0,8.0,2.0,3.0,,,20,40,5.0,11.0,11.0,66,218,2.0,5.0,1.0,,4.0,6.0,10,2.0,7.0,25,26.0,14,15.0,4.0,3.0,,5.0,2.0,7.0,2.0,,5.0,,16.0,3.0,1.0,1.0,2.0,7.0,9.0,5.0,14,1.0,5.0,,2.0,1.0,1.0,1.0,,1.0,3.0,3.0,3.0,6.0,,,11.0,,14.0,3.0,5.0,2.0,,,22,88,,0.65,0.7222222222222222,1.0,0.45454545454545453,0.45454545454545453,0.5,0.4,0.6,0.5392156862745098,0.3333333333333333,0.75,0.5892857142857143,0.3333333333333333,0.78125,0.21568627450980393,,,22.09737827715356,0.6666666666666666,0.09090909090909091,0.10294117647058823,0.014084507042253521,0.05714285714285714,0.13636363636363635,0.08737864077669903,0.043010752688172046,,0.2,0.037037037037037035,0.125,0.16,0.04,0.038461538461538464,0.43137254901960786,0.5909090909090909,0.5909090909090909,0.6153846153846154,0.23529411764705882,0.3333333333333333,0.3333333333333333,0.11764705882352941,0.5,0.5,0.6666666666666666,0.1568627450980392,0.375,0.375,1.0,0.058823529411764705,0.6666666666666666,0.5,,0.5833333333333334,0.5714285714285714,0.16666666666666666,,0.6470588235294118,0.5346460784313725,0.54655,0.5380166666666667,0.1111111111111111,0.11904761904761904,0.06060606060606061,0.3787878787878788,6.1274999999999995,23.90909090909091,0.42201834862385323,2.0,,2.0,2.0,,1.0,2.0,1.0,,,0.6666666666666666,0.6666666666666666,1.0,,0.6666666666666666,,5.0,,3.0,2.0,1.0,3.0,1.0,0.038461538461538464,,0.1,0.3333333333333333,0.75,,,,1.0,,,1.0,2.0,1.0,0.16666666666666666,1.0,0.08333333333333333,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
