EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,Travels,SecondChanceTurnovers,BlockingFouls,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffensiveGoaltends,3SecondViolations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Charge Fouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,Corner3PctBlocked,on,HeaveMakes
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,8479.0,141,10.0,262,268,48,52,30,530,14.0,17.0,3.0,3.0,5.0,5.0,5.0,24.0,2.0,2.0,1.0,1.0,21.0,43.0,1.0,7.0,49.0,260,4.0,5.0,2.0,10.0,6.0,8.0,1.0,3.0,15.0,28.0,14.0,4.0,1.0,6.0,3.0,9.0,3.0,4.0,2.0,21.0,3.0,6.0,12.0,16,28,9.0,37,1.0,4.0,3.0,1.0,2.0,2.0,1.0,6.0,3.0,1.0,8.0,2.0,7.0,17.0,3.0,1.0,23.0,1.0,1.0,6.0,12.0,2.0,5.0,2.0,9.0,7.0,2.0,9.0,6.0,2.0,15.0,48,3.0,1.0,0.6666666666666666,0.7368421052631579,0.4883720930232558,0.8,0.75,0.4772727272727273,0.8,0.6666666666666666,0.5,0.8333333333333334,0.75,0.022727272727272728,19.387755102040817,0.25,0.14953271028037382,0.06521739130434782,0.375,0.07894736842105263,0.2014388489208633,0.06923076923076923,0.08333333333333333,0.08888888888888889,0.07407407407407407,0.09090909090909091,0.13333333333333333,0.11363636363636363,0.21212121212121213,0.4,0.2857142857142857,0.045454545454545456,0.6666666666666666,0.38636363636363635,0.8235294117647058,0.8235294117647058,0.7142857142857143,0.5454545454545454,0.20833333333333334,0.20833333333333334,0.4,0.045454545454545456,1.0,1.0,1.0,0.022727272727272728,0.6,1.0,0.3333333333333333,0.5555555555555556,1.0,0.1111111111111111,0.4090909090909091,0.4714215909090909,0.5553800000000001,0.5162944444444445,0.10638297872340426,0.10869565217391304,0.20408163265306123,0.30612244897959184,5.565116279069769,26.3,0.183206106870229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,25991.0,433,-63.0,836,845,168,193,125,1681,31.0,53.0,16.0,26.0,2.0,2.0,9.0,28.0,15.0,39.0,26.0,6.0,55.0,120.0,31.0,29.0,178.0,921,18.0,37.0,7.0,43.0,6.0,15.0,6.0,6.0,27.0,76.0,34.0,24.0,26.0,10.0,6.0,16.0,3.0,5.0,3.0,38.0,9.0,38.0,17.0,66,98,49.0,147,7.0,11.0,5.0,6.0,7.0,1.0,3.0,11.0,4.0,4.0,18.0,4.0,18.0,38.0,6.0,1.0,39.0,2.0,6.0,9.0,35.0,3.0,17.0,,12.0,10.0,2.0,12.0,5.0,1.0,27.0,168,10.0,,0.6909090909090909,0.8837209302325582,0.4583333333333333,0.4864864864864865,0.4,0.49337748344370863,0.46153846153846156,0.5,0.536144578313253,0.5,0.54,0.2052980132450331,18.73727087576375,0.3888888888888889,0.20689655172413793,0.11176470588235295,0.1717171717171717,0.07317073170731707,0.19856459330143542,0.10151187904967603,0.12745098039215685,0.08256880733944955,0.07291666666666667,0.07407407407407407,0.13445378151260504,0.3,0.2,0.15384615384615385,0.23809523809523808,0.0958904109589041,0.4166666666666667,0.3509933774834437,0.5849056603773585,0.6595744680851063,0.4838709677419355,0.18543046357615894,0.32142857142857145,0.36,1.0,0.2582781456953642,0.38461538461538464,0.38461538461538464,0.9333333333333333,0.17218543046357615,0.6666666666666666,0.6153846153846154,0.0625,0.09523809523809523,1.0,0.2857142857142857,0.5562913907284768,0.5205973509933773,0.5544171875,0.48521428571428565,0.10843373493975904,0.12686567164179105,0.24157303370786518,0.15168539325842698,8.354166666666664,24.854838709677416,0.20095693779904306,3.0,5.0,1.0,10.0,1.0,3.0,13.0,2.0,3.0,39.0,10.0,9.0,3.0,2.0,2.0,15.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41935483870967744,0.5,0.41935483870967744,0.075,0.11320754716981132,0.10714285714285714,0.4838709677419355,0.10526315789473684,0.12403100775193798,0.033112582781456956,0.6,0.6,1.0,0.38461538461538464,0.38461538461538464,1.0,0.02564102564102564,0.02564102564102564,0.5,0.38461538461538464,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1536,1610612749,Stephen Jackson,Stephen Jackson,1536,MIL,10080.0,168,-12.0,316,317,68,108,50,633,7.0,19.0,1.0,4.0,2.0,4.0,3.0,9.0,5.0,16.0,32.0,11.0,15.0,44.0,37.0,14.0,71.0,320,2.0,6.0,1.0,11.0,3.0,7.0,12.0,,21.0,12.0,18.0,,32.0,10.0,2.0,12.0,1.0,7.0,2.0,26.0,1.0,4.0,5.0,9,17,5.0,22,1.0,3.0,2.0,1.0,13.0,4.0,12.0,8.0,,1.0,21.0,5.0,7.0,19.0,2.0,1.0,16.0,,1.0,,17.0,3.0,10.0,,,,,,,,21.0,68,5.0,,0.4,0.4,0.3409090909090909,0.3333333333333333,0.42857142857142855,0.35185185185185186,0.45454545454545453,0.5526315789473685,0.4034090909090909,0.5,0.5526315789473685,0.4567901234567901,29.066666666666666,0.6190476190476191,0.08256880733944955,0.03305785123966942,0.15151515151515152,0.02040816326530612,0.09859154929577464,0.029411764705882353,0.05263157894736842,0.05714285714285714,0.023809523809523808,,0.10810810810810811,0.0625,0.075,0.11538461538461539,0.2857142857142857,0.018518518518518517,,0.2345679012345679,0.3684210526315789,0.4117647058823529,0.42857142857142855,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.19753086419753085,0.3125,0.3125,0.4,0.3950617283950617,0.36363636363636365,0.25,,0.21052631578947367,0.5,0.5789473684210527,0.691358024691358,0.5008666666666667,0.5156333333333333,0.5355368421052632,0.11363636363636363,0.19607843137254902,0.15492957746478872,0.29577464788732394,9.545454545454545,25.05675675675676,0.21518987341772153,,5.0,,9.0,5.0,5.0,9.0,5.0,5.0,21.0,9.0,2.0,1.0,1.0,,3.0,,6.0,1.0,,,,,1.0,0.7777777777777778,0.24324324324324326,0.4166666666666667,0.24324324324324326,0.045454545454545456,0.10526315789473684,,0.25,,,0.06172839506172839,,,,0.28125,0.28125,0.7777777777777778,,0.45454545454545453,0.45454545454545453,0.28125,,1.0,2.0,2.0,6.0,1.0,0.4,0.4,1.0,0.05263157894736842,,,,,,,,,,,,,,,,,,,,True,
201943,1610612749,Brandon Jennings,Brandon Jennings,201943,MIL,45527.0,759,-151.0,1476,1485,300,365,195,2961,51.0,99.0,5.0,8.0,9.0,16.0,28.0,77.0,28.0,65.0,110.0,22.0,107.0,241.0,136.0,57.0,409.0,1627,11.0,27.0,4.0,53.0,17.0,52.0,24.0,25.0,83.0,52.0,162.0,10.0,109.0,103.0,25.0,128.0,18.0,45.0,25.0,281.0,5.0,15.0,21.0,48,70,20.0,90,6.0,33.0,16.0,17.0,25.0,17.0,14.0,24.0,3.0,11.0,49.0,16.0,9.0,32.0,,,51.0,,,4.0,71.0,4.0,20.0,10.0,7.0,3.0,3.0,7.0,4.0,,82.0,299,3.0,7.0,0.24299065420560748,0.2549019607843137,0.44398340248962653,0.4074074074074074,0.3269230769230769,0.46684350132625996,0.5104166666666666,0.3815789473684211,0.4938118811881188,0.5306122448979592,0.449438202247191,0.36074270557029176,26.55699177438308,0.5102040816326531,0.09195402298850575,0.026501766784452298,0.12,0.023923444976076555,0.09899569583931134,0.025806451612903226,0.02197802197802198,0.054945054945054944,0.02631578947368421,0.017543859649122806,0.06896551724137931,0.06896551724137931,0.13793103448275862,0.128,0.1,0.029850746268656716,0.5714285714285714,0.2625994694960212,0.5151515151515151,0.5795454545454546,0.2549019607843137,0.20424403183023873,0.36363636363636365,0.3888888888888889,0.2857142857142857,0.1724137931034483,0.4307692307692308,0.4375,0.17857142857142858,0.2917771883289125,0.16666666666666666,0.625,,0.21052631578947367,0.5625,0.2894736842105263,0.623342175066313,0.5245171542553192,0.49078026315789475,0.47953533333333337,0.05583756345177665,0.07782101167315175,0.1295843520782396,0.20293398533007334,8.124896265560162,25.550000000000004,0.2032520325203252,9.0,26.0,5.0,37.0,16.0,7.0,46.0,21.0,8.0,75.0,37.0,17.0,7.0,33.0,,1.0,1.0,2.0,,,11.0,2.0,,,0.5434782608695652,0.3382352941176471,0.3333333333333333,0.34074074074074073,0.07053941908713693,0.1111111111111111,0.06493506493506493,0.0196078431372549,,0.0049504950495049506,0.06896551724137931,0.34615384615384615,0.34615384615384615,0.8888888888888888,0.33636363636363636,0.3425925925925926,0.4594594594594595,0.10416666666666667,0.3333333333333333,0.3181818181818182,0.3394495412844037,0.014598540145985401,2.0,6.0,9.0,63.0,,0.42857142857142855,0.375,0.5,0.02631578947368421,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.014705882352941176,0.015384615384615385,0.01818181818181818,0.6,1.0,0.5,,,,,,True,
2733,1610612749,Shaun Livingston,Shaun Livingston,2733,MIL,65498.0,1092,-96.0,2115,2120,410,496,277,4235,46.0,73.0,6.0,11.0,11.0,14.0,48.0,110.0,31.0,85.0,2.0,,125.0,268.0,3.0,62.0,318.0,2224,15.0,24.0,4.0,37.0,21.0,44.0,,16.0,58.0,144.0,106.0,6.0,1.0,93.0,29.0,122.0,22.0,54.0,11.0,273.0,12.0,27.0,20.0,61,84,39.0,123,3.0,27.0,16.0,11.0,40.0,10.0,23.0,26.0,3.0,17.0,66.0,15.0,41.0,79.0,2.0,5.0,68.0,1.0,,3.0,79.0,12.0,37.0,8.0,18.0,9.0,7.0,20.0,12.0,,58.0,408,6.0,6.0,0.576,0.5901639344262295,0.4664179104477612,0.625,0.4772727272727273,0.47232472324723246,0.66,0.4772727272727273,0.5213815789473685,0.7115384615384616,0.5471698113207547,0.01107011070110701,15.170151701517014,0.6060606060606061,0.08165997322623829,0.0332512315270936,0.07874015748031496,0.046153846153846156,0.08091908091908091,0.036380597014925374,0.051587301587301584,0.020080321285140562,0.041666666666666664,0.058823529411764705,0.06741573033707865,0.09389671361502347,0.08614232209737828,0.06896551724137931,0.1,0.022900763358778626,0.6,0.2693726937269373,0.6301369863013698,0.6865671641791045,0.782608695652174,0.4059040590405904,0.43636363636363634,0.4528301886792453,0.4375,0.31365313653136534,0.36470588235294116,0.36470588235294116,0.4838709677419355,0.007380073800738007,0.44,0.5454545454545454,0.5,0.3181818181818182,0.7857142857142857,,0.28044280442804426,0.46227740740740736,0.5071136363636364,0.45953863636363645,0.125,0.12627986348122866,0.11635220125786164,0.18238993710691823,9.563059701492534,35.13333333333333,0.1938534278959811,1.0,1.0,1.0,1.0,,,2.0,1.0,,6.0,1.0,10.0,7.0,28.0,,3.0,3.0,2.0,1.0,,1.0,,,,1.0,0.6666666666666666,,1.0,0.03731343283582089,0.0821917808219178,0.03636363636363636,0.046153846153846156,,0.028938906752411574,0.0036900369003690036,1.0,1.0,1.0,0.5,0.5,1.0,0.04,,,1.0,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,2.0,,,,1.0,1.0,,2.0,1.0,1.0,,,True,
202699,1610612749,Tobias Harris,Tobias Harris,202699,MIL,11995.0,200,12.0,394,394,89,115,52,788,20.0,32.0,3.0,7.0,2.0,3.0,11.0,25.0,6.0,10.0,5.0,3.0,37.0,67.0,10.0,23.0,103.0,387,5.0,11.0,3.0,13.0,2.0,7.0,4.0,8.0,15.0,54.0,20.0,2.0,5.0,10.0,,10.0,,4.0,2.0,20.0,2.0,8.0,5.0,28,34,10.0,44,1.0,4.0,3.0,1.0,9.0,,6.0,7.0,2.0,3.0,16.0,1.0,9.0,24.0,1.0,3.0,19.0,,,,28.0,2.0,15.0,,3.0,2.0,1.0,3.0,1.0,1.0,15.0,88,3.0,,0.7297297297297297,0.75,0.5522388059701493,0.45454545454545453,0.2857142857142857,0.5194805194805194,0.4166666666666667,0.3181818181818182,0.5722222222222222,0.4642857142857143,0.46875,0.12987012987012986,23.399558498896248,0.5625,0.2028985507246377,0.056338028169014086,0.09090909090909091,0.0625,0.17098445595854922,0.05747126436781609,0.08333333333333333,0.06382978723404255,0.08695652173913043,,0.15555555555555556,0.23529411764705882,0.22033898305084745,0.1,0.08,0.037037037037037035,0.3333333333333333,0.4155844155844156,0.625,0.8695652173913043,0.85,0.3246753246753247,0.44,0.4583333333333333,0.5454545454545454,0.12987012987012986,0.6,0.6,0.6666666666666666,0.06493506493506493,0.5833333333333334,0.42857142857142855,0.6666666666666666,0.2727272727272727,0.6666666666666666,0.2727272727272727,0.5454545454545454,0.5031084415584414,0.5295545454545455,0.48428181818181815,0.16666666666666666,0.1875,0.1262135922330097,0.14563106796116504,5.9522388059701505,24.55,0.22588832487309646,2.0,5.0,1.0,,,,2.0,1.0,1.0,6.0,,10.0,,4.0,,1.0,,,,,,,,,1.0,0.2,0.25,0.2,0.14925373134328357,0.28125,0.04,0.125,,0.02127659574468085,0.06493506493506493,0.4,0.4,1.0,,,,0.08333333333333333,,,,,1.0,,,,,,,,0.09090909090909091,,1.0,,,1.0,3.0,,,,,,,,1.0,,,,,,True,
2757,1610612749,Beno Udrih,Beno Udrih,2757,MIL,16624.0,277,62.0,536,543,101,147,65,1079,7.0,15.0,1.0,3.0,1.0,1.0,12.0,17.0,16.0,37.0,11.0,1.0,35.0,69.0,16.0,7.0,86.0,508,4.0,8.0,1.0,9.0,5.0,15.0,1.0,3.0,13.0,38.0,32.0,,11.0,41.0,10.0,51.0,7.0,18.0,11.0,112.0,,6.0,8.0,11,19,6.0,25,1.0,8.0,7.0,1.0,15.0,3.0,7.0,4.0,,8.0,19.0,3.0,8.0,16.0,1.0,,13.0,,1.0,5.0,10.0,,3.0,2.0,,,,,,1.0,11.0,100,2.0,1.0,0.5428571428571428,0.5428571428571428,0.5072463768115942,0.5,0.3333333333333333,0.4647058823529412,0.5,0.3125,0.4777777777777778,0.5,0.3611111111111111,0.18823529411764706,17.81045751633987,0.7894736842105263,0.0582010582010582,0.03125,0.11594202898550725,,0.07364341085271318,0.025,0.05,0.01818181818181818,,,0.06779661016949153,0.03125,0.07575757575757576,0.09090909090909091,0.16,0.024390243902439025,,0.17647058823529413,0.4666666666666667,0.5833333333333334,0.42857142857142855,0.2,0.7058823529411765,0.75,0.5,0.43529411764705883,0.43243243243243246,0.45714285714285713,0.625,0.12941176470588237,0.375,0.3333333333333333,,0.0625,1.0,0.0625,0.36470588235294116,0.4588023529411765,0.4963,0.386375,0.03409090909090909,0.041666666666666664,0.10465116279069768,0.1511627906976744,12.237681159420294,24.875000000000004,0.1884328358208955,,5.0,,3.0,,,3.0,,,9.0,3.0,6.0,3.0,12.0,,,1.0,1.0,,,,,,,1.0,0.1875,,0.1875,0.08695652173913043,0.2,0.058823529411764705,,,0.025974025974025976,0.058823529411764705,,,,0.2727272727272727,0.2727272727272727,1.0,,,,0.2727272727272727,,,,,,,,,,,,,,,,,,,,0.05405405405405406,,,,,,,,,,True,
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,22706.0,378,-21.0,730,734,147,151,88,1464,37.0,59.0,10.0,16.0,6.0,11.0,2.0,11.0,2.0,33.0,1.0,1.0,41.0,103.0,2.0,26.0,108.0,757,11.0,18.0,5.0,27.0,7.0,17.0,1.0,7.0,21.0,52.0,30.0,16.0,1.0,5.0,4.0,9.0,2.0,4.0,,22.0,1.0,17.0,14.0,36,52,18.0,70,,12.0,7.0,5.0,5.0,2.0,,12.0,3.0,5.0,17.0,3.0,19.0,35.0,3.0,3.0,27.0,,1.0,2.0,34.0,2.0,15.0,3.0,16.0,10.0,4.0,16.0,11.0,1.0,21.0,146,3.0,3.0,0.6341463414634146,0.7878787878787878,0.39805825242718446,0.6111111111111112,0.4117647058823529,0.3904761904761905,0.6111111111111112,0.3888888888888889,0.4462809917355372,0.6136363636363636,0.4772727272727273,0.01904761904761905,16.566626650660265,0.29411764705882354,0.1348314606741573,0.06181818181818182,0.16091954022988506,0.0125,0.14124293785310735,0.05070422535211268,0.075,0.09210526315789473,,0.037037037037037035,0.11764705882352941,0.1643835616438356,0.13043478260869565,0.18181818181818182,0.125,,0.6875,0.5619047619047619,0.6271186440677966,0.7115384615384616,0.6216216216216216,0.10476190476190476,0.18181818181818182,0.25,0.5,0.3142857142857143,0.06060606060606061,0.06060606060606061,1.0,0.009523809523809525,0.8888888888888888,0.625,,0.6111111111111112,0.5454545454545454,0.05555555555555555,0.580952380952381,0.547170673076923,0.5972933333333333,0.5289882352941176,0.1271186440677966,0.12931034482758622,0.25,0.19444444444444445,7.382524271844659,31.549999999999997,0.20136986301369864,,1.0,,,,,,,,,,10.0,2.0,1.0,,2.0,1.0,1.0,,,,,1.0,,,,,,0.0970873786407767,0.11864406779661017,0.2727272727272727,0.07142857142857142,,0.03361344537815126,0.009523809523809525,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,1.0,,True,
2399,1610612749,Mike Dunleavy,Mike Dunleavy,2399,MIL,12018.0,200,-36.0,393,385,111,74,51,778,13.0,20.0,,,4.0,6.0,1.0,4.0,10.0,19.0,23.0,7.0,24.0,43.0,35.0,11.0,92.0,410,2.0,3.0,5.0,12.0,6.0,11.0,12.0,4.0,25.0,32.0,16.0,,22.0,20.0,1.0,21.0,,12.0,5.0,43.0,,1.0,8.0,19,30,2.0,32,,3.0,1.0,2.0,5.0,,5.0,7.0,,,12.0,1.0,5.0,11.0,,3.0,15.0,,1.0,4.0,14.0,1.0,6.0,1.0,1.0,1.0,,2.0,2.0,,25.0,111,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5581395348837209,0.6666666666666666,0.5454545454545454,0.5192307692307693,0.5833333333333334,0.45652173913043476,0.5476190476190477,0.75,0.5,0.44871794871794873,21.333333333333332,0.4166666666666667,0.13194444444444445,0.00684931506849315,0.16666666666666666,,0.140625,0.005235602094240838,0.020833333333333332,,,,0.046511627906976744,0.07142857142857142,0.23728813559322035,0.16666666666666666,0.16666666666666666,,1.0,0.2564102564102564,0.65,0.7222222222222222,0.6153846153846154,0.05128205128205128,0.25,0.3333333333333333,,0.24358974358974358,0.5263157894736842,0.5263157894736842,0.8,0.2948717948717949,,,,0.2608695652173913,0.6666666666666666,0.30434782608695654,0.7051282051282052,0.5616155844155845,0.4451333333333333,0.5649295454545455,0.08433734939759036,0.125,0.13043478260869565,0.2717391304347826,9.186046511627909,25.448571428571434,0.2824427480916031,4.0,12.0,1.0,7.0,2.0,1.0,11.0,3.0,3.0,33.0,7.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,,,,1.0,,,1.0,0.3142857142857143,0.25,0.3235294117647059,0.06976744186046512,0.1,0.25,0.3333333333333333,0.0625,,0.15384615384615385,0.3333333333333333,0.36363636363636365,1.0,0.30434782608695654,0.30434782608695654,1.0,0.16666666666666666,0.3333333333333333,0.14285714285714285,0.3181818181818182,0.02857142857142857,5.0,,1.0,,,0.3333333333333333,,,0.21739130434782608,1.0,2.0,1.0,1.0,1.0,,1.0,,0.02857142857142857,,,1.0,1.0,0.4,1.0,,1.0,,0.08333333333333333,True,
2568,1610612749,Carlos Delfino,Carlos Delfino,2568,MIL,31154.0,519,-102.0,996,1001,117,189,123,1997,25.0,46.0,,3.0,1.0,1.0,7.0,18.0,7.0,28.0,66.0,10.0,39.0,92.0,101.0,15.0,198.0,1104,1.0,7.0,,14.0,5.0,10.0,14.0,4.0,29.0,26.0,52.0,2.0,65.0,30.0,5.0,35.0,4.0,11.0,3.0,75.0,2.0,6.0,19.0,43,69,9.0,78,3.0,23.0,19.0,4.0,16.0,1.0,10.0,4.0,,6.0,20.0,3.0,16.0,40.0,,1.0,21.0,2.0,2.0,2.0,21.0,2.0,9.0,1.0,4.0,4.0,,4.0,2.0,,29.0,116,6.0,1.0,0.3333333333333333,0.34210526315789475,0.42391304347826086,0.14285714285714285,0.5,0.4740932642487047,0.6363636363636364,0.5208333333333334,0.4900990099009901,0.6363636363636364,0.5576923076923077,0.5233160621761658,19.473684210526315,0.8,0.12427745664739884,0.015151515151515152,0.16101694915254236,0.014184397163120567,0.1336206896551724,0.0148975791433892,0.034782608695652174,,0.019801980198019802,,0.07801418439716312,0.0707070707070707,0.2358490566037736,0.17721518987341772,0.1282051282051282,0.029411764705882353,0.5,0.23834196891191708,0.5434782608695652,0.6578947368421053,0.32,0.09326424870466321,0.3888888888888889,0.5,0.14285714285714285,0.14507772020725387,0.25,0.28,0.5714285714285714,0.34196891191709844,0.2727272727272727,,,0.041666666666666664,1.0,0.4166666666666667,0.7616580310880829,0.5453289473684211,0.51812,0.48047291666666664,0.04975124378109453,0.09090909090909091,0.0707070707070707,0.14646464646464646,8.29782608695652,25.147524752475245,0.11746987951807229,13.0,35.0,1.0,22.0,3.0,4.0,35.0,4.0,5.0,99.0,22.0,15.0,1.0,16.0,1.0,7.0,,,1.0,1.0,,1.0,,,0.9428571428571428,0.3465346534653465,0.35714285714285715,0.35,0.16304347826086957,0.17391304347826086,0.2222222222222222,0.22580645161290322,0.06666666666666667,0.012345679012345678,0.18134715025906736,0.37142857142857144,0.37142857142857144,0.8461538461538461,0.3333333333333333,0.3384615384615385,1.0,0.09090909090909091,0.2727272727272727,0.4,0.3384615384615385,0.00980392156862745,4.0,3.0,4.0,6.0,,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,,,,0.009900990099009901,0.10714285714285714,0.015151515151515152,1.0,1.0,0.25,,,,,,True,
