EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,Usage,LiveBallTurnoverPct,PenaltyOffPoss,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,OffThreePtRebounds,OffRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,ShortMidRangeFGA,DefTwoPtRebounds,DefRebounds,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyFtPoints,Fg2aBlocked,DefThreePtRebounds,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LostBallSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,2pt And 1 Free Throw Trips,Charge Fouls,on,3SecondViolations,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends,Clear Path Fouls
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,164.0,3,-5.0,5,4,1.0,9,10,1.0,1.0,1.0,2.0,1.0,1.0,33.333333333333336,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,326.0,5,-6.0,12,11,2.0,23,18,,,,,,,28.57142857142857,,7.0,7.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,8.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,1.0,1.5,0.75,1.0,1.5,0.75,0.75,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,0.25,1.0,1.0,0.75,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.75,0.6666666666666666,0.4433625,0.53175,0.43365,0.375,0.375,19.6,24.46666666666667,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202341,1610612759,James Anderson,James Anderson,202341,SAS,905.0,15,-4.0,31,31,4.0,62,35,,,,,1.0,,14.285714285714286,,18.0,14.0,,2.0,,,,,,,1.0,3.0,,,5.0,,,2.0,,,2.0,,,,,,,1.0,1.0,2.0,18.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,,,,,0.09090909090909091,,0.6666666666666666,,,,,,,,,,,,0.3333333333333333,,0.48100000000000004,0.6274,0.52595,0.4,0.4,12.233333333333334,,0.5806451612903226,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,0.5,0.125,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202709,1610612759,Cory Joseph,Cory Joseph,202709,SAS,905.0,15,-4.0,31,31,4.0,62,35,,,1.0,1.0,1.0,1.0,20.0,,18.0,14.0,,1.0,,1.0,,,,,4.0,5.0,,1.0,8.0,,,,,,4.0,4.0,,1.0,,,,,3.0,4.0,18.0,,,,,,0.8,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.16666666666666666,,,,,,0.16666666666666666,,,0.16666666666666666,,,,,,,,,0.6666666666666666,,0.6037916666666666,,0.6800333333333333,,0.5,6.459999999999999,24.5,0.5806451612903226,3.0,3.0,,,2.0,2.0,,,,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,,1.0,1.0,,,,0.5,0.5,,0.6666666666666666,,,0.5,1.0,1.0,0.6666666666666666,,,,0.6666666666666666,1.0,,,1.0,1.0,3.0,3.0,0.375,0.23076923076923078,1.0,0.25,0.3333333333333333,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202952,1610612759,Malcolm Thomas,Malcolm Thomas,202952,SAS,905.0,15,-4.0,31,31,4.0,62,35,,,,,,,11.428571428571429,,18.0,14.0,,,,,,,,,,3.0,,,1.0,,,,,,1.0,,,,,,,1.0,3.0,1.0,18.0,,,,,,,,,,0.125,,0.125,,,,,0.09090909090909091,,,,,,,,,,,,,,0.3333333333333333,,0.49143333333333333,,0.49143333333333333,,1.0,3.9333333333333336,,0.5806451612903226,,1.0,,,,1.0,1.0,,,,3.0,,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,4.0,2.0,,,,,,0.125,,0.3333333333333333,,,,,,,0.3333333333333333,,,,,2.0,1.0,2.0,0.125,0.15384615384615385,,0.25,,0.6666666666666666,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.2,0.3333333333333333,0.25,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201971,1610612759,DeJuan Blair,DeJuan Blair,201971,SAS,569.0,9,,21,21,3.0,42,20,1.0,1.0,2.0,3.0,2.0,,20.833333333333336,0.3333333333333333,15.0,14.0,,,,,,,,,2.0,2.0,,,4.0,,,,,,4.0,,,,,,,,3.0,4.0,15.0,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,0.8011999999999999,,0.8011999999999999,,1.0,1.7,,0.7142857142857143,2.0,2.0,,,2.0,2.0,,,,2.0,2.0,4.0,1.0,,1.0,,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.5,0.5,,,1.0,3.0,0.2,0.3,,0.5,,,,,,,2.0,,,,,,,,,,,,0.4,,0.5,,1.0,1.0,1.0,2.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,274.0,5,,9,10,2.0,19,8,,,,,,,36.36363636363637,,7.0,4.0,,,1.0,2.0,,1.0,1.0,2.0,,2.0,1.0,2.0,3.0,,1.0,,1.0,2.0,3.0,,3.0,2.0,1.0,,,,1.0,3.0,7.0,1.0,0.5,,0.5,0.5,,0.375,,0.5,0.375,,0.5,0.5,,,,,,,,,0.5,0.5,0.5,1.0,1.0,,,0.6666666666666666,0.5,0.75,0.5,0.4902375,0.4911,0.44555000000000006,,1.0,5.45,25.25,0.7777777777777778,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,1.0,1.0,1.0,0.25,0.2,,,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,138.0,2,2.0,4,4,,8,4,,,1.0,1.0,1.0,,50.0,,4.0,3.0,,,,,,,,,1.0,1.0,,,2.0,,,,,,2.0,2.0,,,,,,,,2.0,4.0,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.3525,,0.3525,,1.0,8.4,,1.0,,,,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1610612759,Richard Jefferson,Richard Jefferson,2210,SAS,167.0,3,,6,6,,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,172.0,3,1.0,5,6,,11,5,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
