EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,PtsPutbacks,DefThreePtRebounds,FTDefRebounds,Travels,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,RecoveredBlocks,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceFtPoints,PenaltyFtPoints,OffThreePtRebounds,FTOffRebounds,BlockingFouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,HeaveAttempts,Fg3aBlocked,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,on,Corner3PctBlocked
101109,1610612757,Raymond Felton,Raymond Felton,101109,POR,7751.0,129,-22,237,242,46,70,30,479,10.0,12,1.0,1.0,2.0,2.0,2.0,5.0,1.0,9.0,1.0,9.0,1.0,4.0,13,26,1.0,9.0,29,291,1.0,2.0,1.0,2.0,2.0,6.0,4.0,4.0,6.0,20.0,3.0,9.0,1.0,1.0,17.0,8.0,25.0,3.0,5.0,9.0,1.0,7.0,58.0,2.0,4,4,2.0,6,1.0,4.0,3.0,1.0,5.0,2.0,4.0,3.0,1.0,8.0,1.0,4.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,46,2.0,0.23076923076923078,0.23076923076923078,1.0,0.1111111111111111,0.1111111111111111,0.5,0.5,0.3333333333333333,0.4142857142857143,0.3333333333333333,0.2,0.4142857142857143,0.3333333333333333,0.2,0.2571428571428571,0.038461538461538464,0.08333333333333333,16.044776119402986,0.625,0.047619047619047616,0.02247191011235955,0.037383177570093455,0.017543859649122806,0.030303030303030304,0.034482758620689655,0.0625,0.08333333333333333,0.058823529411764705,0.34285714285714286,0.8333333333333334,0.9090909090909091,0.2,0.14285714285714285,0.4,0.4,0.2571428571428571,0.1111111111111111,0.1111111111111111,1.0,0.2571428571428571,0.1111111111111111,0.1111111111111111,1.0,0.3333333333333333,1.0,0.3333333333333333,0.2,1.0,0.4,0.6,0.1111111111111111,0.5069985714285714,0.45516666666666666,0.436805,0.06896551724137931,0.13793103448275862,8.51923076923077,26.299999999999997,0.1940928270042194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,3925.0,65,-35,121,122,28,38,15,243,8.0,10,3.0,3.0,1.0,2.0,4.0,13.0,5.0,11.0,,,,,17,34,,,40,161,5.0,6.0,,10.0,2.0,8.0,,4.0,20.0,14.0,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,,8.0,5.0,7,9,5.0,14,2.0,1.0,1.0,,3.0,,1.0,2.0,2.0,5.0,2.0,4.0,5.0,,,6.0,2.0,2.0,,2.0,4.0,28,,0.5882352941176471,0.7142857142857143,,,,0.5,0.8333333333333334,0.25,0.5,0.8333333333333334,0.25,0.5405405405405406,0.8333333333333334,0.25,,0.029411764705882353,0.1,30.882352941176467,0.6,0.16666666666666666,0.11627906976744186,0.1568627450980392,0.09090909090909091,0.17647058823529413,0.07142857142857142,0.125,0.125,0.13333333333333333,0.29411764705882354,0.8,0.8888888888888888,0.5,0.38235294117647056,0.3076923076923077,0.3076923076923077,0.3235294117647059,0.45454545454545453,0.45454545454545453,1.0,,,,,0.5,1.0,,0.25,0.5,,0.29411764705882354,,0.46362647058823525,0.45845,0.42206250000000006,0.25,0.1,9.791176470588235,,0.23140495867768596,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,0.3333333333333333,0.1111111111111111,0.08333333333333333,0.3,0.16666666666666666,0.5,0.25,0.08108108108108109,0.08108108108108109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200783,1610612757,Craig Smith,Craig Smith,200783,POR,27827.0,464,-69,903,893,239,222,114,1796,42.0,68,11.0,17.0,7.0,12.0,15.0,41.0,2.0,7.0,,1.0,,1.0,59,116,,1.0,156,984,12.0,21.0,,29.0,10.0,20.0,1.0,29.0,58.0,60.0,,1.0,,13.0,15.0,4.0,19.0,3.0,1.0,9.0,2.0,4.0,42.0,27.0,54,77,33.0,110,2.0,16.0,5.0,11.0,9.0,1.0,4.0,15.0,5.0,24.0,5.0,36.0,55.0,3.0,6.0,38.0,5.0,1.0,4.0,5.0,29.0,239,5.0,0.4915254237288136,0.5471698113207547,,,,0.5086206896551724,0.5714285714285714,0.5,0.5042735042735043,0.5714285714285714,0.47619047619047616,0.5531914893617021,0.58,0.5,0.008547008547008548,0.11206896551724138,0.1323529411764706,15.942028985507246,0.375,0.17880794701986755,0.08181818181818182,0.16585365853658537,0.07424593967517401,0.09259259259259259,0.07627118644067797,0.10416666666666667,0.2222222222222222,0.047619047619047616,0.5811965811965812,0.6176470588235294,0.711864406779661,0.5952380952380952,0.3504273504273504,0.36585365853658536,0.40540540540540543,0.05982905982905983,0.2857142857142857,0.2857142857142857,0.5,0.008547008547008548,,,,0.8095238095238095,0.6470588235294118,,0.5714285714285714,0.5833333333333334,0.047619047619047616,0.5897435897435898,,0.5240405982905983,0.5696941176470588,0.4809928571428571,0.1858974358974359,0.1858974358974359,4.132758620689655,27.0,0.2646733111849391,38.0,12.0,14.0,9.0,4.0,3.0,1.0,3.0,53.0,25.0,2.0,0.3,0.12962962962962962,0.07692307692307693,0.20224719101123595,0.15625,0.4,0.2,0.18248175182481752,0.18382352941176472,5.0,9.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,6.0,1.0,4.0,0.0975609756097561,0.041666666666666664,0.04950495049504951,0.07575757575757576,0.11842105263157894,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,15014.0,250,-31,484,483,128,95,64,967,15.0,27,5.0,8.0,4.0,10.0,2.0,11.0,11.0,28.0,7.0,15.0,1.0,3.0,28,66,14.0,34.0,119,543,5.0,14.0,2.0,20.0,6.0,14.0,10.0,29.0,40.0,16.0,39.0,15.0,7.0,8.0,8.0,2.0,10.0,1.0,1.0,4.0,1.0,3.0,22.0,12.0,22,29,14.0,43,4.0,10.0,7.0,3.0,7.0,2.0,3.0,4.0,4.0,11.0,3.0,4.0,11.0,,,31.0,8.0,7.0,,8.0,29.0,128,2.0,0.7142857142857143,0.8333333333333334,0.9285714285714286,0.4117647058823529,0.4117647058823529,0.42424242424242425,0.35714285714285715,0.42857142857142855,0.49,0.5,0.4375,0.5409090909090909,0.5555555555555556,0.5,0.34,0.12121212121212122,0.14814814814814814,21.645796064400717,0.6363636363636364,0.13836477987421383,0.06818181818181818,0.12962962962962962,0.061946902654867256,0.09615384615384616,0.015151515151515152,0.0784313725490196,0.1935483870967742,0.08163265306122448,0.27,0.5555555555555556,0.6521739130434783,0.6,0.11,0.18181818181818182,0.25,0.28,0.39285714285714285,0.4074074074074074,0.8181818181818182,0.15,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.5,0.625,0.0625,0.4166666666666667,0.4,0.125,0.61,0.4666666666666667,0.5298375,0.5301533333333333,0.5824854166666666,0.16806722689075632,0.24369747899159663,9.824242424242422,24.041176470588237,0.2644628099173554,21.0,8.0,6.0,1.0,,,1.0,,26.0,12.0,6.0,0.06666666666666667,0.10526315789473684,0.10344827586206896,0.13043478260869565,0.058823529411764705,0.75,1.0,0.12149532710280374,0.1643835616438356,4.0,8.0,2.0,,,3.0,5.0,2.0,5.0,3.0,,,3.0,0.2727272727272727,,0.04,,0.125,0.2,7.0,19.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.03571428571428571,0.09090909090909091,0.19,0.3684210526315789,0.3684210526315789,1.0,0.0625,1.0,1.0,1.0,1.0,0.2916666666666667,0.2857142857142857,0.3333333333333333,0.029411764705882353,,,,,,,,,,,True,
202083,1610612757,Wesley Matthews,Wesley Matthews,202083,POR,11579.0,193,-28,363,366,68,61,42,729,9.0,20,,2.0,,1.0,3.0,13.0,5.0,8.0,2.0,14.0,,3.0,17,41,8.0,25.0,81,389,1.0,5.0,,4.0,2.0,5.0,3.0,12.0,8.0,26.0,21.0,14.0,2.0,7.0,7.0,2.0,9.0,1.0,1.0,5.0,2.0,,20.0,3.0,8,9,8.0,17,4.0,6.0,2.0,4.0,3.0,,1.0,4.0,2.0,7.0,,5.0,12.0,1.0,,23.0,,,,,12.0,68,3.0,0.23529411764705882,0.25,0.875,0.32,0.32,0.4146341463414634,0.2,0.4,0.4393939393939394,0.2,0.4375,0.5192307692307693,0.3333333333333333,0.5454545454545454,0.3787878787878788,0.17073170731707318,0.2,20.481927710843372,0.42857142857142855,0.06299212598425197,0.022222222222222223,0.05232558139534884,0.0446927374301676,0.021739130434782608,,0.05263157894736842,0.045454545454545456,0.12121212121212122,0.30303030303030304,0.45,0.5625,0.1111111111111111,0.19696969696969696,0.23076923076923078,0.2727272727272727,0.12121212121212122,0.625,0.7142857142857143,0.6,0.21212121212121213,0.14285714285714285,0.14285714285714285,1.0,0.4,,,0.125,,0.375,0.6818181818181818,0.14285714285714285,0.5305545454545454,0.6393333333333334,0.46264374999999996,0.04938271604938271,0.14814814814814814,7.192682926829271,24.344,0.18732782369146006,23.0,2.0,1.0,,,1.0,,,24.0,11.0,,,0.022222222222222223,0.05128205128205128,0.08888888888888889,0.05555555555555555,,,0.14285714285714285,0.21153846153846154,2.0,5.0,5.0,,1.0,1.0,4.0,,,1.0,,,1.0,0.15384615384615385,,0.11363636363636363,0.125,,,6.0,11.0,,,,,,1.0,,1.0,3.0,,,,,,,0.3333333333333333,0.125,0.08333333333333333,0.16666666666666666,0.5454545454545454,0.5454545454545454,0.8333333333333334,,,,,,,,0.3333333333333333,,2.0,,,,,,,,,,True,
2037,1610612757,Jamal Crawford,Jamal Crawford,2037,POR,18943.0,316,-54,601,592,116,122,79,1193,12.0,23,,,3.0,6.0,7.0,28.0,26.0,57.0,9.0,39.0,5.0,12.0,45,108,13.0,49.0,171,645,7.0,9.0,6.0,25.0,10.0,23.0,14.0,34.0,22.0,68.0,24.0,37.0,9.0,4.0,37.0,12.0,49.0,5.0,7.0,15.0,1.0,21.0,110.0,2.0,11,25,2.0,27,1.0,8.0,4.0,4.0,13.0,4.0,6.0,15.0,7.0,28.0,9.0,9.0,15.0,3.0,,32.0,4.0,4.0,,7.0,34.0,116,1.0,0.24444444444444444,0.25,0.6153846153846154,0.2653061224489796,0.2765957446808511,0.4166666666666667,0.7777777777777778,0.43478260869565216,0.410828025477707,0.6666666666666666,0.3918918918918919,0.47701149425287354,0.71875,0.4230769230769231,0.31210191082802546,0.037037037037037035,0.13043478260869565,29.106628242074926,0.4642857142857143,0.05472636815920398,0.008658008658008658,0.09025270758122744,0.006825938566552901,0.013888888888888888,0.011235955056179775,0.04838709677419355,0.06172839506172839,0.011764705882352941,0.1464968152866242,0.5217391304347826,0.6,0.25,0.17834394904458598,0.25,0.25,0.3630573248407643,0.45614035087719296,0.4642857142857143,0.23076923076923078,0.2484076433121019,0.23076923076923078,0.24324324324324326,0.4444444444444444,,,0.3333333333333333,0.16216216216216217,0.5,0.32432432432432434,0.4585987261146497,0.24324324324324326,0.4558626623376622,0.45459090909090916,0.4170720588235295,0.14619883040935672,0.19883040935672514,12.747222222222222,26.461224489795917,0.1930116472545757,42.0,2.0,14.0,,4.0,4.0,,,47.0,16.0,,,0.18421052631578946,,0.05172413793103448,0.13043478260869565,,0.2857142857142857,0.11560693641618497,0.13333333333333333,5.0,5.0,,,,,2.0,,4.0,1.0,,,1.0,,,,,0.20754716981132076,,4.0,10.0,,1.0,,2.0,2.0,3.0,2.0,3.0,15.0,,4.0,,,,0.3333333333333333,0.21428571428571427,0.017543859649122806,,0.06369426751592357,0.4,0.4,1.0,0.06666666666666667,,,0.4,1.0,0.05405405405405406,,0.25,0.07547169811320754,1.0,2.0,2.0,5.0,3.0,2.0,1.0,0.04081632653061224,0.05128205128205128,,True,
2222,1610612757,Gerald Wallace,Gerald Wallace,2222,POR,5804.0,97,-20,184,193,56,71,19,377,12.0,16,2.0,2.0,4.0,4.0,1.0,2.0,,1.0,1.0,4.0,,2.0,13,19,3.0,8.0,48,218,2.0,2.0,,6.0,4.0,4.0,5.0,21.0,12.0,14.0,9.0,4.0,1.0,1.0,9.0,1.0,10.0,1.0,,5.0,,4.0,21.0,2.0,3,5,2.0,7,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,3.0,2.0,3.0,4.0,1.0,,15.0,2.0,2.0,,2.0,21.0,56,,0.46153846153846156,0.5454545454545454,1.0,0.375,0.375,0.6842105263157895,1.0,1.0,0.6481481481481481,1.0,0.7777777777777778,0.6857142857142857,1.0,0.75,0.2962962962962963,0.05263157894736842,0.0625,18.357487922705314,0.3333333333333333,0.05263157894736842,0.03389830508474576,0.06172839506172839,0.024691358024691357,0.043478260869565216,,,0.16666666666666666,,0.5925925925925926,0.75,0.8,0.4166666666666667,0.07407407407407407,0.5,0.5,0.037037037037037035,,,,0.14814814814814814,0.25,0.25,1.0,1.0,1.0,,0.4444444444444444,1.0,0.2222222222222222,0.8888888888888888,0.25,0.58045,0.5399,0.5206222222222223,0.125,0.4375,2.831578947368421,24.3125,0.30434782608695654,13.0,4.0,2.0,,,,,3.0,16.0,6.0,,,0.08333333333333333,0.058823529411764705,,0.125,,1.0,0.18181818181818182,0.24,2.0,7.0,,,1.0,,,,,2.0,,,2.0,,,,,0.0625,,2.0,4.0,,,1.0,3.0,,1.0,,2.0,,,,,,,,0.4,,,0.14814814814814814,0.5,0.5,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,True,
201581,1610612757,JJ Hickson,JJ Hickson,201581,POR,899.0,15,5,33,32,4,5,4,65,1.0,1,1.0,1.0,,,1.0,1.0,,,,,,,2,2,,,4,36,1.0,1.0,,2.0,,,,,,4.0,,,,,1.0,,1.0,,,,,1.0,2.0,2.0,2,6,2.0,8,,,,,2.0,,2.0,,,2.0,,,,,,4.0,1.0,,1.0,1.0,,4,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,10.81081081081081,1.0,0.2222222222222222,0.2857142857142857,0.38461538461538464,0.25,,,,0.5,,0.5,1.0,1.0,,0.5,1.0,1.0,,,,,,,,,1.0,1.0,,,,,0.5,,0.52135,0.5711,,0.5,,3.9,,0.12121212121212122,,2.0,3.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.75,0.4,,,1.0,,0.5,0.5,,,,,,,,,1.0,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
202337,1610612757,Luke Babbitt,Luke Babbitt,202337,POR,7481.0,125,-11,256,245,91,69,36,501,7.0,10,2.0,3.0,2.0,2.0,1.0,9.0,,5.0,6.0,16.0,1.0,3.0,8,24,8.0,22.0,45,257,3.0,6.0,1.0,6.0,3.0,6.0,4.0,14.0,4.0,12.0,21.0,16.0,6.0,1.0,4.0,1.0,5.0,1.0,,3.0,1.0,,11.0,4.0,16,26,4.0,30,2.0,5.0,3.0,2.0,6.0,1.0,1.0,3.0,5.0,9.0,4.0,7.0,10.0,,,5.0,1.0,1.0,,1.0,14.0,91,,0.25,0.3333333333333333,0.875,0.36363636363636365,0.36363636363636365,0.3333333333333333,0.5,0.5,0.43478260869565216,0.42857142857142855,0.6,0.45918367346938777,0.42857142857142855,0.6363636363636364,0.4782608695652174,0.041666666666666664,0.1,19.528619528619526,0.6666666666666666,0.17582417582417584,0.0425531914893617,0.19672131147540983,0.031746031746031744,0.027777777777777776,0.03333333333333333,0.14814814814814814,0.21052631578947367,0.06896551724137931,0.21739130434782608,0.7,0.7777777777777778,0.2857142857142857,0.1956521739130435,0.1111111111111111,0.1111111111111111,0.10869565217391304,,,,0.34782608695652173,0.375,0.375,0.8333333333333334,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.2,1.0,0.3,0.6956521739130435,0.375,0.5154478260869567,0.5127666666666667,0.48657000000000006,0.13333333333333333,0.3111111111111111,8.087499999999999,25.077272727272728,0.35546875,5.0,4.0,8.0,2.0,,2.0,,,6.0,1.0,1.0,0.16666666666666666,0.25806451612903225,0.07142857142857142,0.15384615384615385,0.5,1.0,,0.02127659574468085,0.04,,2.0,,,,,,,,2.0,,1.0,1.0,,,,,0.2,,2.0,6.0,,,1.0,1.0,,1.0,,2.0,3.0,,,,,,,0.5,,,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.1,1.0,0.3333333333333333,,1.0,,,,,,,,,1.0,True,
948,1610612757,Marcus Camby,Marcus Camby,948,POR,1906.0,32,-2,61,63,17,9,11,124,1.0,5,1.0,2.0,,1.0,,,,1.0,,,,,1,6,,,2,80,1.0,2.0,,2.0,,1.0,,,,2.0,,,,,2.0,1.0,3.0,1.0,,2.0,,,7.0,3.0,6,9,4.0,13,,1.0,1.0,,1.0,,1.0,,,1.0,,2.0,3.0,,,,1.0,1.0,,1.0,,17,1.0,,,,,,0.16666666666666666,0.5,,0.16666666666666666,0.5,,0.16666666666666666,0.5,,,,,9.45945945945946,1.0,0.35294117647058826,0.17647058823529413,0.42857142857142855,0.14814814814814814,0.3333333333333333,0.3333333333333333,0.4,0.2,,0.8333333333333334,0.2,0.2,,,,,0.16666666666666666,,,,,,,,1.0,0.5,,1.0,,,0.8333333333333334,,0.5393166666666667,0.6631,0.6396,1.0,,4.8500000000000005,,0.2786885245901639,,2.0,3.0,,,,,,,,1.0,,0.75,,0.42857142857142855,,1.0,,,,,,1.0,,,,,,,,,,,,,0.1,0.125,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
