EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsPutbacks,OffThreePtRebounds,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChancePointsPct,PenaltyPointsPct,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,HeaveAttempts,Fg3aBlocked,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,on,BlockingFouls,3pt And 1 Free Throw Trips,Corner3PctBlocked,BlockedCorner3
101109,1610612757,Raymond Felton,Raymond Felton,101109,POR,5686.0,95,-34,183,181,57.0,55.0,29.0,364,3.0,9.0,1.0,1.0,5.0,2.0,11.0,1.0,6.0,1.0,1.0,5.0,25.0,1.0,6.0,6.0,19.0,225,3.0,1.0,4.0,1.0,10.0,3.0,6.0,1.0,2.0,12.0,6.0,18.0,4.0,2.0,6.0,2.0,4.0,42.0,3.0,2.0,4.0,1.0,7.0,3.0,10.0,2.0,1.0,1.0,10.0,3.0,5.0,3.0,5.0,13.0,6.0,1.0,3.0,1.0,5.0,8.0,2.0,3.0,1.0,57.0,1.0,0.16666666666666666,0.16666666666666666,0.2,0.20967741935483872,0.25,0.1935483870967742,0.08,0.2222222222222222,21.86046511627907,0.7692307692307693,0.25,0.09523809523809523,0.037037037037037035,0.08695652173913043,0.09230769230769231,0.03,0.10344827586206896,0.125,0.13333333333333333,0.16666666666666666,0.2903225806451613,0.3333333333333333,0.42857142857142855,0.16129032258064516,0.3548387096774194,0.18181818181818182,0.18181818181818182,0.1935483870967742,0.16666666666666666,0.16666666666666666,0.25,0.25,0.2,0.2,0.4838709677419355,0.16666666666666666,0.48404677419354825,0.47553333333333336,0.38764000000000004,0.08823529411764706,0.10714285714285714,10.607999999999999,25.099999999999998,0.3114754098360656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,5551.0,93,-34,174,176,48.0,54.0,20.0,350,5.0,7.0,1.0,2.0,8.0,7.0,17.0,,1.0,,,15.0,32.0,,1.0,15.0,45.0,207,1.0,,7.0,,14.0,,1.0,,,4.0,7.0,11.0,5.0,2.0,4.0,,,29.0,3.0,3.0,10.0,1.0,14.0,4.0,18.0,3.0,2.0,1.0,3.0,,,2.0,3.0,5.0,,4.0,6.0,,13.0,17.0,,7.0,,48.0,1.0,,,0.46875,0.45454545454545453,0.5487804878048781,0.030303030303030304,,,23.46938775510204,0.6,0.16666666666666666,0.2631578947368421,0.04838709677419355,0.10714285714285714,0.19696969696969696,0.044444444444444446,0.09090909090909091,0.1875,0.3076923076923077,0.05555555555555555,0.21212121212121213,0.7142857142857143,0.7142857142857143,0.24242424242424243,0.5151515151515151,0.4117647058823529,0.4117647058823529,0.030303030303030304,,,1.0,,0.2857142857142857,,0.24242424242424243,,0.43775000000000003,0.5367,0.48241428571428574,0.1794871794871795,0.18421052631578946,11.853124999999999,31.7,0.27586206896551724,1.0,2.0,3.0,1.0,1.0,3.0,3.0,9.0,15.0,16.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,15.0,2.0,0.5333333333333333,0.5714285714285714,1.0,0.42857142857142855,1.0,0.42857142857142855,0.75,0.625,0.03571428571428571,0.037037037037037035,0.1111111111111111,0.3333333333333333,0.2,0.5,0.6,0.375,0.375,0.7142857142857143,1.0,1.0,0.06666666666666667,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201581,1610612757,JJ Hickson,JJ Hickson,201581,POR,17239.0,287,-79,547,543,143.0,61.0,71.0,1090,34.0,54.0,18.0,14.0,22.0,10.0,28.0,,1.0,,1.0,58.0,104.0,,1.0,24.0,140.0,638,22.0,,20.0,1.0,48.0,,1.0,,7.0,4.0,6.0,10.0,4.0,2.0,3.0,,1.0,26.0,23.0,11.0,33.0,5.0,49.0,31.0,80.0,5.0,4.0,1.0,5.0,,1.0,11.0,4.0,16.0,4.0,14.0,24.0,2.0,33.0,36.0,,20.0,,143.0,,,,0.5576923076923077,0.5523809523809524,0.5833333333333334,0.009523809523809525,0.0673076923076923,0.07407407407407407,21.484992101105846,0.3125,0.35714285714285715,0.171875,0.12041884816753927,0.1864406779661017,0.1752988047808765,0.11152416356877323,0.1111111111111111,0.19672131147540983,0.2191780821917808,0.18421052631578946,0.5142857142857142,0.6296296296296297,0.68,0.20952380952380953,0.26666666666666666,0.35714285714285715,0.35714285714285715,0.009523809523809525,,,0.8181818181818182,,0.6666666666666666,0.047619047619047616,0.5238095238095238,,0.5243314285714286,0.5938894736842106,0.5568952380952382,0.16806722689075632,0.1694915254237288,7.147115384615385,25.4,0.26142595978062155,9.0,7.0,14.0,12.0,8.0,32.0,10.0,5.0,25.0,68.0,16.0,7.0,1.0,,3.0,6.0,1.0,12.0,8.0,3.0,12.0,12.0,1.0,25.0,1.0,0.5862068965517241,0.68,0.5454545454545454,0.5,0.5454545454545454,0.47619047619047616,0.5925925925925926,0.5208333333333334,0.08974358974358974,0.10256410256410256,0.0625,0.08620689655172414,0.19047619047619047,1.0,0.5882352941176471,0.6363636363636364,0.7368421052631579,0.8,0.5,0.5,0.22857142857142856,0.17857142857142858,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.13636363636363635,0.06666666666666667,0.15254237288135594,0.0967741935483871,0.07692307692307693,0.42857142857142855,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
202083,1610612757,Wesley Matthews,Wesley Matthews,202083,POR,17710.0,295,-48,558,557,163.0,85.0,78.0,1115,15.0,27.0,6.0,7.0,17.0,5.0,22.0,9.0,32.0,1.0,11.0,26.0,66.0,16.0,49.0,20.0,120.0,636,13.0,3.0,19.0,17.0,36.0,12.0,31.0,9.0,8.0,5.0,6.0,11.0,3.0,3.0,1.0,3.0,1.0,28.0,6.0,4.0,18.0,2.0,24.0,9.0,33.0,14.0,7.0,7.0,5.0,,1.0,4.0,4.0,9.0,1.0,9.0,20.0,1.0,23.0,21.0,1.0,10.0,,163.0,,0.32653061224489793,0.3333333333333333,0.3939393939393939,0.43478260869565216,0.4798387096774194,0.4260869565217391,0.12121212121212122,0.18518518518518517,20.30534351145038,0.5555555555555556,0.15384615384615385,0.09574468085106383,0.03225806451612903,0.0625,0.0873015873015873,0.03202846975088968,,0.09210526315789473,0.0945945945945946,0.045454545454545456,0.23478260869565218,0.5555555555555556,0.6818181818181818,0.14782608695652175,0.19130434782608696,0.22727272727272727,0.22727272727272727,0.2782608695652174,0.28125,0.2903225806451613,0.375,0.0625,0.19444444444444445,0.3055555555555556,0.6608695652173913,0.2903225806451613,0.5210096491228069,0.5528071428571428,0.49303142857142845,0.08130081300813008,0.13513513513513514,8.557575757575759,25.055102040816333,0.2921146953405018,3.0,4.0,6.0,5.0,2.0,18.0,7.0,6.0,32.0,16.0,6.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,,32.0,1.0,0.3076923076923077,0.34782608695652173,0.38461538461538464,0.3684210526315789,0.5,0.3611111111111111,0.5294117647058824,0.41025641025641024,0.031578947368421054,0.0379746835443038,0.08,0.10526315789473684,0.1,0.25,0.3333333333333333,0.35294117647058826,0.42857142857142855,,0.5,0.5714285714285714,0.15,0.26666666666666666,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,0.17647058823529413,,0.05357142857142857,0.014285714285714285,0.01639344262295082,0.5,0.3333333333333333,7.0,17.0,1.0,2.0,1.0,6.0,1.0,3.0,2.0,4.0,36.0,1.0,1.0,0.75,0.6666666666666666,0.23529411764705882,0.02040816326530612,0.03125,0.14782608695652175,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.6666666666666666,0.125,0.5,1.0,1.0,0.16666666666666666,0.16666666666666666,0.2727272727272727,,,,,,,,,True,,,,
202337,1610612757,Luke Babbitt,Luke Babbitt,202337,POR,32194.0,537,-142,1036,1026,317.0,206.0,138.0,2062,14.0,20.0,5.0,4.0,32.0,4.0,21.0,34.0,82.0,11.0,22.0,28.0,73.0,43.0,100.0,17.0,202.0,1183,11.0,11.0,18.0,25.0,44.0,6.0,82.0,34.0,3.0,9.0,7.0,16.0,2.0,5.0,3.0,3.0,3.0,39.0,11.0,27.0,50.0,2.0,79.0,16.0,95.0,10.0,4.0,6.0,18.0,1.0,6.0,9.0,12.0,27.0,10.0,25.0,46.0,6.0,19.0,20.0,,4.0,1.0,317.0,3.0,0.43,0.43,0.3835616438356164,0.5346820809248555,0.5519125683060109,0.5780346820809249,0.0410958904109589,0.1,17.514595496246873,0.6666666666666666,0.0625,0.141643059490085,0.03089887640449438,0.22131147540983606,0.16210526315789472,0.030947775628626693,0.018867924528301886,0.11304347826086956,0.17647058823529413,0.19767441860465115,0.11560693641618497,0.7,0.7777777777777778,0.18497109826589594,0.12138728323699421,0.19047619047619047,0.2,0.47398843930635837,0.4146341463414634,0.425,0.22727272727272727,0.5,0.09302325581395349,0.5116279069767442,0.6936416184971098,0.4146341463414634,0.5085248554913293,0.51460625,0.4696906976744186,0.022598870056497175,0.05194805194805195,8.997260273972604,25.279000000000007,0.305984555984556,4.0,3.0,10.0,7.0,2.0,31.0,7.0,10.0,60.0,12.0,6.0,5.0,1.0,,4.0,,6.0,4.0,3.0,1.0,4.0,2.0,,60.0,5.0,0.21428571428571427,0.24,0.6363636363636364,0.3888888888888889,0.6590909090909091,0.5813953488372093,0.6739130434782609,0.625,0.031055900621118012,0.03546099290780142,0.02564102564102564,0.12745098039215685,0.2777777777777778,0.5,0.2857142857142857,0.3125,0.3125,0.25,0.8,0.75,0.15346534653465346,0.297029702970297,,5.0,2.0,1.0,6.0,1.0,1.0,,,,,,0.03669724770642202,0.03278688524590164,0.05154639175257732,0.1,,9.0,18.0,,,2.0,3.0,5.0,10.0,5.0,12.0,123.0,,2.0,0.9534883720930233,0.45454545454545453,0.48,0.02,0.024390243902439025,0.10404624277456648,0.5,0.5,1.0,0.9411764705882353,,,,0.45454545454545453,0.06976744186046512,0.6666666666666666,0.45454545454545453,2.0,0.047619047619047616,0.8,,,,,,True,,,,
2037,1610612757,Jamal Crawford,Jamal Crawford,2037,POR,15712.0,262,-67,498,492,150.0,80.0,70.0,990,9.0,24.0,6.0,9.0,15.0,18.0,43.0,4.0,28.0,1.0,9.0,33.0,82.0,9.0,40.0,36.0,129.0,571,10.0,2.0,25.0,14.0,54.0,3.0,28.0,4.0,7.0,16.0,7.0,23.0,4.0,3.0,9.0,2.0,5.0,53.0,5.0,4.0,8.0,,12.0,7.0,19.0,13.0,9.0,4.0,7.0,2.0,3.0,8.0,4.0,15.0,7.0,3.0,8.0,,31.0,38.0,4.0,11.0,,150.0,,0.225,0.225,0.4024390243902439,0.38114754098360654,0.4562043795620438,0.32786885245901637,0.08536585365853659,0.25,26.20689655172414,0.4666666666666667,,0.04819277108433735,0.029411764705882353,0.06896551724137931,0.05357142857142857,0.026923076923076925,0.04,,0.08955223880597014,0.0975609756097561,0.19672131147540983,0.375,0.5,0.12295081967213115,0.3524590163934426,0.4186046511627907,0.42857142857142855,0.22950819672131148,0.14285714285714285,0.15384615384615385,0.5,0.08333333333333333,0.23076923076923078,0.23076923076923078,0.5245901639344263,0.14285714285714285,0.47565206611570254,0.48393749999999996,0.4602038461538462,0.09774436090225563,0.12087912087912088,11.435365853658535,25.32,0.30120481927710846,4.0,4.0,6.0,5.0,6.0,16.0,12.0,17.0,47.0,12.0,4.0,2.0,,,1.0,2.0,4.0,1.0,,1.0,2.0,,,47.0,4.0,0.18181818181818182,0.1935483870967742,0.5,0.48,0.4166666666666667,0.38461538461538464,0.5357142857142857,0.48936170212765956,0.022222222222222223,0.013888888888888888,,0.041666666666666664,,,0.2222222222222222,0.4,0.4,0.16666666666666666,0.6666666666666666,0.4444444444444444,0.12403100775193798,0.3643410852713178,,2.0,2.0,2.0,1.0,1.0,3.0,,,,,,0.041666666666666664,0.029411764705882353,0.029411764705882353,0.16666666666666666,,5.0,12.0,,1.0,1.0,5.0,,1.0,,2.0,24.0,,2.0,0.8888888888888888,,0.14285714285714285,0.05,0.07142857142857142,0.09836065573770492,0.4166666666666667,0.4166666666666667,1.0,0.75,0.08333333333333333,,,,0.1282051282051282,0.2,0.1111111111111111,,0.023255813953488372,,2.0,1.0,1.0,0.047619047619047616,,True,,,,
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,6660.0,111,-41,213,213,67.0,47.0,23.0,426,6.0,11.0,3.0,2.0,3.0,1.0,5.0,4.0,12.0,2.0,2.0,8.0,19.0,7.0,17.0,6.0,43.0,266,4.0,3.0,4.0,3.0,2.0,,12.0,4.0,1.0,2.0,2.0,4.0,2.0,,1.0,,1.0,10.0,4.0,3.0,4.0,1.0,8.0,6.0,14.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,,3.0,,2.0,5.0,1.0,6.0,8.0,,3.0,,67.0,2.0,0.4117647058823529,0.4117647058823529,0.42105263157894735,0.5138888888888888,0.5375,0.4722222222222222,0.05263157894736842,0.09090909090909091,17.695473251028805,0.3333333333333333,0.125,0.06153846153846154,0.05333333333333334,0.12,0.07777777777777778,0.05660377358490566,0.13043478260869565,0.10526315789473684,0.10526315789473684,0.15789473684210525,0.3055555555555556,0.5454545454545454,0.6,0.08333333333333333,0.1388888888888889,0.2,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7777777777777778,0.3333333333333333,0.5578875000000001,0.62558,0.52215,0.07692307692307693,0.13636363636363635,7.457894736842104,24.323529411764707,0.3145539906103286,1.0,1.0,1.0,1.0,,5.0,1.0,3.0,11.0,14.0,2.0,2.0,,,,,1.0,3.0,1.0,2.0,3.0,3.0,,11.0,1.0,0.875,1.0,0.25,0.25,0.35714285714285715,0.5714285714285714,0.35714285714285715,0.6111111111111112,0.06451612903225806,0.030303030303030304,0.14285714285714285,,,1.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,0.11627906976744186,0.2558139534883721,,2.0,,1.0,,,1.0,,,,,,,0.041666666666666664,0.1,1.0,,3.0,5.0,1.0,1.0,,1.0,,2.0,1.0,2.0,21.0,,,1.0,0.3333333333333333,0.6666666666666666,,,0.1388888888888889,0.6,0.6,1.0,1.0,0.14285714285714285,1.0,1.0,,0.14285714285714285,,1.0,,,,,,,,,True,,,,
2038,1610612757,Joel Przybilla,Joel Przybilla,2038,POR,3739.0,62,-18,108,115,11.0,9.0,11.0,223,3.0,4.0,3.0,,4.0,,2.0,,,,,3.0,10.0,,,2.0,8.0,127,5.0,,1.0,,4.0,,,,3.0,,,,,,,,,,3.0,3.0,6.0,1.0,10.0,6.0,16.0,1.0,,1.0,2.0,,1.0,4.0,1.0,6.0,,5.0,10.0,1.0,5.0,2.0,,,1.0,11.0,,,,0.3,0.3,0.36363636363636365,,0.3,0.25,13.6,0.3333333333333333,0.5,0.13636363636363635,0.09090909090909091,0.2727272727272727,0.16363636363636364,0.11320754716981132,0.1,0.13333333333333333,0.16666666666666666,0.2222222222222222,0.4,0.75,1.0,0.4,0.2,,,,,,0.6,,,,0.4,,0.50519,0.5144000000000001,0.3834,,,5.9,,0.10185185185185185,2.0,,,2.0,2.0,6.0,,2.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,0.4,,0.4,,0.5,0.5,0.15,0.06666666666666667,,0.09090909090909091,0.5,1.0,0.3333333333333333,,,,0.6666666666666666,,0.75,0.25,,,,,,1.0,,,,,0.5,,0.125,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,
2222,1610612757,Gerald Wallace,Gerald Wallace,2222,POR,345.0,6,5,11,10,6.0,4.0,2.0,21,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,3.0,6.0,12,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,2.0,4.0,,2.0,,6.0,,1.0,1.0,,1.5,1.0,1.0,,,23.076923076923077,,,0.3333333333333333,0.25,,0.16666666666666666,0.25,0.3333333333333333,,1.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.55125,,0.55125,0.6666666666666666,1.0,,24.7,0.5454545454545454,,,,,2.0,2.0,,3.0,6.0,,,,,,,,,1.0,1.0,,1.0,,,6.0,,,,,,,1.5,1.0,1.0,,,,,,,,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,3.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,True,,,,
703,1610612757,Kurt Thomas,Kurt Thomas,703,POR,5296.0,88,-26,168,164,41.0,46.0,25.0,332,1.0,3.0,2.0,,2.0,6.0,13.0,,,,,9.0,18.0,,,3.0,21.0,181,3.0,,4.0,,2.0,,,,2.0,4.0,3.0,7.0,1.0,2.0,1.0,1.0,2.0,17.0,5.0,3.0,11.0,3.0,17.0,6.0,23.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,5.0,3.0,4.0,12.0,,4.0,4.0,,2.0,,41.0,1.0,,,0.5,0.5,0.525,,0.1111111111111111,0.3333333333333333,12.953367875647668,0.2,0.5,0.21153846153846154,0.07692307692307693,0.1111111111111111,0.17721518987341772,0.06315789473684211,0.10526315789473684,0.21428571428571427,0.14814814814814814,0.15789473684210525,0.16666666666666666,0.3333333333333333,0.5,0.1111111111111111,0.7222222222222222,0.46153846153846156,0.5,,,,0.6666666666666666,,,,0.16666666666666666,,0.4407055555555556,0.6234500000000001,0.3766,0.1,0.1,13.966666666666665,,0.24404761904761904,1.0,,2.0,2.0,3.0,7.0,2.0,,4.0,16.0,2.0,1.0,2.0,,1.0,,,5.0,3.0,2.0,5.0,4.0,,4.0,,0.8888888888888888,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.7,0.5,0.03333333333333333,0.10714285714285714,0.14285714285714285,0.36363636363636365,,0.8,,1.0,1.0,1.0,0.5,,0.3333333333333333,0.19047619047619047,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07692307692307693,,,,,,,True,,,,
