EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BlockingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Clear Path Fouls
101249,1610612741,John Lucas III,John Lucas III,101249,CHI,1490.0,25,12,47,40,13,16,7,87,1,2,1.0,3.0,4.0,1.0,1.0,2.0,3.0,1,9,3.0,4.0,2,13,30,1.0,2,2.0,9.0,3.0,2.0,1.0,1.0,1,2,1.0,3,1.0,1,1,2,1,13,1.0,1.0,0.75,0.75,0.1111111111111111,0.4230769230769231,0.4642857142857143,0.3076923076923077,26.41509433962264,0.05263157894736842,0.125,0.25,0.07407407407407407,0.043478260869565216,0.25,0.5,0.14285714285714285,0.15384615384615385,0.5,0.5,0.23076923076923078,0.3076923076923077,0.07692307692307693,1.0,1.0,1.0,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,1.0,0.46153846153846156,0.6666666666666666,0.4460153846153846,0.29075,0.07142857142857142,0.1,12.988888888888889,24.925,0.2765957446808511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,64798.0,1080,250,2052,2033,384,377,281,4085,98,173,76.0,42.0,42.0,,,,,130,257,,,87,347,2031,82.0,41,102.0,,,,22.0,46.0,158,223,137.0,360,3.0,85,96,119,47,378,8.0,,,,0.5058365758754864,0.5058365758754864,0.552547770700637,,15.497076023391813,0.1839348079161816,0.23469387755102042,0.10837438423645321,0.1933649289099526,0.1419624217118998,0.10687022900763359,0.18636363636363637,0.2465753424657534,0.6731517509727627,0.5664739884393064,0.6533333333333333,0.16342412451361868,0.16342412451361868,,,,,,,,,0.926829268292683,0.6731517509727627,,0.5474147859922179,0.5330536585365854,0.15719063545150502,0.15719063545150502,5.10544747081712,,0.1871345029239766,39.0,19.0,29.0,14.0,18.0,42.0,21.0,105.0,25.0,28.0,78.0,158.0,62.0,26.0,71.0,18.0,89.0,8.0,10.0,43.0,8.0,20.0,196.0,114.0,1.0,19.0,10.0,27.0,14.0,13.0,35.0,5.0,24.0,22.0,7.0,11.0,1.0,1.0,57.0,13.0,10.0,44.0,1.0,10.0,2.0,1.0,12.0,2.0,3.0,5.0,15.0,45.0,33.0,12.0,45.0,29.0,3.0,1.0,4.0,1.0,77.0,13.0,0.6076923076923076,0.797979797979798,0.5121951219512195,0.6097560975609756,0.5121951219512195,0.6097560975609756,0.546875,0.65,0.10116731517509728,0.1329479768786127,0.07142857142857142,0.6140350877192983,0.36538461538461536,0.016129032258064516,0.1509933774834437,0.1984732824427481,0.1282051282051282,0.12416107382550336,0.1111111111111111,0.15087719298245614,0.20903954802259886,0.2,0.1,0.6444444444444445,0.5918367346938775,0.3333333333333333,0.358974358974359,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.8888888888888888,0.5131578947368421,0.15384615384615385,0.7073170731707317,0.6551724137931034,0.584,0.3025936599423631,0.22478386167146974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201565,1610612741,Derrick Rose,Derrick Rose,201565,CHI,82475.0,1375,290,2599,2581,524,539,369,5180,140,245,15.0,146.0,131.0,1.0,3.0,53.0,170.0,248,522,54.0,173.0,194,852,2585,47.0,119,410.0,81.0,165.0,53.0,7.0,17.0,83,105,26.0,131,,52,169,239,100,517,6.0,0.5,0.31213872832369943,0.32142857142857145,0.47509578544061304,0.47338129496402875,0.5295226130653267,0.2489208633093525,30.00983929157101,0.07699443413729128,0.06772908366533864,0.025925925925925925,0.07524454477050414,0.021121039805036556,0.022222222222222223,0.07216494845360824,0.06557377049180328,0.35251798561151076,0.5714285714285714,0.639269406392694,0.21007194244604316,0.1884892086330935,0.004316546762589928,0.3333333333333333,0.3333333333333333,1.0,0.2446043165467626,0.31176470588235294,0.3136094674556213,0.49056603773584906,0.2054794520547945,0.6014388489208633,0.3212121212121212,0.5148292576419212,0.48938116438356166,0.1327319587628866,0.16638935108153077,7.868007662835248,26.883815028901726,0.20161600615621392,8.0,31.0,54.0,61.0,47.0,20.0,5.0,75.0,57.0,49.0,181.0,86.0,6.0,35.0,245.0,62.0,307.0,39.0,23.0,94.0,33.0,118.0,676.0,19.0,,5.0,14.0,35.0,23.0,12.0,76.0,24.0,41.0,43.0,9.0,35.0,,,119.0,6.0,26.0,28.0,5.0,,3.0,5.0,1.0,3.0,3.0,21.0,20.0,25.0,9.0,8.0,28.0,16.0,,,,1.0,178.0,14.0,0.17338709677419356,0.17551020408163265,0.425531914893617,0.4789915966386555,0.4794520547945205,0.4370860927152318,0.5,0.5027932960893855,0.06704980842911877,0.10612244897959183,0.0547945205479452,0.6386554621848739,0.06756756756756757,,0.019771071800208116,0.01483679525222552,0.032388663967611336,0.015915119363395226,0.03333333333333333,0.06896551724137931,0.08656036446469248,0.07352941176470588,0.04129793510324484,0.5714285714285714,0.2,0.4178082191780822,0.4420289855072464,0.13114754098360656,0.35877862595419846,0.36153846153846153,0.14893617021276595,0.5333333333333333,0.125,0.3576158940397351,0.5740740740740741,0.4896025423728813,0.0880281690140845,0.21244131455399062,1.0,10.0,25.0,6.0,32.0,10.0,26.0,6.0,32.0,81.0,5.0,1.0,1.0,13.0,3.0,3.0,2.0,1.0,8.0,0.38461538461538464,0.1875,0.005780346820809248,0.007633587786259542,0.0058823529411764705,0.0136986301369863,0.3424657534246575,0.4,0.8,0.2119205298013245,0.1875,0.017142857142857144,,,,,,,,True,
201959,1610612741,Taj Gibson,Taj Gibson,201959,CHI,21889.0,365,110,691,699,207,212,106,1390,34,52,20.0,14.0,35.0,,,,,53,101,,,18,124,653,25.0,23,32.0,,,,7.0,8.0,40,51,40.0,91,,38,21,32,14,203,2.0,,,,0.5247524752475248,0.5247524752475248,0.5344827586206896,,15.840386940749699,0.13157894736842105,0.10666666666666667,0.08433734939759036,0.1266490765171504,0.11746987951807229,0.0847457627118644,0.13829787234042554,0.09259259259259259,0.5148514851485149,0.6538461538461539,0.7727272727272727,0.13861386138613863,0.3465346534653465,,,,,,,,,0.8,0.5148514851485149,,0.5032623762376238,0.5043695652173913,0.12389380530973451,0.12389380530973451,7.729702970297029,,0.2995658465991317,13.0,7.0,11.0,5.0,14.0,16.0,2.0,34.0,13.0,3.0,29.0,74.0,26.0,11.0,6.0,3.0,9.0,2.0,1.0,4.0,,2.0,21.0,32.0,1.0,3.0,3.0,10.0,6.0,4.0,6.0,,1.0,9.0,3.0,5.0,,3.0,15.0,1.0,8.0,29.0,,5.0,1.0,,2.0,,,2.0,3.0,27.0,15.0,12.0,27.0,14.0,,1.0,1.0,1.0,28.0,2.0,0.6981132075471698,0.925,0.64,0.5652173913043478,0.64,0.5652173913043478,0.6071428571428571,0.5576923076923077,0.10891089108910891,0.15384615384615385,0.21428571428571427,0.4,0.125,0.027777777777777776,0.1285140562248996,0.16831683168316833,0.109375,0.09523809523809523,0.08333333333333333,0.10416666666666667,0.14912280701754385,0.14285714285714285,0.08108108108108109,0.5185185185185185,0.5882352941176471,0.35714285714285715,0.45454545454545453,0.8,0.4,0.4,0.9285714285714286,0.65,0.07692307692307693,0.4782608695652174,0.6363636363636364,0.54585,0.27419354838709675,0.23387096774193547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2594,1610612741,Kyle Korver,Kyle Korver,2594,CHI,31794.0,530,161,1018,973,299,242,156,1991,1,4,1.0,2.0,29.0,19.0,48.0,37.0,67.0,23,35,56.0,115.0,20,234,1011,5.0,9,4.0,159.0,67.0,37.0,3.0,8.0,46,55,10.0,65,1.0,46,15,24,2,296,7.0,0.9464285714285714,0.48695652173913045,0.48695652173913045,0.6571428571428571,0.7133333333333334,0.721875,0.7666666666666667,14.700996677740864,0.11586901763224182,0.07920792079207921,0.023076923076923078,0.10843373493975904,0.01875,0.03571428571428571,0.13157894736842105,0.0821917808219178,0.02666666666666667,0.25,0.5,0.013333333333333334,0.19333333333333333,0.32,0.3958333333333333,0.3958333333333333,1.0,0.44666666666666666,0.5522388059701493,0.5522388059701493,0.918918918918919,0.047619047619047616,0.7933333333333333,0.5522388059701493,0.5377456375838925,0.5038013888888889,0.013157894736842105,0.05405405405405406,16.891428571428573,24.493913043478262,0.293713163064833,1.0,,,1.0,21.0,5.0,2.0,30.0,5.0,16.0,62.0,42.0,2.0,4.0,28.0,6.0,34.0,5.0,1.0,10.0,2.0,16.0,74.0,6.0,1.0,1.0,1.0,14.0,7.0,7.0,11.0,3.0,8.0,6.0,1.0,3.0,,2.0,17.0,2.0,1.0,20.0,,3.0,,,1.0,1.0,,,8.0,3.0,1.0,1.0,3.0,2.0,,,,1.0,60.0,7.0,0.9130434782608695,0.9545454545454546,1.0,0.5555555555555556,0.6666666666666666,0.6388888888888888,0.6818181818181818,0.6777777777777778,0.11428571428571428,0.5,,0.6470588235294118,0.038461538461538464,0.034482758620689655,0.017142857142857144,0.02142857142857143,0.03333333333333333,,,0.12096774193548387,0.10062893081761007,0.07142857142857142,0.015151515151515152,0.6666666666666666,,0.5,0.5,1.0,0.7241379310344828,0.7777777777777778,0.9523809523809523,1.0,,,,0.5386406249999999,0.1282051282051282,0.26495726495726496,4.0,6.0,12.0,9.0,16.0,6.0,16.0,12.0,27.0,9.0,,,,4.0,,,,,1.0,0.375,0.4444444444444444,,0.06896551724137931,,0.19047619047619047,0.5714285714285714,0.5,0.8333333333333334,0.4444444444444444,0.5625,,3.0,11.0,0.3055555555555556,0.2727272727272727,,,,True,
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,55441.0,924,233,1742,1730,280,348,252,3472,46,76,21.0,49.0,76.0,13.0,37.0,24.0,54.0,86,201,37.0,91.0,40,323,1687,34.0,28,76.0,111.0,54.0,24.0,3.0,24.0,92,126,28.0,154,1.0,37,52,58,18,277,3.0,1.0,0.4065934065934066,0.4065934065934066,0.42786069651741293,0.4845890410958904,0.5062695924764891,0.3116438356164384,17.348927875243664,0.12795549374130738,0.13872832369942195,0.016666666666666666,0.13004484304932734,0.031914893617021274,0.024193548387096774,0.1,0.11904761904761904,0.2602739726027397,0.6052631578947368,0.6301369863013698,0.1678082191780822,0.2602739726027397,0.1267123287671233,0.35135135135135137,0.35135135135135137,1.0,0.18493150684931506,0.4444444444444444,0.4444444444444444,1.0,0.4883720930232558,0.571917808219178,0.4444444444444444,0.508136301369863,0.5184977272727272,0.06168831168831169,0.08333333333333333,9.639303482587065,24.563736263736267,0.16073478760045926,14.0,11.0,17.0,16.0,24.0,19.0,2.0,55.0,14.0,20.0,69.0,96.0,22.0,15.0,49.0,12.0,61.0,8.0,4.0,31.0,4.0,14.0,134.0,24.0,1.0,10.0,10.0,22.0,17.0,5.0,25.0,3.0,11.0,12.0,2.0,14.0,,1.0,37.0,1.0,3.0,17.0,3.0,2.0,3.0,1.0,1.0,2.0,5.0,3.0,11.0,14.0,7.0,5.0,14.0,9.0,,,,,69.0,10.0,0.5581395348837209,0.64,0.5588235294117647,0.5,0.6162790697674418,0.5568181818181818,0.625,0.6052631578947368,0.07462686567164178,0.039473684210526314,0.14285714285714285,0.6756756756756757,0.2222222222222222,0.021739130434782608,0.036036036036036036,0.05194805194805195,0.03888888888888889,0.0196078431372549,,0.10699588477366255,0.16433566433566432,0.19148936170212766,0.06578947368421052,0.6428571428571429,0.5434782608695652,0.32653061224489793,0.38095238095238093,0.4375,0.3157894736842105,0.3380281690140845,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.38636363636363635,0.6470588235294118,0.5434265625000001,0.17027863777089783,0.21362229102167182,3.0,4.0,6.0,4.0,11.0,5.0,9.0,7.0,16.0,,,,,,1.0,,,,2.0,0.5555555555555556,0.4375,,0.06578947368421052,,0.06976744186046512,0.13953488372093023,0.6666666666666666,1.0,0.25,0.36363636363636365,0.010869565217391304,3.0,5.0,0.11363636363636363,0.6,1.0,0.3333333333333333,1.0,True,
2430,1610612741,Carlos Boozer,Carlos Boozer,2430,CHI,62792.0,1047,198,1970,1942,323,326,278,3912,97,148,38.0,99.0,185.0,,,,1.0,227,432,,1.0,42,496,1979,61.0,71,98.0,,1.0,,17.0,27.0,186,228,64.0,292,,93,47,64,32,320,8.0,,,,0.5254629629629629,0.5242494226327945,0.5356371490280778,0.0023094688221709007,22.749021313614616,0.2285012285012285,0.14917127071823205,0.09239130434782608,0.21407035175879396,0.06844919786096257,0.09166666666666666,0.29107981220657275,0.14705882352941177,0.3418013856812933,0.6554054054054054,0.7461538461538462,0.22863741339491916,0.42725173210161665,,,,,0.0023094688221709007,,,,0.6129032258064516,0.3441108545034642,,0.4787411085450346,0.4693676056338027,0.06941431670281996,0.06956521739130435,9.881481481481481,25.5,0.16395939086294417,24.0,15.0,21.0,43.0,87.0,36.0,6.0,78.0,35.0,7.0,77.0,356.0,34.0,28.0,43.0,13.0,56.0,11.0,2.0,28.0,3.0,12.0,125.0,47.0,,15.0,8.0,31.0,21.0,10.0,26.0,9.0,15.0,34.0,5.0,11.0,1.0,4.0,60.0,5.0,2.0,56.0,3.0,9.0,8.0,,4.0,,,4.0,2.0,13.0,8.0,4.0,13.0,7.0,1.0,,3.0,5.0,77.0,3.0,0.7841409691629956,0.8476190476190476,0.5901639344262295,0.49295774647887325,0.5806451612903226,0.49295774647887325,0.582089552238806,0.506578947368421,0.06481481481481481,0.12162162162162163,0.10101010101010101,0.43333333333333335,0.2830188679245283,,0.06258322237017311,0.09716599190283401,0.045454545454545456,0.0457516339869281,0.09375,0.21839080459770116,0.19705882352941176,0.15555555555555556,0.0449438202247191,0.5384615384615384,0.7835051546391752,0.43434343434343436,0.48314606741573035,0.627906976744186,0.4702702702702703,0.4702702702702703,0.8620689655172413,0.631578947368421,0.2916666666666667,0.29577464788732394,0.7142857142857143,0.5344764705882352,0.15725806451612903,0.15524193548387097,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,0.016129032258064516,,,,,,,,,,,,,True,
201600,1610612741,Omer Asik,Omer Asik,201600,CHI,12402.0,207,1,381,388,92,105,58,769,9,19,10.0,1.0,,,,,,9,20,,,5,23,400,10.0,4,6.0,,,,4.0,6.0,23,32,17.0,49,,20,14,10,4,91,1.0,,,,0.45,0.45,0.46,,9.010989010989011,0.16083916083916083,0.15384615384615385,0.0851063829787234,0.15934065934065933,0.08994708994708994,0.08333333333333333,0.1875,0.25,0.95,0.47368421052631576,0.5294117647058824,0.05,,,,,,,,,,1.0,0.95,,0.6425050000000001,0.6899500000000001,0.16666666666666666,0.16666666666666666,1.485,,0.24146981627296588,3.0,3.0,4.0,,,3.0,4.0,10.0,3.0,4.0,10.0,12.0,4.0,2.0,5.0,2.0,7.0,1.0,1.0,2.0,,3.0,16.0,13.0,,3.0,1.0,4.0,3.0,1.0,9.0,,3.0,7.0,1.0,6.0,,1.0,16.0,2.0,5.0,11.0,,3.0,2.0,,6.0,,1.0,,1.0,12.0,8.0,4.0,12.0,8.0,1.0,1.0,2.0,1.0,10.0,1.0,0.6666666666666666,0.8571428571428571,0.3,0.75,0.3,0.75,0.35714285714285715,0.625,0.1,0.10526315789473684,,0.5625,0.2,,0.09154929577464789,0.03773584905660377,0.16666666666666666,0.1016949152542373,0.09090909090909091,0.10810810810810811,0.1724137931034483,,0.1111111111111111,0.6666666666666666,0.6666666666666666,,,,,,,0.3,,1.0,0.75,0.6492,0.43478260869565216,0.43478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1888,1610612741,Richard Hamilton,Richard Hamilton,1888,CHI,23749.0,396,48,749,747,104,141,104,1496,16,26,3.0,39.0,77.0,3.0,15.0,3.0,11.0,62,142,6.0,26.0,13,155,760,10.0,20,32.0,18.0,11.0,3.0,1.0,3.0,22,27,12.0,39,1.0,33,18,16,7,104,2.0,1.0,0.23076923076923078,0.23076923076923078,0.43661971830985913,0.4226190476190476,0.4476744186046512,0.15476190476190477,22.409909909909906,0.07260726072607261,0.04477611940298507,0.013888888888888888,0.06756756756756757,0.03208556149732621,0.02040816326530612,0.0945945945945946,0.04878048780487805,0.15476190476190477,0.6153846153846154,0.64,0.23214285714285715,0.4583333333333333,0.08928571428571429,0.2,0.2,1.0,0.06547619047619048,0.2727272727272727,0.2727272727272727,1.0,0.21428571428571427,0.30952380952380953,0.2727272727272727,0.4835485119047619,0.4557333333333333,0.041176470588235294,0.04861111111111111,12.162676056338029,24.392307692307693,0.13885180240320427,1.0,1.0,2.0,13.0,33.0,3.0,3.0,12.0,9.0,5.0,23.0,92.0,2.0,6.0,32.0,12.0,44.0,11.0,1.0,23.0,6.0,3.0,100.0,11.0,,2.0,3.0,8.0,5.0,3.0,17.0,2.0,12.0,10.0,2.0,5.0,2.0,2.0,27.0,1.0,4.0,10.0,,1.0,,,,1.0,,5.0,2.0,1.0,1.0,,1.0,1.0,,,,,23.0,2.0,0.7419354838709677,0.7540983606557377,0.3,0.45,0.32142857142857145,0.375,0.375,0.4423076923076923,0.04225352112676056,0.038461538461538464,0.07692307692307693,0.6296296296296297,0.07692307692307693,,0.03642384105960265,0.05660377358490566,0.03614457831325301,0.017699115044247787,,0.05154639175257732,0.07575757575757576,0.038461538461538464,0.03260869565217391,1.0,0.875,0.3333333333333333,0.3611111111111111,0.6153846153846154,0.42857142857142855,0.44,0.7272727272727273,0.3333333333333333,,0.08333333333333333,0.5,0.4839833333333334,0.07741935483870968,0.14838709677419354,1.0,1.0,3.0,,1.0,1.0,4.0,,4.0,,,,,3.0,,,,,,0.25,,,0.025974025974025976,,0.07142857142857142,0.21428571428571427,0.3333333333333333,1.0,0.041666666666666664,,,,3.0,0.125,,,,,True,
200758,1610612741,Ronnie Brewer,Ronnie Brewer,200758,CHI,45317.0,755,143,1420,1438,269,270,185,2858,48,80,24.0,10.0,74.0,12.0,32.0,2.0,7.0,82,164,14.0,39.0,38,244,1429,35.0,23,44.0,42.0,6.0,2.0,9.0,14.0,63,78,35.0,113,3.0,33,40,61,26,265,5.0,1.0,0.358974358974359,0.3684210526315789,0.5,0.5073891625615764,0.5281385281385281,0.1921182266009852,15.661182205971969,0.10210696920583469,0.10526315789473684,0.0661764705882353,0.10266666666666667,0.05345911949685535,0.04597701149425287,0.048484848484848485,0.10476190476190476,0.39408866995073893,0.6,0.7272727272727273,0.04926108374384237,0.3645320197044335,0.15763546798029557,0.375,0.375,1.0,0.034482758620689655,0.2857142857142857,0.2857142857142857,1.0,0.631578947368421,0.5862068965517241,0.3333333333333333,0.5295180693069307,0.5589083333333333,0.12280701754385964,0.13903743315508021,9.912804878048782,24.182051282051283,0.18943661971830986,12.0,11.0,14.0,4.0,30.0,16.0,5.0,43.0,15.0,11.0,50.0,120.0,14.0,15.0,43.0,16.0,59.0,9.0,7.0,26.0,5.0,12.0,134.0,25.0,1.0,1.0,1.0,28.0,18.0,10.0,14.0,3.0,8.0,12.0,2.0,6.0,1.0,1.0,26.0,2.0,6.0,10.0,2.0,1.0,1.0,2.0,2.0,2.0,,3.0,3.0,10.0,7.0,1.0,11.0,7.0,,,,,50.0,2.0,0.7317073170731707,0.8,0.45714285714285713,0.6521739130434783,0.5,0.6290322580645161,0.524390243902439,0.6410256410256411,0.09146341463414634,0.175,0.1,0.5384615384615384,0.02631578947368421,0.017857142857142856,0.05,0.07058823529411765,0.044642857142857144,0.03669724770642202,0.10204081632653061,0.10880829015544041,0.13127413127413126,0.10714285714285714,0.01098901098901099,0.6363636363636364,0.6666666666666666,0.4,0.4444444444444444,0.25,0.40540540540540543,0.40540540540540543,0.9,0.5,0.3333333333333333,0.45161290322580644,0.7857142857142857,0.5173741379310345,0.1762295081967213,0.20491803278688525,3.0,,,1.0,3.0,2.0,3.0,3.0,8.0,,1.0,,,,2.0,1.0,1.0,,2.0,0.6666666666666666,0.375,,,,0.07894736842105263,,,,0.0967741935483871,0.3333333333333333,0.04878048780487805,2.0,5.0,0.16129032258064516,0.4,2.0,0.6666666666666666,1.0,True,
