EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFG2A,TwoPtShootingFoulsDrawn,DefLongMidRangeReboundPct,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGA,SecondChanceFtPoints,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,FTOffRebounds,LostBallOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,LongMidRangeFGM,SecondChanceFG2M,PtsUnassisted3s,PtsPutbacks,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,RecoveredBlocks,SecondChanceFg2Pct,AtRimPctBlocked,OffLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,Travels,Charge Fouls Drawn,BlockedAtRim,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,OffensiveGoaltends,StepOutOfBoundsTurnovers,BlockedCorner3,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,on,Arc3PctBlocked
1627777,1610612755,Georges Niang,Georges Niang,1627777,PHI,8858.0,148.0,4.0,288.0,285,117.0,123.0,27.0,573,2.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,12.0,1.0,1.0,3.0,4.0,4.0,15.0,1.0,1.0,2.0,5.0,3.0,4.0,10.0,27.0,2.0,38.0,322.0,2.0,2.0,6.0,3.0,4.0,5.0,9.0,2.0,23.0,6.0,30.0,15.0,4.0,7.0,3.0,10.0,1.0,2.0,3.0,2.0,2.0,23.0,4.0,5.0,4.0,2.0,11.0,4.0,15.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,6.0,1.0,3.0,14.0,25.0,1.0,3.0,1.0,2.0,1.0,23.0,117.0,1.0,1.0,1.0,1.0,1.0,0.37037037037037035,1.0,0.5555555555555556,0.37037037037037035,0.75,0.75,0.5806451612903226,1.5,0.8076923076923077,0.59375,1.5,0.8214285714285714,0.8709677419354839,11.949685534591195,0.6666666666666666,0.15384615384615385,0.06153846153846154,0.07142857142857142,0.06896551724137931,0.06666666666666667,0.031746031746031744,0.047619047619047616,0.125,0.05555555555555555,0.0967741935483871,0.057692307692307696,0.1111111111111111,0.0625,0.06451612903225806,1.0,1.0,1.0,0.03225806451612903,1.0,1.0,1.0,0.03225806451612903,0.3870967741935484,0.5,0.5,1.0,0.4838709677419355,0.26666666666666666,0.26666666666666666,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.15384615384615385,1.0,0.3076923076923077,0.75,0.38461538461538464,0.4,0.9354838709677419,0.26666666666666666,0.5312709677419355,0.4992,0.15789473684210525,0.6052631578947368,6.375000000000001,25.21851851851852,0.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627788,1610612755,Furkan Korkmaz,Furkan Korkmaz,1627788,PHI,2045.0,34.0,-10.0,70.0,65,37.0,18.0,8.0,135,1.0,3.0,,1.0,,2.0,,1.0,4.0,,,1.0,3.0,,1.0,,,,,1.0,5.0,1.0,5.0,2.0,7.0,83.0,,,,,3.0,1.0,3.0,,3.0,2.0,3.0,1.0,,,,,,,,,,,,3.0,3.0,1.0,7.0,,7.0,,,,,,,,1.0,,1.0,,1.0,1.0,5.0,1.0,3.0,,2.0,,3.0,37.0,1.0,,1.0,1.0,1.0,0.2,,0.3333333333333333,0.2,0.2,,0.25,,0.25,0.3181818181818182,,0.25,0.5,15.384615384615383,,1.0,0.15,0.1875,,0.16666666666666666,,,,0.14285714285714285,,0.14285714285714285,0.2222222222222222,,0.3,0.3333333333333333,0.3333333333333333,1.0,0.2,,,,,0.4,0.25,0.25,1.0,0.1,,,,,,,,,,0.16666666666666666,,0.5,0.3333333333333333,,,0.8,,0.560735,0.5516833333333334,,0.42857142857142855,4.140000000000001,23.8,0.5285714285714286,1.0,1.0,0.3333333333333333,0.4534,0.09090909090909091,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1629003,1610612755,Shake Milton,Shake Milton,1629003,PHI,4568.0,76.0,-4.0,149.0,148,57.0,43.0,16.0,297,1.0,3.0,,,5.0,9.0,,2.0,5.0,1.0,2.0,,2.0,2.0,4.0,,,1.0,2.0,6.0,12.0,4.0,9.0,6.0,30.0,171.0,1.0,2.0,4.0,,1.0,1.0,4.0,6.0,9.0,10.0,12.0,4.0,2.0,4.0,3.0,7.0,2.0,1.0,3.0,,1.0,17.0,,2.0,3.0,1.0,6.0,3.0,9.0,1.0,4.0,1.0,3.0,,,,2.0,,2.0,,1.0,3.0,8.0,,6.0,,10.0,2.0,9.0,57.0,,2.0,0.8333333333333334,0.8333333333333334,1.0,0.4444444444444444,0.5,0.25,0.4444444444444444,0.5,,0.5714285714285714,0.5,0.3,0.6,0.5,0.5,0.42857142857142855,16.071428571428573,,0.14285714285714285,0.07317073170731707,0.06451612903225806,,0.06944444444444445,0.030303030303030304,,,0.125,0.07142857142857142,0.03571428571428571,0.3333333333333333,0.1,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.42857142857142855,0.5555555555555556,0.625,0.8,,0.23809523809523808,0.4,0.4,1.0,0.19047619047619047,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,,,,,,0.4,,0.4,0.5,0.5714285714285714,0.5,0.5151500000000001,0.5372899999999999,0.13333333333333333,0.3,7.233333333333332,25.11111111111111,0.3825503355704698,1.0,1.0,,0.5832,0.13043478260869565,0.07692307692307693,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.08333333333333333,0.1111111111111111,0.2,0.05714285714285714,0.08333333333333333,0.058823529411764705,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,29113.0,485.0,,924.0,920,236.0,246.0,89.0,1844,38.0,52.0,10.0,12.0,22.0,50.0,11.0,1.0,9.0,,,1.0,1.0,25.0,60.0,4.0,8.0,13.0,23.0,62.0,113.0,26.0,69.0,47.0,249.0,1038.0,4.0,8.0,22.0,19.0,29.0,14.0,24.0,14.0,94.0,60.0,60.0,60.0,25.0,22.0,25.0,47.0,10.0,15.0,15.0,7.0,,119.0,1.0,25.0,11.0,,36.0,6.0,42.0,1.0,9.0,4.0,5.0,15.0,3.0,9.0,6.0,6.0,21.0,,5.0,6.0,24.0,,35.0,2.0,50.0,3.0,94.0,236.0,3.0,3.0,0.4838709677419355,0.4918032786885246,0.7692307692307693,0.37681159420289856,0.5,0.5833333333333334,0.37681159420289856,0.5486725663716814,0.6551724137931034,0.554945054945055,0.75,0.7547169811320755,0.6113861386138614,0.7857142857142857,0.7966101694915254,0.3791208791208791,21.79863147605083,0.7142857142857143,,0.04932735426008968,0.1141552511415525,0.0048543689320388345,0.08144796380090498,0.014388489208633094,0.0072992700729927005,,0.06349206349206349,0.05555555555555555,0.10843373493975904,0.1320754716981132,0.011627906976744186,0.2857142857142857,0.7307692307692307,0.8085106382978723,0.5,0.27472527472527475,0.44,0.4583333333333333,0.45454545454545453,0.06043956043956044,0.04945054945054945,0.1111111111111111,0.1111111111111111,1.0,0.32967032967032966,0.4166666666666667,0.4166666666666667,0.76,,,,0.6666666666666666,0.5,1.0,0.22641509433962265,0.8333333333333334,0.018867924528301886,1.0,0.4339622641509434,0.5652173913043478,0.6648351648351648,0.4166666666666667,0.5329521978021978,0.5206056603773584,0.08835341365461848,0.37751004016064255,6.528318584070796,26.560869565217388,0.2554112554112554,4.0,22.0,0.02857142857142857,0.48254,0.11055276381909548,0.16923076923076924,1.0,4.0,64.0,7.0,5.0,,1.0,2.0,2.0,,,2.0,2.0,2.0,0.061946902654867256,0.04,,0.023696682464454975,0.029850746268656716,0.018018018018018018,0.08333333333333333,,1.0,2.0,3.0,18.0,2.0,1.0,5.0,3.0,1.0,0.75,0.09615384615384616,0.030303030303030304,0.5,0.18181818181818182,0.18181818181818182,0.5,1.0,,,,,,,,,,,,,,,,,True,
203954,1610612755,Joel Embiid,Joel Embiid,203954,PHI,20227.0,337.0,23.0,638.0,638,163.0,170.0,61.0,1276,32.0,42.0,4.0,8.0,13.0,43.0,26.0,1.0,2.0,1.0,1.0,,1.0,4.0,25.0,1.0,4.0,,4.0,58.0,111.0,5.0,27.0,60.0,191.0,702.0,2.0,5.0,29.0,9.0,27.0,,5.0,24.0,42.0,70.0,12.0,25.0,4.0,8.0,8.0,16.0,4.0,4.0,8.0,,,40.0,9.0,28.0,42.0,6.0,76.0,19.0,95.0,2.0,4.0,3.0,1.0,12.0,6.0,6.0,17.0,6.0,29.0,1.0,5.0,17.0,31.0,2.0,75.0,10.0,71.0,9.0,42.0,163.0,2.0,9.0,0.603448275862069,0.6730769230769231,0.8,0.18518518518518517,0.4,,0.18518518518518517,0.5225225225225225,0.3333333333333333,0.4746376811594203,0.631578947368421,0.28125,0.5650887573964497,0.6904761904761905,0.4666666666666667,0.1956521739130435,28.04532577903683,0.41379310344827586,0.5,0.2545454545454545,0.18421052631578946,0.06338028169014084,0.22082018927444794,0.06666666666666667,0.05319148936170213,0.08333333333333333,0.2608695652173913,0.26229508196721313,0.20491803278688525,0.1,0.031746031746031744,0.30434782608695654,0.7619047619047619,0.8888888888888888,0.75,0.3115942028985507,0.3023255813953488,0.325,0.46153846153846156,0.18840579710144928,0.014492753623188406,0.5,0.5,1.0,0.18115942028985507,0.16,0.16,0.75,0.05263157894736842,1.0,1.0,0.21052631578947367,0.25,1.0,0.25,0.5,0.03125,,0.125,,0.5,0.16,0.4920847826086957,0.45852812500000006,0.1518324607329843,0.2198952879581152,8.126126126126126,26.21851851851852,0.2554858934169279,14.0,31.0,0.2413793103448276,0.5678964285714285,0.19375,0.23308270676691728,12.0,5.0,46.0,11.0,10.0,,3.0,3.0,4.0,,,6.0,3.0,6.0,0.0990990990990991,0.06976744186046512,,0.06993006993006994,0.12195121951219512,0.0641025641025641,0.631578947368421,,8.0,13.0,9.0,3.0,12.0,1.0,9.0,,4.0,0.6428571428571429,0.14285714285714285,,0.6666666666666666,0.5,0.5416666666666666,0.38461538461538464,0.6666666666666666,3.0,2.0,2.0,1.0,2.0,0.07692307692307693,0.25,,,,,,,,,,True,
1629680,1610612755,Matisse Thybulle,Matisse Thybulle,1629680,PHI,5702.0,95.0,-50.0,181.0,187,79.0,79.0,20.0,368,4.0,6.0,2.0,3.0,,1.0,,2.0,6.0,,,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,7.0,3.0,9.0,1.0,18.0,233.0,1.0,1.0,8.0,2.0,3.0,1.0,3.0,,7.0,6.0,9.0,3.0,1.0,2.0,,2.0,,,1.0,,1.0,4.0,1.0,2.0,2.0,,4.0,2.0,6.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,,2.0,,,3.0,11.0,,5.0,1.0,1.0,,7.0,79.0,1.0,,0.75,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.53125,1.1666666666666667,0.5833333333333334,0.5625,1.3333333333333333,0.5833333333333334,0.5625,8.955223880597016,0.5,,0.05405405405405406,0.06060606060606061,0.03125,0.05714285714285714,0.024096385542168676,,0.09090909090909091,,0.05555555555555555,0.07407407407407407,,0.1111111111111111,0.375,0.6666666666666666,0.6666666666666666,0.75,0.0625,,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,1.0,1.0,0.5,0.6666666666666666,0.16666666666666666,,0.3333333333333333,0.5,0.9375,0.3333333333333333,0.589246875,0.5973083333333333,0.4444444444444444,0.3888888888888889,3.1571428571428575,24.477777777777778,0.43646408839779005,2.0,1.0,0.09090909090909091,0.8435,0.0625,0.14285714285714285,2.0,1.0,2.0,,1.0,,,,2.0,,,5.0,3.0,6.0,,,,0.0196078431372549,0.0625,,0.6666666666666666,,2.0,,2.0,,2.0,3.0,1.0,,3.0,1.0,,,0.5,,,,1.0,,,1.0,1.0,,,0.5,1.0,1.0,,,,,,,,True,
1630194,1610612755,Paul Reed,Paul Reed,1630194,PHI,6052.0,101.0,1.0,192.0,195,56.0,45.0,25.0,387,9.0,16.0,2.0,3.0,1.0,4.0,2.0,,,,,,,,,,,,,10.0,22.0,,,2.0,22.0,219.0,,,7.0,3.0,4.0,,,,6.0,16.0,,,,3.0,5.0,8.0,2.0,3.0,3.0,,,21.0,6.0,8.0,9.0,1.0,18.0,13.0,31.0,2.0,6.0,4.0,2.0,1.0,,,5.0,1.0,6.0,1.0,1.0,13.0,24.0,2.0,4.0,1.0,3.0,,6.0,56.0,,,0.8,0.8888888888888888,,,,,,0.45454545454545453,0.75,0.45454545454545453,0.3,0.75,0.5,0.35,0.75,,12.727272727272727,0.16666666666666666,0.1111111111111111,0.23684210526315788,0.17391304347826086,0.15384615384615385,0.20238095238095238,0.13978494623655913,0.07692307692307693,0.3076923076923077,0.3,0.3,0.21212121212121213,0.07692307692307693,0.2222222222222222,0.7272727272727273,0.5625,0.6923076923076923,0.7777777777777778,0.18181818181818182,0.25,0.25,1.0,0.09090909090909091,,,,,,,,,,,,,,,0.75,0.6666666666666666,,,,,0.7272727272727273,,0.5546000000000001,0.50315,0.3181818181818182,0.2727272727272727,3.8363636363636364,,0.2916666666666667,10.0,3.0,,0.5737875,0.13636363636363635,0.13636363636363635,7.0,1.0,4.0,3.0,7.0,,1.0,1.0,4.0,,,5.0,2.0,5.0,0.13636363636363635,,,0.12962962962962962,0.08333333333333333,0.13043478260869565,0.7,,3.0,,3.0,,2.0,,3.0,,4.0,0.3,0.1875,0.2857142857142857,0.8,,,,0.42857142857142855,,,3.0,,,,0.3333333333333333,,,1.0,,,,,,,True,
201935,1610612755,James Harden,James Harden,201935,PHI,24344.0,406.0,21.0,771.0,766,180.0,190.0,74.0,1537,28.0,41.0,6.0,7.0,5.0,28.0,2.0,1.0,3.0,,,,,23.0,62.0,2.0,5.0,7.0,18.0,34.0,71.0,24.0,65.0,58.0,198.0,856.0,2.0,5.0,14.0,7.0,13.0,7.0,18.0,19.0,54.0,10.0,18.0,62.0,23.0,56.0,30.0,86.0,17.0,13.0,41.0,12.0,3.0,202.0,5.0,23.0,18.0,5.0,46.0,10.0,56.0,4.0,8.0,5.0,3.0,22.0,5.0,14.0,14.0,8.0,36.0,1.0,5.0,14.0,24.0,1.0,47.0,,63.0,3.0,54.0,180.0,,3.0,0.14705882352941177,0.15151515151515152,0.25,0.36923076923076925,0.4,0.3888888888888889,0.36923076923076925,0.4788732394366197,0.5384615384615384,0.5147058823529411,0.625,0.5645161290322581,0.6,0.7,0.675,0.47794117647058826,23.563892145369287,0.6111111111111112,0.3333333333333333,0.09574468085106383,0.12234042553191489,0.028409090909090908,0.10904255319148937,0.02857142857142857,0.01694915254237288,0.05172413793103448,0.05555555555555555,0.10810810810810811,0.1347517730496454,0.0851063829787234,0.058823529411764705,0.3014705882352941,0.6829268292682927,0.7567567567567568,0.17857142857142858,0.20588235294117646,0.17857142857142858,0.22727272727272727,,0.014705882352941176,0.022058823529411766,0.3333333333333333,0.3333333333333333,1.0,0.45588235294117646,0.3709677419354839,0.3709677419354839,0.21739130434782608,,,,0.625,0.4,0.5,0.22580645161290322,0.8571428571428571,,,0.5806451612903226,0.3888888888888889,0.7794117647058824,0.3709677419354839,0.5297904411764707,0.49520967741935484,0.0707070707070707,0.2727272727272727,5.090140845070422,26.404615384615386,0.23346303501945526,3.0,25.0,0.11666666666666667,0.5199125,0.1728395061728395,0.26595744680851063,2.0,4.0,58.0,10.0,5.0,,4.0,2.0,1.0,,3.0,7.0,6.0,7.0,0.14084507042253522,0.21428571428571427,,0.028735632183908046,0.017241379310344827,0.043478260869565216,0.25,0.04411764705882353,2.0,1.0,2.0,54.0,2.0,1.0,2.0,,4.0,0.6666666666666666,0.0975609756097561,,0.5714285714285714,0.5,0.5,,1.0,,,1.0,,,,,,,,,,,,,,True,
202699,1610612755,Tobias Harris,Tobias Harris,202699,PHI,25187.0,420.0,3.0,793.0,786,163.0,179.0,78.0,1579,30.0,45.0,4.0,5.0,20.0,38.0,10.0,9.0,23.0,,1.0,3.0,6.0,9.0,27.0,,4.0,3.0,7.0,53.0,93.0,18.0,50.0,18.0,178.0,884.0,,5.0,12.0,8.0,13.0,6.0,13.0,9.0,43.0,52.0,48.0,27.0,9.0,13.0,16.0,29.0,11.0,5.0,8.0,5.0,,74.0,5.0,41.0,32.0,4.0,77.0,10.0,87.0,4.0,12.0,6.0,6.0,9.0,1.0,3.0,8.0,6.0,17.0,2.0,5.0,15.0,32.0,4.0,15.0,,20.0,1.0,43.0,163.0,4.0,1.0,0.49056603773584906,0.5098039215686274,0.8888888888888888,0.36,,0.46153846153846156,0.36,0.5698924731182796,0.6153846153846154,0.5594405594405595,0.26666666666666666,0.6538461538461539,0.5855263157894737,0.35294117647058826,0.7166666666666667,0.34965034965034963,19.204545454545453,0.5294117647058824,0.2857142857142857,0.1693121693121693,0.21465968586387435,0.026595744680851064,0.19210526315789472,0.027247956403269755,0.03225806451612903,0.015625,0.13725490196078433,0.16216216216216217,0.21830985915492956,0.20408163265306123,0.06060606060606061,0.3146853146853147,0.6666666666666666,0.7142857142857143,0.5666666666666667,0.26573426573426573,0.5263157894736842,0.5555555555555556,0.35,0.06993006993006994,0.16083916083916083,0.391304347826087,0.391304347826087,0.8888888888888888,0.1888111888111888,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.06666666666666667,,,0.26666666666666666,,,0.19230769230769232,0.8,0.23076923076923078,0.5,0.2692307692307692,0.42857142857142855,0.6643356643356644,0.3333333333333333,0.5316097902097902,0.5125403846153846,0.06741573033707865,0.24157303370786518,6.478494623655914,24.904000000000007,0.2055485498108449,10.0,10.0,0.203125,0.5399769230769231,0.06622516556291391,0.09900990099009901,7.0,4.0,54.0,5.0,5.0,,2.0,,,,,8.0,3.0,9.0,0.053763440860215055,0.05263157894736842,,0.027932960893854747,0.03333333333333333,0.033707865168539325,0.4666666666666667,,4.0,3.0,4.0,6.0,4.0,1.0,2.0,,7.0,0.4,0.06666666666666667,,0.7777777777777778,0.3,0.3,0.6666666666666666,0.5714285714285714,,,1.0,4.0,,,0.5,1.0,,,1.0,1.0,,,,,True,
200794,1610612755,Paul Millsap,Paul Millsap,200794,PHI,314.0,5.0,-2.0,10.0,9,,,1.0,19,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,2.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.25,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
