EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,Corner3Frequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,NonShootingPenaltyNonTakeFouls,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FG2M,FG2A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,PenaltyFtPoints,PenaltyPoints,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,LiveBallTurnoverPct,DefAtRimReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Corner3FGM,PenaltyCorner3FGA,FG3M,PtsAssisted3s,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,Fg2aBlocked,ThreePtAssists,Corner3Assists,BadPassOutOfBoundsTurnovers,FG2APctBlocked,AtRimPctBlocked,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,Steals,BadPassSteals,StepOutOfBoundsTurnovers,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,on,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,Fg3aBlocked,Arc3Assists,OffThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,Travels,SecondChanceTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APctBlocked,Corner3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,OffLongMidRangeReboundPct,SecondChanceFtPoints,FTOffRebounds,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ShortMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,ThreePtShootingFoulsDrawnPct,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceAtRimPctAssisted,OffensiveGoaltends,Technical Free Throw Trips,Charge Fouls Drawn,DefensiveGoaltends,LongMidRangePctBlocked,Arc3PctBlocked,BlockedCorner3,HeaveAttempts
1627777,1610612755,Georges Niang,Georges Niang,1627777,PHI,355.0,6,-4,10,10,3.0,9.0,20,1.0,2.0,1.0,3.0,15,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,30.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5345,0.47325,25.233333333333334,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629003,1610612755,Shake Milton,Shake Milton,1629003,PHI,154.0,3,2,5,4,3.0,4.0,9,,,,,2,,,,,,,,1.0,3.0,,,,,,,,,,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201599,1610612755,DeAndre Jordan,DeAndre Jordan,201599,PHI,1841.0,31,-31,57,57,3.0,13.0,114,,,,,88,,,1.0,1.0,,2.0,2.0,4.0,3.0,,11.864406779661017,,,,1.0,0.67074,,,0.05263157894736842,1.0,2.0,5.0,5.0,1.0,1.0,5.0,5.0,10.0,1.0,1.0,2.0,8.0,2.0,2.0,1.0,1.0,5.0,1.0,6.0,1.0,7.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.16666666666666666,0.38461538461538464,0.23076923076923078,0.045454545454545456,0.2,0.14285714285714285,0.4,0.375,0.5,1.0,1.0,1.0,0.8,1.0,1.0,0.5934,0.2,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201935,1610612755,James Harden,James Harden,201935,PHI,1726.0,29,-27,54,54,3.0,13.0,108,,5.0,,5.0,82,,5.0,6.0,6.0,,12.0,2.0,2.0,3.0,0.8333333333333334,19.642857142857142,,0.8333333333333334,,0.8333333333333334,0.5181333333333333,,26.060000000000002,0.05555555555555555,,2.0,,,,,1.0,1.0,6.0,,,,2.0,,,5.0,,2.0,1.0,3.0,,3.0,1.0,1.0,3.0,,4.0,,,,,,,1.0,1.0,1.0,,0.16666666666666666,,0.375,,0.09090909090909091,,0.15384615384615385,0.125,,,,0.2,0.125,,,,,,,,,,8.6,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,0.6666666666666666,0.25,0.16666666666666666,1.0,1.0,1.0,0.25,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201980,1610612755,Danny Green,Danny Green,201980,PHI,1466.0,24,-18,47,46,3.0,8.0,93,4.0,2.0,,6.0,66,1.0,2.0,1.0,1.0,,2.0,,1.0,3.0,1.0,12.5,0.6666666666666666,0.3333333333333333,,1.0,0.577825,0.60645,24.233333333333334,0.06382978723404255,,1.0,,,,,,,3.0,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,0.25,,0.25,,,,0.2,0.1,,,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,0.16666666666666666,0.16666666666666666,0.25,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629680,1610612755,Matisse Thybulle,Matisse Thybulle,1629680,PHI,125.0,2,-7,3,4,,,7,,,,,9,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,1687.0,28,-33,52,53,,9.0,105,,1.0,,1.0,86,,1.0,1.0,2.0,,5.0,,1.0,,0.09090909090909091,25.925925925925924,,0.09090909090909091,,0.45454545454545453,0.5364363636363637,,28.4,,,2.0,3.0,4.0,,,6.0,10.0,15.0,,,,2.0,10.0,,,,,,,,,1.0,,1.0,,2.0,,,,,,,0.16666666666666666,0.16666666666666666,0.6,,0.5454545454545454,,0.5769230769230769,,,,,,,,,,,,0.36363636363636365,0.75,1.0,0.3333333333333333,,,,,6.7700000000000005,3.0,6.0,3.0,,,1.0,,,,4.0,2.0,,,,,0.5454545454545454,0.5,0.5,,0.15384615384615385,0.16666666666666666,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.1,0.25,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202699,1610612755,Tobias Harris,Tobias Harris,202699,PHI,1677.0,28,-30,52,52,,9.0,104,1.0,2.0,,3.0,83,,2.0,2.0,2.0,,4.0,1.0,1.0,,0.2,33.33333333333333,0.06666666666666667,0.13333333333333333,,0.4666666666666667,0.51095,,25.03333333333333,,,2.0,4.0,4.0,,,10.0,12.0,23.0,,1.0,,12.0,8.0,,2.0,,2.0,2.0,4.0,,4.0,3.0,1.0,3.0,,,,,,,,,0.6,0.6,0.8333333333333334,,0.7666666666666667,,0.7666666666666667,,0.18181818181818182,,0.16666666666666666,0.17391304347826086,,,0.14285714285714285,0.2,0.14285714285714285,,0.26666666666666666,1.0,1.0,0.75,,,0.4026,,7.283333333333334,5.0,7.0,,,,,,,,,,,,,,0.4666666666666667,0.7142857142857143,0.7142857142857143,0.4,,,,,,1.0,,,0.3333333333333333,0.3333333333333333,,,,,,,,1.0,,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,0.06666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627788,1610612755,Furkan Korkmaz,Furkan Korkmaz,1627788,PHI,174.0,3,-7,5,5,,,10,1.0,,,1.0,9,,,,,,,,,,1.0,16.666666666666668,1.0,,,1.0,0.56535,,23.3,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627777,1610612755,Georges Niang,Georges Niang,1627777,PHI,11531.0,192,28,375,372,155.0,153.0,747,14.0,26.0,10.0,40.0,410,15.0,26.0,6.0,10.0,1.0,24.0,17.0,29.0,155.0,0.8888888888888888,12.926829268292684,0.3111111111111111,0.5777777777777777,0.5,0.9555555555555556,0.5273777777777778,0.5039499999999999,25.362500000000004,0.41333333333333333,2.0,34.0,3.0,3.0,,,4.0,5.0,58.0,,,6.0,8.0,,,3.0,,7.0,5.0,14.0,4.0,18.0,3.0,,7.0,1.0,4.0,1.0,,,,,,1.0,1.0,0.8,,0.6222222222222222,1.5,0.6304347826086957,1.5,0.05555555555555555,,0.08235294117647059,0.06857142857142857,0.026845637583892617,,0.08888888888888889,0.08196721311475409,0.08333333333333333,,0.06666666666666667,1.0,1.0,1.0,,,,0.10344827586206896,5.200000000000001,1.0,1.0,2.0,2.0,31.0,2.0,4.0,3.0,1.0,2.0,,31.0,0.7380952380952381,0.5714285714285714,0.043478260869565216,0.022222222222222223,1.0,1.0,1.0,,,0.5344827586206896,6.0,5.0,16.0,48.0,1.0,0.4,0.4,0.42857142857142855,0.46153846153846156,1.0,0.25,,4.0,2.0,1.0,,,,1.0,10.0,,10.0,3.0,2.0,,,0.022222222222222223,,,,0.38461538461538464,0.38461538461538464,0.38461538461538464,False,3.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,4.0,5.0,7.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.4666666666666667,0.8,0.725,0.025,0.07142857142857142,0.13333333333333333,0.05714285714285714,0.0392156862745098,0.10526315789473684,0.047619047619047616,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.15,1.0,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
