EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Corner3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,FTDefRebounds,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,Offensive Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyArc3Frequency,Arc3FGM,SecondChanceArc3FGA,SecondChanceFG3A,HeaveAttempts,NonHeaveArc3FGM,Corner3Assists,BadPassSteals,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,NonShootingPenaltyNonTakeFouls,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,Fg2aBlocked,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,DefCorner3ReboundPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceCorner3FGA,PenaltyCorner3FGA,PtsUnassisted3s,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,on,OffensiveGoaltends,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,Charge Fouls,BlockedLongMidRange
1627884,1610612741,Derrick Jones Jr.,Derrick Jones Jr.,1627884,CHI,520.0,9,-8,19,20,5.0,18,1,39,2.0,2.0,1.0,2.0,2,1.0,1.0,5,28,4.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.3333333333333333,15.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,0.6400666666666667,0.3333333333333333,0.5,2.05,23.4,0.2631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1628396,1610612741,Tony Bradley,Tony Bradley,1628396,CHI,319.0,5,8,13,14,8.0,4,1,27,2.0,2.0,,4.0,4,,,8,6,6.0,,,,,,,8.0,0.75,0.75,1.0,1.0,1.0,,28.57142857142857,0.5,1.0,1.0,1.0,,0.5,0.634175,,,6.4,,0.6153846153846154,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,0.375,0.3333333333333333,0.36363636363636365,1.0,0.3333333333333333,0.25,0.5,0.25,1.0,1.0,1.0,0.25,1.0,1.0,0.5,1.0,0.6306,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1628972,1610612741,Troy Brown Jr.,Troy Brown Jr.,1628972,CHI,1353.0,23,-7,49,51,11.0,14,4,100,,,3.0,1.0,2,6.0,,8,49,2.0,,1.0,,,,,11.0,1.0,1.0,0.5,0.5,0.5,0.75,20.754716981132074,,,,,0.375,0.75,0.5030375,,,13.4,25.25,0.22448979591836735,,,1.0,1.0,,1.0,1.0,1.0,2.0,,,1.0,,3.0,2.0,3.0,6.0,6.0,2.0,1.0,0.5,0.5,0.25,0.14285714285714285,0.19230769230769232,0.3333333333333333,0.2,0.25,0.18181818181818182,0.125,1.0,1.0,1.0,0.125,,,,,0.45345,0.25,2.0,3.0,1.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1629632,1610612741,Coby White,Coby White,1629632,CHI,2670.0,44,-33,92,96,13.0,36,6,188,1.0,1.0,2.0,1.0,3,14.0,1.0,12,115,,1.0,3.0,3.0,2.0,,1.0,13.0,,,0.3333333333333333,0.3235294117647059,0.3333333333333333,0.8235294117647058,22.448979591836736,0.058823529411764705,1.0,1.0,,0.11764705882352941,0.8823529411764706,0.530328125,0.05555555555555555,0.25,8.733333333333333,28.61428571428571,0.14130434782608695,,,,1.0,,1.0,,1.0,,2.0,,5.0,,15.0,6.0,3.0,9.0,9.0,,,,,0.15789473684210525,0.2608695652173913,0.21428571428571427,,0.1111111111111111,0.4,0.3333333333333333,0.058823529411764705,,,,0.058823529411764705,,,,,0.46576666666666666,,1.0,12.0,2.0,3.0,2.0,9.0,11.0,5.0,3.0,,1.0,,4.0,,3.0,,4.0,,1.0,0.21428571428571427,0.23076923076923078,1.0,,0.5,0.5,1.0,0.7058823529411765,0.6666666666666666,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1630172,1610612741,Patrick Williams,Patrick Williams,1630172,CHI,9169.0,153,-78,318,321,34.0,61,22,639,7.0,10.0,11.0,15.0,26,21.0,8.0,59,379,16.0,14.0,15.0,11.0,11.0,1.0,5.0,34.0,0.5333333333333333,0.6666666666666666,0.5769230769230769,0.5425531914893617,0.5673076923076923,0.44680851063829785,17.201166180758015,0.2127659574468085,0.7,0.875,0.5714285714285714,0.23404255319148937,0.6595744680851063,0.5297755319148936,0.09803921568627451,0.16666666666666666,9.173076923076923,24.280952380952378,0.1069182389937107,1.0,1.0,2.0,6.0,6.0,10.0,1.0,1.0,3.0,14.0,1.0,4.0,,11.0,7.0,12.0,21.0,27.0,3.0,1.0,0.3333333333333333,0.375,0.16216216216216217,0.109375,0.13768115942028986,0.125,0.11538461538461539,0.25,0.12962962962962962,0.1276595744680851,0.3333333333333333,0.3333333333333333,0.5,0.2127659574468085,0.6,0.6,0.3333333333333333,1.0,0.5416166666666666,0.05084745762711865,3.0,10.0,2.0,7.0,2.0,21.0,10.0,3.0,1.0,2.0,5.0,,3.0,4.0,,,7.0,,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.18181818181818182,0.2727272727272727,0.2727272727272727,1.0,0.2127659574468085,0.6666666666666666,4.0,2.0,2.0,,4.0,2.0,5.0,3.0,,,,0.4,0.4,1.0,0.2857142857142857,0.4,3.0,4.0,3.0,5.0,1.0,7.0,1.0,6.0,2.0,1.0,2.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,0.6,0.42857142857142855,0.5,0.07692307692307693,0.2,0.047619047619047616,0.022988505747126436,0.03508771929824561,0.17647058823529413,0.034482758620689655,0.03333333333333333,0.043478260869565216,1.0,0.5,0.5714285714285714,0.75,0.5475333333333333,0.11864406779661017,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
201942,1610612741,DeMar DeRozan,DeMar DeRozan,201942,CHI,8058.0,134,-72,280,282,24.0,54,19,562,7.0,9.0,3.0,25.0,60,6.0,20.0,70,350,14.0,5.0,7.0,23.0,22.0,2.0,11.0,24.0,0.28,0.28,0.4166666666666667,0.3787878787878788,0.4605263157894737,0.09090909090909091,27.1523178807947,0.13636363636363635,0.7777777777777778,0.7777777777777778,0.14285714285714285,0.045454545454545456,0.22727272727272727,0.4661522727272727,0.14666666666666667,0.15942028985507245,13.195,24.016666666666666,0.08571428571428572,1.0,1.0,5.0,18.0,13.0,33.0,1.0,6.0,6.0,36.0,6.0,14.0,,36.0,7.0,8.0,16.0,17.0,6.0,0.16666666666666666,0.16666666666666666,0.375,0.13333333333333333,0.1320754716981132,0.13274336283185842,0.09090909090909091,0.2631578947368421,0.05263157894736842,0.15217391304347827,0.2727272727272727,0.2777777777777778,0.3125,0.2,0.5,0.3939393939393939,0.41935483870967744,0.16666666666666666,1.0,0.46331666666666665,0.08571428571428572,,3.0,,,,,3.0,8.0,5.0,1.0,8.0,2.0,3.0,3.0,2.0,,6.0,1.0,,,,0.5,0.1111111111111111,,,,0.045454545454545456,,,,,,,3.0,6.0,1.0,,,,,,,,,1.0,1.0,1.0,4.0,2.0,4.0,4.0,,4.0,4.0,1.0,,1.0,,1.0,,,1.0,2.0,1.0,,,,,,,0.25,0.25,0.4,0.06666666666666667,,,0.013513513513513514,0.006666666666666667,,,,,,0.38461538461538464,0.25,1.0,0.40315,0.05714285714285714,2.0,1.0,4.0,1.0,0.1111111111111111,0.06060606060606061,0.04,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1630245,1610612741,Ayo Dosunmu,Ayo Dosunmu,1630245,CHI,2980.0,50,-21,106,107,7.0,6,7,213,1.0,1.0,5.0,3.0,7,10.0,1.0,16,116,2.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,0.3333333333333333,0.5,0.42857142857142855,0.4411764705882353,0.47058823529411764,0.5882352941176471,16.666666666666668,0.058823529411764705,1.0,1.0,1.0,0.29411764705882354,0.6470588235294118,0.5382176470588235,0.058823529411764705,0.14285714285714285,10.671428571428573,24.38,0.0660377358490566,,,1.0,3.0,1.0,3.0,,,,4.0,7.0,8.0,2.0,17.0,3.0,2.0,5.0,7.0,,,,,0.06666666666666667,0.15,0.1,,0.125,0.08333333333333333,0.1875,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.17647058823529413,0.3333333333333333,0.3333333333333333,,,0.50115,,3.0,5.0,1.0,3.0,1.0,9.0,5.0,1.0,1.0,,1.0,,2.0,,,,2.0,,1.0,0.3,0.3,1.0,,0.6,0.6,1.0,0.29411764705882354,1.0,,,,,,,1.0,2.0,,1.0,,,,,,,,,1.0,1.0,,2.0,,2.0,,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,0.037037037037037035,0.037037037037037035,0.037037037037037035,,0.1111111111111111,0.058823529411764705,,,,,,,0.125,2.0,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,
202696,1610612741,Nikola Vucevic,Nikola Vucevic,202696,CHI,7591.0,127,-58,261,262,25.0,45,18,523,5.0,10.0,3.0,13.0,27,31.0,2.0,55,314,20.0,6.0,8.0,3.0,2.0,,1.0,25.0,0.7692307692307693,0.8333333333333334,0.48148148148148145,0.45689655172413796,0.4661016949152542,0.5344827586206896,22.5,0.1724137931034483,0.5,0.5,0.8,0.05172413793103448,0.7068965517241379,0.5187318965517241,0.01694915254237288,0.03571428571428571,9.448148148148148,26.112903225806452,0.09578544061302682,,,2.0,5.0,6.0,12.0,1.0,2.0,4.0,6.0,5.0,12.0,,31.0,13.0,17.0,31.0,39.0,4.0,0.5,0.2,0.3333333333333333,0.288135593220339,0.24528301886792453,0.26785714285714285,0.3333333333333333,0.25,0.2777777777777778,0.24444444444444444,0.08620689655172414,0.4,0.5,0.5,0.20689655172413793,0.5,0.5,,,0.48191999999999996,0.07272727272727272,,28.0,3.0,9.0,3.0,27.0,28.0,7.0,6.0,1.0,1.0,,3.0,1.0,,,4.0,1.0,1.0,0.2903225806451613,0.2903225806451613,0.75,0.1111111111111111,,,,0.4827586206896552,0.6,9.0,,,,9.0,1.0,1.0,3.0,,,,0.32142857142857145,0.32142857142857145,1.0,,0.32142857142857145,,3.0,1.0,5.0,,2.0,2.0,2.0,1.0,4.0,4.0,4.0,8.0,1.0,,,,,,,5.0,4.0,1.0,5.0,2.0,,0.2,0.2,0.2,0.037037037037037035,,0.05970149253731343,0.05405405405405406,0.05673758865248227,0.0625,0.1,0.061224489795918366,0.02857142857142857,0.4,0.8333333333333334,0.6,,0.51935,0.03636363636363636,1.0,,1.0,,0.2,,0.04,,0.03225806451612903,0.25,,,,,,,,,,,True,,,,,,,,,,,,,
203897,1610612741,Zach LaVine,Zach LaVine,203897,CHI,6265.0,104,-52,214,214,23.0,34,15,428,4.0,9.0,2.0,5.0,16,21.0,11.0,45,257,4.0,1.0,4.0,9.0,12.0,,4.0,23.0,0.4,0.4,0.3125,0.4594594594594595,0.5232558139534884,0.5675675675675675,20.689655172413794,0.24324324324324326,0.4444444444444444,0.6666666666666666,0.5,0.05405405405405406,0.8108108108108109,0.5624094594594595,0.0975609756097561,0.2,5.91875,26.614285714285717,0.10747663551401869,1.0,2.0,,3.0,1.0,4.0,1.0,2.0,11.0,6.0,12.0,17.0,3.0,39.0,4.0,6.0,11.0,11.0,11.0,0.5,0.625,0.7857142857142857,0.1111111111111111,0.10256410256410256,0.10752688172043011,0.16666666666666666,0.10526315789473684,0.058823529411764705,0.08823529411764706,0.08108108108108109,,,,0.10810810810810811,0.25,0.25,0.5,0.5,0.6915375000000001,0.24444444444444444,1.0,19.0,2.0,8.0,2.0,24.0,19.0,5.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,1.0,1.0,0.38095238095238093,0.38095238095238093,0.2,0.1,0.5,0.5,1.0,0.5135135135135135,0.5,7.0,,,,7.0,2.0,1.0,,,1.0,,0.3684210526315789,0.3684210526315789,1.0,,0.3684210526315789,,,,,,,6.0,,4.0,4.0,,,,,1.0,,1.0,,,2.0,,,,,,,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,5.0,,,2.0,0.3333333333333333,,,,,0.2,1.0,1.0,0.5,0.5,,,,,,,True,,,,,,,,,,,,,
1627936,1610612741,Alex Caruso,Alex Caruso,1627936,CHI,4632.0,77,-33,156,154,16.0,23,11,310,2.0,2.0,7.0,2.0,3,12.0,,19,183,4.0,2.0,5.0,5.0,,,,16.0,1.0,1.0,0.6666666666666666,0.6333333333333333,0.6333333333333333,0.8,9.523809523809524,0.13333333333333333,1.0,1.0,1.0,0.4666666666666667,0.9333333333333333,0.58098,,,5.933333333333334,24.34166666666667,0.10256410256410256,,,,,,1.0,,,,,5.0,9.0,,22.0,2.0,3.0,5.0,7.0,,,,,0.08823529411764706,0.058823529411764705,0.07352941176470588,0.1,0.14285714285714285,,0.06451612903225806,,,,,0.06666666666666667,,,,,0.5541,,2.0,5.0,1.0,5.0,2.0,9.0,5.0,4.0,3.0,,1.0,,,1.0,,,1.0,,0.6,0.4166666666666667,0.4166666666666667,,,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,0.5,3.0,1.0,2.0,,3.0,1.0,1.0,,,1.0,,0.6,0.6,0.3333333333333333,0.3333333333333333,0.6,1.0,1.0,1.0,1.0,,2.0,,,,2.0,1.0,1.0,2.0,,1.0,,,,1.0,,4.0,2.0,2.0,4.0,2.0,,1.0,0.3333333333333333,0.3333333333333333,,,0.020833333333333332,0.023255813953488372,0.02197802197802198,,,0.03333333333333333,,0.5,,0.3333333333333333,1.0,0.7251,0.10526315789473684,3.0,,2.0,,,,,,0.043478260869565216,,,,,,1.0,1.0,6.0,1.0,0.3333333333333333,0.5,True,,,,,,,,,,,,,
