EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,FG2A,OpponentPoints,PenaltyFG2A,Fg2aBlocked,PenaltyOffPossExcludingTakeFouls,FG2APctBlocked,AtRimPctBlocked,Usage,AtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,FtPoints,Points,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChancePointsPct,PenaltyPointsPct,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,NonShootingPenaltyNonTakeFouls,LongMidRangeFGA,ThreePtAssists,Arc3Assists,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,LongMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,AtRimFGM,PenaltyAtRimFGM,LongMidRangeFGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG3A,PenaltyFG2M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,FG3APct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,Avg3ptShotDistance,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PtsPutbacks,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SelfOReb,BadPassOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SelfORebPct,PtsUnassisted3s,Loose Ball Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,Fg3aBlocked,Travels,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,3pt And 1 Free Throw Trips,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn
1628971,1610612751,Bruce Brown,Bruce Brown,1628971,BKN,123.0,2.0,-8.0,4,6,4,6,10,1.0,1.0,1.0,8.0,1.0,1.0,4,1.0,1.0,25.0,1.0,1.0,1.0,0.535,0.535,2.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629651,1610612751,Nic Claxton,Nic Claxton,1629651,BKN,347.0,6.0,-10.0,12,13,12,13,25,,,,17.0,,,12,,,7.692307692307692,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630556,1610612751,Kessler Edwards,Kessler Edwards,1630556,BKN,429.0,7.0,-5.0,15,16,15,16,31,,,,19.0,,,15,,,6.25,,,,,,,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201142,1610612751,Kevin Durant,Kevin Durant,201142,BKN,407.0,7.0,-7.0,14,15,14,15,29,,,3.0,19.0,3.0,1.0,14,0.3333333333333333,,46.66666666666667,,,,0.41430000000000006,0.41430000000000006,16.266666666666666,1.0,1.0,6.0,6.0,,,6.0,6.0,,,1.0,1.0,,,3.0,,6.0,3.0,,,,,6.0,3.0,0.5,,0.5,,,0.25,,,,1.0,,1.0,,3.0,,,,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,1610612751,Goran Dragic,Goran Dragic,201609,BKN,264.0,4.0,-4.0,10,10,10,10,20,1.0,1.0,3.0,11.0,3.0,,10,,,36.36363636363637,0.25,0.25,0.5,0.5224125,0.5224125,12.366666666666667,1.0,1.0,,4.0,,,,4.0,1.0,,1.0,1.0,,,,,,,,,,,4.0,,0.5,,0.5,,0.5,0.3333333333333333,0.5,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.25,1.0,1.0,0.5,0.5,1.0,0.25,1.0,0.25,25.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201988,1610612751,Patty Mills,Patty Mills,201988,BKN,218.0,4.0,1.0,8,7,8,7,15,,,,8.0,,,8,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202681,1610612751,Kyrie Irving,Kyrie Irving,202681,BKN,151.0,3.0,1.0,5,5,5,5,10,,,1.0,6.0,1.0,,5,,,20.0,,,,0.4411,0.4411,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203552,1610612751,Seth Curry,Seth Curry,203552,BKN,102.0,2.0,,3,4,3,4,7,,,,5.0,,,3,,,33.333333333333336,,,1.0,0.58395,0.58395,,1.0,,,3.0,,,,3.0,,,,,,,,,,,,,,,3.0,,1.5,,1.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,1.5,1.5,1.0,,,,,,1.0,,1.0,25.3,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630549,1610612751,Day'Ron Sharpe,Day'Ron Sharpe,1630549,BKN,22.0,,2.0,1,1,1,1,2,,,,,,,1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630560,1610612751,Cam Thomas,Cam Thomas,1630560,BKN,22.0,,2.0,1,1,1,1,2,,,,,,,1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
