EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,AtRimPctBlocked,OffCorner3ReboundPct,PenaltyCorner3Frequency,SecondChanceCorner3FGA,Blocked3s,BlockedAtRim,BlockedCorner3,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,FTDefRebounds,Charge Fouls Drawn,BlockedArc3,DefFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Offensive Fouls Drawn,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,on,LongMidRangePctBlocked
1626204,1610612740,Larry Nance Jr.,Larry Nance Jr.,1626204,NOP,4828.0,80,15,157,155,80,57,26.0,312,10.0,12.0,5.0,5.0,6.0,6.0,1.0,5.0,5.0,1.0,11.0,17.0,5.0,6.0,28.0,171,5.0,5.0,2.0,12.0,6.0,7.0,1.0,3.0,15.0,10.0,12.0,10.0,1.0,4.0,3.0,4.0,7.0,4.0,2.0,1.0,18.0,4.0,6.0,5.0,3.0,8.0,10.0,18.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,12.0,2.0,8.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,15.0,80,2.0,0.45454545454545453,0.8333333333333334,0.6470588235294118,1.0,0.8571428571428571,0.5,1.0,0.75,0.56,1.0,0.8333333333333334,0.22727272727272727,14.893617021276597,0.08823529411764706,0.13043478260869565,0.13513513513513514,0.11428571428571428,0.11267605633802817,0.12345679012345678,0.23076923076923078,0.08695652173913043,0.1,0.13793103448275862,0.1,0.13333333333333333,0.12903225806451613,0.16666666666666666,0.1,1.0,0.5454545454545454,0.8333333333333334,0.8333333333333334,0.4,0.22727272727272727,0.2,0.2,1.0,0.22727272727272727,1.0,1.0,0.75,1.0,0.125,0.7727272727272727,0.5368261904761904,0.59075,0.6015571428571429,0.16,0.2,0.42857142857142855,0.5357142857142857,3.2235294117647055,34.0,0.5095541401273885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627742,1610612740,Brandon Ingram,Brandon Ingram,1627742,NOP,11671.0,195,2,384,380,140,87,64.0,764,11.0,14.0,1.0,1.0,6.0,8.0,7.0,26.0,20.0,14.0,32.0,67.0,24.0,35.0,132.0,461,2.0,4.0,3.0,10.0,12.0,25.0,14.0,19.0,52.0,28.0,36.0,2.0,,20.0,23.0,8.0,31.0,5.0,16.0,2.0,70.0,,3.0,8.0,18.0,26.0,3.0,29.0,2.0,3.0,1.0,,6.0,1.0,19.0,12.0,4.0,11.0,,29.0,43.0,4.0,12.0,1.0,1.0,1.0,1.0,52.0,140,2.0,0.4375,0.45161290322580644,0.47761194029850745,0.5,0.48,0.532967032967033,0.4375,0.4230769230769231,0.6018518518518519,0.5,0.5204081632653061,0.26373626373626374,27.39130434782609,0.21176470588235294,0.024793388429752067,0.11428571428571428,,0.16774193548387098,0.016042780748663103,0.030303030303030304,0.03389830508474576,,,0.23529411764705882,0.25,0.12903225806451613,,0.044444444444444446,1.0,0.15384615384615385,0.7857142857142857,0.7857142857142857,0.6363636363636364,0.2857142857142857,0.2692307692307692,0.2916666666666667,0.42857142857142855,0.21978021978021978,0.125,1.0,0.20512820512820512,0.75,0.358974358974359,0.4175824175824176,0.461917032967033,0.46961875000000003,0.454448717948718,0.13,0.16,0.07575757575757576,0.3939393939393939,10.622388059701493,25.783333333333335,0.3645833333333333,14.0,27.0,4.0,4.0,7.0,1.0,4.0,3.0,11.0,1.0,4.0,3.0,30.0,3.0,7.0,2.0,3.0,5.0,2.0,13.0,5.0,1.0,8.0,1.0,1.0,3.0,1.0,5.0,1.0,8.0,6.0,0.9090909090909091,0.4583333333333333,0.25,0.21428571428571427,0.4583333333333333,0.029850746268656716,0.07692307692307693,0.6842105263157895,0.125,0.2967032967032967,0.5185185185185185,0.5185185185185185,0.2857142857142857,0.04395604395604396,1.0,1.0,1.0,0.35,0.35,0.8571428571428571,0.5,0.25,1.0,0.21428571428571427,0.35,0.04,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628984,1610612740,Devonte' Graham,Devonte' Graham,1628984,NOP,955.0,16,-9,29,27,15,6,5.0,56,,1.0,,,,,1.0,2.0,4.0,1.0,1.0,3.0,5.0,,2.0,33,,1.0,,,1.0,1.0,2.0,,2.0,,2.0,,,4.0,1.0,,1.0,,1.0,,2.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,,,,,2.0,,2.0,1.0,,1.0,,1.0,,,,,,,,2.0,15,1.0,,,0.3333333333333333,,1.0,0.125,,0.3333333333333333,0.125,,0.3333333333333333,0.625,29.41176470588235,0.5,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2727272727272727,0.14285714285714285,0.3333333333333333,,,,0.5,1.0,0.2,,,,0.125,,,,0.25,0.5,1.0,,0.5,,,,,0.3333333333333333,0.75,0.48005,0.2582,0.5186833333333333,,,,1.0,5.433333333333333,25.96,0.5172413793103449,,,,1.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,0.6666666666666666,0.5,,,,,,,0.125,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True,
1629637,1610612740,Jaxson Hayes,Jaxson Hayes,1629637,NOP,4865.0,81,-25,157,160,10,3,26.0,317,13.0,16.0,1.0,1.0,,,1.0,6.0,,,14.0,22.0,3.0,7.0,35.0,201,1.0,1.0,3.0,5.0,,1.0,,,,24.0,4.0,,,,,1.0,1.0,,,,3.0,1.0,3.0,6.0,5.0,11.0,4.0,15.0,,,,,,,2.0,,8.0,10.0,,9.0,11.0,1.0,6.0,1.0,,2.0,1.0,,10,,0.8571428571428571,0.8571428571428571,0.6363636363636364,1.0,,0.56,0.3333333333333333,,0.5833333333333334,0.5,,0.12,17.11229946524064,0.13157894736842105,0.05,0.1935483870967742,0.05,0.15942028985507245,0.05,,0.08,0.05,0.0625,0.125,0.14285714285714285,0.19230769230769232,0.2,,0.5,0.64,0.8125,0.9285714285714286,0.9230769230769231,0.24,0.16666666666666666,0.2,,,0.3333333333333333,1.0,,,,0.76,0.568036,0.5474166666666667,0.4061,0.2,0.2222222222222222,0.14285714285714285,,3.55,23.566666666666666,0.06369426751592357,,,,3.0,,,,,,,2.0,,,,,3.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,0.13636363636363635,0.16666666666666666,1.0,0.1111111111111111,,,,,0.12,,,,,,,,,,,,,,,0.125,,,2.0,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,True,
1630529,1610612740,Herbert Jones,Herbert Jones,1630529,NOP,13568.0,226,-13,439,440,141,87,70.0,879,13.0,19.0,1.0,3.0,4.0,6.0,3.0,11.0,5.0,2.0,16.0,32.0,12.0,17.0,64.0,524,2.0,6.0,1.0,8.0,4.0,12.0,6.0,3.0,17.0,20.0,12.0,2.0,,5.0,5.0,6.0,11.0,3.0,3.0,,28.0,3.0,5.0,6.0,5.0,12.0,8.0,20.0,1.0,11.0,8.0,1.0,3.0,,8.0,1.0,4.0,22.0,,16.0,22.0,2.0,11.0,2.0,1.0,5.0,3.0,17.0,141,5.0,0.625,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.5340909090909091,0.5,0.3888888888888889,0.6037735849056604,0.5,0.425,0.2727272727272727,11.663479923518164,0.050505050505050504,0.03571428571428571,0.07058823529411765,0.038461538461538464,0.059782608695652176,0.03669724770642202,0.075,,0.058823529411764705,0.046875,0.15,0.018867924528301886,0.056338028169014086,0.14285714285714285,0.047619047619047616,0.6,0.4318181818181818,0.6842105263157895,0.7222222222222222,0.6153846153846154,0.25,0.2727272727272727,0.3,0.6666666666666666,0.11363636363636363,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.7045454545454546,0.5315,0.41312499999999996,0.5137694444444444,0.20754716981132076,0.2682926829268293,0.125,0.265625,4.8125,24.558333333333334,0.3211845102505695,,2.0,3.0,7.0,2.0,,,,5.0,1.0,1.0,2.0,15.0,,2.0,2.0,3.0,2.0,3.0,5.0,3.0,,2.0,1.0,,2.0,,,,,1.0,1.0,0.4166666666666667,1.0,0.3333333333333333,0.4166666666666667,0.0625,0.09090909090909091,0.625,0.038461538461538464,0.045454545454545456,,,,0.1590909090909091,0.42857142857142855,0.42857142857142855,1.0,0.4,0.4,1.0,,,,,0.4,,4.0,,0.05263157894736842,,0.2222222222222222,1.0,3.0,1.0,1.0,0.14285714285714285,1.0,2.0,1.0,1.0,2.0,0.16666666666666666,1.0,1.0,0.5,,,,,,True,
1630530,1610612740,Trey Murphy III,Trey Murphy III,1630530,NOP,3681.0,61,24,121,121,50,20,15.0,242,,,,,,,,1.0,9.0,6.0,,2.0,12.0,,21.0,139,,,,,,1.0,6.0,,9.0,,,,,9.0,1.0,,1.0,,,1.0,2.0,1.0,,3.0,4.0,7.0,1.0,8.0,,2.0,2.0,,,,,,2.0,4.0,,1.0,,,,1.0,,1.0,1.0,9.0,50,1.0,,,,,,0.75,,0.6428571428571429,0.75,,0.6428571428571429,0.8571428571428571,10.294117647058822,0.15384615384615385,,0.125,0.047619047619047616,0.14,0.02,,,,0.05263157894736842,0.16666666666666666,0.125,0.1,0.25,,1.0,,,,,0.07142857142857142,,,,0.6428571428571429,,,,,0.8571428571428571,0.8571428571428571,0.5005607142857142,,0.48035,,,,0.42857142857142855,17.799999999999997,26.558333333333334,0.4132231404958678,,1.0,3.0,3.0,4.0,,,3.0,7.0,,,3.0,21.0,,4.0,,,,,,,,,,,,,,,,,1.0,0.5833333333333334,,0.5,0.5833333333333334,,,,0.25,0.07142857142857142,,,,0.21428571428571427,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,1.0,,,,0.5,0.4444444444444444,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,True,
203468,1610612740,CJ McCollum,CJ McCollum,203468,NOP,12465.0,208,-12,405,401,125,79,66.0,806,9.0,16.0,2.0,4.0,2.0,5.0,8.0,22.0,40.0,9.0,26.0,61.0,44.0,15.0,112.0,476,4.0,10.0,1.0,15.0,10.0,21.0,11.0,7.0,42.0,10.0,42.0,4.0,,40.0,17.0,10.0,27.0,7.0,13.0,2.0,64.0,3.0,6.0,8.0,17.0,26.0,9.0,35.0,5.0,3.0,1.0,,5.0,,14.0,3.0,3.0,13.0,,16.0,22.0,1.0,7.0,5.0,3.0,5.0,3.0,42.0,125,2.0,0.19230769230769232,0.20833333333333334,0.4262295081967213,0.4,0.47619047619047616,0.46190476190476193,0.5,0.546875,0.48695652173913045,0.5,0.5675675675675675,0.41904761904761906,26.5979381443299,0.17525773195876287,0.045112781954887216,0.10810810810810811,0.04054054054054054,0.14619883040935672,0.043478260869565216,0.05405405405405406,0.031746031746031744,0.06060606060606061,0.04918032786885246,0.15789473684210525,0.17307692307692307,0.09836065573770492,0.15384615384615385,0.0847457627118644,0.6,0.1523809523809524,0.5625,0.6923076923076923,0.1111111111111111,0.20952380952380953,0.36363636363636365,0.4,0.25,0.38095238095238093,0.2857142857142857,0.5,0.15625,0.4,0.28125,0.5714285714285714,0.49043857142857145,0.523675,0.47138906249999996,0.07142857142857142,0.1044776119402985,0.13392857142857142,0.375,10.11311475409836,26.07045454545454,0.30864197530864196,9.0,23.0,,4.0,15.0,2.0,3.0,5.0,15.0,2.0,4.0,5.0,27.0,18.0,15.0,5.0,3.0,2.0,2.0,9.0,7.0,2.0,2.0,,1.0,2.0,,,1.0,3.0,3.0,0.6,0.3409090909090909,0.5,0.45454545454545453,0.3409090909090909,0.08196721311475409,0.09090909090909091,0.6428571428571429,0.19230769230769232,0.21904761904761905,0.391304347826087,0.391304347826087,0.2222222222222222,0.0380952380952381,,,,0.375,0.375,0.6,0.21428571428571427,0.6666666666666666,1.0,0.5555555555555556,0.375,0.022222222222222223,2.0,,0.1875,,0.0625,1.0,,2.0,,0.07142857142857142,,,1.0,,,0.16666666666666666,,,,,0.5,,,,True,
1630230,1610612740,Naji Marshall,Naji Marshall,1630230,NOP,1003.0,17,-14,29,34,6,9,5.0,63,1.0,2.0,,,,,,,,,1.0,2.0,,2.0,4.0,48,,,,,,,,2.0,2.0,2.0,,,,,1.0,,1.0,,,,2.0,,1.0,1.0,2.0,3.0,1.0,4.0,,,,,,,,,1.0,2.0,,1.0,2.0,,1.0,,,,,2.0,6,,1.0,1.0,0.5,,,0.5,,,0.6666666666666666,,1.0,,8.571428571428571,0.3333333333333333,0.16666666666666666,0.16666666666666666,,0.25,0.06666666666666667,,0.5,,,,,0.25,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,1.0,0.64925,,,0.3333333333333333,0.3333333333333333,,0.5,1.95,,0.20689655172413793,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1630631,1610612740,Jose Alvarado,Jose Alvarado,1630631,NOP,5771.0,96,-13,182,189,73,58,26.0,371,3.0,8.0,,,,1.0,4.0,6.0,8.0,4.0,7.0,14.0,14.0,8.0,40.0,210,,,,,,1.0,7.0,8.0,11.0,4.0,10.0,,,8.0,5.0,3.0,8.0,2.0,3.0,,19.0,,,1.0,5.0,6.0,1.0,7.0,,6.0,3.0,,2.0,,7.0,4.0,2.0,14.0,,8.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,11.0,73,1.0,0.2857142857142857,0.2857142857142857,0.5,,,0.5714285714285714,,0.1875,0.625,,0.4583333333333333,0.5,17.972350230414747,0.125,,0.02702702702702703,,0.07792207792207792,,,,,,,0.13636363636363635,0.034482758620689655,,,1.0,0.2857142857142857,0.375,0.42857142857142855,0.3333333333333333,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.25,0.2857142857142857,,,0.125,,0.5,0.7857142857142857,0.5214071428571428,0.43665,0.56188125,0.06896551724137931,0.13333333333333333,,0.275,4.742857142857143,25.057142857142857,0.4010989010989011,,,4.0,6.0,2.0,,2.0,,6.0,,2.0,1.0,18.0,,2.0,1.0,1.0,2.0,3.0,5.0,5.0,,,2.0,,2.0,,,,3.0,3.0,1.0,0.42857142857142855,,0.14285714285714285,0.42857142857142855,0.07142857142857142,,0.7142857142857143,0.16666666666666666,,,,,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.25,0.25,1.0,1.0,,,,0.25,,3.0,,0.125,,0.375,,,,,,,1.0,,,,,,,0.3333333333333333,3.0,,1.0,0.14285714285714285,,True,
202685,1610612740,Jonas Valanciunas,Jonas Valanciunas,202685,NOP,9033.0,151,-20,292,293,65,29,47.0,585,16.0,28.0,9.0,18.0,2.0,5.0,10.0,22.0,6.0,,28.0,56.0,6.0,14.0,73.0,357,11.0,23.0,5.0,27.0,2.0,10.0,,2.0,6.0,30.0,26.0,18.0,,6.0,8.0,6.0,14.0,3.0,4.0,2.0,34.0,4.0,26.0,23.0,22.0,48.0,30.0,78.0,5.0,4.0,2.0,2.0,8.0,,10.0,2.0,6.0,11.0,,14.0,17.0,3.0,8.0,1.0,1.0,1.0,1.0,6.0,65,,0.5357142857142857,0.7894736842105263,0.5,0.4782608695652174,0.2,0.47580645161290325,0.4782608695652174,0.2,0.5289855072463768,0.54,0.25,0.0967741935483871,22.571428571428573,0.3333333333333333,0.25742574257425743,0.42592592592592593,0.09090909090909091,0.375,0.20689655172413793,0.25806451612903225,0.35555555555555557,0.08,0.08333333333333333,0.2,0.3333333333333333,0.41304347826086957,0.5,0.17857142857142858,1.0,0.45161290322580644,0.5714285714285714,0.6153846153846154,0.5,0.3548387096774194,0.45454545454545453,0.5263157894736842,0.5,0.0967741935483871,0.782608695652174,0.5,0.5,0.4,,0.5483870967741935,0.4995193548387097,0.5588105263157894,0.49280999999999997,0.11940298507462686,0.13114754098360656,0.3698630136986301,0.0821917808219178,5.208928571428571,26.01666666666667,0.2226027397260274,2.0,6.0,,,1.0,,,,1.0,,,,3.0,,1.0,5.0,3.0,2.0,2.0,2.0,1.0,,1.0,5.0,1.0,2.0,3.0,,,2.0,2.0,1.0,0.16666666666666666,,,0.16666666666666666,0.08928571428571429,0.13636363636363635,0.2,0.4117647058823529,0.0967741935483871,0.3333333333333333,0.3333333333333333,1.0,,,,,0.16666666666666666,0.16666666666666666,1.0,,,,,0.16666666666666666,,,1.0,0.07142857142857142,0.125,,,,,,,,,3.0,,,0.75,,,,,0.1111111111111111,,,2.0,True,
