EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Blocked2s,BlockedAtRim,Blocks,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,BlockedShortMidRange,RecoveredBlocks,AtRimPctBlocked,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,FTDefRebounds,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,FTOffRebounds,Loose Ball Fouls Drawn,DefensiveGoaltends,OffFTReboundPct,PenaltyCorner3FGM,LongMidRangeAssists,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,SecondChanceFtPoints,HeaveAttempts,Charge Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Travels,Technical Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,BlockedLongMidRange,Corner3PctBlocked,OffensiveGoaltends,3SecondViolations
101108,1610612756,Chris Paul,Chris Paul,101108,PHX,2544.0,42,5.0,78,78,20.0,14,7.0,156,2.0,2.0,7.0,8.0,5.0,6.0,2.0,4.0,1.0,1.0,14.0,16.0,2.0,4.0,5.0,39.0,85,1.0,4.0,4.0,1.0,2.0,10.0,4.0,24.0,3.0,3.0,4.0,2.0,3.0,5.0,8.0,3.0,2.0,2.0,1.0,21.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,5.0,1.0,1.0,6.0,1.0,1.0,6.0,2.0,5.0,1.0,2.0,1.0,10.0,20.0,1.0,0.14285714285714285,0.14285714285714285,0.5,0.5,0.5,0.875,1.0,0.85,0.8,0.8863636363636364,0.8333333333333334,0.2,32.142857142857146,0.8,0.09523809523809523,0.11764705882352941,0.10526315789473684,0.1,0.2,0.15384615384615385,0.1,1.0,1.0,0.4,0.875,0.875,0.2857142857142857,0.3,0.8333333333333334,0.8333333333333334,0.2,0.5,0.5,0.5,1.0,0.2,0.3,0.5,0.4570975,0.58545,0.41432,0.09523809523809523,0.11764705882352941,0.2564102564102564,10.76875,25.525,0.2564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,2958.0,49,2.0,95,94,54.0,30,13.0,189,3.0,5.0,6.0,9.0,1.0,4.0,1.0,4.0,1.0,4.0,10.0,18.0,2.0,5.0,4.0,30.0,105,1.0,6.0,11.0,4.0,2.0,17.0,6.0,14.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,7.0,6.0,3.0,9.0,13.0,2.0,,6.0,4.0,3.0,9.0,2.0,2.0,4.0,1.0,1.0,5.0,,4.0,,1.0,1.0,17.0,54.0,,0.3,0.375,0.5,0.4,0.4,0.5555555555555556,0.5454545454545454,0.5652173913043478,0.5,0.6,0.53125,0.21739130434782608,31.19266055045871,0.6666666666666666,0.125,0.3,0.20454545454545456,0.07692307692307693,0.25,0.35294117647058826,0.21739130434782608,0.6,0.6,0.391304347826087,0.6666666666666666,0.75,0.3333333333333333,0.17391304347826086,0.25,0.25,0.17391304347826086,0.25,0.25,,0.2,0.26666666666666666,0.43478260869565216,0.25,0.5001434782608696,0.6234,0.5273766666666667,0.041666666666666664,0.05263157894736842,0.5666666666666667,9.555555555555554,24.880000000000003,0.5684210526315789,2.0,2.0,3.0,5.0,1.0,1.0,1.0,3.0,4.0,6.0,1.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,0.25,0.75,0.6,0.6,0.05555555555555555,0.1111111111111111,0.08695652173913043,0.11764705882352941,0.1,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.2,0.3333333333333333,0.043478260869565216,1.0,1.0,1.0,0.4,1.0,0.5,0.3333333333333333,0.6,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1628969,1610612756,Mikal Bridges,Mikal Bridges,1628969,PHX,3267.0,54,14.0,102,104,47.0,25,12.0,206,1.0,4.0,2.0,4.0,,4.0,,1.0,,1.0,3.0,12.0,1.0,4.0,2.0,11.0,103,1.0,,4.0,2.0,2.0,2.0,6.0,,3.0,,1.0,,5.0,,5.0,,,4.0,1.0,10.0,3.0,3.0,6.0,8.0,1.0,,1.0,1.0,,1.0,,,,,,2.0,1.0,2.0,,1.0,,2.0,47.0,,1.0,1.0,1.0,0.25,0.25,0.25,,0.28125,,0.3235294117647059,0.14285714285714285,0.25,15.65217391304348,1.0,0.12,0.13636363636363635,0.1276595744680851,0.07142857142857142,,0.16666666666666666,0.25,0.25,0.3333333333333333,0.25,0.5,0.5,1.0,0.25,,,0.0625,,,,,0.16666666666666666,0.5,,0.474078125,,0.43468333333333337,0.058823529411764705,0.07692307692307693,0.18181818181818182,9.583333333333334,23.424999999999997,0.46078431372549017,,,,1.0,1.0,3.0,,1.0,1.0,2.0,,,1.0,2.0,,2.0,,1.0,,,,,4.0,1.0,4.0,,1.0,0.5,0.5,0.08333333333333333,,,0.10526315789473684,0.044444444444444446,,,,0.4,,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,,,,0.16666666666666666,,,0.18181818181818182,1.0,1.0,3.0,3.0,0.25,0.2857142857142857,0.75,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629661,1610612756,Cameron Johnson,Cameron Johnson,1629661,PHX,3397.0,57,13.0,111,111,41.0,24,15.0,222,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,,1.0,6.0,8.0,3.0,9.0,6.0,27.0,111,,3.0,3.0,1.0,3.0,9.0,10.0,2.0,9.0,,4.0,2.0,1.0,1.0,2.0,1.0,,,1.0,5.0,6.0,4.0,11.0,13.0,1.0,1.0,,,1.0,1.0,,1.0,4.0,1.0,,4.0,1.0,7.0,,4.0,1.0,9.0,41.0,1.0,0.8333333333333334,1.0,1.0,0.3333333333333333,0.3333333333333333,0.75,1.0,0.6176470588235294,0.75,0.6136363636363636,0.75,0.5294117647058824,18.11023622047244,,0.15384615384615385,0.23076923076923078,0.19230769230769232,0.26666666666666666,,0.22727272727272727,0.23529411764705882,0.5,0.5,0.11764705882352941,1.0,1.0,1.0,0.11764705882352941,1.0,1.0,0.23529411764705882,0.5,0.5,1.0,,0.25,0.7647058823529411,0.5,0.5537647058823529,0.5272333333333333,0.5745125,0.19047619047619047,0.3333333333333333,0.3333333333333333,7.0625,24.577777777777776,0.36936936936936937,1.0,2.0,1.0,1.0,1.0,5.0,,2.0,3.0,4.0,,2.0,,,2.0,2.0,1.0,,,1.0,,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.06451612903225806,,0.041666666666666664,0.09090909090909091,,,,0.125,0.5,0.29411764705882354,0.2,0.2,1.0,0.6666666666666666,0.5,,0.25,1.0,,0.14814814814814814,,,,,,,,,,1.0,1.0,0.3333333333333333,0.09090909090909091,0.25,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
202687,1610612756,Bismack Biyombo,Bismack Biyombo,202687,PHX,5154.0,86,17.0,169,169,71.0,67,26.0,338,9.0,13.0,2.0,4.0,,,,,,,11.0,17.0,,,3.0,25.0,176,,3.0,5.0,,1.0,7.0,20.0,2.0,,,,,5.0,,5.0,,,3.0,2.0,10.0,7.0,2.0,11.0,19.0,1.0,,4.0,3.0,2.0,6.0,2.0,9.0,13.0,,1.0,8.0,,6.0,,2.0,1.0,7.0,71.0,1.0,0.9090909090909091,0.9090909090909091,,,,0.6470588235294118,0.6,0.6470588235294118,0.6,0.625,0.5833333333333334,,13.06532663316583,0.6666666666666666,0.05405405405405406,0.18421052631578946,0.12,0.1,,0.15151515151515152,0.7647058823529411,0.6923076923076923,0.8181818181818182,0.23529411764705882,0.5,0.5,0.5,,,,,,,,,,0.7647058823529411,,0.6058000000000001,0.5173,0.65202,0.10526315789473684,0.10526315789473684,0.28,3.076470588235294,,0.42011834319526625,,3.0,3.0,5.0,,,,,4.0,,,,2.0,2.0,5.0,8.0,,1.0,,,1.0,4.0,2.0,1.0,2.0,,,,,0.11764705882352941,,0.09803921568627451,0.07142857142857142,0.08860759493670886,0.14285714285714285,0.13333333333333333,0.13333333333333333,,,1.0,,,,,0.75,,,1.0,0.6,,,,,1.0,,0.15384615384615385,,,,,2.0,1.0,0.3333333333333333,,0.4,,1.0,2.0,1.0,0.2,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203109,1610612756,Jae Crowder,Jae Crowder,203109,PHX,1284.0,21,,39,39,13.0,7,5.0,78,,,,,,1.0,1.0,2.0,,1.0,,1.0,1.0,3.0,,3.0,43,,,,2.0,,3.0,,,3.0,,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,,5.0,1.0,2.0,3.0,4.0,,,,,,,,3.0,3.0,,,2.0,,,,,,3.0,13.0,,,,1.0,0.3333333333333333,0.3333333333333333,,,0.375,0.75,0.375,0.75,0.75,9.090909090909092,,0.2857142857142857,0.09090909090909091,0.16666666666666666,,0.5,0.1111111111111111,,,,,,,,0.25,,,0.5,0.5,0.5,1.0,,0.5,0.75,0.5,0.52125,,0.555375,,,1.0,14.4,25.366666666666664,0.3333333333333333,,,,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,0.5,,,,,,0.1,,0.05555555555555555,,,,,,,0.25,,,,,,,,,1.0,,,1.0,,,,,,,0.5,,,,0.25,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629013,1610612756,Landry Shamet,Landry Shamet,1629013,PHX,2768.0,46,10.0,95,95,31.0,32,11.0,190,1.0,3.0,1.0,1.0,1.0,7.0,1.0,5.0,,2.0,3.0,11.0,2.0,7.0,4.0,16.0,92,,1.0,4.0,4.0,2.0,7.0,2.0,4.0,6.0,,5.0,1.0,4.0,1.0,5.0,1.0,,2.0,1.0,11.0,6.0,2.0,8.0,8.0,1.0,,1.0,1.0,,1.0,,2.0,2.0,,,4.0,,6.0,,3.0,,7.0,31.0,,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.2857142857142857,0.2727272727272727,0.25,0.3333333333333333,0.3125,0.38095238095238093,0.3888888888888889,0.3888888888888889,19.819819819819816,1.0,0.1,0.2857142857142857,0.1951219512195122,0.18181818181818182,,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.05555555555555555,1.0,1.0,,0.3888888888888889,0.14285714285714285,0.14285714285714285,0.2777777777777778,0.2,0.2,1.0,,0.25,0.5555555555555556,0.2,0.48363611111111104,,0.47474374999999996,0.14285714285714285,0.21428571428571427,0.4375,12.52727272727273,24.228571428571428,0.3263157894736842,,,,,1.0,2.0,,,,,1.0,,,,,,,1.0,,,,1.0,,,,0.25,,,,,,,,,,,,,,1.0,0.1111111111111111,0.5,0.5,1.0,,,,,,,,,2.0,,,,,,,0.25,,,,,0.6666666666666666,,,,,,1.0,1.0,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201580,1610612756,JaVale McGee,JaVale McGee,201580,PHX,90.0,2,1.0,2,2,2.0,2,,4,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1626166,1610612756,Cameron Payne,Cameron Payne,1626166,PHX,1613.0,27,1.0,53,53,27.0,38,14.0,106,1.0,5.0,1.0,6.0,1.0,1.0,2.0,4.0,,4.0,3.0,12.0,2.0,5.0,,12.0,56,,1.0,6.0,4.0,,8.0,2.0,4.0,,6.0,4.0,2.0,3.0,1.0,4.0,,1.0,1.0,2.0,9.0,1.0,3.0,5.0,6.0,1.0,,2.0,1.0,,2.0,1.0,,4.0,,,2.0,,,,,,8.0,27.0,3.0,0.3333333333333333,0.3333333333333333,,0.4,0.4,0.25,0.16666666666666666,0.35294117647058826,0.4,0.35294117647058826,0.4,0.29411764705882354,27.142857142857146,1.0,0.3333333333333333,0.1,0.21052631578947367,0.42857142857142855,,0.1,0.29411764705882354,0.2,0.2,0.35294117647058826,0.16666666666666666,0.2,,0.058823529411764705,1.0,1.0,0.23529411764705882,0.5,0.5,,,0.4,0.5882352941176471,0.5,0.5194705882352941,0.5773,0.559275,,,0.6666666666666666,6.516666666666667,25.639999999999997,0.5094339622641509,,1.0,1.0,4.0,,1.0,2.0,,1.0,,2.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,0.5,,,,0.08333333333333333,0.16666666666666666,0.043478260869565216,,0.029411764705882353,,0.1111111111111111,,,0.09090909090909091,1.0,0.058823529411764705,,,,1.0,,,0.4,0.25,0.5,,,,,,,,,,,1.0,,0.25,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1630688,1610612756,Ish Wainright,Ish Wainright,1630688,PHX,1094.0,18,6.0,39,38,15.0,34,10.0,77,,3.0,,,,,,,,,,3.0,1.0,4.0,,3.0,42,1.0,,1.0,2.0,,,,,3.0,,,,1.0,,1.0,,,,,2.0,,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,15.0,1.0,,,1.0,0.25,0.25,,,0.21428571428571427,,0.21428571428571427,,0.5714285714285714,17.307692307692307,0.5,0.2,,0.07692307692307693,,,,0.42857142857142855,,,,,,,,,,,,,,,,1.0,,0.582,0.611775,0.5263666666666666,,,,1.9666666666666668,22.85,0.38461538461538464,,2.0,,1.0,1.0,4.0,,,2.0,,,,1.0,1.0,4.0,5.0,2.0,,1.0,,,,,,,,,,,0.3333333333333333,,0.25,0.14285714285714285,0.21739130434782608,0.3333333333333333,,,0.5,0.4,,0.5714285714285714,0.25,0.25,1.0,0.6666666666666666,,,0.3333333333333333,,,,1.0,2.0,,,0.3333333333333333,0.2,,0.3333333333333333,0.6666666666666666,1.0,,0.25,0.3333333333333333,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
